"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"509CURB","509CU**784D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604784968","Western Surety Co","66185248","6000","2022-03-22T00:00:00.000","2022-03-21T00:00:00.000","Until Canceled",,,
"509 CUSTOM PAINTING & DRYWALL","509CUCP791KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604744371","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK4412","12000","2021-05-12T00:00:00.000","2021-05-11T00:00:00.000","Until Canceled",,,
"509 DEVELOPMENT LLC","509DEDL785NN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604894684","RLI Ins Co","LSM1539953","12000","2022-08-15T00:00:00.000","2022-07-22T00:00:00.000","Until Canceled",,,
"509 DESIGN LLC","509DEDL840KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603546373","RLI Ins Co","LSM0785494","12000","2016-05-12T00:00:00.000","2016-05-12T00:00:00.000","Until Canceled",,,
"509 Ductless LLC","509DUDL788JE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604891045","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN5274","12000","2022-04-05T00:00:00.000","2022-04-01T00:00:00.000","Until Canceled",,,
"509 Electric","509ELE*8218O","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604339851","Suretec Insurance Company","3406515","4000","2018-12-06T00:00:00.000","2018-11-26T00:00:00.000","Until Canceled",,,
"509 EXCAVATION LLC","509EXEL809CO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604463957","Navigators Ins Co","NAV00017874","12000","2020-02-20T00:00:00.000","2020-02-10T00:00:00.000",,"2022-02-11T00:00:00.000",,
"509 EXCAVATION LLC","509EXEL809CO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604463957","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3145","12000","2022-02-10T00:00:00.000","2022-02-10T00:00:00.000","Until Canceled",,,
"509 FACILITY SERVICES INC","509FAFS787C4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604350736","Western Surety Co","65792015","12000","2022-02-24T00:00:00.000","2022-02-21T00:00:00.000","Until Canceled",,,
"509 FENCING & LAND SERV LLC","509FEFL819KH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604442825","Western Surety Co","64611473","12000","2019-05-08T00:00:00.000","2019-04-18T00:00:00.000",,"2021-06-02T00:00:00.000",,
"509 FENCING & LAND SERV LLC","509FEFL819KH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604442825","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN5625","12000","2022-07-05T00:00:00.000","2022-04-12T00:00:00.000","Until Canceled",,,
"509 FOAM INSULATION WORKS LLC","509FOFI807PE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604551321","American Contractors Indem CO","100520274","6000","2020-10-05T00:00:00.000","2020-09-25T00:00:00.000",,"2021-12-17T00:00:00.000",,
"509 FOAM INSULATION WORKS LLC","509FOFI807PE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604551321","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8059","6000","2021-09-24T00:00:00.000","2021-09-25T00:00:00.000","Until Canceled",,,
"509 Mechanical","509MEM*817KN","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604267356","Western Surety Co","64641103","6000","2019-05-15T00:00:00.000","2019-05-14T00:00:00.000",,"2021-07-16T00:00:00.000",,
"509 MECHANICAL LLC","509MEML791KP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604749651","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK3882","6000","2021-05-17T00:00:00.000","2021-05-14T00:00:00.000","Until Canceled",,,
"509 METAL WORKS LLC","509MEMW792LW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604206197","RLI Ins Co","LSM1457458","12000","2021-06-24T00:00:00.000","2021-06-10T00:00:00.000","Until Canceled",,,
"509 Masonry Rstrtn/Stone Works","509MSMR817PU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604521220","American Contractors Indem CO","100467595","6000","2019-10-31T00:00:00.000","2019-10-30T00:00:00.000","Until Canceled",,,
"509 PAINTING LLC","509PAPL882NC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603216556","Western Surety Co","63485900","12000","2018-01-18T00:00:00.000","2018-01-15T00:00:00.000","Until Canceled",,,
"509 PAINTING LLC","509PAPL882NC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603216556","Old Republic Surety Co","W150043920","12000","2012-08-03T00:00:00.000","2012-07-27T00:00:00.000",,"2018-02-14T00:00:00.000",,
"509 PROPERTY SOLUTIONS LLC","509PRPS805MF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604502656","Western Surety Co","63502041","12000","2020-07-13T00:00:00.000","2020-07-11T00:00:00.000","Until Canceled",,,
"509 QUALITY PROPERTY MAINT LLC","509QUQP791D4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713885","United States Fire Insurance Co","615114239","12000","2021-03-29T00:00:00.000","2021-03-18T00:00:00.000","Until Canceled",,,
"509RENOVATIONS LLC","509REL*802R8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604651770","Western Surety Co","65257118","12000","2021-01-11T00:00:00.000","2021-01-08T00:00:00.000","Until Canceled",,,
"509 TRENCHLESS &HARDSCAPES LLC","509TRTH791DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604712407","Western Surety Co","65408671","12000","2021-02-26T00:00:00.000","2021-02-25T00:00:00.000","Until Canceled",,,
"519 DESIGN BUILD LLC","519DEDB837KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604110280","Western Surety Co","63173870","12000","2017-05-12T00:00:00.000","2017-04-25T00:00:00.000","Until Canceled",,,
"51 WEST LLC","51WESWL801L6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604604705","Western Surety Co","65058955","12000","2020-06-26T00:00:00.000","2020-05-01T00:00:00.000","Until Canceled",,,
"527NORTH LLC","527NOL*786NK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604946569","NORTH RIVER INSURANCE COMPANY THE","46CF805602","12000","2022-08-12T00:00:00.000","2022-08-04T00:00:00.000","Until Canceled",,,
"532 CUSTOMS LLC","532CUCL786DU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604888509","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN4917","12000","2022-03-31T00:00:00.000","2022-03-23T00:00:00.000","Until Canceled",,,
"5 + 5 LLC","55LLC5L784CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604797486","Western Surety Co","65646926","6000","2022-01-13T00:00:00.000","2021-10-01T00:00:00.000","Until Canceled",,,
"56 DEGREES NORTH CARPENTRY LLC","56DEGDN795O3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604786678","HARTFORD INSURANCE CO THE MIDWEST","57BSBIL1259","12000","2021-09-23T00:00:00.000","2021-09-20T00:00:00.000","Until Canceled",,,
"5 BROTHERS FLOORING LLC","5BROTBF798RS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604802764","State Farm Fire & Cas Co","98EEY2426","6000","2022-08-31T00:00:00.000","2021-10-14T00:00:00.000","10/14/2022",,,
"5 & CONSTRUCTION INC","5CONSCI781L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604926779","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN7418","6000","2022-06-21T00:00:00.000","2022-06-15T00:00:00.000","Until Canceled",,,
"5 CORNERS PLUMBING LLC","5CORNCP792NG","PC","PLUMBING CONTRACTOR","A","ACTIVE","602497440","Old Republic Surety Co","W150417236","6000","2021-08-19T00:00:00.000","2021-08-19T00:00:00.000","Until Canceled",,,
"5 CORNERS PLUMBING LLC","5CORNCP956KD","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602497440","CBIC","SH8377","6000","2008-04-22T00:00:00.000","2008-04-17T00:00:00.000",,"2022-05-26T00:00:00.000",,
"5 DIAMOND CONSTRUCTION LLC","5DIAMDC788OA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604963306","Western Surety Co","66367363","12000","2022-09-01T00:00:00.000","2022-08-19T00:00:00.000","Until Canceled",,,
"5G CONSTRUCTION LLC","5GCONCL795B5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604700559","Western Surety Co","65366025","6000","2021-01-25T00:00:00.000","2021-01-21T00:00:00.000","Until Canceled",,,
"5J'S STONE LLC","5JSSTSL780BL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604838414","NORTH RIVER INSURANCE COMPANY THE","46CF802113","12000","2022-01-13T00:00:00.000","2021-12-01T00:00:00.000","Until Canceled",,,
"5 MEN & A MOWER INC","5MENMM*861KM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602757936","RLI Ins Co","LSM0736820","6000","2015-05-04T00:00:00.000","2015-04-07T00:00:00.000","Until Canceled",,,
"5 POINT BUILDING & CONST LLC","5POINBC973CG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602254573","Ironshore Specialty Ins Co","SUR40012243","12000","2017-02-03T00:00:00.000","2016-12-08T00:00:00.000","Until Canceled",,,
"5 POINT BUILDING & CONST LLC","5POINBC973CG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602254573","RLI INS CO","LSM0094101","12000","2009-01-27T00:00:00.000","2009-01-30T00:00:00.000",,"2017-01-30T00:00:00.000",,
"5 POINT EXVTN & INFSTRCTR LLC","5POINPE827B3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604211132","American Contractors Indem CO","100377824","12000","2018-01-23T00:00:00.000","2018-01-19T00:00:00.000","Until Canceled",,,
"5 POINT PROPERTY SPECIALISTS","5POINPP851LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603498806","RLI Ins Co","LSM0708798","12000","2015-06-17T00:00:00.000","2015-06-16T00:00:00.000","Until Canceled",,,
"5 SISTER GRANITE REPAIR","5SISTSG822B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604146771","Western Surety Co","63463840","6000","2018-01-22T00:00:00.000","2018-01-17T00:00:00.000",,"2022-01-28T00:00:00.000",,
"5 SISTER GRANITE REPAIR","5SISTSG822B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604146771","Western Surety Co","66251273","6000","2022-06-14T00:00:00.000","2022-04-27T00:00:00.000","Until Canceled",,,
"5 STARS DRYWALL LLC","5STARSD824DH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604229637","Western Surety Co","64518135","12000","2019-04-08T00:00:00.000","2019-03-08T00:00:00.000","Until Canceled",,,
"5 STARS DRYWALL LLC","5STARSD824DH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604229637","American Contractors Indem CO","100384187","12000","2018-03-08T00:00:00.000","2018-03-05T00:00:00.000",,"2019-04-21T00:00:00.000",,
"5 Star Electrical LLC","5STARSE789MN","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604918377","Western Surety Co","66291440","4000","2022-07-15T00:00:00.000","2022-06-16T00:00:00.000","Until Canceled",,,
"5 STAR FLOORING INST LLC","5STARSF827PK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604333262","Western Surety Co","64820660","6000","2019-10-11T00:00:00.000","2019-10-12T00:00:00.000",,"2020-11-28T00:00:00.000",,
"5 STAR FLOORING INST LLC","5STARSF827PK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604333262","Wesco Insurance Co","46WB098091","6000","2018-10-12T00:00:00.000","2018-10-12T00:00:00.000",,"2019-10-23T00:00:00.000",,
"5 STAR FLOORING INST LLC","5STARSF827PK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604333262","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8234","6000","2021-10-06T00:00:00.000","2021-09-29T00:00:00.000","Until Canceled",,,
"5 STAR FLOORING DESIGNS LLC","5STARSF865QG","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603443616","Wesco Insurance Co","46WB019142","12000","2014-11-07T00:00:00.000","2014-11-06T00:00:00.000",,"2017-04-14T00:00:00.000",,
"5 STAR FLOORING INC","5STARSF944K3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602569826","TRAVELERS CAS & SURETY CO","105107091","12000","2008-04-18T00:00:00.000","2008-04-16T00:00:00.000","Until Canceled",,,
"5 STAR FLOORING","5STARSF959CQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602472858","WESTERN SURETY CO","16077871","12000","2010-03-30T00:00:00.000","2010-02-16T00:00:00.000","Until Canceled",,,
"5 Star Guttering","5STARSG833MC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123391","Lexon Ins Co","9833117","6000","2021-06-15T00:00:00.000","2021-06-14T00:00:00.000","Until Canceled",,,
"5 Star Guttering","5STARSG833MC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123391","Wesco Insurance Co","46-WB086963","6000","2017-07-03T00:00:00.000","2017-06-20T00:00:00.000","Until Canceled",,,
"5 STAR GUTTERS AND AWNINGS","5STARSG866CK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603362201","Navigators Ins Co","NAV00017151","12000","2020-02-05T00:00:00.000","2020-03-23T00:00:00.000",,"2021-04-24T00:00:00.000",,
"5 STAR GUTTERS AND AWNINGS","5STARSG866CK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603362201","Wesco Insurance Co","46wb074048","12000","2016-03-16T00:00:00.000","2016-03-23T00:00:00.000",,"2020-03-26T00:00:00.000",,
"5 STAR GUTTERS AND AWNINGS","5STARSG866CK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603362201","Western Surety Co","65349717","6000","2021-01-27T00:00:00.000","2021-03-23T00:00:00.000","Until Canceled",,,
"5 STAR GUTTERS AND AWNINGS","5STARSG866CK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603362201","American States Insurance Co","32S181555","12000","2014-02-12T00:00:00.000","2012-04-20T00:00:00.000","Until Canceled",,,
"5 STAR GARAGE INTERIORS","5STARSG909DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603003985","Ironshore Indemnity Inc","SUR40009246","12000","2016-03-16T00:00:00.000","2016-03-30T00:00:00.000",,"2021-05-01T00:00:00.000",,
"5 STAR GARAGE INTERIORS","5STARSG909DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603003985","American Contractors Indem CO","100577104","12000","2021-06-07T00:00:00.000","2021-06-07T00:00:00.000",,"2022-08-21T00:00:00.000",,
"5 STAR GARAGE INTERIORS","5STARSG909DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603003985","WESTERN NATIONAL MUTUAL INS CO","67994","12000","2022-06-06T00:00:00.000","2022-06-06T00:00:00.000","Until Canceled",,,
"5 STAR HEATING & COOLING LLC","5STARSH810MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604467793","Navigators Ins Co","NAV00027353","12000","2020-06-29T00:00:00.000","2020-07-01T00:00:00.000",,"2021-07-01T00:00:00.000",,
"5 STAR HEATING & COOLING LLC","5STARSH810MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604467793","Wesco Insurance Co","46WB103752","12000","2019-07-01T00:00:00.000","2019-07-01T00:00:00.000",,"2020-07-04T00:00:00.000",,
"5 STAR HEATING & COOLING LLC","5STARSH810MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604467793","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK7592","12000","2021-07-01T00:00:00.000","2021-07-01T00:00:00.000","Until Canceled",,,
"5 STAR HOME RENOVATIONS LLC","5STARSH824Q8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604338397","Western Surety Co","65336887","12000","2020-12-29T00:00:00.000","2020-12-24T00:00:00.000","Until Canceled",,,
"5 STAR HOME RENOVATIONS LLC","5STARSH824Q8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604338397","Western Surety Co","63855197","12000","2018-11-20T00:00:00.000","2018-10-29T00:00:00.000",,"2020-12-09T00:00:00.000",,
"5 STAR PROPERTY MANAGEMENT","5STARSP780LT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604231866","Western Surety Co","63459896","12000","2022-07-01T00:00:00.000","2022-06-30T00:00:00.000","Until Canceled",,,
"5 STAR PAINTING","5STARSP962QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601820155","Navigators Ins Co","NAV00033103","6000","2020-10-09T00:00:00.000","2020-11-04T00:00:00.000","Until Canceled",,,
"5 STAR PAINTING","5STARSP962QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601820155","Wesco Insurance Co","46wb009245","6000","2012-11-05T00:00:00.000","2012-11-04T00:00:00.000",,"2020-11-05T00:00:00.000",,
"5 STAR PAINTING","5STARSP962QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601820155","COLONIAL AM CAS & SURETY OF MARYLAND","LPM4074786","6000","2007-10-25T00:00:00.000","2007-11-04T00:00:00.000","Until Canceled",,,
"5 STAR RESTORATION LLC","5STARSR809PL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604626990","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM9687","12000","2021-11-09T00:00:00.000","2021-11-04T00:00:00.000","Until Canceled",,,
"5 STAR RESTORATION LLC","5STARSR809PL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604626990","Navigators Ins Co","NAV00031439","6000","2020-09-17T00:00:00.000","2020-08-24T00:00:00.000",,"2021-08-25T00:00:00.000",,
"5 STAR ROOFING/REMODELING LLC","5STARSR867QO","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603449707","Wesco Insurance Co","46WB056772","12000","2014-11-20T00:00:00.000","2014-11-17T00:00:00.000",,"2018-11-18T00:00:00.000",,
"5 STAR SEPTIC SEWER & STRM INC","5STARSS787B4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604856228","NORTH RIVER INSURANCE COMPANY THE","46CF802601","12000","2022-01-24T00:00:00.000","2022-01-11T00:00:00.000","Until Canceled",,,
"5 STAR STUMP GRNDNG & MORE LLC","5STARSS787CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604833052","Western Surety Co","65699048","12000","2021-11-24T00:00:00.000","2021-11-18T00:00:00.000","Until Canceled",,,
"5 START SERVICES LLC","5STARSS825B9","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604184374","Wesco Insurance Co","46WB091640","12000","2018-01-29T00:00:00.000","2018-01-25T00:00:00.000",,"2021-01-27T00:00:00.000",,
"5 STAR SERVICES INC","5STARSS875KM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603300905","Contractors Bonding & Insurance Co","SI8192","12000","2013-05-14T00:00:00.000","2012-12-21T00:00:00.000","Until Canceled",,,
"5 STAR SERVICES INC","5STARSS875KM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603300905","Ironshore Indemnity Inc","SUR40002890","12000","2014-12-17T00:00:00.000","2014-12-21T00:00:00.000",,"2017-12-21T00:00:00.000",,
"5 STAR TILE LLC","5STARST935JP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602716968","American Contractors Indem CO","100247814","6000","2014-06-09T00:00:00.000","2014-05-21T00:00:00.000","Until Canceled",,,
"5 STAR TILE LLC","5STARST935JP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602716968","Western Surety Co","63601786","6000","2018-04-23T00:00:00.000","2018-05-21T00:00:00.000",,"2022-07-07T00:00:00.000",,
"5TARS GENERAL CONTRACTOR LLC","5TARSGC802NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604630041","American Contractors Indem CO","100506641","12000","2020-08-06T00:00:00.000","2020-07-23T00:00:00.000","Until Canceled",,,
"5TH STREET","5THSTS*782MF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604931346","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN7666","12000","2022-07-06T00:00:00.000","2022-06-29T00:00:00.000","Until Canceled",,,
"5TH STREET CONSTRUCTION","5THSTSC857DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603482046","Developers Surety & Indem Co","666341C","12000","2015-03-02T00:00:00.000","2015-01-26T00:00:00.000","08/26/2019",,,
"5TH STREET CONSTRUCTION","5THSTSC857DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603482046","Ohio Cas Ins Co","666341c","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000",,"2020-01-28T00:00:00.000",,
"5TH STREET CONSTRUCTION","5THSTSC857DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603482046","Western Surety Co","64897873","12000","2020-01-21T00:00:00.000","2020-01-26T00:00:00.000","Until Canceled",,,
"5 TOOLS REMODELING LLC","5TOOLTR833KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604020948","Lexon Ins Co","9829812","12000","2020-03-05T00:00:00.000","2020-03-10T00:00:00.000","Until Canceled",,,
"5 TOOLS REMODELING LLC","5TOOLTR833KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604020948","Ironshore Indemnity Inc","SUR40013246","12000","2017-05-09T00:00:00.000","2017-03-10T00:00:00.000","03/10/2020",,,
"5 YARD LINE LLC","5YARDYL814RD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601997833","Western Surety Co","64891056","12000","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000","Until Canceled",,,
"604339898","60433**821QL","CC","CONSTRUCTION CONTRACTOR","I","INACTIVE","604339898","Western Surety Co","62143432","6000","2018-11-13T00:00:00.000","2018-11-09T00:00:00.000","Until Canceled",,,
"608 PARTNERS TREE SERVICES LLC","608PAPT780B7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604848955","Travelers Cas and Surety Co of America","107566215","6000","2022-01-27T00:00:00.000","2022-01-12T00:00:00.000","Until Canceled",,,
"626 NORTHWEST CONSTRUCTION LLC","626NONC836BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604068368","American Contractors Indem CO","100548867","12000","2022-03-29T00:00:00.000","2021-03-03T00:00:00.000","Until Canceled",,,
"626 NORTHWEST CONSTRUCTION LLC","626NONC836BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604068368","Navigators Ins Co","NAV00015304","12000","2020-01-10T00:00:00.000","2020-01-13T00:00:00.000",,"2020-11-28T00:00:00.000",,
"626 NORTHWEST CONSTRUCTION LLC","626NONC836BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604068368","Wesco Insurance Co","46WB082652","12000","2017-01-31T00:00:00.000","2017-01-18T00:00:00.000",,"2020-01-16T00:00:00.000",,
"68 CONSTRUCTION LLC","68CONCL828CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604217429","American Contractors Indem CO","100380965","12000","2018-02-01T00:00:00.000","2018-01-31T00:00:00.000","Until Canceled",,,
"6D CONSULTING LLC","6DCONCL827O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086105","Navigators Ins Co","NAV00030574","12000","2020-08-24T00:00:00.000","2020-08-31T00:00:00.000",,"2021-09-02T00:00:00.000",,
"6D CONSULTING LLC","6DCONCL827O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086105","Western Surety Co","63785658","12000","2018-09-21T00:00:00.000","2018-08-31T00:00:00.000","Until Canceled",,,
"6D CONSULTING LLC","6DCONCL827O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086105","NORTH RIVER INSURANCE COMPANY THE","46CF800858","12000","2021-08-23T00:00:00.000","2021-08-31T00:00:00.000","Until Canceled",,,
"#6 Productions LLC","6PRODPL809OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604654676","Western Surety Co","65234537","12000","2020-09-30T00:00:00.000","2020-09-25T00:00:00.000",,"2022-09-20T00:00:00.000",,
"7/11 PATIOS AND DECKS","711PAPD780ME","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604633221","Western Surety Co","66310452","6000","2022-07-06T00:00:00.000","2022-07-05T00:00:00.000","Until Canceled",,,
"717 REFRIGERATION LLC","717RERL791PJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604789751","Western Surety Co","65613895","6000","2021-09-07T00:00:00.000","2021-09-01T00:00:00.000","Until Canceled",,,
"730 TILES","730TIT*842PO","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604051728","Ironshore Indemnity Inc","sur40011754","6000","2016-10-20T00:00:00.000","2016-10-18T00:00:00.000",,"2017-10-18T00:00:00.000",,
"73 LLC","73LLCL*815P5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603124762","Western Surety Co","64848504","12000","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000",,"2022-03-10T00:00:00.000",,
"73 LLC","73LLCL*815P5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603124762","American Contractors Indem CO","100593502","12000","2022-04-12T00:00:00.000","2021-10-25T00:00:00.000","Until Canceled",,,
"777 CONSTRUCTION LLC","777COCL803QZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604657162","Ohio Cas Ins Co","32S469742","12000","2021-07-21T00:00:00.000","2020-09-21T00:00:00.000","Until Canceled",,,
"777 HVAC LLC","777HVHL785K7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604924810","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN6933","6000","2022-05-27T00:00:00.000","2022-05-24T00:00:00.000","Until Canceled",,,
"777 PAVING AND LANDSCAPING","777PAPL817OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604456416","Navigators Ins Co","NAV00008416","12000","2019-09-09T00:00:00.000","2019-09-09T00:00:00.000",,"2021-09-09T00:00:00.000",,
"777 PAVING AND LANDSCAPING","777PAPL817OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604456416","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM7948","12000","2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","Until Canceled",,,
"7 BRIDGES CONSTRUCTION LLC","7BRIDBC888QF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603233781","Contractors Bonding & Insurance Co","SJ7835","12000","2012-11-06T00:00:00.000","2012-10-26T00:00:00.000","Until Canceled",,,
"7 CONCRETE LLC","7CONCCL796CZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604614162","American Contractors Indem CO","100562096","12000","2021-05-03T00:00:00.000","2021-04-21T00:00:00.000","Until Canceled",,,
"7 DEES ELECTRICAL LLC","7DEESDE790RA","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604829675","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN0118","4000","2021-11-22T00:00:00.000","2021-11-19T00:00:00.000","Until Canceled",,,
"7 Devils Painting","7DEVIDP848RW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604061382","Western Surety Co","71856944","6000","2016-12-16T00:00:00.000","2016-12-14T00:00:00.000","Until Canceled",,,
"7ELECTRIC LLC","7ELECL*797JF","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604596148","Western Surety Co","65048804","4000","2021-03-30T00:00:00.000","2020-04-21T00:00:00.000","Until Canceled",,,
