"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"RIDGETOP JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10600 HILLSBORO DR NE","SILVERDALE","CENTRAL KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","7-9","N","N",
"PANORAMA SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","225 SOUTH HOFSTETTER","COLVILLE","COLVILLE SCHOOL DISTRICT","STEVENS","EDUCATIONAL SERVICE DISTRICT 101","PK-12","Y","Y",
"SMOKIAM ALTERNATIVE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 1269","SOAP LAKE","SOAP LAKE SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"KALAMA JR SR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","548 CHINA GARDEN ROAD","KALAMA","KALAMA SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","6-12","N","Y",
"LINCOLN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","701 S 37TH ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MORRIS FORD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1602 104TH STREET EAST","TACOMA","FRANKLIN PIERCE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"OPTIONS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2015 FRANKLIN ST","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"ORTING MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","111 WHITEHAWK BLVD NW","ORTING","ORTING SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"LEWIS & CLARK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1114 W PIERCE ST","YAKIMA","YAKIMA SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"KETTLE FALLS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 458","KETTLE FALLS","KETTLE FALLS SCHOOL DISTRICT","STEVENS","EDUCATIONAL SERVICE DISTRICT 101","5-8","N","Y",
"SACAJAWEA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","401 E 33RD AVE","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","7-8","N","N",
"ROGERS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12801 86TH AVE E","PUYALLUP","PUYALLUP SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","10-12","N","N",
"PACE ALTERNATIVE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","310 S. WASCO AVENUE","WAPATO","WAPATO SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-12","N","Y",
"SPRAGUE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 305","SPRAGUE","SPRAGUE SCHOOL DISTRICT","LINCOLN","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"ODLE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14401 NE 8TH STREET","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SEATTLE WORLD SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","301 21ST AVE E","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"NORTH CENTRAL HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1600 N HOWARD ST","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"LOPEZ MIDDLE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","86 SCHOOL ROAD","LOPEZ ISLAND","LOPEZ SCHOOL DISTRICT","SAN JUAN","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-12","N","Y",
"PINE LAKE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3200 228TH AVE SE","SAMMAMISH","ISSAQUAH SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NORTHWEST YESHIVA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5017 90TH AVE SE","MERCER ISLAND","MERCER ISLAND SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"NORTH TAPPS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","20029 12TH STREET E.","LAKE TAPPS","DIERINGER SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"QUINCY JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","417 C ST SE","QUINCY","QUINCY SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","7-8","N","N",
"LAKE WASHINGTON GIRLS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","810 18TH AVE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"MONROE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","17001 TESTER RD.","MONROE","MONROE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"RAINIER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","30620 116TH AVE SE","AUBURN","AUBURN SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"ON TRACK ACADEMY - SPOKANE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2724 E RICH AVE","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"SHAW MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4106 N COOK ST","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","7-8","N","N",
"MEDICAL LAKE ALTERNATIVE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 128","MEDICAL LAKE","MEDICAL LAKE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"SAMMAMISH SENIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","100  140TH AVENUE SE","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"PULLMAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","510 NW LARRY STREET","PULLMAN","PULLMAN SCHOOL DISTRICT","WHITMAN","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"MCKNIGHT MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1200 EDMONDS AVE NE","RENTON","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SELKIRK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10372 HIGHWAY 31","IONE","SELKIRK SCHOOL DISTRICT","PEND OREILLE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"MIDWAY ELEMENTARY (MLC/DISCOVER)","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","502 SOUTH C ST","MOSES LAKE","MOSES LAKE SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","PK-6","Y","Y",
"LAKES HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10320 FARWEST DR SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MOUNT SI HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8651 MEADOWBROOK WAY SE","SNOQUALMIE","SNOQUALMIE VALLEY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"LEOTA JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","19301 168 AV NE","WOODINVILLE","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-9","N","N",
"PRIVETT ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9311 SE 36TH ST","MERCER ISLAND","MERCER ISLAND SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"MOUNTLAKE TERRACE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","21801 44TH AVE W","MOUNTLAKE TERRACE","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"RE-ENGAGEMENT CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1818 TACOMA AVE","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"KELLOGG MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","16045 25TH AVENUE N.E.","SHORELINE","SHORELINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"LA CENTER HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","725 HIGHLAND RD","LA CENTER","LA CENTER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"SEABURY SCHOOL--MIDDLE SCHOOL CAMPUS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","925 COURT C","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"MONTICELLO MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1225 28TH AVENUE","LONGVIEW","LONGVIEW SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"MANSON MIDDLE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX A","MANSON","MANSON SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-12","N","Y",
"NORTHSHORE JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12101 NE 160 ST","BOTHELL","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-9","N","N",
"NORTH BEACH JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 969","OCEAN SHORES","NORTH BEACH SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","7-8","N","N",
"RAINIER BEACH HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8815 SEWARD PARK AV S","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MORGAN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 E FIRST","ELLENSBURG","ELLENSBURG SCHOOL DISTRICT","KITTITAS","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"PHOENIX HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3520 SOUTHRIDGE BLVD","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"MIDDLE COLLEGE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1330 N 90 ST","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"SOUTH LAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8601 RAINIER AVE S","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"REPUBLIC SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","30306 HIGHWAY 20 E","REPUBLIC","REPUBLIC SCHOOL DISTRICT","FERRY","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"NASELLE JR SR HIGH SCHOOLS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","793 SR 4","NASELLE","NASELLE-GRAYS RIVER VALLEY SCHOOL DISTRICT","PACIFIC","EDUCATIONAL SERVICE DISTRICT 112","6-12","N","Y",
"MEADOWDALE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","6002 168TH ST SW","LYNNWOOD","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"ROBERT L OLDS JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 829","CONNELL","NORTH FRANKLIN SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","7-8","N","N",
"KENTLAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","21401 SE 300TH ST","KENT","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"KINGSTON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9000 W KINGSTON RD","KINGSTON","NORTH KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","6-8","N","Y",
"RIVERPOINT ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","665 N RIVERPOINT BLVD","SPOKANE","MEAD SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","11-12","N","N",
"LIND-RITZVILLE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","401 E 6TH AVE.","RITZVILLE","LIND SCHOOL DISTRICT","ADAMS","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"MT RAINIER LUTHERAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7306 WALLER RD E","TACOMA","PUYALLUP SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"ROYAL MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","921 AHLERS ROAD","ROYAL CITY","ROYAL SCHOOL DISTRICT","GRANT","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"ORCHARD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1024 ORCHARD AVE","WENATCHEE","WENATCHEE SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-8","N","Y",
"PROSSER HEIGHTS ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2008 MILLER AVE.","PROSSER","PROSSER SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","3-5","N","N",
"LUMMI HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2334 LUMMI VIEW DR.","BELLINGHAM","FERNDALE SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"MEEKER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4402 NASSAU AVE NE","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"JUANITA HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10601 NE 132ND","KIRKLAND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"LAKOTA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1415 SW 314TH ST","FEDERAL WAY","FEDERAL WAY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"LEGACY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2205 E 138TH AVENUE","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
