"ubi","businessname","legalname","businessid","locationid","city"
"602-381-459","GRUMPY'S","C.J. NELSON ENTERPRISES, INC.","1","1","CLARKSTON"
"604-044-015","GT CNC & MACHINE SOLUTIONS","GT CNC & MACHINE SOLUTIONS LLC","1","1","CLARKSTON"
"602-232-796","GTM LAND & CATTLE LLC","GTM LAND & CATTLE LLC","1","1","ANATONE"
"600-337-630","GUY BENNETT LUMBER","BENNETT LUMBER PRODUCTS, INC.","1","1","CLARKSTON"
"604-466-058","H & F HOME CLEANING SERVICES","H & F HOME CLEANING SERVICES","1","1","CLARKSTON"
"600-400-724","H & H BUSINESS SYSTEMS, INC.","H & H BUSINESS SYSTEMS, INC.","1","1","SPOKANE VALLEY"
"600-504-535","H & H GLASS AND TILE","SOULE, MARK EDWARD","1","5","CLARKSTON"
"603-597-067","H & H SALON","HAGENSEN, II, ROBERT THOMAS","1","1","CLARKSTON"
"603-273-769","H & R BLOCK","JB TAX ASSOCIATES INC","1","2","CLARKSTON"
"603-273-769","H & R BLOCK","JB TAX ASSOCIATES INC","1","1","CLARKSTON"
"600-400-724","H&H BUSINESS SYSTEMS, INC","H & H BUSINESS SYSTEMS, INC.","1","2","CLARKSTON"
"604-658-176","H&H GENERAL CONTRACTORS","H&H GENERAL CONTRACTORS LLC","1","1","ASOTIN"
"602-018-423","H&R BLOCK","HRB TAX GROUP, INC.","1","135","CLARKSTON"
"603-308-683","H.H. WHOLESALE","WALK, LESLIE M","1","2","CLARKSTON"
"603-308-683","H.H. WHOLESALE","WALK, LESLIE M","1","1","CLARKSTON"
"600-360-510","H.T.C.","HATTAN, DEAN H","1","2","CLARKSTON"
"602-429-528","HACIENDA LODGE","PANDYA, KAILESH K","1","1","CLARKSTON"
"604-162-232","HAILEE CHURCH","CHURCH, HAILEE ELIZABETH","1","1","CLARKSTON"
"604-613-657","HAIR AND LASHES BY LINDSAY K","KING, LINDSAY","1","1","CLARKSTON"
"604-549-715","HAIR BY BRANDI B","BELIEU, BRANDI JOLENE","1","1","CLARKSTON"
"604-408-648","HAIR BY HADLEY","CHANDLER, HADLEY HOPE","1","1","CLARKSTON"
"604-584-346","HAIR BY JOLINDA","EAMES, JOLINDA","1","1","CLARKSTON"
"604-566-257","HAIR BY SHANTEL","KOCH, SHANTEL","1","1","CLARKSTON"
"604-325-868","HAMILTON'S WEST, LLC","HAMILTON'S WEST, LLC","1","1","CLARKSTON"
"604-004-329","HAMMER DOWN CONSTRUCTION BY LOPEZ & DORFEE","HAMMER DOWN CONSTRUCTION BY LOPEZ & DURFEE","1","1","CLARKSTON"
"604-604-022","HAMS TIRE","HAM, SHANE L","1","1","CLARKSTON"
"601-460-304","HANCOCK DIESEL REPAIR","HANCOCK, EMORY J","1","3","CLARKSTON"
"600-630-621","HANSEL AND GRETEL'S SWEET SHOP","PAASCH, DEBORAH A","1","1","CLARKSTON"
"602-406-598","HANSEN PAINTING","HANSEN, DOUG W","1","1","CLARKSTON"
"604-039-321","INWARD SURVIVAL","INWARD SURVIVAL","1","1","CLARKSTON"
"604-477-380","HANSEN PAINTING, LLC","HANSEN PAINTING, LLC","1","1","CLARKSTON"
"604-121-445","HANSFORD HOMES","HANSFORD, MATTHEW W","1","2","CLARKSTON"
"603-148-751","HAPPY'S HOTRODS","THOMAS, LUKE RICHARD","1","2","CLARKSTON"
"603-595-055","HARD HAT AND HIGH HEELS","REDMON, OLGA","1","2","CLARKSTON"
"601-958-515","HARLEQUIN RETAIL","HARLEQUIN RETAIL","1","1","CLARKSTON"
"603-068-725","HARMON EXPRESS INC","HARMON EXPRESS INC","1","1","CLARKSTON"
"600-061-892","HARRIS ELECTRIC","KRONEMEYER, DAVID JOHN","1","1","CLARKSTON"
"600-512-775","HARRISON EXCAVATION","HARRISON, BOYD","1","1","CLARKSTON"
"603-385-133","HAWKINS & HARDY INK DESIGNS","HAWKINS & HARDY INK DESIGNS, LLC","1","1","CLARKSTON"
"604-126-152","HAYES HOUSE","HAYES HOUSE INC","1","1","CLARKSTON"
"602-556-504","HAY'S PRODUCE & GARDEN CENTER","HAY'S PRODUCE & GARDEN CENTER, INC.","1","1","CLARKSTON"
"601-768-891","HAZELS GOOD EATS","R.U. STARVIN RESTAURANTS, INC.","1","2","CLARKSTON"
"603-481-517","HCM","HELLS CANYON MARINE INC","1","1","CLARKSTON"
"602-342-044","HEADLINE DESIGN","FLEISHMAN, PAMELA ANN","1","1","CLARKSTON"
"600-453-622","HEARING AID SOURCE","AUDIOLOGY CENTER, INC.","1","8","CLARKSTON"
"600-453-622","HEARING AID SOURCE","AUDIOLOGY CENTER, INC.","1","7","CLARKSTON"
"604-117-067","HEARSAY","HEARSEY, SARA","1","1","ASOTIN"
"602-224-292","HEART IN HANDS","BLACKMAN, TAMERA MAE","2","2","CLARKSTON"
"604-126-062","HEIGHTS FAMILY FOODS","SAMMY'S FAMILY FOODS LLC","1","1","CLARKSTON"
"602-642-897","HEIGHTS FAMILY FOODS","HEIGHTS FOODS LIMITED LIABILITY CO.","1","1","CLARKSTON"
"600-368-800","HELLS CANYON AERIE NO. 3936","FRATERNAL ORDER OF EAGLES, HELLS CANYON AERIE NO. 3936","1","1","CLARKSTON"
"601-645-863","HELLS CANYON AUXILIARY #3936 F.O.E.","HELLS CANYON AUXILIARY #3936 F.O.E.","1","1","CLARKSTON"
"603-440-611","HELLS CANYON CANNABIS COMPANY","LC CANNABIS SALES, LLC","1","1","CLARKSTON"
"602-811-715","HELLS CANYON ELECTRIC LLC","HELLS CANYON ELECTRIC LLC","1","1","ASOTIN"
"604-352-471","HELLS CANYON FITNESS","ZACH MEYERS GYM, INC.","1","1","CLARKSTON"
"604-463-961","HELLS CANYON HANDYMAN LLC","HELLS CANYON HANDYMAN LLC","1","1","ASOTIN"
"604-590-632","HELLS CANYON HEATING & AIR LLC","HELLS CANYON HEATING & AIR LLC","1","2","ASOTIN"
"604-590-632","HELLS CANYON HEATING & AIR LLC","HELLS CANYON HEATING & AIR LLC","1","1","ASOTIN"
"603-421-307","HELLS CANYON HONEYS LLC","HELLS CANYON HONEYS LLC","1","1","ASOTIN"
"604-266-362","HELLS CANYON PAINTING","RESPASS, RICHARD ALLAN","1","1","CLARKSTON"
"604-673-834","HELLS CANYON PAINTSHOP","HELL'S CANYON PAINTSHOP LLC","1","1","CLARKSTON"
"601-638-826","HELLS CANYON RESORT","HELLS CANYON RESORT, L.L.C.","1","1","CLARKSTON"
"602-333-103","HELLS CANYON RESORT RV PARK","LEWIS CLARK MOTORS, LLC","1","3","CLARKSTON"
"603-375-189","HELLS CANYON RETRIEVERS","WITTERS, NICOLE M","1","1","CLARKSTON"
"600-476-084","HELLS CANYON ROCK","MENDOZA, RAUL L","1","4","CLARKSTON"
"600-476-084","HELL'S CANYON ROCK","MENDOZA, RAUL L","1","2","CLARKSTON"
"604-236-238","HELLS CANYON SPECIALTIES","GONZALEZ, CAMERON JAMES","1","1","CLARKSTON"
"603-394-524","HELLS CANYON SPORT FISHING","HELLS CANYON SPORT FISHING LLC","1","1","CLARKSTON"
"603-394-524","HELLS CANYON SPORT FISHING LLC","HELLS CANYON SPORT FISHING LLC","1","2","CLARKSTON"
"603-529-170","HELLS CANYON SPORTSMAN CLUB","LEWISTON GUN CLUB INC. DBA LEWISTON GUN CLUB","1","1","ASOTIN"
"601-422-023","HELLS CANYON VISITOR BUREAU","HELLS CANYON VISITOR BUREAU","1","2","CLARKSTON"
"603-439-110","HELL'S CANYON WIFI, LLC","HELLS CANYON WIFI LLC","1","1","CLARKSTON"
"601-692-845","HELMET HOUSE, INC.","HELMET HOUSE, INC.","1","1","CLARKSTON"
"601-485-971","HELP-U-MOVE","LEAVITT, RANDY J","1","1","ANATONE"
"603-148-888","HELSOR CONSTRUCTION","HELSOR CONSTRUCTION LLC","1","2","CLARKSTON"
"602-366-241","HEMP AMERICA","THOMAS, WILLIAM FAULCONER","1","1","CLARKSTON"
"602-266-765","HENDRICKSON APPRAISALS","HENDRICKSON, KORY J","1","1","CLARKSTON"
"602-245-193","HENDRICKSON RANCH","HENDRICKSON, TOM WAYNE","1","1","ASOTIN"
"604-448-701","HENDRIX ANALYITCS, LLC","HENDRIX ANALYTICS, LLC","1","1","CLARKSTON"
"603-348-631","HENRY MANAGEMENT COMPANY","HENRY MANAGEMENT COMPANY","1","1","CLARKSTON"
"602-748-117","HERCULES TIRE & RUBBER COMPANY, INC. THE","HERCULES TIRE & RUBBER COMPANY, INC. THE","1","1","CLARKSTON"
"602-884-586","HEUETT PROPERTIES, L.L.C.","HEUETT PROPERTIES, L.L.C.","1","1","ASOTIN"
"602-932-250","HI LARIOUS ENTERTAINMENT","CLARK, DAVE KEITH","1","1","CLARKSTON"
"601-039-459","HICKORY FARMS # 40419","HICKORY FARMS, LLC","1","44","CLARKSTON"
"602-990-241","HIGH BEAST","SOHAL ENTERPRISES LLC","1","2","CLARKSTON"
"603-540-800","HIGH END, LLC","HIGH END, LLC","1","1","CLARKSTON"
"603-156-964","HIGH TECH CONSULTS","DENISTON, WILLIAM LEE","1","1","ASOTIN"
"602-212-784","HIGHLAND FIREWORKS, L.L.C.","HIGHLAND FIREWORKS, L.L.C.","1","1","CLARKSTON"
"602-987-113","HI-GRADE PRODUCTS","WHITTUM, RONALD ROY","1","1","CLARKSTON"
"602-778-175","HIHOSILVER","HEYWOOD GROUP, LLC","1","1","CLARKSTON"
"601-262-649","HILL CONSTRUCTION","HILL, TULSA ALLEN","1","1","ASOTIN"
"602-387-758","HILLCREST MOBILE HOME PARK","LARSON, BROOKSIE KARILYN","1","2","ASOTIN"
"601-757-820","HILLVIEW RV PARK, INC.","HILLVIEW RV PARK, INC.","1","1","CLARKSTON"
"602-904-499","HILLYARD HORSE HAVEN","HILLYARD HORSE HAVEN LLC","1","1","CLARKSTON"
"601-706-193","HINRICHS TRADING LLC","HINRICHS TRADING, L.L.C.","1","5","CLARKSTON"
"602-459-294","HOBART FARMS, INC.","HOBART FARMS, INC.","1","1","ASOTIN"
"601-849-245","HOG WILD ADVERTISING","GCH MANAGEMENT, INC.","1","4","CLARKSTON"
"604-326-721","HOGAN'S","MEGASKATE, LLC","1","1","CLARKSTON"
"603-495-036","HOGAN'S PUB","P.H.A.T. TONY, INC.","1","1","CLARKSTON"
"604-611-593","HOLLOWAY CONSTRUCTION AND FABRICATION, LLC","HOLLOWAY CONSTRUCTION & FABRICATION, LLC","1","1","CLARKSTON"
"602-148-619","HOLLY'S CUTTING EDGE GRAPHICS","FERRELL, HOLLY ANN","1","2","CLARKSTON"
"602-148-619","HOLLY'S CUTTING EDGE GRAPHICS","FERRELL, HOLLY ANN","1","1","CLARKSTON"
"603-265-997","HOLY CROSS TRUCKING","MEDLEY, MICHAEL C","1","1","ASOTIN"
"602-723-460","HOLY FAMILY CATHOLIC PARISH - CLARKSTON","HOLY FAMILY CATHOLIC PARISH - CLARKSTON","1","1","CLARKSTON"
"602-755-886","HOLY FAMILY CATHOLIC SCHOOL FOUNDATION","HOLY FAMILY CATHOLIC SCHOOL FOUNDATION","1","1","CLARKSTON"
"600-464-998","HOME CARE SERVICES, CLARKSTON & LEWISTON","SENIOR LIFE RESOURCES NORTHWEST","1","8","CLARKSTON"
"602-678-105","HOME FASHION DESIGN","BUTLER, VICTORIA R","1","1","CLARKSTON"
"602-868-982","HOMES FOR HOPE","HOMES OF HOPE, A CHRISTIAN NON-PROFIT CORPORATION","1","1","CLARKSTON"
"604-197-409","HOMETOWN COMPLETE RENOVATIONS","JORDAN, ALLEN","1","1","CLARKSTON"
"603-491-339","HOMEWRECKR","HOMEWRECKR","1","1","ASOTIN"
"603-212-399","HOOKED ON ICE CREAM","WALLACE, JENNIFER JO","1","1","CLARKSTON"
"604-008-084","HOPE IN RECOVERY","HOLMAN, JUDY ANNE","1","1","CLARKSTON"
"601-983-674","HOSSNER CONSULTING","HOSSNER, BRYAN","1","1","CLARKSTON"
"603-429-915","HOSTETLER JOINT VENTURE","HOSTETLER JOINT VENTURE","1","1","ASOTIN"
"600-580-975","HOTWIRE DIRECT","ROUSSEAU, ANTHONY E","1","1","CLARKSTON"
"601-524-780","HOUNDSTOOTH VINTAGE & MODERN CLOTHING BOUTIQUE","BAUKNIGHT, CHRISTOPHER E","1","2","CLARKSTON"
"603-438-481","HOUSER & SON","HOUSER AND SON","1","1","CLARKSTON"
"601-138-201","HOUSING AUTHORITY OF ASOTIN COUNTY","HOUSING AUTHORITY OF ASOTIN COUNTY","1","1","CLARKSTON"
"600-395-580","HOWLETT CHIROPRACTIC CLINIC","HOWLETT, JAMES I JR","1","2","CLARKSTON"
"600-533-255","HUDSON CUSTOM JET BOATS & WELDING","HUDSON, GARY L","1","1","CLARKSTON"
"604-068-035","HUDSON MARINE AND FABRICATION","HUDSON, RYAN LEE","1","1","CLARKSTON"
"602-330-353","HUNGRY HORSE","PARKS, KAREN S","1","1","CLARKSTON"
"604-228-203","HUNTIN WITH BOB","HUNTIN WITH BOB","1","1","CLARKSTON"
"604-690-926","HYDE BOOKKEEPING LLC","HYDE BOOKKEEPING LLC","1","1","CLARKSTON"
"602-798-118","HYDRAULIC WINCH COMPANY, LLC","CLEARWATER HYDRAULICS COMPANY, LLC","1","1","CLARKSTON"
"603-285-777","IDAHO COUNTY RIDESHARE","BIGGS, CHERYL ANN","1","1","CLARKSTON"
"603-215-600","IDEAL OPTION PLLC","IDEAL OPTION PLLC","1","24","CLARKSTON"
"603-215-600","IDEAL OPTION PLLC","IDEAL OPTION PLLC","1","23","CLARKSTON"
"603-379-370","IDUNN","BELLER, JENNIFER ANNE","1","1","CLARKSTON"
"604-036-365","IMPRESSIONS HAIR DESIGN","OFFT, PATRICIA ANN","1","1","CLARKSTON"
"602-265-085","IMPRESSONS CHILDCARE","K AND A CHILDCARE LLC","1","1","CLARKSTON"
"603-505-511","INDMAR MARINE ENGINES","INDMAR PRODUCTS CO., INC.","1","1","CLARKSTON"
"601-789-623","INGODWETRUST NETWORK","VANCE, JOHN","1","2","CLARKSTON"
"603-282-358","INGRAM LAND & LIVESTOCK, LLC","INGRAM LAND & LIVESTOCK, LLC","1","1","CLARKSTON"
"603-262-293","INLAND CELLULAR LLC","INLAND CELLULAR LLC","1","3","CLARKSTON"
"604-218-859","INLAND CLASSIC AUTO LLC","INLAND CLASSIC AUTO L.L.C.","1","2","CLARKSTON"
"604-218-859","INLAND CLASSIC AUTO LLC","INLAND CLASSIC AUTO L.L.C.","1","1","CLARKSTON"
"602-135-311","INLAND FOUNDATION SPECIALTIES","INLAND CRANE INC.","1","2","CLARKSTON"
"601-605-618","INLAND METALS ELECTRIC","INLAND METALS ELECTRIC, L.L.C.","1","1","CLARKSTON"
"602-542-344","INLAND NORTHWEST ASSOCIATES","HIX, JULIE MARIE","1","1","CLARKSTON"
"601-911-006","INLAND PACIFIC AGENCY GROUP, L.L.C.","INLAND PACIFIC AGENCY GROUP, L.L.C.","1","1","CLARKSTON"
"603-370-842","INTEGRITY INSPECTION NORTHWEST LLC","INTEGRITY INSPECTION NORTHWEST LLC","1","1","CLARKSTON"
"602-103-744","INTERLINK VOLUNTEERS","INTERLINK, INC.","1","1","CLARKSTON"
"601-472-223","INTERNATIONAL RAW MATERIALS LTD.","INTERNATIONAL RAW MATERIALS, LTD.","1","27","CLARKSTON"
"603-310-647","ION INTEGRATED SYSTEMS, LLC","ION INTEGRATED SYSTEMS, LLC","1","1","ASOTIN"
"602-953-366","IRON EAGLE MOTORCYCLES","MAGUIRE, MARY BERNADETTE","1","1","CLARKSTON"
"601-356-595","ITC SYSTEMS","COX, KERRY B","1","1","CLARKSTON"
"604-069-535","IVY MEDICAL","IVY MEDICAL","1","1","CLARKSTON"
"604-437-145","J & D CONTRACTING SVC LLC","J & D CONTRACTING SVC, LLC","1","1","CLARKSTON"
"603-166-044","J & L AUTO SERVICES","DIETRICH SERVICES, L.L.C.","1","1","CLARKSTON"
"600-347-421","J & M CONSTRUCTION","J & M CONSTRUCTION","1","1","CLARKSTON"
"602-155-558","J & S ESPRESSO","BRAMHALL, STEVE TODD","1","1","CLARKSTON"
"600-166-570","J BAR S INC","J BAR S, INC.","1","1","CLARKSTON"
"600-594-158","J DEAN ENTERPRISES","WHITBY, RAYMOND J DEAN","1","1","CLARKSTON"
"604-286-011","J M ROOFING & CONSTRUCTION","MEYER, JESSE","1","2","CLARKSTON"
"604-199-614","J MCFARLAND","MCFARLAND, JUSTIN","1","1","CLARKSTON"
"601-375-433","J&M REINER CONSTRUCTION","REINER, JIM MAURICE","1","2","CLARKSTON"
"602-519-436","J. K. SIGNS","KIRKLAND, JOHN R","1","1","ASOTIN"
"604-626-072","J. MCFARLAND ROOFING AND GENERAL CONTRACTOR, LLC","J.MCFARLAND ROOFING AND GENERAL CONTRACTOR, LLC","1","1","CLARKSTON"
"603-074-282","JACKIE'S JPEGS","HEIMGARTNER, JACKIE RAE","1","1","CLARKSTON"
"602-796-232","JACKSON HEWITT TAX SERVICE","TAX SERVICES OF AMERICA, INC.","1","63","CLARKSTON"
"604-004-994","JACOB OZUNA","OZUNA, JACOB MATHEW","1","1","CLARKSTON"
"603-091-642","JACQUELINE MICHELLE CONSULTING","KING, JACQUELINE MICHELLE","1","1","CLARKSTON"
"601-338-431","JAMES D. BROEMMELING CFP","BROEMMELING, JAMES D","2","1","CLARKSTON"
"604-074-634","JAMESLEE3D","FINKBEINER, JAMES","1","1","CLARKSTON"
"602-869-939","JAN MARIE MCCOY","MCCOY, JAN MARIE","1","2","CLARKSTON"
"602-869-939","JAN MCCOY PROPERTIES","MCCOY, JAN MARIE","1","1","CLARKSTON"
"604-323-854","JANE KOLAR","KOLAR, JANE","1","1","CLARKSTON"
"600-392-237","JANI E JEFFREYS","JEFFREYS, JANI E","1","1","CLARKSTON"
"602-935-726","JANTE'S THERAPUTIC MASSAGE & SPA","PARSONS, JANET ELIZABETH","1","1","CLARKSTON"
"604-460-833","JAS CONSTRUCTION AND REMODEL LLC","JAS CONSTRUCTION & REMODEL LLC","1","1","CLARKSTON"
"603-618-244","JASON DANIEL HAWKINS","HAWKINS, JASON DANIEL","1","1","CLARKSTON"
"601-711-146","JAWBONE FLATS CAFE","ANTLE, DEBORAH C","1","2","CLARKSTON"
"603-346-805","JAWBONE FLATS RV PARK","SCHNEIDER, BERNARD JOSEPH","1","1","CLARKSTON"
"604-076-158","JAWBONE GLASSWORKS","PERDURABO LLC","1","1","CLARKSTON"
"604-553-741","JAX PEER GROUP LLC","JAX PEER GROUP LLC","1","1","ASOTIN"
"604-580-494","JB'S KILLER GUIDE SERVICE","BUTTARS, JOSHUA TROY","1","1","CLARKSTON"
"604-435-020","JC'S ASPHALT MAINTENACE","KAUANUI, PATTY-B K","1","1","CLARKSTON"
"602-420-572","JD'S AUTO BODY","FLERCHENGER, JACK D","1","1","CLARKSTON"
"604-280-251","JD'S DESIGNS","CARPENTER, JESSE","1","1","ASOTIN"
"601-810-634","JEFF ALAN APPLEFORD","APPLEFORD, JEFF ALAN","1","1","ASOTIN"
"601-861-327","JEFF FROST GENERAL CONTRACTOR","FROST, JEFF A","1","1","CLARKSTON"
"603-265-249","JEFF PARKER","PARKER, JEFF S","1","1","CLARKSTON"
"601-642-676","JEFF PORT CONSTRUCTION LIMITED LIABILITY COMPANY","JEFF PORT CONSTRUCTION LIMITED LIABILITY COMPANY","1","1","CLARKSTON"
"601-642-676","JEFF PORT CONSTRUCTION, L.L.C.","JEFF PORT CONSTRUCTION LIMITED LIABILITY COMPANY","1","2","CLARKSTON"
"603-469-338","JEFF SHOWS/ BRINDLE DISTRIBUTING","SHOWS, JEFFREY WADE","1","1","CLARKSTON"
"601-987-421","JEM'S THERAPEUTIC MASSAGE","CROSSFIELD, JEMIMA VALENZUELA","1","2","CLARKSTON"
"601-557-711","JENKINS PLUMBING","JENKINS PLUMBING, INC.","1","1","CLARKSTON"
"601-301-711","JENKINS SPRAYING","JENKINS, JAY PATRICK","1","1","CLARKSTON"
"603-381-941","JENNIFER KAUFMAN ARNP PLLC","JENNIFER KAUFMAN ARNP, PLLC","1","2","CLARKSTON"
"603-381-941","JENNIFER KAUFMAN ARNP, PLLC","JENNIFER KAUFMAN ARNP, PLLC","1","1","CLARKSTON"
"604-098-423","JEREMY D SHARP","SHARP, JEREMY DEAN","1","1","CLARKSTON"
"604-113-491","JESSE'S LAWNSCAPE & DESIGN","SHROYER, JESSE DEAN","1","1","CLARKSTON"
"602-780-644","JESSIE FROST PHOTOGRAPHY","FROST, JESSIE ANN","1","2","ASOTIN"
"602-710-344","JETCO MACHINE AND FABRICATION, LLC","JETCO MACHINE AND FABRICATION, LLC","1","1","CLARKSTON"
"604-389-417","JEWELS 4 LIFE","JACOBS, CARRIE ANN","1","1","CLARKSTON"
"602-186-251","JEWELS HAIR WITH FLAIR!","DAUGHERTY-WILLIG, JULIA LEE","1","1","CLARKSTON"
"601-122-644","JFC FINANCIAL CONSULTANTS INC.","J.F.C. FINANCIAL CONSULTANTS INC.","1","1","CLARKSTON"
"604-378-247","JIFFY LUBE","TAAT CORP.","1","2","CLARKSTON"
"604-284-319","JIFFY LUBE","TEAM CAR CARE WEST, LLC","1","15","CLARKSTON"
"600-492-467","JIFFY LUBE #2664","OIL EXPRESS, LLC","1","55","CLARKSTON"
"602-369-072","JIFFY LUBE CLARKSTON","CANDURA CORPORATION","1","4","CLARKSTON"
"603-203-725","JILL HOSMER FINE ART","HOSMER, JILL MARCH","1","1","CLARKSTON"
"603-270-852","JILLY BEANZ JEWELRY","KNUTSON, JILLIAN SUSANNE","1","1","CLARKSTON"
"601-521-600","JIM CO JANITORIAL & MAINTENANCE","WINDSOR, JAMES WARREN","1","1","CLARKSTON"
"601-641-944","JIM POUNDER, JEWELRY AND CREATIONS","POUNDER, JIM R","1","1","CLARKSTON"
"604-010-669","JIMMINY CLIPPERS SHARPENING AND REPAIR","BUNCH, JAMES","1","1","CLARKSTON"
"603-379-615","JKIM ENTERPRISES INC.","JKIM ENTERPRISES INC.","1","1","CLARKSTON"
"601-602-047","JL COMPUTERIZED ACCOUNTING","HEREFORD, JACKI LYNN","1","1","CLARKSTON"
"603-528-236","JL PORT PROPERTIES LLC","JL PORT PROPERTIES LLC","1","1","CLARKSTON"
"603-513-147","JLM ENTERPRISES, LLC","JLM ENTERPRISES, LLC","1","1","CLARKSTON"
"603-580-082","J-MACK'S GOLF SHOP","MACKEY, JORDAN DREW","1","1","CLARKSTON"
"604-314-988","JMB SOLUTIONS LLC","JMB SOLUTIONS LLC","1","1","CLARKSTON"
"600-506-888","JOANN STORE #810","JO-ANN STORES, LLC","1","23","CLARKSTON"
"602-335-981","JOAN'S DREAM","STANDERFER, JOAN I","1","1","CLARKSTON"
"603-322-708","JOE COGHILL AGENCY LLC","JOE COGHILL AGENCY LLC","1","1","CLARKSTON"
"602-626-570","JOE SHEA QUALITY PAINTING","SHEA, JOSEPH P","1","1","ASOTIN"
"602-467-074","JOE WEBER CONCRETE FINISHING LLC","JOE WEBER CONCRETE FINISHING LLC","1","1","CLARKSTON"
"601-209-146","JOEL DE TRAY JEWELERS","DE TRAY, JOEL WAYNE","1","1","CLARKSTON"
"604-636-167","JOEL NOSCE","SGYK INDUSTRIES LLC","1","1","CLARKSTON"
"603-389-465","JOHN CANDY LLC","JOHN CANDY LLC","1","1","CLARKSTON"
