"library","event_year","event_month","category","age_group","events","attendance"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","50"
"Naselle","2021","5","Board Meetings","Adult (18 and older)","1","14"
"TRL Online Virtual Events","2021","6","DIY & Crafts","Adult (18 and older)","1","5"
"Oakville","2021","7","DIY & Crafts","All Ages","1","84"
"Montesano","2021","7","Summer Library Program","Teen (ages 12-18)","2","15"
"TRL Online Virtual Events","2021","5","Featured, Activities & Games","Teen (ages 12-18)","2","2"
"Naselle","2021","7","Board Meetings","Adult (18 and older)","1","22"
"Mountain View","2021","2","Classes & Workshops","Teen (ages 12-18)","1","18"
"Aberdeen","2021","8","Book Sale","All Ages","22",
"Naselle","2021","2","Board Meetings","Adult (18 and older)","1","21"
"TRL Online Virtual Events","2021","6","Featured, Activities & Games","Teen (ages 12-18)","1","2"
"Shelton","2021","10","Board Meetings","Adult (18 and older)","1",
"Naselle","2021","6","Featured, Special Event, Early Learning & Storytime, Summer Library Program, Classes & Workshops","Adult (18 and older)","1","14"
"TRL Online Virtual Events","2021","3","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","39"
"Montesano","2021","10","Friends of the Library Meeting","All Ages","1",
"TRL Online Virtual Events","2021","5","Books & Authors","Adult (18 and older)","1","9"
"TRL Online Virtual Events","2021","2","Books & Authors","All Ages","1",
"Elma","2021","8","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","30"
"Lacey","2021","9","Classes & Workshops","School Age (ages 6-11), Adult (18 and older)","1","8"
"Yelm","2021","11","Special Event","All Ages, Family","1","140"
"Packwood","2021","7","Special Event","All Ages","2","58"
"TRL Online Virtual Events","2021","1","Classes & Workshops","Teen (ages 12-18)","1","5"
"Ocean Park","2021","1","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","15"
"TRL Online Virtual Events","2021","3","Classes & Workshops","Adult (18 and older)","1","6"
"TRL Online Virtual Events","2021","8","Books & Authors","Adult (18 and older)","1","4"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","30"
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2",
"Mountain View","2021","7","Featured","Adult (18 and older)","1","6"
"Aberdeen","2021","8","Special Event","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","10","Arts & Culture","Adult (18 and older)","1","14"
"TRL Online Virtual Events","2021","7","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"North Mason","2021","8","Early Learning & Storytime","Family","1",
"TRL Online Virtual Events","2021","2","Special Event, Books & Authors","Adult (18 and older)","1","42"
"TRL Online Virtual Events","2021","9","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1",
"Salkum","2021","10","Classes & Workshops","Adult (18 and older)","6","6"
"TRL Online Virtual Events","2021","11","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","23"
"TRL Online Virtual Events","2021","5","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","1"
"Ilwaco","2021","6","Special Event, STEAM, Arts & Culture, Classes & Workshops, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1",
"Montesano","2021","7","Special Event, Classes & Workshops","All Ages","5",
"North Mason","2021","12","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1",
"TRL Online Virtual Events","2021","6","Summer Library Program","Family","1",
"Lacey","2021","1","Books & Authors","Teen (ages 12-18)","1","99"
"TRL Online Virtual Events","2021","5","STEAM","School Age (ages 6-11)","1","0"
"Montesano","2021","3","Friends of the Library Meeting","All Ages","1",
"Montesano","2021","4","Special Event","All Ages","1",
"TRL Online Virtual Events","2021","11","Activities & Games, Arts & Culture, Books & Authors, Classes & Workshops","Teen (ages 12-18)","1",
"Ocean Park","2021","6","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","117"
"Olympia","2021","3","Classes & Workshops","Adult (18 and older)","1","12"
"TRL Online Virtual Events","2021","10","Special Event, Books & Authors, Music & Performance","Adult (18 and older)","1","11"
"Naselle","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","2","15"
"TRL Online Virtual Events","2021","8","Summer Library Program, STEAM","School Age (ages 6-11)","1","11"
"Aberdeen","2021","11","Special Event","Adult (18 and older)","1",
"Naselle","2021","5","Early Learning & Storytime","Preschool (ages 3-6)","1","15"
"TRL Online Virtual Events","2021","4","Books & Authors","Teen (ages 12-18)","1","0"
"TRL Online Virtual Events","2021","12","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","4"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","10"
"TRL Online Virtual Events","2021","4","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","1"
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","30"
"TRL Online Virtual Events","2021","11","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","2",
"Naselle","2021","8","Special Event","Adult (18 and older), All Ages, Family","1","50"
"TRL Online Virtual Events","2021","4","Classes & Workshops","Adult (18 and older)","1",
"Naselle","2021","5","Early Learning & Storytime","Preschool (ages 3-6)","1","16"
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","16"
"TRL Online Virtual Events","2021","6","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1","50"
"Shelton","2021","5","Books & Authors","Adult (18 and older)","1",
"Naselle","2021","8","Board Meetings","Adult (18 and older)","1","4"
"Ilwaco","2021","12","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Family","1","40"
"Mountain View","2021","9","Classes & Workshops","Adult (18 and older)","5",
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","32"
"Hoodsport","2021","9","Featured","All Ages","43",
"Raymond","2021","1","STEAM, Activities & Games, Arts & Culture, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Family","1","45"
"Aberdeen","2021","11","Early Learning & Storytime, STEAM","Preschool (ages 3-6)","1","30"
"TRL Online Virtual Events","2021","8","Summer Library Program, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Family","1","24"
"Montesano","2021","5","Friends of the Library Meeting","All Ages","1","15"
"Mountain View","2021","7","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11)","2","30"
"TRL Online Virtual Events","2021","1","Arts & Culture","Teen (ages 12-18), Adult (18 and older)","1","55"
"Olympia","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","32"
"Naselle","2021","1","Books & Authors","Adult (18 and older)","1","20"
"Packwood","2021","10","DIY & Crafts","School Age (ages 6-11)","1","25"
"Lacey","2021","1","Books & Authors","Teen (ages 12-18)","1","147"
"TRL Online Virtual Events","2021","8","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","10"
"Salkum","2021","2","DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Family","1","40"
"Tumwater","2021","9","STEAM, DIY & Crafts","School Age (ages 6-11), Family","1","457"
"Olympia","2021","9","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1",
"Naselle","2021","6","Board Meetings","Adult (18 and older)","1","12"
"Ocean Park","2021","5","Books & Authors","Adult (18 and older)","1",
"Lacey","2021","11","Books & Authors","Adult (18 and older)","1","26"
"Shelton","2021","2","Classes & Workshops","Adult (18 and older)","2",
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","14"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","15"
"Montesano","2021","7","Summer Library Program","All Ages","1","45"
"TRL Online Virtual Events","2021","11","Activities & Games, Arts & Culture, Books & Authors, Classes & Workshops","Teen (ages 12-18)","3","3"
"TRL Online Virtual Events","2021","8","Special Event, Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1",
"Ocean Park","2021","1","Books & Authors","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","4","Arts & Culture","Adult (18 and older)","1","21"
"Mountain View","2021","9","Special Event","Adult (18 and older)","1","6"
"TRL Online Virtual Events","2021","1","DIY & Crafts","Family","1",
"Naselle","2021","9","Board Meetings","Adult (18 and older)","1","10"
"Naselle","2021","10","Special Event","Adult (18 and older), Family","1","46"
"Shelton","2021","2","Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","7","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","1"
"South Bend","2021","5","DIY & Crafts","All Ages","1","150"
"North Mason","2021","7","STEAM","School Age (ages 6-11)","1",
"Salkum","2021","8","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","20"
"TRL Online Virtual Events","2021","12","Books & Authors","School Age (ages 6-11)","1","5"
"Salkum","2021","9","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","5",
"Montesano","2021","8","Special Event, Classes & Workshops","All Ages","4",
"Mountain View","2021","12","DIY & Crafts","Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","7","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","2",
"Packwood","2021","8","Special Event","All Ages","1","61"
"Tumwater","2021","6","Summer Library Program, STEAM, Activities & Games, DIY & Crafts","Teen (ages 12-18)","1","116"
"TRL Online Virtual Events","2021","2","Arts & Culture","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Family","1","20"
"TRL Online Virtual Events","2021","2","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","95"
"TRL Online Virtual Events","2021","2","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","72"
"TRL Online Virtual Events","2021","6","Featured","Adult (18 and older)","1","14"
"Hoquiam","2021","2","Board Meetings","All Ages","1",
"Naselle","2021","8","Special Event","Adult (18 and older), Family","1","41"
"TRL Online Virtual Events","2021","5","Books & Authors","Adult (18 and older)","4",
"TRL Online Virtual Events","2021","1","Featured, Books & Authors","Adult (18 and older)","1","18"
"TRL Online Virtual Events","2021","8","Classes & Workshops","Adult (18 and older)","1","12"
"North Mason","2021","2","Special Event","School Age (ages 6-11)","1","30"
