"intent_id","project_id","agencyname","awarding_agency_address","agencycontact","agencyphone","prime_company_name","prime_phone_number","prime_contractor_reg_number","prime_ubi_number","bid_due_date","cntrct_award_dt","contractname","contractnumber","projectlocation","amount","application_received_date","city","anysubcontractor","anyapprentices","cntrct_amt","time_matr_flg","allworksubcontracted","owner_operatorsworked","numberofowner_operatorworked","yourcompanyemployeesworked","omwbe_certification","license","ubi","companyname","phone","email","companyaddress1","companyaddress2","companycity","companystate","companyzip","insuranceaccount","hiringcomapanylicense","hiringcomapanyubi","hiringcompanyname","hiringcomapanyinsuranceaccount","expected_start_dt","primeintent"
"1170443","975702","LAKE WASHINGTON SCHOOL DISTRICT","PO BOX 97039 REDMOND, WA - 98073","Darci Dudel","425-936-1112","Performance Systems Intgn LLC","5036412222","PERFOSIS185O","604486615","2021-08-16T00:00:00.000","2021-08-16T00:00:00.000","LWSD - Finn Hill Middle School","1000650895","Finn Hill Middle School
(425) 936-2340
8040 NE 132nd
Kirkland, WA 98034","376.33","2021-08-19T00:00:00.000","Kirkland","No","No","376.33","False","No","No","0","Yes","false","PERFOSIS185O","604486615","Performance Systems Intgn LLC","5036412222","steve.jarosz@psintegrated.com","7324 SW DURHAM RD",,"Portland","OR","97224","69256300",,,,,"2021-08-17T00:00:00.000","1170443"
"1170441","869454","VANCOUVER SCHOOL DISTRICT #37","PO BOX 8937
VANCOUVER, WA - 98668-8937","Whitney Henion","360-313-1040","TEAM CONSTRUCTION LLC","3606991477","TEAMCCL941RE","602534878","2018-11-07T00:00:00.000","2018-12-20T00:00:00.000","Harney Elementary School Addition","2018-049","3212 E Evergreen Blvd Vancouver, WA 98661","1815700.00","2021-08-19T00:00:00.000","Vancouver","No","No",,"True","No","No","0","Yes","false",,"601301145","Glacier Northwest dba Calportland","5035357787","mroseman@calportland.com","5975 E Marginal Way S",,"Seattle","WA","98134","70612900","TEAMCCL941RE","602534878","TEAM CONSTRUCTION LLC",,"2019-02-25T00:00:00.000","952402"
"1170439","972777","ISSAQUAH, CITY OF","PO BOX 1307 ISSAQUAH, WA - 98027 1307","Laura Johnson","425-837-3472","LAKESIDE INDUSTRIES INC","4253132600","LAKESI*274JD","601106847","2021-06-08T00:00:00.000","2021-07-08T00:00:00.000","2021 Maintenance Overlay Project","MC21-2","Various locations in Issaquah","1277379.00","2021-08-19T00:00:00.000","Issaquah","No","No",,"True","No","No","0","Yes","false","BROTHTL853PL","602506532","BROTHER'S TRUCKING LLC","2533341119","kbremmeyer@gmail.com","P O BOX 922",,"RAVENSDALE","WA","98051","94317201","LAKESI*274JD","601106847","LAKESIDE INDUSTRIES INC",,"2021-08-03T00:00:00.000","1164508"
"1170438","898854","BOTHELL, CITY OF","18415 101st Ave NE BOTHELL, WA - 98011","Jeff Sperry","425-806-6856","BNBUILDERS INC","2063823443","BNBUII*990K3","602056687","2019-09-09T00:00:00.000","2019-09-09T00:00:00.000","Bothell Fire Station #42","N/A","10726 Beardslee Blvd Bothell, WA  98011","15840000.00","2021-08-19T00:00:00.000","Bothell","No","No","217000","False","No","No","0","Yes","false","FLYNNBL820JE","604259395","FLYNN BEC LP","5094554043","steve.kunz@flynncompanies.com","PO BOX 19068",,"SPOKANE","WA","99219","70627700","BNBUII*990K3","602056687","BNBUILDERS INC",,"2022-04-18T00:00:00.000","1020267"
"1170435","898852","BOTHELL, CITY OF","18415 101st Ave NE BOTHELL, WA - 98011","Jeff Sperry","425-806-6856","BNBUILDERS INC","2063823443","BNBUII*990K3","602056687","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000","Bothell Fire Station #45","N/A","1608 217th Pl SE Bothell, WA  98021","10598400.00","2021-08-19T00:00:00.000","Bothell","No","No","154680","False","No","No","0","Yes","false","FLYNNBL820JE","604259395","FLYNN BEC LP","5094554043","steve.kunz@flynncompanies.com","PO BOX 19068",,"SPOKANE","WA","99219","70627700","BNBUII*990K3","602056687","BNBUILDERS INC",,"2022-03-14T00:00:00.000","1020261"
"1170434","975579","JEFFERSON COUNTY PUBLIC UTILITY DISTRICT #1","310 FOUR CORNERS RD  PORT TOWNSEND WA 98368","Melissa Blair","360-385-8343","PRECISION FIBER INC","5039088148","PRECIFI988JD","602113607","2021-08-12T00:00:00.000","2021-08-12T00:00:00.000","Fiber Splicing - Redeemer, Quil & Wash ST","DG00317","45 Redeemer Way Chimacum WA, Quilcene substation & 2427 Washington ST Port Townsend, WA 98368","1232.50","2021-08-19T00:00:00.000","Pt Townsend",,"No","1232.5",,"No","No","0","Yes","true","PRECIFI988JD","602113607","PRECISION FIBER INC",,"shamane@precisionfiber.net","PO Box 376",,"CLACKAMAS","OR","97015","-1",,,,,,
"1170432","975699","EVERGREEN STATE COLLEGE","2700 EVERGREEN PKWY NW OLYMPIA, WA - 98505","Harmony Gehlert","360-867-6330","PROGRESSIVE ROOFING","6022784900","PROGRR*917QK","601944272","2021-07-20T00:00:00.000","2021-08-17T00:00:00.000","Student Housing","21-06P-02",,,"2021-08-19T00:00:00.000","Olympia","No","No",,"True","No","No","0","Yes","false","PROGRR*917QK","601944272","PROGRESSIVE ROOFING","6022784900","alice.hunt@progressiveus.com","23 N 35TH AVE",,"PHOENIX","AZ","85009","18402101",,,,,"2021-08-23T00:00:00.000","1170432"
"1170431","975667","EPHRATA SCHOOL DISTRICT #165","111 4TH AVENUE NW  EPHRATA WA 98823-0788","Shari Ratigan","509-754-2474","BASIN REFRIGERATION & HTG INC","5097657138","BASINRH163KM","600514947","2021-07-28T00:00:00.000","2021-07-28T00:00:00.000","Ephrata Middle School","S521408","384 A Street SE
Ephrata, WA  98823","382.92","2021-08-19T00:00:00.000","Ephrata",,"No","382.92",,"No","No","0","Yes","false","BASINRH163KM","600514947","BASIN REFRIGERATION & HTG INC",,"scjenks@gmail.com","10158 KINDER",,"MOSES LAKE","WA","98837","39617600",,,,,,
"1170430","975698","COMMUNITY ACTION COUNCIL OF LEWIS, MASON,THURSTON","43020 Willamette Dr. NE LACEY, WA - 98516","Sam Dougherty","360-438-1100x2101","CMMTY ACTN CNCL-21,23,34 CNTYS","3604381100","CMMTYC*023LJ","600503120","2021-04-30T00:00:00.000","2021-07-01T00:00:00.000","Weatherization","Weatherization","T21.062 - Perkins",,"2021-08-19T00:00:00.000","Olympia","Yes","No",,"True","No","No","0","Yes","false","CMMTYC*023LJ","600503120","CMMTY ACTN CNCL-21,23,34 CNTYS","3604381100","samd@caclmt.org","3020 WILLAMETTE DR NE",,"LACEY","WA","98516","25892700",,,,,"2021-07-01T00:00:00.000","1170430"
"1170429","924674","SEATTLE, PORT OF","PO BOX 68727  SEATAC WA 98168","Lisa Albanese","206-787-5845","HENSEL PHELPS CONSTRUCTION CO","9703526565","HENSEPC843LC","603582949","2020-06-09T00:00:00.000","2020-06-29T00:00:00.000","Concourse C New Power Center","MC-0319131","Seattle Tacoma International Airport.","4297000.00","2021-08-19T00:00:00.000","Seatac Airport","No","No","166000","False","No","No","0","Yes","false","EATONC*871NB","409018560","EATON CORPORATION","2165235000","ryanshatfield@eaton.com","1000 EATON BOULEVARD",,"CLEVELAND","OH","44122","24054400","RPLELEL851KL","603500097","RPL ELECTRIC  LLC",,"2021-08-16T00:00:00.000","1071700"
"1170428","975697","LAKE STEVENS SCHOOL DISTRICT #4","2202A - 123RD AVE NE LAKE STEVENS, WA - 98258","Kevin Knowles","3606524500","WEATHERPROOFING TECH INC","2162925000","WEATHTI022NA","601427395","2021-07-12T00:00:00.000","2021-08-10T00:00:00.000","LAKE STEVENS SD NORTH LAKE MS GYM","6702010048/4121425","2202 123RD AVENUE NE
LAKE STEVENS WA 98258","41762.38","2021-08-19T00:00:00.000","Lake Stevens","Yes","No","41762.38","False","Yes","No","0","No","false","WEATHTI022NA","601427395","WEATHERPROOFING TECH INC","2162925000","ngolphin@wtiservices.com","3735 GREEN RD",,"BEACHWOOD","OH","44122","35901502",,,,,"2021-09-07T00:00:00.000","1170428"
"1170427","975696","BELLEVUE SCHOOL DISTRICT #405","12037 NE 5TH ST BELLEVUE, WA - 98005","Jack McLeod","424-545-6450","WEATHERPROOFING TECH INC","2162925000","WEATHTI022NA","601427395","2021-07-26T00:00:00.000","2021-08-10T00:00:00.000","BELLEVUE SD THREE POINTS ES GUTTERS","C10453/4131440","7800 NE 28TH STREET
MEDINA WA 98039","19630.18","2021-08-19T00:00:00.000","Medina","Yes","No","19630.18","False","Yes","No","0","No","false","WEATHTI022NA","601427395","WEATHERPROOFING TECH INC","2162925000","ngolphin@wtiservices.com","3735 GREEN RD",,"BEACHWOOD","OH","44122","35901502",,,,,"2021-09-07T00:00:00.000","1170427"
"1170426","975695","LAKEHAVEN WATER AND SEWER DISTRICT","PO BOX 4249 FEDERAL WAY, WA - 98063","Randal S. Martinez","253-945-1621","HUBER TECHNOLOGY INC","7049491010","HUBERTI852MT","603232161","2021-06-14T00:00:00.000","2021-06-14T00:00:00.000","2021 Huber Solids Press Major Maintenance Service","55562","Lakota WWTP
3203 SW Dash Pt Rd
Federal Way WA 98023","15239.27","2021-08-19T00:00:00.000","Federal Way","No","No","15239.27","False","No","No","0","Yes","false","HUBERTI852MT","603232161","HUBER TECHNOLOGY INC","7049491010","jason@hhusa.net","1009 Airlie Parkway",,"Denver","NC","28037","61631100",,,,,"2021-06-21T00:00:00.000","1170426"
"1170425","974939","EVERGREEN SCHOOL DISTRICT #114","PO BOX 8910 VANCOUVER, WA - 98668-8910","Sue Steinbrenner","360-604-4077","VITAN CONSTRUCTION LLC","9712638434","VITANCL850BB","603441536","2021-04-21T00:00:00.000","2021-05-11T00:00:00.000","Exterior Painting - Warehouse","2162020605","2205 NE 138th Ave Vancouver, WA 98684","6350.00","2021-08-18T00:00:00.000","Vancouver","No","No","6000","False","No","Yes","2","Yes","false","GALKCCL797JO","604739141","GALK CONSTRUCTION LLC","5038100859","dmitrigalk@gmail.com","1822 SE 157TH DR",,"PORTLAND","OR","97233",,"VITANCL850BB","603441536","VITAN CONSTRUCTION LLC",,"2021-07-19T00:00:00.000","1168812"
"1170424","968466","SEATTLE PUBLIC UTILITIES","710 SECOND AVE 10TH FL SEATTLE, WA - 98104","Mark Nakagawara","206-684-3000","REDTAIL LLC","3602080234","REDTAL*834MK","603578023","2021-02-24T00:00:00.000","2021-03-30T00:00:00.000","E Harrison St & E Mercer St","2020-031","25th Ave E & E Harrison St
33rd Ave E & E Mercer St","424738.13","2021-08-18T00:00:00.000","seattle","No","No","20000","False","No","Yes","1","Yes","true","DARAMI*822N3","604285334","DARAMOLA INC","2067190451","info@daramola-inc.com","800 5TH AVE STE. 101-235",,"SEATTLE","WA","98104","62918301","REDTAL*834MK","603578023","REDTAIL LLC",,"2021-10-08T00:00:00.000","1156027"
"1170424","968466","SEATTLE PUBLIC UTILITIES","710 SECOND AVE 10TH FL SEATTLE, WA - 98104","Mark Nakagawara","206-684-3000","REDTAIL LLC","3602080234","REDTAL*834MK","603578023","2021-02-24T00:00:00.000","2021-03-30T00:00:00.000","E Harrison St & E Mercer St","2020-031","25th Ave E & E Harrison St
33rd Ave E & E Mercer St","424738.13","2021-08-18T00:00:00.000","seattle","No","No","20000","False","No","Yes","1","Yes","true","DARAMI*822N3","604285334","DARAMOLA INC","2067190451","info@daramola-inc.com","800 5TH AVE STE. 101-235",,"SEATTLE","WA","98104","62918301","REDTAL*834MK","603578023","REDTAIL LLC",,"2021-10-08T00:00:00.000","1156027"
"1170422","969024","ANACORTES, PORT OF","100 Commercial Avenue ANACORTES, WA - 98221","Brad Tesch","360-299-1830","IMCO GENERAL CONSTRUCTION INC","3606713936","IMCOGI*215R1","600320655","2021-05-14T00:00:00.000","2021-06-25T00:00:00.000","Anacortes Airport (74S) North Tiedown Apron Improvements","ARP-41","4000 Anacortes Airport Road  Anacortes WA 98221","581119.30","2021-08-18T00:00:00.000","Anacortes","No","No","2500","False","No","No","0","Yes","false","RANCHLC880KD","602874218","RANCHO LA COLINA INC","3606300904","Randy@RancholaColina.com","7431 COKEDALE RD",,"SEDRO WOOLLEY","WA","98284","16806701",,"603166787","DAY CREEK SAND & GRAVEL",,"2021-08-09T00:00:00.000","1157079"
"1170421","915831","MOUNT ADAMS SCHOOL DISTRICT #209","PO BOX 578 WHITE SWAN, WA - 98952","Curt Guaglianone","509-874-2611","FOWLER GENERAL CONSTRUCTION IN","5093753331","FOWLEGC961OW","602409517","2020-02-20T00:00:00.000","2020-04-14T00:00:00.000","Harrah K-8 School","17003.2","76400 Branch Road
Harrah, WA 98933","28659319.00","2021-08-18T00:00:00.000","Harrah","Yes","No",,"True","No","Yes","2","No","false","JCCONCC881ME","601982136","JAC CONSTRUCTION","5035225910","Jaconst2@yahoo.com","4468 SE WYNNWOOD DR",,"HILLSBORO","OR","97123",,"VIBETSL861K8","603405758","VIBETECH SPECIALTIES LLC",,"2021-08-16T00:00:00.000","1051668"
"1170420","969881","CLOVER PARK SCHOOL DISTRICT #400","10903 GRAVELLY LAKE DR SE LAKEWOOD, WA - 98499-1341","Latanya Figueroa","253-583-5031","JOHN KORSMO CONSTRUCTION INC","2535826712","JOHNKCI126BE","601060081","2021-07-07T00:00:00.000","2021-07-08T00:00:00.000","Tyee Park Classroom Upgrades","SWR",,,"2021-08-18T00:00:00.000","Lakewood","No","No","780","False","No","Yes","1","No","true","ROCKWWC835CF","604058731","ROCK & WOOD CONSTRUCTION LLC","2063544495","amycodd@gmail.com","33602 SE 348TH ST",,"ENUMCLAW","WA","98022",,"SEATTBC066JL","601529638","SEATTLE BASE CORPORATION",,"2021-08-16T00:00:00.000","1158769"
"1170419","967689","KITTITAS COUNTY PUBLIC WORKS","205 W 5TH ELLENSBURG, WA - 98926","Darren Case","509-962-7523","AMERICAN ROCK PRODUCTS","5095472380","AMERIRP821DR","600204527","2021-05-20T00:00:00.000","2021-06-01T00:00:00.000","Vantage Highway Pavement & Guardrail Replacement","CRP298-19","Vantage Hwy from MP 21.25 to MP 27.51","3447921.00","2021-08-18T00:00:00.000","Vantage","No","No",,"True","No","Yes","1","Yes","true",,"602941050","mark hunt trucking","5099495590","markhunttrucking@hotmail.com","731 81st Rd",,"Ellensburg","WA","98926","61776200","AMERIRP821DR","600204527","AMERICAN ROCK PRODUCTS",,"2021-08-23T00:00:00.000","1154583"
"1170418","975285","RENTON SCHOOL DISTRICT #403","300 SW 7TH ST RENTON, WA - 98055","Laska Whiteaker","425-204-4426","WESTMARK CONSTRUCTION INC","2535644620","WESTMCI012D3","600040824","2021-08-02T00:00:00.000","2021-08-05T00:00:00.000","Maplewood Heights Elementary School Water Damage Repairs","6282000251","7812 S 124th Street
Seattle, WA 98178","68537.25","2021-08-18T00:00:00.000","Seattle","No","No","5373","False","No","Yes","1","Yes","false","ALLWAPI965JN","602382354","ALL-WAYZ PAINTING INC","2533771428","heatherb.bookkeeper@gmail.com","13248 VAIL RD SE",,"YELM","WA","98597","03414101","WESTMCI012D3","600040824","WESTMARK CONSTRUCTION INC",,"2021-08-16T00:00:00.000","1169495"
"1170417","965935","WOODLAND SCHOOL DISTRICT #404","800 3RD ST WOODLAND, WA - 98674-8467","Scott Landrigan","360-841-2850","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-06-01T00:00:00.000","2021-06-07T00:00:00.000","Woodland SD, Columbia ES, Admin Office / 14140","1302100053",,"786.60","2021-08-18T00:00:00.000","Kent","No","No",,"True","No","Yes","1","No","false","PERFEFS891L7","603080053","PERFECT FLOOR SURFACING INC","3602237202","truebooksinc@gmail.com","PO Box 413",,"WAUNA","WA","98395","19883301","CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-12T00:00:00.000","1151200"
"1170416","969428","WOODLAND SCHOOL DISTRICT #404","800 3RD ST WOODLAND, WA - 98674-8467","Scott Landrigan","360-841-2900","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-06-22T00:00:00.000","2021-07-06T00:00:00.000","Woodland SD, Columbia ES, Rm 210 / 14179","1302100062",,"4511.67","2021-08-18T00:00:00.000","Kent","No","No",,"True","No","Yes","1","No","false","PERFEFS891L7","603080053","PERFECT FLOOR SURFACING INC","3602237202","truebooksinc@gmail.com","PO Box 413",,"WAUNA","WA","98395","19883301","CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-11T00:00:00.000","1157921"
"1170415","960316","TAHOMA SCHOOL DISTRICT #409","25720 MPL VLY BL DIAMOND RD SE MAPLE VALLEY, WA - 98038-8307","Sean Kelly","425-413-3400","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-04-20T00:00:00.000","2021-04-29T00:00:00.000","Tahoma SD, Tahoma HS, Computer Lab/ 14088","Coming",,"7262.90","2021-08-18T00:00:00.000","Maple Valley","No","No",,"True","No","Yes","1","No","false","PERFEFS891L7","603080053","PERFECT FLOOR SURFACING INC","3602237202","truebooksinc@gmail.com","PO Box 413",,"WAUNA","WA","98395","19883301","CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-10T00:00:00.000","1140879"
"1170414","968509","TAHOMA SCHOOL DISTRICT #409","25720 MPL VLY BL DIAMOND RD SE MAPLE VALLEY, WA - 98038-8307","Cindy Darcy","425-413-5600","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-06-08T00:00:00.000","2021-06-28T00:00:00.000","Tahoma SD, Summit Trail MS, Rm 303 / 14170","Coming",,"4914.02","2021-08-18T00:00:00.000","Ravensdale","No","No",,"True","No","Yes","1","No","false","PERFEFS891L7","603080053","PERFECT FLOOR SURFACING INC","3602237202","truebooksinc@gmail.com","PO Box 413",,"WAUNA","WA","98395","19883301","CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-09T00:00:00.000","1156117"
"1170412","975630","HIGHLAND SCHOOL DISTRICT #203","PO BOX 38 COWICHE, WA - 98923","Brain Johnson","509-678-8640","E 3 SOLUTIONS INC","5094520240","E3SOLI*971MU","602307117","2021-04-19T00:00:00.000","2021-04-28T00:00:00.000","Stadium Backbone Fiber & Cabling","0452000015","Highland High School
17000 Summitview
Cowiche, WA 98923","20077.20","2021-08-18T00:00:00.000","Cowiche","No","No","10224.5","False","No","No","0","Yes","false","RIDDCI*037K9","601777731","RIDDCO INC","5095750489","darcy@riddco.com","2604 PLEASANT AVENUE",,"YAKIMA","WA","98909","18640100","E3SOLI*971MU","602307117","E 3 SOLUTIONS INC",,"2021-07-21T00:00:00.000","1170284"
"1170410","954247","VANCOUVER SCHOOL DISTRICT #37","PO BOX 8937 VANCOUVER, WA - 98668-8937","Jack Claros","360-313-1000","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-03-01T00:00:00.000","2021-03-10T00:00:00.000","Vancouver SD, ECEC/ 14043","9792021366",,"22531.96","2021-08-18T00:00:00.000","Vancouver","No","No",,"True","No","Yes","1","No","false","PERFEFS891L7","603080053","PERFECT FLOOR SURFACING INC","3602237202","truebooksinc@gmail.com","PO Box 413",,"WAUNA","WA","98395","19883301","CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-07T00:00:00.000","1128711"
"1170409","975694","MILITARY, WASH STATE","CAMP MURRAY - MAIL STOP TA-20 TACOMA, WA - 98430","Dalton Gamboa","253-512-8114","AXIOM DIVISION 7","3603543100","AXIOMD7920CF","602776181","2021-07-15T00:00:00.000","2021-08-05T00:00:00.000","Geiger Field Building 200 Re-roof","C22-003","8922 W. Electric Ave
Spokane, WA 99224","388019.00","2021-08-18T00:00:00.000","Spokane","No","No","388019","False","No","No","0","Yes","false","AXIOMD7920CF","602776181","AXIOM DIVISION 7","3603543100","trisha@axiomcc.net","PO BOX 71",,"LYNDEN","WA","98264","03029902",,,,,"2021-11-01T00:00:00.000","1170409"
"1170408","975693","BREMERTON SCHOOL DISTRICT #100","134 MARION AVE N BREMERTON, WA - 98312-3542","Catherine Seevers","360-536-6187","Ames Flooring & Interiors LLC","3607316515","AMESFFI836CN","603292007","2021-07-21T00:00:00.000","2021-07-28T00:00:00.000","West Hills Classrooms","4122","520 S. National 
Bremerton, WA 98312",,"2021-08-18T00:00:00.000","Bremerton","Yes","No",,"True","Yes","No","0","No","false","AMESFFI836CN","603292007","Ames Flooring & Interiors LLC","3607316515","amanda@amesflooringandinteriors.com","5418 Kitsap Way",,"BREMERTON","WA","98312","95186302",,,,,"2021-08-23T00:00:00.000","1170408"
"1170406","965023","EDUCATIONAL SERVICES DISTRICT #123","124 S 4TH AVE PASCO, WA - 99301-5507","Jack morris","509-544-5732","CHARLES H BERESFORD CO INC","2062846658","CHARLHB296C6","578075342","2021-06-01T00:00:00.000","2021-06-02T00:00:00.000","ESD 123, Admin Bldg, Sw Corner / 14131","coming",,"53996.13","2021-08-18T00:00:00.000","Pasco","No","No","234","False","No","Yes","1","No","false","MORRIEI912CS","602894628","MORRISON ENTERPRISES INC","5099460342","morrisonenterprisesinc@gmail.com","221 DELAFIELD",,"RICHLAND","WA","99352",,"CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-19T00:00:00.000","1149569"
"1170405","975692","BREMERTON SCHOOL DISTRICT #100","134 MARION AVE N BREMERTON, WA - 98312-3542","Catherine Seevers","360-536-6187","Ames Flooring & Interiors LLC","3607316515","AMESFFI836CN","603292007","2021-06-18T00:00:00.000","2021-06-21T00:00:00.000","Counseling Center","4018","Bremerton High School
1500 13th St
Bremerton, WA 98337",,"2021-08-18T00:00:00.000","Bremerton","Yes","No",,"True","Yes","No","0","No","false","AMESFFI836CN","603292007","Ames Flooring & Interiors LLC","3607316515","amanda@amesflooringandinteriors.com","5418 Kitsap Way",,"BREMERTON","WA","98312","95186302",,,,,"2021-08-09T00:00:00.000","1170405"
"1170404","975691","PIERCE COUNTY PUBLIC WORKS AND UTILITIES","2702 S 42ND STREET, Ste 201 TACOMA, WA - 98409- 732","Susan Holdener","253-798-7172","CASCADE DRLG/LP A LTD PTSHP/DE","4254858908","CASCADL915O8","602948556","2021-08-05T00:00:00.000","2021-08-05T00:00:00.000","CRP 5890 Geotechnical Test Drilling","SC-107392","Milwaukee Ave E and Valley Ave E","6280.00","2021-08-18T00:00:00.000","Puyallup","No","No","6280","False","No","No","0","Yes","false","CASCADL915O8","602948556","CASCADE DRLG/LP A LTD PTSHP/DE","4254858908","sfaulkner@cascade-env.com","PO BOX 1184",,"WOODINVILLE","WA","98072","81971604",,,,,"2021-08-17T00:00:00.000","1170404"
"1170403","974654","SEATTLE, PORT OF","PO BOX 68727  SEATAC WA 98168","Liz Willig","206-787-6765","AXIOM DIVISION 7","3603543100","AXIOMD7920CF","602776181","2021-07-29T00:00:00.000","2021-08-10T00:00:00.000","Roof Repairs at P69 - 2021","SW-0320708","Port of Seattle - P69 
2711 Alaskan Way, Seattle WA 98121","175000.00","2021-08-18T00:00:00.000","Seattle","No","No","175000",,"No","No","0","Yes","false","AXIOMD7920CF","602776181","AXIOM DIVISION 7","3603543100","trisha@axiomcc.net","PO BOX 71",,"LYNDEN","WA","98264","03029902",,,,,"2021-10-01T00:00:00.000","1170403"
"1170402","975687","EPHRATA SCHOOL DISTRICT #165","111 4TH AVENUE NW  EPHRATA WA 98823-0788","Shari Ratigan","509-754-2474","DAIKIN APPLIED","7635535330","DAIKIA*861P2","601378274","2021-07-23T00:00:00.000","2021-07-23T00:00:00.000","Ephrata High School","3313322","333 4th Ave NW
Ephrata, WA  98823","3772.32","2021-08-18T00:00:00.000","Ephrata",,"No","3772.32",,"No","No","0","Yes","false","DAIKIA*861P2","601378274","DAIKIN APPLIED",,"juanita.mincks@daikinapplied.com","13600 INDUSTRIAL PARK BLVD",,"MINNEAPOLIS","MN","55441","50973100",,,,,,
"1170401","962464","FILIPINO COMMUNITY OF SEATTLE","5740 MLK JR WAY S SEATTLE, WA - 98118","Agnes Navarro","206-722-9372","MARPAC CONSTRUCTION LLC","2063294992","MARPACL055JP","601621675","2020-12-01T00:00:00.000","2021-03-18T00:00:00.000","Innovative Learning Center","20-8C0220-002","5727 37th Ave South
Seattle, WA 98144","1212750.00","2021-08-18T00:00:00.000","Seattle","No","No","8479","False","No","No","0","Yes","false","INSUL4L901CP","602982178","Insulation 4 Less Inc","2534262262","INSULATION4LESS@AOL.COM","17812 52nd ave e",,"TACOMA","WA","98446","90980601","MARPACL055JP","601621675","MARPAC CONSTRUCTION LLC",,"2021-08-01T00:00:00.000","1144842"
"1170400","975690","WASHINGTON STATE UNIVERSITY - SPOKANE","601 W FIRST AVE SPOKANE, WA - 99201-3899","Randy Poesy","509-335-3541","C&H ASPHALT","5093283292","CHASPA*875CR","602730207","2021-08-13T00:00:00.000","2021-08-15T00:00:00.000","Crack Repair","PO0000005563","412 e Spokane falls blvd
Spokane WA.",,"2021-08-18T00:00:00.000","Spokane","No","No",,"True","No","Yes","1","Yes","false","CHASPA*875CR","602730207","C&H ASPHALT","5093283292","candhasphalt@yahoo.com","6211 N FELTS ST",,"SPOKANE","WA","99217","15430000",,,,,"2021-08-19T00:00:00.000","1170400"
"1170399","975685","EPHRATA SCHOOL DISTRICT #165","111 4TH AVENUE NW  EPHRATA WA 98823-0788","Shari Ratigan","509-754-2474","DAIKIN APPLIED","7635535330","DAIKIA*861P2","601378274","2021-06-30T00:00:00.000","2021-06-30T00:00:00.000","Ephrata High School","3310693","333 4th Ave NW
Ephrata, WA  98823","1020.05","2021-08-18T00:00:00.000","Ephrata",,"No","1020.05",,"No","No","0","Yes","false","DAIKIA*861P2","601378274","DAIKIN APPLIED",,"juanita.mincks@daikinapplied.com","13600 INDUSTRIAL PARK BLVD",,"MINNEAPOLIS","MN","55441","50973100",,,,,,
"1170398","915499","KENNEWICK SCHOOL DISTRICT #17","622 N KELLOGG KENNEWICK, WA - 99336","Ryan Jones","509-793-4798","BOUTEN CONSTRUCTION COMPANY","5095353531","BOUTECC371N0","328015206","2019-08-12T00:00:00.000","2019-08-12T00:00:00.000","Southridge High School Classroom Addition and Athletics Improvements","K-511","3520 Southridge Blvd, Kennewick, WA 99338","20908431.00","2021-08-18T00:00:00.000","RICHLAND","No","No","1035","False","No","Yes","2","No","false","MORRIEI912CS","602894628","MORRISON ENTERPRISES INC","5099460342","morrisonenterprisesinc@gmail.com","221 DELAFIELD",,"RICHLAND","WA","99352",,"CHARLHB296C6","578075342","CHARLES H BERESFORD CO INC",,"2021-08-11T00:00:00.000","1051024"
"1170397","909407","KIRKLAND, CITY OF","123 - 5TH AVE KIRKLAND, WA - 98033","Patrick Herbig","425-587-3871","MARSHBANK CONSTRUCTION INC","4253779708","MARSHCI051O6","601649423","2019-12-19T00:00:00.000","2020-01-21T00:00:00.000","108TH AVE NE Sewer & Water Replacement","48-19-PW","108th Ave NE, Kirkland WA","5426676.32","2021-08-18T00:00:00.000","Kirkland","No","No","2000","False","No","No","0","Yes","false","NATIOI*212KB","600195813","NATIONAL CONCRETE CUTTING INC","2067622188","vickir@nationalconcretecuttinginc.com","7715 PACIFIC HWY E",,"MILTON","WA","98354","19906300","SERVIEC564RU","179023787","SERVICE ELECTRIC CO INC",,"2021-07-27T00:00:00.000","1040178"
"1170396","963384","CLARK COUNTY PUBLIC UTILITY DISTRICT","PO BOX 8900 VANCOUVER, WA - 98668","Tonya Dow","360-992-8020","TAPANI INC","3606871148","TAPANI*883OE","600642677","2021-05-06T00:00:00.000","2021-05-18T00:00:00.000","NE 164th Street Water Main","611",,"796791.53","2021-08-18T00:00:00.000","Hokinson","No","No",,"True","No","Yes","1","Yes","false","FLATRC*997LJ","602127092","FLAT ROCK CONSTRUCTION","5037284128","kcalhoun@usg.com","PO BOX 1676",,"RAINIER","OR","97048","01425500","TAPANI*883OE","600642677","TAPANI INC",,"2021-07-01T00:00:00.000","1146547"
