"funding_program","proj","recip","website","administrative_organization","current_status","primary_contact","alternate_contact","grant_or_loan","program_description","eligible_projects_description","administrative_sub","percent_match","match_requirement_description","funding_limitation","funding_limitation_description","application_open_yr_1","application_closed_yr_1","application_open_yr_2","application_closed_yr_2","funding_award_duration","additional_application","supplemental_information","last_updated"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Private Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Tribes","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Plant Control Activities","Water and Sewer Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Conservation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Counties, Cities, Towns","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Flood Control Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Governmental Agencies (State)","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Irrigation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Lead Entities","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Non-Governmental Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Nonprofit Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Port Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Private Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Tribes","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Restoration","Water and Sewer Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Conservation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Acquisition","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Agricultural Best Management Practices","Water and Sewer Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
