"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"AA GARDENING & LANDSCAPE","AAGARL*991JJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602112426","Midvale Indemnity Comp","GLP1041312","1000000","2020-04-06T00:00:00.000","2023-04-06T00:00:00.000",,"2020-04-13T00:00:00.000","L&I Staff","2022-03-29T00:00:00.000","0","KIET PHAM AGENCY"
"AA G.C LLC","AAGCLGL807RG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604538888","State National Ins Co Inc","NXTX4JD0HI-01-GL","1000000","2021-09-28T00:00:00.000","2022-09-28T00:00:00.000",,"2021-08-04T00:00:00.000","943639","2021-08-04T00:00:00.000","943639","Next Insurance Inc"
"AAGRO TREE SERVICE INC","AAGROTS918OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601697343","Scottsdale Ins Co","CPS7560397","1000000","2022-04-26T00:00:00.000","2023-04-26T00:00:00.000",,"2022-04-14T00:00:00.000","989178","2022-04-14T00:00:00.000","989178","AMERICAN UNDRWRTRS INS AGNCS I"
"A & A Gutters","GUTTEG*808PO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604662919","RLI Ins Co","C11SN4354","2000000","2021-09-24T00:00:00.000","2023-09-24T00:00:00.000",,"2021-09-15T00:00:00.000","49137","2022-09-01T00:00:00.000","49137","CROSS INSURANCE AGENCY INC"
"AA & I Flooring LLC","AAIFLIF866MZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603418065","Developers Surety & Indem Co","BIS00029495-02","1000000","2021-12-12T00:00:00.000","2022-12-12T00:00:00.000",,"2021-12-11T00:00:00.000","743994","2021-12-11T00:00:00.000","743994","Business Ins Management Inc"
"A & A INC","INC***I885O5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603236539","Contractors Bonding & Insuranc","C11SM5161","1000000","2019-11-08T00:00:00.000","2022-11-08T00:00:00.000",,"2019-10-31T00:00:00.000","173883","2021-09-20T00:00:00.000","173883","Y.I MANCHICK INSURANCE AGENCY"
"A A & J FINE FINISHES INC","JFINE*J822DG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603408394","Western Community Ins Co","8N249901","1000000","2019-09-22T00:00:00.000","2023-09-22T00:00:00.000",,"2019-09-11T00:00:00.000","L&I Staff","2022-09-01T00:00:00.000","852826","WESTERN COMMUNITY INS CO"
"AA&J GENERAL CONTRACTORS","AAJGEGC835QL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604190263","AIX Specialty Insurance Co","SIZGL4803D256453","2000000","2021-11-08T00:00:00.000","2022-11-08T00:00:00.000",,"2021-10-20T00:00:00.000","0","2021-10-20T00:00:00.000","0","MUNRO INSURANCE SERVICES LLC"
"AAK CONSTRUCTION, LLC","AAKCOCL800OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604645428","HISCOX INSURANCE COMPANY INC","P100.490.498.3","1000000","2022-08-28T00:00:00.000","2023-08-28T00:00:00.000",,"2022-07-14T00:00:00.000","862971","2022-07-14T00:00:00.000","862971","Safe Shield Insurance LLC"
"AAK ROOFING LLC","AAKRORL839J4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604020330","ROCKINGHAM SPECIALTY INC","RWAA405017-01","2000000","2022-08-04T00:00:00.000","2023-08-04T00:00:00.000",,"2022-08-03T00:00:00.000","944683","2022-08-03T00:00:00.000","944683","WCFL INSURANCE SERVICES"
"A A LANDSCAPE LLC","LANDSLL801RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604233699","Ohio Security Ins Co","BKS58526038","1000000","2020-03-05T00:00:00.000","2023-03-05T00:00:00.000",,"2020-12-01T00:00:00.000","L&I Staff","2022-01-20T00:00:00.000","714835","Columbia River Insurance Inc"
"A A LANDSCAPING","LANDSL*824PP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604321921","Farmers Ins Exchange","606237534","300000","2021-10-06T00:00:00.000","2022-10-06T00:00:00.000",,"2021-10-13T00:00:00.000","108389","2021-10-13T00:00:00.000","108389","CARSON INSURANCE AGENCY"
"AA LANDSCAPING LLC","AALANLL796MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604588136","Ohio Security Ins Co","BKS63284470","1000000","2022-05-21T00:00:00.000","2023-05-21T00:00:00.000",,"2022-04-06T00:00:00.000","1059624","2022-04-06T00:00:00.000","1059624","Choice Insurance LLC"
"A & A LANDSCAPNG & IRRIGTN LLC","LANDS*L899P7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603139778","Ohio Cas Ins Co","BKS54937980","1000000","2013-11-08T00:00:00.000","2022-11-08T00:00:00.000",,"2013-10-09T00:00:00.000","64507","2021-11-08T00:00:00.000","64507","WHITFIELD UNITED INSURANCE"
"AALBU BROTHERS LLC","AALBUBL824NZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604187967","WESTERN NATIONAL MUTUAL INS","CPP1184622","1000000","2019-03-16T00:00:00.000","2023-03-16T00:00:00.000",,"2019-03-09T00:00:00.000","133450","2022-03-11T00:00:00.000","133450","HANSON INSURANCE GROUP"
"A. ALEXANDER HANDYMN SRVC LLC","ALEXAAH873BB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603261117","Nautilus Ins Co","PN1241215","1000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2021-12-30T00:00:00.000","190079","2021-12-30T00:00:00.000","190079","RON OHNHAUS INSURANCE"
"AALL-RITE LAWN CARE SERVCS LLC","AALLRLC803DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586623","Ohio Security Ins Co","BLS57240354","1000000","2019-03-29T00:00:00.000","2023-03-29T00:00:00.000",,"2020-03-06T00:00:00.000","L&I Staff","2022-02-15T00:00:00.000","81093","NORTH TOWN INSURANCE"
"A&A MAINTENANCE & RMDLNG LLC","MAINTML845KB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603613649","Atlantic Cas Ins Co","L125003353-3","1000000","2022-05-14T00:00:00.000","2023-05-14T00:00:00.000",,"2022-05-13T00:00:00.000","11150","2022-05-13T00:00:00.000","11150","LONGVIEW INS INC"
"A & A MASONRY & CONSTRUCTION","AAMASC*022PE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601901790","Atlantic Cas Ins Co","L179003186-1","1000000","2021-10-10T00:00:00.000","2022-10-10T00:00:00.000",,"2021-09-21T00:00:00.000","83570","2021-09-21T00:00:00.000","83570","STANFORD INSURANCE"
"AA Masterpiece Painting","AAMASMP889KT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603210460","Ohio Security Ins Co","BLS63182502","1000000","2021-05-10T00:00:00.000","2023-05-10T00:00:00.000",,"2021-10-27T00:00:00.000","946832","2022-04-26T00:00:00.000","946832","SOUNDVIEW INSURANCE"
"AAM CARPET SOLUTIONS LLC","AAMCACS799JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604730220","Ohio Security Ins Co","BKS62979985","1000000","2021-03-24T00:00:00.000","2023-03-24T00:00:00.000",,"2021-04-07T00:00:00.000","L&I Staff","2022-02-24T00:00:00.000","961105","LIBERTY MUTUAL AGENCY CORP"
"AAM CONSTRUCTION LLC","AAMCOCL885QW","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603249653","Developers Surety & Indem Co","BIS00036301-02","1000000","2022-03-09T00:00:00.000","2023-03-09T00:00:00.000",,"2022-03-04T00:00:00.000","248186","2022-03-04T00:00:00.000","248186","Basin Insurance - Federal Way"
"AA MECHANICAL LLC","AAMECML790NB","PC","PLUMBING CONTRACTOR","A","ACTIVE","604692298","AMGUARD INSURANCE COMPANY","AABP366116","1000000","2022-02-08T00:00:00.000","2023-02-08T00:00:00.000",,"2022-01-26T00:00:00.000","888152","2022-01-26T00:00:00.000","888152","Bill Yount Insurance Agency"
"A AMERICAN CONST","AMERIAC874CD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601426763","Red Shield Ins Co","CNT020222","1000000","2021-07-05T00:00:00.000","2023-07-05T00:00:00.000",,"2021-07-15T00:00:00.000","L&I Staff","2022-05-06T00:00:00.000","241068","ABC INSURANCE INC"
"AAMEX INC","AAMEXI*832LZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604122480","Kinsale Insurance Company","0100167999-0","1000000","2021-10-29T00:00:00.000","2022-10-29T00:00:00.000",,"2021-10-29T00:00:00.000","939426","2021-10-29T00:00:00.000","939426","RUVALCABA INS AGENCY"
"AAMEX PAINTING","AAMEXP*913K8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602927048","Ohio Security Ins Co","BLS55103529","1000000","2018-05-25T00:00:00.000","2023-05-25T00:00:00.000",,"2018-04-01T00:00:00.000","173982","2022-04-26T00:00:00.000","97200","LIBKE INSURANCE ASSOCIATES INC"
"A A M ROCK MASONRY","MROCKRM930BT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602690166","Scottsdale Ins Co","CPS7559572","1000000","2022-04-11T00:00:00.000","2023-04-11T00:00:00.000",,"2022-05-10T00:00:00.000","139812","2022-05-10T00:00:00.000","139812","BELL-ANDERSON AGENCY INC"
"A AND A CONSTRUCTION","CONST*C821ML","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602956206","Contractors Bonding & Insuranc","G11FE1635","1000000","2022-06-21T00:00:00.000","2023-06-21T00:00:00.000",,"2022-05-23T00:00:00.000","248186","2022-05-23T00:00:00.000","248186","Basin Insurance - Federal Way"
"A AND A FENCING INC","AANDAF*914M2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602934793","Ohio Cas Ins Co","BKS57862840","1000000","2017-06-30T00:00:00.000","2023-06-30T00:00:00.000",,"2017-05-30T00:00:00.000","174141","2022-05-09T00:00:00.000","158751","DUANE WEBER INSURANCE INC"
"A AND H LANDSCAPING LLC","HLANSHL872CH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603205192","Developers Surety & Indem Co","BIS00021556","1000000","2020-03-19T00:00:00.000","2023-03-19T00:00:00.000",,"2020-02-05T00:00:00.000","923307","2022-03-09T00:00:00.000","923307","C DON FILER AGENCY INC"
"A AND N CONSTRUCTION OF WA","NCONSNC840P8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604052332","Clear Blue Specialty INS","AR01-RS-2201949-02","1000000","2022-08-13T00:00:00.000","2023-08-13T00:00:00.000",,"2022-08-18T00:00:00.000","124002","2022-08-18T00:00:00.000","124002","Vern Fonk Ins Services Inc"
"A and T Painting","TPAINTP797JZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604731651","Continental Cas Co","C6980208480","1000000","2021-04-03T00:00:00.000","2023-04-03T00:00:00.000",,"2021-04-09T00:00:00.000","L&I Staff","2022-03-14T00:00:00.000","747870","PACIFIC CREST INSURANCE"
"AANES CONSTRUCTION","AANESC*818QH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604510550","Ohio Security Ins Co","BKS60561163","300000","2019-11-05T00:00:00.000","2022-11-05T00:00:00.000",,"2019-11-08T00:00:00.000","L&I Staff","2021-09-30T00:00:00.000","1007201","RICE INSURANCE LLC"
"A & AN FLOORING LLC","AANFLFL791DS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713155","Midvale Indemnity Comp","GLP1086975","1000000","2021-02-22T00:00:00.000","2023-02-22T00:00:00.000",,"2021-03-10T00:00:00.000","L&I Staff","2022-01-31T00:00:00.000","813293","PHOUNG ANH HO AGENCY"
"AA Northwest","AANORN*815K1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604282847","Preferred Contractors Ins Co R","PCA5022-PCCM435218","2000000","2022-06-25T00:00:00.000","2023-06-25T00:00:00.000",,"2022-06-01T00:00:00.000","723908","2022-06-01T00:00:00.000","723908","GASLAMP INS SERVICE"
"AA PATIO COVERS LLC","AAPATPC921MP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602846342","Houston Casualty Co","H22AC86027-01","1000000","2022-05-15T00:00:00.000","2023-05-15T00:00:00.000",,"2022-05-05T00:00:00.000","769319","2022-05-05T00:00:00.000","769319","RODRIGUEZ AGENCY LLC, THE"
"AA PLUMBING & DRAIN TEAM INC","AAPLUPD924CR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602798229","General Ins Co of America","BWG63574705","1000000","2022-07-21T00:00:00.000","2023-07-21T00:00:00.000",,"2022-07-01T00:00:00.000","797188","2022-07-01T00:00:00.000","797188","ROHILCO INSURANCE SERVICES"
"AA PLUMBING & DRAIN TEAM INC","AAPLUPD924CR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602798229","AMCO Ins Co","ACP7541771798","1000000","2019-03-01T00:00:00.000","2023-03-01T00:00:00.000",,"2019-03-05T00:00:00.000","741721","2022-01-17T00:00:00.000","980065","TERRIL LEWIS & WILKE INS INC"
"A A PLUMBING LLC","AAPLUL*011PD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602782713","Ohio Security Ins Co","BKS58039247","1000000","2020-09-20T00:00:00.000","2023-09-20T00:00:00.000",,"2020-08-05T00:00:00.000","719112","2022-07-25T00:00:00.000","923045","VICS INSURANCE CENTER"
"A & A PROFESSNL CLNG SVCS INC","PROFEPC855RQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602108411","West American Ins Co","BKW 54350435","1000000","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000",,"2020-12-11T00:00:00.000","57192","2021-12-15T00:00:00.000","57192","Neville & Neville Insurance"
"AA QUALITY PLUMBING","AAQUAQP795RH","PC","PLUMBING CONTRACTOR","A","ACTIVE","604830276","Country Mutual Ins Co","AM9338267","1000000","2022-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2022-02-28T00:00:00.000","L&I Staff","2022-02-28T00:00:00.000","L&I Staff",
"AA QUALITY SEPTIC LLC","AAQUAQS792DA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604699793","Developers Surety & Indem Co","BIS00038023-01","1000000","2022-02-08T00:00:00.000","2023-02-08T00:00:00.000",,"2022-02-08T00:00:00.000","739553","2022-02-08T00:00:00.000","739553","Strong Family Insurance"
"AARCADIAN EXCAVATING LLC","AARCAEL932DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602698865","Ohio Cas Ins Co","BLO 53 47 98 70","1000000","2015-04-27T00:00:00.000","2023-04-27T00:00:00.000",,"2015-05-04T00:00:00.000","10177","2022-03-07T00:00:00.000","10177","CALROSE INSURANCE"
"AARC-WEST MECH INSLTN USA LLC","AARCWMI808CS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604405333","Gemini Ins Co","VGGP006697","1000000","2022-06-04T00:00:00.000","2023-06-04T00:00:00.000",,"2022-06-07T00:00:00.000","11478","2022-06-07T00:00:00.000","11478","ALLIANT INSURANCE SVCS newport"
"AARC-WEST MECH INSLTN USA LLC","AARCWMI808CS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604405333","Gemini Ins Co","VCFX001793","5000000","2022-06-04T00:00:00.000","2023-06-04T00:00:00.000",,"2022-06-07T00:00:00.000","11478","2022-06-07T00:00:00.000","11478","ALLIANT INSURANCE SVCS newport"
"AARDEN AIR LLC","AARDEAL912O4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602219376","Federated Mutual Ins Co","9434771","1000000","2022-08-21T00:00:00.000","2023-08-21T00:00:00.000",,"2022-07-20T00:00:00.000","L&I Staff","2022-07-20T00:00:00.000","L&I Staff",
"AARDEN AIR SERVICE LLC","AARDEAS928KW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602822688","Scottsdale Ins Co","CPS-7563800","1000000","2022-04-26T00:00:00.000","2023-04-26T00:00:00.000",,"2022-04-20T00:00:00.000","161880","2022-04-20T00:00:00.000","161880","PACIFIC CREST SERVICES"
"AARD PEST CONTROL INC","AARDPPC913CO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600417488","Markel Ins Co","PCP2004046404","1000000","2022-07-28T00:00:00.000","2023-07-28T00:00:00.000",,"2022-07-19T00:00:00.000","214478","2022-07-19T00:00:00.000","214478","JAMES G PARKER INSURANCE ASSOC"
"AARDVARK 1 ENTERPRISES LLC","AARDV1E814PD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604496455","Atlantic Cas Ins Co","L318048205","1000000","2020-11-05T00:00:00.000","2022-11-05T00:00:00.000",,"2020-11-09T00:00:00.000","269051","2021-11-04T00:00:00.000","269051","DEBBIE CLINTON INS AGENCY"
"AARDVARK BARK BLWNG & LNDS LLC","AARDVBB931QT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602729834","Federated Mutual Ins Co","499-556-9","2000000","2022-06-12T00:00:00.000","2024-06-12T00:00:00.000",,"2022-06-13T00:00:00.000","0","2022-06-13T00:00:00.000","0","FEDERATED MUTUAL INS-Kirkland"
"AARDVARK DESIGN & DEV COMPANY","AARDVDD055DZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601516162","Ohio Cas Ins Co","BKS54714003","500000","2013-03-06T00:00:00.000","2023-03-06T00:00:00.000",,"2013-03-05T00:00:00.000","702552","2022-02-16T00:00:00.000","134627","EDGREN HECKER & LEMMAN INS INC"
"Aardvark Rooter Inc","AARDVRI910OD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602946432","TRI-STATE INSURANCE COMPANY OF","ADV6034368-22","1000000","2022-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2022-03-18T00:00:00.000","975740","2022-03-18T00:00:00.000","975740","RICE INSURANCE LLC"
"AARDVARK SERVICES COOP LLC","AARDVSC847D4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603019610","American Hallmark Ins Co of Te","44CL00900557101","1000000","2021-12-31T00:00:00.000","2022-12-31T00:00:00.000",,"2022-01-20T00:00:00.000","195002","2022-01-20T00:00:00.000","195002","BANNON CARLSON & KESSEL INC"
"AARDVARK TREE SERVICE INC","AARDVTS055LK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601581654","Red Shield Ins Co","CNT018121","1000000","2021-08-02T00:00:00.000","2023-08-02T00:00:00.000",,"2021-08-18T00:00:00.000","847453","2022-08-05T00:00:00.000","235129","NFP PROPERTY & CAS SRVCS INC W"
"AARIGHT","AARIG**066BD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600288892","Red Shield Ins Co","CNT012865","1000000","2019-12-04T00:00:00.000","2022-12-04T00:00:00.000",,"2019-11-25T00:00:00.000","L&I Staff","2021-11-04T00:00:00.000","0","GUIDE INSURANCE SERVICES INC"
"Aarnie's Construction","AARNIC*823BJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604054032","Obsidian Specialty Insurance C","SCB-GL-000000143","1000000","2022-01-10T00:00:00.000","2023-01-10T00:00:00.000",,"2022-01-07T00:00:00.000","716777","2022-01-07T00:00:00.000","716777","Tri-Cities Ins Professionals"
"AARON ANGELO DEVELOPMENT LTD","AARONAD952C8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602475735","EAGLE WEST INSURANCE COMPANY","27BOP2070002371","2000000","2017-09-01T00:00:00.000","2023-09-01T00:00:00.000",,"2018-06-08T00:00:00.000","117802","2022-08-26T00:00:00.000","0","J D Fulwiler & Co Inc"
"AARON BREWER CONSTRUCTION INC","AARONBC820P4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604343786","United Fire and Casualty Co","60489459","1000000","2022-04-03T00:00:00.000","2023-04-03T00:00:00.000",,"2022-04-13T00:00:00.000","L&I Staff","2022-04-13T00:00:00.000","L&I Staff",
"AARON CARTER CONSTRUCTION LLC","AARONCC990QW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602161994","Champlain Specialty Insurance","GLVEN0102621","1000000","2022-04-23T00:00:00.000","2023-04-23T00:00:00.000",,"2022-04-18T00:00:00.000","1059624","2022-04-18T00:00:00.000","1059624","Choice Insurance LLC"
"AARON CONTRACTOR LLC","AARONCL783N9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604956373","CLEAR SPRING PROPERTY AND CASU","CB002845700","1000000","2022-08-17T00:00:00.000","2023-08-17T00:00:00.000",,"2022-08-29T00:00:00.000","L&I Staff","2022-08-29T00:00:00.000","L&I Staff",
"AARON DAVIS & SONS HNDYMN SERV","AARONDS780JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604874728","Contractors Bonding & Insuranc","C11SN5789","1000000","2022-02-08T00:00:00.000","2023-02-08T00:00:00.000",,"2022-04-14T00:00:00.000","L&I Staff","2022-04-14T00:00:00.000","L&I Staff",
"AARON GARCIA CONSTRUCTION LLC","AARONGC782DA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604866144","Nautilus Ins Co","NN1370572","1000000","2022-02-16T00:00:00.000","2023-02-16T00:00:00.000",,"2022-03-01T00:00:00.000","L&I Staff","2022-03-01T00:00:00.000","L&I Staff",
"AARON GARNER","AARONG*782CC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604799805","Ohio Security Ins Co","BLS64363785","1000000","2022-01-28T00:00:00.000","2023-01-28T00:00:00.000",,"2022-02-03T00:00:00.000","L&I Staff","2022-02-03T00:00:00.000","L&I Staff",
"AARON HIROSHIMA PAINTING","AARONHP904N3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601404833","Contractors Bonding & Insuranc","C11SI7180","1000000","2022-08-23T00:00:00.000","2023-08-23T00:00:00.000",,"2022-08-03T00:00:00.000","201201","2022-08-03T00:00:00.000","201201","Vern Fonk Ins Services Inc"
"AARON HOGBERG CONSTRUCTION","AARONHC921MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602845999","State National Ins Co Inc","NXTTVX3VQ7-00-GL","1000000","2021-09-15T00:00:00.000","2022-09-15T00:00:00.000",,"2021-09-14T00:00:00.000","837041","2021-09-14T00:00:00.000","837041","Molina Insurance Group Inc"
"AARON J MIZE","AARONJM827PR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604334688","Capitol Specialty Ins Corp","CS18006657-04","1000000","2021-11-11T00:00:00.000","2022-11-11T00:00:00.000",,"2021-11-03T00:00:00.000","34229","2021-11-03T00:00:00.000","34229","RON ROTHERT INS SERVICES"
"Aaron Jones Construction LLC","AARONJC902KC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603006600","Kinsale Insurance Company","01100097252-1","2000000","2020-09-26T00:00:00.000","2022-09-26T00:00:00.000",,"2020-10-01T00:00:00.000","93536","2021-09-23T00:00:00.000","93536","MURRAY INSURANC INC"
"AARON MITCHELL LLC","AARONML795PL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604668162","Developers Surety & Indem Co","BIS0003570301","1000000","2020-11-10T00:00:00.000","2022-11-10T00:00:00.000",,"2021-10-14T00:00:00.000","L&I Staff","2021-10-22T00:00:00.000","836741","HUMBLE&DAVNPORT INS BROKRS INC"
"Aaron Munson Woodwork&Dsgn LLC","AARONMW825LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604036756","Ohio Security Ins Co","BKS57984821","1000000","2018-04-21T00:00:00.000","2023-04-21T00:00:00.000",,"2018-06-04T00:00:00.000","L&I Staff","2022-02-10T00:00:00.000","124002","Vern Fonk Ins Services Inc"
"AARON OLSON CONSTRUCTION","AARONOC882PD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604037008","Country Mutual Ins Co","AM9348234","1000000","2022-07-26T00:00:00.000","2023-07-26T00:00:00.000",,"2022-06-15T00:00:00.000","159074","2022-06-15T00:00:00.000","159074","Kathleen A. Whitten Ins Agy In"
"AARON PAINTING COMPANY","AARONPC114NC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601194181","Ohio Security Ins Co","BKS57939839","1000000","2022-08-02T00:00:00.000","2023-08-02T00:00:00.000",,"2022-07-05T00:00:00.000","201438","2022-07-05T00:00:00.000","201438","LIBERTY MUTUAL AGENCY CORP"
"Aaron Quality Flooring","AARONQF854JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603488956","CLEAR SPRING PROPERTY AND CASU","CB002414500","2000000","2022-03-23T00:00:00.000","2023-03-23T00:00:00.000",,"2022-03-23T00:00:00.000","734380","2022-03-23T00:00:00.000","734380","PACIFIC NORTHWEST INS AGENCY"
"AARON'S ALL IN ALL SERVICES","AARONAA783JE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604670000","Sentinal Insurance Company LTD","52SBMAR9PTE","1000000","2022-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2022-04-05T00:00:00.000","L&I Staff","2022-04-05T00:00:00.000","L&I Staff",
"AARON'S APPLIANCE & HNDYMN SRV","AARONAH819J2","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604405453","Scottsdale Ins Co","CPS7540738","1000000","2022-04-15T00:00:00.000","2023-04-15T00:00:00.000","2022-04-22T00:00:00.000","2022-03-15T00:00:00.000","0","2022-04-22T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"AARON'S APPLIANCE & HNDYMN SRV","AARONAH819J2","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604405453","Kinsale Insurance Company","01001878090","1000000","2022-04-20T00:00:00.000","2023-04-20T00:00:00.000",,"2022-04-22T00:00:00.000","0","2022-04-22T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"AARONS APPLIANCE  PLUMBNG  LLC","AARONAP783L1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604905147","Kinsale Insurance Company","01001878090","1000000","2022-04-20T00:00:00.000","2023-04-20T00:00:00.000",,"2022-07-18T00:00:00.000","L&I Staff","2022-07-18T00:00:00.000","L&I Staff",
"AARON'S CARPET","AARONC*027B9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603035943","Ohio Security Ins Co","BKS60892363","1000000","2020-01-24T00:00:00.000","2023-01-24T00:00:00.000",,"2020-01-24T00:00:00.000","827752","2021-12-28T00:00:00.000","869736","LIBERTY MUTUAL AGENCY CORP"
"AARON'S CONSTRUCTION","AARONC*813DR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604389797","HISCOX INSURANCE COMPANY INC","P1003559335","1000000","2022-06-28T00:00:00.000","2023-06-28T00:00:00.000",,"2022-07-11T00:00:00.000","L&I Staff","2022-07-11T00:00:00.000","L&I Staff",
"AARONS CONSTRUCTION CO LLC","AARONCC816MR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604451665","Atlantic Cas Ins Co","L125003424-3","2000000","2022-06-14T00:00:00.000","2023-06-14T00:00:00.000",,"2022-06-10T00:00:00.000","823370","2022-06-10T00:00:00.000","823370","Rojas Insurance LLC"
"AARONS CUSTOM METAL FAB INC","AARONCM992P2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602143529","Ohio Security Ins Co","BKS55932667","1000000","2021-02-09T00:00:00.000","2023-02-09T00:00:00.000",,"2021-02-08T00:00:00.000","L&I Staff","2021-12-15T00:00:00.000","1069353","Modern Insurance Marketing Inc"
"Aaron's Drywall LLC","AARONDL802CK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604576236","Liberty Mutual Ins Co","BKS60981745","1000000","2020-02-14T00:00:00.000","2023-02-14T00:00:00.000",,"2020-02-12T00:00:00.000","L&I Staff","2021-12-29T00:00:00.000","211937","Herbert Snowden Agency"
