"project_name","preserve","vicinity","latitude","longitude","approx_size_in_acres","species_common_name","objectives","status","year","season","ipm_method_type","methods","crew","notes","upload_date","geo_location"
"Maintenance: Maurice Thorner Mow","Maurice Thorner","Thorner Ridge","38.017195","-122.665606","0.47","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.665606 38.017195)"
"Civic Center Juniper","Civic Center","Civic Center","37.99927208","-122.5308331","0.5","Juniper","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5308331 37.99927208)"
"Maintenance: Ignacio Valley Mow","Ignacio Valley","Thornhill Court","38.060841","-122.573788","0.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.573788 38.060841)"
"680 Trail Mitigation","Loma Alta","680 Trail","38.023484","-122.589233","0.5","Purple starthistle","Invasive species control","Completed","2015","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.589233 38.023484)"
"Maintenance: Rush Creek Mow","Rush Creek","Bahia Ridge Fire Road","38.12682","-122.539731","2.89","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow",,"Prune as needed","2022-01-04T00:00:00.000","POINT (-122.539731 38.12682)"
"Crown to Coronet Fuelbreak","Baltimore Canyon","Crown Road, Coronet Way","37.945965","-122.5692","4","Broom","Emergency access, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5692 37.945965)"
"Cascade Drive","Cascade Canyon","Cascade Drive","37.97826942","-122.6121948","3.5","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2021","Spring","Non-chemical","Burn piles","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6121948 37.97826942)"
"Ryder Ridge Access and Fuelbreak","Blithedale Summit","Blithedale Ridge Fire Road from south end to Corte Madera Ridge Fire Road intersection","37.91938","-122.547433","16","Mixed vegetation","Fire fuel reduction","Upcoming","2022","Summer","Non-chemical","Weed whip","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.547433 37.91938)"
"Maintenance: Vedanta Mow","Vedanta","Vedanta Trail - fire road","38.020241","-122.779534","8.34","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.779534 38.020241)"
"Ryder Ridge Access and Fuelbreak","Blithedale Summit","Blithedale Ridge Fire Road from south end to Corte Madera Ridge Fire Road intersection","37.91938","-122.547433","16","Mixed vegetation","Fire fuel reduction","Completed","2019","Summer","Non-chemical","Weed whip","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.547433 37.91938)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","De  La Guerra to Vallejo","38.018418","-122.5755","0.43","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.5755 38.018418)"
"Maintenance: Mt Burdell Mow","Mt Burdell","San Marin Drive","38.121028","-122.579268","0.2","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.579268 38.121028)"
"Maintenance: Chicken Ranch Beach Mow","Chicken Ranch Beach",,"38.10949","-122.865676","0.43","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.865676 38.10949)"
"Middle Summit Access and Fuelbreak","Blithedale Summit","Middle Summit Fire Road","37.920314","-122.535311","5","Broom","Emergency Access","Completed","2018","Summer","Non-chemical","Weed whip","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.535311 37.920314)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","680 Trail","38.024159","-122.586607","0.09","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.586607 38.024159)"
"Bothin Marsh Invasive Sea Lavender Control","Bothin Marsh","Bothin Marsh","37.88527654","-122.5222092","11.1","Invasive sea lavender","Invasive species control","Completed","2021","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.5222092 37.88527654)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Water Tank and Spring Hill (Park Ridge) Fire Roads","38.02062","-122.560007","4.29","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.560007 38.02062)"
"Maintenance: Lucas Valley Mow","Lucas Valley","Bridgegate","38.036181","-122.585235","2.08","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.585235 38.036181)"
"Maintenance: Mt Burdell Mow","Mt Burdell","Pierre Joske Grove","38.144491","-122.605013","0.87","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.605013 38.144491)"
"Ring Mountain Fennel Control","Ring Mountain","Ring Mountain Fire Road, Reed Ranch Fire Road","37.91099","-122.49699","0.7","Fennel","Invasive species control","Completed","2021","Summer, Fall","Non-chemical, Chemical","Hand pull, Triclopyr (Vastlan)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49699 37.91099)"
"Cascade Canyon Broom Control","Cascade Canyon","Western areas of the preserve; west of Toyon Fire Road","37.98092","-122.61523","2.4","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2019","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.61523 37.98092)"
"Maintenance: Mt Burdell Mow","Mt Burdell","Jacinto Way","38.126565","-122.590436","1.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.590436 38.126565)"
"Maintenance: Santa Venetia Marsh Mow","Santa Venetia Marsh","Vendola West","38.018158","-122.515394","0.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.515394 38.018158)"
"Maintenance: Rush Creek Lighting & Landscape DIstrict Mow","Rush Creek Lighting & Landscape DIstrict",,"38.119211","-122.546294","0.01","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.546294 38.119211)"
"Maintenance: Black Point Mow","Black Point","Black Point Ridge","38.099756","-122.504222","2.46","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.504222 38.099756)"
"King Mountain Fuelbreak","King Mountain","Below Citron Fire Road","37.938714","-122.540694","10","Mixed vegetation","Fire fuel reduction, Invasive species control","Completed","2014","Spring, Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.540694 37.938714)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.899467","-122.545577","0.15","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.545577 37.899467)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2012","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Maintenance: Roy's Redwoods Mow","Roy's Redwoods","Spirit Rock Trail Easement","38.015001","-122.654046","3.26","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.654046 38.015001)"
"Ring Mountain Invasive Annual Grass Control","Ring Mountain","Ring Mountain Fire Road, Taylor Fire Road","37.91057","-122.49633","0.9","Invasive annual grasses (e.g. wild oat, Italian wild rye)","Invasive species control","Completed","2020","Spring","Non-chemical","Weed whip","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49633 37.91057)"
"Maintenance: King Mountain Mow","King Mountain","Redwood Avenue Frontage","37.932998","-122.547655","0.09","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.547655 37.932998)"
"Roy’s Redwoods Broom Control","Roy's Redwoods","Roy's Redwoods Loop Trail, Dickson Ridge Fire Road","38.01813","-122.66095",,"Broom","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.66095 38.01813)"
"Cascade Canyon Grazing","Cascade Canyon","Community interface areas south of Toyon Fire Road and Toyon Tanks Fire Road and east of the Cascade Drive entrance","37.98033676","-122.6053836","20","Mixed vegetation","Fire fuel reduction","Completed","2020","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6053836 37.98033676)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2017","Summer","Chemical","Triclopyr (Garlon)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"McNears Fire Fuel Reduction","McNear's Beach Park","Marin Bay Park boundary","37.99363501","-122.4549361","6.8","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Summer","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.4549361 37.99363501)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.896253","-122.550212","0.17","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.550212 37.896253)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Fox Lane and nearby homes","38.004065","-122.567057","0.37","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.567057 38.004065)"
"James Black Circle","Pacheco Valle","Oak Forest Road","38.04767629","-122.5390436","2.6","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5390436 38.04767629)"
"Gary Giacomini Broom Control","Gary Giacomini","White Hill Fire Road, Conifer Fire Road, East Sylvestris Fire Road, Caterpillar Trail","38.00465","-122.67159","2","Broom","Invasive species control, Fire fuel reduction","Completed","2020","Spring","Non-chemical","Hand pull","Parks Resources Team, Volunteers",,"2022-01-04T00:00:00.000","POINT (-122.67159 38.00465)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Horseshoe Fire Road","37.929975","-122.559485","1.34","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.559485 37.929975)"
"Alto Bowl Fuelbreak","Alto Bowl","Bob Middagh Trail, Horse Hill Trail","37.916609","-122.52044","18","Broom","Fire fuel reduction, Invasive species control","Completed","2012","Fall","Non-chemical","Cut","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.52044 37.916609)"
"Camino Alto Fuelbreak: Phase I","Camino Alto","East of Camino Alto Fire Road (excluding northern portion)","37.91252521","-122.5280128","16","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2011","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5280128 37.91252521)"
"Blithedale Ridge Access and Fuelbreak","Blithedale Summit","Blithedale Ridge Fire Road from Corte Madera Ridge intersection to Two Tanks intersection","37.925509","-122.552242","11","Broom","Fire fuel reduction","Completed","2018","Winter","Non-chemical","Hand pull","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.552242 37.925509)"
"Maintenance: Rush Creek Lighting & Landscape DIstrict Mow","Rush Creek Lighting & Landscape DIstrict","between curb and fence; 12"" inside fence; in swing radius of gate","38.121282","-122.54788","0.02","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.54788 38.121282)"
"Maintenance: Loma Alta Prune","Loma Alta","Smith Ridge Fire Road","38.014553","-122.607775","5.24","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.607775 38.014553)"
"Del Norte Oaks","San Pedro Mountain","Oakcrest Drive","38.00266354","-122.5195919","0.2","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Fall","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5195919 38.00266354)"
"Alto Bowl Fuelbreak","Alto Bowl","Bob Middagh Trail, Horse Hill Trail","37.916609","-122.52044","18","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2017","Summer","Chemical","Triclopyr (Garlon)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.52044 37.916609)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","DEL HARO","37.994985","-122.547542","1.49","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.547542 37.994985)"
"Ryder Ridge Access and Fuelbreak","Blithedale Summit","Blithedale Ridge Fire Road from south end to Corte Madera Ridge Fire Road intersection","37.91938","-122.547433","16","Mixed vegetation","Fire fuel reduction","Completed","2021","Summer","Non-chemical","Weed whip","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.547433 37.91938)"
"Maintenance: Mt Burdell Mow","Mt Burdell","Woodleaf Court","38.12312","-122.581963","0.36","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.581963 38.12312)"
"Maintenance: Loma Alta Prune","Loma Alta","Glen Fire Road","38.008326","-122.604923","2.24","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.604923 38.008326)"
"Maintenance: Rush Creek Park Mow","Rush Creek Park",,"38.120873","-122.54605","0.8","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.54605 38.120873)"
"Ring Mountain Invasive Annual Grass Control","Ring Mountain","Ring Mountain Fire Road, Taylor Fire Road","37.91057","-122.49633","0.4","Invasive annual grasses (e.g. wild oat, Italian wild rye)","Invasive species control","Completed","2021","Spring","Non-chemical","Weed whip","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49633 37.91057)"
"Maintenance: Stafford Lake Mow","Stafford Lake","Gatehouse overflow lot, adjacent gatehouse exit road","38.116183","-122.649578","0.37","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"flail mower as needed","2022-01-04T00:00:00.000","POINT (-122.649578 38.116183)"
"Maintenance: Black Point Mow","Black Point",,"38.113538","-122.507011","0.01","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.507011 38.113538)"
"Maintenance: Mt Burdell Mow","Mt Burdell","199 Butterfield Drive","38.125045","-122.575862","0.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.575862 38.125045)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Cherry Hill to Heather Way","38.016315","-122.552808","1.88","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.552808 38.016315)"
"Maintenance: Camino Alto Mow","Camino Alto","Corte Madera Ave","37.92087","-122.530397","0.04","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.530397 37.92087)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.895576","-122.551533","0.28","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.551533 37.895576)"
"King Mountain Fuelbreak","King Mountain","Below Citron Fire Road","37.938714","-122.540694","10","Acacia, Broom","Fire fuel reduction, Invasive species control","Completed","2018","Summer","Non-chemical","Grazing, Thinning","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.540694 37.938714)"
"Roy’s Redwoods Broom Control","Roy's Redwoods","Roy's Redwoods Loop Trail, Dickson Ridge Fire Road","38.01813","-122.66095","2.7","Broom","Invasive species control, Fire fuel reduction","Completed","2021","Spring, Summer, Fall","Non-chemical","Hand pull, Cut","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.66095 38.01813)"
"Maintenance: Mt Burdell Mow","Mt Burdell","254 Butterfield Drive","38.126067","-122.578167","0.04","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.578167 38.126067)"
"Bothin Marsh Invasive Sea Lavender Control","Bothin Marsh","Bothin Marsh","37.88527654","-122.5222092","9.2","Invasive sea lavender","Invasive species control","Completed","2020","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.5222092 37.88527654)"
"Maintenance: Pacheco Valle Mow","Pacheco Valle","Alameda del Prado","38.047234","-122.534946","0.65","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.534946 38.047234)"
"Maintenance: White House Pool Mow","White House Pool",,"38.062825","-122.817191","0.57","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow","Ranger - Parks","As Needed","2022-01-04T00:00:00.000","POINT (-122.817191 38.062825)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.897918","-122.546279","1.41","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.546279 37.897918)"
"Maintenance: Terra Linda/Sleepy Hollow Prune","Terra Linda Sleepy Hollow","Irving Fire Road","38.012966","-122.578063","2.26","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Other","As Needed","2022-01-04T00:00:00.000","POINT (-122.578063 38.012966)"
"Maintenance: Tam Valley Mow","Tam Valley","North of Durant/Via Recodo intersection","37.870648","-122.532707","0.3","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.532707 37.870648)"
"Maintenance: Gary Giacomini Mow","Gary Giacomini","Edgewood Trail","37.999281","-122.641881","1.72","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.641881 37.999281)"
"King Mountain Fuelbreak","King Mountain","Above Citron Fire Road","37.939359","-122.542514","10","Acacia, Broom, Eucalyptus","Fire fuel reduction, Invasive species control","Completed","2013","Fall","Non-chemical","Cut","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Old Saint Hilary's Pampas Grass Control","Old St. Hilary's","Vistazo Fire Road","37.88294","-122.45428","1.2","Pampas/jubata grass","Invasive species control","Completed","2020","Fall","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.45428 37.88294)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.898765","-122.548413","0.18","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.548413 37.898765)"
"Tiburon Peninsula Club Acacia","Old St. Hilary's","Mar West Street","37.879341","-122.4572653","1.1","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.4572653 37.879341)"
"Camino Alto Fuelbreak: Phase III","Camino Alto","East of Camino Alto Fire Road in the north, plus areas east of Escalon Fire Road in the region north of the intersection with Del Casa Fire Road","37.9155003","-122.5273579","15","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2013","Spring","Non-chemical","Burn piles","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5273579 37.9155003)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2016","Summer","Chemical","Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Maintenance: Deer Island Mow","Deer Island","DeBorba Trail","38.100119","-122.537604","1.41","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.537604 38.100119)"
"Terra Linda/Sleepy Hollow Goatgrass Control","Terra Linda Sleepy Hollow","Cherry Hill Fire Road, Terra Linda Ridge Fire Road, Del Ganado Fire Road, Luiz Ranch Fire Road, Irving Fire Road, 680 Trail","38.01947","-122.58045","11","Goatgrass","Invasive species control","Completed","2021","Spring","Non-chemical","Hand pull, Weed whip","Parks Resources Team, Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.58045 38.01947)"
"Old Saint Hilary’s Acacia Control","Old St. Hilary's","Vistazo Fire Road, Mar West Street","37.88193","-122.45747","5","Acacia","Fire fuel reduction, Invasive species control","Completed","2020","Spring, Summer, Fall, Winter","Non-chemical, Chemical","Hand pull, Cut, Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.45747 37.88193)"
"Camino Alto Fuelbreak: Phase II","Camino Alto","Around Del Casa Fire Road as well as near Val Vista Trail","37.90959083","-122.5320033","15","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2012","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5320033 37.90959083)"
"Maintenance: Roy's Redwoods Mow","Roy's Redwoods","Roy's Redwoods Loop Trail","38.022089","-122.657226","0.57","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger Seasonal",,"2022-01-04T00:00:00.000","POINT (-122.657226 38.022089)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Greenwood Fire Road","37.914207","-122.543517","0.6","Mixed vegetation","Emergency Access",,"2022",,"Non-chemical","Mow","Conservation Corps North Bay","As Needed","2022-01-04T00:00:00.000","POINT (-122.543517 37.914207)"
"Maintenance: Camino Alto Mow","Camino Alto","Marlin Fire Road","37.906588","-122.535069","0.78","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.535069 37.906588)"
"Maintenance: Blithedale Summit Prune","Blithedale Summit","Elinor Fire Rd","37.915421","-122.543005","3.78","Mixed woody vegetation","Emergency Access",,"2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.543005 37.915421)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Del Ganado Road to De La Guerra","38.020055","-122.574512","0.67","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.574512 38.020055)"
"Maintenance: White House Pool Mow","White House Pool",,"38.062782","-122.814761","0.25","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow","Ranger - Parks","As Needed","2022-01-04T00:00:00.000","POINT (-122.814761 38.062782)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Emergency access, Fire fuel reduction","Completed","2021","Winter","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Maintenance: Ring Mountain Mow","Ring Mountain","Endeavor Fire RoadGate","37.911991","-122.498916","0.01","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.498916 37.911991)"
"Camino Alto Fuelbreaks: Phases I-III","Camino Alto","Eastern portions of the preserve","37.91240262","-122.5293301","46","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2019","Spring","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5293301 37.91240262)"
"Old Saint Hilary's Broom Control","Old St. Hilary's","Heathcliff Fire Road, Vistazo Fire Road","37.88367","-122.45436",,"Broom","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team, Volunteers",,"2022-01-04T00:00:00.000","POINT (-122.45436 37.88367)"
"Maintenance: Eldred Mow","Eldred","Eldred Preserve","38.071598","-122.808078","0.07","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.808078 38.071598)"
"Camino Alto Fuelbreak: Phase I","Camino Alto","East of Camino Alto Fire Road (excluding northern portion)","37.91252521","-122.5280128","16","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2010","Fall","Non-chemical","Cut","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5280128 37.91252521)"
"Maintenance: Camino Alto Prune","Camino Alto","Del Casa Fire Road","37.910131","-122.530556","2.21","Mixed woody vegetation","Emergency Access",,"2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.530556 37.910131)"
"Sanchez Way","Verissimo Hills","Sanchez Way","38.11038787","-122.6285982","2.1","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Fall","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6285982 38.11038787)"
"Kent Woodlands","Baltimore Canyon","Blue Ridge Road","37.93825796","-122.556143","15","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Spring","Non-chemical","Burn piles","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.556143 37.93825796)"
"Maintenance: Mt Burdell Mow","Mt Burdell","Andreas Court Hand Work","38.1281","-122.601569","0.94","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.601569 38.1281)"
"Maintenance: Creekside Park Mow","Creekside Park",,"37.949593","-122.538088","0.73","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.538088 37.949593)"
"French Ranch Broom Control","French Ranch","Moon Hill Trail, Barnabe Mountain Fire Road, Top Flight Trail, School Trail","38.02417","-122.672",,"Broom","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.672 38.02417)"
