"woreda","age","sex","head_hh","sex_hh","main_livelihood","number_in_hh","disabilities","camels_gc","camels_mc","camels_pc","total_camel","cattle_gc","cattle_mc","cattle_pc","total_cattle","sheep_gc","sheep_mc","sheep_pc","total_sheep","goats_gc","goats_pc","goats_mc","total_goats","camels_dry_2004ec","camels_die_2004ec","camel_sold_2004ec","camels_dry_2005ec","camels_sold_2005ec","camel_dry_2006ec","camels_die_2006ec","camel_sold_2006ec","cattle_dry_2004ec","cattle_die_2004ec","cattle_sold_2004ec","cattle_dry_2005ec","cattle_die_2005ec","cattle_sold_2005ec","cattle_dry_2006ec","cattle_die_2006ec","sheep_dry_2004ec","sheep_die_2004ec","sheep_sold_2004ec","sheep_dry_2005ec","sheep_die_2005ec","sheep_sold_2005ec","sheep_dry_2006ec","sheep_die_2006ec","sheep_sold_2006ec","goats_dry_2004ec","goats_die_2004ec","goats_sold_2004ec","goats_dry_2005ec","goats_die_2005ec","goats_sold_2005ec","goats_dry_2006ec","goats_die_2006ec","goats_sold_2006ec","lost_pasture","lost_disease","lost_water","lost_theft","migrate_jan","migrate_feb","migrate_mar","migrate_apr","migrate_may","migrate_jun","migrate_jul","migrate_aug","migrate_sept","migrate_oct","migrate_nov","migrate_dec","move_pasture","times_migrated","number_days_migrated","migrate_experience","migrate_scout","migrate_dagu","migration_govt","migration_other","migration_other_text","best_info_source","reliable_scouting","reliable_dagu","reliable_government","reliable_experience","reliable_other","coping_strategy_csa","coping_strategy_csb","coping_strategy_csc","coping_strategy_csd","coping_strategy_csi_score","coping_strategy_cse","coping_strategy_cs2","coping_strategy_drought_threat","coping_strategy_flood_threat","coping_strategy_too_much","coping_strategy_early_rain","coping_strategy_late_rain","coping_strategy_hail_threat","coping_strategy_wind_threat","coping_strategy_landslide","coping_strategy_cold_threat","coping_strategy_heat_threat","coping_strategy_livestock","coping_strategy_crop_disease","coping_strategy_other_threat","coping_strategy_other_threat_1","coping_strategy_risk_actions","coping_strategy_other_risk","coping_strategy_food_jan","coping_strategy_food_feb","coping_strategy_food_mar","coping_strategy_food_apr","coping_strategy_food_may","coping_strategy_food_june","coping_strategy_food_july","coping_strategy_food_aug","coping_strategy_food_sep","coping_strategy_food_oct","coping_strategy_food_nov","coping_strategy_food_dec","coping_strategy_food_stock","coping_strategy_water_and","coping_strategy_water_and_1","coping_strategy_water_and_2","coping_strategy_water_and_3","coping_strategy_water_and_4","coping_strategy_water_and_5","coping_strategy_water_and_6","coping_strategy_water_and_7","coping_strategy_water_and_8","coping_strategy_water_and_9","coping_strategy_water_and_10","coping_strategy_water_and_11","coping_strategy_water_and_12","coping_strategy_water_and_13","coping_strategy_water_and_14","coping_strategy_water_and_15","coping_strategy_water_and_16","coping_strategy_water_and_17","coping_strategy_water_and_18","coping_strategy_water_and_19","coping_strategy_water_and_20","coping_strategy_water_and_21","coping_strategy_water_and_22","coping_strategy_water_and_23","coping_strategy_water_and_24","coping_strategy_water_and_25","cattle_sold_2006ec","camels_die_2005ec"
"Dolo_Mena","41-50","Male","true","---","Livestock_and_Farming","10","false","10","0","0","10","10","6","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","0","2","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","Yes","Yes","yes","yes","No","No","No","No","No","No","No","No","No","No","Yes","2","1","yes","yes","No","yes","No","---","govt_early_warning","Less","Same","Less","Less","Same","1","2","3","1","76.795","2","true","true","false","false","false","true","true","true","false","true","true","true","true","false","---","borrow","---","false","false","false","false","false","true","true","true","true","false","false","false","3","Unprotected_well","1","60","1","false","Unprotected_well","false","---","Crop","Crop","Inc","govt","---","Inc","govt","---","Inc","inputs","---","true","new_crop","---","true","Ethiopian_gov","---","false","3","0"
"Lege_Hida","21-30","Female_","true","---","Livestock_and_Farming","3","false","20 or more","3","0","6","0","4","1","5","0","0","0","0","20 or more","0","2","4","0","0","0","0","0","0","0","0","20 or more","20 or more","3","20 or more","20 or more","2","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","20 or more","20 or more","20 or more","1","2","20 or more","1","20 or more","Yes","No","Yes","No","yes","yes","No","No","No","yes","yes","No","No","No","No","No","Yes","2","1","No","yes","No","yes","No","---","Previous_experience","Same","Less","Same","Same","Less","6","7","2","3","41.095","2","false","false","false","false","false","true","false","true","false","true","true","true","true","false","---","borrow","---","true","true","false","false","false","true","true","false","false","false","false","false","9","Unprotected_well","1","180","3","true","Unprotected_well","true","Yes","Crop","Crop","same","---","---","same","---","---","same","---","---","true","new_crop","---","true","Ethiopian_gov","---","false","0","0"
"Meda_Welabu","21-30","Female_","true","---","Livestock_and_Farming","8","false","0","0","0","0","20 or more","0","2","7","0","0","0","0","20 or more","0","0","5","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","3","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","20 or more","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Previous_experience","Less","Less","Same","Same","Less","0","0","0","0","100","0","false","true","false","false","false","true","true","true","false","true","true","false","true","false","---","borrow","---","true","true","false","true","false","true","true","false","false","false","false","true","5","distribution_pt","4","45","1","true","distribution_pt","true","No","Crop","Crop","Dec","price","---","Dec","climate","---","Dec","climate","---","false","---","---","true","Ethiopian_gov","---","true","2","0"
"Lege_Hida","51-60","Female_","true","---","Farming","6","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","No","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","3","1","2","60.73","7","false","true","false","true","true","true","true","true","false","true","true","true","true","false","---","borrow","---","false","false","false","true","false","true","true","false","false","false","false","false","4","Unprotected_well","1","120","3","false","Unprotected_well","false","---","Crop","Crop","Dec","price","---","Dec","govt","---","---","---","---","false","management_plan","---","false","Ethiopian_gov","---","false","---","---"
"Dolo_Mena","21-30","Male","true","---","Livestock","3","false","0","0","0","0","20 or more","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","0","1","20 or more","20 or more","1","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","No","Yes","yes","yes","No","No","No","No","No","No","No","No","No","yes","Yes","2","1","yes","No","No","yes","No","---","Scouting","Less","Less","Same","Same","Less","0","0","0","0","100","0","false","true","false","true","true","true","true","false","false","true","true","true","true","false","---","new_crop","---","true","true","true","false","false","true","true","false","false","false","false","true","7","River","1","60","1","true","River","false","---","Crop","Crop","Inc","inputs","---","---","---","---","Inc","inputs","---","true","new_crop","---","true","Ethiopian_gov","---","false","1","0"
"Dolo_Mena","41-50","Male","true","---","Farming","10","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","2","1","82.15","1","true","true","false","true","false","true","false","true","false","true","true","true","true","false","---","borrow","---","true","true","false","false","false","false","false","false","false","false","false","true","3","River","1","30","1","true","River","false","---","Crop","Crop","Inc","govt","---","Inc","inputs","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","false","---","---"
"Dolo_Mena","31-40","Male","true","---","Farming","3","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","5","2","1","62.515","2","false","true","false","true","true","true","true","true","false","true","true","true","true","false","---","borrow","---","true","true","true","false","false","false","false","false","false","false","false","true","4","River","2","60","1","false","River","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","false","---","---","false","---","---"
"Meda_Welabu","31-40","Female_","true","---","Farming","8","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","5","3","3","50.02","2","true","true","true","true","true","true","true","true","true","true","true","true","true","true","1","borrow","---","true","true","false","true","false","true","true","false","false","false","false","true","4","distribution_pt","4","15","1","true","distribution_pt","false","---","Crop","Crop","Inc","govt","---","Inc","inputs","---","---","---","---","true","new_crop water_harvest","---","false","---","---","false","---","---"
"Dolo_Mena","21-30","Female_","true","---","Farming","6","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","100","0","true","true","false","true","true","true","true","true","false","true","true","true","true","true","2","borrow","---","false","false","false","true","false","true","true","true","false","false","false","false","6","River","1","20","1","true","River","false","---","Crop","Crop","Inc","govt","---","Inc","inputs","---","---","---","---","true","new_crop","---","false","---","---","false","---","---"
"Lege_Hida","<=20 years","Female_","true","---","Livestock_and_Farming","2","false","20 or more","0","3","5","20 or more","8","1","11","0","0","0","0","20 or more","0","0","6","0","0","0","0","0","0","0","4","20 or more","0","0","20 or more","20 or more","2","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","2","0","20 or more","1","20 or more","Yes","Yes","Yes","Yes","yes","yes","No","No","No","No","No","No","No","No","No","No","Yes","2","1","yes","yes","No","yes","No","---","Previous_experience","more","Same","more","more","Same","1","1","2","1","75.01","6","true","true","false","false","true","true","true","true","false","true","true","true","true","true","2","borrow","---","false","false","false","true","false","true","true","true","false","false","false","false","4","Unprotected_well","1","60","1","false","Unprotected_well","false","---","Crop","Crop","Dec","govt","---","Dec","govt","---","Dec","govt","---","false","management_plan","---","true","Ethiopian_gov","---","false","2","0"
"Meda_Welabu",">60","Male","true","---","Livestock_and_Farming","2","true","0","0","0","0","20 or more","0","0","2","0","0","0","0","20 or more","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","20 or more","20 or more","20 or more","4","3","20 or more","20 or more","20 or more","Yes","Yes","No","Yes","yes","yes","yes","No","No","No","No","No","No","No","No","yes","Yes","2","1","yes","yes","No","yes","No","---","Previous_experience","Less","Same","Same","Less","Same","4","5","3","1","62.515","1","false","true","true","true","true","true","true","true","false","true","true","true","true","true","1","borrow","---","true","true","true","false","false","true","false","false","false","false","false","true","3","distribution_pt","4","10","1","true","distribution_pt","true","Yes","Crop","Crop","Dec","climate","---","Dec","climate","---","Dec","price","---","false","---","---","true","Ethiopian_gov","---","false","2","0"
"Meda_Welabu","21-30","Female_","true","---","Farming","5","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","100","0","false","true","true","true","true","true","true","true","false","true","true","true","true","true","1","borrow","---","true","true","true","true","false","true","true","false","false","false","false","true","5","distribution_pt","4","15","1","true","distribution_pt","true","Yes","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","false","---","---"
"Meda_Welabu","21-30","Female_","true","---","Farming","12","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","2","69.655","3","false","false","false","false","false","false","false","false","false","false","false","false","true","false","---","wild_food reduce_meal","---","false","false","false","false","false","false","false","false","false","false","false","false","6","Unprotected_well","1","30","2","false","Protected_Well","false","---","Crop","Crop Livestock","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","true","DK","---","true","---","---"
"Meda_Welabu","21-30","Female_","true","---","Livestock_and_Farming","5","false","20 or more","1","2","5","1","2","2","5","1","0","1","2","0","1","1","2","0","0","0","0","0","0","0","0","0","0","1","20 or more","20 or more","10","20 or more","20 or more","10","5","20 or more","12","12","12","12","8","12","20 or more","1","12","15","12","12","12","20 or more","0","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","3","2","yes","yes","No","No","No","---","Scouting","Less","Less","Less","Less","Same","1","2","3","2","73.225","1","false","false","false","true","true","true","true","true","false","false","true","false","true","false","---","spend_saving reduce_livestock","---","false","false","false","false","false","false","true","true","false","false","false","false","6","distribution_pt","4","60","2","true","distribution_pt","true","Yes","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","inputs","---","false","---","---","false","---","---","true","10","0"
"Meda_Welabu","21-30","Male","true","---","Farming","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","1","76.795","2","false","false","false","false","true","true","true","true","false","true","true","false","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","true","true","false","false","false","false","6","Unprotected_spring","1","30","2","false","Protected_spring","false","---","Crop","Crop Livestock","Inc","climate","---","Inc","climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Lege_Hida","41-50","Female_","true","---","Livestock_and_Farming","3","false","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","1","2","6","2","67.87","1","false","false","false","false","false","false","false","true","false","false","true","true","true","false","---","wild_food reduce_meal","---","true","false","false","false","false","false","false","false","false","false","false","false","3","Protected_Well","1","60","2","false","Unprotected_well","false","---","Crop","Crop Livestock","same","---","---","same","---","---","same","---","---","true","management_plan","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","21-30","Female_","true","---","Farming","5","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","5","57.16","1","false","false","false","false","false","false","false","false","false","false","true","true","true","false","---","reduce_meal rent","---","false","false","false","false","false","false","false","false","false","false","false","true","6","Unprotected_spring","3","60","3","false","Protected_spring","true","No","rent","Crop Petty_trade Agr_wage_labor","same","---","---","Dec","climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Dolo_Mena","21-30","Female_","true","---","Livestock_and_Farming","8","false","1","2","1","4","20 or more","1","0","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","2","3","yes","yes","No","No","No","---","govt_early_warning","Same","Same","Same","Same","Same","2","1","3","1","76.795","3","true","false","false","false","false","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","true","true","true","false","false","false","false","6","Unprotected_spring","2","30","3","false","Protected_spring","false","---","Crop","Crop Livestock","Dec","price","---","Inc","climate","---","Inc","price climate","---","false","---","---","false","---","---","false","0","0"
"Lege_Hida","41-50","Female_","true","---","Livestock_and_Farming","5","true","20 or more","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","No","No","No","No","No","No","No","No","yes","yes","yes","No","No","No","No","Yes","2","60","No","yes","No","No","No","---","Dagu","more","more","more","more","Same","3","1","1","1","83.935","0","false","false","false","false","true","true","false","false","false","false","false","false","false","false","---","wild_food reduce_meal","---","false","false","false","false","false","true","true","true","false","false","false","false","3","Unprotected_spring","3","120","3","false","Protected_spring","false","---","Crop","Crop Food_aid","Inc","govt climate","---","Inc","climate","---","Inc","climate","---","false","water_harvest Other_tech","haala qileesaa mijaa","true","USG","---","true","0","0"
"Lege_Hida","21-30","Female_","true","---","Farming","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","No","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","2","3","69.655","2","true","false","false","false","true","true","false","true","false","false","true","true","true","false","---","spend_saving","---","false","false","false","false","false","false","true","true","false","false","false","false","2","Unprotected_well","2","60","2","false","Unprotected_well","false","---","Livestock","Livestock","Inc","climate","---","Dec","climate","---","---","---","---","false","management_plan","---","false","Ethiopian_gov","---","true","---","---"
"Lege_Hida","21-30","Female_","true","---","Livestock_and_Farming","8","false","1","1","0","2","20 or more","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","No","Yes","Yes","No","No","No","No","No","No","yes","yes","yes","No","No","No","No","Yes","3","3","yes","yes","No","No","No","---","Scouting","Same","Same","Same","Same","Same","2","1","5","1","67.87","6","true","false","false","true","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","true","false","false","false","false","true","false","true","true","false","false","false","5","Unprotected_well","1","30","2","false","Unprotected_well","false","---","Crop","Livestock Agr_wage_labor","Inc","inputs climate","---","Inc","climate","---","same","---","---","false","management_plan","---","true","Ethiopian_gov","---","true","0","0"
"Lege_Hida","31-40","Male","true","---","Livestock_and_Farming","7","false","20 or more","0","0","2","1","0","0","1","0","0","1","1","1","0","2","3","0","0","0","0","0","0","0","0","20 or more","20 or more","0","20 or more","20 or more","1","20 or more","20 or more","1","0","1","2","0","20 or more","2","0","0","20 or more","20 or more","20 or more","1","0","1","1","0","0","No","Yes","Yes","No","No","No","No","yes","No","No","No","No","No","No","No","No","Yes","2","3","No","yes","No","No","No","---","Scouting","Same","Same","Less","Same","Same","2","1","3","1","78.58","2","false","false","false","false","false","false","false","true","false","false","true","true","true","false","---","wild_food","---","false","false","false","false","false","false","false","true","false","false","false","false","5","Protected_Well","1","120","3","false","Unprotected_well","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","Dec","climate","---","true","livestock_new","---","false","DK","---","true","5","0"
"Meda_Welabu","<=20 years","Male","true","---","Livestock_and_Farming","2","false","1","1","2","4","1","1","1","3","0","0","0","0","1","0","1","2","1","0","1","2","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","2","3","yes","yes","No","No","No","---","Previous_experience","Less","Same","Same","Same","Same","1","2","3","1","76.795","2","false","false","false","false","true","false","false","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","false","6","Protected_Well","2","30","2","false","Protected_Well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","false","0","1"
"Dolo_Mena","21-30","Male","true","---","Farming","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","3","67.87","1","true","false","false","true","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","true","true","true","true","false","false","false","6","Unprotected_spring","2","30","2","true","Protected_spring","false","---","Crop","Crop Livestock","Inc","inputs climate","---","Inc","price climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Dolo_Mena","31-40","Male","true","---","Farming","5","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","3","66.085","2","false","false","true","true","true","true","true","true","false","false","true","true","true","false","---","borrow spend_saving","---","false","false","false","false","false","false","false","true","false","false","false","false","5","Unprotected_spring","2","60","2","false","Protected_spring","false","---","Crop","Crop Livestock","Dec","govt","---","Inc","climate","---","---","---","---","true","livestock_new irrigate water_harvest","---","false","---","---","true","---","---"
"Lege_Hida","21-30","Female_","true","---","Livestock_and_Farming","5","false","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Yes","Yes","Yes","No","yes","No","No","No","No","No","No","yes","No","No","No","No","No","2","2","yes","yes","No","No","No","---","Previous_experience","Less","Same","Same","Same","Same","2","1","1","2","78.58","1","false","false","false","false","true","true","true","true","false","false","true","true","true","false","---","wild_food","---","false","false","false","false","false","true","true","true","false","false","false","false","2","Protected_Well","2","60","2","false","Unprotected_well","false","---","Crop","Livestock","Inc","price","---","Dec","climate","---","same","---","---","false","management_plan","---","true","Ethiopian_gov","---","true","0","0"
"Meda_Welabu","21-30","Female_","true","---","Livestock_and_Farming","6","false","1","1","2","4","1","2","1","4","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","20 or more","0","1","20 or more","12","10","20 or more","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","No","Yes","Yes","No","No","No","No","No","No","No","No","yes","No","No","No","No","Yes","2","3","yes","yes","No","No","No","---","Scouting","Less","Same","Same","Less","Less","1","2","3","1","75.01","3","false","false","false","false","true","true","false","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","true","true","false","false","false","false","6","distribution_pt","2","45","2","true","Protected_Well","false","---","Livestock","Crop Livestock","Dec","price climate","---","Inc","inputs climate","---","Inc","climate","---","false","---","---","false","---","---","true","0","0"
"NA","<=20 years","Male","true","---","Livestock","2","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","No","No","No","yes","No","No","No","No","No","No","No","yes","No","No","yes","Yes","1","1","yes","yes","No","yes","No","---","Previous_experience","more","Same","Same","more","Same","1","1","1","0","91.075","1","false","true","false","false","false","false","false","false","false","false","true","false","false","false","---","borrow","---","true","false","false","false","false","false","false","false","true","false","false","true","2","Unprotected_well","1","320","3","false","River","false","---","Livestock","Livestock","Dec","govt","---","---","---","---","Dec","govt","---","false","management_plan","---","false","DK","---","false","0","0"
"Meda_Welabu",">60","Female_","true","---","Farming","2","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","4","55.375","5","false","false","false","false","true","true","true","true","false","false","false","true","true","false","---","wild_food reduce_meal","---","false","false","false","false","false","false","false","false","false","false","false","false","6","Protected_Well","1","30","2","false","Protected_Well","false","---","Crop","Crop Livestock","Inc","inputs","---","Inc","inputs climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","true","---","---"
"Meda_Welabu","31-40","Male","true","---","Livestock_and_Farming","8","false","1","0","1","2","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","2","3","yes","yes","yes","No","No","---","Scouting","Less","Same","Same","Same","Same","1","2","3","4","55.375","5","false","false","false","false","true","true","true","true","false","false","true","true","true","false","---","reduce_meal sell_assets","---","false","false","false","false","false","false","false","false","true","false","false","false","3","Protected_Well","2","60","3","false","Unprotected_well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","true","0","0"
"Meda_Welabu","31-40","Female_","true","---","Livestock_and_Farming","5","false","1","2","1","4","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","1","2","1","1","82.15","1","false","false","false","false","false","false","false","false","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","true","false","false","false","false","6","Protected_Well","2","60","2","false","Protected_Well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","true","0","0"
"Lege_Hida","31-40","Male","true","---","Farming","8","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","No","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","3","1","78.58","2","true","false","false","false","false","false","false","false","false","false","false","false","false","false","---","Other_action","haala qileessaa","false","false","false","false","false","true","false","false","false","false","false","false","7","Unprotected_well","3","120","3","false","Unprotected_well","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","false","water_harvest","---","false","DK","---","true","---","---"
