SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-404950871,12/26/2016 12:19:00 PM,12/29/2016 11:27:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/29/2016 12:00:00 AM,12/29/2016 11:27:00 AM,,A,Y,N,"1216 S SALTAIR AV, 90025",1216,S,SALTAIR,AV,90025,34.04482353,-118.4655259,"(34.0448235349, -118.4655259)",631,H,5,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,862,1519,9,10,50
1-404942461,12/26/2016 12:10:00 PM,12/28/2016 11:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 11:37:00 AM,,A,Y,N,"1517 W 35TH ST, 90018",1517,W,35TH,ST,90018,34.02471782,-118.3036952,"(34.0247178214, -118.303695201)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,912,7,14,32
1-404934061,12/26/2016 12:01:00 PM,12/27/2016 09:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,12/27/2016 12:00:00 AM,12/27/2016 09:32:00 AM,,A,Y,N,"3027 E FOLSOM ST, 90063",3027,E,FOLSOM,ST,90063,34.04459913,-118.1986797,"(34.0445991275, -118.198679727)",635,C,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,24028,515,946,,9,38
1-404932991,12/26/2016 11:57:00 AM,12/31/2016 06:07:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/30/2016 12:00:00 AM,12/31/2016 06:07:00 AM,,A,Y,N,"6534 N BALBOA BLVD, 91406",6534,N,BALBOA,BLVD,91406,34.18979074,-118.5009069,"(34.1897907358, -118.500906949)",531,D,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,262,297,,3,61
1-404914211,12/26/2016 11:38:00 AM,12/30/2016 01:43:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/30/2016 12:00:00 AM,12/30/2016 01:43:00 PM,,A,Y,N,"14009 W GILMORE ST, 91401",14009,W,GILMORE,ST,91401,34.18768266,-118.4382425,"(34.1876826616, -118.43824249)",532,B,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,235,508,,5,70
1-404916641,12/26/2016 11:36:00 AM,12/29/2016 09:50:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/29/2016 12:00:00 AM,12/29/2016 09:50:00 AM,,Q,Y,N,"100 S OCCIDENTAL BLVD, 90057",100,S,OCCIDENTAL,BLVD,90057,34.07083032,-118.2800253,"(34.0708303224, -118.280025325)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,24352,556,941,,8,80
1-404899341,12/26/2016 11:19:00 AM,12/30/2016 11:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 11:03:00 AM,,A,Y,N,"3217 W 73RD ST, 90043",3217,W,73RD,ST,90043,33.97373456,-118.3293006,"(33.9737345632, -118.329300633)",703,F,1,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,759,1071,7,14,24
1-404899031,12/26/2016 11:19:00 AM,12/27/2016 08:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,12/27/2016 12:00:00 AM,12/27/2016 08:30:00 AM,,A,Y,N,"14432 W BLEDSOE ST, 91342",14432,W,BLEDSOE,ST,91342,34.32122944,-118.4472003,"(34.3212294359, -118.447200256)",482,A,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-404896981,12/26/2016 11:17:00 AM,12/30/2016 01:41:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/30/2016 12:00:00 AM,12/30/2016 01:41:00 PM,,A,Y,N,"8445 N WILLIS AVE, 91402",8445,N,WILLIS,AVE,91402,34.22449815,-118.4554607,"(34.2244981459, -118.455460739)",531,J,1,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION,19730,147,419,,3,59
1-404890801,12/26/2016 11:11:00 AM,12/28/2016 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/28/2016 12:00:00 AM,12/28/2016 01:23:00 PM,,A,Y,N,"7521 N SIMPSON AVE, 91605",7521,N,SIMPSON,AVE,91605,34.20710447,-118.3892445,"(34.2071044686, -118.389244539)",532,H,4,North Valley APC,2,Paul Krekorian,23,NORTH HOLLYWOOD NORTHEAST NC,NORTH HOLLYWOOD,8888,168,1273,,5,14
1-404887791,12/26/2016 11:04:00 AM,12/27/2016 01:39:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,12/27/2016 12:00:00 AM,12/27/2016 01:39:00 PM,,A,Y,N,"15153 W FOOTHILL BLVD, 91342",15153,W,FOOTHILL,BLVD,91342,34.32314287,-118.4631446,"(34.3231428733, -118.463144602)",481,H,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,45,291,,1,47
1-404883831,12/26/2016 10:59:00 AM,12/30/2016 09:06:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/30/2016 12:00:00 AM,12/30/2016 09:06:00 AM,,A,Y,N,"15343 W VANOWEN ST, 91406",15343,W,VANOWEN,ST,91406,34.19405598,-118.4679521,"(34.1940559786, -118.467952077)",531,H,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,228,295,,3,18
1-404882661,12/26/2016 10:55:00 AM,12/28/2016 12:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/28/2016 12:00:00 AM,12/28/2016 12:23:00 PM,,A,Y,N,"5047 N BAKMAN AVE, 91601",5047,N,BAKMAN,AVE,91601,34.16218364,-118.3775513,"(34.1621836398, -118.377551348)",562,J,3,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,210,322,,5,13
1-404872821,12/26/2016 10:43:00 AM,12/28/2016 07:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/28/2016 12:00:00 AM,12/28/2016 07:47:00 AM,,A,Y,N,"20219 W LASSEN ST, 91311",20219,W,LASSEN,ST,91311,34.25012364,-118.574121,"(34.250123635, -118.574120959)",500,D,5,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,100,235,,2,43
1-404871731,12/26/2016 10:41:00 AM,12/30/2016 09:17:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:17:00 AM,,Q,Y,N,"4687 W 63RD ST, 90043",4687,W,63RD,ST,90043,33.98209831,-118.3581708,"(33.9820983142, -118.358170818)",673,C,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,757,1041,7,14,24
1-404861681,12/26/2016 10:32:00 AM,12/30/2016 11:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 11:37:00 AM,,A,Y,N,"16550 W VANOWEN ST, 91406",16550,W,VANOWEN,ST,91406,34.1936443,-118.494212,"(34.1936443031, -118.494211951)",531,E,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,262,297,,3,61
1-404858721,12/26/2016 10:28:00 AM,12/31/2016 07:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/31/2016 12:00:00 AM,12/31/2016 07:25:00 AM,,A,Y,N,"12219 W TERRA BELLA ST, 91331",12219,W,TERRA BELLA,ST,91331,34.27209792,-118.3996153,"(34.2720979172, -118.399615305)",502,F,2,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,18,1370,,1,11
1-404851851,12/26/2016 10:23:00 AM,12/29/2016 12:01:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 12:01:00 PM,,Q,Y,N,"2401 W OCEAN VIEW AVE, 90057",2401,W,OCEAN VIEW,AVE,90057,34.06280885,-118.277589,"(34.0628088549, -118.27758899)",634,C,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,24352,560,690,,11,63
1-404843351,12/26/2016 10:17:00 AM,01/03/2017 11:19:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/03/2017 11:19:00 AM,,Q,Y,N,"1265 N ST ANDREWS PL, 90038",1265,N,ST ANDREWS,PL,90038,34.09434383,-118.3112572,"(34.0943438281, -118.311257186)",593,H,5,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD,23669,425,412,,8,57
1-404842821,12/26/2016 10:15:00 AM,12/29/2016 09:16:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 09:16:00 AM,,A,Y,N,"104 E 76TH ST, 90003",104,E,76TH,ST,90003,33.97119284,-118.2736084,"(33.9711928377, -118.273608448)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22352,793,998,7,13,46
1-404832071,12/26/2016 10:08:00 AM,12/27/2016 01:22:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/27/2016 12:00:00 AM,12/27/2016 01:22:00 PM,,A,Y,N,"2421 N JOHNSTON ST, 90031",2421,N,JOHNSTON,ST,90031,34.07442936,-118.2105441,"(34.0744293553, -118.210544125)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,488,516,,11,1
1-404826661,12/26/2016 09:54:00 AM,12/29/2016 01:05:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/29/2016 12:00:00 AM,12/29/2016 01:05:00 PM,,Q,Y,N,"3552 N STONEHILL PL, 91423",3552,N,STONEHILL,PL,91423,34.13569164,-118.4298787,"(34.1356916376, -118.429878748)",562,C,6,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,341,697,11,7,83
1-404822411,12/26/2016 09:52:00 AM,12/27/2016 12:10:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/27/2016 12:00:00 AM,12/27/2016 12:10:00 PM,,A,Y,N,"6930 N ETIWANDA AVE, 91335",6930,N,ETIWANDA,AVE,91335,34.19653204,-118.5315858,"(34.1965320422, -118.531585765)",530,J,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,264,578,,4,12
1-404817431,12/26/2016 09:42:00 AM,12/28/2016 11:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/28/2016 12:00:00 AM,12/28/2016 11:28:00 AM,,A,Y,N,"250 S AVENUE 50, 90042",250,S,AVENUE 50,,90042,34.10281479,-118.200727,"(34.1028147933, -118.200727028)",595,B,4,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,375,588,,11,93
1-404799401,12/26/2016 09:09:00 AM,07/10/2017 12:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/06/2017 12:00:00 AM,07/10/2017 11:56:00 AM,55,Q,Y,N,"14237 W ERWIN ST, 91401",14237,W,ERWIN,ST,91401,34.18373949,-118.4434855,"(34.1837394856, -118.443485484)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-404785511,12/26/2016 08:42:00 AM,12/27/2016 09:39:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/27/2016 12:00:00 AM,12/27/2016 09:39:00 AM,,A,Y,N,"7900 N RESEDA BLVD, 91335",7900,N,RESEDA,BLVD,91335,34.21425408,-118.5359181,"(34.2142540794, -118.535918143)",530,J,3,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY,18909,254,283,,2,12
1-404785331,12/26/2016 08:40:00 AM,12/28/2016 01:41:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/28/2016 12:00:00 AM,12/28/2016 01:41:00 PM,,A,Y,N,"11437 W OXNARD ST, 91606",11437,W,OXNARD,ST,91606,34.17955105,-118.3802138,"(34.1795510505, -118.380213787)",532,J,7,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8889,195,277,,5,13
1-404785391,12/26/2016 08:40:00 AM,12/30/2016 09:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:24:00 AM,,A,Y,N,"9300 S WESTERN AVE, 90047",9300,S,WESTERN,AVE,90047,33.95176116,-118.3088506,"(33.9517611639, -118.308850628)",703,H,4,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,779,1169,7,14,20
1-404773001,12/26/2016 08:07:00 AM,12/30/2016 09:40:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:40:00 AM,,Q,Y,N,"VAN NESS AVE AT HYDE PARK BLVD, 90047",,,,,90047,33.98438812,-118.3177223,"(33.9843881182, -118.317722281)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1506,7,14,24
1-404769041,12/26/2016 07:58:00 AM,12/27/2016 02:30:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/27/2016 12:00:00 AM,12/27/2016 02:30:00 PM,,A,Y,N,"12480 W CULVER BLVD, 90066",12480,W,CULVER,BLVD,90066,33.98890909,-118.4221716,"(33.9889090919, -118.422171611)",672,D,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,920,441,10,10,85
1-404757969,12/26/2016 07:23:00 AM,01/03/2017 08:51:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WV,01/02/2017 12:00:00 AM,01/03/2017 08:51:00 AM,31,A,Y,,"5222 ALHAMA DR, 91364",5222,,ALHAMA,DR,91364,34.16435009,-118.5943925,"(34.1643500856, -118.594392477)",560,B,3,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,312,1491,,4,49
1-404758929,12/26/2016 07:17:00 AM,12/30/2016 04:22:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,EV,12/30/2016 12:00:00 AM,12/30/2016 04:22:00 PM,,A,Y,,"14757 W LULL ST, 91405",14757,W,LULL,ST,91405,34.20986826,-118.4549344,"(34.2098682594, -118.454934398)",531,J,3,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,218,263,,3,18
1-404758814,12/26/2016 07:02:00 AM,12/29/2016 08:48:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WV,12/29/2016 12:00:00 AM,12/29/2016 08:48:00 AM,,A,Y,,"6829 N WHITE OAK AVE, 91335",6829,N,WHITE OAK,AVE,91335,34.19480951,-118.518813,"(34.1948095107, -118.518813017)",531,B,6,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,264,245,,4,12
1-404673151,12/25/2016 05:32:00 PM,12/27/2016 09:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,12/27/2016 12:00:00 AM,12/27/2016 09:21:00 AM,,A,Y,N,"3737 N STOCKBRIDGE AVE, 90032",3737,N,STOCKBRIDGE,AVE,90032,34.08866372,-118.1635743,"(34.0886637218, -118.163574299)",595,G,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,502,609,,9,91
1-404663941,12/25/2016 04:52:00 PM,12/29/2016 08:38:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 08:38:00 AM,,Q,Y,N,"1961 E 16TH ST, 90021",1961,E,16TH,ST,90021,34.02173322,-118.2376773,"(34.0217332233, -118.237677289)",674,G,1,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,533,1287,7,9,76
1-404644321,12/25/2016 03:28:00 PM,12/27/2016 12:25:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/27/2016 12:00:00 AM,12/27/2016 12:25:00 PM,,A,Y,N,"832 E MONTECITO DR, 90031",832,E,MONTECITO,DR,90031,34.08975663,-118.2003442,"(34.0897566325, -118.20034417)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK,23448,490,606,,11,92
1-404635441,12/25/2016 02:41:00 PM,01/06/2017 02:18:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,NC,12/31/2016 12:00:00 AM,01/06/2017 02:18:00 PM,57,A,Y,N,"630 N BUNKER HILL AVE, 90012",630,N,BUNKER HILL,AVE,90012,34.06210857,-118.2442789,"(34.0621085739, -118.244278891)",634,G,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL,22728,538,449,,11,28
1-404621481,12/25/2016 12:49:00 PM,12/27/2016 08:59:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,SLA,12/27/2016 12:00:00 AM,12/27/2016 08:59:00 AM,,A,Y,,"4176 S BUCKINGHAM ROAD, 90008",4176,S,BUCKINGHAM,ROAD,90008,34.01037271,-118.344012,"(34.0103727065, -118.344012032)",673,D,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,761,1032,7,12,54
1-404618171,12/25/2016 11:58:00 AM,12/28/2016 08:20:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 08:20:00 AM,,A,Y,N,"530 W 48TH ST, 90037",530,W,48TH,ST,90037,33.99954538,-118.2838789,"(33.9995453807, -118.283878882)",674,B,4,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,739,896,7,13,2
1-404607171,12/25/2016 10:19:00 AM,12/29/2016 08:09:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,SLA,12/29/2016 12:00:00 AM,12/29/2016 08:09:00 AM,,Q,Y,N,"50TH ST AT MAIN ST, 90037",,,,,90037,33.9974145,-118.2739987,"(33.9974144995, -118.273998712)",674,C,4,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,737,988,7,13,
1-404517751,12/24/2016 06:52:00 PM,12/27/2016 08:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 08:46:00 AM,,A,Y,N,"2829 S WESTERN AVE, 90018",2829,S,WESTERN,AVE,90018,34.02921252,-118.3091797,"(34.0292125199, -118.309179677)",633,H,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,686,919,7,12,19
1-404521671,12/24/2016 06:51:00 PM,12/27/2016 09:59:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 09:59:00 AM,,A,Y,N,"2205 S CRENSHAW BLVD, 90016",2205,S,CRENSHAW,BLVD,90016,34.03818848,-118.3323292,"(34.0381884848, -118.332329205)",633,E,6,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23077,656,1111,,12,69
1-404517631,12/24/2016 06:46:00 PM,12/27/2016 10:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 10:23:00 AM,,A,Y,N,"2450 S CRENSHAW BLVD, 90016",2450,S,CRENSHAW,BLVD,90016,34.03401145,-118.3341241,"(34.034011446, -118.334124147)",633,E,6,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,657,903,7,12,19
1-404508201,12/24/2016 06:12:00 PM,12/28/2016 10:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 10:14:00 AM,,A,Y,N,"1476 W 37TH PL, 90018",1476,W,37TH,PL,90018,34.01986048,-118.302716,"(34.0198604814, -118.30271601)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-404509071,12/24/2016 06:10:00 PM,12/28/2016 10:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 10:14:00 AM,,A,Y,N,"1477 W 37TH PL, 90018",1477,W,37TH,PL,90018,34.02007147,-118.3027133,"(34.0200714744, -118.302713278)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-404474801,12/24/2016 03:04:00 PM,12/29/2016 10:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 10:03:00 AM,,A,Y,N,"1466 E 21ST ST, 90011",1466,E,21ST,ST,90011,34.01984235,-118.2479974,"(34.019842354, -118.247997357)",674,F,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,707,969,7,13,6
1-404457511,12/24/2016 02:37:00 PM,12/28/2016 11:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 11:21:00 AM,,A,Y,N,"1124 W EXPOSITION BLVD, 90007",1124,W,EXPOSITION,BLVD,90007,34.01802655,-118.2953116,"(34.0180265453, -118.295311623)",674,A,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23668,729,1150,7,14,32
1-404457020,12/24/2016 02:25:00 PM,01/13/2017 09:57:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,NC,12/30/2016 12:00:00 AM,01/13/2017 09:57:00 AM,56,Q,Y,N,"HELIOTROPE DR AT CLINTON ST, 90004",,,,,90004,34.0809942,-118.2953465,"(34.0809942042, -118.295346532)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,453,933,16,8,89
1-404457109,12/24/2016 02:25:00 PM,12/29/2016 08:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,NC,12/29/2016 12:00:00 AM,12/29/2016 08:44:00 AM,,Q,Y,,"OCEAN VIEW AVE AT PARK VIEW ST, 90057",,,,,90057,34.06269598,-118.2774237,"(34.062695979, -118.277423696)",634,C,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,24352,560,690,,11,63
1-404451581,12/24/2016 02:07:00 PM,12/28/2016 08:17:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 08:17:00 AM,52,A,Y,N,"3236 W 27TH ST, 90018",3236,W,27TH,ST,90018,34.03046975,-118.319984,"(34.0304697516, -118.319984035)",633,G,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,659,917,7,12,19
1-404449841,12/24/2016 01:57:00 PM,12/27/2016 07:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WLA,12/27/2016 12:00:00 AM,12/27/2016 07:25:00 AM,,A,Y,,"3000 S OCEAN AVE, 90291",3000,S,OCEAN,AVE,90291,33.98311441,-118.46143,"(33.983114411, -118.461429992)",671,J,7,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,913,1133,10,10,30
1-404447311,12/24/2016 01:52:00 PM,01/04/2017 03:01:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 03:01:00 PM,,A,Y,N,"1775 N WILCOX AVE, 90028",1775,N,WILCOX,AVE,90028,34.10350538,-118.3312315,"(34.1035053766, -118.331231509)",593,E,4,Central APC,13,Mitch O'Farrell,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,23446,415,334,,8,82
1-404406391,12/24/2016 11:56:00 AM,12/27/2016 10:13:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 10:13:00 AM,,A,Y,,"3500 S WELLINGTON ROAD, 90016",3500,S,WELLINGTON,ROAD,90016,34.02454922,-118.3383112,"(34.0245492219, -118.338311216)",673,E,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-404401081,12/24/2016 11:36:00 AM,12/28/2016 11:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/28/2016 12:00:00 AM,12/28/2016 11:23:00 AM,,A,Y,N,"4428 S 8TH AVE, 90043",4428,S,8TH,AVE,90043,34.00281607,-118.325646,"(34.0028160663, -118.325645994)",673,F,4,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,SOUTHWEST,23674,751,1042,7,14,24
1-404396111,12/24/2016 11:27:00 AM,12/29/2016 09:27:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 09:27:00 AM,,A,Y,N,"2224 N LAKE SHORE AVE, 90039",2224,N,LAKE SHORE,AVE,90039,34.09319386,-118.2535169,"(34.0931938562, -118.253516921)",594,E,5,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST,23670,480,1427,,8,31
