LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000061013-0001-1,ROBERT CAIRNS,ROBERT CAIRNS MUSIC,2024 HOLLYVISTA AVENUE,LOS ANGELES,90027-4632,2024 HOLLYVISTA 90027-4632,,,,"Independent artists, writers, & performers",4,06/14/2001,"(34.1043, -118.2778)",23445,7,465,548,,3
0000061017-0001-0,CELINA E SCHNEIDER TR ET AL,,1943 N HOOVER STREET,LOS ANGELES,90027-2805,1943 HOOVER 90027-2805,1842 6TH STREET,MANHATTAN BEACH,90266-6319,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1984,"(0.0, 0.0)",,,,,,
0000061125-0001-2,DECO CONSTRUCTION CORP,,15006   SUTTON STREET,SHERMAN OAKS,91403-4020,15006 SUTTON 91403-4020,,,,Carpentry Contractors (1997 NAICS),4,07/01/1975,"(34.1487, -118.4609)",19732,7,335,679,,83
0000061266-0001-0,STONE SOUP CHILD CARE PROGRAMS /C,,15910 VENTURA BLVD #1420,ENCINO,91436-2836,15910 VENTURA 91436-2836,,,,Office administrative services,4,01/01/1993,"(34.1557, -118.4794)",19737,6,338,1500,6,62
0000061313-0007-5,LOS ANGELES CONSERVATION CORPS INC,,2650 N COMMONWEALTH AVENUE,LOS ANGELES,90027-1210,2650 COMMONWEALTH 90027-1210,POST OFFICE BOX #15868,LOS ANGELES,90015-0868,All other personal services,4,06/08/2015,"(34.1175, -118.286)",23445,7,397,938,,3
0000061340-0001-3,IPBB INC,INFORMATION PRODUCTS,4335 VAN NUYS BLVD #231,SHERMAN OAKS,91403-3727,4335 VAN NUYS 91403-3727,,,,Computer & software stores,4,02/01/1992,"(34.15, -118.4489)",19736,7,334,681,6,83
0000061345-0001-6,TMS ENTERTAINMENT USA INC,,15760 VENTURA BLVD #806,ENCINO,91436-3018,15760 VENTURA 91436-3018,15760 VENTURA BLVD #670,ENCINO,91436-3000,"Management, scientific, & technical consulting services",4,11/01/1989,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000061582-0001-3,LINDA P DENNIS,ICOLLEGE CONSULTING,12400   VENTURA BLVD   SUITE #722,STUDIO CITY,91604-2406,12400 VENTURA 91604-2406,12400   VENTURA BLVD   #722,STUDIO CITY,91604-2406,Travel arrangement & reservation services,4,06/01/2000,"(34.1426, -118.4032)",8492,5,352,710,6,84
0000061585-0001-7,HOME MANAGEMENT CARE INC,HOME MANAGEMENT CARE,18028  1/2   VENTURA BLVD,ENCINO,91316-3529,18028 VENTURA 91316-3529,,,,Home health care services,4,01/31/1993,"(34.1647, -118.5252)",4286,6,323,328,6,62
0000061679-0001-0,"CYNTHIA WINN MA MFT, INC.",,16550   VENTURA BLVD   SUITE #203,ENCINO,91436-2004,16550 VENTURA 91436-2004,16550   VENTURA BLVD   SUITE #203,ENCINO,91436-2004,Individual & family services,4,01/05/1993,"(34.157, -118.494)",19737,6,326,1499,,62
0000061942-0001-1,LOS ANGELES ORTHOPAEDIC INSTITUTE,L A ORTHOPAEDIC INSTITUTE A MEDICAL GROUP,4955 VAN NUYS BLVD #615,SHERMAN OAKS,91403-1839,4955 VAN NUYS 91403-1839,800 TUFTS AVENUE,BURBANK,91504-3042,Offices of physicians (except mental health specialists),4,01/01/1993,"(34.1603, -118.4487)",19736,7,248,674,,83
0000061943-0004-1,"PCS ENTERPRISES, INC.",PRIME TIME SPORTS CAMP,2828   HERKIMER STREET,LOS ANGELES,90039-2010,2828 HERKIMER 90039-2010,POST OFFICE BOX #241496,LOS ANGELES,90024-9296,Child day care services,4,08/01/2017,"(34.1086, -118.2668)",23670,7,396,595,,90
0000061943-0005-9,"PCS ENTERPRISES, INC.",,6017   FRANKLIN AVENUE,LOS ANGELES,90028-5517,6017 FRANKLIN 90028-5517,POST OFFICE BOX #241496,LOS ANGELES,90024-9296,Child day care services,4,08/01/2017,"(34.106, -118.3209)",24033,7,405,552,,64
0000061986-0001-4,ALAN/BENSON WOHL,WOHL & CO C P A S,12722 RIVERSIDE DRIVE #204,N HOLLYWOOD,91607-3362,12722 RIVERSIDE 91607-3362,,,,Other accounting services,4,01/01/1993,"(34.1576, -118.4106)",8890,7,203,689,,
0000062437-0001-7,CALVIN MARTENS,,11966 MOORPARK STREET #3,STUDIO CITY,91604-1720,11966 MOORPARK 91604-1720,,,,Janitorial services,4,02/02/2002,"(34.1502, -118.3938)",8492,5,347,390,,84
0000062627-0001-0,HERSHTIK & DAMDA LLP,THE CPA ADVANTAGE,16055 VENTURA BLVD #407,ENCINO,91436-2608,16055 VENTURA 91436-2608,,,,Other accounting services,4,04/05/1993,"(34.1562, -118.4826)",19737,6,338,1500,6,62
0000062771-0001-9,LEOR MAMOS,MOTIF 1 WALLCOVERING/PAINTING,14434 TIARA STREET #2,VAN NUYS,91401-3365,14434 TIARA 91401-3365,,,,Painting and Wall Covering Contractors (1997 NAICS),4,02/09/1991,"(34.1784, -118.4472)",19729,7,243,948,,18
0000062771-0002-7,LEOR MAMOS,LM DRYWALL,5632   VAN NUYS BLVD   #351,VAN NUYS,91401-4602,5632 VAN NUYS 91401-4602,,,,All other personal services,4,04/20/2016,"(34.173, -118.4482)",19729,7,242,948,,18
0000062832-0001-7,MIRIAM KUSHYNSKI,CYWAN FAMILY TRUST,4630 WORTSER AVENUE,SHERMAN OAKS,91423-3334,4630 WORTSER 91423-3334,4630 WORTSER AVENUE,SHERMAN OAKS,91423-3334,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1993,"(34.1548, -118.4168)",19736,7,345,968,,83
0000062856-0001-2,HELENA M GERUNDO,,4443 CLARISSA AVENUE,LOS ANGELES,90027-2704,4443 CLARISSA 90027-2704,2788 VALLE VISTA DRIVE,GLENDALE,91206-4719,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1984,"(34.1068, -118.2864)",23445,7,399,1313,,3
0000063273-0001-4,BEN TOUBIAN/RAHIM BIDGOLI,B & R ASSOCIATES LP | B AND R ASSOCIATES LP,15122 VENTURA BLVD,SHERMAN OAKS,91403-3343,15122 VENTURA 91403-3343,720 HALLIDAY AVENUE,LOS ANGELES,90049-2042,Other miscellaneous nondurable goods,4,01/01/2000,"(34.1531, -118.4623)",19732,7,335,565,6,83
0000063375-0001-1,LILY CLUB INC,COMMERCIAL TRAVEL,15928   VENTURA BLVD   #109,ENCINO,91436-4401,15928 VENTURA 91436-4401,15928   VENTURA BLVD   SUITE #109,ENCINO,91436-4415,Travel arrangement & reservation services,4,03/07/1993,"(34.1554, -118.4804)",19737,6,338,1500,6,62
0000063398-0001-2,EXTASY RECORDING STUDIOS,ONE ON ONE RECORDING STUDIO,3255 CAHUENGA BLVD W #101,LOS ANGELES,90068-1771,3255 CAHUENGA 90068-1771,,,,Other miscellaneous nondurable goods,4,02/09/1993,"(34.1294, -118.3486)",24033,7,350,713,6,82
0000063455-0001-2,JAVIER JACOBO,HOTTE BODIES BY JAVIER,12407 VENTURA BLVD,STUDIO CITY,91604-2407,12407 VENTURA 91604-2407,,,,"Educational services (including schools, colleges, & universities)",4,04/17/1993,"(34.1429, -118.4031)",8492,5,352,710,6,84
0000063610-0001-1,ANAIT MANIKYAN,MASTER SHOE REPAIR AND ALTERATIONS,13718 BURBANK BLVD,SHERMAN OAKS,91401-5039,13718 BURBANK 91401-5039,,,,Travel arrangement & reservation services,4,03/15/1993,"(34.1721, -118.4319)",19729,7,244,323,,83
0000063724-0002-0,LUCKY BRAND DUNGAREES STORES INC,,12157 VENTURA BLVD,STUDIO CITY,91604-2515,12157 VENTURA 91604-2515,POST OFFICE BOX #8000,MONSEY,10952-8505,Family clothing stores,4,09/08/2000,"(34.1434, -118.3969)",8492,5,352,710,6,84
0000063724-0008-9,LUCKY BRAND DUNGAREES STORES INC,,14006 RIVERSIDE DRIVE SPACE #39A,SHERMAN OAKS,91423-1977,14006 RIVERSIDE 91423-1977,POST OFFICE BOX #8000,MONSEY,10952-8505,Other Clothing Stores,4,09/15/2006,"(34.1576, -118.4381)",19736,7,245,964,,83
0000064314-0001-2,BOZHO/JOSIPA K DERANJA,CARTWRIGHT/ROWENA/WWND ST PROPERTIES,3208 ROWENA AVENUE,LOS ANGELES,90027-2515,3208 ROWENA 90027-2515,POST OFFICE BOX #39999,LOS ANGELES,90039-0999,Lessors of real estate (including mini warehouses & self-storage units),4,05/05/1985,"(34.111, -118.2743)",23445,7,396,547,,3
0000064354-0001-7,JOSE L MARTINEZ,JOSE LUIS MARTINEZ,2426 ASPEN DRIVE,LOS ANGELES,90068-2406,2426 ASPEN 90068-2406,,,,Multifamily Housing Construction (1997 NAICS),4,06/04/1993,"(34.1137, -118.3153)",24033,7,403,1296,,64
0000064768-0001-1,ST NICHOLAS PHOTOGRAPHY INC,,4039 CROMWELL AVENUE,LOS ANGELES,90027-1351,4039 CROMWELL 90027-1351,POST OFFICE BOX #480827,LOS ANGELES,90048-9427,Photographic services,4,01/01/1995,"(34.1155, -118.2804)",23445,7,397,938,,3
0000064995-0001-5,PAUL SMITH,,3266 CRAIG DRIVE,LOS ANGELES,90068-1418,3266 CRAIG 90068-1418,3266 CRAIG DRIVE,LOS ANGELES,90068-1418,Photofinishing,4,09/02/1997,"(34.1361, -118.3427)",24033,7,407,715,,82
0000065413-0001-3,NORTH AMERICA ENTERPRISE INVESTMENT INC,LOS FELIZ CHEVRON SERVICE STATION,2134 N VERMONT AVENUE,LOS ANGELES,90027-1915,2134 VERMONT 90027-1915,,,,Gasoline stations (including convenience stores with gas),4,01/19/2000,"(34.1107, -118.2918)",23445,7,400,1326,,3
0000065930-0001-8,NARVID SCOTT LLP,,15760   VENTURA BLVD   FLOOR #18,ENCINO,91436-3029,15760 VENTURA 91436-3029,,,,Legal services,4,05/01/1999,"(34.1548, -118.4766)",19737,6,338,670,6,62
0000066036-0001-9,STEPHEN J CHAZEN,LAW OFFICES OF STEPHEN J CHAZEN,15303 VENTURA BLVD SUITE #900,SHERMAN OAKS,91403-3199,15303 VENTURA 91403-3199,,,,Legal services,4,04/01/1993,"(34.1537, -118.4657)",19732,7,335,565,6,83
0000066039-0001-2,DARIUS GHARIB MD,,16133 VENTURA BLVD #350,ENCINO,91436-2426,16133 VENTURA 91436-2426,,,,Offices of physicians (except mental health specialists),4,06/01/1992,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000066041-0002-8,EMELINE G SEE DMD,,12840 RIVERSIDE DRIVE SUITE #206,STUDIO CITY,91607-3342,12840 RIVERSIDE 91607-3342,,,,Offices of physicians (except mental health specialists),4,01/01/2005,"(34.1576, -118.4126)",8890,7,203,689,,
0000066674-0001-3,MIKHAIL ZARETSKY,,5712   HESPERIA AVENUE,ENCINO,91316-1040,5712 HESPERIA 91316-1040,,,,Single Family Housing Construction (1997 NAICS),4,04/09/1993,"(34.1742, -118.526)",4286,6,316,339,,62
0000066769-0001-1,LOS ANGELES TELEMEDIA ASSOCIATES INC,L A T A SYSTEMS/L A T A COMMUNICATONS/L A T A,3609 MEADVILLE DRIVE,SHERMAN OAKS,91403-4311,3609 MEADVILLE 91403-4311,,,,Computer & software stores,4,04/14/1993,"(34.1364, -118.4671)",19732,7,340,672,11,83
0000066819-0001-1,MARDIG M DALDEMIAN,MARQUISE FINE JEWELRY,555   UNIVERSAL HOLLYWOOD DRIVE,UNIVERSAL CITY,91608-1001,555 UNIVERSAL HOLLYWOOD 91608-1001,,,,Single Family Housing Construction (1997 NAICS),4,05/01/1993,"(34.1367, -118.3586)",8891,7,350,713,,82
0000066896-0001-6,PENNY BURANA,,5292   NEWCASTLE AVENUE   UNIT #29,ENCINO,91316-3056,5292 NEWCASTLE 91316-3056,,,,,4,01/01/1997,"(34.1665, -118.5236)",4286,6,323,325,,62
0000066898-0001-5,RESEDA BLVD CHURCH OF CHRIST,,7806 RESEDA BLVD,RESEDA,91335-1902,7806 RESEDA 91335-1902,,,,"Community food & housing, & emergency & other relief services",4,01/01/2007,"(34.2121, -118.536)",18909,2,254,283,,12
0000066929-0002-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #24851,2720   GRIFFITH PARK BLVD,LOS ANGELES,90027-3399,2720 GRIFFITH PARK 90027-3399,POST OFFICE BOX #34442,SEATTLE,98124-1442,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,09/30/2016,"(34.1074, -118.2727)",23445,7,464,1312,,3
0000066930-0001-5,STARBUCKS CORPORATION,STARBUCKS COFFEE CO #544,17308 VENTURA BLVD,ENCINO,91316-3904,17308 VENTURA 91316-3904,POST OFFICE BOX #34067,SEATTLE,98124-1067,Home furnishings stores,4,04/13/1993,"(34.1608, -118.51)",4286,6,325,328,6,62
0000066988-0001-0,DAVID COOPER/LUCY M COOPER,SAINT MARY INSTITUTE,18838 ROSCOE BLVD,NORTHRIDGE,91324-4557,18838 ROSCOE 91324-4557,,,,Employment services,4,03/19/1993,"(34.2206, -118.5439)",18909,2,249,274,,12
0000067103-0001-0,NORTHRIDGE PLAZA PHARMACY INC,SMP PHARMACY SOLUTIONS #4,18546 ROSCOE BLVD UNIT #102,NORTHRIDGE,91324-4667,18546 ROSCOE 91324-4667,,,,Pharmacies & drug stores,4,05/01/1993,"(34.2207, -118.5373)",18909,2,249,274,,12
0000067171-0001-6,M A RECORDINGS INC,,17975 ROSITA STREET,ENCINO,91316-4216,17975 ROSITA 91316-4216,POST OFFICE BOX #261192,ENCINO,91426-1192,"Prerecorded tape, compact disc, & record stores",4,05/11/1993,"(34.1572, -118.5244)",4286,6,328,662,,62
0000067222-0001-1,DESKTOP BROADCASTING INC,MICHAEL WIESE PRODUCTIONS,12400 VENTURA BLVD UNIT #1111,STUDIO CITY,91604-2406,12400 VENTURA 91604-2406,12400   VENTURA BLVD   SUITE #1111,STUDIO CITY,91604-2406,"Books, periodicals, & newspapers",4,05/17/1993,"(34.1428, -118.403)",8492,5,352,710,6,84
0000067550-0001-7,MYAN DO LAM,ELEGANCE NAILS,18523 ROSCOE BLVD,NORTHRIDGE,91324-4632,18523 ROSCOE 91324-4632,20406 GILMORE STREET,WINNETKA,91306-4216,Nail salons,4,08/05/2003,"(34.2207, -118.537)",18909,2,249,274,,12
0000067800-0001-3,BUTTERFIELD GAMES INC,,4989 SEPULVEDA BLVD,SHERMAN OAKS,91403-1509,4989 SEPULVEDA 91403-1509,,,,Amusement parks & arcades,4,05/01/1993,"(34.161, -118.4661)",19732,7,248,675,,83
0000067897-0001-8,JRT INTERNATIONAL INC,,15206 VENTURA BLVD SUITE #307,SHERMAN OAKS,91403-5366,15206 VENTURA 91403-5366,15030 VENTURA BLVD #586,SHERMAN OAKS,91403-5470,Travel arrangement & reservation services,4,05/03/1993,"(34.1534, -118.4641)",19732,7,335,565,6,83
0000067926-0001-6,"LAURA LAMPERT SANDERSON, MA MFCC",,15720   VENTURA BLVD   #207,ENCINO,91436-2914,15720 VENTURA 91436-2914,17337 Ventura #308,Encino,91316-4935,Individual & family services,4,01/01/1990,"(34.1552, -118.4755)",19737,6,338,670,6,62
0000067931-0001-7,FRANCINE SLOANE MFCC,,15235 BURBANK BLVD SUITE #B6,VAN NUYS,91411-3556,15235 BURBANK 91411-3556,,,,Offices of all other miscellaneous health practitioners,4,03/01/1992,"(34.1721, -118.4647)",19735,7,246,649,,83
0000067940-0001-6,"ERIC D SHAPIRO DDS, INC",,5363 BALBOA BLVD #325,ENCINO,91316-2807,5363 BALBOA 91316-2807,5363   BALBOA BLVD   SUITE #534,ENCINO,91316-2851,Offices of dentists,4,08/10/1988,"(34.1686, -118.501)",19737,6,326,1363,,62
0000067944-0001-4,HECHAM/RAHEEL HARB,STUDIO 1 HOUR CLEANERS,11302 VENTURA BLVD,STUDIO CITY,91604-3137,11302 VENTURA 91604-3137,,,,Coin-operated laundries & drycleaners,4,03/01/1993,"(34.1402, -118.3767)",8492,5,351,712,6,84
0000067954-0001-8,PAUL MCKAY,PAUL FLORENT,12080 VENTURA PLACE #E,STUDIO CITY,91604-2634,12080 VENTURA 91604-2634,,,,Barber shops,4,10/01/1990,"(34.1444, -118.3943)",8492,5,347,390,6,84
0000067967-0001-5,THOMAS M GLENNON PHD,COLDWATER CLINICAL ASSOCIATES,12725 VENTURA BLVD #K,STUDIO CITY,91604-2437,12725 VENTURA 91604-2437,,,,Offices of all other miscellaneous health practitioners,4,04/16/1990,"(34.1447, -118.4101)",8492,5,352,1236,6,84
0000068139-0001-5,GTS RECORDS,,13245 RIVERSIDE DRIVE #305,SHERMAN OAKS,91423-5608,13245 RIVERSIDE 91423-5608,12424 WILSHIRE BLVD #1150,LOS ANGELES,90025-1064,"Promoters of performing arts, sports, & similar events",4,06/01/1992,"(34.1576, -118.4215)",19736,7,203,689,,83
0000068311-0001-8,13321 BURBANK INC ET AL,13321 BURBANK L P,13321 BURBANK BLVD,VAN NUYS,91401-5372,13321 BURBANK 91401-5372,1816 W 6TH STREET,LOS ANGELES,90057-3102,Lessors of real estate (including mini warehouses & self-storage units),4,04/14/1992,"(34.1721, -118.4229)",19729,7,201,515,,83
0000068549-0001-1,TAUBER-ARONS INC,,13848 VENTURA BLVD,SHERMAN OAKS,91423-3654,13848 VENTURA 91423-3654,13848 VENTURA BLVD,SHERMAN OAKS,91423-3654,"All other professional, scientific, & technical services",4,01/19/1993,"(34.1485, -118.4346)",19736,7,332,682,6,83
0000068663-0001-0,ANDREW CHANG MD,,18350 ROSCOE BLVD #101,NORTHRIDGE,91325-4145,18350 ROSCOE 91325-4145,,,,Offices of physicians (except mental health specialists),4,10/01/1992,"(34.2207, -118.5328)",18514,2,254,282,,12
0000068960-0002-9,WASTELAND INC,,12144 VENTURA BLVD,STUDIO CITY,91604-2514,12144 VENTURA 91604-2514,7428 MELROSE AVENUE,LOS ANGELES,90046-7515,Apparel mfg.,4,06/21/2010,"(34.1434, -118.3966)",8492,5,352,710,6,84
0000069029-0002-9,RISKY NOLLER,,13270 MOORPARK STREET #4,SHERMAN OAKS,91423-5188,13270 MOORPARK 91423-5188,4203 COLFAX AVENUE UNIT #D,STUDIO CITY,91604-2950,,4,01/01/2007,"(34.1501, -118.4221)",19736,7,346,968,,83
0000069166-0001-0,MARK'S GARDEN,,13838 VENTURA BLVD,SHERMAN OAKS,91423-3629,13838 VENTURA 91423-3629,,,,Florists,4,07/17/1993,"(34.1485, -118.4343)",19736,7,332,682,6,83
0000069248-0001-0,ARIE GLASMAN,PLUMBCO,5731   STANSBURY AVENUE,VAN NUYS,91401-4235,5731 STANSBURY 91401-4235,,,,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",4,06/16/1993,"(34.1748, -118.4414)",19729,7,242,948,,18
0000069511-0001-1,COUNTRY AIR INC,COUNTRY AIR,6901   CANBY AVENUE   #103,RESEDA,91335-4323,6901 CANBY 91335-4323,6901   CANBY AVENUE   SUITE #103,RESEDA,91335-4365,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",4,07/20/1993,"(34.1958, -118.535)",18909,4,264,578,,12
0000069867-0001-1,HARVEY JOEL RIFF,,15021   VENTURA BLVD   SUITE #314,SHERMAN OAKS,91403-2442,15021 VENTURA 91403-2442,15021   VENTURA BLVD,SHERMAN OAKS,91403-2442,Other miscellaneous nondurable goods,4,07/01/2001,"(34.153, -118.4605)",19732,7,335,883,6,83
0000070144-0001-4,BABAK A GILADI DPM INC,GILADI PODIATRY GROUP,15720 VENTURA BLVD    #617,ENCINO,91436-2914,15720 VENTURA 91436-2914,8549 WILSHIRE BLVD #1262,BEVERLY HILLS,90211-3104,,4,11/17/2003,"(34.1552, -118.4758)",19737,6,338,670,6,62
0000070155-0001-2,JULIE BERGSTROM,,1853 N HARVARD BLVD #18,LOS ANGELES,90027-3636,1853 HARVARD 90027-3636,,,,Offices of all other miscellaneous health practitioners,4,01/01/2000,"(34.1046, -118.305)",23445,8,418,881,16,3
0000070167-0001-5,KATHLEEN ANN HENKEL,,2367 CRESTON DRIVE,LOS ANGELES,90068-2201,2367 CRESTON 90068-2201,,,,Travel arrangement & reservation services,4,01/01/1998,"(34.1124, -118.3251)",24033,7,404,343,,64
0000070275-0001-8,R & W SERVICES INC,,18034   VENTURA BLVD   #154,ENCINO,91316-3516,18034 VENTURA 91316-3516,,,,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",4,01/01/1996,"(34.1646, -118.5257)",4286,6,322,328,6,62
0000070404-0001-4,ARTUR OGANESYAN,,11380   VENTURA BLVD UNIT #B,STUDIO CITY,91604-3139,11380 VENTURA 91604-3139,,,,General merchandise stores,4,12/01/2003,"(34.14, -118.3781)",8492,5,351,712,6,84
0000070830-0001-0,NEIL T SMITH,,1814 N NORMANDIE AVENUE,LOS ANGELES,90027-3957,1814 NORMANDIE 90027-3957,POST OFFICE BOX #96,PACIFIC PALISADES,90272-0096,"Management, scientific, & technical consulting services",4,07/01/1996,"(34.1038, -118.3005)",23445,7,401,1327,16,3
0000071209-0001-8,YURI VORONIN,LAW OFFICES OF YURI VORONIN,14011 VENTURA BLVD SUITE #212W,SHERMAN OAKS,91423-5265,14011 VENTURA 91423-5265,,,,Legal services,4,03/01/2004,"(34.149, -118.4374)",19736,7,334,682,6,83
0000071312-0001-8,EDWARD J SIEGLER,LAW OFFICES OF EDWARD J SIEGLER,16633   VENTURA BLVD   #900,ENCINO,91436-1804,16633 VENTURA 91436-1804,,,,Legal services,4,04/16/1993,"(34.1581, -118.4957)",19737,6,326,1363,6,62
0000071325-0001-5,DIANA MITCHELL,VILLA MARGATE,17828 MARGATE STREET,ENCINO,91316-3203,17828 MARGATE 91316-3203,15300 VENTURA BLVD ##226,SHERMAN OAKS,91403-3157,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1992,"(34.1686, -118.5207)",4286,6,324,1284,,62
0000071335-0001-9,ANDREW W HYMAN,THE LAW OFFICES OF ANDREW W HYMAN,16000   VENTURA BLVD   #760,ENCINO,91436-2723,16000 VENTURA 91436-2723,POST OFFICE BOX #260818,ENCINO,91426-0818,Legal services,4,02/15/1993,"(34.1556, -118.4819)",19737,6,338,1500,6,62
0000071406-0001-1,THE DUVERNAY AGENCY PUBLIC RELATIONS LLC,,4515 VAN NUYS BLVD SUITE #202,SHERMAN OAKS,91403-5797,4515 VAN NUYS 91403-5797,180 GLENDALE BLVD,LOS ANGELES,90026-5826,,4,01/01/2003,"(34.1538, -118.4486)",19736,7,333,676,6,83
0000071504-0001-0,PHIL BREMAN,CSG INC,12119 CANTURA STREET,STUDIO CITY,91604-2502,12119 CANTURA 91604-2502,POST OFFICE BOX #2121,TOLUCA LAKE,91610-0121,Pharmacies & drug stores,4,01/01/2004,"(34.1424, -118.3975)",8492,5,352,710,,84
0000071631-0001-5,NEIL D HARRISON,DOUGLAS TAX COMPANY,5872 SPRING OAK DRIVE,LOS ANGELES,90068-2448,5872 SPRING OAK 90068-2448,,,,Other accounting services,4,01/01/2004,"(34.1168, -118.3167)",24033,7,404,550,,64
0000071669-0001-2,RAY M HASSANLOU,,16656   VENTURA BLVD   SUITE #200,ENCINO,91436-1918,16656 VENTURA 91436-1918,16656   VENTURA BLVD   UNIT #200,ENCINO,91436-1918,,4,04/14/2000,"(34.1577, -118.4968)",19737,6,326,1499,6,62
0000072071-0001-8,PLANET BEAUTY SUPPLY INC,PLANET BEAUTY SUPPLY/STUDIO CITY,10915 VENTURA BLVD,STUDIO CITY,91604-3341,10915 VENTURA 91604-3341,3199 RED HILL AVENUE #A,COSTA MESA,92626-3445,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,04/25/2000,"(34.1398, -118.3687)",8492,5,351,973,6,84
0000072555-0001-0,HARRY H MARKARIAN DDS,,12214 1/2 VENTURA BLVD,STUDIO CITY,91604-2518,12214 VENTURA 91604-2518,,,,Offices of physicians (except mental health specialists),4,06/30/1985,"(34.1432, -118.3986)",8492,5,352,710,6,84
0000072891-0001-1,BARBARA J KNOLL,,1922 VISTA DEL MAR STREET,LOS ANGELES,90068-4022,1922 VISTA DEL MAR 90068,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1058, -118.3239)",24033,7,405,371,,64
0000072896-0001-3,RADU & MIRELA M GOLDIS,,1943 VISTA DEL MAR STREET,LOS ANGELES,90068-4046,1943 VISTA DEL MAR 90068-4046,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.106, -118.3239)",24033,7,405,371,,64
0000072907-0001-3,BRUCE A & TONI F PHILLIPS,,2006 ARGYLE AVENUE,LOS ANGELES,90068-3374,2006 ARGYLE 90068-3374,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,,,,,,,
0000072914-0001-3,1961 ARGYLE APARTMENTS INC,,1961 ARGYLE AVENUE,LOS ANGELES,90068-3971,1961 ARGYLE 90068-3971,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1073, -118.3252)",24033,7,405,371,,64
0000072925-0001-1,1945-1955 N ARGYLE AVENUE LIMITED,,1949 ARGYLE AVENUE,LOS ANGELES,90068-3990,1949 ARGYLE 90068,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1068, -118.3252)",24033,7,405,371,,64
0000072932-0001-1,ALEXANDER G & ESTHER STEIN,,1940 CARMEN AVENUE,LOS ANGELES,90068-4041,1940 CARMEN 90068,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.107, -118.3229)",24033,7,405,371,,64
0000073137-0001-6,WENDY SUMIYE NOMIYAMA,KOI POND PRODUCTIONS,4359   PROSPECT AVENUE,LOS ANGELES,90027-5501,4359 PROSPECT 90027-5501,4359   PROSPECT AVENUE,LOS ANGELES,90027-5501,Computer & electronic product mfg.,4,01/19/2004,"(34.102, -118.285)",23445,7,465,1328,,3
0000073238-0004-3,HOMEGOODS INC,HOME GOODS #845,11211   VENTURA BLVD,STUDIO CITY,91604-3136,11211 VENTURA 91604-3136,13555   WELLINGTON CENTER CIRCLE   SUITE #123,GAINESVILLE,20155-4061,Furniture &  home furnishing,4,08/12/2018,"(34.1423, -118.3747)",8492,5,349,389,6,84
0000073249-0001-7,CARMEN E ROSALES,,4826 MELROSE AVENUE,LOS ANGELES,90029-3730,4826 MELROSE 90029-3730,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,,,,,,,
0000073358-0001-4,JAMES J SILVERSTEIN,,15315 MAGNOLIA BLVD #430,SHERMAN OAKS,91403-1187,15315 MAGNOLIA 91403-1187,15315   MAGNOLIA BLVD   SUITE #430,SHERMAN OAKS,91403-1187,Legal services,4,12/14/1990,"(34.1648, -118.4665)",19732,7,248,675,,83
0000073378-0001-1,ENCINO PAVILION LLC,16430 VENTURA PARTNERSHIP,16430 VENTURA BLVD,ENCINO,91436-2115,16430 VENTURA 91436-2115,16430 VENTURA BLVD #202,ENCINO,91436-2125,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1992,"(34.1573, -118.4907)",19737,6,326,1500,6,62
0000073379-0001-6,MICHAEL S/BARBARA G BURTON,,2101 HILLHURST AVENUE,LOS ANGELES,90027-2003,2101 HILLHURST 90027-2003,,,,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1975,"(34.1099, -118.2874)",23445,7,400,511,,3
0000073440-0001-2,SHARON NEMEC DDS,,4910 VAN NUYS BLVD #112,SHERMAN OAKS,91403-1781,4910 VAN NUYS 91403-1781,,,,Offices of physicians (except mental health specialists),4,06/01/1993,"(34.1596, -118.4487)",19736,7,248,674,,83
