"location_account","business_name","dba_name","city","zip_code","primary_naics_description","location_start_date"
"0003327169-0001-3","LIFE CONNOISSEURS MANAGEMENT & ENTERPRISE",,"Los Angeles","90045-1540",,"2022-08-04T00:00:00.000"
"0003326997-0001-3","ATLANA GROYS INC",,"Studio City","91604-4491",,"2022-08-04T00:00:00.000"
"0003327007-0001-4","KENNIAH MORROW",,"COMPTON","90220-1704","Beauty salons","2022-08-04T00:00:00.000"
"0003327004-0001-1","A Z CAPITAL CONSTRUCTION",,"SACRAMENTO","95841-3422","All other specialty trade contractors","2022-08-04T00:00:00.000"
"0003326902-0001-8","WAYNE KLEINMAN MD A MEDICAL CORPORATION","WAYNE KLEINMAN MD","Tarzana","91356-2910","Offices of physicians (except mental health specialists)","2022-08-04T00:00:00.000"
"0002661827-0003-7","FLOYD BARNETT","DELIVERY R US 101","HUNTINGTON PARK","90255-4140","Couriers & messengers","2022-08-04T00:00:00.000"
"0003327473-0001-4","RESOLVE MEDICAL CONSULTING",,"Porter Ranch","91326-4948","Offices of physicians (except mental health specialists)","2022-08-04T00:00:00.000"
"0003326884-0001-8","EMAD SLIMAN",,"Los Angeles","90047-2910","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-04T00:00:00.000"
"0003326969-0001-1","DAVID SEDRAK OGANESYAN","SPAWTLESS LA","VAN NUYS","91401-2429","All other specialty trade contractors","2022-08-04T00:00:00.000"
"0003326887-0001-1","CLAUDIO BOLTIANSKY",,"Pacific Palisades","90272-3701","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-04T00:00:00.000"
"0003326895-0001-6","MAPLE TREE ACADEMY VENICE INC",,"LOS ANGELES","90066-3903","Child day care services","2022-08-04T00:00:00.000"
"0003326910-0001-2","S & M COLLISION LLC",,"SUN VALLEY","91352-3225","Automotive mechanical & electrical repair & maintenance","2022-08-04T00:00:00.000"
"0003326951-0001-1","CMS PRODUCE INC",,"LOS ANGELES","90021-1210","Fruit & vegetable preserving & speciality food mfg.","2022-08-04T00:00:00.000"
"0003326914-0001-1","STEVEN AZANON","SMAL-SCALE MOVING COMPANY","Los Angeles","90043-3267","All other personal services","2022-08-04T00:00:00.000"
"0002941293-0007-1","RADC ENTERPRISES INC","RADC #107 WOODMAN SHELL","VAN NUYS","91401-4701","Gasoline stations (including convenience stores with gas)","2022-08-04T00:00:00.000"
"0003326990-0001-1","ODILIO ESCOBAR BAMACA",,"LOS ANGELES","90006-2781","Special food services (including food service contractors & caterers)","2022-08-04T00:00:00.000"
"0002873789-0024-4","EVERYTABLE PBC",,"LOS ANGELES","90028-7369","Limited-service eating places","2022-08-04T00:00:00.000"
"0003327515-0001-0","S.Z LUX CONSULTING INC",,"Valley Village","91607-5802","All other personal services","2022-08-04T00:00:00.000"
"0002650885-0003-6","THE LAST HOUSE LLC","THE LAST HOUSE","LOS ANGELES","90066-6101","Lessors of real estate (including mini warehouses & self-storage units)","2022-08-04T00:00:00.000"
"0003326935-0001-2","ROLANDO CORZO","TITANS MINDSET","Studio City","91604-1940","All other personal services","2022-08-04T00:00:00.000"
"0003327092-0001-4","TRAN & ANNIE S INC",,"Canoga Park","91306-2304","Computer & electronic product mfg.","2022-08-04T00:00:00.000"
"0003327008-0001-9","EARTHLING ORGANICS","MILLY?S VEGAN | MILLY?S VEGAN","Malibu","90265-3918","Full-service restaurants","2022-08-04T00:00:00.000"
"0003327270-0001-4","RICHARD RAMIREZ","LIT 1 ELECTRIC","CHATSWORTH","91311-6312","Electrical Contractors (1997 NAICS)","2022-08-04T00:00:00.000"
"0002941293-0006-3","RADC ENTERPRISES INC","RADC #108 SHERMAN OAKS","SHERMAN OAKS","91403-1402","Gasoline stations (including convenience stores with gas)","2022-08-04T00:00:00.000"
"0003327009-0001-3","ROBERT MACABEO","UNIVERSAL IRON DOORS & HARDWARE","Sun Valley","91352-3134","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-04T00:00:00.000"
"0002873789-0023-6","EVERYTABLE PBC",,"LOS ANGELES","90036-4303","Limited-service eating places","2022-08-04T00:00:00.000"
"0003327904-0001-4","JANGBAGUNI INC",,"LOS ANGELES","90005-2902","Other miscellaneous durable goods","2022-08-04T00:00:00.000"
"0003326888-0001-6","THOMAS NEWELL",,"Los Angeles","90068-2007","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-04T00:00:00.000"
"0003326493-0001-4","MORGAN URBANEK",,"Pacific Palisades","90272-3118","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-03T00:00:00.000"
"0003326568-0001-4","REIWA JAPANESE GARDEN STONES INC",,"ENCINO","91316-1144","General merchandise stores","2022-08-03T00:00:00.000"
"0003326840-0001-5","EVA LOPEZ CONTRERAS Y ANGEL NOVELO","LUZ DE LUNA","LOS ANGELES","90006-2578","Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites)","2022-08-03T00:00:00.000"
"0003327060-0001-4","SCOTT RHYNES",,"BAKERSFIELD","93306-1608","Electrical Contractors (1997 NAICS)","2022-08-03T00:00:00.000"
"0003327166-0001-0","GATE 5 ENTERTAINMENT INC",,"Los Angeles","90013-3113","All other personal services","2022-08-03T00:00:00.000"
"0003326842-0001-4","HOTBOX TRUCKING",,"NEWPORT BEACH","92663-6057","General freight trucking, local","2022-08-03T00:00:00.000"
"0003326531-0001-1","STEFAN SYED","SYED LEATHERS WEST","Los Angeles","90047-2614","Apparel mfg.","2022-08-03T00:00:00.000"
"0003326552-0001-3","ICC INSPECTIONS LLC",,"Mission Hills","91345-2942","All other professional, scientific, & technical services","2022-08-03T00:00:00.000"
"0003326539-0001-8","KATERINA SALONIKIDI",,"Los Angeles","90026-3946",,"2022-08-03T00:00:00.000"
"0003326494-0001-9","EMAD SLIMAN",,"Los Angeles","90047-2910","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-03T00:00:00.000"
"0003326528-0001-0","HANIN MESSENGER SERVICE INC",,"Los Angeles","90019-3600",,"2022-08-03T00:00:00.000"
"0003326257-0001-1","PF CLEANING SOLUTION SERVICES LLC",,"Gardena","90247-6306","Other personal &  household goods repair & maintenance","2022-08-03T00:00:00.000"
"0003326846-0001-2","PARTAKE COLLECTIVE PROJECT 002 LP",,"LOS ANGELES","90065-3623","Land subdivision","2022-08-03T00:00:00.000"
"0003326851-0001-3","KIMBERLY LEE NP","KIMBERLY LEE","Los Angeles","90047-4458","All other personal services","2022-08-03T00:00:00.000"
"0003327172-0001-5","HLYWD GLAM BY NEDA INC",,"Los Angeles","90046-3162",,"2022-08-03T00:00:00.000"
"0003326576-0001-9","SILENT HOURS MARKETING INC",,"Pasadena","91104-1504","Facilities support (management) services","2022-08-03T00:00:00.000"
"0002724698-0002-4","JUAN HERRERA","JC'S CUSTOMS","CHATSWORTH","91311-3076","Textile product mills","2022-08-03T00:00:00.000"
"0003326853-0001-2","AJ & C ELECTRICAL",,"CHANDLER","85226-7914","Electrical Contractors (1997 NAICS)","2022-08-03T00:00:00.000"
"0002821742-0002-1","VILMA YANETH CABRERA LOPEZ","TIENDA LA CHAPINA","LOS ANGELES","90057-2369","General merchandise stores","2022-08-03T00:00:00.000"
"0003326575-0001-4","FC CUSTOM UPHOLSTERY LLC",,"Los Angeles","90019-4533","Reupholstery & furniture repair","2022-08-03T00:00:00.000"
"0003326852-0001-8","ANGEL NOVELO - EVA LOPEZ","LA SAZON DE MAMA","LOS ANGELES","90026-4993","Full-service restaurants","2022-08-03T00:00:00.000"
"0003326880-0001-0","SIJIE LIU",,"Los Angeles","90005-4426","Motion picture & video industries (except video rental)","2022-08-03T00:00:00.000"
"0002817208-0002-0","GRAND CONSTRUCTION INC",,"LAKE ARROWHEAD","92352-2352","Single Family Housing Construction (1997 NAICS)","2022-08-03T00:00:00.000"
"0002927129-0003-3","HAGOP NERSIS","CARPET SHOW","VAN NUYS","91406-2913","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0003327170-0001-6","SHAHRZAD MAHMOUDI MARRIAGE & FAMILY THERAPY INC",,"Los Angeles","90027-5408","Offices of mental health practitioners (except physicians)","2022-08-03T00:00:00.000"
"0003326706-0001-0","KAREMYHEGG","ROSA ISELA GARDEA","Los Angeles","90032-3602","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0003326858-0001-5","REBECCA JONES","FLOWER'S ON WHEELS CATERING EVENT PLANNING & PARTY SUPPL","GARDENA","90249-1838","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0003327024-0001-8","KATERINA SALONIKIDI",,"Los Angeles","90026-3946","All other personal services","2022-08-03T00:00:00.000"
"0003326844-0001-3","EVA LOPEZ CONTRERAS","LUZ DE ESTRELLAS","Los Angeles","90026-4992","Other miscellaneous durable goods","2022-08-03T00:00:00.000"
"0003326766-0001-1","LUIS MENDIOLA","VINTAGE GUY","LOS ANGELES","90065-1523","General merchandise stores","2022-08-03T00:00:00.000"
"0003326645-0001-1","MADELEINE BUNDY","MAD CAT XO","LOS ANGELES","90026-6575","Clothing accessories stores","2022-08-03T00:00:00.000"
"0003326541-0001-5","JOSSELIN VANESSA HERRERA AGUILAR",,"SYLMAR","91342-5056","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0003326870-0001-6","LAURYN POINTER",,"Los Angeles","90043-2326","All other professional, scientific, & technical services","2022-08-03T00:00:00.000"
"0003326577-0001-3","KD ALLIANCE",,"GRANADA HILLS","91344-5608","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0003326457-0001-8","AKPJ INC",,"West Hollywood","90048-2419","Jewelry, watch, precious stone, & precious metals","2022-08-03T00:00:00.000"
"0003326526-0001-1","BLANCA BAZAN",,"Torrance","90501-5731",,"2022-08-03T00:00:00.000"
"0003033167-0003-1","BIOLOGICAL LABORATORY INC","BIO LAB","LOS ANGELES","90003-1025","Medical & diagnostic laboratories","2022-08-03T00:00:00.000"
"0003326854-0001-7","DELIZIOSOCINQUE LLC","DELIZIOSOCINQUE","Pacific Palisades","90272-3860","Full-service restaurants","2022-08-03T00:00:00.000"
"0003326860-0001-2","JEROME CULLEN","JC WINDOW CLEANING","Los Angeles","90035-2975","Janitorial services","2022-08-03T00:00:00.000"
"0003327720-0001-7","MONARCH SHAWARMA",,"Sun Valley","91352-1249","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-03T00:00:00.000"
"0002346439-0003-4","HOWARD J HAN","ZIN DAY SPA AND WEIGHT CONTROL HEALTH CENTER","WILMINGTON","90744-4418","All other personal services","2022-08-03T00:00:00.000"
"0003326492-0001-0","SARA SANCHEZ",,"Wilmington","90744-5392","Taxi & limousine service","2022-08-03T00:00:00.000"
"0003326845-0001-8","ALMA RIVERA","SOL Y LUNA CLEANING SERVICES","Wilmington","90744-4352","Janitorial services","2022-08-03T00:00:00.000"
"0003326498-0001-7","GREAT BLUE RESEARCH, INC.",,"GLASTONBURY","06033-1200","All other professional, scientific, & technical services","2022-08-02T00:00:00.000"
"0003326482-0001-6","MH CONSTRUCTION LLC",,"CANOGA PARK","91304-2613","All other personal services","2022-08-02T00:00:00.000"
"0003326410-0001-1","DINORAS CLEANING SERVICES LLC",,"Thousand Oaks","91361-1225","All other personal services","2022-08-02T00:00:00.000"
"0003326050-0001-3","EMPNLA INC","EMPIREWORKS","SAN DIEGO","92126-1072","All other specialty trade contractors","2022-08-02T00:00:00.000"
"0003326357-0001-0","CRAFT COLLECTIONS",,"SUN VALLEY","91352-1074","Warehousing & storage (except leases of mini warehouses & self-storage units)","2022-08-02T00:00:00.000"
"0003326428-0001-1","MIGUEL ORE BUTLER","INCAPRO PAINTING","OCEANSIDE","92056-2967","All other specialty trade contractors","2022-08-02T00:00:00.000"
"0003326473-0001-7","TRINITY FOOD SERVICES","LITTLE CAESAR'S PIZZA","San Pedro","90731-3026","Limited-service eating places","2022-08-02T00:00:00.000"
"0003325816-0001-4","CESAR HERNANDEZ DE LA RIVA","VIVA VEEGAN","Van Nuys","91406-2798","Special food services (including food service contractors & caterers)","2022-08-02T00:00:00.000"
"0003326643-0001-2","DAVID SANCHEZ",,"CALABASAS","91302-3305","All other personal services","2022-08-02T00:00:00.000"
"0003326480-0001-7","JESSE VIRAY",,"Pasadena","91107-2316","All other personal services","2022-08-02T00:00:00.000"
"0003326352-0001-7","GUZISAAC ENTERPRISES LLC",,"Rialto","92377-4738","Full-service restaurants","2022-08-02T00:00:00.000"
"0003327250-0001-7","KELLY GROUP, INC.","KELLY KLOSURE SYSTEMS","FREMONT","68025-4982","Other miscellaneous nondurable goods","2022-08-02T00:00:00.000"
"0003327246-0001-1","DAVID STAR ROOFING INC",,"LOS ANGELES","90028-7283","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","2022-08-02T00:00:00.000"
"0003326547-0001-2","BUILD FOR YOU REMODELING CORP",,"SHERMAN OAKS","91403-3054","Single Family Housing Construction (1997 NAICS)","2022-08-02T00:00:00.000"
"0003327020-0001-0","YANMEI LIANG","THE SHINY CLAM","LOS ANGELES","90047-2631","Wholesale trade agents & brokers","2022-08-02T00:00:00.000"
"0003322312-0001-3","POS HOVHAR INC",,"North Hills","91343-4131","Manufacture (mobile) home dealers","2022-08-02T00:00:00.000"
"0003326372-0001-4","CAMERON FEIKEMA","ENGINEERED ROOFING COMPANY","YORBA LINDA","92886-6615","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","2022-08-02T00:00:00.000"
"0003324212-0001-0","MICHELLE TRUONG","MEZZANINE TATTOO STUDIO","San Pedro","90731-4102","All other personal services","2022-08-02T00:00:00.000"
"0003326364-0001-0","PANACEA HOSPICE INC",,"Panorama City","91402-4810","All other personal services","2022-08-02T00:00:00.000"
"0003326479-0001-4","LIZA VENTURA MIER",,"Sun Valley","91352-4626","Special food services (including food service contractors & caterers)","2022-08-02T00:00:00.000"
"0003326432-0001-8","FLOR DE MARIA CORTEZ","JEHOVA CON NOSOTROS","LOS ANGELES","90063-4146","Other miscellaneous nondurable goods","2022-08-02T00:00:00.000"
"0003326992-0001-1","CREATINGTON LLC",,"Los Angeles","90023-1110","Other consumer goods rental","2022-08-02T00:00:00.000"
"0003326405-0001-1","ELKAINA SHAW","ELKAINA","LOS ANGELES","90032-1813","Agents & managers for artists, athletes, entertainers, & other public figures","2022-08-02T00:00:00.000"
"0003327067-0001-6","JAMILAAHANI BUIE",,"COMPTON","90220-1337","Janitorial services","2022-08-02T00:00:00.000"
"0003326360-0001-1","CHARLES CARTER","CARTER WINDOW & SPECIALTY CLEANING","San Pedro","90731-6839","All other personal services","2022-08-02T00:00:00.000"
"0003326556-0001-1","FOOD4BUNS INC",,"Porter Ranch","91326-3833","Pet & pet supplies stores","2022-08-02T00:00:00.000"
"0003326425-0001-8","AMANDA ARREOLA","BLUE MULE HAULING","SANTA MONICA","90404-4941","All other specialty trade contractors","2022-08-02T00:00:00.000"
"0003326374-0001-3","VEER UNLEADED PARTNERS INC",,"Los Angeles","90016-3020","Gasoline stations (including convenience stores with gas)","2022-08-02T00:00:00.000"
"0003326441-0001-7","VETERINARY RESCUE ALLIANCE",,"Los Angeles","90010-3263","Veterinary services","2022-08-02T00:00:00.000"
"0003326464-0001-8","HOMEBASE HOMECARE CORPORATION",,"Encino","91316-1517","Other personal care services (including diet & weight reducing centers)","2022-08-02T00:00:00.000"
"0003326340-0001-4","JOSE GARCIA",,"PANORAMA CITY","91402-3438","All other specialty trade contractors","2022-08-02T00:00:00.000"
"0003326483-0001-1","JAKLIN STAFFING & MANAGEMENT INC",,"Van Nuys","91406-3700","Facilities support (management) services","2022-08-02T00:00:00.000"
"0003326393-0001-6","ROSS MOVING LLC",,"Los Angeles","90012-3657","Other personal &  household goods repair & maintenance","2022-08-02T00:00:00.000"
"0003326357-0002-8","CRAFT COLLECTIONS","EVENT SUPPLY","LOS ANGELES","90014-2284","Other miscellaneous durable goods","2022-08-02T00:00:00.000"
"0003326394-0001-1","ALVIN HUESCA","ALVIN POOLS","Los Angeles","90016-1452","All other professional, scientific, & technical services","2022-08-02T00:00:00.000"
"0003326354-0001-6","CORY CROFTON",,"Los Angeles","90047-5253","All other personal services","2022-08-02T00:00:00.000"
"0002161308-0002-8","NORMA E MIRALDA","N & N CLEANING SERVICES","NORTH HILLS","91343-4325","All other personal services","2022-08-02T00:00:00.000"
"0003220383-0001-3","NARMANIA LLC",,"LOS ANGELES","90028-3905","Medical Marijuana Collective","2022-08-02T00:00:00.000"
"0003326569-0001-9","NETFLIX PUBLISHING LLC",,"LOS ANGELES","90028-6607","Independent artists, writers, & performers","2022-08-02T00:00:00.000"
"0003326488-0001-3","SEAN SUTTON","ROYAL POSSESSION","Los Angeles","90001-2310","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-02T00:00:00.000"
"0003303205-0001-0","ALTERNATIVE DISTRIBUTION LLC",,"NORTHRIDGE","91325-3319","Medical Marijuana Collective","2022-08-02T00:00:00.000"
"0003327702-0001-9","HYEON LA INC",,"Los Angeles","90020-3832","Full-service restaurants","2022-08-02T00:00:00.000"
"0003327266-0001-8","CARNICERIA YAHUALICA INC",,"Canoga Park","91303-3805","Grocery stores (including supermarkets & convenience stores without gas)","2022-08-02T00:00:00.000"
"0003326489-0001-8","XIAOYAN YU","GOLDFINGER MASSAGE","Los Angeles","90025-4614","All other personal services","2022-08-02T00:00:00.000"
"0003327049-0001-8","ALL PRO COLLISION CENTER",,"Sun Valley","91352-5704",,"2022-08-02T00:00:00.000"
"0003326362-0001-1","KYUSUNG CHANG","PET","Los Angeles","90036-4913","All other personal services","2022-08-02T00:00:00.000"
"0003326365-0001-4","GUADALUPE SALAS H",,"LOS ANGELES","90002-1631","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-02T00:00:00.000"
"0003327854-0001-4","STEFFANCO LLC",,"LOS ANGELES","90230-6314","Sound recording industries","2022-08-02T00:00:00.000"
"0003326392-0001-1","RUTH SALEM SANTANA MERINO","SALEM BEAUTY","Pacoima","91331-3624","Cosmetics, beauty supplies, & perfume stores","2022-08-02T00:00:00.000"
"0003326356-0001-5","AMERICAN INDUSTRIAL INSTALLERS INC.",,"RIVERSIDE","92503-1481","Single Family Housing Construction (1997 NAICS)","2022-08-02T00:00:00.000"
"0002966481-0001-5","PAGODA ARTWORKS, INC.","WESTSIDE MUSIC CONSERVATORY","LOS ANGELES","90025-1035",,"2022-08-01T00:00:00.000"
"0003326219-0001-6","PIZZERIA QUATTRO PIZZAIOLI",,"Hawthorne","90250-5507","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003327164-0001-1","ROBERTO'S CONSTRUCTION, INC.","ROBERTO'S CONCRETE","LYNWOOD","90262-5281","Other Heavy and Civil Engineering Construction","2022-08-01T00:00:00.000"
"0002879715-0002-3","YEON JEONG BAIK","TURTLEVESS","LOS ANGELES","90020-1923","Clothing accessories stores","2022-08-01T00:00:00.000"
"0003204411-0001-3","JESSE C. WAITS",,"LOS ANGELES","90069-1509",,"2022-08-01T00:00:00.000"
"0003324279-0001-3","CHANG RO","ROCKETDYNE CAFETERIA","Canoga Park","91304-1967","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003324802-0001-5","VENUS BY MARIA TASH INC","MARIA TASH","LOS ANGELES","90069-5312","Jewelry stores","2022-08-01T00:00:00.000"
"0003325299-0001-8","FREDY ROMERO SANTIAGO","MANEKI HIBACHI GRILL","Van Nuys","91406-1551",,"2022-08-01T00:00:00.000"
"0003327152-0001-8","GROOVE VIRTUAL ACADEMY INC","GROOVE VIRTUAL ACADEMY","SANTA CLARITA","91387-1460","Performing arts companies","2022-08-01T00:00:00.000"
"0003326881-0001-4","JOSE ALONZO CASTILLO","ALONZOS FLOWERS","Los Angeles","90058-2008","Florists","2022-08-01T00:00:00.000"
"0002986552-0003-6","US AIR CONDITIONING DISTRIBUTORS, LLC","US AIR CONDITIONING DISTRIBUTORS","LOS ANGELES","90064-1504","Wholesale trade agents & brokers","2022-08-01T00:00:00.000"
"0000036901-0002-8","A CORPORATION 4 LESS","HECTOR THE TAX GUY","SHERMAN OAKS","91403-3938","Tax preparation services","2022-08-01T00:00:00.000"
"0003324377-0001-2","ALL AMERICAN FREIGHT LINE INC",,"Reseda","91335-4217","All other personal services","2022-08-01T00:00:00.000"
"0003324363-0001-1","ANA GUADLUPE NAJERA GALDAMEZ",,"Los Angeles","90043-3947","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0000099304-0084-7","SPIRIT HALLOWEEN SUPERSTORES LLC",,"WOODLAND HILLS","91367-","Other miscellaneous nondurable goods","2022-08-01T00:00:00.000"
"0003326581-0001-0","CURATORIAL ASSISTANCE INC",,"PASADENA","91103-3927","All other personal services","2022-08-01T00:00:00.000"
"0003318773-0001-0","MOHAMED TOTO","ALLADIN CAFE & MARKET","Los Angeles","90013-1588","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326217-0001-7","COOL AS ICE LLC",,"LOS ANGELES","90071-1602","General freight trucking, local","2022-08-01T00:00:00.000"
"0002809548-0002-7","ROSA ALVARADO CALDERON","ADVENTURE FIT","CANOGA PARK","91304-4394","Other miscellaneous durable goods","2022-08-01T00:00:00.000"
"0003325276-0001-7","AUTOMED BODY LLC","AUTOMED COLLISION","Los Angeles","90016-2845","Automotive body, paint, interior, & glass repair","2022-08-01T00:00:00.000"
"0003327512-0001-6","THE ESCAPE GAME LOS ANGELES LLC",,"LOS ANGELES","90067-6410","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003325789-0001-5","EVA HERNANDEZ VAZQUEZ",,"Los Angeles","90011-5627","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003315812-0002-8","531 FAIRFAX INC","UBUD LA","LOS ANGELES","90036-1715","Full-service restaurants","2022-08-01T00:00:00.000"
"0003316395-0001-9","310 FADEZ",,"HARBOR CITY","90710-","Barber shops","2022-08-01T00:00:00.000"
"0003327404-0001-3","SCHULZE PLUMBING INC",,"Redondo Beach","90277-6341","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003326226-0001-6","PACIFIC TRANSITIONAL SOBER LIVING FOUNDATION LLC",,"LOS ANGELES","90061-1910","All other personal services","2022-08-01T00:00:00.000"
"0003323714-0001-2","ALLIUM EXPORTS INC",,"CALEXICO","92231-9744","Wholesale trade agents & brokers","2022-08-01T00:00:00.000"
"0003314364-0001-9","WILLIAM ALSBORG","SPORTS TREASURES","CANOGA PARK","91303-2654","Sporting goods stores","2022-08-01T00:00:00.000"
"0003322029-0001-4","AMERICAN FIBERGLASS TANK REPAIR, LLC",,"Plymouth","03264-1565","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003324445-0001-1","DEITRA CHARLES",,"Los Angeles","90015-2616","Art dealers","2022-08-01T00:00:00.000"
"0003326262-0001-2","SEAN LAMONT SUTTON","ROYAL POSSESSION","Los Angeles","90001-2310","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326303-0001-3","TEERAK INC",,"Los Angeles","90027-5012","Electronic shopping","2022-08-01T00:00:00.000"
"0003327345-0001-4","RANE CONSTRUCTION INC",,"Beverly Hills","90211-2304","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003326646-0001-6","SUPREME REFERRALS",,"Reseda","91335-8404","All other personal services","2022-08-01T00:00:00.000"
"0003023660-0002-6","LA VIRTUAL PLAY LLC","LA VIRTUAL PLAY LLC","NORTHRIDGE","91324-2445","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003326962-0001-0","LITTSUPPLYS INC",,"Los Angeles","90013-1538","Other miscellaneous durable goods","2022-08-01T00:00:00.000"
"0003327784-0001-7","ERIC FUNDERBURK","ERIC FUNDERBURK, L.M.T.","Venice","90291-2839","Offices of all other miscellaneous health practitioners","2022-08-01T00:00:00.000"
"0003319390-0001-8","GREEN GRILL CAFE LLC","GREEN GRILL","LOS ANGELES","90033-1359","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0002085759-0002-0","SHIRI MORGAN","COOKIE NOTES","LOS ANGELES","90064-3102","Bakeries & tortilla mfg.","2022-08-01T00:00:00.000"
"0003327091-0001-0","INT'L BAG COMPANY",,"LOS ANGELES","90063-2533","Clothing accessories stores","2022-08-01T00:00:00.000"
"0003327059-0001-1","MIKI ASHITANI",,"Los Angeles","90064-2746","All other professional, scientific, & technical services","2022-08-01T00:00:00.000"
"0003325094-0001-9","VISHAL NARAYAN","CHAIWALA","Mission Hills","91345-2032","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326172-0001-8","CAL-TECH PLUMBING AND DRAINS INC",,"FULLERTON","92833-4631","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003326321-0001-1","IRINA ASHTARI","IRINA ASHTARI OFFICIAL","Woodland Hills","91367-3888",,"2022-08-01T00:00:00.000"
"0003326265-0001-6","APU GENERAL CONSTRUCTION INC",,"GARDEN GROVE","92845-1833","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003283854-0002-6","CITY VIBES LLC","CITY VIBES COFFEE","LOS ANGELES","90028-6706","Limited-service eating places","2022-08-01T00:00:00.000"
"0003320880-0001-6","GK GROUP LLC","NEW YORK CAFE","Los Angeles","90027-5813","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326092-0001-7","ABC CONSTRUCTION SPECIALTIES",,"Los Angeles","90025-3304",,"2022-08-01T00:00:00.000"
"0003321858-0001-9","DB MODERN INTERIORS INC","MODERN INTERIORS INC","LONG BEACH","90805-3799","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003324406-0001-1","MISAEL TORRES","BIRRERIA CHINALOA","Los Angeles","90062-1902","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003322370-0001-6","GOLDENEYE CONSTRUCTION INC",,"CORONA","92882-8913","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003326477-0001-5","VALENTE M ESPITIA RAMIREZ","VALENTINO'S MOBILE DETAIL","Los Angeles","90022-3740","All other personal services","2022-08-01T00:00:00.000"
"0003326174-0001-7","ANDY ANDRADE","ANDY?S BUSINESS","LOS ANGELES","90062-2809","Advertising & related services","2022-08-01T00:00:00.000"
"0003321493-0001-8","ALL DAY USA OPERATIONS LLC","ALL DAY KITCHENS","Los Angeles","90048-4307","Limited-service eating places","2022-08-01T00:00:00.000"
"0003315972-0001-0","ANTHONY WALKER","TONY'S ARCADE LAND","Culver City","90232-0232","Amusement parks & arcades","2022-08-01T00:00:00.000"
"0003325063-0001-3","SASITHON MORA","THAI KITCHEN 1","Los Angeles","90033-1359","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326307-0001-1","DOG WILLING LLC","DOG WILLING PIZZA","WEST HOLLYWOOD","90046-6697","Limited-service eating places","2022-08-01T00:00:00.000"
