"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000002969-0001-0","TRANS INTERNATIONAL TRUCKING INC",,"301 WESTMONT DRIVE","SAN PEDRO","90731-1000","301 WESTMONT 90731-1000",,,,"561500","Travel arrangement & reservation services","15","2002-01-01T00:00:00.000",,"(33.7639, -118.2842)"
"0000002978-0001-9","THE BEST PIZZA INC","QUICKIE'S PIZZA","4362 LAUREL CANYON BLVD","STUDIO CITY","91604-1709","4362 LAUREL CANYON 91604-1709",,,,"722110","Full-service restaurants","4","1999-12-01T00:00:00.000",,"
,  
(34.1496, -118.3964)"
"0000002982-0001-5","WAHBI HOLDINGS INC","SAM'S LIQUOR & MARKET | SAMS LIQUOR","15717 VANOWEN STREET","VAN NUYS","91406-5030","15717 VANOWEN 91406-5030",,,,"424940","Tobacco & tobacco products","6","2000-01-05T00:00:00.000",,"(34.1939, -118.4752)"
"0000002995-0002-1","L LEE DEVELOPMENT CO",,"1607 E SLAUSON AVENUE","LOS ANGELES","90011-5058","1607 SLAUSON 90011-5058",,,,"523900","Other financial investment activities (including investment advice)","0","2006-10-01T00:00:00.000",,"(33.9892, -118.2451)"
"0000003004-0001-9","SUPER A FOODS INC","SUPER A FOODS","2925 DIVISION STREET","LOS ANGELES","90065-1215","2925 DIVISION 90065-1215","7200 DOMINION CIRCLE","COMMERCE","90040-3647","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","1972-01-02T00:00:00.000",,"(34.1029, -118.2356)"
"0000003004-0003-5","SUPER A FOODS INC","SUPER A FOODS","5250 YORK BLVD","LOS ANGELES","90042-1744","5250 YORK 90042-1744","7200 DOMINION CIRCLE","COMMERCE","90040-3647","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","1999-07-29T00:00:00.000",,"(34.1204, -118.2015)"
"0000003005-0001-3","EASY EAGLE INN, INC","EAGLE INN MOTEL","1371 N MARINE AVENUE","WILMINGTON","90744-2519","1371 MARINE 90744-2519",,,,"721100","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","15","2003-06-02T00:00:00.000",,"(33.7903, -118.2645)"
"0000003013-0001-8","K R NIDA CORP","NIDA CO/KEVIN R NIDA","3827 FOOTHILL BLVD","LA CRESCENTA","91214-1619","3827 FOOTHILL 91214-1619",,,,"443112","Radio, television, & other electronics stores","0","1992-02-11T00:00:00.000",,"(34.238, -118.2623)"
"0000003020-0001-8","MOHAMMAD NASEEM JAMIL",,"1160 SANTEE STREET","LOS ANGELES","90015-1722","1160 SANTEE 90015-1722","504 W GLEASON STREET","MONTEREY PARK","91754-7005","448150","Clothing accessories stores","14","2000-01-02T00:00:00.000",,"(34.0369, -118.2568)"
"0000003023-0001-1","MARK GREGORY SAVAGE","MARK SAVAGE PHOTOGRAPHY","7701 AMESTOY AVENUE","VAN NUYS","91406-2112","7701 AMESTOY 91406-2112",,,,"541920","Photographic services","6","1999-06-15T00:00:00.000",,"(34.2104, -118.5055)"
"0000003036-0001-9","MICHAEL R PINEDO",,"1445 W COLLINS AVENUE","ORANGE","92867-5416","1445 COLLINS 92867-5416","1928 W BUSINESS CENTER DRIVE","ORANGE","92867-7906","235610","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","0","2000-01-01T00:00:00.000",,"
,  
(33.8024, -117.8679)"
"0000003043-0001-9","A.M.S. EXOTIC LLC",,"720 S ALAMEDA STREET","LOS ANGELES","90021-1616","720 ALAMEDA 90021-1616",,,,"445230","Fruit & vegetable markets","14","2000-01-01T00:00:00.000",,"(34.0336, -118.2386)"
"0000003044-0001-3","RAFAEL CASTRO","RAFAS TOWING SERVICE","557 W L STREET","WILMINGTON","90744-3140","557 L 90744-3140","840 LAKME AVENUE","WILMINGTON","90744-4626","561500","Travel arrangement & reservation services","15","1994-05-01T00:00:00.000",,"(33.7867, -118.2688)"
"0000003051-0002-1","MAURO PAPPALARDO & GRAZIELLA D'ANTONE","M P G CONSTRUCTION CO","6110 MONTECITO CIRCLE #6","PALM SPRINGS","92264-6261","6110 MONTECITO 92264-6261",,,,"233320","Commercial and Institutional Building Construction (1997 NAICS)","0","2011-01-10T00:00:00.000",,"(33.8, -116.4798)"
"0000003052-0001-8","JEANETTE L STEELE","DOCTOR'S RESOURCE","766 W 22ND STREET","SAN PEDRO","90731-5826","766 22ND 90731-5826","1840 S GAFFEY STREET #113","SAN PEDRO","90731-5324","561300","Employment services","15","2003-05-19T00:00:00.000",,"(33.7242, -118.2934)"
"0000003053-0001-2","JODY ELLEN DOWNHILL DVM","FALLBROOK VETERINARY CLINIC","5960 FALLBROOK AVENUE","WOODLAND HILLS","91367-3221","5960 FALLBROOK 91367-3221",,,,"541940","Veterinary services","3","2003-10-06T00:00:00.000",,"(34.1785, -118.6233)"
"0000003067-0001-4","GND JEWELRY INC",,"818 N BROADWAY #101","LOS ANGELES","90012-2341","818 BROADWAY 90012-2341",,,,"423940","Jewelry, watch, precious stone, & precious metals","1","2000-01-02T00:00:00.000",,"(34.0626, -118.2381)"
"0000003068-0001-9","EUGENE WEBB PETERSON","TRIM-LINE SPECIALTY PAINT","1065 LOMITA BLVD SPACE #19B","HARBOR CITY","90710-1901","1065 LOMITA 90710-1901","7451 WARNER AVENUE #E289","HUNTINGTON BEACH","92647-5494","561500","Travel arrangement & reservation services","0","1996-09-01T00:00:00.000",,"(33.7978, -118.2948)"
"0000003078-0001-2","HILGENDORF CORPORATION",,"2300 GRANVILLE AVENUE","LOS ANGELES","90064-1341","2300 GRANVILLE 90064-1341","2300 GRANVILLE AVENUE","LOS ANGELES","90064-1341","233210","Single Family Housing Construction (1997 NAICS)","11","1992-02-01T00:00:00.000",,"(34.0314, -118.4484)"
"0000003085-0001-2","RICK GRAJEDA",,"1366 W 26TH STREET #1","SAN PEDRO","90732-4420","1366 26TH 90732-4420",,,,"561300","Employment services","15","1995-01-01T00:00:00.000",,"(33.7208, -118.3063)"
"0000003086-0002-5","PEOPLEREADY, INC.","LABOR READY #1500","8761 VENICE BLVD","LOS ANGELES","90034-3226","8761 VENICE 90034-3226","POST OFFICE BOX #2910","TACOMA","98401-2910","561300","Employment services","10","1999-01-01T00:00:00.000",,"(34.0317, -118.3841)"
"0000003086-0003-3","PEOPLEREADY, INC.","LABOR READY 1510","12222 VICTORY BLVD","NORTH HOLLYWOOD","91606-3207","12222 VICTORY 91606-3207","POST OFFICE BOX #2910","TACOMA","98401-2910",,,"2","1999-01-01T00:00:00.000",,"(34.1866, -118.3992)"
"0000003086-0004-1","PEOPLEREADY, INC.","BR #1545","8730 SEPULVEDA BLVD","NORTH HILLS","91343-5112","8730 SEPULVEDA 91343-5112","POST OFFICE BOX #2910","TACOMA","98401-2910",,,"6","1999-01-01T00:00:00.000",,"(34.2289, -118.4676)"
"0000003086-0005-0","PEOPLEREADY, INC.",,"6347 VARIEL AVENUE","WOODLAND HILLS","91367-2515","6347 VARIEL 91367-2515","POST OFFICE BOX #2910","TACOMA","98401-2910",,,"3","1999-01-01T00:00:00.000",,"(34.1858, -118.5927)"
"0000003086-0006-8","PEOPLEREADY, INC.","LABOR READY 1553","4211 SANTA MONICA BLVD","LOS ANGELES","90029-3027","4211 SANTA MONICA 90029-3027","POST OFFICE BOX #2910","TACOMA","98401-2910",,,"13","1999-01-01T00:00:00.000",,
"0000003086-0007-6","PEOPLEREADY, INC.","LABOR READY 1574","1907 MAPLE AVENUE","LOS ANGELES","90011-1036","1907 MAPLE 90011-1036","POST OFFICE BOX #2910","TACOMA","98401-2910","561300","Employment services","9","2000-01-01T00:00:00.000",,"(34.0288, -118.262)"
"0000003091-0001-8","RANDALL HOLMES",,"18730   HATTERAS STREET   #20","TARZANA","91356-1400","18730 HATTERAS 91356-1400","18730   HATTERAS STREET   SUITE #20","TARZANA","91356-1473","561300","Employment services","3","2000-01-03T00:00:00.000",,"(34.1766, -118.5422)"
"0000003094-0001-1","ALICA OLASCOAGA","ALICIA'S BEAUTY SALON","1110 W ANAHEIM STREET #4","WILMINGTON","90744-4131","1110 ANAHEIM 90744-4131",,,,"812113","Nail salons","15","2003-08-01T00:00:00.000",,"(33.7792, -118.2755)"
"0000003097-0001-5","WEST AMERICAN DESIGN & DEVELOPMENT INC",,"6060 W MANCHESTER AVENUE SUITE #107","LOS ANGELES","90045-4266","6060 MANCHESTER 90045-4266",,,,"233210","Single Family Housing Construction (1997 NAICS)","11","1992-02-25T00:00:00.000",,"(33.9598, -118.391)"
"0000003106-0001-6","VAMP INC",,"6753 SELMA AVENUE","LOS ANGELES","90028-6120","6753 SELMA 90028-6120","1734   TAFT AVENUE   UNIT #6","LOS ANGELES","90028-5715","443120","Computer & software stores","13","1974-10-01T00:00:00.000",,"
,  
(34.0996, -118.3376)"
"0000003108-0001-5","ROBERT M JOHNSON","COAST MOTORCYCLE SUPPLIS","1350 W 26TH STREET","SAN PEDRO","90732-4420","1350 26TH 90732-4420",,,,,,"15","2003-06-22T00:00:00.000",,"(33.721, -118.3077)"
"0000003114-0001-1","JUNE H OSUGI","DALE E BURKETT PRODUCE","2136 SACRAMENTO STREET","LOS ANGELES","90021-1722","2136 SACRAMENTO 90021-1722",,,,"445230","Fruit & vegetable markets","14","1991-12-01T00:00:00.000",,"(34.0305, -118.2288)"
"0000003118-0001-9","MARIANO JULIAN",,"20827 THORNLAKE AVENUE","LAKEWOOD","90715-1612","20827 THORNLAKE 90715-1612",,,,"235310","Electrical Contractors (1997 NAICS)","0","1992-02-26T00:00:00.000",,"
,  
(33.8409, -118.071)"
"0000003121-0001-1","NATIONAL ITC CORPORATION",,"501 SHATTO PLACE #201","LOS ANGELES","90020-1750","501 SHATTO 90020-1750",,,,"541990","All other professional, scientific, & technical services","1","1992-02-10T00:00:00.000",,"
,  
(34.0652, -118.2899)"
"0000003160-0001-1","GERALD I WINKLER ET AL",,"1709 S WESTGATE AVENUE","LOS ANGELES","90025-3877","1709 WESTGATE 90025-3877","15300 VENTURA BLVD #405","SHERMAN OAKS","91403-5856","531100","Lessors of real estate (including mini warehouses & self-storage units)","11","1974-09-01T00:00:00.000",,"(34.0394, -118.4566)"
"0000003165-0001-3","CAL WORTHINGTON FORD INC",,"2950 N BELLFLOWER BLVD","LONG BEACH","90815-1149","2950 BELLFLOWER 90815-1149","POST OFFICE BOX #15610","LONG BEACH","90815-0610","441229","All other motor vehicle dealers","0","1992-02-18T00:00:00.000",,"(33.8096, -118.1251)"
"0000003170-0001-4","RESOURCE MANAGEMENT STRATEGIES INC",,"1377 W 7TH STREET","SAN PEDRO","90732-3504","1377 7TH 90732-3504",,,,"452000","General merchandise stores","0","1999-11-01T00:00:00.000",,
"0000003175-0001-7","LOUIS C SIMPSON JR MD","LOUIS C SIMPSON","3756 SANTA ROSALIA DRIVE #210","LOS ANGELES","90008-3616","3756 SANTA ROSALIA 90008-3616","4572 DON MILAGRO DRIVE","LOS ANGELES","90008-2834","621111","Offices of physicians (except mental health specialists)","8","1974-10-01T00:00:00.000",,
"0000003186-0002-3","NING LIN","SITE8 ARCHITECTS, NING LIN ARCHITECT","4125 S FIGUEROA STREET APT #319","LOS ANGELES","90037-2159","4125 FIGUEROA 90037-2159","4125 S FIGUEROA STREET   APT #319","LOS ANGELES","90037-2159","541310","Architectural services","9","2009-01-07T00:00:00.000",,"
,  
(34.0088, -118.2827)"
"0000003188-0001-4","JOSE R ZELAYA","LEOS BEAUTY SALON","3505 VENICE BLVD","LOS ANGELES","90019-6118","3505 VENICE 90019-6118",,,,"812113","Nail salons","10","1992-02-20T00:00:00.000",,"(34.0435, -118.3225)"
"0000003192-0002-9","LEONEL MORENO","BARBERIA EL PAISANO","1476 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1225","1476 MARTIN LUTHER KING JR 90062-1225",,,,,,"8","2005-07-01T00:00:00.000",,"(34.0108, -118.3027)"
"0000003193-0001-5","CARLA D ALLEN","THE LAW OFFICE OF CARLA D ALLEN","4418 S MULLEN AVENUE","LOS ANGELES","90043-1120","4418 MULLEN 90043-1120",,,,"541100","Legal services","0","2003-07-17T00:00:00.000",,"(34.0016, -118.339)"
"0000003194-0001-0","SAHIN BOZKURT","S O M JEWELRY","629 S HILL STREET #406A","LOS ANGELES","90014-1739","629 HILL 90014-1739",,,,"423940","Jewelry, watch, precious stone, & precious metals","14","1992-02-01T00:00:00.000",,"(34.0469, -118.2534)"
"0000003211-0001-5","HITECH MEDIA LLC",,"3680 WILSHIRE BLVD","LOS ANGELES","90010-2707","3680 WILSHIRE 90010-2707",,,,"541800","Advertising & related services","10","2000-01-17T00:00:00.000",,"(34.0616, -118.3059)"
"0000003231-0001-2","ANA C ARANA",,"517 S RAMPART BLVD #104","LOS ANGELES","90057-2619","517 RAMPART 90057-2619",,,,"448140","Family clothing stores","1","1997-03-05T00:00:00.000",,"(34.0635, -118.2805)"
"0000003254-0001-3","FRANK F FARZANEH","FRANK FARZANEH CONSTRUCTION","9471 LOMITAS AVENUE","BEVERLY HILLS","90210-3407","9471 LOMITAS 90210-3407",,,,"233210","Single Family Housing Construction (1997 NAICS)","0","1992-01-15T00:00:00.000",,"(34.0853, -118.4034)"
"0000003266-0001-6","KYUNG MO HAN",,"2681 W OLYMPIC BLVD #221","LOS ANGELES","90006-2883","2681 OLYMPIC 90006-2883","316 S ARDEN BLVD","LOS ANGELES","90020-4734","621111","Offices of physicians (except mental health specialists)","1","1992-04-01T00:00:00.000",,"(34.0524, -118.2908)"
"0000003267-0001-1","QUANG NHAT TRANG","SEASON PRODUCTS CO","512 STANFORD AVENUE","LOS ANGELES","90013-2123","512 STANFORD 90013-2123","16226 MOORS LANE","FONTANA","92336-5630","424400","Grocery & related products","14","2002-07-15T00:00:00.000",,"(34.0423, -118.2413)"
"0000003286-0001-3","BRUCE KENNEDY","SPACE CONSTRUCTION","2034 W 235TH PLACE","TORRANCE","90501-6042","2034 235TH 90501-6042","2034 W 235TH PLACE","TORRANCE","90501-6042","233210","Single Family Housing Construction (1997 NAICS)","0","2003-07-02T00:00:00.000",,"
,  
(33.8118, -118.3157)"
"0000003303-0001-9","KOOS INC","LOCKOUT MUSIC STUDIO","1300 S BEACON STREET #101","SAN PEDRO","90731-4341","1300 BEACON 90731-4341",,,,"561110","Office administrative services","15","2003-07-07T00:00:00.000",,"(33.7323, -118.2804)"
"0000003308-0002-0","EMMETT CASH III","NEW WORLD MOTION","1530 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1742","1530 MARTIN LUTHER KING JR 90062-1742",,,,"711510","Independent artists, writers, & performers","8","2010-01-10T00:00:00.000",,"(34.0108, -118.3046)"
"0000003312-0001-8","HECTOR H RODAS","PETS R US 2000","7521 FALLBROOK AVENUE","WEST HILLS","91307-1504","7521 FALLBROOK 91307-1504",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","12","2000-02-01T00:00:00.000",,"(34.207, -118.6234)"
"0000003314-0001-7","MARGRIT CHEESEBORO",,"4024 COCO AVENUE #20","LOS ANGELES","90008-2241","4024 COCO 90008-2241","4024 COCO AVENUE UNIT #20","LOS ANGELES","90008-2241","531100","Lessors of real estate (including mini warehouses & self-storage units)","10","1997-10-03T00:00:00.000",,"(34.0134, -118.3502)"
"0000003315-0001-1","MICHAEL W PLACHTA",,"1350 W 6TH STREET #2FL","SAN PEDRO","90732-3583","1350 6TH 90732-3583",,,,,,"0","2004-12-03T00:00:00.000",,"(33.7388, -118.3067)"
"0000003316-0001-6","JANET TUNICK","JANET REID TUNICK PHD","2566 OVERLAND AVENUE #780","LOS ANGELES","90064-3371","2566 OVERLAND 90064-3371",,,,"621399","Offices of all other miscellaneous health practitioners","5","2000-01-03T00:00:00.000",,"(34.0394, -118.4229)"
"0000003320-0001-2","GLORIA D LEE/PAT WOOLEY","STUDIO 345 | STUDIO345 PAINTING","345 W 7TH STREET","SAN PEDRO","90731-3323","345 7TH 90731-3323","461 28TH STREET","MANHATTAN BEACH","90266-2126","541400","Specialized design services (including interior, industrial, graphic, & fashion design)","15","2003-07-07T00:00:00.000",,"(33.7378, -118.2843)"
"0000003321-0001-7","CARRIE TANENBAUM",,"2001 S BARRINGTON AVENUE SUITE #101","LOS ANGELES","90025-5337","2001 BARRINGTON 90025-5337",,,,"621399","Offices of all other miscellaneous health practitioners","11","2000-01-17T00:00:00.000",,"(34.037, -118.4502)"
"0000003324-0001-1","SHANNON E DALTON","A1 LIGHTING PRODUCTS","10148 RUFFNER AVENUE","NORTH HILLS","91343-1143","10148 RUFFNER 91343-1143","10148 RUFFNER AVENUE","NORTH HILLS","91343-1143","423990","Other miscellaneous durable goods","12","1992-03-06T00:00:00.000",,"(34.2551, -118.4968)"
"0000003326-0001-0","JOEL A LOPEZ",,"469 RANCHO LOS NOGALES DRIVE","COVINA","91724-3348","469 RANCHO LOS NOGALES 91724-3348",,,,"235310","Electrical Contractors (1997 NAICS)","0","1992-02-18T00:00:00.000",,"(34.0811, -117.8482)"
"0000003333-0001-0","BRENDA M CREIGHTNEY","B CREIGHTNEY DESIGN","4440 W 61ST STREET","LOS ANGELES","90043-3506","4440 61ST 90043-3506",,,,"561300","Employment services","0","2000-01-03T00:00:00.000",,"
,  
(33.9844, -118.3537)"
"0000003348-0001-6","BINANDO FAMILY PARTNERSHIP & LT FILIPPI INC & A BINANDO TRS",,"10623 ATLANTA AVENUE","NORTHRIDGE","91326-2901","10623 ATLANTA 91326-2901","POST OFFICE BOX #1579","SANTA CLARITA","91386-1579","531100","Lessors of real estate (including mini warehouses & self-storage units)","12","1990-01-01T00:00:00.000",,"(34.2629, -118.555)"
"0000003358-0001-0","KENYON WILSON",,"19050 SHERMAN WAY #237","RESEDA","91335-7717","19050 SHERMAN 91335-7717","7303   LAURA LANE","RESEDA","91335-2487","423600","Electrical & electronic goods","3","2000-01-04T00:00:00.000",,"(34.2011, -118.5486)"
"0000003363-0001-1","ISAURA CASTANEDA",,"803 W PACIFIC COAST HIGHWAY","WILMINGTON","90744-2556","803 PACIFIC COAST 90744-2556","1734 BAY VIEW AVENUE","WILMINGTON","90744-1307","531100","Lessors of real estate (including mini warehouses & self-storage units)","15","2003-01-01T00:00:00.000",,"(33.7906, -118.2719)"
"0000003368-0001-3","EARL W ULRICH",,"828 W ANAHEIM STREET","WILMINGTON","90744-4232","828 ANAHEIM 90744-4232",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","15",,,"(33.7794, -118.2723)"
"0000003383-0001-8","ROBERT BRIAN MUNZLINGER","HOTWIRE AUDIO VIDEO","4478 VIA MARINA UNIT #915","MARINA DEL REY","90292-8102","4478 VIA MARINA 90292-8102","4478 VIA MARINA APT #915","MARINA DEL REY","90292-8102","443112","Radio, television, & other electronics stores","0","1995-01-01T00:00:00.000",,"
,  
(33.9718, -118.4559)"
"0000003393-0001-1","FREDDIE L/ALICE J HATTLEY",,"2408 W SLAUSON AVENUE","LOS ANGELES","90043-3247","2408 SLAUSON 90043-3247",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","8",,,"(33.9891, -118.3196)"
"0000003394-0001-6","KEVIN NORMAN ET AL",,"7851 CRENSHAW BLVD","LOS ANGELES","90043-4940","7851 CRENSHAW 90043-4940",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","8",,,"(33.9681, -118.3308)"
"0000003403-0001-7","JANETH L NETERTOS & MARTHA E GARCIA SANCHEZ","MARTHAS THRIFT STORE","2681 W PICO BLVD","LOS ANGELES","90006-3917","2681 PICO 90006-3917",,,,"454390","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","1","2000-01-14T00:00:00.000",,"(34.0472, -118.2968)"
"0000003405-0001-6","JOHN P THOMPSON",,"5880 W MANCHESTER AVENUE","LOS ANGELES","90045-4419","5880 MANCHESTER 90045-4419",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","11",,,"(33.9598, -118.3851)"
"0000003411-0001-1","MURRAY WONG LLC",,"5340 W 104TH STREET","LOS ANGELES","90045-6010","5340 104TH 90045-6010","12700 STOWE DRIVE SUITE #240","POWAY","92064-8868","531100","Lessors of real estate (including mini warehouses & self-storage units)","11","2001-09-01T00:00:00.000",,"
,  
(33.9419, -118.3754)"
"0000003413-0001-1","AIRPORT INDUSTRIAL REAL ESTATE",,"5420 W 104TH STREET","LOS ANGELES","90045-6012","5420 104TH 90045-6012",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","11",,,"(33.9419, -118.3712)"
"0000003418-0001-3","SIMEON R STEWART II",,"3317 HYDE PARK BLVD","LOS ANGELES","90043-4106","3317 HYDE PARK 90043-4106",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","8",,,"(33.9806, -118.3295)"
"0000003424-0001-9","IBRAHIMA FALL","AFRICAN FAMILY FASHIONS","4343 CRENSHAW BLVD #105","LOS ANGELES","90008-4929","4343 CRENSHAW 90008-4929",,,,"424300","Apparel, piece goods, & notions","10","2000-01-11T00:00:00.000",,"(34.0044, -118.3328)"
"0000003432-0001-3","NICK J. BAN, D.D.S., INC.","NICK J BAN DDS","10723 RIVERSIDE DRIVE","TOLUCA LAKE","91602-2312","10723 RIVERSIDE 91602-2312",,,,"621111","Offices of physicians (except mental health specialists)","2","2000-01-03T00:00:00.000",,"
,  
(34.1522, -118.3644)"
"0000003454-0001-0","BRISTOL GROUP LLC","SAMARITAN MEDICAL TOWER","1127 WILSHIRE BLVD","LOS ANGELES","90017-3901","1127 WILSHIRE 90017-3901","11645   WILSHIRE BLVD   SUITE #901","LOS ANGELES","90025-6810","531100","Lessors of real estate (including mini warehouses & self-storage units)","1","1999-05-07T00:00:00.000",,"(34.0525, -118.2637)"
"0000003459-0001-2","REYES CONSTRUCTION INC",,"1383 S SIGNAL DRIVE","POMONA","91766-5463","1383 SIGNAL 91766-5463",,,,"235420","Drywall, Plastering, Acoustical, and Insulation Contractors (1997 NAICS)","0","1992-02-14T00:00:00.000",,"(34.0469, -117.7269)"
"0000003474-0001-7","GLENDORA STRICKLAND","MS GLENS THERAPEUTIC MANICURES AND PEDICURES","6320 W HOWARD DROLLINGER WAY SUITE #206","LOS ANGELES","90045-3674","6320 HOWARD DROLLINGER 90045-3674","4420 2ND AVENUE APT #5","LOS ANGELES","90043-1425","812113","Nail salons","11","2000-01-30T00:00:00.000",,"
,  
(33.9557, -118.3965)"
"0000003478-0001-5","ALL PRO COMMUNICATION TECHNOLOGIES INC",,"2401 PINE STREET","POMONA","91767-2179","2401 PINE 91767-2179",,,,"235310","Electrical Contractors (1997 NAICS)","0","1999-07-01T00:00:00.000",,"(34.0907, -117.7498)"
"0000003479-0001-0","YOUNG PEOPLES DEVELOPMENT",,"6722 CRENSHAW BLVD","LOS ANGELES","90043-4612","6722 CRENSHAW 90043-4612","POST OFFICE BOX #2918","GARDENA","90247-1118","561500","Travel arrangement & reservation services","8","2002-07-03T00:00:00.000",,"(33.9776, -118.3308)"
"0000003490-0001-6","CLIFFDALE MANUFACTURING INC",,"20409 PRAIRIE STREET","CHATSWORTH","91311-6029","20409 PRAIRIE 91311-6029",,,,"332000","Fabricated metal product mfg.","12","2000-01-01T00:00:00.000",,"(34.2391, -118.5777)"
"0000003497-0001-8","PRIMA FASHION INC",,"1600 W SLAUSON AVENUE","LOS ANGELES","90047-1117","1600 SLAUSON 90047-1117",,,,"315000","Apparel mfg.","8","2003-05-09T00:00:00.000",,"(33.9891, -118.3045)"
"0000003498-0001-2","WILLIAM ELKINS","ALLEY","5064 1/2 LANKERSHIM BLVD","N HOLLYWOOD","91601-4225","5064 LANKERSHIM 91601-4225",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","4","1974-10-01T00:00:00.000",,
"0000003506-0001-9","TOTALLY COMMERCIAL FILMS INC",,"9100 WILSHIRE BLVD #1000W","BEVERLY HILLS","90212-3413","9100 WILSHIRE 90212-3413","6345 BALBOA BLVD SUITE #375","ENCINO","91316-5238","711510","Independent artists, writers, & performers","0","1989-08-22T00:00:00.000",,"
,  
(34.0, -118.0)"
"0000003508-0001-8","SAN PEDRO HARBOR SHIP SUPPLY LLC",,"426 W 4TH STREET","SAN PEDRO","90731-2614","426 4TH 90731-2614","POST OFFICE BOX #310","SAN PEDRO","90733-0310","453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","15","1949-12-01T00:00:00.000",,"(33.7405, -118.2862)"
"0000003518-0001-1","GOLDBERG & GAGE","GOLDBERG & GAGE ATTORNEYS AT LAW","23002 VICTORY BLVD","WOODLAND HILLS","91367-1635","23002 VICTORY 91367-1635",,,,"541100","Legal services","3","1991-06-01T00:00:00.000",,
"0000003541-0001-1","KEVIN DOSCH","THE KEVIN DOSCH COMPANY","3165 LOS FELIZ BLVD REAR","LOS ANGELES","90039-1522","3165 LOS FELIZ 90039-1522",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1992-04-01T00:00:00.000",,"(34.1237, -118.2679)"
"0000003544-0001-4","COLIN D LITTLEFIELD",,"1927   APEX AVENUE","LOS ANGELES","90039-3115","1927 APEX 90039-3115","1927 APEX AVENUE","LOS ANGELES","90039-3115","561720","Janitorial services","13","1993-08-01T00:00:00.000",,"(34.092, -118.2616)"
"0000003552-0001-9","INDEPENDENT RR SERVICE LLC","INDEPENDENT ROLLS ROYCE SERVICE","6909   FARMDALE AVENUE   #B","N HOLLYWOOD","91605-6237","6909 FARMDALE 91605-6237","6909   FARMDALE AVENUE   #B","N HOLLYWOOD","91605-6237","441110","New car dealers","2","2000-01-01T00:00:00.000",,"(34.1965, -118.3817)"
"0000003553-0001-3","TYLER INGLETT",,"18606 CALVERT STREET","TARZANA","91335-6809","18606 CALVERT 91335-6809","18811 TOPHAM STREET","TARZANA","91335-6806","531100","Lessors of real estate (including mini warehouses & self-storage units)","3","1997-12-20T00:00:00.000",,"(34.1818, -118.5381)"
"0000003555-0001-2","KATHY BANH","6260606 | ANNIE FASHION","828 N BROADWAY #23","LOS ANGELES","90012-3299","828 BROADWAY 90012-3299",,,,"448140","Family clothing stores","1","1992-01-01T00:00:00.000",,"(34.0629, -118.2379)"
"0000003559-0001-1","MEHRDAD FARZINPOUR ET AL","COLLEGE TUITION LLC","5345 LAUREL CANYON BLVD","N HOLLYWOOD","91607-2711","5345 LAUREL CANYON 91607-2711","12304 SANTA MONICA BLVD SUITE #219","LOS ANGELES","90025-2587","531100","Lessors of real estate (including mini warehouses & self-storage units)","2","1999-07-27T00:00:00.000",,"
,  
(34.1674, -118.3965)"
"0000003563-0001-7","EMONNI MIKE SAUNA INC","BIG MIKE'S TOWING","2220 E 107TH STREET","LOS ANGELES","90002-3829","2220 107TH 90002-3829","14334 ERIE ROAD","APPLE VALLEY","92307-5761","561500","Travel arrangement & reservation services","15","2003-06-19T00:00:00.000",,"(33.9388, -118.232)"
"0000003564-0001-1","HAROUNI HAFCO INC","HAFCO/ASSOC","756 S LAKE STREET","LOS ANGELES","90057-4012","756 LAKE 90057-4012","6334 WILSHIRE BLVD","LOS ANGELES","90048-5002","722110","Full-service restaurants","1","1992-02-29T00:00:00.000",,"(34.056, -118.2784)"
"0000003569-0001-4","ISE AUTOMOTIVE INC","ISES AUTOMOTIVE SERVICE","1774 HILLHURST AVENUE","LOS ANGELES","90027-4443","1774 HILLHURST 90027-4443","1774 HILLHURST AVENUE","LOS ANGELES","90027-4443","452000","General merchandise stores","4","1949-11-01T00:00:00.000",,"(34.1031, -118.2874)"
