SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831836341,01/01/2021 02:01:07 PM,01/04/2021 02:45:40 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/04/2021 12:00:00 AM,01/04/2021 02:45:02 PM,Y,N,"8000 N CANBY AVE, 91335",8000,N,CANBY,AVE,91335,34.2158489937,-118.534379057,"(34.2158489937, -118.534379057)",530,J,3,South Valley APC,12,John Lee,15,Reseda,WEST VALLEY
1-1831837281,01/01/2021 02:01:22 PM,01/04/2021 08:41:45 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,Y,WVA,01/04/2021 08:41:31 PM,01/04/2021 08:41:45 PM,Y,Y,"6705 N SEPULVEDA BLVD, 91411",6705,N,SEPULVEDA,BLVD,91411,34.1923187951,-118.466489645,"(34.1923187951, -118.466489645)",531,H,6,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-1831839021,01/01/2021 02:02:04 PM,01/05/2021 09:10:56 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 11:09:36 AM,Y,N,"11045 W LA MAIDA ST, 91601",11045,W,LA MAIDA,ST,91601,34.1588422306,-118.372230283,"(34.1588422306, -118.372230283)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831837411,01/01/2021 02:02:53 PM,01/05/2021 11:19:01 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 11:09:28 AM,Y,N,"11045 W LA MAIDA ST, 91601",11045,W,LA MAIDA,ST,91601,34.1588422306,-118.372230283,"(34.1588422306, -118.372230283)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831839091,01/01/2021 02:02:56 PM,01/05/2021 07:25:23 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/05/2021 12:00:00 AM,01/05/2021 07:23:04 AM,Y,,"5257 N RADFORD AVE, 91607",5257,N,RADFORD,AVE,91607,34.1657910275,-118.392303163,"(34.1657910275, -118.392303163)",562,G,2,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-1831837471,01/01/2021 02:03:32 PM,01/04/2021 05:57:17 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 12:37:43 PM,Y,,"7081 W PARSONS TR, 91042",7081,W,PARSONS,TR,91042,34.2617342532,-118.28440634,"(34.2617342532, -118.28440634)",504,A,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831837521,01/01/2021 02:03:45 PM,01/02/2021 02:12:36 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 02:09:35 PM,Y,N,"148 S SYCAMORE AVE, 90036",148,S,SYCAMORE,AVE,90036,34.0721530545,-118.342848696,"(34.0721530545, -118.342848696)",633,D,1,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831838271,01/01/2021 02:03:54 PM,01/07/2021 03:38:29 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/06/2021 12:00:00 AM,01/06/2021 02:19:38 PM,Y,,"4821 N KATHERINE AVE, 91423",4821,N,KATHERINE,AVE,91423,34.1582167622,-118.443413161,"(34.1582167622, -118.443413161)",562,A,3,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831839181,01/01/2021 02:04:04 PM,01/07/2021 09:04:02 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 09:01:29 PM,Y,N,"7245 W FRANKLIN AVE, 90046",7245,W,FRANKLIN,AVE,90046,34.1035458263,-118.347338511,"(34.1035458263, -118.347338511)",593,D,4,Central APC,4,Nithya Raman,29,Hollywood Hills West,HOLLYWOOD
1-1831836541,01/01/2021 02:04:05 PM,01/02/2021 11:19:31 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 10:31:00 AM,Y,N,"13114 W CHASE ST, 91331",13114,W,CHASE,ST,91331,34.2394372098,-118.418459468,"(34.2394372098, -118.418459468)",502,D,6,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-1831838331,01/01/2021 02:05:28 PM,01/07/2021 08:20:57 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 08:19:03 PM,Y,N,"601 W 13TH ST, 90731",601,W,13TH,ST,90731,33.7323099,-118.29026158,"(33.7323099, -118.29026158)",824,B,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831837611,01/01/2021 02:05:49 PM,01/04/2021 12:22:53 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 11:26:56 AM,Y,N,"7620 S STETSON AVE, 90045",7620,S,STETSON,AVE,90045,33.9722302413,-118.396873782,"(33.9722302413, -118.396873782)",702,G,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831838361,01/01/2021 02:06:25 PM,01/02/2021 07:10:37 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 10:35:57 AM,Y,N,"6825 N ALABAMA AVE, 91303",6825,N,ALABAMA,AVE,91303,34.1944244828,-118.59917969,"(34.1944244828, -118.59917969)",530,B,6,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-1831836631,01/01/2021 02:06:30 PM,01/08/2021 05:13:23 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/07/2021 12:00:00 AM,01/07/2021 04:34:39 PM,Y,,"14355 W BURBANK BLVD, 91401",14355,W,BURBANK,BLVD,91401,34.1723166593,-118.446272477,"(34.1723166593, -118.446272477)",562,A,1,South Valley APC,4,Nithya Raman,20,Van Nuys,VAN NUYS
1-1831836671,01/01/2021 02:07:10 PM,01/04/2021 10:33:30 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 10:19:49 AM,Y,,"11641 W GOLETA ST, 91342",11641,W,GOLETA,ST,91342,34.27894987,-118.386000734,"(34.27894987, -118.386000734)",502,H,1,North Valley APC,7,Monica Rodriguez,9,Foothill Trails District,FOOTHILL
1-1831837751,01/01/2021 02:07:54 PM,01/04/2021 10:17:36 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,HB,01/02/2021 12:00:00 AM,01/04/2021 05:12:35 PM,Y,N,"601 W 13TH ST, 90731",601,W,13TH,ST,90731,33.732273852,-118.290363733,"(33.732273852, -118.290363733)",824,B,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831836731,01/01/2021 02:08:05 PM,01/04/2021 12:30:18 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 11:03:55 AM,Y,,"6400 W NANCY ST, 90045",6400,W,NANCY,ST,90045,33.9770622128,-118.399292275,"(33.9770622128, -118.399292275)",672,G,7,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831839401,01/01/2021 02:08:22 PM,01/04/2021 04:48:36 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:47:37 PM,Y,,"8717 S DELGANY AVE, 90293",8717,S,DELGANY,AVE,90293,33.9554661637,-118.439527479,"(33.9554661637, -118.439527479)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831837801,01/01/2021 02:08:37 PM,01/09/2021 04:16:21 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 07:21:53 AM,Y,N,"8312 W WARING AVE, 90069",8312,W,WARING,AVE,90069,34.0852853382,-118.370890139,"(34.0852853382, -118.370890139)",593,A,6,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-1831839431,01/01/2021 02:09:01 PM,01/06/2021 07:48:51 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 05:37:28 PM,Y,N,"4424 N MURIETTA AVE, 91423",4424,N,MURIETTA,AVE,91423,34.1511763103,-118.438167102,"(34.1511763103, -118.438167102)",562,B,4,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831837871,01/01/2021 02:09:21 PM,01/05/2021 05:55:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 05:52:46 PM,Y,,"849 E VICTORIA AVE, 90291",849,E,VICTORIA,AVE,90291,33.9929614258,-118.456486265,"(33.9929614258, -118.456486265)",671,J,5,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831839491,01/01/2021 02:10:38 PM,01/05/2021 02:20:52 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 02:01:39 PM,Y,,"3813 S LA SALLE AVE, 90062",3813,S,LA SALLE,AVE,90062,34.0169611452,-118.305832845,"(34.0169611452, -118.305832845)",673,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831838491,01/01/2021 02:10:46 PM,01/05/2021 03:12:18 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 03:09:30 PM,Y,N,"939 N FISKE ST, 90272",939,N,FISKE,ST,90272,34.046447386,-118.522132106,"(34.046447386, -118.522132106)",631,B,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831839951,01/01/2021 02:10:54 PM,01/05/2021 11:32:04 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,01/05/2021 11:31:48 AM,01/05/2021 11:32:03 AM,Y,N,"2031 S 7TH AVE, 90018",2031,S,7TH,AVE,90018,34.038159183,-118.325038762,"(34.038159183, -118.325038762)",633,F,6,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,WILSHIRE
1-1831836851,01/01/2021 02:10:55 PM,01/04/2021 02:14:07 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/04/2021 12:00:00 AM,01/04/2021 02:00:24 PM,Y,N,"16814 W ARMSTEAD ST, 91344",16814,W,ARMSTEAD,ST,91344,34.282324353,-118.498489853,"(34.282324353, -118.498489853)",481,D,7,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-1831839531,01/01/2021 02:10:56 PM,01/04/2021 08:05:08 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 09:36:33 AM,Y,,"7081 W PARSONS TR, 91042",7081,W,PARSONS,TR,91042,34.2617342532,-118.28440634,"(34.2617342532, -118.28440634)",504,A,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831836891,01/01/2021 02:11:22 PM,01/04/2021 09:21:57 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,Y,SLA,01/04/2021 12:00:00 AM,01/04/2021 09:18:51 AM,Y,N,"1815 S BURLINGTON AVE, 90006",1815,S,BURLINGTON,AVE,90006,34.039934201,-118.282712774,"(34.039934201, -118.282712774)",634,B,5,Central APC,1,Gilbert Cedillo,76,Pico Union,RAMPART
1-1831840921,01/01/2021 02:11:54 PM,01/04/2021 04:51:10 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:49:58 PM,Y,,"8225 W MANITOBA ST, 90293",8225,W,MANITOBA,ST,90293,33.9549047189,-118.438781113,"(33.9549047189, -118.438781113)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831839591,01/01/2021 02:12:05 PM,01/05/2021 02:22:22 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 02:21:09 PM,Y,,"3813 S LA SALLE AVE, 90062",3813,S,LA SALLE,AVE,90062,34.0169611452,-118.305832845,"(34.0169611452, -118.305832845)",673,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831840961,01/01/2021 02:12:08 PM,01/01/2021 03:11:20 PM,SR Created,ITA,Other,Closed,Self Service,,N,,,01/01/2021 03:11:19 PM,Y,N,"BOYLE AVE AT GOLDEN STATE FRWY, 90023",,,,,90023,34.0384793722,-118.219719936,"(34.0384793722, -118.219719936)",634,J,5,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831838661,01/01/2021 02:14:24 PM,01/02/2021 07:45:28 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:43:17 AM,Y,N,"216 W 84TH PL, 90003",216,W,84TH,PL,90003,33.9621475219,-118.276728468,"(33.9621475219, -118.276728468)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,87,Empowerment Congress Southeast,77TH STREET
1-1831839731,01/01/2021 02:14:30 PM,01/06/2021 07:15:11 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/06/2021 12:00:00 AM,01/06/2021 07:13:17 AM,Y,,"8509 N PASO ROBLES AVE, 91325",8509,N,PASO ROBLES,AVE,91325,34.2252137603,-118.504988228,"(34.2252137603, -118.504988228)",531,C,1,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-1831841111,01/01/2021 02:15:29 PM,01/02/2021 07:48:04 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:43:26 AM,Y,N,"216 W 84TH PL, 90003",216,W,84TH,PL,90003,33.9621475219,-118.276728468,"(33.9621475219, -118.276728468)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,87,Empowerment Congress Southeast,77TH STREET
1-1831838751,01/01/2021 02:15:39 PM,01/02/2021 06:54:10 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 08:40:55 AM,Y,N,"23270 W FRIAR ST, 91367",23270,W,FRIAR,ST,91367,34.185271219,-118.634066262,"(34.185271219, -118.634066262)",529,G,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831841131,01/01/2021 02:15:39 PM,01/08/2021 08:45:21 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/08/2021 12:00:00 AM,01/08/2021 11:12:23 AM,Y,N,"1784 N SYCAMORE AVE, 90028",1784,N,SYCAMORE,AVE,90028,34.1037865453,-118.343244589,"(34.1037865453, -118.343244589)",593,D,4,Central APC,13,Mitch O'Farrell,29,Hollywood Hills West,HOLLYWOOD
1-1831840251,01/01/2021 02:15:41 PM,01/06/2021 08:36:57 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 04:19:42 PM,Y,,"1044 S MENLO AVE, 90006",1044,S,MENLO,AVE,90006,34.051656626,-118.290631492,"(34.051656626, -118.290631492)",634,A,4,Central APC,1,Gilbert Cedillo,76,Pico Union,OLYMPIC
1-1831839831,01/01/2021 02:16:03 PM,01/06/2021 04:01:59 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 07:10:17 PM,Y,N,"8322 N TUNNEY AVE, 91324",8322,N,TUNNEY,AVE,91324,34.2211120438,-118.556733864,"(34.2211120438, -118.556733864)",530,F,2,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-1831841261,01/01/2021 02:16:31 PM,01/02/2021 12:06:12 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 12:01:45 PM,Y,N,"216 W 84TH PL, 90003",216,W,84TH,PL,90003,33.9621475219,-118.276728468,"(33.9621475219, -118.276728468)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,87,Empowerment Congress Southeast,77TH STREET
1-1831842901,01/01/2021 02:16:45 PM,01/02/2021 10:26:39 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/02/2021 12:00:00 AM,01/02/2021 10:00:47 AM,Y,,"13038 W KELOWNA ST, 91331",13038,W,KELOWNA,ST,91331,34.2529882853,-118.41636937,"(34.2529882853, -118.41636937)",502,D,4,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831840391,01/01/2021 02:17:23 PM,01/07/2021 11:11:36 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 11:09:19 AM,Y,N,"1727 N ALEXANDRIA AVE, 90027",1727,N,ALEXANDRIA,AVE,90027,34.1026538128,-118.298631293,"(34.1026538128, -118.298631293)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831841401,01/01/2021 02:18:14 PM,01/06/2021 06:38:05 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/06/2021 12:00:00 AM,01/06/2021 05:07:53 PM,Y,N,"2511 W MARATHON ST, 90026",2511,W,MARATHON,ST,90026,34.0784334433,-118.270226623,"(34.0784334433, -118.270226623)",594,C,7,East Los Angeles APC,13,Mitch O'Farrell,38,Silver Lake,RAMPART
1-1831840451,01/01/2021 02:18:22 PM,01/01/2021 04:07:06 PM,SR Created,ITA,Other,Closed,Self Service,,N,,,01/01/2021 04:07:06 PM,Y,N,"SUNLAND BLVD AT JOHANNA AVE, 91040",,,,,91040,34.2533532236,-118.344820507,"(34.2533532236, -118.344820507)",503,D,4,North Valley APC,7,Monica Rodriguez,9,Foothill Trails District,FOOTHILL
1-1831840511,01/01/2021 02:18:41 PM,01/07/2021 02:54:26 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/06/2021 12:00:00 AM,01/06/2021 09:30:43 AM,Y,N,"4806 N SEPULVEDA BLVD, 91403",4806,N,SEPULVEDA,BLVD,91403,34.1578752062,-118.465991812,"(34.1578752062, -118.465991812)",561,H,3,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831840571,01/01/2021 02:19:21 PM,01/06/2021 03:32:07 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 07:09:55 AM,Y,N,"8322 N TUNNEY AVE, 91324",8322,N,TUNNEY,AVE,91324,34.2211120438,-118.556733864,"(34.2211120438, -118.556733864)",530,F,2,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-1831844011,01/01/2021 02:19:32 PM,01/07/2021 03:09:34 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/06/2021 12:00:00 AM,01/06/2021 05:47:58 PM,Y,,"17807 W ARMINTA ST, 91335",17807,W,ARMINTA,ST,91335,34.2142918965,-118.521019992,"(34.2142918965, -118.521019992)",531,A,3,South Valley APC,12,John Lee,15,Reseda,WEST VALLEY
1-1831844031,01/01/2021 02:19:54 PM,01/12/2021 05:33:37 AM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/12/2021 05:32:43 AM,Y,N,"10901 W RIVERSIDE DR, 91602",10901,W,RIVERSIDE,DR,91602,34.1524179822,-118.367833324,"(34.1524179822, -118.367833324)",563,A,4,South Valley APC,4,Nithya Raman,24,NoHo,NORTH HOLLYWOOD
1-1831841521,01/01/2021 02:20:09 PM,01/02/2021 08:28:22 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:34:14 PM,Y,,"8985 W VENICE BLVD, 90034",8985,W,VENICE,BLVD,90034,34.0273245834,-118.392453575,"(34.0273245834, -118.392453575)",632,H,7,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831841571,01/01/2021 02:20:18 PM,01/09/2021 07:59:47 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/07/2021 12:00:00 AM,01/07/2021 12:54:53 PM,Y,,"5230 N WHITE OAK AVE, 91316",5230,N,WHITE OAK,AVE,91316,34.1662131193,-118.518482787,"(34.1662131193, -118.518482787)",561,B,2,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831843241,01/01/2021 02:20:57 PM,01/04/2021 11:30:36 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/04/2021 12:00:00 AM,01/04/2021 11:21:04 AM,Y,,"17931 W TULSA PL, 91344",17931,W,TULSA,PL,91344,34.2691911548,-118.524797064,"(34.2691911548, -118.524797064)",501,A,2,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-1831841651,01/01/2021 02:21:12 PM,01/05/2021 04:58:34 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 04:54:30 PM,Y,N,"2343 W YOSEMITE DR, 90041",2343,W,YOSEMITE,DR,90041,34.1358799219,-118.218648532,"(34.1358799219, -118.218648532)",564,J,6,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831844151,01/01/2021 02:21:46 PM,01/06/2021 02:02:23 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/05/2021 12:00:00 AM,01/05/2021 06:43:44 PM,Y,,"10549 N NEVADA AVE, 91311",10549,N,NEVADA,AVE,91311,34.2620636198,-118.609704268,"(34.2620636198, -118.609704268)",499,J,3,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-1831841711,01/01/2021 02:21:58 PM,01/07/2021 07:35:52 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,NC,01/07/2021 12:00:00 AM,01/07/2021 09:00:27 AM,Y,,"1318 N KINGSLEY DR, 90027",1318,N,KINGSLEY,DR,90027,34.0954267631,-118.303062363,"(34.0954267631, -118.303062363)",593,J,5,Central APC,13,Mitch O'Farrell,34,East Hollywood,HOLLYWOOD
1-1831844181,01/01/2021 02:22:03 PM,01/02/2021 08:57:27 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,SLA,,01/02/2021 08:56:02 AM,Y,N,"220 W 65TH ST, 90003",220,W,65TH,ST,90003,33.9805443146,-118.276881689,"(33.9805443146, -118.276881689)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,NEWTON
1-1831840841,01/01/2021 02:23:20 PM,01/05/2021 06:24:02 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/05/2021 12:00:00 AM,01/05/2021 06:21:24 PM,Y,,"21121 W LASSEN ST, 91311",21121,W,LASSEN,ST,91311,34.2501245517,-118.593716431,"(34.2501245517, -118.593716431)",500,B,5,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-1831841831,01/01/2021 02:23:30 PM,01/08/2021 04:18:07 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 11:36:54 AM,Y,N,"816 W 80TH ST, 90044",816,W,80TH,ST,90044,33.9664983969,-118.287849013,"(33.9664983969, -118.287849013)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,77TH STREET
1-1831844261,01/01/2021 02:23:38 PM,01/05/2021 03:42:44 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:37:44 PM,Y,N,"6001 E CRESTWOOD WAY, 90042",6001,E,CRESTWOOD,WAY,90042,34.1308422463,-118.190506856,"(34.1308422463, -118.190506856)",565,C,7,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831844281,01/01/2021 02:23:42 PM,01/07/2021 12:15:31 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,HB,01/05/2021 12:00:00 AM,01/07/2021 12:11:07 PM,Y,,"911 W 11TH ST, 90731",911,W,11TH,ST,90731,33.7341343893,-118.297204173,"(33.7341343893, -118.297204173)",824,A,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831844371,01/01/2021 02:25:14 PM,01/06/2021 02:46:26 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 12:33:52 PM,Y,N,"5511 E YORK BLVD, 90042",5511,E,YORK,BLVD,90042,34.1197725288,-118.197792854,"(34.1197725288, -118.197792854)",595,C,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831841881,01/01/2021 02:25:15 PM,01/02/2021 03:05:27 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:01:36 PM,Y,N,"10767 W WOODBINE ST, 90034",10767,W,WOODBINE,ST,90034,34.0253542685,-118.414088917,"(34.0253542685, -118.414088917)",672,E,1,West Los Angeles APC,5,Paul Koretz,67,Mar Vista,PACIFIC
1-1831844441,01/01/2021 02:27:31 PM,01/04/2021 07:26:40 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 07:23:24 AM,Y,,"9141 N WHEATLAND AVE, 91352",9141,N,WHEATLAND,AVE,91352,34.2351567257,-118.361956842,"(34.2351567257, -118.361956842)",503,B,7,North Valley APC,7,Monica Rodriguez,9,Foothill Trails District,FOOTHILL
1-1831843631,01/01/2021 02:28:10 PM,01/05/2021 01:47:40 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,KYCC,01/05/2021 12:00:00 AM,01/05/2021 01:47:39 PM,Y,N,"3567 W 3RD ST, 90020",3567,W,3RD,ST,90020,34.0691668988,-118.293659538,"(34.0691668988, -118.293659538)",634,A,1,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831844571,01/01/2021 02:29:21 PM,01/02/2021 11:52:03 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,KYCC,01/02/2021 11:50:33 AM,01/02/2021 11:52:03 AM,Y,N,"4110 W 3RD ST, 90020",4110,W,3RD,ST,90020,34.0687635056,-118.303403326,"(34.0687635056, -118.303403326)",633,J,1,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831847061,01/01/2021 02:29:32 PM,01/07/2021 03:42:09 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,EV,01/07/2021 12:00:00 AM,01/07/2021 03:39:58 PM,Y,,"14228 W ERWIN ST, 91401",14228,W,ERWIN,ST,91401,34.1835334484,-118.44280676,"(34.1835334484, -118.44280676)",532,A,7,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
