Event Name,Event Description,Fee Required,Type of Event,Subject Matter,Age Groupings,Event by Service Area,Event Sponsor,Event Date & Time Start,Event Date & Time Ends,Location Common Name,Location Address,Contact Name,Contact Number,Contact Email,Information Website,Elected Official Office Name,Elected Officials Name,Neighborhood Council,City Reference ID,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
"office of Community Beautification ~ Office of Councilman Curren D. Price, Jr.  ~ Budlong Elementary School",Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/21/2016 08:00:00 AM,05/21/2016 01:00:00 PM,Budlong Elementary School,"5940 South Budlong Avenue
Los Angeles, California 90044
(33.986197, -118.295838)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,766,1157,7,13,2
Office of Community Beautification ~ Topeka Elementary School ~ Operation Project HOPE,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/21/2016 08:00:00 AM,05/21/2016 04:00:00 PM,Topeka Elementary School,"9815 Topeka Drive
Los Angeles, California 91324
(34.247699, -118.545686)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,18513,109,1419,,2,77
Office of Community Beautification: Sherman Oaks Center for Enriched Studies Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,05/21/2016 08:30:00 AM,05/21/2016 01:30:00 PM,,"18605 Erwin St
Tarzana, 91335",Cybele Constantin,,cybelec@aol.com,,Council District 3,Councilmember Blumenfield ,,,,,,,,
Office of Community Beautification ~ LA Host Lions Club & Scout Troop 121 ~ Tree Maintenance Project ,Tree Maintenance Project ,No,Volunteerism ,,,,BPW OCB,05/21/2016 08:30:00 AM,05/21/2016 12:00:00 PM,Echo Park ,"751 Echo Park Ave., Los Angeles, CA 90026
(34.073121, -118.259615)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,23444,482,635,,11,31
Office of Community Beautification ~ Office of Councilmember Gilbert A. Cedillo ~ Betty Plasencia Elementary School,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,05/21/2016 08:30:00 AM,05/21/2016 12:00:00 PM,Betty Plasencia Elementary School ,"1321 Cortez St, Los Angeles, CA 90026",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilmember Gilbert A. Cedillo ,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Arleta Looky Loos Neighborhood Cleanup ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,05/21/2016 09:00:00 AM,05/21/2016 12:00:00 PM,,Arleta Neighborhood,Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,,,,,,,,
Office of Community Beautification ~ Office of Councilmember Jose Huizar,Eagle Rock Trail Clean-Up,No, Volunteerism,,,,BPW OCB,05/22/2016 09:00:00 AM,05/22/2016 11:00:00 AM,Alatorre Park,"Scholl Canyon Rd & Figueroa
Los Angeles, California 90042",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Sunland Church Foothill Blvd Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,05/22/2016 09:00:00 AM,05/22/2016 01:00:00 PM,,Foothill b/w 210 Fwy & Commerce Ave,Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification - CD 5 / Mid City West CC,Clean Up,,Volunteerism,,,,BPW OCB,05/22/2016 10:00:00 AM,05/22/2016 03:00:00 PM,Rosewood Garden Park,"502 N. Fairfax Avenue
Los Angeles, CA 90036
(34.080293, -118.361455)",Anna Ruiz ,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23679,460,1078,,6,26
Office of Community Beautification - Westside NC Pick Pico Street Fair,Clean Up / Fair,,Volunteerism,,,,BPW OCB,05/22/2016 11:00:00 AM,05/22/2016 03:00:00 PM,,"10701 W. Pico Bl.
Los Angeles, CA 90064
(34.0417, -118.425182)",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,24029,869,814,9,6,75
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ North Hills Community Clean-Up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,05/28/2016 08:00:00 AM,05/28/2016 12:00:00 PM,North Hills Community Park ,"8756 Parthenia Place, North Hills
Los Angeles",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,,,,,,,,
Office of Community Beautification: Sparkle Canoga Park,Cleanup,,Volunteerism,,,,BPW OCB,05/29/2016 01:00:00 PM,05/29/2016 03:00:00 PM,,Sherman Wy b/w De Soto & Variel,Jason Valencia,,jason.valencia@lacity.org,,Council District 3,Councilmember Blumenfield ,,,,,,,,
Office of Community Beautification ~ 135th Street Neighborhood Watch,Community Clean-Up,No,Volunteerism,,,,BPW OCB,06/04/2016 07:00:00 AM,06/04/2016 01:00:00 PM,135th Street School,"801 West 135th Street
Los Angeles, California",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Los Angeles Consevation Corps,The Grand Finale Tree Planting,No,Volunteerism,,,,BPW OCB,06/04/2016 08:00:00 AM,06/04/2016 01:00:00 PM,Hoover-Gage Pocket Parck,"6300 Block of Hoover Avenue
Los Angeles, California",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - Venice High School Clean Up,School Clean Up,,Volunteerism,,,,BPW OCB,06/04/2016 09:00:00 AM,06/04/2016 12:00:00 PM,Venice High School,"13000 Venice Bl.
Los Angeles, CA 90066
(33.998272, -118.444109)",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,24031,900,1394,10,10,27
Office of Community Beautification: Vaughn Next Century Learning Center,Cleanup,,Volunteerism,,,,BPW OCB,06/11/2016 08:00:00 AM,06/11/2016 11:00:00 AM,Vaughn Next Century Learning Center,"13330 Vaughn St.
Pacoima, CA 91331",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification: Pacoima Neighborhood Pride Day,Cleanup,,Volunteerism,,,,BPW OCB,06/11/2016 08:00:00 AM,06/11/2016 12:00:00 PM,,"13455 Mercer St
Pacoima, CA 91331
(34.265608, -118.426431)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18907,27,379,,1,11
Office of Community Beautification ~ Vermont ,Community Clean-Up,No,Volunteerism,,,,BPW OCB,06/11/2016 08:00:00 AM,06/11/2016 12:00:00 AM,Crenshaw Christian Center,"7901 South Vermont Avenue
Los Angeles, California 90044
(33.967692, -118.291768)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,781,1162,7,14,20
Office of Community Beautification ~ Vermont ,Community Clean-Up,No,Volunteerism,,,,BPW OCB,06/11/2016 08:00:00 AM,06/11/2016 12:00:00 AM,Crenshaw Christian Center,"7901 South Vermont Avenue
Los Angeles, California 90044
(33.967692, -118.291768)",Thomas Corrales,,,,,,,,23675,781,1162,7,14,20
Office of Community Beautification ~ Proyecto Pastoral ~ Comunidad en Movimiento,Community Clean-Up,No,Volunteerism,,,,BPW OCB,06/18/2016 08:00:00 AM,06/18/2016 12:00:00 PM,Pico Aliso Recreation Center,"370 South Clarence Street
Los Angeles, California 90033
(34.0434, -118.223807)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,534,953,,9,38
Office of Community Beautification: West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,06/25/2016 08:00:00 AM,06/25/2016 11:00:00 AM,,"9045 Topanga Cyn.
West Hills, CA
(34.235296, -118.604978)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4279,92,1423,,2,44
Office of Community Beautification ~ Mayor's Office of Public Engagement,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,07/02/2016 08:00:00 AM,07/02/2016 10:00:00 AM,Exposition Park Branch Library,"3900 South Western Avenue
Los Angeles, California
(34.014404, -118.308909)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24027,731,1016,7,14,32
Office of Community Beautification  ~ Trash Free Earth ~ Skid Row Cleanup,Community Cleanup,No,Volunteerism ,,,,BPW OCB,07/02/2016 10:00:00 AM,07/02/2016 12:00:00 PM,Skid Row,5th St & Crocker St.,Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,07/16/2016 07:30:00 AM,07/16/2016 12:00:00 PM,Sun Valley High School (back of),Allegheny St./Kewen Ave.,Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez ,,,,,,,,,
Office of Community Beautification ~ Franklin Football Community Clean-Up,Clean-Up,No,Volunteerism,,,,BPW OCB,07/16/2016 08:00:00 AM,07/16/2016 11:00:00 AM,Garvanza Park,"Avenue 63 & Meridian Street
Los Angeles, California 90042",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,07/16/2016 08:00:00 AM,07/16/2016 11:00:00 AM,,"Sherman Way at Asman Ave.
West Hills
(34.201, -118.6172)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4283,278,266,,2,44
Office of Community Beautification: Sylmar Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,07/23/2016 08:00:00 AM,07/23/2016 12:00:00 PM,,"12749 El Dorado Ave
Sylmar
(34.301498, -118.465598)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18912,51,642,,1,47
Office of Community Beautification: Pierce Street Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,07/23/2016 08:30:00 AM,07/23/2016 11:00:00 AM,,"10943 Herrick Ave.
Pacoima, 91331
(34.268901, -118.412442)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18907,31,1376,,1,11
Office of Community Beautification Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,07/30/2016 09:00:00 AM,07/30/2016 12:00:00 PM,Devonwood Park,Devonshire & Woodman,Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification ~ Office of Councilman Jose Huizar ~ Eagle Rock Neighborhood Council,Eagle Rock Tree Care,No,Volunteerism,,,,BPW OCB,07/31/2016 08:00:00 AM,07/31/2016 11:00:00 AM,Eagle Rock City Hall,"2035 Colorado Boulevard
Los Angeles, California 90041
(34.139216, -118.212431)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23672,354,568,30,9,60
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,08/06/2016 09:00:00 AM,08/06/2016 12:00:00 PM,Mission Hills Park & Ride Station,"15550 Chatsworth St.
Mission Hills, CA 91345
(34.264582, -118.472455)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,19329,75,394,,2,79
Office of Community Beautification ~ United Healthcare ~ LA Dodgers ~ Clean & Green,Day of Service,No,Volunteerism,,,,BPW OCB,08/11/2016 09:00:00 AM,08/11/2016 01:00:00 PM,Downey Recreation Center,"219 South Avenue 18
Los Angeles, California 90031
(34.071119, -118.222096)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23448,492,943,1,11,1
Office of Community Beautification ~ United Healthcare ~ LA Dodgers ~ Clean & Green,Day of Service,No,Volunteerism,,,,BPW OCB,08/11/2016 09:00:00 AM,08/11/2016 01:00:00 PM,Boys & Girls Club,"1950 East 220th Street
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ United Healthcare ~ LA Dodgers ~ Clean & Green,Day of Service,No,Volunteerism,,,,BPW OCB,08/11/2016 09:00:00 AM,08/11/2016 01:00:00 PM,Toland Way Elementary School,"4545 Toland Way
Los Angeles, California 90041
(34.120762, -118.217806)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23672,383,1433,,11,60
Office of Community Beautification ~ Office of Councilman Curren Price ~ Total Restoration Church,Community Clean-Up,No,Volunteerism,,,,BPW OCB,08/13/2016 08:00:00 AM,08/13/2016 01:00:00 PM,Total Restoration Church,"5606 South Broadway Boulevard
Los Angeles, California 90037
(33.991195, -118.278301)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23668,746,988,7,13,
Office of Community Beautification: Noble St. Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,08/13/2016 08:00:00 AM,08/13/2016 11:00:00 AM,Rosa Parks Elementary,"8855 Noble St.91343
(34.231592, -118.461076)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18914,126,452,,3,73
Office of Community Beautification ~ Office of Councilman Jose Huizar ~ LA-32 Neighborhood Council Beautification Committee,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,08/13/2016 08:00:00 AM,08/13/2016 12:00:00 AM,El Sereno Veterans Monument,"Huntington Drive & Van Horne Avenue
Los Angeles, California 90032",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,08/13/2016 09:00:00 AM,08/13/2016 12:00:00 PM,,"15530 San Fernando Mission Blvd.
Mission Hills, CA 91345
(34.271832, -118.470482)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,19330,67,302,,1,4
Office of Community Beautification: West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,08/20/2016 08:00:00 AM,08/20/2016 11:00:00 AM,,"24400 Highlander Rd.
West Hills, CA
(34.20048, -118.656478)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4283,302,1275,,2,44
Office of Community Beautification - KYCC/The Belong Campaign,Clean Up,,Volunteerism,,,,BPW OCB,08/20/2016 08:30:00 AM,08/20/2016 12:00:00 PM,Magnolia Place Family Center,"1910 Magnolia Avenue
Los Angeles, CA 90007
(34.039715, -118.286449)",Anna Ruiz,213.978.0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ` Proyecto Pastoral Dololes Mission ~ Pueblo del Sol,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,08/20/2016 08:30:00 AM,08/20/2016 11:30:00 AM,Pueblo del Sol,"1300 Plaza del Sol East
Los Angeles, California 90033
(34.048722, -118.225689)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,534,953,,9,38
Office of Community Beautification ~ Office of Councilmember Paul Krekorian ~ De Garmo Community Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,08/27/2016 08:30:00 AM,08/27/2016 12:00:00 PM,De Garmo Park ,"Arminta St., Sun Valley
California, 91352",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Council District 2,Councilmember Paul Krekorian ,,,,,,,,
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,08/27/2016 09:00:00 AM,08/27/2016 12:00:00 PM,Sepulveda b/w Chatsworth St & Brand Blvd,,Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification - Cienega Elementary,School Clean Up,,Volunteerism,,,,BPW OCB,08/27/2016 09:00:00 AM,08/27/2016 12:00:00 PM,Cienega Elementary,"2611 S. Orange Drive
Los Angeles, CA 90016
(34.032201, -118.353439)",Anna Ruiz,213.978.0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23077,665,986,,12,17
Office of Community Beautification - Pilgrim School,School/Neighborhood Clean Up,,Volunteerism,,,,BPW OCB,09/02/2016 08:00:00 AM,09/02/2016 11:00:00 AM,Pilgrim School,"6th & Commonwealth
Los Angeles, CA 90020",Anna Ruuiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/03/2016 09:00:00 AM,09/03/2016 12:00:00 PM,,"Arlington Avenue and 48th Street
Los Angeles, California
(34.000053, -118.318141)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1043,7,14,24
Office of Community Beautification: Osborne Pl. Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,09/10/2016 08:00:00 AM,09/10/2016 10:30:00 AM,,"12230 Osborne Pl.
Pacoima, CA 91331
(34.261461, -118.39952)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18907,33,330,,1,11
Office of Community Beautification ~  Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/10/2016 09:00:00 AM,09/10/2016 12:00:00 PM,,"Arlington Avenue and 48th Street
Los Angeles, California
(34.000053, -118.318141)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1043,7,14,24
Office of Community Beautification ~ Mayor's Office/North East's Civic Youth ,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/10/2016 09:00:00 AM,09/10/2016 12:00:00 PM,York Park,"4956 York Boulevard
Los Angeles, Californina 90042
(34.121535, -118.207224)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23673,366,1435,,9,93
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/10/2016 09:00:00 AM,09/10/2016 12:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification - Mayor's Office/Civic Youth Leadership Academy,Clean Up,,Volunteerism,,,,BPW OCB,09/10/2016 09:30:00 AM,09/10/2016 12:30:00 PM,,"alleyway w/o Crenshaw bet. Stocker & Homeland
Los Angeles, CA 90008",Anna Ruiz,213.978.0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~  USC ~ St. Marks Church,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/11/2016 12:00:00 PM,09/11/2016 04:00:00 PM,St. Marks Church,"3651 S. Vermont
Los Angeles, California
(34.02172, -118.291597)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,691,913,7,14,32
Office of Community Beautification: Pacoima Beautiful Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,09/14/2016 04:00:00 PM,09/14/2016 06:30:00 PM,,"13520 Van Nuys Blvd. Ste. 200
Pacoima, CA 91331
(34.261951, -118.427667)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,18907,30,409,,1,11
Office of Community Beautification ~ Proyecto Pastoral at Dolores Mission,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 08:00:00 AM,09/17/2016 01:00:00 AM,Dolores Mission Plaza,"135 North Mission Road
Los Angeles, California 90033
(34.048908, -118.227627)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,534,953,,9,38
Office of Community Beautification - Playa Del Rey Jungle Clean Up,Beach / Community Clean Up,,Volunteerism,,,,BPW OCB,09/17/2016 08:00:00 AM,09/17/2016 12:00:00 PM,The Jungle,"7001-7011 Trolleyway
Playa Del Rey, CA 90293
(33.956061, -118.449224)",Anna Ruiz,213.978.0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,25075,937,1140,10,10,16
Office of Community Beautification ~ North Are Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 08:00:00 AM,09/17/2016 12:00:00 PM,,"Adams Boulevard & Normandie Avenue
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~  Councilman Curren Price ~ Green Meadow Community,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 08:00:00 AM,09/17/2016 12:00:00 PM,,"88th Street between San Pedro & Main Streets
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Best Start Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,09/17/2016 08:00:00 AM,09/17/2016 11:00:00 AM,,Orion Ave. & Rayen St.,Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification: West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,09/17/2016 08:30:00 AM,09/17/2016 11:30:00 AM,,"Platt Ave. & Candlewood Way
West Hills",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,,,,,,
Office of Community Beautification: Mission Hills NC Beautification Committee,Cleanup,,Volunteerism,,,,BPW OCB,09/17/2016 08:30:00 AM,09/17/2016 12:00:00 PM,,"Lemona Ave. / Devonshire St.
Mission Hills, CA 91345",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification ~  Councilman Curren Price ~ Gilbert Lindsay Rec Park,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 09:00:00 AM,09/17/2016 12:00:00 PM,Gilbert Lindsay Rec Park,"429 East 42nd Place
Los Angeles, California 90011
(34.006587, -118.267457)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,716,673,7,13,
Office of Community Beautification ~  Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 09:00:00 AM,09/17/2016 12:00:00 PM,,"Arlington Avenue and 48th Street
Los Angeles, California
(34.000053, -118.318141)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1043,7,14,24
Office of Community Beautification ~  Councilmember Maqueece Harris-Dawson ,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/17/2016 09:00:00 AM,09/17/2016 12:00:00 PM,,"8730 South Vermont Avenue
Los Angeles, California 90044
(33.958381, -118.291497)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,801,1164,7,14,45
Office of Community Beautification ~  Councilman Curren Price ~ Heal the Bay,Coastal Clean-Up Day,No,Volunteerism,,,,BPW OCB,09/17/2016 09:00:00 AM,09/17/2016 01:00:00 PM,Ways Park,"87th Street & McKinley Avenue
Los Angeles, California 90002",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Sunland/Tujunga Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,09/18/2016 09:00:00 AM,09/18/2016 01:00:00 PM,,"11021 Odell Ave.
Sunland, CA 91040
(34.269311, -118.312405)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,3221,11,529,,1,7
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Van Nuys Recreation Center Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,09/24/2016 08:00:00 AM,09/24/2016 12:00:00 PM,Van Nuys Recreation Center,"14301 Vanowen St. Los Angeles
California, 91405
(31.77924, -106.22509)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Councilwoman Nury Martinez,,,13497,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Canterbury Elementary Cleanup ,Community Cleanup ,None ,Volunteerism ,,,,BPW OCB,09/24/2016 08:30:00 AM,09/24/2016 12:00:00 PM,,"13670 Montague Street, Arleta
California
(34.233959, -118.42996)",Ana Huizar ,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez, Councilwoman Nury Martinez,Council District 6,,18907,139,453,,3,41
Office of Community Beautification: Mission Hills NC Beautification Committee,Cleanup,,Volunteerism,,,,BPW OCB,09/24/2016 08:30:00 AM,09/24/2016 12:00:00 PM,,"Septo St. at Willis Ave.
Mission Hills, CA
(34.250892, -118.454335)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,19330,72,1217,,1,4
Office of Community Beautification ~  Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,09/24/2016 09:00:00 AM,09/24/2016 12:00:00 PM,,"Arlington Avenue and 48th Street
Los Angeles, California
(34.000053, -118.318141)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1043,7,14,24
Office of Community Beautification - CD 5 - South Robertson NC,Clean Up,,Volunteerism,,,,BPW OCB,09/25/2016 09:00:00 AM,09/25/2016 02:00:00 PM,,"Pico Bl. from La Cienega - Roxbury Dr.
Los Angeles, CA 90035",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Osceola Elementary Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/01/2016 08:00:00 AM,10/01/2016 12:00:00 AM,Osceola Elementary ,"14940 Osceola St.
Sylmar, CA 91342
(34.290631, -118.456473)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,18912,57,244,,1,47
Office of Community Beautification - CD 10 Community Cleanup,Community Cleanup,,Volunteerism,,,,BPW OCB,10/01/2016 08:00:00 AM,10/01/2016 12:00:00 PM,RFK Community Schools,"701 S. Catalina St.
Los Angeles, CA 90005",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Sunland Foursquare Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/01/2016 08:00:00 AM,10/01/2016 10:30:00 AM,,"10602 Sherman Grove
Sunland, CA 91040
(34.261764, -118.319558)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,3221,13,531,18,1,7
Office of Community Beautification: Mission Hills NC Beautification Committee,Cleanup,,Volunteerism,,,,BPW OCB,10/01/2016 08:30:00 AM,10/01/2016 12:00:00 PM,,"Orion Ave. & Lassen St.
Mission Hills",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification - Castle Heights Elementary,School Clean Up,,Volunteerism,,,,BPW OCB,10/08/2016 08:00:00 AM,10/08/2016 12:00:00 PM,,"9755 Cattaraugus Avenue
Los Angeles, CA 90034
(34.037381, -118.398504)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23451,872,1100,9,6,95
Office of Community Beautification ~  I Heart Watts,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/08/2016 08:00:00 AM,10/08/2016 12:00:00 PM,,"Corner of Grandee Ave and 103rd Street
Los Angeles, California
(33.943207, -118.243493)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22351,822,1182,7,15,40
