"site","date","interaction_type","interaction_type_2","service_requested_1","service_requested_2","hispanic_ethnicity","gender","langage","time_spent","age","week","week_ending"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"Hmong","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms","Navigator consultation ","(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Subject matter expert consultation",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Karen","6-15 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Subject matter expert consultation",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Use of Service Center tools/self-service","Basic question and/or help with forms","(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Somali","6-15 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-07T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Hmong","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"Employment ","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Hmong","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms","Navigator consultation ","(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"update phone# for interviw  ","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"copy ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","16-30 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Somali","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Shoreview","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Shoreview","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Shoreview","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Shoreview","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance",,,,"Somali","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Maplewood","2020-10-07T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-07T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Use of Service Center tools/self-service","Basic question and/or help with forms","(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"worker left forms for client ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Roseville","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"copy/fax",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Roseville","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"copy/fax",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Roseville","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"fax/copy",,,,"Somali","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"benefit for citizenship","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"Tax/Property",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Housing Support/Shelters",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","16-30 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-08T00:00:00.000"
"Downtown (Saint Paul)","2020-10-08T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
"Maplewood","2020-10-08T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-08T00:00:00.000"
