"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","Public Works","Public Works","GIS","Salaries","1056","1056","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","1056"
"2021","Public Works","Public Works","Storage on Main Street","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Electrical Supplies, Bulbs, Etc","Other Materials & Supplies","500"
"2021","General Government","City Council","City Council","Travel Expense","900","900","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","900"
"2021","Public Works","Public Works","GIS","Fringe Benefits","423","423","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","423"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Materials & Supplies","8000","8000","General Fund","Tax Supported Fund","Dirt mix, Mulch, Topsoil","Other Materials & Supplies","8000"
"2021","Public Works","Public Works","CWS Emergency","Materials & Supplies","100","100","General Fund","Tax Supported Fund","Locks & Key supplies","Other Materials & Supplies","100"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Fringe Benefits","27573.98","27573.97571","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","27573.97571"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Travel Expense","1200","1200","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","1200"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Fringe Benefits","-200000","-200000","General Fund","Tax Supported Fund","Budget - Attrition (Benefits)","Payroll Taxes","-200000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Avondale","Salaries","3876","3876","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","3876"
"2021","Public Safety","Police","Internal Affairs","Fringe Benefits","16128","16128","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","16128"
"2021","Public Safety","Police","Police Training Recruiting","Services","700","700","General Fund","Tax Supported Fund","Advertising","Special Services","700"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Services","3000","3000","General Fund","Tax Supported Fund","Air Cards","Telecommunications","3000"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Materials & Supplies","300","300","General Fund","Tax Supported Fund","Medical Supplies (First Aid)","Other Materials & Supplies","300"
"2021","Economic and Community Development","Economic & Community Development","Board of Mechanical Examiners","Services","100","100","General Fund","Tax Supported Fund","Advertising","Special Services","100"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Materials & Supplies","5000","5000","General Fund","Tax Supported Fund","Cleaning Supplies","Other Materials & Supplies","5000"
"2021","Transportation","Transportation","Transportation Administration","Travel Expense","5800","5800","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","5800"
"2021","Public Safety","Fire","Fire Station # 14","Services","13500","13500","General Fund","Tax Supported Fund","Electricity","Utilities","13500"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Travel Expense",,"250","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","250"
"2021","General Government","Human Resources","Employees Safety Program","Services","200","200","General Fund","Tax Supported Fund","Local Registration Fees","Staff Training","200"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown Riverwalk","Vehicle Operating Expense","4000","4000","General Fund","Tax Supported Fund","Gasoline","Fuel","4000"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","2000","2000","General Fund","Tax Supported Fund","Advertising","Special Services","2000"
"2021","Public Safety","Police","Chief of Police","Fringe Benefits","112083","112083.0032","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","112083.0032"
"2021","General Government","Executive Branch","Multicultural Affairs","Fringe Benefits","2688","2688","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","2688"
"2021","General Government","Human Resources","Human Resources Admin","Travel Expense","1000","1000","General Fund","Tax Supported Fund","Transportation","Transportation","1000"
"2021","Transportation","Transportation","Traffic Operations","Fringe Benefits","81765.77","81765.7718","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","81765.7718"
"2021","General Government","Executive Branch","Multicultural Affairs","Salaries","1950","1950","General Fund","Tax Supported Fund","Longevity","Other Supplements","1950"
"2021","General Government","311 - Call Center","311 Call Center","Fringe Benefits","81634.25","81634.25431","General Fund","Tax Supported Fund","General Pension","Pension","81634.25431"
"2021","Public Safety","Police","Police Training Recruiting","Materials & Supplies","23600","23600","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","23600"
"2021","Public Safety","Fire","Fire Marshall Staff","Salaries","5800","5800","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","5800"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Technology Accessories & Supplies","Office Supplies","1000"
"2021","Agencies","Agencies","Approp - Fortwood Ctr (Helen Ross McNabb)","Other Expenses","60760","60760","General Fund","Tax Supported Fund","Appropriations","Appropriations","60760"
"2021","Public Works","Public Works","CWS Admin","Other Expenses","4046","4046","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","4046"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Services","63690","63690","General Fund","Tax Supported Fund","Employment Agencies","Other Services","63690"
"2021","Transportation","Transportation","Traffic Operations","Vehicle Operating Expense","45969","45969","General Fund","Tax Supported Fund","Gasoline","Fuel","45969"
"2021","Youth and Family Development","Youth & Family","Heritage House Programs","Salaries","67365","67365","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","67365"
"2021","Public Safety","Police","Chief of Police","Fringe Benefits","204898.36","204898.365","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","204898.365"
"2021","Transportation","Transportation","Traffic Operations","Services","3000","3000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","3000"
"2021","Public Safety","Fire","Fire Station # 22","Services","1840","1840","General Fund","Tax Supported Fund","Sewer","Utilities","1840"
"2021","Youth and Family Development","Youth & Family","Heritage House Programs","Services","1500","1500","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1500"
"2021","Transportation","Transportation","Smart Cities Operations","Fringe Benefits","223312.99","223312.992","General Fund","Tax Supported Fund","General Pension","Pension","223312.992"
"2021","General Government","General Government","Approp - Capital Improvements","Other Financing Uses","100000","100000","General Fund","Tax Supported Fund","Transfer to Economic Community Dev Capital","Transfers To Capital Projects Funds","100000"
"2021","Public Works","Public Works","Field Surveyors","Fringe Benefits","188","188","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","188"
"2021","Public Works","Public Works","Facilities Management","Services","30000","30000","General Fund","Tax Supported Fund","Security Services","Special Services","30000"
"2021","General Government","Judges","City Judges Division 1","Insurance, Claims, Damages","300","300","General Fund","Tax Supported Fund","Fidelity & Surety Bonds","Other Insurance","300"
"2021","Public Safety","Police","Police Patrol Charlie","Salaries","19000","19000","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","19000"
"2021","Transportation","Transportation","Complete Streets","Vehicle Operating Expense","10454","10454","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","10454"
"2021","Public Safety","Fire","Fire Station # 13","Services","2500","2500","General Fund","Tax Supported Fund","Natural Gas","Utilities","2500"
"2021","Public Safety","Police","Real Time Intelligence Center (RTIC)","Travel Expense","350","350","General Fund","Tax Supported Fund","Meals","Meals & Lodging","350"
"2021","Public Safety","Police","Records Management & Services","Services","880","880","General Fund","Tax Supported Fund","Alarm Monitoring","Special Services","880"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Vehicle Operating Expense","10077","10077","General Fund","Tax Supported Fund","Gasoline","Fuel","10077"
"2021","General Government","Human Resources","Employees Safety Program","Fringe Benefits","46723.43","46723.43047","General Fund","Tax Supported Fund","General Pension","Pension","46723.43047"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Other Expenses","2312","2312","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","2312"
"2021","General Government","Judges","City Judges Division 1","Salaries","1200","1200","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","1200"
"2021","Public Safety","Police","Polygraph","Travel Expense","400","400","General Fund","Tax Supported Fund","Other Travel Expenses","Other Travel Expenses","400"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Salaries","446876","446876","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","446876"
"2021","General Government","Human Resources","Employees Safety Program","Services","400","400","General Fund","Tax Supported Fund","Dues","Other Services","400"
"2021","General Government","Internal Audit","Internal Audit","Fringe Benefits","6720","6720","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","6720"
"2021","Public Works","Public Works","CWS Emergency","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Hardware, Nails, Small Tools","Other Materials & Supplies","1000"
"2021","Public Safety","Fire","Fire Station # 12","Services","4200","4200","General Fund","Tax Supported Fund","Sewer","Utilities","4200"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Building Maintenance Supplies","Other Materials & Supplies","1000"
"2021","Economic and Community Development","Economic & Community Development","ECD - Homeless Outreach Program","Travel Expense","800","800","General Fund","Tax Supported Fund","Meals","Meals & Lodging","800"
"2021","Public Works","Public Works","Brush Pick-up","Services","840","840","General Fund","Tax Supported Fund","Air Cards","Telecommunications","840"
"2021","Public Safety","Fire","Fire Station # 6","Services","670","670","General Fund","Tax Supported Fund","Clothing & Linen Service","Rental Services","670"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Champion's Club","Fringe Benefits","319","319","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","319"
"2021","General Government","Human Resources","Human Resources Admin","Services","25","25","General Fund","Tax Supported Fund","Parking","Other Services","25"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Lake","Other Expenses","1445","1445","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","1445"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Services","5000","5000","General Fund","Tax Supported Fund","Alarm Monitoring","Special Services","5000"
"2021","Youth and Family Development","Youth & Family","North River Center Programs","Salaries","10000","10000","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","10000"
"2021","Youth and Family Development","Youth & Family","Fitness Center","Services","1500","1500","General Fund","Tax Supported Fund","Recreation Support Services","Special Services","1500"
"2021","Public Works","Public Works","Trash Flash Pick-up","Fringe Benefits","13850.58","13850.5846","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","13850.5846"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Salaries","700","700","General Fund","Tax Supported Fund","Incentive Awards","Incentives","700"
"2021","General Government","Finance & Admin","Capital Planning","Services","700","700","General Fund","Tax Supported Fund","Local Mileage","Other Services","700"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Hixson","Salaries","1050","1050","General Fund","Tax Supported Fund","Longevity","Other Supplements","1050"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown Riverwalk","Vehicle Operating Expense","2000","2000","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","2000"
"2021","Public Works","Public Works","Building Maintenance","Services","39000","39000","General Fund","Tax Supported Fund","Bldg & Grounds Maintenance","Repair & Maintenance Services","39000"
"2021","Economic and Community Development","Economic & Community Development","Neighborhood Service Development","Travel Expense","2000","2000","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","2000"
"2021","Public Safety","Police","Police Facilities & Security","Services","4000","4000","General Fund","Tax Supported Fund","Waste Disposal","Other Services","4000"
"2021","Public Safety","Police","Chief of Police","Materials & Supplies","250","250","General Fund","Tax Supported Fund","Forms & Printed Material","Office Supplies","250"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Westside Community Ctr","Salaries","3878","3878","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","3878"
"2021","Public Safety","Police","Special Investigations","Salaries","5000","5000","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","5000"
"2021","Public Safety","Fire","Fire Administration","Materials & Supplies","400","400","General Fund","Tax Supported Fund","Newspapers","Office Supplies","400"
"2021","Public Works","Public Works","Park Mgmt - Landscape Mechanic","Vehicle Operating Expense","500","500","General Fund","Tax Supported Fund","Gasoline","Fuel","500"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Flags Banners and Signage","Other Materials & Supplies","500"
"2021","Public Safety","Fire","Fire Operations Division","Vehicle Operating Expense","186500","186500","General Fund","Tax Supported Fund","Vehicle Labor","Vehicle Repairs & Maintenance","186500"
"2021","Public Safety","Police","Investigative Services Command","Fringe Benefits","88680.04","88680.041","General Fund","Tax Supported Fund","Hospitalization","Insurance","88680.041"
"2021","Public Safety","Police","Police Patrol Fox","Salaries","140000","140000","General Fund","Tax Supported Fund","Overtime","Overtime","140000"
"2021","Public Works","Public Works","Park Mgmt - Admin","Materials & Supplies","200","200","General Fund","Tax Supported Fund","Hardware, Nails, Small Tools","Other Materials & Supplies","200"
"2021","Public Works","Public Works","Refuse Collection Centers","Fringe Benefits","3593.24","3593.2444","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","3593.2444"
"2021","Public Works","Public Works","Brush Pick-up","Salaries","462572","462572","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","462572"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","22200","22200","General Fund","Tax Supported Fund","Contract Mowing","Repair & Maintenance Services","22200"
"2021","Public Works","Public Works","CWS Street Cleaning Crews","Services","6000","6000","General Fund","Tax Supported Fund","On-the-Job Injury Claims","Medical Services","6000"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Public Safety Office","Services",,"2000","General Fund","Tax Supported Fund","Miscellaneous Services","Other Services","2000"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Vehicle Operating Expense","16361","16361","General Fund","Tax Supported Fund","Gasoline","Fuel","16361"
"2021","Youth and Family Development","Youth & Family","Therapeutic Programs","Fringe Benefits","2688","2688","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","2688"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","20600","20600","General Fund","Tax Supported Fund","IT Maintenance","Repair & Maintenance Services","20600"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Summit of Softball","Services","400","400","General Fund","Tax Supported Fund","Air Cards","Telecommunications","400"
"2021","Public Safety","Fire","Fire Station # 19","Services","3300","3300","General Fund","Tax Supported Fund","Natural Gas","Utilities","3300"
"2021","Public Works","Public Works","Facilities Management","Fringe Benefits","610","610","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","610"
"2021","General Government","Human Resources","Employees Safety Program","Travel Expense","200","200","General Fund","Tax Supported Fund","Meals","Meals & Lodging","200"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Materials & Supplies","1500","1500","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","1500"
"2021","General Government","Internal Audit","Internal Audit","Materials & Supplies","3400","3400","General Fund","Tax Supported Fund","Periodicals, Publications","Office Supplies","3400"
"2021","Youth and Family Development","Youth & Family","Youth Dev - Education","Services","250","250","General Fund","Tax Supported Fund","Dues","Other Services","250"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Materials & Supplies","6500","6500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","6500"
"2021","Public Safety","Police","Police Facilities & Security","Salaries","1440","1440","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","1440"
"2021","Public Safety","Police","Police Community Services","Salaries","2160","2160","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","2160"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Services","6500","6500","General Fund","Tax Supported Fund","County Trustee Collection Fee","Other Services","6500"
"2021","Public Safety","Fire","Fire Station # 6","Services","1633","1633","General Fund","Tax Supported Fund","Air Cards","Telecommunications","1633"
"2021","General Government","Information Technology","Information Technology","Services","650000","650000","General Fund","Tax Supported Fund","IT Contracted Personnel","Other Services","650000"
"2021","Public Safety","Police","Special Victims Unit at Family Justice Center","Salaries","8000","8000","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","8000"
"2021","General Government","City Council","City Council","Materials & Supplies","600","600","General Fund","Tax Supported Fund","Printer Toner Cartridges","Office Supplies","600"
"2021","Economic and Community Development","Economic & Community Development","Neighborhood Service Development","Other Expenses","1445","1445","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","1445"
"2021","Youth and Family Development","Youth & Family","North River Center Programs","Services","2000","2000","General Fund","Tax Supported Fund","Water","Utilities","2000"
"2021","General Government","Internal Audit","Internal Audit","Fringe Benefits","93706.09","93706.09181","General Fund","Tax Supported Fund","General Pension","Pension","93706.09181"
"2021","Youth and Family Development","Youth & Family","Aquatics Programs","Other Expenses","289","289","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","289"
"2021","Economic and Community Development","Economic & Community Development","ECD - Homeless Outreach Program","Fringe Benefits","103308.3","103308.3019","General Fund","Tax Supported Fund","General Pension","Pension","103308.3019"
"2021","Public Safety","Police","Police Patrol Charlie","Salaries","130600","130600","General Fund","Tax Supported Fund","Overtime","Overtime","130600"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Services",,"250","General Fund","Tax Supported Fund","Printing","Special Services","250"
"2021","Youth and Family Development","Youth & Family","Eastgate Center Programs","Materials & Supplies","5000","5000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","5000"
"2021","Public Works","Public Works","Municipal Forestry","Fringe Benefits","1039","1039","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","1039"
"2021","Public Works","Public Works","Building Maintenance","Vehicle Operating Expense","10000","10000","General Fund","Tax Supported Fund","Gasoline","Fuel","10000"
"2021","General Government","Executive Branch","Executive Office Admin","Services","100","100","General Fund","Tax Supported Fund","Freight, Express & Drayage","Delivery Services","100"
"2021","Public Works","Public Works","Recycle Pick-up","Services","122","122","General Fund","Tax Supported Fund","IT Maintenance","Repair & Maintenance Services","122"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Services","1000","1000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1000"
"2021","General Government","City Attorney","City Attorney Operations","Travel Expense","500","500","General Fund","Tax Supported Fund","Transportation","Transportation","500"
"2021","Public Works","Public Works","CWS Admin","Services","600","600","General Fund","Tax Supported Fund","Wireless Data Communication","Unallocated Costs","600"
"2021","Public Safety","Police","Police Facilities & Security","Services","30000","30000","General Fund","Tax Supported Fund","Traffic Control - Rental","Rental Services","30000"
"2021","General Government","Finance & Admin","Capital Planning","Fringe Benefits","29796.68","29796.68121","General Fund","Tax Supported Fund","Hospitalization","Insurance","29796.68121"
"2021","General Government","General Government","ESIP Administration","Other Expenses","6000","6000","General Fund","Tax Supported Fund","Appropriations","Appropriations","6000"
"2021","Public Safety","Police","Police Community Services","Fringe Benefits","12673.51","12673.50916","General Fund","Tax Supported Fund","General Pension","Pension","12673.50916"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Eastdale","Salaries","1650","1650","General Fund","Tax Supported Fund","Longevity","Other Supplements","1650"
"2021","General Government","City Attorney","City Attorney Operations","Services","250","250","General Fund","Tax Supported Fund","Local Mileage","Other Services","250"
"2021","Public Safety","Fire","Fire Operations Division","Salaries","-450000","-450000","General Fund","Tax Supported Fund","Budget - Attrition (Salary)","Salaries & Wages","-450000"
"2021","General Government","City Council","City Council","Travel Expense","400","400","General Fund","Tax Supported Fund","Auto Rental","Transportation","400"
"2021","Public Safety","Police","Major Crimes","Salaries","54400","54400","General Fund","Tax Supported Fund","State Training Wages","Salaries & Wages","54400"
"2021","Economic and Community Development","Economic & Community Development","Neighborhood Service Development","Services","1100","1100","General Fund","Tax Supported Fund","Air Cards","Telecommunications","1100"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Materials & Supplies","3000","3000","General Fund","Tax Supported Fund","Food & Ice","Other Materials & Supplies","3000"
"2021","Public Safety","Fire","Fire Tactical Services","Fringe Benefits","4032","4032","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","4032"
"2021","Public Safety","Fire","Fire Administration","Fringe Benefits","266","266","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","266"
"2021","Transportation","Transportation","Transportation Administration","Materials & Supplies","800","800","General Fund","Tax Supported Fund","Forms & Printed Material","Office Supplies","800"
"2021","Public Works","Public Works","Container Management","Materials & Supplies","1200","1200","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","1200"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","1000","1000","General Fund","Tax Supported Fund","Pump Repairs","Repair & Maintenance Services","1000"
"2021","Public Works","Public Works","Park Mgmt - Landscape Mechanic","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Hardware, Nails, Small Tools","Other Materials & Supplies","500"
"2021","Public Works","Public Works","Municipal Forestry","Travel Expense","150","150","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","150"
"2021","Public Safety","Fire","Fire Deputy Chief Admin","Fringe Benefits","28906.91","28906.90889","General Fund","Tax Supported Fund","General Pension","Pension","28906.90889"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Vehicle Operating Expense","5000","5000","General Fund","Tax Supported Fund","Diesel Fuel","Fuel","5000"
"2021","Youth and Family Development","Youth & Family","Youth Dev - CAPS","Services","1000","1000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1000"
"2021","Public Works","Public Works","Garbage Pick-up","Materials & Supplies","1500","1500","General Fund","Tax Supported Fund","Building Maintenance Supplies","Other Materials & Supplies","1500"
"2021","Public Safety","Police","Police Facilities & Security","Fringe Benefits","5376","5376","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","5376"
"2021","Public Works","Public Works","Recycle Pick-up","Other Expenses","3179","3179","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","3179"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Services","15000","15000","General Fund","Tax Supported Fund","Credit Card Use Charge","Banking and Other Financial Service","15000"
"2021","Public Works","Public Works","CWS Admin","Services","2000","2000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","2000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Lake","Services","1200","1200","General Fund","Tax Supported Fund","Sewer","Utilities","1200"
"2021","Public Works","Public Works","CWS Admin","Materials & Supplies","350","350","General Fund","Tax Supported Fund","Safety Shoes","Other Materials & Supplies","350"
"2021","Public Safety","Police","Police Patrol Charlie","Services","1000","1000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1000"
"2021","General Government","Executive Branch","Multicultural Affairs","Services","2500","2500","General Fund","Tax Supported Fund","Printing","Special Services","2500"
"2021","Public Safety","Fire","Fire Station # 16","Services","2050","2050","General Fund","Tax Supported Fund","Natural Gas","Utilities","2050"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Shepherd","Other Expenses","1156","1156","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","1156"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Frances B. Wyatt","Fringe Benefits","84","84","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","84"
"2021","Transportation","Transportation","Traffic Operations","Services","1200","1200","General Fund","Tax Supported Fund","Demurrage","Rental Services","1200"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Services","6500","6500","General Fund","Tax Supported Fund","Plumbing","Trades","6500"
"2021","Public Safety","Police","Police Training Recruiting","Fringe Benefits","-700000","-700000","General Fund","Tax Supported Fund","Budget - Attrition (Benefits)","Payroll Taxes","-700000"
"2021","Public Works","Public Works","Public Works Admin","Salaries","-480000","-480000","General Fund","Tax Supported Fund","Budget - Attrition (Salary)","Salaries & Wages","-480000"
"2021","Public Works","Public Works","Trash Flash Pick-up","Fringe Benefits","5376","5376","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","5376"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Other Expenses",,"89000","General Fund","Tax Supported Fund","Space Costs","Allocated Costs","89000"
"2021","Youth and Family Development","Youth & Family","Kidz Kamp","Services","850","850","General Fund","Tax Supported Fund","Equipment Rental","Rental Services","850"
"2021","Economic and Community Development","Economic & Community Development","Board of Plumbing Examiners","Services","900","900","General Fund","Tax Supported Fund","Other Contracted Service","Other Services","900"
"2021","General Government","Executive Branch","Multicultural Affairs","Services","500","500","General Fund","Tax Supported Fund","Advertising","Special Services","500"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Vehicle Operating Expense","400","400","General Fund","Tax Supported Fund","Car Wash","Other Vehicle Costs","400"
"2021","General Government","Finance & Admin","Finance Office","Services","50","50","General Fund","Tax Supported Fund","Local Mileage","Other Services","50"
"2021","Public Works","Public Works","GIS","Fringe Benefits","39051.05","39051.05018","General Fund","Tax Supported Fund","General Pension","Pension","39051.05018"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown Riverwalk","Services","50000","50000","General Fund","Tax Supported Fund","Security Services","Special Services","50000"
"2021","Public Works","Public Works","Refuse Collection Centers","Services","100","100","General Fund","Tax Supported Fund","Fire Prevention Measures","Repair & Maintenance Services","100"
"2021","Public Safety","Police","Internal Affairs","Fringe Benefits","26467.15","26467.1517","General Fund","Tax Supported Fund","General Pension","Pension","26467.1517"
"2021","Youth and Family Development","Youth & Family","Office of Early Learning","Services","5000","5000","General Fund","Tax Supported Fund","Training Costs","Staff Training","5000"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Travel Expense","200","200","General Fund","Tax Supported Fund","Other Travel Expenses","Other Travel Expenses","200"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Tyner","Fringe Benefits","6834","6834","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","6834"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Avondale","Services","1600","1600","General Fund","Tax Supported Fund","Sewer","Utilities","1600"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Fringe Benefits","104387.9","104387.8971","General Fund","Tax Supported Fund","General Pension","Pension","104387.8971"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Services","500","500","General Fund","Tax Supported Fund","HVAC","Repair & Maintenance Services","500"
"2021","Public Works","Public Works","CWS Street Cleaning Crews","Other Expenses","100","100","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","100"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Shepherd","Salaries","3878","3878","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","3878"
"2021","Public Works","Public Works","Container Management","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Forms & Printed Material","Office Supplies","500"
"2021","General Government","Human Resources","Human Resources Admin","Fringe Benefits","15633.3","15633.30028","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","15633.30028"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Safety Equipment","Other Materials & Supplies","1000"
"2021","Public Safety","Fire","Fire Station # 7","Services","2700","2700","General Fund","Tax Supported Fund","Water","Utilities","2700"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Security","Vehicle Operating Expense","500","500","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","500"
"2021","Public Safety","Fire","Fire Station # 21","Services","520","520","General Fund","Tax Supported Fund","Maintenance Services","Repair & Maintenance Services","520"
"2021","Public Works","Public Works","CWS Emergency","Services","500","500","General Fund","Tax Supported Fund","Equipment Rental","Rental Services","500"
