"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00037900","2022-08-24T12:04:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037898","2022-08-24T11:44:50.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037896","2022-08-24T11:30:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037894","2022-08-24T11:17:15.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037892","2022-08-24T10:58:12.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9400 PEPPERCORN PL","38.91389382","-76.84331176","
,  
(38.91389382, -76.84331176)","County Address"
"22-00037887","2022-08-24T10:42:07.000","CLOSED","CLOSED","Zoning","DPIE","ENF-Business Operation Concerns","6181 ANNAPOLIS RD","38.93831226","-76.91137787","
,  
(38.93831226, -76.91137787)","County Address"
"22-00037883","2022-08-24T10:33:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037880","2022-08-24T10:23:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037879","2022-08-24T10:20:39.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5630 67TH AVE","38.95571018","-76.90478905","
,  
(38.95571018, -76.90478905)","Woodlawn - Lanham"
"22-00037877","2022-08-24T10:13:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037876","2022-08-24T10:13:09.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5623 67TH AVE","38.95507286","-76.9049048","
,  
(38.95507286, -76.9049048)","Woodlawn - Lanham"
"22-00037875","2022-08-24T10:12:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037874","2022-08-24T10:10:57.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037873","2022-08-24T10:07:41.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Operation Concerns","1322 RITCHIE RD","38.87062341","-76.85546985","
,  
(38.87062341, -76.85546985)","Forestville"
"22-00037872","2022-08-24T10:07:37.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","1322 RITCHIE RD","38.87062341","-76.85546985","
,  
(38.87062341, -76.85546985)","Forestville"
"22-00037871","2022-08-24T09:56:54.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","5623 67TH AVE","38.95507286","-76.9049048","
,  
(38.95507286, -76.9049048)","Woodlawn - Lanham"
"22-00037868","2022-08-24T09:42:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037867","2022-08-24T09:25:48.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5621 67TH AVE","38.95503111","-76.9050858","
,  
(38.95503111, -76.9050858)","Woodlawn - Lanham"
"22-00037864","2022-08-24T09:00:13.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5621 67TH AVE","38.95503111","-76.9050858","
,  
(38.95503111, -76.9050858)","Woodlawn - Lanham"
"22-00037862","2022-08-24T08:45:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037859","2022-08-24T07:58:18.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","6427 HIL MAR DR",,,,"County Address"
"22-00037856","2022-08-24T07:29:40.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037849","2022-08-23T22:50:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037841","2022-08-23T19:47:53.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","951 EASTERN AVE","38.90371212","-76.92268601","
,  
(38.90371212, -76.92268601)","County Address"
"22-00037840","2022-08-23T19:42:33.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5718 JEFFERSON HEIGHTS DR","38.90085053","-76.90720651","
,  
(38.90085053, -76.90720651)","County Address"
"22-00037822","2022-08-23T16:15:00.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037821","2022-08-23T16:12:41.000","OPEN","OVERDUE","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","16200 OLD CENTRAL AVE","38.8983958","-76.72327675","
,  
(38.8983958, -76.72327675)","County Address"
"22-00037820","2022-08-23T16:09:40.000","OPEN","OVERDUE","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","11538 CENTRAL AVE",,,,"County Address"
"22-00037816","2022-08-23T15:50:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037805","2022-08-23T14:52:40.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037802","2022-08-23T14:44:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037798","2022-08-23T14:38:36.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037791","2022-08-23T14:01:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037788","2022-08-23T13:52:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037783","2022-08-23T13:38:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037778","2022-08-23T13:25:14.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","6303 SOUTHERN AVE","38.89044876","-76.91199118","
,  
(38.89044876, -76.91199118)","County Address"
"22-00037769","2022-08-23T11:56:45.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","1203 MARBLEWOOD AVE",,,,"County Address"
"22-00037768","2022-08-23T11:55:45.000","OPEN","OVERDUE","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","11500 CENTRAL AVE",,,,"County Address"
"22-00037767","2022-08-23T11:51:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037765","2022-08-23T11:37:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037764","2022-08-23T11:22:24.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","7000 FARRAGUT ST","38.95155908","-76.89364859","
,  
(38.95155908, -76.89364859)","Woodlawn - Lanham"
"22-00037763","2022-08-23T11:18:55.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037762","2022-08-23T10:46:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037761","2022-08-23T10:40:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037759","2022-08-23T10:28:28.000","CLOSED","CLOSED","Zoning","DPIE","ENF-Business Operation Concerns","6181 ANNAPOLIS RD","38.93831226","-76.91137787","
,  
(38.93831226, -76.91137787)","County Address"
"22-00037756","2022-08-23T10:25:38.000","CLOSED","CLOSED","Zoning","DPIE","ENF-Business Operation Concerns","6181 ANNAPOLIS RD","38.93831226","-76.91137787","
,  
(38.93831226, -76.91137787)","County Address"
"22-00037753","2022-08-23T10:09:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037748","2022-08-23T09:35:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037746","2022-08-23T09:16:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037739","2022-08-23T08:12:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037731","2022-08-22T23:49:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037730","2022-08-22T23:47:07.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037729","2022-08-22T23:37:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037727","2022-08-22T23:35:40.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037726","2022-08-22T23:33:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037725","2022-08-22T23:29:13.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037724","2022-08-22T23:26:13.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037722","2022-08-22T23:23:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037721","2022-08-22T23:21:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037720","2022-08-22T23:18:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037713","2022-08-22T19:43:08.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6018 MARIA AVE","38.83145459","-76.9014385","
,  
(38.83145459, -76.9014385)","County Address"
"22-00037703","2022-08-22T17:00:00.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5402 WOODLAND BLVD","38.8154679","-76.9676326","
,  
(38.8154679, -76.9676326)","Oxon Hill / Glassmanor"
"22-00037698","2022-08-22T16:20:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037696","2022-08-22T16:09:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037689","2022-08-22T15:47:39.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","8643 GREENBELT RD",,,,"County Address"
"22-00037687","2022-08-22T15:41:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037683","2022-08-22T15:26:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037682","2022-08-22T15:06:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037681","2022-08-22T14:51:57.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037680","2022-08-22T14:49:54.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037678","2022-08-22T14:47:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037675","2022-08-22T14:41:11.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8447 GREENBELT RD","38.98830313","-76.86078968","
,  
(38.98830313, -76.86078968)","County Address"
"22-00037672","2022-08-22T14:26:50.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037669","2022-08-22T13:44:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037668","2022-08-22T13:44:06.000","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Road Resurfacing","OLD SILVER HILL RD & SILVER HILL RD",,,,"County Address"
"22-00037665","2022-08-22T13:30:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037658","2022-08-22T12:53:19.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries",,,,,"County Address"
"22-00037657","2022-08-22T12:50:14.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037653","2022-08-22T12:36:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037652","2022-08-22T12:32:51.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037650","2022-08-22T12:22:37.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","11010 SNOWDEN POND RD","39.04439999","-76.83034984","
,  
(39.04439999, -76.83034984)","County Address"
"22-00037648","2022-08-22T12:17:32.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037647","2022-08-22T12:13:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037646","2022-08-22T11:59:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037634","2022-08-22T11:45:18.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037623","2022-08-22T11:17:20.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries","302 DUNNVILLE PL","38.8957932","-76.77088903","
,  
(38.8957932, -76.77088903)","County Address"
"22-00037622","2022-08-22T11:14:39.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5304 WOODLAND BLVD","38.81638659","-76.9667561","
,  
(38.81638659, -76.9667561)","Oxon Hill / Glassmanor"
"22-00037618","2022-08-22T11:11:36.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5306 WOODLAND BLVD","38.8162115","-76.96695915","
,  
(38.8162115, -76.96695915)","Oxon Hill / Glassmanor"
"22-00037617","2022-08-22T11:09:45.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037616","2022-08-22T11:09:34.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","12902 NORTHAMPTON DR","39.06610206","-76.86870677","
,  
(39.06610206, -76.86870677)","County Address"
"22-00037615","2022-08-22T11:08:45.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5404 WOODLAND BLVD","38.81530169","-76.96778846","
,  
(38.81530169, -76.96778846)","Oxon Hill / Glassmanor"
"22-00037614","2022-08-22T11:07:45.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037611","2022-08-22T11:03:50.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5408 WOODLAND BLVD","38.81492212","-76.96826397","
,  
(38.81492212, -76.96826397)","Oxon Hill / Glassmanor"
"22-00037610","2022-08-22T11:02:00.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Activity in Residential Area","5603 WOODLAND DR","38.81313735","-77.00075177","
,  
(38.81313735, -77.00075177)","County Address"
"22-00037607","2022-08-22T11:00:14.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Activity in Residential Area","2408 OWENS RD","38.81784982","-76.96573831","
,  
(38.81784982, -76.96573831)","Oxon Hill / Glassmanor"
"22-00037606","2022-08-22T10:59:09.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Activity in Residential Area","1117 BOULDER DRIVE",,,,"County Address"
"22-00037603","2022-08-22T10:54:28.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Activity in Residential Area",,,,,"County Address"
"22-00037600","2022-08-22T10:49:31.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037596","2022-08-22T10:33:27.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","10211 QUEEN ELIZABETH DR","38.74950761","-76.82026421","
,  
(38.74950761, -76.82026421)","County Address"
"22-00037585","2022-08-22T10:06:55.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1913 ALLENDALE CT","38.91568745","-76.86762645","
,  
(38.91568745, -76.86762645)","Kentland / Palmer Park"
"22-00037584","2022-08-22T10:04:39.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","12107 LIVINGSTON RD","38.72373242","-76.98842327","
,  
(38.72373242, -76.98842327)","County Address"
"22-00037583","2022-08-22T10:04:26.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037581","2022-08-22T09:58:47.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2075 BEAVER RD",,,,"County Address"
"22-00037579","2022-08-22T09:52:00.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037575","2022-08-22T09:42:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037566","2022-08-22T09:15:41.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2700 Hawthorne Ct","38.92643773","-76.89523456","
,  
(38.92643773, -76.89523456)","County Address"
"22-00037561","2022-08-22T08:24:03.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2705 Hawthorne Ct","38.92675483","-76.89467204","
,  
(38.92675483, -76.89467204)","County Address"
"22-00037553","2022-08-22T08:14:32.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7125 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00037550","2022-08-22T07:57:54.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7143 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00037549","2022-08-22T07:43:34.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","5100 HEATH ST","38.87163799","-76.92017252","
,  
(38.87163799, -76.92017252)","County Address"
"22-00037547","2022-08-22T07:40:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037544","2022-08-22T07:04:57.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037543","2022-08-22T07:02:20.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037542","2022-08-22T06:59:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037534","2022-08-21T21:48:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037527","2022-08-21T16:50:12.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037450","2022-08-20T10:07:42.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries","5008 WOODFORD LN","38.81962555","-76.809776","
,  
(38.81962555, -76.809776)","County Address"
"22-00037449","2022-08-20T09:44:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037439","2022-08-20T07:16:34.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns",,,,,"County Address"
"22-00037417","2022-08-19T16:54:02.000","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Under Drain - New","9323 ALCONA ST","38.95832512","-76.8443061","
,  
(38.95832512, -76.8443061)","County Address"
"22-00037407","2022-08-19T16:07:33.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037387","2022-08-19T14:52:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037385","2022-08-19T14:42:57.000","OPEN","OPEN","Stormdrain Maintenance Division","Department of Public Works & Transportation","Pipe Repair/Replacement (Contractor)","1101 PINE LN","38.66004496","-77.02800802","
,  
(38.66004496, -77.02800802)","County Address"
"22-00037384","2022-08-19T14:42:08.000","OPEN","OPEN","Stormdrain Maintenance Division","Department of Public Works & Transportation","Pipe Repair/Replacement (Contractor)","8201 JOSHUA CT","39.06143174","-76.864805","
,  
(39.06143174, -76.864805)","County Address"
"22-00037383","2022-08-19T14:40:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037382","2022-08-19T14:39:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037381","2022-08-19T14:36:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037380","2022-08-19T14:36:02.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","1212 BOHAC LN","38.64078633","-77.0317038","
,  
(38.64078633, -77.0317038)","County Address"
"22-00037372","2022-08-19T13:51:14.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037371","2022-08-19T13:36:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037369","2022-08-19T13:21:49.000","OPEN","OVERDUE","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","9800 PISCATAWAY RD","38.75517426","-76.91929564","
,  
(38.75517426, -76.91929564)","County Address"
"22-00037352","2022-08-19T11:54:18.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries","15800 PALAI TURN","38.91192045","-76.73147115","
,  
(38.91192045, -76.73147115)","County Address"
"22-00037350","2022-08-19T11:47:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037349","2022-08-19T11:43:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037348","2022-08-19T11:43:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037345","2022-08-19T11:20:22.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6900 EL PASO ST","38.92010945","-76.88757059","
,  
(38.92010945, -76.88757059)","Kentland / Palmer Park"
"22-00037344","2022-08-19T11:20:01.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","12903 LAUREL BOWIE RD",,,,"County Address"
"22-00037332","2022-08-19T10:57:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037329","2022-08-19T10:49:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037326","2022-08-19T10:22:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037322","2022-08-19T10:13:18.000","CLOSED","CLOSED","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","5400 LIVINGSTON TER","38.81491339","-76.99344986","
,  
(38.81491339, -76.99344986)","Oxon Hill / Glassmanor"
"22-00037320","2022-08-19T09:59:55.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037318","2022-08-19T09:23:32.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037308","2022-08-19T08:27:20.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037304","2022-08-19T07:41:21.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7423 WALKER MILL DR","38.8878089","-76.87786458","
,  
(38.8878089, -76.87786458)","County Address"
"22-00037298","2022-08-19T06:56:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037297","2022-08-19T06:49:33.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037291","2022-08-18T22:55:04.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2508 KEATING ST","38.83537222","-76.95241026","
,  
(38.83537222, -76.95241026)","Hillcrest Heights / Marlow Heights"
"22-00037280","2022-08-18T16:44:33.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11303 PITSEA DR","39.04037821","-76.89779749","
,  
(39.04037821, -76.89779749)","County Address"
"22-00037272","2022-08-18T15:57:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037271","2022-08-18T15:54:08.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7110 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00037269","2022-08-18T15:36:59.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4503 RALEIGH RD","38.82743126","-76.95122007","
,  
(38.82743126, -76.95122007)","County Address"
"22-00037267","2022-08-18T15:31:56.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9700 MASSIE DR","38.75679759","-76.86277368","
,  
(38.75679759, -76.86277368)","County Address"
"22-00037266","2022-08-18T15:27:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7700 WOODYARD FARM RD","38.78398828","-76.83846846","
,  
(38.78398828, -76.83846846)","County Address"
"22-00037265","2022-08-18T15:25:38.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037257","2022-08-18T14:49:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037254","2022-08-18T14:28:32.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1706 ALLENDALE PL","38.91372735","-76.87582448","
,  
(38.91372735, -76.87582448)","Kentland / Palmer Park"
