"timestamp","how_long_have_you_lived_in_somerville","do_you_rent_or_own_your_place_of_residence","if_you_own_what_type_of_home_do_you_own","if_a_condo_how_many_units_are_in_your_building","are_you_interested_in_reducing_your_energy_use","have_you_had_an_energy_audit_done_in_your_home","please_select_any_measures_you_have_taken_to_reduce_your_energy_usage","would_you_be_interested_in_a_program_offered_through_the_city_where_somerville_residents_can_receive_information_on_solar_for_their_homes_and_reduced_pricing_for_solar","if_you_own_a_business_or_commercial_building_are_you_interested_in_a_commercial_solar_program_offered_through_the_city_of_somerville","are_you_interested_in_installing_solar_pv_on_your_house","if_you_ve_been_thinking_about_installing_solar_panels_what_has_held_you_back","if_you_were_to_install_solar_pv_on_your_home_or_business_is_your_preference_to","would_you_like_to_volunteer_on_a_residential_solar_outreach_effort_to_get_your_friends_and_neighbors_to_install_solar_on_their_homes","if_solar_was_not_a_good_fit_for_your_home_the_city_of_somerville_could_potentially_offer_a_community_solar_project_where_people_can_opt_in_to_purchase_solar_shares_of_a_solar_project_located_inside_or_near_somerville_in_essence_retaining_the_same_ben","there_are_various_ways_in_funding_a_community_solar_project_would_you_be_interested_in_purchasing_shares_of_a_community_solar_project_where_you_could_receive_the_same_benefits_of_owning_a_system_of_your_own_knowing_you_could_receive_the_energy_output_f","please_indicate_if_you_would_like_further_information_on_the_following_in_regards_to_solar_panels_select_any_and_all_that_you_may_have","do_you_own_an_electric_vehicle","if_no_have_you_considered_purchasing_one","would_your_preference_be_to_charge_an_electric_vehicle_in_your_driveway_or_charge_it_in_a_public_lot"
"2015-01-24T15:03:56.000","5-10 years","Own","Condo","3","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Figuring it out with the other condo owners","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T23:59:12.000","10-15 years","Own","Single family",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Haven't gotten around to it","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning","No","Yes","Driveway"
"2015-01-08T11:17:09.000","2-5 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Huge tree shading our roof","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T19:41:57.000","2-5 years","Own","Condo",,"Yes","No","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes","Lack of understanding","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-10T20:36:24.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes","Lack of understanding","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-10T08:23:32.000","2-5 years","Own","Condo","7","Yes","No",,"Yes, very interested","No","Yes","My townhouse complex needs to get on the MA energy audit list","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T16:48:43.000","20+ years","Own","Single family",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","need to replace roof","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-26T20:15:29.000","5-10 years","Own","Single family",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Not sure if we get enough light","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-23T11:42:34.000","10-15 years","Rent",,,"Yes","No","Shut off lights when not in use","Yes, very interested",,"rent","rent","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-08T16:35:09.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"I dont have a home",,,"Maybe, let's talk","Very interested","No",,"No","No",
"2015-01-08T15:28:49.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, Use reflective coating on flat roofs. And manually control blinds on South facing windows. ","Yes, very interested",,"Yes, but I don't think my roof is suitable","Size of home and location. ","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T10:36:58.000","2-5 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Working with other condo owner","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-02-15T20:54:30.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","Yes","Yes","worrying about shade on our roof","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-12T19:44:58.000","2-5 years","Rent",,,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, new doors","Yes, very interested",,"Maybe, I need to learn more",,"Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-24T15:04:36.000","10-15 years","Own","Condo","3","Yes","Yes","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, Our condo was renovated about 10 years ago, so we already have good windows and decent insulation, but we replaced some older insulation with higher efficiency insulation.","Yes, very interested",,"Yes","We'd have to work it out with the whole condo association, if there were options for just our unit that might work better/be easier to implement.","Whatever was more cost effective.","No","Very interested","Yes","Financing Options","No","Yes","Driveway"
"2015-01-10T18:01:13.000","5-10 years","Own","Condo","3","Yes","Yes","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more"," condo association",,"No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-09T14:14:53.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost",,"No","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-02-05T14:41:13.000","5-10 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding",,"No","Very interested","Yes","Permitting, Financing Options","No","Yes","Driveway"
"2015-01-24T17:22:08.000","10-15 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Technology",,"No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-12T10:23:06.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Don't know ","Yes","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T12:00:04.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, Solar Panels","Yes, somewhat interested","No","No, I already have solar PV","Difficulty of figuring it all out","Lease the system","Yes","Very interested","Yes","Permitting, Interconnection & Net Metering","No","Yes","Driveway"
"2015-01-23T14:43:31.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","No","Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","Lease the system","Yes","Very interested","Yes","Financing Options","No","Yes","Driveway"
"2015-01-23T17:27:17.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","evolution of cost","Purchase the system outright","Yes","Very interested","Yes","Permitting, Planning & Zoning","No","Yes","Driveway"
"2015-01-08T16:24:20.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding",,,"Very interested","Yes","Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-09T10:41:29.000","20+ years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Lease the system","Maybe, let's talk","Very interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-08T14:08:53.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","roof issues","Lease the system","Maybe, let's talk","Very interested",,"Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-09T06:16:58.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think it's cost effective","Cost","Purchase the system outright","No","Very interested",,,"No","Yes","Driveway"
"2015-01-09T11:22:16.000","2-5 years","Rent","Multi-family (4+ units)",,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Renter in an apartment building","Renter in an apartment building","Lease the system","No","Very interested","Yes",,"Yes",,"Public Lot"
"2015-01-25T19:47:41.000","10-15 years","Own","Condo","3","Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, keep heat very low","Yes, very interested",,"Yes, but I don't think my roof is suitable","cost and dont think my roof faces the right direction. Also there are multiple owners.","I don't know which is better.","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Hybrid",,"Driveway"
"2015-01-23T15:00:08.000","5-10 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","renovation","not sure","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Hybrid",,"Driveway"
"2015-01-26T11:57:50.000","2-5 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Technology","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Financing Options","Hybrid",,"Driveway"
"2015-01-24T14:24:03.000","5-10 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Waiting until roof needs to be replaced","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Financing Options","Hybrid",,"Driveway"
"2015-01-26T11:08:29.000","10-15 years","Own","Condo","2","Yes","No","Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Haven't had the time to research","Unsure","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Hybrid",,"Driveway"
"2015-01-24T14:50:30.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","need to research to compare the different programs and companies","don't know","No","Very interested","Yes",,"Hybrid",,"Driveway"
"2015-02-05T15:33:10.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","someone did an audit for us once (I forget which company) but it would have been a lot of money up front.","I don't know enough to answer this (what is PV? what are implications of installing it?) I'd prefer to support the city in switching to solar and other clean energy sources as a first step, such as the community solar shares.","No","Very interested","Yes",,"Hybrid",,"Driveway"
"2015-02-10T19:22:04.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed energy star rated windows, blower door test","Not interested at all",,"As I said, a solar business say no to our house. If solar could be effective with our house, then yes.","See above.","No sure.","No","Very interested","Yes",,"Hybrid",,"Driveway"
"2015-01-23T13:10:47.000","10-15 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't own the property","I rent","Probably go through the landlord?","No","Very interested","Yes",,"No",,"Driveway"
"2015-01-25T09:58:03.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use, energy star appliances","Yes, very interested",,"Yes, but I don't think my roof is suitable","don't think my roof is oriented right",,"Maybe, let's talk","Very interested","Yes",,"Yes",,"Driveway"
"2015-01-24T16:05:49.000","5-10 years","Rent",,,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Shut off lights when not in use, Plastic on windows in winter","Yes, very interested",,"if I owned then yes",,,"Maybe, let's talk","Very interested","No",,"No","No","Public Lot"
"2015-01-23T13:29:53.000","2-5 years","Own","Condo","5","Yes","No","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Very interested","No",,"No","No","Public Lot"
"2015-02-18T16:56:29.000","20+ years","Own","Condo","4","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes","Lack of understanding","I don't know","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","No","Public Lot"
"2015-01-23T14:24:39.000","5-10 years","Own","Condo","3","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Public Lot"
"2015-01-10T16:07:41.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Financing Options","No","No","Public Lot"
"2015-01-23T11:50:13.000","10-15 years","Own","Condo","2","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Maybe, I need to learn more","Lack of understanding","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","No","Public Lot"
"2015-01-10T21:48:35.000","2-5 years","Own","Single family",,"Yes","No","Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost",,"Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Public Lot"
"2015-01-27T06:44:33.000","20+ years","Own","Condo","2","Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,,"Yesm but NOT SURE if our roof is suitable","Depends on costs","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Public Lot"
"2015-01-09T14:02:37.000","2-5 years","Own","Condo","6","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Don't need it","dont know","No","Very interested","Yes",,"No","No","Public Lot"
"2015-02-01T20:34:02.000","5-10 years","Own","Condo","3","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Haven't raised with condo assoc yet","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","No","Public Lot"
"2015-01-09T15:57:46.000","2-5 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost",,"No","Very interested","Yes",,"No","No","Public Lot"
"2015-01-09T12:08:42.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable",,,"No","Very interested","Yes","Interconnection & Net Metering","No","No","Public Lot"
"2015-01-23T12:13:13.000","2-5 years","Rent","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","Yes","Yes","timing","either","No","Very interested","Yes",,"Hybrid","Yes","Public Lot"
"2015-01-09T17:09:54.000","5-10 years","Own","Condo","2","Yes","No","Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Purchase the system outright","Maybe, let's talk","Very interested","No","Financing Options","No","Yes","Public Lot"
"2015-01-13T21:49:29.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost & lack of understanding","Goverment sponsored","No","Very interested","No","Permitting, Interconnection & Net Metering, Planning & Zoning","No","Yes","Public Lot"
"2015-01-12T16:23:34.000","1-2 years","Rent","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable","availability to renters","Lease the system","No","Very interested","No",,"No","Yes","Public Lot"
"2015-01-29T12:29:24.000","2-5 years","Own","Condo","5","Yes","No","Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Lack of understanding","Lease the system","No","Very interested","No",,"No","Yes","Public Lot"
"2015-01-09T12:15:58.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost",,"No","Very interested","No","Financing Options","No","Yes","Public Lot"
"2015-01-08T15:31:52.000","15-20 years","Own","Condo","2","Yes","No","Had your home insulated, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","historic society might not allow on the slate roof a solar panel","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Financing Options","No","Yes","Public Lot"
"2015-01-23T13:11:08.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Orientation of roof","Lease the system","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","Yes","Public Lot"
"2015-01-24T16:23:22.000","5-10 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable","Cost","Lease to own","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-01-27T11:46:12.000","20+ years","Own","Condo","2","Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,,"Yesm but NOT SURE if our roof is suitable","Depends on costs","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-01-23T17:49:36.000","10-15 years","Own","Condo",,"Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Condo Board Agreement","Lease the system","No","Very interested","Yes","Financing Options","No","Yes","Public Lot"
"2015-01-15T05:47:11.000","< 1 year","Rent","Single family",,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Lease the system","No","Very interested","Yes",,"No","Yes","Public Lot"
"2015-01-09T18:31:08.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes -talking to landlord.","Somerville Building Department is known for significant and egregious delays in permitting for solar.","Purchase the system outright","Yes","Very interested","Yes","Permitting","No","Yes","Public Lot"
"2015-01-08T12:45:04.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, unplug appliances","Yes, very interested",,"renter",,,,"Very interested","Yes",,"No","Yes","Public Lot"
"2015-01-15T10:45:46.000","1-2 years","Rent",,,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","don't own so must convince owner",,"Maybe, let's talk","Very interested","No",,"Hybrid",,"Public Lot"
"2015-01-25T18:04:37.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable",,,"No","Very interested","Yes",,"Hybrid",,"Public Lot"
"2015-02-19T07:27:17.000","15-20 years","Own","Single family",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, Got rid of car","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Lease the system","No","Very interested","No","Permitting, Interconnection & Net Metering, Financing Options","No","No",
"2015-02-22T18:31:16.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","No","Very interested","No","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-10T17:06:29.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Technology","Purchase the system outright","No","Very interested","No","Interconnection & Net Metering, Financing Options","No","No",
"2015-01-23T11:41:26.000","2-5 years","Own","Condo","3","Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Not interested at all",,"Yes, but I know for a fact my roof is unsuitable.",,"Purchase the system outright","No","Very interested","No",,"No","No",
"2015-01-09T19:03:07.000","10-15 years","Rent",,,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, low flow shower head","Yes, somewhat interested",,"It would have to be okayed by my landlord",,,"No","Very interested","No",,"No","No",
"2015-01-08T09:46:42.000","5-10 years","Own","Single family",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use, efficient appliances","Yes, very interested",,"Yes, but don't know if we're good candidates due to positioning etc...","Cost and not enough information yet","Don't know - probably purchase","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-09T12:33:15.000","< 1 year","Rent","Multi-family (1-4 units)",,"Yes","No","used weather stripping and plastic cover over windows and reduce heat when neccesary","Yes, very interested",,"Yes","I didn't there would be an opportunity as a renter","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-23T12:54:53.000","20+ years","Own","Single family",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","not sure","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-14T10:45:25.000","2-5 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Not interested at all",,"No, I already have solar PV",,,"Maybe, let's talk","Very interested","Yes",,"No","No",
"2015-02-06T19:53:29.000","10-15 years","Rent",,,"Yes","No","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Lack of understanding","depends on the pros/cons of purchase vs. lease.  Need more info.","No","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","No",
"2015-01-24T15:06:02.000","1-2 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use, Put plastic on windows","Yes, very interested",,"Maybe, I need to learn more","I rent and I don't know if my landlord would be into it","Don't know","No","Very interested","Yes",,"No","No",
"2015-01-23T17:04:12.000","5-10 years","Rent","Condo",,"Yes","No","Installed energy star rated windows, Shut off lights when not in use","Yes, very interested","Yes","Yes, but I don't think my roof is suitable","I live in a condo & we'd need board approval among other hurdles!","I don't know!","No","Very interested","Yes",,"No","No",
"2015-01-09T11:03:59.000","5-10 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
