"fiscal_year","fiscal_period","service","department","program","expense_category","fund","vendor_name","vendor_id","vendor_zip","payment_number","payment_issue_date","invoice_number","invoice_line_number","invoice_date","amount","description","purchase_order_number"
"2015","6","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","SPECIAL EVENTS","SECTION 8 HOUSING","HYVEE #1160","2228","50266-8290","422145","2014-12-04T00:00:00.000",,"0",,"51.2",,"0"
"2014","5","GETTING AHEAD GETTING BY","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","EMILY ROSE TOLSTEDT","10641","52003-0247","V407836","2013-11-20T00:00:00.000",,"0","2013-11-12T00:00:00.000","20",,"0"
"2013","2","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130836","2012-08-14T00:00:00.000",,"0","2012-08-14T00:00:00.000","-4075.68",,"0"
"2014","9","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140325","2014-03-11T00:00:00.000",,"0","2014-03-11T00:00:00.000","98099.24",,"0"
"2016","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","431866","2015-08-31T00:00:00.000",,"0",,"13.98",,"0"
"2015","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"428371","2015-05-29T00:00:00.000",,"0",,"12.95",,"0"
"2015","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","MARIOS ITALIAN RESTAURANT","2693","52001-4729","429796","2015-06-30T00:00:00.000",,"0",,"61",,"0"
"2016","4","INTERMODAL FACILITY","TRANSIT DIVISION","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","TRANSIT","GAS STATIONS/TOWING","1031",,"434100","2015-10-30T00:00:00.000",,"0",,"12.33",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SUBSCRIPTIONS-BOOKS-MAPS","GENERAL","FACEBOOK INC","2540","94304","411819","2014-03-07T00:00:00.000",,"0",,"6.13",,"0"
"2015","10","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","427256","2015-04-29T00:00:00.000",,"0",,"11.99",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"19.73",,"0"
"2014","5","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141131","2013-11-19T00:00:00.000",,"0","2013-11-19T00:00:00.000","62984.74",,"0"
"2014","4","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141050","2013-10-29T00:00:00.000",,"0","2013-10-29T00:00:00.000","250",,"0"
"2015","7","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","423113","2015-01-06T00:00:00.000",,"0",,"139.78",,"0"
"2015","1","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","TAXI SERVICE-SHUTTLE SERVICES","1026",,"417389","2014-07-31T00:00:00.000",,"0",,"22.26",,"0"
"2019","2","ACCTNG/PAYROLL/TREAS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","GAS FRANCHISE FEE REFUND","GENERAL","UNIVERSITY OF DUBUQUE","3784","52001-5050","468969","2018-08-15T00:00:00.000",,"0","2018-07-27T00:00:00.000","221.9",,"0"
"2022","3","POLICE PATROL","POLICE DEPARTMENT","PUBLIC SAFETY-OPERATING","MEETING/WITNESS/JURY EXP","GENERAL","MOLLY C DIETZEL","13900","53711-1009","V498198","2021-09-22T00:00:00.000",,"1","2021-09-22T00:00:00.000","94.26",,"22002575"
"2013","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","BROWN PAPER TICKETS LLC","10185","98109","397857","2013-04-05T00:00:00.000",,"0",,"130.37",,"0"
"2014","6","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141226","2013-12-17T00:00:00.000",,"0","2013-12-17T00:00:00.000","250",,"0"
"2014","5","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","THE TRAINING CONSORTIUM LLC","7521","98520","407288","2013-11-07T00:00:00.000",,"0",,"25",,"0"
"2014","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SOFTWARE LICENSE EXP","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"415052","2014-05-30T00:00:00.000",,"0",,"449",,"0"
"2015","12","PCARD CLEARING","RECREATION DIVISION","NONE","MISC. OPERATING SUPPLIES","GENERAL","AMAZON.COM LLC","1097","30353-0958","429796","2015-06-30T00:00:00.000",,"0",,"99",,"0"
"2014","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SUBSCRIPTIONS-BOOKS-MAPS","GENERAL","SAGE PUBLISHING","10749","91320-2218","406102","2013-10-14T00:00:00.000",,"0",,"455.95",,"0"
"2014","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1160","2228","50266-8290","407288","2013-11-07T00:00:00.000",,"0",,"5",,"0"
"2015","1","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","417389","2014-07-31T00:00:00.000",,"0",,"594.5",,"0"
"2013","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","UNIFORM PURCHASES","WATER UTILITY OPERATION","THEISENS INC","3668","52003-5265","395659","2013-02-08T00:00:00.000",,"0",,"139.98",,"0"
"2015","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","TAXI SERVICE-SHUTTLE SERVICES","1026",,"420841","2014-10-31T00:00:00.000",,"0",,"29",,"0"
"2014","5","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","SOFTWARE","GENERAL","APPLE INC","7184","75284-6095","407288","2013-11-07T00:00:00.000",,"0",,"11.99",,"0"
"2019","2","SOUTHWEST ARTERIAL","ENGINEERING","PUBLIC WORKS-CAPITAL","CONST.CONTR-NOT BLDG","STREET CONSTRUCTION","HOFFMAN CONSTRUCTION COMPANY","13815","54615-9209","V468926","2018-08-15T00:00:00.000",,"1","2018-08-06T00:00:00.000","516408.46",,"17006082"
"2015","11","RESIDENTIAL REHAB PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","CONST CONTRACT-BLDG","STATE RENTAL REHAB","CENTRAL TRUE VALUE","9041","52001-3566","428371","2015-05-29T00:00:00.000",,"0",,"37.47",,"0"
"2015","10","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","427256","2015-04-29T00:00:00.000",,"0",,"68.96",,"0"
"2014","3","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140919","2013-09-10T00:00:00.000",,"0","2013-09-10T00:00:00.000","250",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SUBSCRIPTIONS-BOOKS-MAPS","GENERAL","FACEBOOK INC","2540","94304","411819","2014-03-07T00:00:00.000",,"0",,"36.85",,"0"
"2019","2","UNDISTRIBUTED","WATER","BUSINESS TYPE - OPERATING","REFUNDS","WATER UTILITY OPERATION","LEHMAN, ROBERT C","15122","52001-3458","468943","2018-08-15T00:00:00.000",,"0","2018-08-08T00:00:00.000","17.16",,"0"
"2020","9","ADULT ATHLETICS","RECREATION DIVISION","CULTURE AND REC - OPER","SALES TAX","GENERAL","TREASURER STATE OF IOWA","3720","50306-0430","ET200329","2020-03-12T00:00:00.000",,"1","2020-02-29T00:00:00.000","49.77",,"20000616"
"2014","4","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","MISC. OPERATING SUPPLIES","WATER UTILITY OPERATION","DICK'S SPORTING GOODS INC","2004","15108","406102","2013-10-14T00:00:00.000",,"0",,"-92.39",,"0"
"2015","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","420841","2014-10-31T00:00:00.000",,"0",,"32.78",,"0"
"2015","7","BEE BRANCH ALIGNMENT","ENGINEERING","PUBLIC WORKS-CAPITAL","LAND/ACQ-W/IMPROV","SALES TAX INCREMENT","CENTRAL TRUE VALUE","9041","52001-3566","423977","2015-01-29T00:00:00.000",,"0",,"3.98",,"0"
"2015","10","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","CONSTRUCTION SUPPLIES","WATER UTILITY OPERATION","SHERWIN WILLIAMS COMPANY","3426","52001-4816","427256","2015-04-29T00:00:00.000",,"0",,"22",,"0"
"2014","3","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140919","2013-09-10T00:00:00.000",,"0","2013-09-10T00:00:00.000","116343.49",,"0"
"2013","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","393340","2012-12-07T00:00:00.000",,"0",,"73.39",,"0"
"2016","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","433069","2015-09-30T00:00:00.000",,"0",,"38.14",,"0"
"2013","3","CABLE TV","CABLE TV DIVISION","GEN GOVERNMENT - OPER","OFFICE SUPPLIES","CABLE TV","DIGITAL JUICE INC","5797","32746-7122","389839","2012-09-14T00:00:00.000",,"0",,"111.29",,"0"
"2019","2","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","CONTRACT ADM SERVICE","GENERAL","COMMUNITY FOUNDATION OF GREATER DBQ","1485","52001-6835","468935","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","6250",,"19000740"
"2014","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","RESTAURANTS","2631",,"407288","2013-11-07T00:00:00.000",,"0",,"68.12",,"0"
"2015","4","MULTICULTURAL FAMILY CTR","MULTICULTURAL FAMILY CTR","CULTURE AND REC - OPER","LEGAL NOTICES & ADS","GENERAL","LINKEDIN.COM","4234","94043","420841","2014-10-31T00:00:00.000",,"0",,"64.75",,"0"
"2014","2","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140807","2013-08-06T00:00:00.000",,"0","2013-08-06T00:00:00.000","82670.36",,"0"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","399254","2013-05-10T00:00:00.000",,"0",,"90.99",,"0"
"2015","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","OFFICE SUPPLIES","GENERAL","O'TOOLE OFFICE SUPPLY COMPANY","3033","52001-4724","425935","2015-03-30T00:00:00.000",,"0",,"32",,"0"
"2015","11","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","428371","2015-05-29T00:00:00.000",,"0",,"7.48",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HYVEE #1162","5220","50266-8290","400813","2013-06-13T00:00:00.000",,"0",,"3.99",,"0"
"2014","3","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140905","2013-09-03T00:00:00.000",,"0","2013-09-03T00:00:00.000","96888.29",,"0"
"2019","2","SAN SEWER MANHOLE REPLACE","ENGINEERING","BUSINESS TYPE - CAPITAL","CONST.CONTR-NOT BLDG","SANITARY SEWER CONSTRUCTI","DREW COOK & SONS EXCAVATING CO INC","1517","52001-8270","468946","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","6309.48",,"18002276"
"2016","4","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","RESTAURANTS","2631",,"434100","2015-10-30T00:00:00.000",,"0",,"33.98",,"0"
"2014","6","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","OFFICEMAX CONTRACT INC","5580","60675-2698","408378","2013-12-11T00:00:00.000",,"0",,"51.23",,"0"
"2013","12","BUDGET","BUDGET","GEN GOVERNMENT - OPER","TRAVEL-CONFERENCES","GENERAL","HOTEL/MOTEL VENDOR","2889",,"400813","2013-06-13T00:00:00.000",,"0",,"168.19",,"0"
"2016","1","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","37 SIGNALS","11118","60607-2184","430760","2015-07-29T00:00:00.000",,"0",,"30",,"0"
"2014","3","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","404566","2013-09-06T00:00:00.000",,"0",,"80.11",,"0"
"2014","5","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","COUNTRY INN AND SUITES AMES","10834","55811","407288","2013-11-07T00:00:00.000",,"0",,"86.24",,"0"
"2014","3","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","404566","2013-09-06T00:00:00.000",,"0",,"69.69",,"0"
"2013","11","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","399254","2013-05-10T00:00:00.000",,"0",,"2.75",,"0"
"2015","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","420841","2014-10-31T00:00:00.000",,"0",,"-2.31",,"0"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"399254","2013-05-10T00:00:00.000",,"0",,"25",,"0"
"2019","5","CITY CLERK","CITY CLERK'S OFFICE","GEN GOVERNMENT - OPER","REFUNDS","GENERAL","CITY CLERK  REFUNDS","90000007",,"471886","2018-11-14T00:00:00.000",,"1","2018-11-03T00:00:00.000","50",,"19004780"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","407288","2013-11-07T00:00:00.000",,"0",,"11.16",,"0"
"2015","1","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","TAXI SERVICE-SHUTTLE SERVICES","1026",,"417389","2014-07-31T00:00:00.000",,"0",,"44.64",,"0"
"2014","9","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","TARGET STORES","3636","75266-0149","412593","2014-03-31T00:00:00.000",,"0",,"212.98",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"17.96",,"0"
"2014","3","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","NASCO","2904","53538-0901","404566","2013-09-06T00:00:00.000",,"0",,"277",,"0"
"2013","12","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130668","2013-06-25T00:00:00.000",,"0","2013-06-25T00:00:00.000","230.87",,"0"
"2019","2","WPC PLANT OPERATIONS","WATER & RESOURCE RECOVERY","BUSINESS TYPE - OPERATING","UTILITY EXP-ELECTRICITY","SEWAGE FACILITY OPERATION","ALLIANT ENERGY","1085","52406-3060","468920","2018-08-15T00:00:00.000",,"1","2018-07-27T00:00:00.000","20192.94",,"19000556"
"2015","6","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","HYVEE #1162","5220","50266-8290","422145","2014-12-04T00:00:00.000",,"0",,"150",,"0"
"2014","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","406102","2013-10-14T00:00:00.000",,"0",,"61.78",,"0"
"2014","1","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140712","2013-07-09T00:00:00.000",,"0","2013-07-09T00:00:00.000","-18661.83",,"0"
"2015","4","MULTICULTURAL FAMILY CTR","MULTICULTURAL FAMILY CTR","CULTURE AND REC - OPER","LEGAL NOTICES & ADS","GENERAL","LINKEDIN.COM","4234","94043","420841","2014-10-31T00:00:00.000",,"0",,"42",,"0"
"2014","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","406102","2013-10-14T00:00:00.000",,"0",,"68.99",,"0"
"2014","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY RELATED SUPPLIES","WATER UTILITY OPERATION","DICK'S SPORTING GOODS INC","2004","15108","410968","2014-02-14T00:00:00.000",,"0",,"190.73",,"0"
"2015","6","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","4IMPRINT","5749","60673-1253","422145","2014-12-04T00:00:00.000",,"0",,"260.28",,"0"
"2014","7","WATER ADMINSTRATION","WATER","BUSINESS TYPE - OPERATING","SALES TAX","WATER UTILITY OPERATION","TREASURER STATE OF IOWA","3720","50306-0430","ET140134","2014-01-22T00:00:00.000",,"0","2014-01-22T00:00:00.000","20951.15",,"0"
"2014","7","STORMWATER UTILITY O&M","ENGINEERING","BUSINESS TYPE - OPERATING","SALES TAX","STORM WATER OPERATION","TREASURER STATE OF IOWA","3720","50306-0430","ET140134","2014-01-22T00:00:00.000",,"0","2014-01-22T00:00:00.000","5718.33",,"0"
"2014","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"41.79",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","411819","2014-03-07T00:00:00.000",,"0",,"7.98",,"0"
"2019","2","HEALTH INSURANCE","NONE","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","BC/BS OF IOWA/WELLMARK","1287","50306-0375","ET190858","2018-08-14T00:00:00.000",,"1","2018-08-10T00:00:00.000","74990.35",,"19000114"
"2014","6","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","CENTRAL TRUE VALUE","9041","52001-3566","408378","2013-12-11T00:00:00.000",,"0",,"15.85",,"0"
"2016","3","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","UNIVERSITY OF IOWA","3785","52240","433069","2015-09-30T00:00:00.000",,"0",,"195",,"0"
"2013","4","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","HOLIDAY INN DOWNTOWN","2192","50314-2606","391071","2012-10-10T00:00:00.000",,"0",,"235.1",,"0"
"2015","10","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","427256","2015-04-29T00:00:00.000",,"0",,"4.98",,"0"
"2015","7","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","SECTION 8 HOUSING","STAPLES ADVANTAGE","3543","60696-3689","423113","2015-01-06T00:00:00.000",,"0",,"12.76",,"0"
"2014","7","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","409644","2014-01-08T00:00:00.000",,"0",,"62.03",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","DUES & MEMBERSHIPS","WATER UTILITY OPERATION","IOWA DEPT OF NATURAL RESOURCES","1609","50319-5005","407288","2013-11-07T00:00:00.000",,"0",,"66",,"0"
"2014","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"105.8",,"0"
"2014","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","406102","2013-10-14T00:00:00.000",,"0",,"70.65",,"0"
"2015","6","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","UNITED AIRLINES","2583","60018","422145","2014-12-04T00:00:00.000",,"0",,"25",,"0"
"2013","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","UDAG REPAYMENTS","BROWN PAPER TICKETS LLC","10185","98109","397857","2013-04-05T00:00:00.000",,"0",,"104.49",,"0"
"2014","11","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","WATER UTILITY OPERATION","THEISENS INC","3668","52003-5265","415052","2014-05-30T00:00:00.000",,"0",,"37.98",,"0"
"2015","10","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","427256","2015-04-29T00:00:00.000",,"0",,"2.34",,"0"
"2013","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","391071","2012-10-10T00:00:00.000",,"0",,"45.07",,"0"
"2014","11","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140550","2014-05-20T00:00:00.000",,"0","2014-05-20T00:00:00.000","106527.74",,"0"
"2019","2","STORM AREA MAINTENANCE","PARK DIVISION","BUSINESS TYPE - OPERATING","UTILITY EXP-ELECTRICITY","STORM WATER OPERATION","ALLIANT ENERGY","1085","52406-3060","468920","2018-08-15T00:00:00.000",,"1","2018-07-27T00:00:00.000","90.38",,"19000534"
"2014","8","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","CENTRAL TRUE VALUE","9041","52001-3566","410968","2014-02-14T00:00:00.000",,"0",,"177.96",,"0"
"2013","7","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","394603","2013-01-11T00:00:00.000",,"0",,"290.03",,"0"
"2014","8","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","LEAD PAINT GRANT","STEVES ACE HARDWARE","3575","52002-1053","410968","2014-02-14T00:00:00.000",,"0",,"6.67",,"0"
"2016","4","AMERICORP 15/16","AMERICORPS","CULTURE AND REC - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","434100","2015-10-30T00:00:00.000",,"0",,"86.76",,"0"
"2014","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"89.82",,"0"
