"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"852",,"June 9, 2015 through June 12, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Utilities has scheduled a water line repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this","true","Utilities",,"as7gv1eggt9s5aomnufrost0pg",,"2015-06-09T07:30:00.000","2015-06-09T15:30:00.000","FREQ=DAILY;UNTIL=20150610T035959Z;INTERVAL=1;WKST=MO",,"E. Atwater from S. Jordan to S. Swain","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"853",,"June 8, 2015 through June 9, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a sidewalk project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this proj","true","Street",,"dorr1hmse6l3qj3rqs7j1aiueo",,"2015-06-08T07:00:00.000","2015-06-08T15:00:00.000","FREQ=DAILY;UNTIL=20150609T110000Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5465958609856 39.1999143395344,-86.546660234002 39.1963224863119)","N. Valleyview Dr from W. Parkview to W. Winding Way","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"855",,"June 9, 2015 through June 12, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Utilities has scheduled a water line repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this","true","Utilities",,"2h7hgg3hr42m0mpopeqrqicibo",,"2015-06-10T07:30:00.000","2015-06-10T15:30:00.000","FREQ=DAILY;UNTIL=20150612T113000Z;INTERVAL=1;WKST=MO",,"E. Atwater from S. Jordan to S. Swain","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"856",,"June 10, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Utilities has scheduled a fire hydrant replacement repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this project","true","Utilities",,"dq9hfmnj0amlads3hfp3mnu7ds",,"2015-06-10T07:30:00.000","2015-06-10T15:30:00.000",,,"N. Walnut @ E. 8th Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"857",,"Family Night Out
North Summit Street from West13th Street to North Monroe Street
June 3, 2015
Road Closed; expect to detour, signage in place
The Bloomington Housing Authority is hosting a Family Night Out Event on Wednesday, June 3, 2015 from 12:00 p","true",,"Road Closed","dmaselqm1n8rvdn9cm0sgueeeo",,"2015-06-03T00:00:00.000","2015-06-04T00:00:00.000",,"LINESTRING(-86.5480849050831 39.1749789242948,-86.5481063627552 39.1754862724464,-86.5479454302143 39.1758023235427,-86.5473124288868 39.1758439091075)","Family Night Out","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"858",,"Open Streets Bloomington
South Morton Street from West Grimes Lane to West Dodds Street
West Dodds Street from South Morton Street to South Fairview Street
June 21, 2015
Road Closed; expect to detour, signage in place
Opens Streets Bloomington has schedul","true","Public Works","Road Closed","vhhuj8hkaggn14gmblh6fcruoo",,"2015-06-21T08:30:00.000","2015-06-21T16:00:00.000",,,"Open Streets Bloomington","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"882",,"Gilliatte General Contractors has requested meters 300A & B, 300 E. 5th Street","true",,"Reserved Meter","vcgpferf3ae9tu474kgeo0s368",,"2015-06-22T05:00:00.000","2015-06-22T17:00:00.000",,,"Gilliatte General Contra meters 300A & B, 300 E. 5th Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"859",,"DBI Sidewalk Sale
July 11, 2015
Reserved 2 Parking Spaces at 530 East Kirkwood Avenue (Urban Outfitters)
Downtown Bloomington Inc will hold a sidewalk sale and food truck for participating merchants in along East Kirkwood Avenue, in front of Urban Outfitt","true","Public Works","Sidewalk","4uprv94f8lpuu0a0jojvahpf50",,"2015-07-11T09:00:00.000","2015-07-11T18:00:00.000",,,"DBI Sidewalk Sale","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"860","Jill Berhman 5K Color the Campus Run","Jill Berhman 5K Color the Campus Run
October 24, 2015
Route:  East 7th Street,  East 10th Street, North Fee Lane, East Law Lane, North Indiana Avenue, North Union Street, 
Lane Restrictions, expect short delays, traffic control in place.
Indiana Unive","true","Public Works","Lane Restriction","tt4jbpgr7jef35u0ng391bktq8",,"2015-10-24T10:30:00.000","2015-10-24T12:00:00.000",,,,"2015-09-03T09:03:55.000","2015-10-23T17:27:23.000"
"861",,"June 10, 2015 through June 12, 2015
Lane Restriction, expect short delays, signage in place. 
Kevin Huntley Excavating has scheduled a sewer installation project for the above mentioned dates. The west lane of Walnut Street will be closed during this pr","true","Planning & Transportation","Road Closed","i33bl27hqagmqjb5si11un0r1k",,"2015-06-10T00:00:00.000","2015-06-13T00:00:00.000",,"LINESTRING(-86.5336517221984 39.1646183734913,-86.5336839087066 39.1628631611339)","S Walnut St from E Smith Ave to E Third St","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"862",,"Hilton Garden Inn has requested meters 211A&B, 200 N. College, 6/8/2015-6/12/2015, 8am-1pm.","true",,"Reserved Meter","t0fccqd732tkj63302rnhksg3g",,"2015-06-08T08:00:00.000","2015-06-08T13:00:00.000","FREQ=DAILY;UNTIL=20150612T120000Z;INTERVAL=1;WKST=MO",,"211A&B, 200 N. College","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"863",,"June 9, 2015 through June 12, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Utilities has scheduled a water line repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with thi","true","Utilities","Road Closed","6ae3rjcif6kunlt0dv7tpurekc",,"2015-06-09T07:30:00.000","2015-06-09T15:30:00.000","FREQ=DAILY;UNTIL=20150612T113000Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5163997538144 39.1630544897262,-86.5152517683561 39.1630544897262)","E. Atwater from S. Jordan to S. Swain","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"864",,"Hilton has requested meters 209A&B, 6/12/2015-6/14/2015, 9am-12pm, 200 N. College.","true",,"Reserved Meter","tj37l4tej3ap2m981glgvdifs4",,"2015-06-12T00:00:00.000","2015-06-15T00:00:00.000",,,"12Noon","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"865",,"Worldwide Knit in Public Day
June 13, 2015 from 10:00am to 5:00pm 
Sidewalk only in front of Yarns Unlimited","true","Public Works","Sidewalk","8b6374g03umtj3hsfdkjsav8ak",,"2015-06-13T00:00:00.000","2015-06-14T00:00:00.000",,,"Worldwide Knit in Public Day","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"866",,"Curry Auto Center Automobile Show
South Auto Mall road from East Buick Cadillac Road to 845 South Auto Mall Road
Road Closed; expect to detour, signage in place.
Curry Auto Center has scheduled a road closure from 9:00 a.m. to 2:00 p.m. for the automobile","true","Public Works",,"vejc53dvl0m7tev3hfa659g63s",,"2015-06-13T00:00:00.000","2015-06-14T00:00:00.000",,,"Curry Auto Center Automobile Show","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"867",,"PODS Moving has requested meters 603A&B, 600 N College, 6/16/2015 - 6/18/2015, 24/7 on the 16th and 17th, until 4pm on the 18th.","true",,"Reserved Meter","gcvuieghmt1aag2lklq303ticg",,"2015-06-16T00:00:00.000","2015-06-18T16:00:00.000",,,"RESERVED METERS 603A&B, 600 N College  PODS MOVING","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"868",,"Smallwood Plaza reserved meter 204A, 200 W. 8th Street, 6/16/2015-6/19/2015, 24/7","true",,"Reserved Meter","8obt7q31t8r7upkloj9mjotev4",,"2015-06-16T00:00:00.000","2015-06-20T00:00:00.000",,,"200 W. 8th Street 204A 24/7","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"869",,"ADA Bus:

6/19/15, 100 N Washington
108A&B, 110A&B, 11:00 am -3:00 pm","true",,"Reserved Meter","eujnv7ha0r4sson8ufcgfp0eso",,"2015-06-19T11:00:00.000","2015-06-19T15:00:00.000",,,"RESERVED METERS 100 N Washington 108A&B, 110A&B, ADA BUS","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"870",,"AMI Contractors have been approved for a dumpster at the following location:

100 W 6th St, meter 104B

6/17/15 8:00 am - 4:00 pm","true",,"Reserved Meter","onpshbfvrpfb1d0el1h9viun9g",,"2015-06-17T08:00:00.000","2015-06-17T16:00:00.000",,,"RESERVED METERS 100 W 6th St, meter 104B","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"871",,"CRS has requested meters 407A&B, 409A&B, 400 E. Kirkwood, 6/18/2015, 8am - 4pm","true",,"Reserved Meter","1b3c4sd41p8ps50d8s1igvv5r0",,"2015-06-18T08:00:00.000","2015-06-18T16:00:00.000",,,"RESERVED METERS 407A&B, 409A&B, 400 E. Kirkwoo","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"872",,"June 15, 2015 through June 18, 2015
Lane Restriction, expect short delays, signage in place.
Gillette Contractors has scheduled a utility construction project.  If you experience any problems with this project, please contact City Planning and Transport","true","Planning & Transportation","Road Closed","6ono30ifeijql24ppb77ef96co",,"2015-06-15T00:00:00.000","2015-06-19T00:00:00.000",,"LINESTRING(-86.5311089880524 39.1665482246778,-86.5298000700531 39.1665399064673)","E. Kirkwood from N. Lincoln to N. Grant","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"873",,"June 18, 2015 through June 19, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a milling project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this p","true","Street","Lane Restriction","o79vn3j8ah4qh09e1mqm858kp0",,"2015-06-18T07:00:00.000","2015-06-18T15:30:00.000","FREQ=DAILY;UNTIL=20150619T184057Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5269275742858 39.1359986034814,-86.5310796338408 39.1359403507051)","E. Winslow from S. Walnut to S. Henderson","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"874",,"Taste of Bloomington
June 19, 2015 to June 20, 2015
North Morton Street will be closed between West 7th Street and West 10th Street beginning at 6:00 p.m. on Friday, June 19, 2015 until midnight on Saturday, June 20, 2015

West 8th Street will be closed b","true",,"Road Closed","930cais2mm0h7agtnhrm4iie40",,"2015-06-19T00:00:00.000","2015-06-21T00:00:00.000",,"GEOMETRYCOLLECTION(LINESTRING(-86.5361086256562 39.1685612026829,-86.5361190451443 39.1691643676724,-86.5361247160241 39.1694926422951,-86.5361408121643 39.1704244037066,-86.5360442526398 39.173269017196),LINESTRING(-86.5348533518372 39.169492809365,-86.5361086256562 39.169492809365),LINESTRING(-86.5348318941651 39.1704327214576,-86.5361193544922 39.1704493569568),LINESTRING(-86.5361300833283 39.1691642530599,-86.5364036686478 39.16916841201,-86.536441219574 39.1693638823903,-86.5366343386231 39.1694221075049,-86.5371064074097 39.1694345843089,-86.5374336369095 39.1695302397327,-86.5386191732941 39.1695468754453))","Taste of Bloomington","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"875",,"East Southdowns Drive from South Manor Road to South Ballantine Road
East Sheridan Drive from South Ballantine Road to South Manor Road
Road Closed, expect to detour, signage in place.
Parks and Recreation has scheduled a fitness-related event.  If you ex","true",,,"gfsj8ds36753t0kfpmg67g1afs",,"2015-07-11T09:30:00.000","2015-07-11T10:00:00.000",,,"Kids' Triathlon","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"876",,"The Patel Family will be conduction a wedding procession on the B-Line Trail.","true","Public Works","Noise Permit","edv9ucmmmqeu9l87s7er5bdrvc",,"2015-06-27T09:00:00.000","2015-06-27T09:30:00.000",,,"Patel Wedding Procession","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"877",,"4th of July Fireworks Celebration at Sherwood Oaks Christian Church
If you have problems with this event, please contact Public Works at 349.3410.","true","Public Works","Noise Permit","inaaaf7th8p82pc7c7ge48efds",,"2015-07-03T20:00:00.000","2015-07-03T22:00:00.000",,,"4th of July Fireworks Celebration","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"878",,"Arts Fair on the Square
W. 6th Street from N. College Avenue to N. Walnut Street
W. Kirkwood Avenue from N. College Avenue to N. Walnut Street
June 20, 2015
Road Closed, expect to detour, signage in place.
Bloomington Playwrights' Project has scheduled an","true","Public Works","Road Closed","jtkdkhiiqp50rvklbufsnulhgk",,"2015-06-20T00:00:00.000","2015-06-21T00:00:00.000",,,"Arts Fair on the Square","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"879",,"CFC Properties Sidewalk Sale
June 20, 2015
CFC Properties is hosting a sidewalk sale in conjunction with the Arts Fair on the Square from 9:00am to 6:00pm in front of Fountain Square Mall on the south side of West Kirkwood Avenue.","true","Public Works","Sidewalk","t66in6gj7rq4mul8k6aqhr52lk",,"2015-06-20T00:00:00.000","2015-06-21T00:00:00.000",,,"CFC Sidewalk Sale","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"880",,"March 16, 2015 through June 30, 2015
LOCAL TRAFFIC ONLY; expect delays, signage in place.
Dave O'Mara Contractor has scheduled a road construction project.  If you experience any problems with this project, please contact City Planning and Transportatio","true","Planning & Transportation","Local Only","9frkuqmclceo793sf33qaa9ig4",,"2015-03-16T00:00:00.000","2015-06-18T00:00:00.000",,"LINESTRING(-86.5487150080261 39.1363649495854,-86.5391019709167 39.1460674746371)","S. Rockport Rd from S. Rogers to W. Tapp","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"883",,"Will Harris Builders has requested meters 410A & 412A, 400 E Kirkwood. Approved by Rick and Ray Ann.","true","External Project","Reserved Meter","k5k45enp0bgarj8l9m3q2fou54",,"2015-05-11T07:30:00.000","2015-05-11T17:00:00.000","FREQ=DAILY;UNTIL=20150717T180707Z;INTERVAL=1;WKST=MO",,"410A & 412A, 400 E Kirkwood","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"884",,"Oliver Wine Co.:

6/23/15  8:00 am - 4:00 pm

100 N College, meters 101A & 103A&B","true",,"Reserved Meter","eun65cn7oo8tna0iih3lmtt3fo",,"2015-06-23T08:00:00.000","2015-06-23T16:00:00.000",,,"RESERVED METERS 100 N College, meters 101A & 103A&B Oliver","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"885",,"Buskirk Chumley has requested meters 105A & B, 100 S. Washington, 6/28/15-6/29/15, 5:00 PM - 5:00 PM.","true",,"Reserved Meter","pe9tttpkuqr780u7qv6ipnrqj0",,"2015-06-28T17:00:00.000","2015-06-29T17:00:00.000",,,"Reserved Meters 105A & B, 100 S. Washington","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"886",,"6/26/15   200 N Walnut, 204A&B,   5:00 pm - 9:00 pm","true",,"Reserved Meter","if9qutdco37erar158sl8ro9js",,"2015-06-26T17:00:00.000","2015-06-26T21:00:00.000",,,"RESERVED METERS 200 N Walnut, 204A&B","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"887",,"6/27/15   200 N Walnut, 204A&B, 206A, 2:00 pm - 9:00 pm","true",,"Reserved Meter","m0kndi5fmm964kikvr7o932elo",,"2015-06-27T14:00:00.000","2015-06-27T21:00:00.000",,,"RESERVED METERS 200 N Walnut, 204A&B, 206A","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"888",,"West 6th Street from North College Avenue to North Walnut Street
2 spaces on the south side of the street are reserved for public art installation.  If you experience any problems with the reserved meters, please contact Public Works at 349-3410.","true","Public Works","Reserved Meter","7rchmhg4mp6uqagddp2mj9meak",,"2015-06-22T00:00:00.000","2015-06-23T00:00:00.000","FREQ=DAILY;UNTIL=20150626T040000Z;INTERVAL=1;WKST=MO",,"100 W. 6th St 6th111 A&B","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"890",,"4 spaces on the north side of the street for the installation of public art.","true","Public Works","Reserved Meter","9gj0coikudgmcg25nq61gv20bo",,"2015-06-22T00:00:00.000","2015-06-23T00:00:00.000","FREQ=DAILY;UNTIL=20150627T040000Z;INTERVAL=1;WKST=MO",,"100 Block of Kirkwood 5th112 A&B and 5th114 A&B","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"891",,"June 29, 2015 through July 2, 2015
Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a milling project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this proj","true","Street","Lane Restriction","s7pqdamib3hu2luitf8inlp00o",,"2015-06-29T00:00:00.000","2015-07-03T00:00:00.000",,"LINESTRING(-86.5311487276367 39.1359462196639,-86.5314169485382 39.1347312223046,-86.5313418466858 39.1214712241167)","S. Walnut from E. Winslow to W. Gordon","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"892",,"Restricted to local traffic only from 7:00am to 7:00pm, weather permitting.  Signage will be in place.","true","Utilities",,"6bokj74sc58bipqgdntgn2os4k",,"2015-06-29T00:00:00.000","2015-07-31T00:00:00.000",,,"N. Summitt Steet from W. 13th St. to W. 14th St.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"893",,"Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a sidewalk project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this project, please contact Street at 349-","true","Street","Lane Restriction","f4ntvoaf6ld0ua4tush6k0uis8",,"2015-06-29T00:00:00.000","2015-06-30T00:00:00.000",,,"N. Lincoln St. from E. 11th St to E. 12th St.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"894",,"Lane Restriction, expect short delays, signage in place.
I69 Development Partners has scheduled a road construction project.  If you experience any problems with this project, please contact Tony Carpenter, Public Information Coordinator at 812-339-6447.","true","External Project","Lane Restriction","qb97jq3ermtt87ukqohm94njj4",,"2015-06-29T00:00:00.000","2015-07-03T00:00:00.000",,,"W. Tapp Rd. from S. Rex Grossman to S. Deborah","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"895",,"Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a sidewalk project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this project, please contact Street at 349-","true","Street","Lane Restriction","vs7nni4pfse9kn4dbim2n192jk",,"2015-06-29T00:00:00.000","2015-07-01T00:00:00.000",,,"N. Grant St. from E. 4th St. to E. Kirkwood Ave.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"896",,"Lane Restriction, expect short delays, signage in place.
I69 Development Partners has scheduled a road construction project.  If you experience any problems with this project, please contact Tony Carpenter, Public Information Coordinator at 812-339-6447.","true","External Project","Lane Restriction","n60n6r0d1leuqjedminm4dqma0",,"2015-06-29T00:00:00.000","2015-07-03T00:00:00.000",,,"S. Rex Grossman from W. Cota Dr. to W. Tapp Rd.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"897",,"Lane Restriction to one lane of two-way traffic.  Signage and traffic control personnel will be in place.","true","Utilities","Lane Restriction","3ofsuqnactdips5b6ss9mor0r4",,"2015-06-29T00:00:00.000","2015-07-02T00:00:00.000",,"POINT(-86.5084322519361 39.1504683270093)","E. Moores Pike @ S. High St.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"898",,"Lane Restriction, expect short delays, signage in place.
City of Bloomington Street Division has scheduled a milling project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this project, please contact Street at 349-","true","Street","Lane Restriction","57uqmo32eaoatsuv0nnmi5vi38",,"2015-06-29T07:00:00.000","2015-06-29T15:00:00.000","FREQ=DAILY;UNTIL=20150704T133031Z;INTERVAL=1;WKST=MO","LINESTRING(-86.531130442107 39.1359444121395,-86.5287700981739 39.1359568948806,-86.5269086451176 39.1359985040016)","E. Winslow Rd. from S. Walnut St. to S. Henderson St.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"899",,"Pepper construction:

100 E Kirkwood, meters 100A, 101A&B, 102A&B, 103A&B, 104A&B, 105A&B, 106A, 108A&B, 110A&B, 112A

7/10/15

6:00 am - 12:00 pm","true",,"Reserved Meter","2s53b948i5ljpfrbhmir8t28uk",,"2015-07-10T06:00:00.000","2015-07-10T12:00:00.000",,,"RESERVED METERS 100 E Kirkwood, meters 100A, 101A&B, 102A&B, 103A&B, 104A&B, 105A&B, 106A, 108A&B, 110A&B, 112A","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"900",,"Buskirk Chumley No Parking signs:

7/9/15 8:00 am - 11:59 pm","true",,"Reserved Meter","haqb1n1jnr7u3v3l0oj7ngui14",,"2015-07-09T08:00:00.000","2015-07-09T23:59:00.000",,,"RESERVED METERS 100 S Washington, 105A&B","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"901",,"Peoples Park Concert Series
May 5, 2015 to October 13, 2015 from 11:00 am to 1:00 pm","true","Public Works","Noise Permit","g9t56m5r5q2246g1kg0qf07bf8",,"2015-05-05T11:00:00.000","2015-05-05T13:00:00.000","FREQ=WEEKLY;UNTIL=20151013T194607Z;INTERVAL=1;BYDAY=TU;WKST=MO","LINESTRING(-86.5281689516957 39.167003957133,-86.5278370283302 39.1670075963262,-86.5278323344644 39.1666275595638,-86.5281588934119 39.1666275595638,-86.528169622248 39.1670029173635)","Peoples Park Concert Series","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"902",,"BPW Special Event
Craft Beer in the Alley
Marc Dehon is sponsoring a craft beer event.  If you experience any problems with this event, please contact Public Works at 812.349.3410.","true","Public Works","Road Closed","aro18vn936i1ebvu4euc9jjtrs",,"2015-07-11T09:00:00.000","2015-07-11T20:00:00.000",,"LINESTRING(-86.5334317810594 39.1670701904162,-86.532983852154 39.1670701904162)","East West between Seaview Outfitters and Caveat Emptor","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"903",,"BPW Special Event
Filming at Farmer House
Farmer House will be undertaking a filming project and has reserved 4 parking spaces in front of the museum. If you experience any problems with this event, please contact Public Works at 812.349.3410.","true","Public Works","Reserved Meter","b44eti58ji638dlvujvi582n0k",,"2015-07-11T07:00:00.000","2015-07-11T21:00:00.000","FREQ=DAILY;UNTIL=20150724T133818Z;INTERVAL=1;WKST=MO","LINESTRING(-86.534911019331 39.1712425018191,-86.534916383749 39.1714130135352)","529 N. College Avenue","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"904",,"Pepper Construction of Indiana will have the following location closed between the hours of 6:00am to 12:00PM.  If you have any questions regarding this project, please contact Brian Zeronik at 317-681-1000.","true","External Project","Road Closed","6hkpbs8qq9fhhvv529762nrg5c",,"2015-07-10T00:00:00.000","2015-07-11T00:00:00.000",,"LINESTRING(-86.5335961846942 39.1665877356563,-86.5323301820392 39.1665752583473)","Kirkwood Ave. from Walnut St. to Washington St.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"905",,"Signage and traffic control personnel will be in place.  Questions concerning this project are to be directed to Public Affairs Specialist Jon Callahan at 812-349-3940.","true","Utilities","Lane Restriction","8frcifnfkoub8f5f8gmd8aib1k",,"2015-07-09T00:00:00.000","2015-07-10T00:00:00.000",,"POINT(-86.5388766653595 39.1460741310403)","South Rogers Street at South Rockport Road","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"1843","Howard's Home Improvement","Howards Home Improvement, meters 200A&B, 202A, 200 N. Walnut, 4/12/2017-4/21/2017, 8am-6pm","false","Controller","Reserved Meter","v5o8mu2ul2j8b36289a9nos2uo",,"2017-04-12T08:00:00.000","2017-04-21T18:00:00.000",,,"200 N. Walnut","2017-04-11T16:44:10.000","2017-04-11T16:44:10.000"
"906",,"BPW Special Event
Bloomington Boogies
Graig Brenner will hold a music festival event.  4 meter spaces has been reserved for this event.  If you experience any problems with this event, please contact Public Works Department at 812.349.3410.","true","Public Works","Reserved Meter","q94dol5nhj7es9qt8jmbrlv4oo",,"2015-08-09T10:00:00.000","2015-08-09T22:00:00.000",,"LINESTRING(-86.5345744020995 39.1656498522643,-86.5338341124114 39.1656415339476)","W. 4th Street from N. College Avenue to N. Walnut Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"907",,"Signage will be in place.  Questions concerning this project are to be directed to Public Affairs Specialist Jon Callahan at 812-349-3940.","true","Utilities","Local Only","buk3i4rkk8tsa4eite014kpin0",,"2015-07-09T00:00:00.000","2015-07-10T00:00:00.000",,"LINESTRING(-86.5388664020673 39.1461373623439,-86.5391238941327 39.1460375147931,-86.5418007387296 39.1434123054555,-86.5438177599086 39.1413618335818,-86.5451105846538 39.1399805028506,-86.5487422956597 39.1363398176143)","South Rockport Road from South Rogers Street to West Coolidge Drive","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"908",,"Hagerman Construction No Parking signs:

7/12-7/14/2015  24/7

300 N Morton St, 300A&B, 302A&B, 304A&B, 306A&B, 308A&B, 310A&B, 312A&B, 314A&B, 316A&B, 318A

200 W 8th St., 201A&B, 203A&B, 205A&B, 207A&b","true",,"Reserved Meter","j36j98purlcsog1infjk44ongc",,"2015-07-12T00:00:00.000","2015-07-15T00:00:00.000",,,"RESERVED METERS  300 N Morton St, 300A&B, 302A&B, 304A&B, 306A&B, 308A&B, 310A&B, 312A&B, 314A&B, 316A&B, 318A  200 W 8th St., 2","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"909",,"Pepper Construction has scheduled the installation of an escalator at the new CVS Building from 6AM to 11AM.  If you experience any problems with this project, please contact Planning and Transportation Department at 812.349.3423.","true","External Project","Road Closed","pl64u8lr3imp24n2pqtjp6s7ac",,"2015-07-06T06:00:00.000","2015-07-06T11:00:00.000","FREQ=DAILY;UNTIL=20150709T191511Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5336114890633 39.1665856566127,-86.5323374397812 39.1665773384067)","E. Kirkwood Ave btwn N. Walnut St and N. Washington St","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"910",,"I69 Development Partners has scheduled a road construction project.  If you experience any problems with this project, please contact Tony Carpenter, Public Information Coordinator at 812-339-6447.","true","External Project","Lane Restriction","q0fklu1umbeeqcgdl2cbg95mt4",,"2015-07-06T00:00:00.000","2015-07-11T00:00:00.000",,"LINESTRING(-86.5760886374299 39.1367915174402,-86.5744578543488 39.1367831957117,-86.5730738344971 39.1367499087878,-86.5678810778443 39.1366750131515)","W. Tapp Rd from S. Danyln Rd. to S. Deborah Dr.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"911",,"City of Bloomington Street Division has scheduled a sidewalk project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this project, please contact Street at 349-3448.","true","Street","Lane Restriction","ftavh7osa9omm886e8rds2hd4g",,"2015-06-29T07:00:00.000","2015-06-29T15:00:00.000","FREQ=DAILY;UNTIL=20150712T191819Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5177623159941 39.1642606797394,-86.5191248781736 39.1642440427765,-86.5200797445829 39.1642565204991)","E. 3rd Street from S. Highland Ave. to S. Hawthorne Dr.","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"912",,"City of Bloomington Utilities has scheduled a water line project, weather permitting. If you experience any problems with this project, please contact Utilities at 349-3940.","true","Utilities","Local Only","0b2j43kkqq3rokeamr2fh36pak",,"2015-07-13T07:30:00.000","2015-07-13T15:30:00.000","FREQ=DAILY;UNTIL=20150714T161042Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5388934200263 39.1460922287451,-86.5437750404334 39.1413493106222)","South Rockport Road from South Rogers Street to West Coolidge Drive","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
