"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","supplier_contract_amount_usd"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Direct Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","11373.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Direct Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","12633.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Direct Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","11287.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","8560.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1536.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","4868.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1408.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","6969.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","6065.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","17191.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","13784.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Direct Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","12453.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","500139.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","13216.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","17621.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","13216.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","17621.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Individual Consultant Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","5109.0"
"2017","Malawi","Malawi Education Sector Improvement Project (MESIP)","Goods","Request for Quotations","Education","7352.0"
"2017","Ukraine","Second Urban Infrastructure Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Public Administration","195000.0"
"2017","Ukraine","Second Urban Infrastructure Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Public Administration","134600.0"
"2017","Ukraine","Second Urban Infrastructure Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Public Administration","161975.0"
"2017","Ukraine","Second Urban Infrastructure Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Public Administration","191232.0"
"2017","Western and Central Africa","Senegal River Basin Climate Change Resilience Development Project","Goods","Request for Bids","Health;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","210393.0"
"2017","Ukraine","Second Urban Infrastructure Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Public Administration","271805.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management","143622.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management","116359.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management","142466.0"
"2017","Ukraine","Ukraine: Conflict Response and Recovery Pilot and Capacity Building","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Social Protection","72106.0"
"2017","Ukraine","Ukraine: Conflict Response and Recovery Pilot and Capacity Building","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Social Protection","87160.0"
"2017","China","China Contaminated Site Management Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","13976.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","11732.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","4680.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","703.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","4512.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","1170.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","7016.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","6665.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","3665.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","2367.0"
"2017","India","Assam Agribusiness and Rural Transformation Project","Goods","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services","1248.0"
"2017","China","China Contaminated Site Management Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","42101.0"
"2017","China","China Contaminated Site Management Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","33640.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","50544.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","2545664.0"
"2017","Kenya","KE Electricity Modernization Project","Civil Works","Request for Bids","Energy and Extractives","1548308.0"
"2017","Kenya","KE Electricity Modernization Project","Civil Works","Request for Bids","Energy and Extractives","2893282.0"
"2017","Kenya","KE Electricity Modernization Project","Civil Works","Request for Bids","Energy and Extractives","3645504.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","16802.0"
"2017","Dominican Republic","Dominican Republic.  FCPF REDD+ Readiness Preparation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","21580.0"
"2017","Dominican Republic","Dominican Republic.  FCPF REDD+ Readiness Preparation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","55749.0"
"2017","Dominican Republic","Dominican Republic.  FCPF REDD+ Readiness Preparation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","146465.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","146145.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","149772.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","149199.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","182017.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","148792.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","156017.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179908.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","142797.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","151818.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","133372.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","167146.0"
"2017","Niger","Niger Disaster Risk Management and Urban Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","321556.0"
"2017","India","Madhya Pradesh Urban Development Project","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Public Administration","2779793.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","13240.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7563.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","9847.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","11698.0"
"2017","Zimbabwe","Public Financial Management Enhancement Project","Goods","Request for Bids","Financial Sector","631314.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Individual Consultant Selection","Health;Agriculture, Fishing and Forestry","11199.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","10902.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Individual Consultant Selection","Health;Agriculture, Fishing and Forestry","17883.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","11571.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","3419.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","11000.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7481.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7481.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7481.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7429.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7429.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7429.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","7429.0"
"2017","Tajikistan","Public Finance Management Modernization Project 2","Consultant Services","Individual Consultant Selection","Public Administration","124267.0"
"2017","Jamaica","Jamaica Strategic Public Sector Transformation","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","20597.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Direct Selection","Health;Agriculture, Fishing and Forestry","2965.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","223346.0"
"2017","Honduras","Disaster Risk Management Project","Consultant Services","Quality And Cost-Based Selection","Information and Communications Technologies;Water, Sanitation and Waste Management;Public Administration","68473.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Individual Consultant Selection","Health;Agriculture, Fishing and Forestry","48938.0"
"2017","Cameroon","Cameroon Mining Sector Technical Assistance Project","Consultant Services","Direct Selection","Energy and Extractives","99817.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Bids","Agriculture, Fishing and Forestry;Industry, Trade and Services","49414.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","22013.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Individual Consultant Selection","Education;Energy and Extractives;Public Administration","7273.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","17368.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","22251.0"
"2017","Gabon","Central African Backbone - APL4 -  Gabon","Non-consulting Services","Direct Selection","Information and Communications Technologies","416754.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","10554.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","6054.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","21674.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","8347.0"
"2017","Kyrgyz Republic","AGRICULTURE PRODUCTIVITY AND NUTRITION IMPROVEMENT PROJECT","Consultant Services","Individual Consultant Selection","Health;Agriculture, Fishing and Forestry","13087.0"
"2017","Kyrgyz Republic","NATIONAL WATER RESOURCES MANAGEMENT PROJECT","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","4623.0"
"2017","Kyrgyz Republic","NATIONAL WATER RESOURCES MANAGEMENT PROJECT","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","11074.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","10956.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Individual Consultant Selection","Education;Energy and Extractives;Public Administration","7425.0"
"2017","Nigeria","Third National Urban Water Sector Reform Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management;Public Administration","127949.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Individual Consultant Selection","Education;Energy and Extractives;Public Administration","23822.0"
"2017","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management","105683.0"
"2017","Mozambique","Moz Agriculture and Natural Resources Landscape Management Project","Consultant Services","Direct Selection","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","190080.0"
"2017","Myanmar","Ayeyarwady Integrated River Basin Management Project","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","15600.0"
"2017","Marshall Islands","Pacific Resilience Project II under the Pacific Resilience Program","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","790313.0"
"2017","Belarus","Belarus Education Modernization Project","Civil Works","Request for Bids","Education","470663.0"
"2017","Gabon","eGabon","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","149827.0"
"2017","Cameroon","Flood Emergency Project","Non-consulting Services","Request for Bids","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","19706.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","2723.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1403.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","3738.0"
"2017","Mongolia","Mongolia Export Development Project","Goods","Request for Quotations","Financial Sector;Industry, Trade and Services","4337.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","17400.0"
"2017","Armenia","Electricity Transmission Network Improvement Project","Civil Works","Request for Bids","Energy and Extractives","9824571.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","1734.0"
"2017","Gabon","eGabon","Consultant Services","Direct Selection","Information and Communications Technologies;Health","202734.0"
"2017","Belarus","Transit Corridor Improvement Project","Civil Works","Request for Bids","Transportation","40360443.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","11000.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","55000.0"
"2017","Congo, Republic of","CONGO - Rep. Skills Development for Employability Project","Consultant Services","Direct Selection","Education","22456.0"
"2017","Congo, Republic of","CONGO - Rep. Skills Development for Employability Project","Consultant Services","Direct Selection","Education","37766.0"
"2017","Congo, Republic of","CONGO - Rep. Skills Development for Employability Project","Consultant Services","Direct Selection","Education","40828.0"
"2017","Congo, Republic of","CONGO - Rep. Skills Development for Employability Project","Consultant Services","Direct Selection","Education","32033.0"
"2017","Congo, Republic of","CONGO - Rep. Skills Development for Employability Project","Consultant Services","Direct Selection","Education","37766.0"
"2017","South Asia","Central Asia South Asia Electricity Transmission and Trade Project (CASA-1000)","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","3873292.0"
"2017","India","National Hydrology Project","Goods","Request for Quotations","Information and Communications Technologies;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","9869.0"
"2017","Kyrgyz Republic","Urban Development Project","Consultant Services","Direct Selection","Energy and Extractives;Water, Sanitation and Waste Management;Public Administration","3936.0"
"2017","India","National Hydrology Project","Goods","Request for Quotations","Information and Communications Technologies;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","2284.0"
"2017","Gabon","eGabon","Consultant Services","Direct Selection","Information and Communications Technologies;Health","439652.0"
"2017","Gabon","eGabon","Consultant Services","Direct Selection","Information and Communications Technologies;Health","163244.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Goods","Request for Bids","Financial Sector","6138.0"
"2017","Pakistan","Pakistan: Third Punjab Education Sector Project","Consultant Services","Consultant Qualification  Selection","Education","80676.0"
"2017","Pakistan","Pakistan: Third Punjab Education Sector Project","Consultant Services","Consultant Qualification  Selection","Education","95861.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","4758.0"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","E-Auctions","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","93274.0"
"2017","Pakistan","Pakistan: Third Punjab Education Sector Project","Consultant Services","Consultant Qualification  Selection","Education","102898.0"
"2017","India","Partial Risk Sharing Facility in Energy Efficiency","Consultant Services","Direct Selection","Energy and Extractives","12699.0"
"2017","Pakistan","Pakistan: Third Punjab Education Sector Project","Consultant Services","Consultant Qualification  Selection","Education","155464.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Quality And Cost-Based Selection","Financial Sector;Education","3074558.0"
"2017","Afghanistan","Afghanistan Access to Finance","Goods","Request for Quotations","Financial Sector","623.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","1738.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Quality And Cost-Based Selection","Financial Sector;Education","1880743.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","5452.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","5062.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","16549.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","5452.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","7788.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","21776.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","46050.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","54214.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","39744.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","3587.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","9865.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","7971.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","20925.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","13950.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","19929.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","19929.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","19929.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","27177.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Direct Selection","Social Protection","50224.0"
"2017","Eastern and Southern Africa","AFR RI- Great Lakes Emergency Sexual and Gender Based Violence & Women's Health Project","Consultant Services","Quality And Cost-Based Selection","Health;Social Protection","59144.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","63351.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","67016.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","58865.0"
"2017","Brazil","Brazil Pernambuco Sustainable Water","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","426173.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","4200.0"
"2017","Afghanistan","URBAN DEVELOPMENT SUPPORT PROJECT","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","34231.0"
"2017","Pakistan","PK-Sindh Barrages Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","53350197.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","19682.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","19483.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","16421.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","8795.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","19682.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","188558.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","96421.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","19488.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Individual Consultant Selection","Financial Sector;Education","229826.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","89975.0"
"2017","Russian Federation","Financial Education and Financial Literacy","Consultant Services","Quality And Cost-Based Selection","Financial Sector;Education","1248555.0"
"2017","Eastern and Southern Africa","AFCC2/RI-South West Indian Ocean Fisheries Governance and Shared Growth Project 1","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","155745.0"
"2017","Djibouti","DJ Improving Health Sector Performance","Goods","Request for Quotations","Health","9830.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Goods","Request for Quotations","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","240529.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","82688.0"
"2017","Djibouti","DJ Improving Health Sector Performance","Goods","Request for Bids","Health","73195.0"
"2017","Djibouti","DJ Improving Health Sector Performance","Civil Works","Request for Quotations","Health","27535.0"
"2017","Djibouti","DJ Improving Health Sector Performance","Civil Works","Request for Quotations","Health","19975.0"
