"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1595601","PRESTAR SUS SERVICIOS PARA APOYAR A LA CORPORACI&#211;N PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE AMAZ&#211;NICO &#8211; CDA, EN LA GENERACI&#211;N DE INSUMOS, SOPORTES Y CONCEPTOS T&#201;CNICOS PARA APOYAR LA TOMA DE","2019-07-19T00:00:00.000","ENRIQUE JOSE CABALLERO AVILA","Republic of Colombia","8272.0","GEF-CA-CPS-078-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1596808","Supervisar las labores de los t&#233;cnicos de campo a cargo de TNC y acompa&#241;ar las actividades de levantamiento de usos de la tierra de los evaluadores de impacto a cargo de FEDEGAN","2019-08-21T00:00:00.000","Individual Consultant","Republic of Colombia","15771.0","CO-TNC-108534-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1596929","Desarrollar la aplicaci&#243;n web de carbono y biodiversidad en paisajes ganaderos del proyecto Ganader&#237;a Colombiana Sostenible","2019-10-08T00:00:00.000","Individual Consultant","Republic of Colombia","13034.0","CO-TNC-118893-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1597099","Realizar el acompa&#241;amiento a los evaluadores de impacto en los levantamientos de usos de la tierra por metodolog&#237;a full, en la Regional Ecorregi&#243;n Cafetera","2019-08-30T00:00:00.000","Individual Consultant","Republic of Colombia","6430.0","CO-TNC-108539-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1596123","Apoyo al monitoreo de biodiversidad a escala de paisaje en campo, con el fin de entender el efecto de la distancia y la configuraci&#243;n de la siembra de silvopastoriles en las aves.","2019-08-02T00:00:00.000","ASOCIACION GRUPO DE AMIGOS PARA LA INVESTIGACION Y CONSERVACION DE LAS AVES","Republic of Colombia","28378.0","CO-TNC-71691-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1597975","Sistematizar las lecciones aprendidas y buenas practicas en el dise&#241;o e implementacion del Proyecto Ganaderia Colombiana sostenible","2019-08-09T00:00:00.000","RODOLFO ANDRES HERNANDEZ PEREZ","Republic of Colombia","12973.0","CO-FEDEGAN-122841-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1597986","REALIZACION VIDEO INSTITUCIONAL PARA EVENTOS DE CIERRE DEL PROYECTO GANADERIA COLOMBIANA SOSTENIBLE","2019-09-04T00:00:00.000","MARCELA DEL PILAR CHAVES VILLAMIZAR","Republic of Colombia","2064.0","CO-FEDEGAN-128865-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1598002","Actualizar la caractetizacion para los momentos de linea base y momento de cierre de actividades de los predios participantes, a traves de la metodologia integrada de probreza que desarrollo el proyec","2019-08-28T00:00:00.000","SILVIA ESPERANZA BOTELLO MONCADA","Republic of Colombia","4423.0","CO-FEDEGAN-115918-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1597117","Realizar el acompa&#241;amiento a los evaluadores de impacto en los levantamientos de usos de la tierra por metodolog&#237;a full, en la regional Valle del R&#237;o C&#233;sar","2019-09-10T00:00:00.000","Individual Consultant","Republic of Colombia","6016.0","CO-TNC-108540-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1596120","Dise&#241;o del Plan de Monitoreo Hidro-Meteorol&#243;gico y de Calidad del Agua para la cuenca del R&#237;o Chinchin&#225;","2019-07-26T00:00:00.000","GOTTA INGENIERIA SAS","Republic of Colombia","69152.0","CO-TNC-108136-CS-CQS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1598556","Dise&#241;o e implementaci&#243;n de un caso piloto para evaluar la aplicaci&#243;n de los criterios de ganader&#237;a sostenible desarrollados dentro del marco del di&#225;logo de mercados verdes que adelanta el Proyecto","2019-10-03T00:00:00.000","ALAN WAGEMBERG FELDMAN","Republic of Colombia","15265.0","CO-TNC-128748-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1598382","APOYAR T&#201;CNICAMENTE LA CONCERTACI&#211;N Y FORMALIZACI&#211;N DE ACUERDOS EN &#193;REAS Y TEMAS DE INTER&#201;S COM&#218;N CON LOS RESGUARDOS COLINDANTES AL PARQUE NACIONAL SERRAN&#205;A DE CHIRIBIQUETE QUE CONTRIBUYAN AL MEJORAMI","2019-10-16T00:00:00.000","KATTERINE BETANCOURT GARCIA","Republic of Colombia","10663.0","GEF-CA-CPS-102-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1598277","PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR LA EJECUCI&#211;N DE LOS PROCESOS DE ADQUISICIONES Y CONTRATACIONES QUE SE REQUIERAN DE ACUERDO CON LO ESTABLECIDO EN EL ACUERDO LEGAL DE DONACI&#211;N, EL MANUAL","2019-09-25T00:00:00.000","DIANA LUCIA ROJAS BONILLA","Republic of Colombia","18805.0","CO-PNF-134080-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618415","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2019-12-27T00:00:00.000","Individual Consultant","Republic of Colombia","62405.0","CO-DNP-150149-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618401","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2020-01-17T00:00:00.000","Individual Consultant","Republic of Colombia","59456.0","CO-DNP-150170-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1596056","Desarrollo de una plataforma para el seguimiento a predios objeto de PSA (Adaptaci&#243;n Plataforma PAM Brasil). Empresa SIGMA Ingenier&#237;a","2019-09-11T00:00:00.000","SIGMA INGENIERIA S.A","Republic of Colombia","25490.0","CO-TNC-119039-NC-DIR"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618432","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2019-12-27T00:00:00.000","Individual Consultant","Republic of Colombia","62405.0","CO-DNP-150153-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618427","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2019-12-27T00:00:00.000","Individual Consultant","Republic of Colombia","62405.0","CO-DNP-150161-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1599380","Contrato para la realizacion diferentes analisis de centros de acopio de leche para la formulacion de la NAMA de Ganaderia Bovina Sostenible en Colombia","2019-08-06T00:00:00.000","Individual Consultant","Republic of Colombia","8086.0","CO-FEDEGAN-115964-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1599834","REALIZAR PROPUESTA DE ORDENAMIENTO PRODUCTIVO Y ACTUALIZACI&#211;N DEL COMPONENTE PRODUCTIVO DEL PDS DE LA ZRC CUENCA DEL R&#205;O PATO Y VALLE DE BALSILLAS, Y ACTUALIZACI&#211;N DEL ESTUDIO DE SUSTRACCI&#211;N DEL BAJO","2019-10-25T00:00:00.000","Individual Consultant","Republic of Colombia","10062.0","GEF-CA-CCOM-104-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1599924","ORIENTAR LOS PROCESOS DE PLANIFICACI&#211;N, ORDENAMIENTO AMBIENTAL Y GESTI&#211;N DEL TURISMO DE NATURALEZA EN &#193;REAS SELECCIONADAS DE LA JURISDICCI&#211;N DE LA CDA.","2019-10-30T00:00:00.000","Individual Consultant","Republic of Colombia","11818.0","GEF-CA-CPS-107-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1600218","GENERAR LA BASE CARTOGR&#193;FICA PARA LA A ACTUALIZACI&#211;N DEL PLAN DE DESARROLLO SOSTENIBLE (PDS) DE LA ZONA DE RESERVA CAMPESINA (ZRC) CUENCA DEL R&#205;O PATO Y VALLE DE BALSILLAS, PRECISI&#211;N DE L&#205;MITES Y AMPL","2019-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","10045.0","GEF-CA-CPS-112-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1600296","APOYAR T&#201;CNICAMENTE A LAS AUTORIDADES IND&#205;GENAS DE LOS RESGUARDOS DE ANDOQUE DE ADUCHE, MIRITI-PARAN&#193;, MONOCHOA, PUERTO Z&#193;BALO LOS MONOS Y NONUYA DE VILLAZUL EN EL PROCESO DE INCORPORACI&#211;N DE LAS &#193;REA","2019-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","5806.0","GEF-CA-CPS-111-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1645040","Prestar Servicios Profesionales como Especialista en Adquisiciones para el DNP","2020-04-30T00:00:00.000","Individual Consultant","Republic of Colombia","37322.0","DNP-OR-046-2020"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1600065","Implementos para pesca y biometr&#237;as","2019-09-20T00:00:00.000","SANTIAGO BONILLA LONDOÑO","Republic of Colombia","2283.0","CO-SINCHI-100864-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618451","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2020-05-20T00:00:00.000","Individual Consultant","Republic of Colombia","47587.0","CO-DNP-161264-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Individual Consultant Selection","Transportation","1630241","BRINDAR ASESORIA JURIDICA AL GRUPO UMUS DEL MINISTERIO DE TRANSPORTE EN EL ACOMPA&#209;AMIENTO Y SEGUIMIENTO A LOS PROYECTOS DE CONCESIONES DE TRANSPORTE DE LOS ENTES GESTORES, Y EN LOS TEMAS RELACIONADOS","2020-01-20T00:00:00.000","Individual Consultant","Republic of Colombia","35343.0","123-2020"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Individual Consultant Selection","Transportation","1630240","BRINDAR EL APOYO JURIDICO AL VICEMINISTERIO DE TRANSPORTE EN LA FORMULACI&#211;N, CONSTRUCCI&#211;N Y SEGUIMIENTO DE LOS PROYECTOS NORMATIVOS, PROPUESTOS EN LA AGENDA REGULATORIA Y ESPECIALMENTE CON LOS QUE TEN","2020-01-20T00:00:00.000","Individual Consultant","Republic of Colombia","18142.0","169-2020"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1600901","ADQUISICI&#211;N DE ALIMENTO PARA ARAWANA","2019-08-23T00:00:00.000","DALIDA ARBOLEDA SARRIA","Republic of Colombia","2042.0","CO-SINCHI-100872-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1601038","ACTUALIZAR EL COMPONENTE SOCIOECON&#211;MICO DEL PDS DE LA ZRC DE LA CUENCA DEL R&#205;O PATO Y VALLE DE BALSILLAS, Y ACTUALIZACI&#211;N DEL ESTUDIO DE SUSTRACCI&#211;N DEL BAJO PATO.","2019-11-08T00:00:00.000","Individual Consultant","Republic of Colombia","4555.0","GEF-CA-CPS-108-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1601557","CONSOLIDAR Y REPORTAR INFORMACI&#211;N DE SISTEMAS AGROFORESTALES, PLANTACIONES, MOVILIZACI&#211;N Y APROVECHAMIENTO FORESTAL AL SISTEMA NACIONAL DE INFORMACI&#211;N FORESTAL (SNIF) (SIAC).","2019-11-25T00:00:00.000","Individual Consultant","Republic of Colombia","11970.0","GEF-CA-CPS-115-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602054","ADQUISICI&#211;N DE C&#193;MARAS COMPACTAS","2019-11-19T00:00:00.000","CH INGENIEROS SAS","Republic of Colombia","3730.0","CO-SINCHI-130061-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602180","ADQUISICI&#211;N DE MATERIALES PARA PARA PESCA Y BIOMETRIAS","2019-09-20T00:00:00.000","GINETH TATIASNA LOPEZ CARRERO","Republic of Colombia","996.0","CO-SINCHI-100870-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602182","PRESTAR EL SERVICIO A TODO COSTO DE ADECUACI&#211;N Y ARREGLO DE ESTANQUES PARA MANEJO DE ARAWANA","2019-10-28T00:00:00.000","NELSON JESUS ALGUECIRA","Republic of Colombia","2633.0","CO-SINCHI-100884-NC-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1601573","REALIZAR LA PREPRODUCCI&#211;N, PRODUCCI&#211;N Y POS PRODUCCI&#211;N DE UN V&#205;DEO EN FORMATO HD Y REGISTRO FOTOGR&#193;FICO PROFESIONAL QUE D&#201; CUENTA DE LOS RESULTADOS DE GEF CA FINANCIAMIENTO ORIGINAL.","2019-11-25T00:00:00.000","Individual Consultant","Republic of Colombia","5708.0","GEF-CA-CPS-114-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602543","CONTRATO # 04 APOYO ADMINISTRATIVO UIP","2019-09-12T00:00:00.000","Individual Consultant","Republic of Colombia","52198.0","CO-MADR-107364-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1602187","desarrollar un Plan de Comunicaciones del componente 3.3 Desarrollo de planes para promover pr&#225;cticas sostenibles de gesti&#243;n del uso de la tierra y de los recursos naturales","2019-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","29844.0","CO-SINCHI-130075-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602539","CONTRATO # 05 ASESOR EN COMUNICACIONES","2019-09-12T00:00:00.000","Individual Consultant","Republic of Colombia","45256.0","CO-MADR-107362-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602582","Contrato 08 lider componente 2","2019-10-25T00:00:00.000","Individual Consultant","Republic of Colombia","77122.0","CO-MADR-107363-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602576","CONTRATO 06 LIDER COMPONENTE 1","2019-10-25T00:00:00.000","Individual Consultant","Republic of Colombia","71015.0","CO-MADR-107357-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618446","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2020-06-01T00:00:00.000","Individual Consultant","Republic of Colombia","47230.0","CO-DNP-172843-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1602549","ORDEN DE SERVICIO #02","2019-10-15T00:00:00.000","AGENCIA DE VIAJES Y TURISMO GOLD TOUR","Republic of Colombia","17788.0","CO-MADR-125771-NC-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602955","Prestar servicios profesionales para apoyar y asesorar al Despacho del Ministro de Ambiente y Desarrollo Sostenible en los temas relacionados con las acciones que permitan la prevenci&#243;n y mitigaci&#243;n d","2019-11-19T00:00:00.000","Individual Consultant","Republic of Colombia","18626.0","FA-CO-FONDOACCION-129828-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602974","ADQUISICI&#211;N DE EQUIPOS PARA MARCAJE Y/O MONITOREO DE PESES","2019-12-04T00:00:00.000","ACUAGRANJA SAS","Republic of Colombia","2534.0","CO-SINCHI-100881-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602969","Adquisici&#243;n de materiales para parcelas lotes 4 y 5","2019-10-01T00:00:00.000","DIEGO CASTRO INDUSTRIA Y CONSTRUCCION SAS","Republic of Colombia","406.0","347 DE 2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602977","Adquisici&#243;n de materiales para parcelas Lotes 2 y 6","2019-10-01T00:00:00.000","GREENFOREST-SERVICIOS FORESTALES SAS","Republic of Colombia","889.0","345 DE 2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1602991","Profesional en participaci&#243;n con grupos afro en cumplimiento compromisos PND","2019-11-29T00:00:00.000","Individual Consultant","Republic of Colombia","7993.0","FA-CO-FONDOACCION-117677-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Comercial Practices","Agriculture, Fishing and Forestry;Public Administration","1602990","ADQUISICION DE BOTE EN FIBRA DE VIDRIO PARA LA ASOCIACION ACIPS, EN EL MARCO DE LOS APV FIRMADOS CON EL PARQUE NATURAL LA PAYA.","2019-11-12T00:00:00.000","SUMINISTROS Y SOLUCIONES JR S.A.S","Republic of Colombia","4025.0","GEF-CA-CCOM-035-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603516","APOYO REGIONAL CASANARE","2019-11-25T00:00:00.000","Individual Consultant","Republic of Colombia","48321.0","CO-MADR-132931-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603536","APOYO REGIONAL VICHADA","2019-12-02T00:00:00.000","Individual Consultant","Republic of Colombia","25177.0","CO-MADR-132937-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1602982","Adquisici&#243;n de materiales para parcelas lotes 3 y 7","2019-10-01T00:00:00.000","MAURICIO BERNAL RODRIGUEZ","Republic of Colombia","422.0","346 DE 2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1603552","APOYAR A LA COORDINACI&#211;N GENERAL DEL PROYECTO &#8220;CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZON&#205;A&#8221;, EN EL SEGUIMIENTO Y DOCUMENTACI&#211;N DE LOS PROCESOS DE PROGRAMACI&#211;N, EJECUCI&#211;N","2019-10-30T00:00:00.000","Individual Consultant","Republic of Colombia","32409.0","GEF-CA-CPS-106-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603548","APOYO REGIONAL META","2019-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","48997.0","CO-MADR-132935-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603600","Caracterizar las medidas de mitigaci&#243;n de emisiones propuestas para la ganader&#237;a colombia y su adaptaci&#243;n por regiones teniendo en cuenta las caracter&#237;sticas ambientales y socio-econ&#243;mica de cada zona","2019-08-01T00:00:00.000","Individual Consultant","Republic of Colombia","17600.0","CO-CIPAV-121197-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603602","Coordinar las labores de CIPAV para la formulaci&#243;n de la NAMA de Ganader&#237;a Bovina Sostenible,, Colectar y analizar informaci&#243;n para la formulaci&#243;n de medidas de mitigaci&#243;n de emisiones de la ganader&#237;a","2019-08-01T00:00:00.000","Individual Consultant","Republic of Colombia","20170.0","CO-CIPAV-121195-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603601","Aportar y analizar informaci&#243;n sobre emisiones de GEI de la ganader&#237;a en Colombia para la construcci&#243;n de escenarios de l&#237;nea base y de mejora para la NAMA y de los factores de emisi&#243;n del pa&#237;s.","2019-08-01T00:00:00.000","Individual Consultant","Republic of Colombia","23650.0","CO-CIPAV-121198-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603603","Coordinar la propuesta y evaluaci&#243;n de m&#233;todos de aprovechamiento integral de residuos en la producci&#243;n y sacrificio de ganado","2019-08-01T00:00:00.000","Individual Consultant","Republic of Colombia","16500.0","CO-CIPAV-121201-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603542","APOYO REGIONAL ARAUCA","2019-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","47909.0","CO-MADR-132927-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry;Public Administration","1603860","prestar el servicio de mantenimiento instalaci&#243;n y adecuaci&#243;n a todo costo de puntos de red de datos categor&#237;a 6 y energ&#237;a regulada para las oficinas de la subdirecci&#243;n de administraci&#243;n ambiental","2019-11-29T00:00:00.000","LÓGICAS Y SISTEMAS LTDA","Republic of Colombia","4931.0","GEF-CA-SNC-011-2019"
