"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"MISC PROFESSION",,"YORK RISK SERVICES GROUP INC","1889 N RICE AVE","OXNARD","CA","93030","Yes","909 942-4875","2009-07-21T00:00:00.000","94527","23-096449","2023-06-30T00:00:00.000","YORK RISK SERVICES GROUP, INC","ATTN: SUSAN RIFE LEGAL DEPT","8125 SEDGWICK WAY","MEMPHIS","TN","38125","C","1889 N RICE AVE
OXNARD, CA 93030
(34.218306, -119.142087)"
"CONTRACTOR LOC OUTSIDE CITY",,"CAMERON MASONRY","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 933-0700","2011-08-24T00:00:00.000","98374","24-126400","2023-07-31T00:00:00.000","CAMERON, WES","PO BOX 6121",,"VENTURA","CA","93006","S",
"CONTRACTOR LOC OUTSIDE CITY",,"RADIX FIRE PROTECTION INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","213 765-0384","2011-04-10T00:00:00.000","97535","23-129722","2023-02-28T00:00:00.000","RADIX FIRE PROTECTION, INC","1769 E 23RD ST",,"LOS ANGELES","CA","90058-1012","C",
"ENTERTAINMENT @ EATING ESTABLISHMENT",,"THE RAVEN TAVERN","1651 S VICTORIA AVE","OXNARD","CA","93035","Yes","805 686-7683","2020-04-15T00:00:00.000","114050","23-125616","2023-01-31T00:00:00.000","A&R RESTAURANTS LLC","5320 DERRY AVE #M",,"AGOURA HILLS","CA","91301","LL","1651 S VICTORIA AVE
OXNARD, CA 93035"
"SECONDHAND MERCHANDISE",,"TURNER'S OUTDOORSMAN","2051 N ROSE AVE","OXNARD","CA","93036","Yes","805 988-2049","2012-09-01T00:00:00.000","100266","24-105296","2023-08-31T00:00:00.000","TURNER'S OPERATIONS INC","1336 ALDER AVE",,"RIALTO","CA","92376","C","2051 N ROSE AVE
OXNARD, CA 93036
(34.22114, -119.158357)"
"REAL ESTATE AGENT OR BROKER (BRANCH)",,"UNO MAS REALTY","500 E ESPLANADE DR","OXNARD","CA","93036","Yes","805 983-7030","2006-09-27T00:00:00.000","88712","24-111397","2023-08-31T00:00:00.000","MAS UNO ELITE CORPORATION","500 E ESPLANADE DR #1240",,"OXNARD","CA","93036","C","500 E ESPLANADE DR
OXNARD, CA 93036
(34.229571, -119.172163)"
"JANITORIAL OR MAID SERVICE",,"HOUSE CLEANING","1313 S E ST","OXNARD","CA","93033","Yes","805 758-4597","2022-09-01T00:00:00.000","117320","24-130794","2023-07-31T00:00:00.000","HIDALGO, BLANCA","1313 S E ST",,"OXNARD","CA","93033","S","1313 S E ST
OXNARD, CA 93033
(34.186383, -119.18379)"
"CONTRACTOR LOC OUTSIDE CITY",,"LANDSCAPE STRUCTURS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","763 972-3391","2018-08-01T00:00:00.000","111190","24-121351","2023-07-31T00:00:00.000","LANDSCAPE STRUCTURES INC","601 7TH ST S",,"DELANO","MN","55328","C",
"INVEST,TAX ADJ,TITLES OR MORTGAGE BRKR",,"BLAKE BIEDERMAN","1000 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 205-2405","2004-01-01T00:00:00.000","80790","23-077871","2022-12-31T00:00:00.000","BIEDERMAN, BLAKE","9441 KENNEBEC ST",,"VENTURA","CA","93004","S","1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)"
"CATERING/ICE CREAM MOBILE VEHICLE (T-2)",,"LETTY'S ICE CREAM 2","1664 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 853-9931","2019-09-03T00:00:00.000","114441","23-126199","2023-06-30T00:00:00.000","TRETO, MARIA LETICIA","1511 CALIFORNIA ST",,"OXNARD","CA","93033","S","1664 S OXNARD BLVD
OXNARD, CA 93030
(34.183373, -119.169295)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"ROSE SCAPULAR CORP","3401 W FIFTH ST","OXNARD","CA","93030","Yes","805 240-9228","1993-05-27T00:00:00.000","25595","23-016089","2023-04-30T00:00:00.000","ROSE SCAPULAR CORP","3401 W 5TH ST STE 100",,"OXNARD","CA","93030","C","3401 W FIFTH ST
OXNARD, CA 93030
(34.197613, -119.215911)"
"CONTRACTOR LOC OUTSIDE CITY",,"WALTON CONSTRUCTION, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 267-7777","2022-06-01T00:00:00.000","116940","23-130223","2023-05-31T00:00:00.000","WALTON CONSTRUCTION, INC.","358 E FOOTHILL BLVD",,"SAN DIMAS","CA","91773","C",
"MISC SERVICE",,"PUMPPODUSA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","000 000-0000","2022-05-25T00:00:00.000","116943","23-130226","2023-04-30T00:00:00.000","THINK POD INC","3850 ROYAL AVE STE B",,"SIMI VALLEY","CA","93063","C",
"WASTEWATER PERMIT",,"ART HAYCOX SCHOOL","5400 PERKINS RD","OXNARD","CA","93033","Yes","805 488-3578","1995-03-23T00:00:00.000","28545","23-020192","2023-06-30T00:00:00.000","HUENEME SCHOOL DISTRICT","C/O HUENEME SCHOOL DISTRICT","205 N VENTURA RD","PORT HUENEME","CA","93041","C","5400 PERKINS RD
OXNARD, CA 93033
(34.150317, -119.183902)"
"TOBACCO RETAILER PERMIT",,"OXNARD SHORES BOTTLE SHOPE","1035 S HARBOR BLVD","OXNARD","CA","93035","Yes","805 984-5883","1992-10-22T00:00:00.000","24638","23-006840","2023-06-30T00:00:00.000","ABDULHAI, HUDA,ET AL","1035 S HARBOR BL",,"OXNARD","CA","93035-1131","P","1035 S HARBOR BLVD
OXNARD, CA 93035
(34.19128, -119.239167)"
"WASTEWATER PERMIT",,"ANSGAR LARSEN SCHOOL","550 THOMAS AVE","OXNARD","CA","93033","Yes","805 986-8740","1995-03-23T00:00:00.000","28544","23-020191","2023-06-30T00:00:00.000","HUENEME SCHOOL DISTRICT","C/O HUENEME SCHOOL DISTRICT","205 N VENTURA RD","PORT HUENEME","CA","93041","C","550 THOMAS AVE
OXNARD, CA 93033
(34.169782, -119.172524)"
"DENTIST",,"S KERPER DDS & B KANE DDS","1920 OUTLET CENTER DR","OXNARD","CA","93036","Yes","805 983-0245","1983-09-26T00:00:00.000","4315","24-000704","2023-08-31T00:00:00.000","S P KERPER DDS & B J KANE,DDS","1920 OUTLET CENTER DR",,"OXNARD","CA","93036","C","1920 OUTLET CENTER DR
OXNARD, CA 93036
(34.22017, -119.148441)"
"DENTIST",,"SAFE DENTAL CARE","1600 W GONZALES RD","OXNARD","CA","93036","Yes","805 973-1407","2014-03-04T00:00:00.000","104690","23-117967","2022-12-31T00:00:00.000","SAFE DENTAL INC","1600 W GONZALES RD #B",,"OXNARD","CA","93036","C","1600 W GONZALES RD
OXNARD, CA 93036
(34.219234, -119.196377)"
"WASTEWATER PERMIT",,"MARTINO'S CATERING CORP","2151 EASTMAN AVE","OXNARD","CA","93030","Yes","805 988-8068","2015-01-01T00:00:00.000","104694","23-030145","2023-06-30T00:00:00.000","MARTINO'S CATERING CORP","2151 EASTMAN AVE",,"OXNARD","CA","93030","C","2151 EASTMAN AVE
OXNARD, CA 93030
(34.199054, -119.15035)"
"TOBACCO/CIGAR STORE",,"DAVE'S OXNARD SMOKE SHOP INC","200 S VENTURA RD","OXNARD","CA","93030","Yes","805 483-7402","2018-02-20T00:00:00.000","111446","24-121736","2023-08-31T00:00:00.000","DAVE'S OXNARD SMOKE SHOP INC","200 S VENTURA RD #290",,"OXNARD","CA","93030","C","200 S VENTURA RD
OXNARD, CA 93030
(34.202292, -119.194544)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"JAVIER AND HORTENSIA LUNA, TRU","2425 CAMINO DEL SOL","OXNARD","CA","93030","Yes","805 278-2636","2006-10-03T00:00:00.000","99010","23-103015","2022-09-30T00:00:00.000","JAVIER AND HORTENSIA LUNA","1343 TORERO DR",,"OXNARD","CA","93030","T","2425 CAMINO
DEL SOL OXNARD, CA 93030"
"BARBER SHOP:COSMETOLOGY BOARD EST",,"GENTLEMENS BARBER SHOP, THE","1367 SAVIERS RD","OXNARD","CA","93033","Yes","805 766-5546","2017-12-15T00:00:00.000","109958","23-119389","2022-10-31T00:00:00.000","BRAVO, RICARDO","1367 SAVIERS RD",,"OXNARD","CA","93033","S","1367 SAVIERS RD
OXNARD, CA 93033
(34.185791, -119.177556)"
"APPLIANCE/TV/RADIO/ELECTRONIC REPAIR",,"CHANNEL ISLANDS REFRIGERATION","1225 SAVIERS RD","OXNARD","CA","93033","Yes","805 483-0611","1990-08-24T00:00:00.000","21426","24-092042","2023-07-31T00:00:00.000","CHANNEL ISLANDS REFRIGERATION","1225 SAVIERS RD",,"OXNARD","CA","93033","C","1225 SAVIERS RD
OXNARD, CA 93033
(34.18765, -119.177558)"
"CONTRACTOR LOC OUTSIDE CITY",,"H2O FIRE PROTECTION INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 394-7979","2013-01-29T00:00:00.000","101142","23-129492","2023-01-31T00:00:00.000","H20 FIRE PROTECTION INC","417-B W FOOTHILL BLVD",,"GLENDORA","CA","91741","C",
"JANITORIAL OR MAID SERVICE (BRANCH)",,"AVILA PRESSURE WASHER","1121 W KAMALA ST","OXNARD","CA","93033","Yes","805 760-6442","2021-03-12T00:00:00.000","115150","23-127740","2023-04-30T00:00:00.000","AVILA, JUAN CARLOS","1121 W KAMALA ST",,"OXNARD","CA","93033","S","1121 W KAMALA ST
OXNARD, CA 93033
(34.178867, -119.190332)"
"FAMILY APPAREL (NON-PROFIT)",,"MISSION BARGAIN CENTER","125 S HARRISON AVE","OXNARD","CA","93030","Yes","805 487-1234","1993-09-14T00:00:00.000","26084","24-016714","2023-08-31T00:00:00.000","RESCUE MISSION ALLIANCE","PO BOX 5545",,"OXNARD","CA","93031","C","125 S HARRISON AVE
OXNARD, CA 93030
(34.202171, -119.176348)"
"DENTIST",,"YOON DMD CORP","3111 SAVIERS RD","OXNARD","CA","93033","Yes","805 385-3283","2021-09-17T00:00:00.000","115945","24-128658","2023-08-31T00:00:00.000","YOON DMD CORP","3111 SAVIERS RD",,"OXNARD","CA","93033","C","3111 SAVIERS RD
OXNARD, CA 93033
(34.171261, -119.177665)"
"CONTRACTOR LOC OUTSIDE CITY",,"MSI CONSTRUCTION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 658-8777","2016-08-29T00:00:00.000","107811","24-130775","2023-07-31T00:00:00.000","MSI CONSTRUCTION","1792 CALLENS RD STE D",,"VENTURA","CA","93003","C",
"WASTEWATER PERMIT",,"4 WAY MEAT MARKET LA REYNA #1","508 E DATE ST","OXNARD","CA","93033","Yes","805 483-1545","2018-07-26T00:00:00.000","111101","23-030137","2023-06-30T00:00:00.000","CARBAJAL JR, JOSE R","910 CORTE LA CIENEGA",,"CAMARILLO","CA","93010","S","508 E DATE ST
OXNARD, CA 93033
(34.183643, -119.171174)"
"CONTRACTOR LOC OUTSIDE CITY",,"AMTECH ELEVATOR SERVICES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","323 478-2100","2022-04-27T00:00:00.000","116877","23-130227","2023-03-31T00:00:00.000","PACIFIC COAST ELEVATOR","ATTN: TAX DEPARTMENT","11760 U.S. HWY 1 STE W600","NORTH PALM BEACH","FL","33408","C",
"CERTIFIED MASSAGE ESTABLISHMENT-BR",,"CABELOS SALON INC","1601 S VICTORIA AVE","OXNARD","CA","93035","Yes","805 985-3910","2009-12-08T00:00:00.000","95196","24-113986","2023-07-31T00:00:00.000","CABELOS SALON INC","1601 S VICTORIA AVE STE 150",,"OXNARD","CA","93035","C","1601 S VICTORIA AVE
OXNARD, CA 93035"
"CONTRACTOR LOC INSIDE CITY",,"ZAPIEN CONSTRUCTION","261 E DOLLIE ST","OXNARD","CA","93033","Yes","805 794-6418","2005-05-02T00:00:00.000","85091","23-083190","2023-05-31T00:00:00.000","ZAPIEN, JUAN","261 E DOLLIE ST",,"OXNARD","CA","93033","S","261 E DOLLIE ST
OXNARD, CA 93033
(34.157368, -119.176077)"
"CONTRACTOR LOC OUTSIDE CITY",,"KITCHENS ETC OF VENTURA COUNTY","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 527-0727","2019-08-15T00:00:00.000","113043","24-124023","2023-07-31T00:00:00.000","OLDENKAMP, DEAN P","650 COCHRAN ST #3",,"SIMI VALLEY","CA","93065","S",
"SECURITY ALARM SERVICE/MONITORING (BR)",,"JOHNSON CONTROLS SECURITY SOLU","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","561 912-6108","2000-05-01T00:00:00.000","2723","23-120563","2023-04-30T00:00:00.000","JOHNSON CONTROLS SCRTY SLTNS","ATTN:LICENSING DEPT","PO BOX 3042","BOCA RATON","FL","33431","LL",
"WASTEWATER PERMIT",,"SUPER TACO","154 E FIFTH ST","OXNARD","CA","93030","Yes","805 240-0041","1994-07-07T00:00:00.000","27423","23-023396","2023-06-30T00:00:00.000","THE CUEVAS GROUP INC","154 E FIFTH ST",,"OXNARD","CA","93030","C","154 E FIFTH ST
OXNARD, CA 93030
(34.197662, -119.176155)"
"WASTEWATER PERMIT",,"JULIAN HATHAWAY SCHOOL","405 E DOLLIE ST","OXNARD","CA","93033","Yes","805 488-2217","1995-03-23T00:00:00.000","28551","23-020198","2023-06-30T00:00:00.000","HUENEME SCHOOL DISTRICT","C/O HUENEME SCHOOL DISTRICT","205 N VENTURA RD","PORT HUENEME","CA","93041","C","405 E DOLLIE ST
OXNARD, CA 93033
(34.157337, -119.17427)"
"WASTEWATER PERMIT",,"PARKVIEW SCHOOL","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 986-8730","1995-03-23T00:00:00.000","28552","23-020199","2023-06-30T00:00:00.000","HUENEME SCHOOL DISTRICT","C/O HUENEME SCHOOL DISTRICT","205 N VENTURA RD","PORT HUENEME","CA","93041","C",
"WASTEWATER PERMIT",,"FRED L WILLIAMS SCHOOL","4300 ANCHORAGE ST","OXNARD","CA","93033","Yes","805 488-3541","1995-03-23T00:00:00.000","28548","23-020195","2023-06-30T00:00:00.000","HUENEME SCHOOL DISTRICT","C/O HUENEME SCHOOL DISTRICT","205 N VENTURA RD","PORT HUENEME","CA","93041","C","4300 ANCHORAGE ST
OXNARD, CA 93033
(34.161713, -119.162905)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","50","CALVO GROUP DBA REGENCY APARTM","700 W PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","626 814-8000","2018-03-01T00:00:00.000","111126","24-121301","2023-07-31T00:00:00.000","PLEASANT VALLEY 52 LP","1619 W GARVEY AVE STE 201",,"WEST COVINA","CA","91790","PL","700 W PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154717, -119.185152)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","5","SHEEZA & FRANK GORDON","531 W CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","661 472-2761","2019-06-21T00:00:00.000","113458","23-125431","2022-12-31T00:00:00.000","GORDON, SHEEZA, ET AL","2809 MILLSEND CT",,"BAKERSFIELD","CA","93311","S","531 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033"
"LABORATORY:CHEMICAL,DENTAL,MEDICAL",,"GOLD COAST DOCTORS LAB","1545 W FIFTH ST","OXNARD","CA","93030","Yes","805 382-3449","1998-08-04T00:00:00.000","55034","24-047513","2023-07-31T00:00:00.000","GOLD COAST DOCTORS LAB, INC","1545 W FIFTH ST #230",,"OXNARD","CA","93030","C","1545 W FIFTH ST
OXNARD, CA 93030
(34.197545, -119.196034)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"AMAZON.COM SERVICES LLC","3100 SAKIOKA DR","OXNARD","CA","93030","Yes","206 922-5450","2021-11-21T00:00:00.000","115906","24-128642","2023-08-31T00:00:00.000","AMAZON.COM SERVICES LLC","PO BOX 80037",,"SEATTLE","WA","98108","LL","3100 SAKIOKA DR
OXNARD, CA 93030"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"GOLD'S GYM OXNARD","150 W ESPLANADE DR","OXNARD","CA","93036","Yes","818 349-0123","2018-10-01T00:00:00.000","111153","24-121297","2023-07-31T00:00:00.000","OXNARD CORPORATE FITNESS INC","19835 NORDHOFF ST BLDG 1A #B",,"NORTHRIDGE","CA","91324","C","150 W ESPLANADE DR
OXNARD, CA 93036
(34.23039, -119.175001)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"SHUMWAY RE HOLDINGS LLC","3051 CAMINO DEL SOL","OXNARD","CA","93030","Yes","805 983-0388","2015-03-31T00:00:00.000","105611","23-112793","2023-06-30T00:00:00.000","SHUMWAY RE HOLDINGS LLC","2100 TRENTHAM RD",,"WESTLAKE","CA","91361","LL","3051 CAMINO
DEL SOL OXNARD, CA 93030"
"JANITORIAL OR MAID SERVICE",,"LINDAS'S CLEANING SERVICES","506 S G ST","OXNARD","CA","93030","Yes","805 486-7946","2010-08-09T00:00:00.000","96383","24-099218","2023-07-31T00:00:00.000","CASTILLO GARAY JR, GABRIEL","506 S G ST #C",,"OXNARD","CA","93030","S","506 S G ST
OXNARD, CA 93030
(34.197429, -119.186118)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","14","C & B INVESTMENTS","541 CUESTA DEL MAR DR","OXNARD","CA","93033","Yes","805 407-7849","2006-08-14T00:00:00.000","88377","24-087641","2023-07-31T00:00:00.000","BOYNTON, CINDY","PMB 62","2419 E HARBOR BLVD","VENTURA","CA","93001","S","541 CUESTA DEL MAR DR
OXNARD, CA 93033
(34.148843, -119.183126)"
"CONTRACTOR LOC OUTSIDE CITY",,"RANDALL PLUMBING CONSTRUCTION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 842-4115","2021-03-30T00:00:00.000","115282","23-127472","2023-03-31T00:00:00.000","BROCCA, JEFF","5462 MOHAVE DR",,"SIMI VALLEY","CA","93063","S",
"REGISTERED NON-PROFIT",,"ECONOMIC DEVELOPMENT COLLABORA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 384-1800","1997-01-01T00:00:00.000","111088","23-121190","2023-06-30T00:00:00.000","ECONOMIC DEVELOPMENT COLLABOR-","4001 MISSION OAKS BLVD STE A-1",,"CAMARILLO","CA","93012","C",
"DOCTOR:MISC",,"ROLLING OAKS RADIOLOGY- OXNARD","1901 N RICE AVE","OXNARD","CA","93030","Yes","805 983-4838","2011-08-01T00:00:00.000","98092","24-101679","2023-07-31T00:00:00.000","BEVERLY RADIOLOGY MED GRP III","1901 N RICE AVE #140 & 145",,"OXNARD","CA","93030","P","1901 N RICE AVE
OXNARD, CA 93030
(34.219712, -119.142131)"
"MISC SERVICE",,"EXPRESS PENAREAL","361 W HUENEME RD","OXNARD","CA","93033","Yes","805 336-9161","2018-09-21T00:00:00.000","111338","24-121581","2023-08-31T00:00:00.000","EXPRESS PENAREAL","4086 HILLVIEW RD",,"SANTA MARIA","CA","93455","C","361 W HUENEME RD
OXNARD, CA 93033
(34.147539, -119.180727)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"ROBERT MANN PACKAGING","1051 S ROSE AVE","OXNARD","CA","93030","Yes","805 483-5331","2015-04-13T00:00:00.000","106570","23-114238","2022-12-31T00:00:00.000","PRATT (ROBERT MANN PACKAGING)","340 EL CAMINO REAL #36",,"SALINAS","CA","93901","C","1051 S ROSE AVE
OXNARD, CA 93030"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"ROBERT & KAREN G THORNBURGH LL","1690 UNIVERSE CIR","OXNARD","CA","93033","Yes","424 215-7764","2015-07-01T00:00:00.000","111317","23-121649","2023-06-30T00:00:00.000","ROBERT G. THORNBURGH AND KAREN","PO BOX 1053",,"PALOS VERDES ESTATES","CA","90274","LL","1690 UNIVERSE CIR
OXNARD, CA 93033
(34.183147, -119.161158)"
"AUTO BODY WORK/PAINTING",,"E & I ONE STOP SHOP","270 W WOOLEY RD","OXNARD","CA","93033","Yes","805 483-7774","2011-05-01T00:00:00.000","97670","23-101046","2023-04-30T00:00:00.000","VALADEZ, ZAJITH","270 W WOOLEY RD",,"OXNARD","CA","93033","S","270 W WOOLEY RD
OXNARD, CA 93033
(34.189928, -119.179672)"
"WASTEWATER PERMIT",,"TOMAS CAFE AND GALLERY LLC","622 S A ST","OXNARD","CA","93030","Yes","805 469-9303","2000-12-19T00:00:00.000","65306","23-027982","2023-06-30T00:00:00.000","TOMAS CAFE AND GALLERY, LLC","622 S A ST #H",,"OXNARD","CA","93030","LL","622 S A ST
OXNARD, CA 93030
(34.19576, -119.178612)"
"WASTEWATER PERMIT",,"RIO ROSALES","1001 KOHALA ST","OXNARD","CA","93030","Yes","805 485-3111","2022-08-18T00:00:00.000","117338","23-030199","2023-06-30T00:00:00.000","RIO SCHOOL DISTRICT","1800 SOLAR DR",,"OXNARD","CA","93030","C","1001 KOHALA ST
OXNARD, CA 93030
(34.210937, -119.150738)"
"AUTO REPAIR/SERVICE",,"AIRPORT AUTO TECH","2368 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 983-0800","2022-06-01T00:00:00.000","116948","23-130233","2023-05-31T00:00:00.000","LOPEZ, FRANCISCO F.H.","2368 N OXNARD BLVD #1",,"OXNARD","CA","93036","S","2368 N OXNARD BLVD
OXNARD, CA 93036
(34.22872, -119.177997)"
"WASTEWATER PERMIT","166","HILTON GARDEN INN OXN/CAMARILL","2000 SOLAR DR","OXNARD","CA","93036","Yes","805 983-8600","2005-02-10T00:00:00.000","84523","23-028573","2023-06-30T00:00:00.000","WYCHE OAK PARK APARTMENTS","2000 SOLAR DR",,"OXNARD","CA","93036","C","2000 SOLAR DR
OXNARD, CA 93036
(34.221145, -119.144878)"
"WASTEWATER PERMIT",,"VENTURA CO ADULT DAY HEALTH","1700 N LOMBARD ST","OXNARD","CA","93030","Yes","805 278-4321","2002-01-01T00:00:00.000","68824","23-028544","2023-06-30T00:00:00.000","REIMBURSEMENT CONSULTANTS, INC","CARE CENTER","1700 N LOMBARD ST STE#150","OXNARD","CA","93030","C","1700 N LOMBARD ST
OXNARD, CA 93030"
"WASTEWATER PERMIT",,"VENTURA COUNTY FIRE DEPT","2451 LATIGO AVE","OXNARD","CA","93030","Yes","805 388-4505","2002-05-29T00:00:00.000","71260","23-028321","2023-06-30T00:00:00.000","COUNTY OF VENTURA","ATTN: ADONEA SCOTT","2451 LATIGO AV","OXNARD","CA","93030",,"2451 LATIGO AVE
OXNARD, CA 93030
(34.210942, -119.143262)"
"WASTEWATER PERMIT",,"7-ELEVEN #17957C","2201 E CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 486-6123","1999-12-07T00:00:00.000","60483","23-029164","2023-06-30T00:00:00.000","TIWANA, JASWANT SINGH,ET AL","C/O LICENSE DEPT. 274L","PO BOX 139044","DALLAS","TX","75313","P","2201 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173199, -119.148619)"
"WASTEWATER PERMIT",,"EL CHILITO MEXICAN FOOD, INC","733 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 444-6526","2008-01-03T00:00:00.000","91294","23-028981","2023-06-30T00:00:00.000","EL CHILITO MEXICAN FOOD, INC","733 S OXNARD BL",,"OXNARD","CA","93030","C","733 S OXNARD BLVD
OXNARD, CA 93030
(34.194403, -119.177477)"
"MISC PROFESSION",,"ENVIRONMENTAL SCIENCE ASSOCIAT","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","415 896-5900","2009-12-01T00:00:00.000","98304","23-102016","2022-11-30T00:00:00.000","ENVIRONMENTAL SCIENCE ASSOC","550 KEARNY ST #800",,"SAN FRANCISCO","CA","94108","C",
"CONTRACTOR LOC OUTSIDE CITY",,"NATIONAL FAIL SAFE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 895-4543","2015-04-14T00:00:00.000","105133","24-124418","2023-08-31T00:00:00.000","PUSKAS, AL","6442 INDUSTRY WAY",,"WESTMINSTER","CA","92683","S",
"CONTRACTOR LOC OUTSIDE CITY",,"AB CONSTRUCTION LLC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","657 212-5496","2022-08-16T00:00:00.000","117312","24-130781","2023-07-31T00:00:00.000","AB CONSTRUCTION LLC","602 S PARTON ST",,"SANTA ANA","CA","92701","LL",
"CONTRACTOR LOC OUTSIDE CITY",,"S & W ROOFING CORP","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","213 749-9938","2014-03-24T00:00:00.000","103264","23-129088","2022-10-31T00:00:00.000","S & W ROOFING CORPORATION","12415 AVALON BLVD",,"LOS ANGELES","CA","90061","C",
"RETAIL SALES",,"WET COAST SEAT COVERS","5441 BARRYMORE DR","OXNARD","CA","93033","Yes","805 207-3183","2022-05-11T00:00:00.000","117277","23-130730","2023-04-30T00:00:00.000","WET COAST SEAT COVERS LLC","5441 BARRYMORE DR",,"OXNARD","CA","93033","LL","5441 BARRYMORE DR
OXNARD, CA 93033
(34.15038, -119.177186)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"JT TAX SERVICES INC","143 S B ST","OXNARD","CA","93030","Yes","805 984-8890","2013-08-19T00:00:00.000","102170","24-107671","2023-07-31T00:00:00.000","JT TAX SERIVICES INC","143 S B ST",,"OXNARD","CA","93030","C","143 S B ST
OXNARD, CA 93030
(34.202113, -119.17979)"
"CONTRACTOR LOC OUTSIDE CITY",,"SEMPER SOLARIS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 319-2151","2018-01-23T00:00:00.000","110214","23-119789","2022-12-31T00:00:00.000","SEMPER SOLARIS CONSTRUCTION IN","1805 JOHN TOWERS AVE",,"EL CAJON","CA","92020","C",
"CONTRACTOR LOC OUTSIDE CITY",,"WESLAR INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 702-1362","2014-06-23T00:00:00.000","103768","24-128561","2023-08-31T00:00:00.000","WESLAR INC","28310 CONSTELLATION RD",,"VALENCIA","CA","91355","C",
"CONTRACTOR LOC OUTSIDE CITY",,"BENT NAIL DOOR & WINDOW SERVIC","3531 SCHOONER WALK","OXNARD","CA","93035","Yes","805 275-3734","2017-03-29T00:00:00.000","108808","23-117612","2023-02-28T00:00:00.000","WHITTON, BRUCE G","3531 SCHOONER WALK",,"OXNARD","CA","93035","S","3531 SCHOONER WALK
OXNARD, CA 93035
(34.19156, -119.216767)"
"MOBILE MECHANIC",,"MENZIES CYCLE AND AUTO SERVICE","3406 OLDS RD","OXNARD","CA","93033","Yes","805 509-9307","2015-08-01T00:00:00.000","108150","24-116628","2023-07-31T00:00:00.000","MENZIE II, JOHN A","3406 OLDS RD",,"OXNARD","CA","93033","S","3406 OLDS RD
OXNARD, CA 93033
(34.168239, -119.151465)"
"WASTEWATER PERMIT",,"RIO DEL NORTE","2500 LOBELIA DR","OXNARD","CA","93036","Yes","805 485-3111","2022-08-18T00:00:00.000","117335","23-030193","2023-06-30T00:00:00.000","RIO SCHOOL DISTRICT","1800 SOLAR DR",,"OXNARD","CA","93030","C","2500 LOBELIA DR
OXNARD, CA 93036
(34.233097, -119.190998)"
"WASTEWATER PERMIT",,"HUNAN GARDEN CHINESE RESTAURAN","1621 N OXNARD BLVD","OXNARD","CA","93030","Yes","805 988-9395","2017-06-12T00:00:00.000","109761","23-029613","2023-06-30T00:00:00.000","EZ4C INC","1621 N OXNARD BLVD",,"OXNARD","CA","93030","C","1621 N OXNARD BLVD
OXNARD, CA 93030
(34.216966, -119.177425)"
