Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
HANDYMAN - NO STATE LICENSE,,SAUNDERS SPECIAL SERVICES,1630 AMBROSE AVE,OXNARD,CA,93035,Yes,805 985-8117,09/16/1998 12:00:00 AM,55516,24-048060,08/31/2023 12:00:00 AM,"SAUNDERS, PHILLIP E",1630 AMBROSE AV,,OXNARD,CA,93035,S,"1630 AMBROSE AVE
OXNARD, CA 93035
(34.183229, -119.207506)",1874
CONTRACTOR LOC OUTSIDE CITY,,SESPE POWER SOLUTIONS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 651-0783,01/01/2018 12:00:00 AM,115972,23-128708,09/30/2022 12:00:00 AM,SESPE POWER SOLUTIONS INC,2139 SUNKIST DR,,SANTA PAULA,CA,93061,C,,
OUTDOOR ADVERTISING,,CLEAR CHANNEL OUTDOOR LLC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,310 755-7200,01/01/2021 12:00:00 AM,115814,24-128422,07/31/2023 12:00:00 AM,CLEAR CHANNEL OUTDOOR LLC,19320 HARBORGATE WAY,,TORRANCE,CA,90501,LL,,
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,"THE MERCANTILE INSTINCT, LLC",1212 COMMERCIAL AVE,OXNARD,CA,93030,Yes,805 278-2555,07/22/2022 12:00:00 AM,117261,24-130709,07/31/2023 12:00:00 AM,"THE MERCANTILE INSTINCT, LLC",1278 MERCANTILE ST,,OXNARD,CA,93030,LL,"1212 COMMERCIAL AVE
OXNARD, CA 93030
(34.188156, -119.171111)",1872
RETAIL SALES,,DOCUPRODUCTS CORPORATION,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 644-8100,01/09/2017 12:00:00 AM,109723,24-119029,08/31/2023 12:00:00 AM,DOCUPRODUCTS CORPORATION,4535 MCGRATH ST STE A,,VENTURA,CA,93003,C,,
HEALTH FOOD/DELICATESSEN/MINI-MART,,7-ELEVEN STORE 33159D,1501 W FIFTH ST,OXNARD,CA,93030,Yes,805 382-3435,01/17/2020 12:00:00 AM,113744,23-125130,11/30/2022 12:00:00 AM,"TIWANA, RANJIT KAUR",PO BOX 139044,,DALLAS,TX,75313,S,"1501 W FIFTH ST
OXNARD, CA 93030
(34.197617, -119.195393)",1872
WASTEWATER PERMIT,,VELOCITY TRUCK CENTER VENTURA,2501 CAMINO DEL SOL,OXNARD,CA,93030,Yes,562 447-1463,09/01/2014 12:00:00 AM,104094,23-029378,06/30/2023 12:00:00 AM,LOS ANGELES TRUCK CENTERS LLC,2429 PECK RD,,WHITTIER,CA,90601,LL,"2501 CAMINO
DEL SOL OXNARD, CA 93030",
RESTAURANT/CAFE,,PT I LOVE PHO,2731 S ROSE AVE,OXNARD,CA,93033,Yes,805 385-3087,07/12/2018 12:00:00 AM,111012,23-121458,06/30/2023 12:00:00 AM,P T I LOVE PHO INC,2731 S ROSE AVE B103,,OXNARD,CA,93033,C,"2731 S ROSE AVE
OXNARD, CA 93033
(34.17448, -119.160131)",1873
REAL ESTATE AGENT OR BROKER,,SOTHEBY'S INTERNATIONAL REALTY,3600 S HARBOR BLVD,OXNARD,CA,93035,Yes,805 382-8200,09/15/2006 12:00:00 AM,88627,24-088000,08/31/2023 12:00:00 AM,"SOTHEBY'S INTER'L REALTY, INC",3075 TOWNSGATE RD STE 100,,WESTLAKE,CA,91361,C,"3600 S HARBOR BLVD
OXNARD, CA 93035",
CONSULTANT,,"SESPE CONSULTING, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 275-1515,08/19/2009 12:00:00 AM,94606,24-096567,07/31/2023 12:00:00 AM,"SESPE CONSULTING, INC",PO BOX 2625,,VENTURA,CA,93002,C,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,PAVEMENT ENGINEERING INC.,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 781-2265,01/18/1989 12:00:00 AM,18680,24-110651,08/31/2023 12:00:00 AM,PAVEMENT ENGINEERING INC.,3485 SACRAMENTO DR STE A,,SAN LUIS OBISPO,CA,93401-7156,C,,
PRIVATE PATROL OPER/INVESTIGATOR,,COMMAND INTERNATIONAL SECURITY,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 997-1666,08/10/2016 12:00:00 AM,107617,24-115837,07/31/2023 12:00:00 AM,"MEMON, NAFEES",6819 SEPULVEDA BLVD STE 312,,VAN NUYS,CA,91405,S,,
SPORTING GOODS/FIREARM/BICYCLE SHOP,,XTREME SOCCER,2377 N OXNARD BLVD,OXNARD,CA,93036,Yes,805 604-4707,07/11/2003 12:00:00 AM,76759,23-103027,06/30/2023 12:00:00 AM,"MORA XTREME SOCCER,INC",2377 N OXNARD BL,,OXNARD,CA,93036,C,"2377 N OXNARD BLVD
OXNARD, CA 93036
(34.229336, -119.178375)",1875
CONTRACTOR LOC OUTSIDE CITY,,PRIME BUILDERS AND LANDSCAPING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 523-2051,09/07/2016 12:00:00 AM,107774,24-130757,07/31/2023 12:00:00 AM,"PEARCY, BRIAN",1464 MADERA RD STE N222,,SIMI VALLEY,CA,93065,S,,
GAS SERVICE STATION (BRANCH),,7-ELEVEN STORE 33159D,1501 W FIFTH ST,OXNARD,CA,93030,Yes,805 382-3435,01/17/2020 12:00:00 AM,113744,23-125131,11/30/2022 12:00:00 AM,"TIWANA, RANJIT KAUR",PO BOX 139044,,DALLAS,TX,75313,S,"1501 W FIFTH ST
OXNARD, CA 93030
(34.197617, -119.195393)",1872
BAR/NIGHTCLUB,,"SEA ROUNDER, INC",2670 S VENTURA RD,OXNARD,CA,93033,Yes,805 640-0226,05/09/2007 12:00:00 AM,89958,23-092115,04/30/2023 12:00:00 AM,"SEA ROUNDER, INC",2670 S VENTURA RD,,OXNARD,CA,93033,C,"2670 S VENTURA RD
OXNARD, CA 93033
(34.174826, -119.194922)",5105
WASTEWATER PERMIT,,PACIFICA HIGH SCHOOL,600 E GONZALES RD,OXNARD,CA,93036,Yes,805 385-2518,08/12/2022 12:00:00 AM,117305,23-030186,06/30/2023 12:00:00 AM,OXNARD UNION H.S. DISTRICT,1800 SOLAR DR,,OXNARD,CA,93030,C,"600 E GONZALES RD
OXNARD, CA 93036
(34.218938, -119.170299)",1872
CONTRACTOR LOC OUTSIDE CITY,,SANCON TECHNOLOGIES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 891-2323,10/25/2019 12:00:00 AM,113302,24-128697,08/31/2023 12:00:00 AM,SANCON TECHNOLOGIES INC,5841 ENGINEER DR,,HUNTINGTON BEACH,CA,92649,C,,
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,DOMINO'S PIZZA #8307,2581 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 650-9946,07/01/2014 12:00:00 AM,107904,23-116278,06/30/2023 12:00:00 AM,"HOME COUNTY PIZZA, INC",1811 KNOLL DR A,,VENTURA,CA,93003,C,"2581 N VINEYARD AVE
OXNARD, CA 93036
(34.234426, -119.171445)",1875
WASTEWATER PERMIT,,PERFORMANCE AUTO REPAIR,540 PACIFIC AVE,OXNARD,CA,93030,Yes,805 487-7270,07/01/2016 12:00:00 AM,107802,23-029663,06/30/2023 12:00:00 AM,"GUTIERREZ, ORLANDO, ET AL",540 PACIFIC AVE,,OXNARD,CA,93030,P,"540 PACIFIC AVE
OXNARD, CA 93030
(34.196394, -119.164778)",1872
CONTRACTOR LOC OUTSIDE CITY,,RS BUSCH CONSTRUCTION,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 750-1922,02/04/2009 12:00:00 AM,93947,24-113301,08/31/2023 12:00:00 AM,"BUSCH, RON",2342 BUFFALO AVE,,VENTURA,CA,93003,S,,
WASTEWATER PERMIT,,MCDONALD'S,3120 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-1245,11/01/2017 12:00:00 AM,110985,23-029880,06/30/2023 12:00:00 AM,MINC INC,42913 CAPITAL #106,,LANCASTER,CA,93535,C,"3120 SAVIERS RD
OXNARD, CA 93033
(34.171302, -119.177494)",1873
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,"H2 ENTERPRISES, LLC",501 N ELEVAR ST,OXNARD,CA,93030,Yes,805 240-4511,10/14/2004 12:00:00 AM,83406,23-080857,09/30/2022 12:00:00 AM,"H2 ENTERPRISES, LLC","C/O HIJI INVESTMENT CO, LLC",203 VILLAGE COMMONS BL STE 11,CAMARILLO,CA,93012,LL,"501 N ELEVAR ST
OXNARD, CA 93030
(34.20529, -119.138171)",1872
WASTEWATER PERMIT,,"LTM INDUSTRIES,INC",2425 CAMINO DEL SOL,OXNARD,CA,93030,Yes,805 278-0354,08/21/1997 12:00:00 AM,50543,23-029809,06/30/2023 12:00:00 AM,"LTM INDUSTRIES,INC",2425 CAMINO DEL SOL,,OXNARD,CA,93030,C,"2425 CAMINO
DEL SOL OXNARD, CA 93030",
REGISTERED NON-PROFIT,,PARK AVE CHURCH OF CHRIST,630 S A ST,OXNARD,CA,93030,Yes,805 485-7667,09/04/1994 12:00:00 AM,27822,24-018932,08/31/2023 12:00:00 AM,PARK AVE CHURCH OF CHRIST,630 S A ST,,OXNARD,CA,93030,C,"630 S A ST
OXNARD, CA 93030
(34.195623, -119.178612)",1872
WASTEWATER PERMIT,,CONLEYS FAST SMOG,1340 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 483-3700,12/18/1992 12:00:00 AM,24891,23-019833,06/30/2023 12:00:00 AM,"CONLEY, DAVID WILLIAM",1340 S OXNARD BL,,OXNARD,CA,93030-7422,S,"1340 S OXNARD BLVD
OXNARD, CA 93030
(34.186323, -119.173081)",1872
CAR & TRUCK SALES,,ENVISION FORD OF OXNARD LINCOL,1501 AUTO CENTER DR,OXNARD,CA,93036,Yes,626 859-1200,07/15/2022 12:00:00 AM,117372,23-130851,06/30/2023 12:00:00 AM,ENVISION VTA FD AUTO LLC,2010 E GARVEY AVE S,,WEST COVINA,CA,91791,LL,"1501 AUTO CENTER DR
OXNARD, CA 93036
(34.228502, -119.155461)",1875
GENERAL MERCHANDISE,,"HOME DEPOT #1040, THE",401 W ESPLANADE DR,OXNARD,CA,93036,Yes,770 433-8211,08/07/1989 12:00:00 AM,19683,24-065403,07/31/2023 12:00:00 AM,"HOME DEPOT USA, INC",PO BOX 8000,,MONSEY,NY,10952,C,"401 W ESPLANADE DR
OXNARD, CA 93036
(34.235897, -119.17719)",1875
APARTMENT COMPLEX/RESIDENTIAL RENTAL,20,VILLA SALVADOR APTS,125 HILL ST,OXNARD,CA,93033,Yes,805 485-4040,10/03/1985 12:00:00 AM,14224,23-002722,09/30/2022 12:00:00 AM,"SALVADOR, VILLA,ET AL",C/O CROSSROADS INVESTMENTS,300 E ESPLANADE DR #580,OXNARD,CA,93036,P,"125 HILL ST
OXNARD, CA 93033
(34.186612, -119.178271)",1873
APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX,3,PAMELA M HANOVER LINDBLAD,1331 GLENWOOD DR,OXNARD,CA,93030,Yes,805 962-2614,05/08/2003 12:00:00 AM,109479,24-118644,07/31/2023 12:00:00 AM,"LINDBLAD, PAMELA MICHELE H",315 W HALEY ST # 101,,SANTA BARBARA,CA,93101,S,"1331 GLENWOOD DR
OXNARD, CA 93030
(34.214554, -119.193095)",1872
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,DVC PROPERTIES LLC,1331 W GONZALES RD,OXNARD,CA,93036,Yes,805 386-3908,03/19/2003 12:00:00 AM,107737,24-116018,07/31/2023 12:00:00 AM,DVC PROPERTIES LLC,5645 LA CUMBRE RD,,SOMIS,CA,93066,LL,"1331 W GONZALES RD
OXNARD, CA 93036
(34.219238, -119.192432)",1875
WASTEWATER PERMIT,,ALBERTO AUTO MOTOR SPORT,2446 BALBOA ST,OXNARD,CA,93036,Yes,805 827-7135,03/29/2016 12:00:00 AM,107034,23-030067,06/30/2023 12:00:00 AM,"CRUZ, ALBERTO GALICIA,ET AL",2446 BALBOA ST,,OXNARD,CA,93036,S,"2446 BALBOA ST
OXNARD, CA 93036
(34.228791, -119.167684)",1875
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,ZDI LATIGO LLC,2301 LATIGO AVE,OXNARD,CA,93030,Yes,310 392-7899,12/22/2017 12:00:00 AM,111387,23-121842,09/30/2022 12:00:00 AM,ZDI LATIGO LLC,16509 SATICOY ST,,VAN NUYS,CA,91406,LL,"2301 LATIGO AVE
OXNARD, CA 93030
(34.210975, -119.145901)",1872
MARINE SERVICES,,PREMIERE YACHT SERVICES,3600 S HARBOR BLVD,OXNARD,CA,93035,Yes,805 407-8929,05/21/2015 12:00:00 AM,105438,23-112524,05/31/2023 12:00:00 AM,"OCHOA, GUILLERMO D,ET AL",3600 S HARBOR BLVD #162,,OXNARD,CA,93035,P,"3600 S HARBOR BLVD
OXNARD, CA 93035",
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,NICHOLAS MICHAEL GUGLIELMO,1030 ISLETON PL,OXNARD,CA,93030,Yes,310 650-8504,04/30/2019 12:00:00 AM,113166,24-124252,08/31/2023 12:00:00 AM,"GUGLIELMO, NICOLAS MICHAEL",1237 S VICTORIA AVE #171,,OXNARD,CA,93035,S,"1030 ISLETON PL
OXNARD, CA 93030
(34.196078, -119.190734)",1872
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,SIDDHA FLOWER ESSENCES,2350 EASTMAN AVE,OXNARD,CA,93030,Yes,800 570-0021,11/15/2016 12:00:00 AM,111801,23-122269,10/31/2022 12:00:00 AM,SIDDHA FLOWER ESSENCES LLC,2350 EASTMAN AVE #107,,OXNARD,CA,93030,LL,"2350 EASTMAN AVE
OXNARD, CA 93030
(34.199008, -119.145015)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,STEVENS APARTMENTS,230 CANTERBURY WAY,OXNARD,CA,93033,Yes,805 482-1811,08/02/1988 12:00:00 AM,18022,24-006138,07/31/2023 12:00:00 AM,"STEVENS, JERRY,ET AL",163 LA CRESCENTA DR,,CAMARILLO,CA,93010-8409,P,"230 CANTERBURY WAY
OXNARD, CA 93033
(34.153577, -119.179561)",1873
AUTO REPAIR/SERVICE,,PITS TIRES & WHEELS,141 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 487-0889,08/11/1998 12:00:00 AM,55131,24-047615,07/31/2023 12:00:00 AM,"MATEOS, MIGUEL ANGEL",141 S OXNARD BL #D,,OXNARD,CA,93030,S,"141 S OXNARD BLVD
OXNARD, CA 93030
(34.202159, -119.17737)",1872
TOW TRUCK,,LA RAZA TOWING LLC,1420 E FIFTH ST,OXNARD,CA,93030,Yes,805 509-4355,04/16/2019 12:00:00 AM,113974,23-125490,01/31/2023 12:00:00 AM,LA RAZA TOWING LLC,PO BOX 495,,OXNARD,CA,93032,LL,"1420 E FIFTH ST
OXNARD, CA 93030
(34.197033, -119.164177)",1872
REGISTERED NON-PROFIT,,PINKARD YOUTH INSTITUTE,1512 CRESPI DR,OXNARD,CA,93033,Yes,562 431-1884,04/05/2013 12:00:00 AM,111185,23-121341,03/31/2023 12:00:00 AM,PINKARD YOUTH INSTITUTE,PO BOX 52211,,OXNARD,CA,93031,C,"1512 CRESPI DR
OXNARD, CA 93033
(34.172052, -119.162425)",1873
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,HAND PAINTED BY ROSA,1200 N VENTURA RD,OXNARD,CA,93030,Yes,805 236-2923,03/01/2019 12:00:00 AM,116681,23-129802,02/28/2023 12:00:00 AM,"VARELA, ROSALINDA",6393 NIGHTINGALE ST #201,,VENTURA,CA,93003,S,"1200 N VENTURA RD
OXNARD, CA 93030
(34.213902, -119.194442)",1872
BEAUTY SHOP:COSMETOLOGY BOARD EST,,ROCIO'S HAIRCARE SALON,337 S A ST,OXNARD,CA,93030,Yes,805 487-1858,09/01/2008 12:00:00 AM,92759,24-094180,08/31/2023 12:00:00 AM,"VIVEROS, MARIA ROCIO",337 S A ST,,OXNARD,CA,93030,S,"337 S A ST
OXNARD, CA 93030
(34.199573, -119.178575)",1872
WHOLESALE (BRANCH),,PACIFIC MANUFACTURING & DIST,1740 FISKE PL,OXNARD,CA,93033,Yes,805 487-3330,03/09/2005 12:00:00 AM,84699,23-082569,02/28/2023 12:00:00 AM,"ARIANA MFG ENT,INC",PO BOX 20238,,OXNARD,CA,93034,C,"1740 FISKE PL
OXNARD, CA 93033
(34.180838, -119.160287)",1873
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,JIMENEZ REVOCABLE TRUST NO. 1,1401 DEVONSHIRE DR,OXNARD,CA,93030,Yes,805 491-2126,09/06/2019 12:00:00 AM,113276,24-124417,08/31/2023 12:00:00 AM,"JIMENEZ, LARRY C, ET AL",10248 PRINCIPE PL,,CAMARILLO,CA,93012,S,"1401 DEVONSHIRE DR
OXNARD, CA 93030
(34.211478, -119.193411)",1872
RETAIL SALES,,STAR RICH JERKY & SNACKS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 437-9488,08/11/2022 12:00:00 AM,117283,24-130740,07/31/2023 12:00:00 AM,"RHOADS, RICHARD",227 SARATOGA ST #7,,FILLMORE,CA,93015,S,,
FURNITURE STORE,,FERNANDO'S UPHOLSTERY & FURNIT,1245 SAVIERS RD,OXNARD,CA,93033,Yes,805 247-1018,06/25/1996 12:00:00 AM,30615,23-122732,05/31/2023 12:00:00 AM,"HERNANDEZ, FERNANDO G,ET AL",1245 SAVIERS RD #A-D,,OXNARD,CA,93033,S,"1245 SAVIERS RD
OXNARD, CA 93033
(34.187488, -119.177558)",1873
COMMERCIAL PROPERTY OWNER/SUB LEASING-EX,,DONALD ROSEN,515 S C ST,OXNARD,CA,93030,Yes,818 992-7695,08/05/2004 12:00:00 AM,116457,24-129450,08/31/2023 12:00:00 AM,"ROSEN, DONALD A",6401 VALLEY CIRCLE TERRACE,,WEST HILLS,CA,91307,S,"515 S C ST
OXNARD, CA 93030
(34.197318, -119.181105)",1872
BARBER SHOP:COSMETOLOGY BOARD EST,,SAVIERS RD BARBER SHOP,5020 SAVIERS RD,OXNARD,CA,93033,Yes,805 488-1510,07/08/2002 12:00:00 AM,71656,23-067238,06/30/2023 12:00:00 AM,"CABRAL, PETER N",5020 SAVIERS RD,,OXNARD,CA,93033,S,"5020 SAVIERS RD
OXNARD, CA 93033
(34.155294, -119.177673)",1873
LAUNDRY:SELF CLEANING,,HERRERA FAMILY COIN LAUNDROMAT,3250 SAVIERS RD,OXNARD,CA,93033,Yes,805 824-2489,08/06/2019 12:00:00 AM,113021,24-123995,07/31/2023 12:00:00 AM,"HERRERA, EMANUEL V",2109 HERRON CT,,CAMARILLO,CA,93010,S,"3250 SAVIERS RD
OXNARD, CA 93033
(34.17006, -119.177504)",1873
CONSULTANT (NON-PROFIT),,SEGUE CAREER GUIDANCE PROGRAM,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 404-0834,09/21/2012 12:00:00 AM,100516,24-105273,08/31/2023 12:00:00 AM,SEGUE CAREER GUIDANCE PROGRAM,76 BONNIE LN,,BERKELEY,CA,94708,C,,
APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX,6,VON DER OHE APARTMENTS,510 NORSEMAN CT,OXNARD,CA,93030,Yes,805 487-0632,09/15/1988 12:00:00 AM,18222,24-112628,08/31/2023 12:00:00 AM,"VON DER OHE, WERNER",C/O HERITAGE REAL ESTATE GROUP,750 S B ST,OXNARD,CA,93030,S,"510 NORSEMAN CT
OXNARD, CA 93030
(34.197491, -119.194397)",1872
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,G HIPOLITO AND GABRIELA HERRER,350 S C ST,OXNARD,CA,93030,Yes,805 487-0505,04/28/2016 12:00:00 AM,107370,23-115436,05/31/2023 12:00:00 AM,"HERRERA, HIPOLITO,ET AL",3879 PLACITA DEL RICO,,LAS VEGAS,NV,89120,S,"350 S C ST
OXNARD, CA 93030
(34.199331, -119.18109)",1872
MISC OCCUPATION,,GH INSPECTIONS LLC,576 PRINCESSA DR,OXNARD,CA,93030,Yes,805 558-2931,09/02/2016 12:00:00 AM,111987,24-122533,08/31/2023 12:00:00 AM,"GH INSPECTIONS, LLC",1650 E GONZALES RD #153,,OXNARD,CA,93036,LL,"576 PRINCESSA DR
OXNARD, CA 93030
(34.208412, -119.164484)",1872
CATERING TRUCK/VEHICLE (T-4),,J-K CATERING,921 RICHMOND AVE,OXNARD,CA,93030,Yes,805 854-4299,04/18/2022 12:00:00 AM,116812,23-130001,03/31/2023 12:00:00 AM,"GUZMAN, CAMILO P.",121 N MCKINLEY AVE,,OXNARD,CA,93030,S,"921 RICHMOND AVE
OXNARD, CA 93030
(34.192071, -119.169592)",1872
TRAVEL AGENCY/ADVERTISING AGENCY(BRANCH),,RAUL VILLANUEVA,706 NILE RIVER DR,OXNARD,CA,93036,Yes,805 830-2554,01/30/2006 12:00:00 AM,86867,23-085602,12/31/2022 12:00:00 AM,"VILLANUEVA, RAUL OCAMPO",706 NILE RIVER DR,,OXNARD,CA,93036,S,"706 NILE RIVER DR
OXNARD, CA 93036
(34.250288, -119.174727)",1875
OPTOMETRIST,,BREAM OPTOMETRY INC,2001 VENTURA BLVD,OXNARD,CA,93036,Yes,000 000-0000,01/01/2021 12:00:00 AM,115816,24-128647,08/31/2023 12:00:00 AM,BREAM OPTOMETRY INC,2001 VENTURA BLVD,,OXNARD,CA,93036,C,"2001 VENTURA BLVD
OXNARD, CA 93036
(34.223533, -119.148438)",1875
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,JIMENEZ REVOCABLE TRUST #1,1210 ISLETON PL,OXNARD,CA,93030,Yes,805 491-2126,09/13/1993 12:00:00 AM,26082,24-016712,08/31/2023 12:00:00 AM,JIMENEZ REVOCABLE TRUST #1,10248 PRINCIPE PL,,CAMARILLO,CA,93012-8830,T,"1210 ISLETON PL
OXNARD, CA 93030
(34.196075, -119.192149)",1872
BEAUTY SHOP:COSMETOLOGY BOARD EST,,VERO'S BEAUTY 23,4751 S ROSE AVE,OXNARD,CA,93033,Yes,805 824-9107,10/05/2020 12:00:00 AM,114707,24-126577,09/30/2023 12:00:00 AM,"ALFARO, MARIO ALBERTO R",4751 S ROSE AVE,,OXNARD,CA,93033,S,"4751 S ROSE AVE
OXNARD, CA 93033
(34.155689, -119.1597)",1873
CONTRACTOR LOC OUTSIDE CITY,,CLARK CONSTRUCTION GROUP CALIF,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,301 272-8337,09/01/2020 12:00:00 AM,114607,24-126435,08/31/2023 12:00:00 AM,CLARK CONSTRUCTION GROUP CA LP,7500 OLD GEORGETOWN RD,,BETHESDA,MD,20814,LP,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,MULLER WORTHY ARCHITECTS,1451 N RICE AVE,OXNARD,CA,93030,Yes,805 983-7411,09/09/1998 12:00:00 AM,55569,24-048123,08/31/2023 12:00:00 AM,MULLER WORTHY ARCHITECTS,1451 N RICE AV #D,,OXNARD,CA,93033,C,"1451 N RICE AVE
OXNARD, CA 93030
(34.214979, -119.142157)",1872
CONTRACTOR LOC INSIDE CITY,,VOLUME,1747 OFELIA WAY,OXNARD,CA,93030,Yes,805 365-5040,04/30/2016 12:00:00 AM,108432,23-117069,12/31/2022 12:00:00 AM,"GRAHAM, RONNIE",1747 OFELIA WAY,,OXNARD,CA,93030,S,"1747 OFELIA WAY
OXNARD, CA 93030
(34.212601, -119.160079)",1872
CERTIFIED MASSAGE THERAPIST,,JULIA PUKA,1200 N VENTURA RD,OXNARD,CA,93030,Yes,805 485-2527,05/20/2013 12:00:00 AM,101638,23-117126,03/31/2023 12:00:00 AM,"PUKA, JULIA",1200 N VENTURA RD #A,,OXNARD,CA,93030,S,"1200 N VENTURA RD
OXNARD, CA 93030
(34.213902, -119.194442)",1872
AUTO BODY WORK/NO PAINTING,,AZTLAN BODY SHOP,1545 CYPRESS ST,OXNARD,CA,93030,Yes,805 483-7077,07/01/2004 12:00:00 AM,81717,23-078931,06/30/2023 12:00:00 AM,"CHAVEZ, FRANCISCO LOPEZ",1545 CYPRESS ST,,OXNARD,CA,93030,S,"1545 CYPRESS ST
OXNARD, CA 93030
(34.186022, -119.169339)",1872
WASTEWATER PERMIT,,101 TIRE & SERVICE LLC,924 RICHMOND AVE,OXNARD,CA,93030,Yes,805 240-2300,06/01/2018 12:00:00 AM,110889,23-029873,06/30/2023 12:00:00 AM,101 TIRE & SERVICE LLC,924 RICHMOND AVE,,OXNARD,CA,93030,LL,"924 RICHMOND AVE
OXNARD, CA 93030
(34.191782, -119.169596)",1872
CONTRACTOR LOC INSIDE CITY,,GUTIERREZ BROTHERS AND SONS RO,2082 RIBERA DR,OXNARD,CA,93030,Yes,805 754-8550,11/17/2021 12:00:00 AM,117282,23-130736,10/31/2022 12:00:00 AM,GUTIERREZ BROTHERS AND SONS,2082 RIBERA DR,,OXNARD,CA,93030,C,"2082 RIBERA DR
OXNARD, CA 93030
(34.21398, -119.152358)",1872
REGISTERED NON-PROFIT,,NATIONAL MS SOCIETY,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,310 479-4456,09/20/2007 12:00:00 AM,90796,24-091110,08/31/2023 12:00:00 AM,NATIONAL MULTIPLE SCLEROSIS,5150 W GOLDLEAF CIR STE 400,,LOS ANGELES,CA,90056,C,,
CONTRACTOR LOC OUTSIDE CITY,,HARVEY GENERAL CONTRACTORS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,858 769-4000,09/12/2022 12:00:00 AM,117272,24-130724,07/31/2023 12:00:00 AM,HARVEY USA LLC,9455 RIDGEHAVEN CT STE 200,,SAN DIEGO,CA,92123,LL,,
PRIVATE PATROL OPER/INVESTIGATOR,,GOOD GUARD SECURITY INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 559-0379,07/01/2021 12:00:00 AM,115292,23-127485,03/31/2023 12:00:00 AM,"GOOD GUARD SECURITY, INC",21622 PLUMMER ST #200,,CHATSWORTH,CA,91311,C,,
INTERNET BUSINESS (EXEMPT),,TWO COUSINS ENTERPRISES,2320 BAYHILL CT,OXNARD,CA,93036,Yes,805 290-0665,08/26/2019 12:00:00 AM,113125,24-124175,07/31/2023 12:00:00 AM,"CARUANA, LUCILLE, ET AL",2320 BAYHILL CT,,OXNARD,CA,93036,P,"2320 BAYHILL CT
OXNARD, CA 93036
(34.228904, -119.206563)",1875
REAL ESTATE AGENT OR BROKER,,LINDA QUINTERO,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 389-1919,05/23/2005 12:00:00 AM,85217,23-104500,04/30/2023 12:00:00 AM,"QUINTERO, LINDA",1413 TORERO DR,,OXNARD,CA,93030,S,,
LAUNDRY:SELF CLEANING,,QUEEN WASH,1319 W CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,818 402-7606,07/01/2019 12:00:00 AM,112804,23-123707,06/30/2023 12:00:00 AM,QUEEN WASH INC,13636 VENTURA BLVD #133,,SHERMAN OAKS,CA,91423,C,"1319 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.175691, -119.193289)",1873
BACKFLOW SERVICE,,805 BACKFLOW TESTING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 990-3334,08/13/2018 12:00:00 AM,111173,24-121325,07/31/2023 12:00:00 AM,"SANCHEZ, RUBEN B III",226 LUCADA ST,,SANTA PAULA,CA,93060,S,,
