"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Solar PV","2013-04-08T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-02-07T00:00:00.000","2013-02-11T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","4.32","kW","22032","Third party","Bethesda","20814","Montgomery","
Bethesda, Maryland 20814
(38.99252881000007, -77.09917789099995)"
"Residential Clean Energy Grant Program","Solar PV","2013-08-16T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-04-09T00:00:00.000","2013-04-16T00:00:00.000","Award Complete","2014-08-07T00:00:00.000","1000.00","3.5","kW","16485","Third party","Baltimore","21236","Baltimore","
Baltimore, Maryland 21236
(39.38926691800003, -76.48624968999997)"
"Residential Clean Energy Grant Program","Solar PV","2013-07-22T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-06-01T00:00:00.000","2013-07-08T00:00:00.000","Award Complete","2014-08-07T00:00:00.000","1000.00","19.239999999999998","kW","66970","Third party","Arnold","21012","Anne Arundel","
Arnold, Maryland 21012
(39.047206360000075, -76.49332770399997)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-12T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-10-29T00:00:00.000","2013-10-31T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","12.74","kW","64974","Third party","Bowie","20721","Prince George's","
Bowie, Maryland 20721
(38.91835956700004, -76.79545766099994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-30T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-03-20T00:00:00.000","2013-12-12T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","3000.00","5","ton","39712","Purchased","Severna Park","21146","Anne Arundel","
Severna Park, Maryland 21146
(39.08100615700005, -76.55652580899994)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-04T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-09-26T00:00:00.000","2013-10-09T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","3.43","kW","17150","Third party","Rockville","20851","Montgomery","
Rockville, Maryland 20851
(39.076317897000024, -77.12096809399998)"
"Residential Clean Energy Grant Program","Solar PV","2013-03-11T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2012-10-24T00:00:00.000","2012-11-28T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","6.5","kW","26700","Third party","Towson","21204","Baltimore","
Towson, Maryland 21204
(39.40202819900003, -76.61713863599994)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-27T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-03-01T00:00:00.000","2014-05-16T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","10.71","kW","32850","Purchased","Huntingtown","20639","Calvert","
Huntingtown, Maryland 20639
(38.61067669200003, -76.59910686299997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-26T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-05-07T00:00:00.000","2014-05-09T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","3","kW","27221","Purchased","Taneytown","21787","Carroll","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Geothermal","2014-02-07T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-11-25T00:00:00.000","2013-12-31T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","3000.00","6","ton","36576","Purchased","Owings Mills","21117","Baltimore","
Owings Mills, Maryland 21117
(39.41734868800006, -76.78600727499997)"
"Residential Clean Energy Grant Program","Solar PV","2013-06-06T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-03-01T00:00:00.000","2013-04-26T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","12.22","kW","46436","Third party","Pikesville","21208","Baltimore","
Pikesville, Maryland 21208
(39.37660991700005, -76.72958737799996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-23T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-02-28T00:00:00.000","2014-06-05T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","10","kW","33500","Purchased","Frederick","21704","Frederick","
Frederick, Maryland 21704
(39.36090706700003, -77.38237665899999)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-22T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-11-08T00:00:00.000","2013-11-11T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","2.94","kW","14700","Third party","Havre de Grace","21078","Harford","
Havre de Grace, Maryland 21078
(39.55123568800008, -76.11335697299995)"
"Residential Clean Energy Grant Program","Solar PV","2013-03-26T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-02-01T00:00:00.000","2013-03-01T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","5.25","kW","15925","Third party","Pikesville","21208","Baltimore","
Pikesville, Maryland 21208
(39.37660991700005, -76.72958737799996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-30T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-05-20T00:00:00.000","2014-06-16T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","9.6199999999999992","kW","36075","Purchased","Bel Air","21015","Harford","
Bel Air, Maryland 21015
(39.53091844200003, -76.31172819899996)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-03-19T00:00:00.000","2014-07-15T00:00:00.000","500.00","2013-12-11T00:00:00.000","2013-12-27T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","500.00","54","sqft","13500","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-20T00:00:00.000","2014-07-15T00:00:00.000","500.00","2014-03-13T00:00:00.000","2014-04-23T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","500.00","81","sqft","15300","Purchased","Highland","20777","Howard","
Highland, Maryland 20777
(39.176148743000056, -76.96791961999998)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-18T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-10-22T00:00:00.000","2013-10-29T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","10","kW","50000","Third party","Crodova","21625","Talbot","
Crodova, Maryland 21625
(38.87072961600006, -75.99994798499995)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-12T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2014-04-03T00:00:00.000","2014-05-09T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","3000.00","6","ton","6650","Purchased","Eldersburg","21784","Carroll","
Eldersburg, Maryland 21784
(39.39994694100005, -76.96244925799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-24T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-08-13T00:00:00.000","2013-09-26T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","3000.00","3.5","ton","16317.5","Purchased","North East","21901","Cecil","
North East, Maryland 21901
(39.59943917900006, -75.95494676299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-23T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-06-12T00:00:00.000","2014-06-13T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","4","kW","25200","Purchased","Ijamsville","21754","Frederick","
Ijamsville, Maryland 21754
(39.33386809800004, -77.30524846699996)"
"Residential Clean Energy Grant Program","Solar PV","2013-01-22T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2012-11-05T00:00:00.000","2012-11-06T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","6.72","kW","33432","Third party","Monkton","21111","Baltimore","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-11T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-04-24T00:00:00.000","2014-05-06T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","8.58","kW","32831","Purchased","Hollywood","20636","St. Mary's","
Hollywood, Maryland 20636
(38.34497960600004, -76.56769681799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-12T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-05-12T00:00:00.000","2014-05-12T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","1000.00","3.44","kW","14469","Purchased","Chevy Chase","20815","Montgomery","
Chevy Chase, Maryland 20815
(38.97794697200004, -77.08250610499994)"
"Residential Clean Energy Grant Program","Solar PV","2013-08-29T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-04-30T00:00:00.000","2013-05-15T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","8.82","kW","41542.19","Third party","Gaithersburg","20877","Montgomery","
Gaithersburg, Maryland 20877
(39.140867298000046, -77.19068805199998)"
"Residential Clean Energy Grant Program","Solar PV","2013-10-01T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-09-10T00:00:00.000","2013-09-13T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","8.25","kW","41250","Third party","Germantown","20874","Montgomery","
Germantown, Maryland 20874
(39.16591625500007, -77.27465962799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-05-19T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-03-27T00:00:00.000","2013-05-20T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","3000.00","3","ton","48997","Purchased","Middletown","21769","Frederick","
Middletown, Maryland 21769
(39.442988566000054, -77.54849925499997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-30T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-06-09T00:00:00.000","2014-06-09T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","3","kW","25921","Purchased","Point of Rocks","21777","Frederick","
Point of Rocks, Maryland 21777
(39.27939910900005, -77.53004601599997)"
"Residential Clean Energy Grant Program","Geothermal","2013-12-02T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-06-03T00:00:00.000","2013-06-10T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","3000.00","3","ton","25488","Purchased","Monkton","21111","Baltimore","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Solar PV","2013-08-29T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-05-20T00:00:00.000","2013-07-02T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","2.4500000000000002","kW","11539.5","Third party","Annapolis","21403","Anne Arundel","
Annapolis, Maryland 21403
(38.95704749600003, -76.48957796399998)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-12T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-08-12T00:00:00.000","2013-08-15T00:00:00.000","Award Complete","2014-07-29T00:00:00.000","1000.00","12.25","kW","62475","Third party","Waldorf","20602","Charles","
Waldorf, Maryland 20602
(38.59849764200004, -76.90249687199997)"
"Residential Clean Energy Grant Program","Solar PV","2014-03-04T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-01-01T00:00:00.000","2014-02-24T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","6.09","kW","29232","Purchased","Silver Spring","20905","Montgomery","
Silver Spring, Maryland 20905
(39.10561626900005, -76.99070917399996)"
"Residential Clean Energy Grant Program","Solar PV","2013-09-19T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2013-05-22T00:00:00.000","2013-05-23T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","7.35","kW","37485","Third party","Bethesda","20817","Montgomery","
Bethesda, Maryland 20817
(39.00271784800003, -77.13874785599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-20T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-04-16T00:00:00.000","2014-06-12T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","1000.00","11.7","kW","50000","Purchased","Forest Hill","21050","Harford","
Forest Hill, Maryland 21050
(39.57348646100007, -76.38543687199996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-20T00:00:00.000","2014-07-15T00:00:00.000","1000.00","2014-01-16T00:00:00.000","2014-05-06T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","1000.00","6.36","kW","28582","Purchased","Myersville","21773","Frederick","
Myersville, Maryland 21773
(39.531457223000075, -77.55382623099996)"
"Residential Clean Energy Grant Program","Geothermal","2014-03-24T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-12-20T00:00:00.000","2014-03-18T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","3000.00","4","ton","30638","Purchased","Monkton","21111","Harford","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Geothermal","2014-05-27T00:00:00.000","2014-07-15T00:00:00.000","3000.00","2013-09-27T00:00:00.000","2014-04-01T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","3000.00","4","ton","34568","Purchased","Millersville","21108","Anne Arundel","
Millersville, Maryland 21108
(39.100428332000035, -76.62169654699994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-03T00:00:00.000","2014-07-14T00:00:00.000","700.00","2014-06-18T00:00:00.000","2014-06-18T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","43000","BTUs/hr","3731.24","Purchased","Emmitsburg","21727","Frederick","
Emmitsburg, Maryland 21727
(39.69583747100006, -77.33057984899995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-08T00:00:00.000","2014-07-14T00:00:00.000","700.00","2014-05-24T00:00:00.000","2014-05-24T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","50000","BTUs/hr","6040.22","Purchased","Mardela Springs","21837","Wicomico","
Mardela Springs, Maryland 21837
(38.468329967000045, -75.74963656299997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-16T00:00:00.000","2014-07-10T00:00:00.000","700.00","2014-03-06T00:00:00.000","2014-03-07T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","55000","BTUs/hr","5294.5","Purchased","Silver Spring","20905","Montgomery","
Silver Spring, Maryland 20905
(39.10561626900005, -76.99070917399996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-07T00:00:00.000","2014-07-09T00:00:00.000","700.00","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","35000","BTUs/hr","1892.07","Purchased","Cockeysville","21030","Baltimore","
Cockeysville, Maryland 21030
(39.475936742000044, -76.63450996799997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-02T00:00:00.000","2014-07-08T00:00:00.000","700.00","2014-06-28T00:00:00.000","2014-06-28T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","55000","BTUs/hr","5545","Purchased","Hughesville","20637","Charles","
Hughesville, Maryland 20637
(38.52644876000005, -76.77437569499995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-02T00:00:00.000","2014-07-08T00:00:00.000","700.00","2014-05-29T00:00:00.000","2014-05-29T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","60200","BTUs/hr","6929","Purchased","Monkton","21111","Baltimore","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","700.00","2014-03-26T00:00:00.000","2014-06-12T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","30000","BTUs/hr","2825.99","Purchased","Severn","21144","Anne Arundel","
Severn, Maryland 21144
(39.12625939000003, -76.69088641399998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-25T00:00:00.000","2014-06-30T00:00:00.000","500.00","2014-06-12T00:00:00.000","2014-06-12T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","500.00","35000","BTUs/hr","4413.39","Purchased","Westover","21871","Somerset","
Westover, Maryland 21871
(38.099078364000036, -75.71721847699996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-25T00:00:00.000","2014-06-30T00:00:00.000","700.00","2013-12-02T00:00:00.000","2013-12-12T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","35000","BTUs/hr","4502.92","Purchased","Owings","20736","Calvert","
Owings, Maryland 20736
(38.69663828100005, -76.62067981499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","700.00","2014-06-15T00:00:00.000","2014-06-26T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","41000","BTUs/hr","4384.89","Purchased","Upper Marlboro","20772","Prince George's","
Upper Marlboro, Maryland 20772
(38.79319733800003, -76.78653736499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-03-20T00:00:00.000","2014-06-30T00:00:00.000","700.00","2014-03-02T00:00:00.000","2014-03-04T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","40000","BTUs/hr","2349","Purchased","Prince Frederick","20678","Calvert","
Prince Frederick, Maryland 20678
(38.53302709900004, -76.59167690399994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-20T00:00:00.000","2014-06-27T00:00:00.000","700.00","2014-03-29T00:00:00.000","2014-03-29T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","43000","BTUs/hr","3030.13","Purchased","Baltimore","21220","Baltimore","
Baltimore, Maryland 21220
(39.338817059000064, -76.41892817499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","700.00","2014-05-09T00:00:00.000","2014-06-18T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","47300","BTUs/hr","4068.94","Purchased","Westover","21871","Somerset","
Westover, Maryland 21871
(38.099078364000036, -75.71721847699996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-27T00:00:00.000","2014-06-25T00:00:00.000","700.00","2014-05-06T00:00:00.000","2014-05-06T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","55000","BTUs/hr","5395.3","Purchased","Huntingtown","20639","Calvert","
Huntingtown, Maryland 20639
(38.61067669200003, -76.59910686299997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","700.00","2014-02-27T00:00:00.000","2014-02-27T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","35000","BTUs/hr","5093.74","Purchased","Silver Spring","20905","Montgomery","
Silver Spring, Maryland 20905
(39.10561626900005, -76.99070917399996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","700.00","2013-12-26T00:00:00.000","2013-12-26T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","52460","BTUs/hr","4514","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-12T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-27T00:00:00.000","2014-05-29T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","2","kW","18821","Purchased","Myersville","21773","Frederick","
Myersville, Maryland 21773
(39.531457223000075, -77.55382623099996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-10T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-19T00:00:00.000","2014-05-21T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","24821","Purchased","Taneytown","21787","Carroll","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Solar PV","2013-07-03T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","1000.00","2","kW","16421","Purchased","Millersville","21108","Anne Arundel","
Millersville, Maryland 21108
(39.100428332000035, -76.62169654699994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-19T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-04-18T00:00:00.000","2014-05-23T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","5.25","kW","24350","Purchased","Keedysville","21756","Washington","
Keedysville, Maryland 21756
(39.45509809600003, -77.70084818299995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-10T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-05-19T00:00:00.000","2014-05-20T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","48","sqft","13121","Purchased","Mt. Airy","21771","Frederick","
Mt. Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2013-09-16T00:00:00.000","2014-02-25T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","5","kW","19226","Purchased","Bethesda","20814","Montgomery","
Bethesda, Maryland 20814
(38.99252881000007, -77.09917789099995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-15T00:00:00.000","2014-05-15T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","2","kW","14321","Purchased","Taneytown","21787","Carroll","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-03-15T00:00:00.000","2014-04-10T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","54","sqft","13800","Purchased","Curtis Bay","21226","Anne Arundel","
Curtis Bay, Maryland 21226
(39.20363959300005, -76.56269571699994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2013-09-14T00:00:00.000","2014-05-14T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","4","ton","26380","Purchased","Bethesda","20817","Montgomery","
Bethesda, Maryland 20817
(39.00271784800003, -77.13874785599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-04-14T00:00:00.000","2014-06-04T00:00:00.000","Award Complete","2014-08-21T00:00:00.000","1000.00","3.3","kW","15000","Purchased","Jefferson","21755","Frederick","
Jefferson, Maryland 21755
(39.36626880400007, -77.55229678999996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-13T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-06-02T00:00:00.000","2014-06-02T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","2","kW","13000","Purchased","Hanover","21076","Anne Arundel","
Hanover, Maryland 21076
(39.16066748800006, -76.71930709499998)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-05-09T00:00:00.000","2014-06-04T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","3","ton","20045","Purchased","Lusby","20657","Calvert","
Lusby, Maryland 20657
(38.36708699400003, -76.42942570799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-03T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-04-03T00:00:00.000","2014-04-04T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","2","ton","9896","Purchased","Charlotte Hall","20622","St. Mary's","
Charlotte Hall, Maryland 20622
(38.46958567300004, -76.82696764099995)"
"Commercial Clean Energy Grant Program","Solar PV","2014-06-23T00:00:00.000","2014-06-24T00:00:00.000","2340.00","2014-04-01T00:00:00.000","2014-04-30T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","2340.00","39","kW","92700","Purchased","New Windsor","21776","Carroll","
New Windsor, Maryland 21776
(39.509806060000074, -77.10196738399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-06-02T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","9.9450000000000003","kW","31500","Purchased","Hanover","21076","Anne Arundel","
Hanover, Maryland 21076
(39.16066748800006, -76.71930709499998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-13T00:00:00.000","2014-05-13T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","22000","Purchased","Hanover","21076","Anne Arundel","
Hanover, Maryland 21076
(39.16066748800006, -76.71930709499998)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-05-27T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-01-01T00:00:00.000","2014-02-06T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","50","sqft","9300","Purchased","Baltimore","21244","Baltimore","
Baltimore, Maryland 21244
(39.33537581400003, -76.76320903099997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-04-11T00:00:00.000","2014-04-16T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","6.48","kW","27216","Purchased","Ellicott City","21043","Howard","
Ellicott City, Maryland 21043
(39.25955981300007, -76.80313963099996)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-10T00:00:00.000","2014-06-24T00:00:00.000","500.00","2013-07-10T00:00:00.000","2013-07-11T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","48","sqft","13500","Purchased","Mt. Airy","21771","Carroll","
Mt. Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-04-08T00:00:00.000","2014-04-08T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","40","sqft","8500","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-04-07T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-02-12T00:00:00.000","2014-02-26T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","54","sqft","13800","Purchased","Woodbine","21797","Howard","
Woodbine, Maryland 21797
(39.346698899000046, -77.06561706799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-05-02T00:00:00.000","2014-03-10T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","5","ton","55454","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-18T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-06-02T00:00:00.000","2014-06-05T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","8.1","kW","27652","Purchased","Linthicum Heights","21090","Anne Arundel","
Linthicum Heights, Maryland 21090
(39.208267024000065, -76.66082766599999)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-12T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-05-01T00:00:00.000","Award Complete","2014-08-21T00:00:00.000","1000.00","10.07","kW","34102","Purchased","Sparks Glencoe","21152","Baltimore","
Sparks Glencoe, Maryland 21152
(39.532339259000025, -76.66060607099996)"
