"title","event_start","event_end","subcategory_1","subcategory_2","location"
"Rise Melbourne Mission","2014-12-26T00:00:00.000","2014-12-26T00:00:00.000","Promotion",,"Queensbridge Square"
"Luxottica Revitalisation Station","2014-12-27T00:00:00.000","2014-12-27T00:00:00.000","Promotion",,"Little Collins Street"
"Land Rover L550 Launch","2015-01-06T00:00:00.000","2015-01-11T00:00:00.000","Promotion",,"Queensbridge Square"
"WAMY","2015-01-09T00:00:00.000","2015-01-22T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth"
"Priceline Kooyong Classic Activation","2015-01-12T00:00:00.000","2015-01-12T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Secure Parking","2015-01-13T00:00:00.000","2016-01-08T00:00:00.000","Promotion",,"Queen Street"
"Berlei Runway Bounce (for Myer)","2015-01-15T00:00:00.000","2015-01-15T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Collabonation With Jess Bush","2015-01-15T00:00:00.000","2015-01-15T00:00:00.000","Promotion",,"City Square, Queensbridge Square"
"ANZ Rally For Good","2015-01-16T00:00:00.000","2015-01-16T00:00:00.000","Promotion",,"Southbank Spillway"
"Bupa","2015-01-22T00:00:00.000","2015-01-22T00:00:00.000","Promotion",,"Southbank Spillway"
"Mophotrobo","2015-01-23T00:00:00.000","2015-01-24T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"Disney Lion King","2015-01-26T00:00:00.000","2015-01-26T00:00:00.000","Promotion",,"Flinders St Station"
"Heidi Klum Launch","2015-01-27T00:00:00.000","2015-01-27T00:00:00.000","Promotion",,"Bourke Street"
"Perfect Fruit Sampling","2015-01-28T00:00:00.000","2015-01-31T00:00:00.000","Promotion",,"Queensbridge Square"
"Benefit Cosmetics","2015-01-30T00:00:00.000","2015-01-30T00:00:00.000","Promotion",,"Bourke Street"
"Chemmart And Ovarian CancerAustralia","2015-02-01T00:00:00.000","2015-02-01T00:00:00.000","Promotion",,"Queensbridge Square"
"Paint Your World Blue","2015-02-07T00:00:00.000","2015-02-07T00:00:00.000","Promotion",,"Queensbridge Square"
"Love Locks","2015-02-09T00:00:00.000","2015-02-16T00:00:00.000","Promotion",,"Queensbridge Square"
"International Pancake Day","2015-02-17T00:00:00.000","2015-02-17T00:00:00.000","Promotion",,"Flinders St Station"
"David Jones Model Casting","2015-02-19T00:00:00.000","2015-02-19T00:00:00.000","Promotion",,"Bourke Street"
"ICC Match Promotions","2015-02-24T00:00:00.000","2015-02-24T00:00:00.000","Promotion",,"Southbank Spillway"
"QVM Community Engagement Hub","2015-02-26T00:00:00.000","2015-03-29T00:00:00.000","Promotion",,"Queen Street"
"Pore Blot Off","2015-02-27T00:00:00.000","2015-02-28T00:00:00.000","Promotion",,"Bourke Street"
"Share Our Streets","2015-03-02T00:00:00.000","2015-03-11T00:00:00.000","Promotion",,"Southbank Spillway , Promotional Sites"
"The Big Bounce","2015-03-04T00:00:00.000","2015-03-04T00:00:00.000","Promotion",,"City Square"
"Bank Of Melbourne Food And WineFestival","2015-03-06T00:00:00.000","2015-03-06T00:00:00.000","Promotion",,"Piazza Italia"
"John McEnroe","2015-03-06T00:00:00.000","2015-03-06T00:00:00.000","Promotion",,"Parliament Station"
"Public event - Sidewalk Astronomy","2015-03-07T00:00:00.000","2015-04-04T00:00:00.000","Promotion",,"Bridges, Southbank Spillway , Evan Walker Bridge"
"Dirty Dancing","2015-03-08T00:00:00.000","2015-03-08T00:00:00.000","Promotion",,"Southbank Spillway"
"Nature's Own","2015-03-11T00:00:00.000","2015-03-11T00:00:00.000","Promotion",,"Melbourne Central Station - Elizabeth Street"
"Grand Prix","2015-03-12T00:00:00.000","2015-03-18T00:00:00.000","Promotion",,"Elizabeth Street"
"Promotion -Virgin Australia Melbourne FashionFestival VAMFF","2015-03-12T00:00:00.000","2015-03-20T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Stay Cool","2015-03-16T00:00:00.000","2015-03-19T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Swanston Street"
"World Water Day","2015-03-17T00:00:00.000","2015-03-17T00:00:00.000","Promotion",,"Southbank Spillway"
"World Down Syndrome Day","2015-03-20T00:00:00.000","2015-03-20T00:00:00.000","Promotion",,"City Square, Flinders St Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"Belvita","2015-03-24T00:00:00.000","2015-03-26T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Vodafone","2015-03-26T00:00:00.000","2015-03-26T00:00:00.000","Promotion",,"Bourke Street"
"Perfect Fruit","2015-03-26T00:00:00.000","2015-03-28T00:00:00.000","Promotion",,"Queensbridge Square"
"Season Launch","2015-03-27T00:00:00.000","2015-03-27T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street, Queensbridge Square , Southbank Spillway , Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"Merchandise Giveaway","2015-03-30T00:00:00.000","2015-03-30T00:00:00.000","Promotion",,"Queensbridge Square"
"3AW Good Friday Appeal","2015-03-30T00:00:00.000","2015-03-30T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Good Friday Appeal MFB/CFA Relay","2015-04-02T00:00:00.000","2015-04-02T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Smooch A Pooch","2015-04-04T00:00:00.000","2015-04-04T00:00:00.000","Promotion",,"Queensbridge Square"
"Travel Happy","2015-04-07T00:00:00.000","2015-04-14T00:00:00.000","Promotion",,"Queensbridge Square , Promotional Sites"
"Beyondblue National Roadshow","2015-04-09T00:00:00.000","2015-04-09T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Galaxy Launch","2015-04-10T00:00:00.000","2015-04-10T00:00:00.000","Promotion",,"Bourke Street, Flinders St Station"
"Sikhs And Sikhism","2015-04-14T00:00:00.000","2015-04-14T00:00:00.000","Promotion",,"Flinders St Station"
"Anzac Wall","2015-04-23T00:00:00.000","2015-04-25T00:00:00.000","Promotion",,"Queensbridge Square"
"Repetto Fragrance","2015-04-24T00:00:00.000","2015-04-24T00:00:00.000","Promotion",,"Bourke Street"
"National Pretzel Day","2015-04-26T00:00:00.000","2015-04-26T00:00:00.000","Promotion",,"Southbank Spillway"
"Dogs Unite Walk","2015-04-28T00:00:00.000","2015-05-01T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Bourke St Mall - next to Tourism booth"
"Australian Alpacas Celebrate 25Years","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","Promotion",,"City Square"
"La Zuppa","2015-04-30T00:00:00.000","2015-05-08T00:00:00.000","Promotion",,"Southbank Spillway"
"Free Comic Book Day","2015-05-02T00:00:00.000","2015-05-02T00:00:00.000","Promotion",,"Bourke Street"
"Australia's Biggest Morning Tea","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"Latina RTE Pasta","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","Promotion",,"Queensbridge Square"
"Coffee Club Reconnection","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","Promotion",,"Spencer Street"
"Riverside Quay Place Renewal PopUps","2015-05-07T00:00:00.000","2015-05-17T00:00:00.000","Promotion",,"Inner Suburb Locations, Southbank Spillway"
"Disney The Lion King","2015-05-15T00:00:00.000","2015-05-15T00:00:00.000","Promotion",,"Queensbridge Square"
"Member Drive","2015-05-18T00:00:00.000","2015-06-17T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street, Queensbridge Square , Promotional Sites"
"Australia's Biggest Morning Tea","2015-05-20T00:00:00.000","2015-05-20T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"The Big Breakfast","2015-05-28T00:00:00.000","2015-05-28T00:00:00.000","Promotion",,"City Square, Flinders St Station"
"Mount Baw Baw Winter SeasonLaunch","2015-06-02T00:00:00.000","2015-06-02T00:00:00.000","Promotion",,"Queensbridge Square"
"Melbourne Metro","2015-06-03T00:00:00.000","2015-06-05T00:00:00.000","Promotion",,"City Square, Bourke St Mall - next to Tourism booth"
"Bupa June Campaign","2015-06-04T00:00:00.000","2015-06-04T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street"
"Men's Month Shopping Night","2015-06-04T00:00:00.000","2015-06-04T00:00:00.000","Promotion",,"Bourke Street"
"Elizabeth Arden","2015-06-11T00:00:00.000","2015-06-27T00:00:00.000","Promotion",,"Bourke Street"
"Cinderella","2015-06-12T00:00:00.000","2015-06-12T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Membership Drive","2015-06-15T00:00:00.000","2015-06-19T00:00:00.000","Promotion",,"City Square, Queensbridge Square , Promotional Sites"
"Lumo Energy","2015-07-08T00:00:00.000","2015-07-08T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street"
"Ride 2 Work","2015-07-24T00:00:00.000","2015-07-29T00:00:00.000","Promotion",,"Flinders St Station, Queensbridge Square , Promotional Sites"
"Chemist Warehouse","2015-07-27T00:00:00.000","2015-07-27T00:00:00.000","Promotion",,"Bourke Street, Elizabeth Street, Bourke St Mall - next to Tourism booth"
"7-Eleven Coffee","2015-08-03T00:00:00.000","2015-08-03T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Evan Walker Bridge"
"Myer Cosmetics Brand Activation","2015-08-07T00:00:00.000","2015-08-07T00:00:00.000","Promotion",,"Bourke Street"
"Brain Injury Matters","2015-08-17T00:00:00.000","2015-08-20T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Myer / Jack & Jones Product Launch","2015-08-21T00:00:00.000","2015-08-21T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Garden Of Hope","2015-08-27T00:00:00.000","2015-08-31T00:00:00.000","Promotion",,"Southbank Spillway"
"Worksafe's Workplace SafetyAwareness Campaign","2015-08-31T00:00:00.000","2015-09-01T00:00:00.000","Promotion",,"Parliament Station, Evan Walker Bridge"
"Bicycle Network Annual MemberDrive","2015-09-01T00:00:00.000","2015-10-31T00:00:00.000","Promotion",,"Inner Suburb Locations, Flinders St Station, Melbourne Central Station - Swanston Street, Queensbridge Square , Promotional Sites"
"2015 Piggy Bank Appeal Launch","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Girls' Night In","2015-09-02T00:00:00.000","2015-09-02T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"2nd Annual Melbourne FirefighterStair Climb","2015-09-04T00:00:00.000","2015-09-04T00:00:00.000","Promotion",,"Flinders St Station, Queensbridge Square"
"Emm Does Mm","2015-09-05T00:00:00.000","2015-09-05T00:00:00.000","Promotion",,"Southbank Spillway"
"Think Positive Think Islam","2015-09-06T00:00:00.000","2015-09-13T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth"
"Women's Health Week","2015-09-07T00:00:00.000","2015-09-07T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street"
"Ride2work Activation","2015-09-11T00:00:00.000","2015-09-18T00:00:00.000","Promotion",,"Queensbridge Square , Promotional Sites"
"Sparkling Coffee","2015-09-14T00:00:00.000","2015-09-18T00:00:00.000","Promotion",,"Flinders Street"
"Ring Your Bell","2015-09-15T00:00:00.000","2015-10-15T00:00:00.000","Promotion",,"Flinders St Station"
"Plan International","2015-09-18T00:00:00.000","2015-09-18T00:00:00.000","Promotion",,"Southbank Spillway"
"Victoria's Secret","2015-09-19T00:00:00.000","2015-09-19T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street"
"Event - University Of Melbourne Activation","2015-09-26T00:00:00.000","2015-09-26T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Sweet Fest Van","2015-09-29T00:00:00.000","2015-09-29T00:00:00.000","Promotion",,"Queensbridge Square"
"Pop Up Tea Party","2015-09-30T00:00:00.000","2015-09-30T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"I Am Juicy Couture","2015-10-01T00:00:00.000","2015-10-03T00:00:00.000","Promotion",,"Bourke Street"
"Smoke-free Areas EducationCampaign","2015-10-05T00:00:00.000","2015-10-10T00:00:00.000","Promotion",,"Block Place, Equitable Place, Howey Place, The Causeway, City Square"
"Urban Heat Island","2015-10-11T00:00:00.000","2015-10-12T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Spring Racing Shopping Night","2015-10-15T00:00:00.000","2015-10-15T00:00:00.000","Promotion",,"Bourke Street"
"Awareness Campaign - Have YouMet Bobby?","2015-10-22T00:00:00.000","2015-10-22T00:00:00.000","Promotion",,"Parliament Station"
"Mrp Promotional Sampling Campaign","2015-10-22T00:00:00.000","2015-10-22T00:00:00.000","Promotion",,"Flinders St Station"
"Hop For Hope","2015-10-26T00:00:00.000","2015-10-26T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Spc The Perfect Fruit","2015-10-27T00:00:00.000","2015-11-18T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Vitasoy Food Truck 'Tasty Way ToStart Your Day'","2015-10-28T00:00:00.000","2015-10-28T00:00:00.000","Promotion",,"Southbank Spillway"
"Wake Up Rosie","2015-10-29T00:00:00.000","2015-10-29T00:00:00.000","Promotion",,"City Square"
"Tag Heuer Interactive Chalk ArtDisplay","2015-10-30T00:00:00.000","2015-10-30T00:00:00.000","Promotion",,"Queensbridge Square"
"We Stand As One","2015-10-31T00:00:00.000","2015-10-31T00:00:00.000","Promotion",,"Evan Walker Bridge"
"Shuji Sushi Summer 2015 Promo","2015-11-02T00:00:00.000","2015-11-16T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Queensbridge Square"
"Ceca","2015-11-07T00:00:00.000","2015-11-07T00:00:00.000","Promotion",,"Flinders St Station"
"Mfc Marketing Project","2015-11-12T00:00:00.000","2015-11-12T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Choose Australian Made RecycledPaper","2015-11-13T00:00:00.000","2015-11-13T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Media Launch For Pnda AwarenessWeek","2015-11-17T00:00:00.000","2015-11-17T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Storyboard For Breast CancerResearch","2015-11-20T00:00:00.000","2015-11-20T00:00:00.000","Promotion",,"Queensbridge Square"
"Mini Golf Fundraiser For ReachFoundation","2015-11-20T00:00:00.000","2015-11-20T00:00:00.000","Promotion",,"Southbank Spillway"
"World Aids Day Activities","2015-11-28T00:00:00.000","2015-12-01T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Queensbridge Square , Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"Mercedes Benz Club Vehicle Display","2015-11-29T00:00:00.000","2015-11-29T00:00:00.000","Promotion",,"Southbank Spillway"
"International Day Of People WithDisability","2015-12-03T00:00:00.000","2015-12-03T00:00:00.000","Promotion",,"Flinders Street, Flinders St Station"
"Tic Tac","2015-12-09T00:00:00.000","2015-12-09T00:00:00.000","Promotion",,"Flinders St Station"
"Child Sponsorship & Child Rescue","2015-12-22T00:00:00.000","2015-12-23T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Boxing Day Pre-trade Entertainment","2015-12-26T00:00:00.000","2015-12-26T00:00:00.000","Promotion",,"Bourke Street"
"Sweeten Your Summer With EqualNext","2016-01-06T00:00:00.000","2016-01-06T00:00:00.000","Promotion",,"Queensbridge Square"
"Aw16 Melbourne Model Castings","2016-01-12T00:00:00.000","2016-01-12T00:00:00.000","Promotion",,"Bourke Street"
"Bulla Vintage Ice Cream Van","2016-01-18T00:00:00.000","2016-02-16T00:00:00.000","Promotion",,"Parliament Station, Queensbridge Square , Southbank Spillway"
"Andra Drag Racing","2016-01-20T00:00:00.000","2016-01-20T00:00:00.000","Promotion",,"Queensbridge Square"
"Heidi Klum Public Event","2016-01-27T00:00:00.000","2016-01-27T00:00:00.000","Promotion",,"Bourke Street"
"Lock In The Love","2016-02-10T00:00:00.000","2016-02-15T00:00:00.000","Promotion",,"Queensbridge Square"
"World's Greatest Shave PromotionalEvent","2016-02-10T00:00:00.000","2016-02-10T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Help Rob The Frog Find Love","2016-02-14T00:00:00.000","2016-02-14T00:00:00.000","Promotion",,"Flinders St Station, Piazza Italia , Southbank Spillway , Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"Nova 100 Rent A Crowd At ChinaBar","2016-02-19T00:00:00.000","2016-02-19T00:00:00.000","Promotion",,"Swanston Street"
"Melbourne Quarter & Code BlackCoffee Cart","2016-03-08T00:00:00.000","2016-03-12T00:00:00.000","Promotion",,"Flinders St Station"
"Promotions - Heinz Creationz","2016-03-08T00:00:00.000","2016-03-08T00:00:00.000","Promotion",,"Southbank Spillway"
"The Look Tac","2016-03-09T00:00:00.000","2016-03-14T00:00:00.000","Promotion",,"City Square, Southbank Spillway"
"Wagyu One Grand OpeningCeremony","2016-03-10T00:00:00.000","2016-03-11T00:00:00.000","Promotion",,"Bourke Street"
"Vamff At Myer","2016-03-11T00:00:00.000","2016-03-11T00:00:00.000","Promotion",,"Bourke Street"
"Share Our Streets","2016-03-15T00:00:00.000","2016-03-24T00:00:00.000","Promotion",,"Southbank Spillway , Promotional Sites"
"2016 Australian F1 Grand Prix","2016-03-17T00:00:00.000","2016-03-22T00:00:00.000","Promotion",,"Elizabeth Street"
"Child Fund Australia","2016-03-18T00:00:00.000","2016-03-18T00:00:00.000","Promotion",,"Flinders St Station"
"World Down Syndrome Day","2016-03-18T00:00:00.000","2016-03-18T00:00:00.000","Promotion",,"City Square, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Southbank Spillway"
"Good Friday Appeal 14hr Relay","2016-03-24T00:00:00.000","2016-03-24T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Mfc Marketing Project","2016-03-25T00:00:00.000","2016-03-25T00:00:00.000","Promotion",,"Flinders St Station"
"Premier's Active April","2016-03-29T00:00:00.000","2016-04-01T00:00:00.000","Promotion",,"Flinders St Station"
"Promotion - Tour De Cure Ride For Charity","2016-04-02T00:00:00.000","2016-04-02T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Tracky Dack Day - Fashion Police","2016-04-07T00:00:00.000","2016-04-08T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street"
"Nova 100's Browny Points","2016-04-07T00:00:00.000","2016-04-07T00:00:00.000","Promotion",,"Southbank Spillway"
"Good For Footy Raffle","2016-04-13T00:00:00.000","2016-04-13T00:00:00.000","Promotion",,"Queensbridge Square"
"World Records Store Day","2016-04-16T00:00:00.000","2016-04-16T00:00:00.000","Promotion",,"Flinders Street, Degraves Street"
"World Vision Australia","2016-04-18T00:00:00.000","2016-04-24T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Look Good Feel Better","2016-04-22T00:00:00.000","2016-04-22T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"World Vision Australia","2016-04-26T00:00:00.000","2016-07-17T00:00:00.000","Promotion",,"City Square, Southbank Spillway , Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"Australia's Biggest Morning Tea FreeTea Packs","2016-04-27T00:00:00.000","2016-04-27T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"Tyrrell's Tractor Activation","2016-04-30T00:00:00.000","2016-04-30T00:00:00.000","Promotion",,"Queensbridge Square , Piazza Italia , Southbank Spillway"
"Promotion - Child Fund Australia","2016-05-02T00:00:00.000","2016-05-06T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Media Launch Kowledge Week","2016-05-02T00:00:00.000","2016-05-02T00:00:00.000","Promotion",,"Heape Court"
"Starlight Day","2016-05-06T00:00:00.000","2016-05-06T00:00:00.000","Promotion",,"City Square"
"H & M Home Activation","2016-05-10T00:00:00.000","2016-05-15T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Pop Up Media Event","2016-05-10T00:00:00.000","2016-05-10T00:00:00.000","Promotion",,"Queensbridge Square , Bourke St Mall - next to Tourism booth"
"The Economist - Experiential","2016-05-12T00:00:00.000","2016-05-12T00:00:00.000","Promotion",,"Southbank Spillway"
"Myer Denim Promotion","2016-05-12T00:00:00.000","2016-05-12T00:00:00.000","Promotion",,"Bourke Street"
"Mfc Marketing Mid Year Promotion","2016-05-13T00:00:00.000","2016-08-05T00:00:00.000","Promotion",,"Flinders St Station, Southbank Spillway , Bourke St Mall - next to Tourism booth"
"Buro Magazine Sampling","2016-05-18T00:00:00.000","2016-05-19T00:00:00.000","Promotion",,"Flinders St Station"
"Continental Sensations Sampling","2016-05-19T00:00:00.000","2016-05-24T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway , Promotional Sites"
"65 Roses / Bourke St Mall","2016-05-27T00:00:00.000","2016-05-28T00:00:00.000","Promotion",,"City Square, Bourke St Mall - next to Tourism booth"
"National Reconciliation Week","2016-05-27T00:00:00.000","2016-05-27T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Elizabeth Street, Queensbridge Square , Southbank Spillway"
"Child Fund Australia","2016-05-30T00:00:00.000","2016-06-30T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"New Coles Jingle","2016-06-03T00:00:00.000","2016-06-03T00:00:00.000","Promotion",,"Queensbridge Square"
"Matildas Farewell/rio Olympics SendOff","2016-06-05T00:00:00.000","2016-06-05T00:00:00.000","Promotion",,"City Square"
"A Snag-a-thon For Siv","2016-06-09T00:00:00.000","2016-06-09T00:00:00.000","Promotion",,"Queensbridge Square"
"Nutella Road Trip","2016-06-27T00:00:00.000","2016-06-27T00:00:00.000","Promotion",,"Queensbridge Square"
"Bicycle Network Votebike Promotion","2016-06-29T00:00:00.000","2016-06-29T00:00:00.000","Promotion",,"City Square, Queensbridge Square"
"Footy Colours Day","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","Promotion",,"City Square, Flinders St Station"
"Coles Pizza Truck","2016-07-04T00:00:00.000","2016-07-12T00:00:00.000","Promotion",,"Queensbridge Square"
"Be A Souperhero","2016-07-06T00:00:00.000","2016-07-06T00:00:00.000","Promotion",,"Parliament Station"
"Myer Product Launch","2016-07-09T00:00:00.000","2016-07-09T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"OFX Tour De France","2016-07-14T00:00:00.000","2016-07-14T00:00:00.000","Promotion",,"Queensbridge Square"
"Priceline NYX Product Launch","2016-07-16T00:00:00.000","2016-07-16T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"O&G Breakfast Bar","2016-07-21T00:00:00.000","2016-07-21T00:00:00.000","Promotion",,"Southbank Spillway"
"Juventus Icc Activation","2016-07-24T00:00:00.000","2016-07-24T00:00:00.000","Promotion",,"Queensbridge Square , Piazza Italia"
"Cupcake Day Activation","2016-07-29T00:00:00.000","2016-07-29T00:00:00.000","Promotion",,"City Square"
"Kettle Chip Roadshow","2016-07-29T00:00:00.000","2016-07-29T00:00:00.000","Promotion",,"Queensbridge Square"
"World Hepatitis Day","2016-07-30T00:00:00.000","2016-07-30T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street"
"Friskies Sampling","2016-07-31T00:00:00.000","2016-08-12T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Small Business Festival VictoriaSapling Giveawa","2016-08-02T00:00:00.000","2016-08-03T00:00:00.000","Promotion",,"Bourke Street"
"Choc Pop Activations 1","2016-08-05T00:00:00.000","2016-08-19T00:00:00.000","Promotion",,"Parliament Station, Southbank Spillway , Evan Walker Bridge"
"World Vision Australia","2016-08-05T00:00:00.000","2016-08-22T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Michael Hill Jeweller Launch","2016-08-12T00:00:00.000","2016-08-14T00:00:00.000","Promotion",,"Bourke Street"
"Cotton On Bourke Street StoreOpening","2016-08-18T00:00:00.000","2016-08-21T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"World Vision Australia","2016-09-01T00:00:00.000","2016-09-29T00:00:00.000","Promotion",,"Flinders St Station, Queensbridge Square , Southbank Spillway"
"Choctober","2016-09-02T00:00:00.000","2016-09-02T00:00:00.000","Promotion",,"Southbank Spillway"
"Western Distributor Project","2016-09-05T00:00:00.000","2016-09-19T00:00:00.000","Promotion",,"Inner Suburb Locations, Promotional Sites, All Other Spaces"
"Daily Debrief Co Giveaways","2016-09-06T00:00:00.000","2016-09-06T00:00:00.000","Promotion",,"Flinders St Station"
"Coca Cole Lift Drink Sample","2016-09-16T00:00:00.000","2016-09-23T00:00:00.000","Promotion",,"Flinders St Station, Queensbridge Square"
"Benefit Browzam Sampling","2016-09-22T00:00:00.000","2016-09-22T00:00:00.000","Promotion",,"Bourke Street"
"Childfund Australia Promotion","2016-09-26T00:00:00.000","2016-12-23T00:00:00.000","Promotion",,"Flinders St Station, Southbank Spillway , Bourke St Mall - next to Tourism booth"
"Ovi Hydration - Watermelon Water","2016-09-27T00:00:00.000","2016-10-17T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Girls' Night In Promotion","2016-09-28T00:00:00.000","2016-09-28T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"World Vision Australia","2016-10-04T00:00:00.000","2016-10-25T00:00:00.000","Promotion",,"Queensbridge Square , Southbank Spillway"
"Hands Across The Water Bike - A-Thon","2016-10-07T00:00:00.000","2016-10-07T00:00:00.000","Promotion",,"City Square"
"Ikea Catalogue Sampling Activation","2016-10-11T00:00:00.000","2016-10-11T00:00:00.000","Promotion",,"Queensbridge Square"
"RESPECT Exhibition","2016-10-12T00:00:00.000","2016-10-23T00:00:00.000","Promotion",,"City Square, Southbank Spillway"
"Spring Racing Shopping Night","2016-10-13T00:00:00.000","2016-10-13T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"21st Birthday","2016-10-13T00:00:00.000","2016-10-25T00:00:00.000","Promotion",,"Bourke Street"
"B Active With Bfree","2016-10-14T00:00:00.000","2016-10-14T00:00:00.000","Promotion",,"Queensbridge Square"
"Diwali Dancers","2016-10-20T00:00:00.000","2016-10-20T00:00:00.000","Promotion",,"City Square, Bourke St Mall - next to Tourism booth"
"Proud & Punch Sampling","2016-10-21T00:00:00.000","2016-10-21T00:00:00.000","Promotion",,"Queensbridge Square"
"Asia Pacific Group","2016-10-22T00:00:00.000","2016-10-22T00:00:00.000","Promotion",,"Flinders St Station"
"Breastscreen Awareness","2016-10-24T00:00:00.000","2016-10-24T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"How Flexible Are You?","2016-10-27T00:00:00.000","2016-10-27T00:00:00.000","Promotion",,"City Square"
"National Bandanna Day","2016-10-28T00:00:00.000","2016-10-28T00:00:00.000","Promotion",,"Flagstaff Gardens, City Square"
"Man Made Meat","2016-10-28T00:00:00.000","2016-10-28T00:00:00.000","Promotion",,"Southbank Spillway"
