"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","216","65.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Parkville 3052","94","76.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","138","65.5","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","70.7","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Male","605","68.9","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Female","648","68.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","18-24 years","298","74.6","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","25-34 years","323","68.5","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","35-44 years","161","74.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","45-54 years","94","63.2","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","55-64 years","109","52.4","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","65+ years","274","49.8","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","City of Melbourne","1203","95.4","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Carlton 3053","127","97.7","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Docklands 3008","99","92.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","East Melbourne 3002","90","98.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Kensington / Flemington 3031","112","94.5","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Melbourne 3000","248","94.5","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","North Melbourne 3051 / West Melbourne 3003","207","95.8","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Parkville 3052","92","96.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","South Wharf / Southbank 3006","134","95.2","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","94","96.7","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Male","572","93.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","Female","626","97.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","18-24 years","278","96.5","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","25-34 years","308","96.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","35-44 years","155","92.2","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","45-54 years","93","97.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","55-64 years","103","90.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2019","65+ years","266","96.5","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","City of Melbourne","1259","61.4","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Carlton 3053","132","62.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Docklands 3008","105","53.4","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","East Melbourne 3002","95","72.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Kensington / Flemington 3031","113","65.1","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Melbourne 3000","265","57.6","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","216","63.4","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Parkville 3052","94","64.5","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","138","59.9","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","77.1","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Male","605","59.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","Female","648","63.4","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","18-24 years","298","66.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","25-34 years","323","61.7","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","35-44 years","161","60.3","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","45-54 years","94","60.9","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","55-64 years","109","61.9","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2019","65+ years","274","41.6","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","City of Melbourne","1259","4.3","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Carlton 3053","132","5.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Docklands 3008","105","2.6","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","East Melbourne 3002","95","2.9","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Kensington / Flemington 3031","113","4.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Melbourne 3000","265","4.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","North Melbourne 3051 / West Melbourne 3003","216","3.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Parkville 3052","94","3.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","South Wharf / Southbank 3006","138","4.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","4.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Male","605","4.0","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","Female","648","4.4","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","18-24 years","298","3.6","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","25-34 years","323","3.4","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","35-44 years","161","5.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","45-54 years","94","14.8","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","55-64 years","109","0.0","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2019","65+ years","274","0.3","Per cent"
