"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Kensington/ Flemingon 3031","142","58.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Melbourne 3000","285","66.8","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","North Melbourne 3051 / West Melbourne 3003","184","73.5","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Parkville 3052","72","86.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Southbank/ South Wharf 3006","123","71.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","54.5","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Male","549","66.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Female","687","69.7","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","18-24 years","290","71.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","25-34 years","262","71.2","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","35-44 years","138","64.8","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","45-54 years","131","65.8","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","55-64 years","146","63.6","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","65+ years","280","50.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","City of Melbourne","1194","93.8","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Carlton 3053","119","97.7","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Docklands 3008","98","94.5","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","East Melbourne 3002","80","93.9","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Kensington/ Flemingon 3031","136","93.7","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Melbourne 3000","271","96.5","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","North Melbourne 3051 / West Melbourne 3003","178","93.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Parkville 3052","70","89.2","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Southbank/ South Wharf 3006","117","88.6","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","125","86.9","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Male","523","91.4","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","Female","661","96.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","18-24 years","271","94.4","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","25-34 years","249","96.0","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","35-44 years","131","92.3","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","45-54 years","128","91.4","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","55-64 years","143","94.2","Per cent"
"14","Council Plan Indicator","Relationship with Aboriginal people","Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation","Reported as very important or important","2018","65+ years","272","85.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","City of Melbourne","1090","58.9","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Carlton 3053","104","59.3","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Docklands 3008","90","44.8","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","East Melbourne 3002","78","63.8","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Kensington/ Flemingon 3031","134","69.6","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Melbourne 3000","235","54.8","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","North Melbourne 3051 / West Melbourne 3003","163","68.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Parkville 3052","62","56.6","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Southbank/ South Wharf 3006","104","58.8","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","120","58.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Male","487","55.1","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","Female","596","63.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","18-24 years","223","67.2","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","25-34 years","211","52.0","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","35-44 years","128","50.1","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","45-54 years","115","69.1","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","55-64 years","137","62.4","Per cent"
"15","Council Plan Indicator","Food production and consumption","Produce own food and consumed in last week","Yes, in the last 12 months","2018","65+ years","276","59.9","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","City of Melbourne","1247","3.5","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Carlton 3053","126","7.4","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Docklands 3008","103","4.2","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","East Melbourne 3002","82","1.4","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Kensington/ Flemingon 3031","142","1.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Melbourne 3000","285","3.3","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","North Melbourne 3051 / West Melbourne 3003","184","2.3","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Parkville 3052","72","1.0","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Southbank/ South Wharf 3006","123","4.2","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","2.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Male","549","3.0","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","Female","687","3.9","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","18-24 years","290","2.1","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","25-34 years","262","2.7","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","35-44 years","138","5.5","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","45-54 years","131","8.3","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","55-64 years","146","3.6","Per cent"
"16","Council Plan Indicator","Knowledge of Aboriginal culture","Aware of traditional owners of Melbourne","Able to name both Wurundjeri and Boonwurrung","2018","65+ years","280","4.2","Per cent"
