"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"4609","GG",,,"COURT LIAISON SPECIALIST","BNH","Black Alone Non-Hispanic","M","Male","2013-06-18T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3797","GG",,,"Labor Relations Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-06-14T00:00:00.000","Florida",,"33024","POINT (-80.24285889 26.025620272)"
"4148","GG",,,"POLICE SERVICE TECHNICIAN I","BNH","Black Alone Non-Hispanic","M","Male","2013-09-06T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4126","GG",,,"Photographic Laboratory Technician","WNH","White Alone Non-Hispanic","M","Male","2012-03-26T00:00:00.000","Florida",,"33919","POINT (-81.901655985 26.550622941)"
"010-03689","GRU",,,"POWER PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2011-04-06T00:00:00.000","Florida",,"32792","POINT (-81.302288546 28.605532462)"
"010-04473","GRU",,,"Customer Service Representative II","BNH","Black Alone Non-Hispanic","F","Female","2013-01-19T00:00:00.000","Florida",,"33056","POINT (-80.248307527 25.948031508)"
"010-04364","GRU",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","F","Female","2012-10-13T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4061","GG",,,"Program Coordinator","BNH","Black Alone Non-Hispanic","F","Female","2012-02-11T00:00:00.000","Florida",,"34471","POINT (-82.12271683 29.169870467)"
"3849","GG",,,"Planner, Senior","WNH","White Alone Non-Hispanic","M","Male","2011-07-25T00:00:00.000","Nevada",,"98383","POINT (-122.692889149 47.660006612)"
"3517","GG",,,"Transit Operator Trainee","2NH","Balance of 2+ Races and Some Other Race, Non-Hispanic","M","Male","2010-12-07T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04256","GRU",,,"Customer Accounts Representative","WNH","White Alone Non-Hispanic","M","Male","2012-07-19T00:00:00.000","Florida",,"32177","POINT (-81.66458814 29.652192147)"
"4147","GG",,,"Tree Surgeon II - Public Works","BNH","Black Alone Non-Hispanic","M","Male","2012-04-24T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3939","GG",,,"Analyst, Senior","WNH","White Alone Non-Hispanic","M","Male","2011-12-27T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2013-07-15T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4629","GG",,,"Assistant Operations Manager","ANH","Asian Alone Non-Hispanic","M","Male","2013-05-22T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-08T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4945","GG",,,"Temporary- Golf Cart Attendant","WNH","White Alone Non-Hispanic","M","Male","2014-02-28T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4379","GG",,,"Custodial Worker","BNH","Black Alone Non-Hispanic","M","Male","2012-10-21T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2013-10-10T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4577","GG",,,"Fleet Mechanic I - RTS","WNH","White Alone Non-Hispanic","M","Male","2014-05-27T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4540","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2013-03-04T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"4535","GG",,,"TRANSIT OPERATOR TRAINEE","BNH","Black Alone Non-Hispanic","M","Male","2013-03-13T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4085","GG",,,"Parks Maintenance Worker I","BNH","Black Alone Non-Hispanic","M","Male","2012-03-02T00:00:00.000","Florida",,"32694","POINT (-82.147809237 29.76905107)"
"3915","GG",,,"Temporary Support Staff I","BNH","Black Alone Non-Hispanic","M","Male","2011-09-12T00:00:00.000","Florida",,"34475","POINT (-82.153136213 29.222662284)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-10-23T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3614","GG",,,"Recreation Supervisor- Athletics","BNH","Black Alone Non-Hispanic","F","Female","2011-02-22T00:00:00.000","Georgia",,"30350","POINT (-84.340038312 33.979013799)"
"010-03498","GRU",,,"Substation Electrician, Apprentice","WNH","White Alone Non-Hispanic","M","Male","2010-11-04T00:00:00.000","Florida",,"32148","POINT (-81.881786275 29.640504082)"
"4949","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2014-05-28T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4233","GG",,,"VEHICLE SERVICE ATTENDANT - RTS","BNH","Black Alone Non-Hispanic","M","Male","2013-09-29T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-27T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4855","GG",,,"Grant Program Specialist-Cultural Affairs","WNH","White Alone Non-Hispanic","F","Female","2013-12-30T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3703","GG",,,"Administrative Assistant","WNH","White Alone Non-Hispanic","M","Male","2011-04-17T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3836","GG",,,"Temporary Laborer (Golf-Cart Attendant)","BNH","Black Alone Non-Hispanic","M","Male","2011-11-06T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4441","GG",,,"Projects Coordinator","OH","Other Hispanic or Latino","M","Male","2012-12-19T00:00:00.000","California",,"90631","POINT (-117.952657604 33.931800969)"
"3739","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2011-06-02T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4085","GG",,,"Parks Maintenance Worker I","WNH","White Alone Non-Hispanic","M","Male","2012-07-05T00:00:00.000","Florida",,"32693","POINT (-82.81416797 29.612830742)"
"4936","GG",,,"Temporary Parking Operations Attendant 2","BNH","Black Alone Non-Hispanic","M","Male","2014-05-07T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4007","GG",,,"AQUATIC LEADER","WNH","White Alone Non-Hispanic","M","Male","2011-12-02T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3484","GG",,,"Mainteance Worker I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-10-26T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"010-03971","GRU",,,"Meter Reader","BNH","Black Alone Non-Hispanic","F","Female","2011-11-21T00:00:00.000","Florida",,"32968","POINT (-80.438909883 27.597421666)"
"4187","GG",,,"Temporary Server","WNH","White Alone Non-Hispanic","M","Male","2013-05-19T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4792","GG",,,"POLICE SERVICE TECHNICIAN l","WNH","White Alone Non-Hispanic","M","Male","2013-12-11T00:00:00.000","Rhode Island",,"02882","POINT (-71.463175667 41.431076247)"
"4951","GG",,,"BEHAVIORAL SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2014-04-03T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4345","GG",,,"Golf Cart Attendant","WNH","White Alone Non-Hispanic","F","Female","2013-05-20T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3635","GG",,,"Temporary Swim Instructor","PND","Prefer Not to Disclose","M","Male","2011-06-12T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-03546","GRU",,,"Executive Assistant Sr.","WNH","White Alone Non-Hispanic","F","Female","2010-12-19T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"010-03499","GRU",,,"COAL ASH EQUIPMENT OPERATOR II","WNH","White Alone Non-Hispanic","M","Male","2010-10-14T00:00:00.000","Florida",,"34476","POINT (-82.204398588 29.084551939)"
"010-03712","GRU",,,"Intern","WNH","White Alone Non-Hispanic","M","Male","2011-04-18T00:00:00.000","Florida",,"32612","POINT (-82.371668265 29.610232429)"
"3744","GG",,,"Fire Driver Operator","WH","White Alone Hispanic","M","Male","2011-05-12T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-03536","GRU",,,"OPERATIONS ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2011-01-30T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3839","GG",,,"Vehicle Service Attendant RTS","BNH","Black Alone Non-Hispanic","M","Male","2011-08-05T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04158","GRU",,,"Operations Assistant - Energy Delivery","BNH","Black Alone Non-Hispanic","F","Female","2012-07-29T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4836","GG",,,"Safety Specialist","WH","White Alone Hispanic","M","Male","2013-12-16T00:00:00.000","New Jersey",,"07026","POINT (-74.107446079 40.878078707)"
"4538","GG",,,"Temp Support Staff I","WNH","White Alone Non-Hispanic","F","Female","2013-03-14T00:00:00.000","Florida",,"32614-0146","POINT (-82.371670626 29.610220259)"
"010-03864","GRU",,,"Technical Support Specialist, Sr.","WNH","White Alone Non-Hispanic","M","Male","2011-07-26T00:00:00.000","Ohio",,"45214","POINT (-84.537397151 39.120689093)"
"010-03745","GRU",,,"Production Technician","WNH","White Alone Non-Hispanic","M","Male","2011-11-08T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4061","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","M","Male","2012-01-31T00:00:00.000","Ohio",,"45036","POINT (-84.205616876 39.444209512)"
"4540","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2013-03-03T00:00:00.000","Florida",,"32024","POINT (-82.715749251 30.098993408)"
"010-04020","GRU",,,"Customer Accounts Representative","WNH","White Alone Non-Hispanic","F","Female","2011-12-16T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3655","GG",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2011-03-08T00:00:00.000","Florida",,"32735","POINT (-81.741338317 28.89168149)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","M","Male","2013-06-03T00:00:00.000","Florida",,"34219","POINT (-82.430477914 27.557382441)"
"3960","GG",,,"Parks Maintenance Worker III","WNH","White Alone Non-Hispanic","M","Male","2011-10-16T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4198","GG",,,"TEL SERVE OPERATOR","WNH","White Alone Non-Hispanic","F","Female","2012-06-08T00:00:00.000","Florida",,"33914","POINT (-82.002898958 26.574642132)"
"4609","GG",,,"COURT LIAISON SPECIALIST","BNH","Black Alone Non-Hispanic","M","Male","2013-06-18T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4949","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2014-05-09T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"010-04552","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","F","Female","2013-04-27T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"010-04524","GRU",,,"Analyst Sr","WNH","White Alone Non-Hispanic","F","Female","2013-02-22T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"4797","GG",,,"Sr. Assistant City Attorney","WNH","White Alone Non-Hispanic","M","Male","2013-11-18T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"3603","GG",,,"Program Coordinator","WH","White Alone Hispanic","M","Male","2013-01-15T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-03516","GRU",,,"Executive Assistant Senior","BNH","Black Alone Non-Hispanic","F","Female","2010-12-13T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2013-10-10T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4535","GG",,,"TRANSIT OPERATOR TRAINEE","WH","White Alone Hispanic","F","Female","2013-03-29T00:00:00.000","Florida",,"32614","POINT (-82.371668265 29.610232429)"
"010-04039","GRU",,,"Wastewater Mechanic","WNH","White Alone Non-Hispanic","M","Male","2012-02-21T00:00:00.000","Florida",,"32147","POINT (-81.803419756 29.627781906)"
"4980","GG",,,"Operations Supervisor - Public Works","WNH","White Alone Non-Hispanic","M","Male","2014-05-19T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04965","GRU",,,"ENGINEER I/UTILITY DESIGNER","WNH","White Alone Non-Hispanic","M","Male","2014-04-19T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4945","GG",,,"Temporary- Golf Cart Attendant","WNH","White Alone Non-Hispanic","M","Male","2014-02-28T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4379","GG",,,"Custodial Worker","BNH","Black Alone Non-Hispanic","M","Male","2012-10-21T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"010-04273","GRU",,,"STAFF ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2012-07-28T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"010-04124","GRU",,,"IT Web Applications Developer, Sr.","ANH","Asian Alone Non-Hispanic","M","Male","2012-04-29T00:00:00.000","Florida",,"34476","POINT (-82.204398588 29.084551939)"
"3633","GG",,,"Code Enforcement Officer","WNH","White Alone Non-Hispanic","M","Male","2011-05-22T00:00:00.000","Florida",,"32603","POINT (-82.345467882 29.65451238)"
"4736","GG",,,"Accounting Clerk 1 General Services Administration","WNH","White Alone Non-Hispanic","F","Female","2013-09-23T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03646","GRU",,,"Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2011-02-22T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4611","GG",,,"GIS Specialist - Planning","WNH","White Alone Non-Hispanic","F","Female","2013-05-04T00:00:00.000","Rhode Island",,"02906","POINT (-71.394329055 41.835318179)"
"3568","GG",,,"Police Officer","WNH","White Alone Non-Hispanic","M","Male","2011-04-12T00:00:00.000","New York",,"12183","POINT (-73.692737029 42.744058699)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","M","Male","2011-12-23T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-04770","GRU",,,"Temporary Professional Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2013-10-05T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4049","GG",,,"Vehicle Service Attendant - RTS","ANH","Asian Alone Non-Hispanic","M","Male","2012-01-23T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4992","GG",,,"TEMPORARY POLICE CADET II","WNH","White Alone Non-Hispanic","M","Male","2014-05-22T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03878","GRU",,,"Power Plant Mechanic","WNH","White Alone Non-Hispanic","M","Male","2011-08-15T00:00:00.000","Florida",,"34431","POINT (-82.501527444 29.139312043)"
"4085","GG",,,"Parks Maintenance Worker I","WNH","White Alone Non-Hispanic","M","Male","2012-07-05T00:00:00.000","Florida",,"32693","POINT (-82.81416797 29.612830742)"
"010-04287A","GRU",,,"Internship - Computer or Industrial Systems Engineer","AWNH","Asian and White Non-Hispanic","M","Male","2013-05-18T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04552","GRU",,,"Meter Reader","BNH","Black Alone Non-Hispanic","M","Male","2013-05-01T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4531","GG",,,"Small and Minority Business Procurement Program Coordinator","ANH","Asian Alone Non-Hispanic","F","Female","2013-03-24T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04444","GRU",,,"OPERATIONS ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2012-12-17T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-09-03T00:00:00.000","Florida",,"32765","POINT (-81.210769695 28.647970131)"
"4222","GG",,,"Nature Assistant","WNH","White Alone Non-Hispanic","M","Male","2012-08-12T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04364","GRU",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","M","Male","2012-10-17T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4143","GG",,,"TRANSIT PLANNER","WNH","White Alone Non-Hispanic","M","Male","2012-08-13T00:00:00.000","Florida",,"32304","POINT (-84.325817109 30.447071798)"
"3968","GG",,,"Clerk II - Billing & Collections","WNH","White Alone Non-Hispanic","M","Male","2011-10-13T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-10-23T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3963","GG",,,"TEMPORARY LABORER (Golf Cart Attendant)","WNH","White Alone Non-Hispanic","F","Female","2012-01-21T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04014","GRU",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-12-19T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4700","GG",,,"POLICE OFFICER","OH","Other Hispanic or Latino","M","Male","2014-06-11T00:00:00.000","Florida",,"32708","POINT (-81.287346072 28.683903327)"
"010-03994","GRU",,,"Technical Support Specialist I - GRUCom","WNH","White Alone Non-Hispanic","M","Male","2011-11-18T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4466","GG",,,"Solid Waste Collection Inspector","BNH","Black Alone Non-Hispanic","M","Male","2013-02-08T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4736","GG",,,"Accounting Clerk 1 General Services Administration","BNH","Black Alone Non-Hispanic","F","Female","2013-09-24T00:00:00.000","Florida",,"32616","POINT (-82.497069469 29.794473697)"
"2979","GG",,,"Internship Application","PND","Prefer Not to Disclose","F","Female","2011-07-20T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2012-01-03T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4422","GG",,,"Building Official","WNH","White Alone Non-Hispanic","M","Male","2013-01-02T00:00:00.000","Florida",,"32907","POINT (-80.676468714 28.012673842)"
"010-03751","GRU",,,"PRODUCTION TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2011-11-08T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4944","GG",,,"Temporary- Pro Shop Attendant","WNH","White Alone Non-Hispanic","M","Male","2014-02-27T00:00:00.000","Florida",,"33830","POINT (-81.821599259 27.896922895)"
"3627","GG",,,"Photographic Laboratory Technician","WNH","White Alone Non-Hispanic","F","Female","2011-02-22T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"3752","GG",,,"Service Maintenance Temporary - Pro Shop","WNH","White Alone Non-Hispanic","M","Male","2012-02-21T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-02-21T00:00:00.000","Florida",,"32080","POINT (-81.270839397 29.828881796)"
"4034","GG",,,"Fleet Mechanic II","WNH","White Alone Non-Hispanic","M","Male","2013-01-30T00:00:00.000","Florida",,"93611","POINT (-119.682117523 36.824418861)"
"010-03511","GRU",,,"PROCESS PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2010-12-19T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4233","GG",,,"VEHICLE SERVICE ATTENDANT - RTS","BNH","Black Alone Non-Hispanic","M","Male","2013-09-29T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04737","GRU",,,"ENGINEERING INTERN","WNH","White Alone Non-Hispanic","M","Male","2014-04-13T00:00:00.000","Texas",,"77840","POINT (-96.323719901 30.614532655)"
"4388","GG",,,"Code Enforcement Officer","WNH","White Alone Non-Hispanic","F","Female","2012-11-30T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3786","GG",,,"TRANSIT OPERATOR TRAINEE","BNH","Black Alone Non-Hispanic","F","Female","2011-07-24T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3960","GG",,,"Parks Maintenance Worker III","WNH","White Alone Non-Hispanic","M","Male","2011-10-16T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4535","GG",,,"TRANSIT OPERATOR TRAINEE","BNH","Black Alone Non-Hispanic","M","Male","2013-03-13T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3710","GG",,,"HR/OD Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-05-10T00:00:00.000","Tennessee",,"32608","POINT (-82.39913739 29.60683029)"
"010-03932","GRU",,,"Dispatcher","ANH","Asian Alone Non-Hispanic","M","Male","2011-10-17T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4949","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2014-06-28T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4001","GG",,,"Customer Accounts Rep - B&C","PND","Prefer Not to Disclose","F","Female","2011-11-29T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3470","GG",,,"ENGINEER /UTILITY DESIGNER","WNH","White Alone Non-Hispanic","M","Male","2010-10-14T00:00:00.000","Florida",,"32603","POINT (-82.345467882 29.65451238)"
"4433","GG",,,"Intergovermental Affairs Coordinator","WNH","White Alone Non-Hispanic","M","Male","2013-07-16T00:00:00.000","Florida",,"32302","POINT (-84.2833273 30.441831722)"
"4562","GG",,,"Temporary Professional/Behavioral Specialist- Summer Camp","PND","Prefer Not to Disclose","F","Female","2013-04-14T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4862","GG",,,"Labor Crew Leader II, Drainage Division","WNH","White Alone Non-Hispanic","M","Male","2013-12-23T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"010-03609","GRU",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","M","Male","2011-02-26T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3540","GG",,,"Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2010-12-06T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"3996","GG",,,"General Services Support Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-11-08T00:00:00.000","Florida",,"34488","POINT (-81.935047352 29.207950095)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-06T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WNH","White Alone Non-Hispanic","M","Male","2013-09-09T00:00:00.000","Georgia",,"31021","POINT (-82.932686685 32.529042014)"
"3763","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2011-05-31T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"010-04786","GRU",,,"Accountant, Senior","WNH","White Alone Non-Hispanic","F","Female","2013-10-28T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3388","GG",,,"Fleet Mechanic II","BNH","Black Alone Non-Hispanic","M","Male","2011-07-05T00:00:00.000","California",,"93031","POINT (-119.180799479 34.220222435)"
"3372","GG",,,"Fleet Mechanic II, RTS","WNH","White Alone Non-Hispanic","M","Male","2012-01-30T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"3519","GG",,,"Support Specialist","WNH","White Alone Non-Hispanic","M","Male","2010-10-27T00:00:00.000","Florida",,"32614","POINT (-82.371668265 29.610232429)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-09-12T00:00:00.000","Florida",,"34472","POINT (-82.02001828 29.122153616)"
"3578","GG",,,"Account Clerk","WNH","White Alone Non-Hispanic","M","Male","2011-01-12T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-09T00:00:00.000","Florida",,"34420","POINT (-82.046318598 29.051981777)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2013-07-08T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4104","GG",,,"Temporary Site Supervisor - Summer Camp","BNH","Black Alone Non-Hispanic","F","Female","2012-05-01T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3569","GG",,,"Police Officer (Certified)","WNH","White Alone Non-Hispanic","M","Male","2011-07-03T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3479","GG",,,"Operations Supervisor - Stormwater Construction","WNH","White Alone Non-Hispanic","M","Male","2011-08-25T00:00:00.000","Florida",,"32140","POINT (-81.875759752 29.757302175)"
"4797","GG",,,"Sr. Assistant City Attorney","WNH","White Alone Non-Hispanic","F","Female","2013-11-17T00:00:00.000","Florida",,"33809","POINT (-81.953496246 28.142241906)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-06-28T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03878","GRU",,,"Power Plant Mechanic","WNH","White Alone Non-Hispanic","M","Male","2011-08-28T00:00:00.000","Florida",,"32148","POINT (-81.881786275 29.640504082)"
"4307","GG",,,"HR/OD Representative II","WNH","White Alone Non-Hispanic","F","Female","2012-09-13T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4803","GG",,,"Development and Partnership Program Coordinator","WNH","White Alone Non-Hispanic","F","Female","2013-10-29T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4307","GG",,,"HR/OD Representative II","BNH","Black Alone Non-Hispanic","F","Female","2012-09-13T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-03878","GRU",,,"Power Plant Mechanic","BNH","Black Alone Non-Hispanic","M","Male","2011-08-28T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-04473","GRU",,,"Customer Service Representative II","WNH","White Alone Non-Hispanic","F","Female","2013-01-13T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
