"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Parkinsons disease","X65.","39318"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Intracranial Hemorrhage","X65.","5899"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","TBI","X65.","14231"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Dementia","X65.","131971"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Cognitive Disorders - Other","X65.","94342"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Spinal cord injury","X65.","8399"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Paralysis - Other","X65.","10483"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Headache","X65.","48133"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Dizziness/vertigo","X65.","79884"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Peripheral Nerve Disorders","X65.","130466"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Carpal Tunnel Syndrome","X65.","27676"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Nervous System Symptoms/Disorders - Other","X65.","174488"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Major Depressive Disorder","X65.","75041"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Depression, possible - Other","X65.","265358"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","PTSD","X65.","179949"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Acute stress disorders","X65.","2632"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Anxiety disorders/ other","X65.","136697"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Adjustment disorders","X65.","28210"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Bipolar disorders","X65.","22768"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Schizophrenia","X65.","20300"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychotic disorders - Other","X65.","18019"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Alcohol use disorders","X65.","82731"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Drug use disorders","X65.","24806"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Eating disorders","X65.","340"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Dissociative disorders","X65.","160"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Personality disorders","X65.","7023"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Conduct/impulse control disorders","X65.","3177"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Somatiform disorders","X65.","3828"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Attention Deficit Disorder/Hyperkinetic Disorder","X65.","2793"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychiatric disorders, nonspecific","X65.","19731"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","PerBlindness/Low Vision","X65.","71621"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Refraction disorders","X65.","512764"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Glaucoma","X65.","271770"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Cataract","X65.","617096"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Eye disorders - Other","X65.","533158"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Hearing problems","X65.","666937"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Ear disorders - Other","X65.","154078"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Caries","X65.","105356"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Gingivitis/Periodontitis","X65.","76949"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Loss of Teeth","X65.","64619"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Disorders - Other","X65.","120353"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin cancer (non-Melanoma)","X65.","115245"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin ulcer - chronic","X65.","44923"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin infection","X65.","67828"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Psoriasis","X65.","28332"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Dermatologic disorders - Other","X65.","508987"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep apnea","X65.","176022"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep disturbance - Other","X65.","120757"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Malaise and fatigue","X65.","47758"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Syncope","X65.","29664"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Abdominal pain","X65.","60811"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Chronic Pain Syndromes","X65.","60835"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Allergies and urticaria","X65.","29248"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Edema","X65.","90175"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Symptoms - Other","X65.","89380"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use Disorder","X65.","218329"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use History","X65.","49058"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Poisoning","X65.","6343"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Other injuries and conditions due to external causes","X65.","160350"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Effects of surgical procedures or medical care","X65.","42725"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Housing insufficiency","X65.","19240"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Psychosocial factors - Other","X65.","106000"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Residual Codes","X65.","372836"
"Age Group","A. Socio-demographic Characteristics","A1. Distribution of Age among FY13 Veteran VHA Patients","Age Group (Overall)","Overall",,"Overall","X65.74","1338683"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"F","X65.74","22890"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"M","X65.74","1315790"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"AI/AN","X65.74","6934"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Asian","X65.74","7196"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Black/African American","X65.74","145332"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"NH/OPI","X65.74","7480"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"White","X65.74","1106039"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Hispanic","X65.74","51961"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Multi-race","X65.74","6748"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Unknown","X65.74","6993"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Highly Rural","X65.74","22105"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Other Rural","X65.74","549815"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Urban","X65.74","762514"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"No SC","X65.74","709616"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 0-49","X65.74","280787"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 50-99","X65.74","228000"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 100","X65.74","119382"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","0 encounters","X65.74","27831"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","1 encounter","X65.74","58185"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","2 encounters","X65.74","85671"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","3-5 encounters","X65.74","238949"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","6-11 encounters","X65.74","316650"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","12+ encounters","X65.74","611397"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","0 encounters","X65.74","122539"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","1 encounter","X65.74","377372"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","2 encounters","X65.74","317311"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","3-5 encounters","X65.74","387333"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","6-11 encounters","X65.74","107141"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","12+ encounters","X65.74","26987"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","0 encounters","X65.74","1088166"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","1 encounter","X65.74","56193"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","2 encounters","X65.74","41845"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","3-5 encounters","X65.74","74422"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","6-11 encounters","X65.74","39639"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","12+ encounters","X65.74","38418"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","0 encounters","X65.74","1134652"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","1 encounter","X65.74","116710"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","2 encounters","X65.74","43976"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","3-5 encounters","X65.74","34976"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","6-11 encounters","X65.74","7409"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","12+ encounters","X65.74","960"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","0 encounters","X65.74","575856"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","1 encounter","X65.74","253675"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","2 encounters","X65.74","145516"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","3-5 encounters","X65.74","195680"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","6-11 encounters","X65.74","106313"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","12+ encounters","X65.74","61643"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","0 encounters","X65.74","1112754"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","1 encounter","X65.74","41827"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","2 encounters","X65.74","34080"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","3-5 encounters","X65.74","42895"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","6-11 encounters","X65.74","31513"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","12+ encounters","X65.74","75614"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"INFECTIOUS DISEASE","X65.74","271450"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"ENDOCRINE/METABOLIC/NUTRITIONAL","X65.74","1010886"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CARDIOVASCULAR","X65.74","984223"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"RESPIRATORY","X65.74","395985"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"GASTROINTESTINAL","X65.74","505192"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"URINARY","X65.74","256468"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"REPRODUCTIVE HEALTH","X65.74","392971"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"BREAST","X65.74","6585"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CANCER","X65.74","191928"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"HEMATOLOGIC/IMMUNOLOGIC","X65.74","155765"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MUSCULOSKELETAL","X65.74","631472"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"NEUROLOGIC","X65.74","305786"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MENTAL HEALTH/SUD","X65.74","376126"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"SENSE ORGAN","X65.74","670084"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DENTAL","X65.74","113229"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DERMATOLOGIC","X65.74","336066"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"OTHER","X65.74","605878"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","HIV/AIDS","X65.74","3574"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Tuberculosis","X65.74","1227"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Mycoses","X65.74","97426"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Infections - Other","X65.74","48216"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Diabetes Mellitus","X65.74","445897"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Lipid Disorders","X65.74","801860"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Overweight/Obesity","X65.74","233541"
