"location_code","prek_type","borough","district","name","phone","day_length","area_name","seats","spcoordx","spcoordy","email","website","meals","sems_code","location"
"XAHL","NYCEEC","Bronx","8","East Bronx Day Care Center","(718) 617-2900","Full Day","Soundview - Bruckner","40","1017010","240188","eastbronxdaycare@verizon.net",,"3","08XAHL","1113 Colgate Avenue
Bronx, NY 10472
(40.82601783000007, -73.88147084399998)"
"XARW","NYCEEC","Bronx","12","C.S. 61 Early Childhood","(718) 764-2409","Full Day","Crotona Park East","60","1013920","243972","lachellew@childrensaidsociety.org","http://childrensaidsociety.org","3","12XARW","1550 Crotona Park East
Bronx, NY 10460
(40.836583543000074, -73.89279903699997)"
"X085","DOE","Bronx","10","P.S. 085 Great Expectations","(718) 584-5275","Full Day","Fordham South","144","1013385","252272",,,"3","10X085","2400 MARION AVENUE
Bronx, NY 10458
(40.85892052600008, -73.89506557499993)"
"X108","DOE","Bronx","11","P.S. 108 Philip J. Abinanti","(718) 863-9829","Full Day","Pelham Parkway","18","1024921","250658","csperra@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X108","5","11X108","1166 NEILL AVENUE
Bronx, NY 10461
(40.854778499000076, -73.85305394399995)"
"XAWZ","NYCEEC","Bronx","8","Brightside Academy - Intervale","(718) 991-5465","Full Day","Longwood","47","1012891","238741","hgreen@brightsideacademy.com","http://brightsideacademy.com","5","08XAWZ","960 Intervale Avenue
Bronx, NY 10459
(40.82175578600004, -73.89684592099997)"
"XAIM","NYCEEC","Bronx","9","Highbridge Advisory Council Early Childhood Center #3","(718) 293-9196","Full Day","Highbridge","29","1005135","246172","souting@hacss.com","http://Highbridgeadvisorycouncil.com","3","09XAIM","1399 Ogden Avenue
Bronx, NY 10452
(40.84235770500004, -73.92425446699997)"
"XAAX","NYCEEC","Bronx","9","Christ the King School","(718) 538-5959","Full Day","East Concourse - Concourse Village","54","1007665","244411","ctk_braswell@hotmail.com","http://christthekingbronx.org","3","09XAAX","1345 Grand Concourse
Bronx, NY 10452
(40.837499947000026, -73.91507210199995)"
"XAHS","NYCEEC","Bronx","11","LITTLE STARS TOO, INC.","(718) 515-8800","Full Day","Allerton-Pelham Gardens","40","1023981","254689","lstarstoo@aol.com",,"3","11XAHS","1083 Allerton Avenue
Bronx, NY 10469
(40.86547765800003, -73.85641084599996)"
"XAYE","NYCEEC","Bronx","10","Little Scholars Early Development Center","(718) 887-2928","Full Day","University Heights - Morris Heights","72","1008405","248418","jcorniel29@gmail.com","http://littlescholarsedc.com","5","10XAYE","1770 Davidson Avenue
Bronx, NY 10453
(40.84840134500007, -73.91295359799994)"
"X003","DOE","Bronx","10","P.S. 3 Raul Julia Micro Society","(718) 584-1899","Full Day","East Tremont","36","1014171","249042","mortiz21@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X003","2","10X003","2100 LAFONTAINE AVENUE
Bronx, NY 10457
(40.84992107900007, -73.89223572299994)"
"XAFA","NYCEEC","Bronx","11","UCP/NYC's Bronx Children's Program","(718) 652-9790","Full Day","Allerton - Pelham Gardens","16","1029987","251601","bellman@ucpnyc.org","http://ucpnyc.org","2","11XAFA","1770 Stillwell Avenue
Bronx, NY 10469
(40.85745367100003, -73.83628076599996)"
"X119","DOE","Bronx","8","P.S. 119","(718) 822-5198","Full Day","Soundview - Bruckner","36","1023835","241166","ltyner@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X119","2","08X119","1075 PUGSLEY AVENUE
Bronx, NY 10472
(40.828463258000056, -73.85657763199998)"
"X112","DOE","Bronx","11","P.S. 112 Bronxwood","(718) 654-6377","Full Day","Eastchester - Edenwald - Baychester","38","1027392","261662","sbarnes2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X112","3","11X112","1925 SCHIEFFELIN AVENUE
Bronx, NY 10466
(40.88456455800008, -73.84384780099998)"
"X340","DOE","Bronx","10","P.S. 340","(718) 220-1830","Full Day","Van Cortlandt Village","18","1012674","255963","macosta@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X340","2","10X340","25 WEST 195 STREET
Bronx, NY 10468
(40.86900644900004, -73.89744849399995)"
"X062","DOE","Bronx","8","P.S. 062 Inocensio Casanova","(718) 585-1617","Full Day","Longwood","54","1011862","235824","lmanfre2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X062","2","08X062","660 FOX STREET
Bronx, NY 10455
(40.814026064000075, -73.90054892599994)"
"X049","DOE","Bronx","7","P.S. 049 Willis Avenue","(718) 292-4623","Full Day","Mott Haven - Port Morris","72","1005573","234479","fhernandez2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X049","2","07X049","383 EAST 139 STREET
Bronx, NY 10454
(40.81004649300007, -73.92296923199996)"
"XAKX","NYCEEC","Bronx","7","Anna Lefkowitz DCC","(718) 292-8682","Full Day","Melrose South - Mott Haven North","30","1010022","236827","judy.valez.phm@gmail.com","http://philiphmichaels.org","3","07XAKX","690 Westchester Avenue
Bronx, NY 10455
(40.81675375000003, -73.90732287199995)"
"XAAC","NYCEEC","Bronx","12","Puerto Rican Family Institute Bronx Head Start","(718) 991-5590","Half Day","Morrisania - Melrose","54","1012812","242680","jrfigueroa@prfi.org","http://prfi.org","3","12XAAC","1423 Prospect Avenue
Bronx, NY 10459
(40.83270841900003, -73.89656584599999)"
"X025","DOE","Bronx","7","P.S. 025 Bilingual School","(718) 292-2995","Full Day","Melrose South - Mott Haven North","36","1010315","235403","ctoledo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X025","2","07X025","811 EAST 149 STREET
Bronx, NY 10455
(40.812644533000025, -73.90607623199998)"
"XAYH","NYCEEC","Bronx","12","Oaktree House Learning Center","(646) 508-2227","Full Day","Parkchester","30","1022299","243386","oaktree1891@yahoo.com",,"5","12XAYH","1891 Mcgraw Avenue
Bronx, NY 10462
(40.834514254000055, -73.86215840599993)"
"XAOX","NYCEEC","Bronx","10","Child Development Center of Mosholu Montefiore CC","(718) 882-4000","Half Day","Norwood","144","1017203","260454","cmorello@mmcc.org","http://mmc.org","1","10XAOX","3450 DeKalb Avenue
Bronx, NY 10467
(40.881229989000076, -73.88154532399994)"
"X066","DOE","Bronx","12","P.S. 066 School of Higher Expectations","(718) 319-2820","Full Day","Crotona Park East","72","1015564","242160",,"http://schools.nyc.gov/schoolportals/12/X066","2","12X066","1001 JENNINGS STREET
Bronx, NY 10460
(40.83106757000007, -73.88675186199998)"
"XAWX","NYCEEC","Bronx","9","Fabiana Day Cay Academy Universal Pre K","(718) 588-4545","Full Day","East Concourse - Concourse Village","65","1007579","240281","rebonano@gmail.com",,"7","09XAWX","937 Teller Avenue
Bronx, NY 10451
(40.82640194600003, -73.91543301299998)"
"XARA","NYCEEC","Bronx","7","H.C.C. Children's Center, Inc.","(718) 518-4209","Half Day","West Concourse","36","1004188","237336","pmartinez@hostos.cuny.edu","http://hostos.cuny.edu","2","07XARA","475 Grand Concourse
Bronx, NY 10451
(40.81772531900003, -73.92770898399993)"
"XANI","NYCEEC","Bronx","8","Ivy League Early Learning Academy","(718) 239-5275","Full Day","Schuylerville - Throgs Nk - Edgewater Pk","90","1034629","237946","bronx@ivyleagueearlylearning.com","http://ivyleagueearlylearning.com","3","08XANI","4022 East Tremont Avenue
Bronx, NY 10465
(40.82025890600005, -73.81798931399999)"
"X018","DOE","Bronx","7","P.S. 018 John Peter Zenger","(718) 292-2868","Full Day","Mott Haven - Port Morris","36","1005598","236750","lsewell3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X018","2","07X018","502 MORRIS AVENUE
Bronx, NY 10451
(40.81645202800007, -73.92322388599996)"
"XAIC","NYCEEC","Bronx","8","LSSMNY: Early Life Children's Center 2","(718) 292-7015","Full Day","Longwood","53","1012130","238249","djorge@lssny.org",,"5","08XAIC","888 Westchester Avenue
Bronx, NY 10459
(40.82079110300003, -73.89938262999993)"
"XABM","NYCEEC","Bronx","11","Holy Rosary School","(718) 652-1838","Full Day","Allerton - Pelham Gardens","120","1027856","255340","deev16@verizon.net","http://holyrosaryschoolbronx.org","3","11XABM","1500 Arnow Avenue
Bronx, NY 10469
(40.867522147000045, -73.84270575899995)"
"X458","DOE","Bronx","12","Samara Community School","(718) 935-3448","Full Day","Crotona Park East","36","1015449","243177","info@samaracommunityschool.org","http://samaracommunityschool.org","3","12X458","1550 VYSE AVENUE
Bronx, NY 10460
(40.834333137000044, -73.88738215999996)"
"XAOF","NYCEEC","Bronx","9","Tremont Monterey Day Care Center II","(718) 466-6700","Full Day","Claremont - Bathgate","32","1011650","245000","tmdccsiteii@aol.com","http://tremontmonterey.com","3","09XAOF","1600 Bathgate Avenue
Bronx, NY 10457
(40.839668939000035, -73.90103467799997)"
"X531","DOE","Bronx","12","Archer Elementary School","(718) 828-3791","Full Day","West Farms-Bronx River","18","1021279","244639","zhaviland@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X531","2","12X531","1827 ARCHER STREET
Bronx, NY 10460
(40.83765747000007, -73.86595317499996)"
"X032","DOE","Bronx","10","P.S. 032 Belmont","(718) 584-3645","Full Day","Belmont","18","1015772","249682","ARosami@schools.nyc.gov",,"5","10X032","690 EAST 183 STREET
Bronx, NY 10458
(40.852023487000054, -73.88571610399998)"
"X487","CHARTER","Bronx","8","Girls Preparatory Charter School of the Bronx Pre-Kindergarten","(718) 292-2113","Full Day","Longwood","54","1011433","236516","enroll@publicprep.org","http://publicprep.org/page.cfm?p=516","5","08X487","681 Kelly Street
Bronx, NY 10455
(40.815457199000036, -73.90211631399995)"
"X536","DOE","Bronx","12","PS 536","(718) 931-4270","Full Day","West Farms-Bronx River","18","1021269","244708","smedina10@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X536","2","12X536","1827 ARCHER STREET
Bronx, NY 10460
(40.83765747000007, -73.86595317499996)"
"XAEF","NYCEEC","Bronx","11","Saint Mary School","(718) 547-0500","Full Day","Williamsbridge - Olinville","72","1022009","262865","slater15fisher@aol.com","http://stmaryschoolbx.org","3","11XAEF","3956 Carpenter Ave
Bronx, NY 10466
(40.88829319900003, -73.86353424199996)"
"X491","CHARTER","Bronx","7","Academic Leadership Charter School","(718) 585-4215","Full Day","Mott Haven - Port Morris","54","1008343","233547","lvarghese07@gmail.com","http://alcsbronx.org","5","07X491","677 East 141 Street
Bronx, NY 10454
(40.80742620400008, -73.91289944099998)"
"XAPE","NYCEEC","Bronx","10","Spuyten Duyvil Preschool","(718) 549-1525","Full Day","Spuyten Duyvil - Kingsbridge","36","1009812","259691","director@spuytenduyvilpreschool.org","http://spuytenduyvilpreschool.org","8","10XAPE","3041 Kingsbridge Avenue
Bronx, NY 10463
(40.87920183800003, -73.90719334099998)"
"X179","DOE","Bronx","7","P.S. 179","(718) 292-2237","Full Day","Mott Haven - Port Morris","36","1006356","234188","iestrada@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X179","2","07X179","468 EAST 140 STREET
Bronx, NY 10454
(40.80935397200005, -73.91955156399996)"
"XAYV","NYCEEC","Bronx","9","Promesa Head Start","(212) 410-7707","Full Day","University Heights - Morris Heights","36","1006054","248879","masantiago@acacianetwork.org","http://acacianetwork.org","5","09XAYV","1650 Undercliff Avenue
Bronx, NY 10453
(40.84905609500004, -73.92199524999995)"
"XATB","NYCEEC","Bronx","11","St. Francis of Assisi at Mount St. Michael","(718) 994-4650","Full Day","Woodlawn - Wakefield","120","1027866","266733","principal@sfabx.com","http://sfabx.com","5","11XATB","4300 Murdock Avenue
Bronx, NY 10466
(40.89736824200003, -73.84246594199993)"
"XASY","NYCEEC","Bronx","11","Holy Rosary Early Childhood at St. Mary Star of the Sea","(718) 652-1838","Full Day","Pelham Bay - Country Club - City Island","36","1042492","250627","b204@adnyeducation.org","http://holyrosaryschoolbronx.org","5","11XASY","580 Minnieford Avenue
Bronx, NY 10464
(40.85434942400008, -73.78963409399995)"
"X209","DOE","Bronx","10","P.S. 209","(718) 364-0085","Full Day","Fordham South","36","1012625","251425","akeegan2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X209","2","10X209","313 EAST 183RD STREET
Bronx, NY 10458
(40.85668740400007, -73.89771121399997)"
"XAEO","NYCEEC","Bronx","8","Saint Theresa","(718) 792-3688","Full Day","Pelham Bay - Country Club - City Island","92","1030340","248745","b262@adnyeducation.org","http://sttheresaschoolbronx.org","7","08XAEO","2872 St.Theresa Avenue
Bronx, NY 10461
(40.84949370900006, -73.83358327399998)"
"X107","DOE","Bronx","8","P.S. 107","(718) 860-8760","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","18","1020624","237574","khamm2@schools.nyc.gov","http://ps107x.org","2","08X107","1695 SEWARD AVENUE
Bronx, NY 10473
(40.81848427600005, -73.86835015899999)"
"X138","DOE","Bronx","8","P.S. 138 Samuel Randall","(718) 822-5325","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","72","1024925","238936","lcarrol@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X138","3","08X138","2060 LAFAYETTE AVENUE
Bronx, NY 10473
(40.822675281000045, -73.85319195099999)"
"X465","CHARTER","Bronx","7","Boys Preparatory Charter School of New York Pre-Kindergarten","(718) 860-8774","Full Day","Mott Haven - Port Morris","53","1007426","236125","enroll@publicprep.org","http://publicprep.org/page.cfm?p=518","5","07X465","441 East 148 Street
Bronx, NY 10455
(40.81485173800007, -73.91692999399999)"
"Z036","DOE","Bronx","10","Pre-K School at 2400 Marion Avenue","(212) 637-8036","Full Day","Fordham South","144","1013287","252103","BSaffer3@schools.nyc.gov",,"5","10Z036","2400 Marion Avenue
Bronx, NY 10458
(40.85892052600008, -73.89506557499993)"
"XAXA","NYCEEC","Bronx","10","Reach One to Teach One","(718) 220-8406","Full Day","Marble Hill - Inwood","36","1010033","258463","reachonetoteachoneelc@gmail.com","http://reachonetoteachone.org","3","10XAXA","5480 Broadway
Bronx, NY 10463
(40.876276261000044, -73.90738707699995)"
"XANG","NYCEEC","Bronx","12","Paul T. Matson Head Start 4","(718) 328-8547","Full Day","West Farms - Bronx River","43","1018421","241857","mcolon@paultmatsonhs.org",,"3","12XANG","1244 Manor Avenue
Bronx, NY 10472
(40.83036813500007, -73.87668552799994)"
"XAID","NYCEEC","Bronx","10","LSSMNY: Early Life Children's Center 1","(347) 297-2900","Full Day","Mount Hope","84","1010712","250788","jcebeno@lssny.org","http://lssny.org","3","10XAID","80 East 181 Street
Bronx, NY 10453
(40.855065127000046, -73.90418566599999)"
"XAYP","NYCEEC","Bronx","7","Tender Tot's East 137th Street","(732) 987-5252","Full Day","Mott Haven - Port Morris","54","1006715","233209","chaim@sterlingeg.com","http://tendertotsny.com","5","07XAYP","531 East 137th Street
Bronx, NY 10454
(40.806539042000054, -73.91888291199996)"
"XAUW","NYCEEC","Bronx","12","Kennedy Child Care Study Center","(718) 842-0200","Full Day","East Tremont","40","1017644","245892","lacevedogonzalez@kenchild.org","http://kenchild.org","2","12XAUW","1028 East 179th Street
Bronx, NY 10460
(40.84178146600004, -73.87939661899998)"
"XAKD","NYCEEC","Bronx","12","Sound Dale Center for ECE","(718) 378-3533","Full Day","Soundview - Bruckner","76","1019956","241613","bronxdale@verizon.net",,"3","12XAKD","1211 Croes Avenue
Bronx, NY 10472
(40.829802365000035, -73.87076510399999)"
"XADT","NYCEEC","Bronx","12","Saint John Chrysostom School","(718) 328-7226","Full Day","Morrisania - Melrose","92","1014501","240707","b243@adnyeducation.org","http://sjchrysostom.org","3","12XADT","1144 Hoe Avenue
Bronx, NY 10459
(40.82726043100007, -73.89085398499998)"
"XAIF","NYCEEC","Bronx","10","Be Above 52","(718) 466-7519","Full Day","University Heights - Morris Heights","71","1008628","248837","gmoriah@babove.com",,"3","10XAIF","1810 Davidson Avenue
Bronx, NY 10453
(40.849573959000054, -73.91211875799996)"
"XALZ","NYCEEC","Bronx","9","Mid Bronx Senior Citizen Center","(718) 684-4790","Full Day","West Concourse","96","1008365","246524","campbell.stephanie13@yahoo.com",,"5","09XALZ","100 East Mount Eden Avenue
Bronx, NY 10452
(40.84356263500007, -73.91298589599995)"
"X212","DOE","Bronx","12","P.S. 212","(718) 842-2331","Full Day","Morrisania - Melrose","36","1011879","241173","gfordanderson@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X212","2","12X212","1180 TINTON AVENUE
Bronx, NY 10456
(40.828793733000055, -73.90053872699997)"
"XALJ","NYCEEC","Bronx","10","Saint Jemuel Group Family Day Care, Inc.","(718) 601-9753","Full Day","Van Cortlandt Village","28","1011744","257263","saintjemuel@hotmail.com","http://saintjemueldaycare.com","3","10XALJ","2836 Webb Ave
Bronx, NY 10468
(40.872790542000075, -73.90076706599996)"
"XACK","NYCEEC","Bronx","11","Our Lady of Grace School","(718) 547-9918","Full Day","Williamsbridge - Olinville","72","1024361","262183","principal@olgschoolbronx.com","http://olgschoolbronx.com","3","11XACK","3981 Bronxwood Ave
Bronx, NY 10466
(40.886208778000025, -73.85461651799994)"
"X075","DOE","Bronx","8","P.S. 75 School of Research and Discovery","(718) 860-1630","Full Day","Hunts Point","48","1014930","238891","mgonzalez3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X075","2","08X075","984 FAILE STREET
Bronx, NY 10459
(40.82219384800004, -73.88936408499995)"
"XAJK","NYCEEC","Bronx","7","Brightside Academy - St. Ann's","(718) 585-1472","Full Day","East Concourse - Concourse Village","31","1009167","238132","johrablo@brightsideacademy.com","http://brightsideacademy.com","5","07XAJK","780 St Anns Ave
Bronx, NY 10456
(40.81963914200003, -73.91044015599994)"
"XAOV","NYCEEC","Bronx","10","Marc Academy and Family Center","(718) 562-3410","Full Day","University Heights - Morris Heights","56","1010084","250789","drodriguez@marcafc.org","http://marcafc.org","3","10XAOV","2105 Jerome Ave
Bronx, NY 10453
(40.85472406100007, -73.90658789499997)"
"X554","CHARTER","Bronx","7","NYC Montessori Charter School","(347) 226-9094","Full Day","Mott Haven - Port Morris","52","1005958","233986","andujar@nycmcs.org","http://nycmcs.org","3","07X554","423 East 138th Street
Bronx, NY 10454
(40.80879458600003, -73.92204445899995)"
"XAQZ","NYCEEC","Bronx","9","Mid Bronx CCRP ECC 1","(718) 590-7042","Full Day","West Concourse","131","1006307","242701","dmoon@midbronx.org","http://midbronx.org","3","09XAQZ","1125 Grand Concourse
Bronx, NY 10452
(40.83227861800003, -73.91988802999998)"
"X086","DOE","Bronx","10","P.S. 086 Kingsbridge Heights","(718) 584-5585","Full Day","Van Cortlandt Village","36","1012385","256185","ftyson@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X086","5","10X086","2756 RESERVOIR AVENUE
Bronx, NY 10468
(40.869851710000034, -73.89866513299995)"
"XAPA","NYCEEC","Bronx","10","Riverdale Neighborhood House, Inc.","(718) 549-8100","Full Day","North Riverdale - Fieldston - Riverdale","72","1010824","268413","Kpowers@riverdaleonline.org","http://riverdaleonline.org","5","10XAPA","5521 Mosholu Avenue
Bronx, NY 10471
(40.90253004400006, -73.90417166099996)"
"XADL","NYCEEC","Bronx","8","St. Francis De Chantal School","(718) 892-5359","Full Day","Schuylerville - Throgs Nk - Edgewater Pk","54","1036143","236729","b235@adnyeducation.org","http://sfdchantalschool.org","5","08XADL","2962 Harding Avenue
Bronx, NY 10465
(40.81644774200004, -73.81331159199993)"
"X069","DOE","Bronx","8","P.S. 069 Journey Prep School","(718) 378-4736","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","54","1022824","236911","sdurant@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X069","2","08X069","560 THIERIOT AVENUE
Bronx, NY 10473
(40.816579939000064, -73.86084807199995)"
"XARO","NYCEEC","Bronx","10","Trabajamos Community Head Start","(718) 933-5560","Full Day","Belmont","23","1016172","249507","kdelacruz.trabajamos@gmail.com","http://trabajamoschs.com","3","10XARO","2260 Crotona Avenue
Bronx, NY 10457
(40.85157818600004, -73.88488977499998)"
"X093","DOE","Bronx","8","P.S. 093 Albert G. Oliver","(718) 430-1700","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","66","1018192","238772","jkaplan15@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X093","3","08X093","1535 STORY AVENUE
Bronx, NY 10473
(40.821767504000036, -73.87707384699996)"
"X449","DOE","Bronx","9","Grant Avenue Elementary School","(718) 681-6288","Full Day","East Concourse - Concourse Village","18","1007083","241086","kerat@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X449","2","09X449","250 EAST 164 STREET
Bronx, NY 10456
(40.82871418000008, -73.91775570199997)"
