"artwork","last_name","first_name","location","medium","project_status","description","page_link","latitude","longitude","mapped_location"
"Bellevue Bench Mark","Nutt","Craig","Harpeth Knoll Park","polychrome concrete, steel and carbon fiber reinforcements","Complete","Craig Nutt’s work is a bench seat derived from maps of the May 2010 flood in Bellevue. A blue line atop the bench traces the riverbed of the Harpeth River as it winds through Bellevue. Artist Craig Nutt writes about his experience participating in the Bellevue community meeting, “...flood experiences ranged from helping neighbors to the loss of family members. The participants portrayed a community that is neighborly, resolute, resilient and proud of the way they pulled together during and after the flood... not victims, but survivors.” Artwork: approximately 4’ h x 15’ w x 8’ d; polychrome concrete","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42c05b42-6cf9-11e9-a9ff-063f49e9a7e4/26/%3Fi%3D26%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.058934","-86.937682","POINT (-86.937682 36.058934)"
"Just Like Frida","Wondem","Nadine Shillingford","Madison Branch Library","Charcoal on paper","Complete","Just Like Frida is Nadine Shillingford Wondem’s recreation of a photograph of artist Frida Kahlo in a checkered dress with signature flowers in her hair. Wondem used her 14-year-old daughter as the subject. She explains, “I love representing people of color in my art. I believe it empowers young children especially to know that an artist appreciated their likeness enough to portray them.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-8b1a6fc9-0820-4438-b915-5d09f880d1fb","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Domestic Relations -Daddy","Dunson","Samuel L.","Historic Metro Courthouse","spray paint, acrylic paint, water-soluble oil paints, and archival markers on canvas","Complete","Juxtaposing the images of three generations of a Black family, bound together by a common piece of clothing, against a backdrop of perceived destruction inside and outside the home, the artist confronts the viewer with a choice: to focus on the turmoil or to notice the strength and resilience of the family binding itself together through the destruction.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/1ba7dfe6-e985-4e49-944b-d31bc6d3cac7/32/%3Fi%3D32%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Green, Turquoise, Gold","Wert","Anne Claire","Southeast Branch Library","Acrylic on board","Complete","Anna Claire Wert used acrylic paint on board to create Green, Turquoise, Gold. The style follows her other work of “textured paintings [that] are flooded with repetitive circles of color and dots that engage the viewer. Metallic rings of gold and silver make an appearance in moments, as do globs, spikes of color, and repetitive loops.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-e666c4bc-1b0c-478b-be2b-0bad176fc48a","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"B.037.02","Schumacher","KJ","Historic Metro Courthouse","colored tape over color photograph","Complete","These works are primarily about creative practice and process, specifically as those endeavors relate to mark-making. The artist begins the process by culling source material in the form of marks and remnants. In reusing these often discarded marks, the artist hopes to raise awareness of their intrinsic importance in shared experiences.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/c25a89d3-1773-4be4-aaa8-46aba2f4b71a/22/%3Fi%3D22%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"New and Used Glory","Nolan","Joe","Historic Metro Courthouse","chromogenic print","Complete","Part of the Pikes Project series, these works tell a story about time and place in some of Nashville’s most diverse and dynamic communities. They reveal the often overlooked beauty along Nashville’s historic roadways and illustrate how art can inform and reflect the intense transformation taking place in Nashville today.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/9a7f15df-300e-4112-9532-7bdadee547a1/17/%3Fi%3D17%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"The Black Womban is GOD","Seay","Ashley","Southeast Branch Library","Linoleum block print; oil-based ink on stonehenge paper","Complete","The Black Womban is God is a linoleum block print created by relief printmaking. Using this method, Ashley Seay cuts away the surface of a block, often wood or linoleum, so that only the desired image is raised. Then the block is inked and pressed or printed onto paper or fabric. The resulting image is the reverse of the carved block design. Relief printmaking was used by the Egyptians and, with the aid of a printing press, is how the first newspapers, books and bibles were produced.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-9243700d-7859-42bc-b8b1-d1f7cbac4e2a","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Two Ribbons Promise, Germantown","Wormald","Christopher","Madison Branch Library","Photo giclée on bamboo paper","Complete","Two Ribbons Promise, Germantown “was taken on April 23, 2020 just outside my apartment in Germantown, Nashville,” says Christopher Wormald. “The rainbows offer a symbol of hope and peace for our community that, while still recovering from the devastating March 3rd tornadoes, was amidst the threat of the coronavirus pandemic and had been asked to shelter-in-place. Let these ‘two ribbons’ be a promise for a better future for Nashville.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-4001142e-5ef5-41bc-9754-b9a7d1342a31","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Ghost Ballet for East Bank Machineworks","Aycock","Alice","Riverfront at Cumberland Park","steel, neon, aluminum, industrial metals","Complete","Installed in 2007, Ghost Ballet for the East Bank Machineworks is located on the east bank of the Cumberland River, opposite downtown Nashville. The 100’ x 100’ x 60’ sculpture was Nashville’s first Percent for Public Art commission. The artwork references the site’s industrial past and visually echoes current surroundings, including nearby bridges and the NFL Titans stadium. Its dynamic form conveys a sense of the area’s evolution from an industrial working river to recreation and entertainment. The main structure of the sculpture is comprised of arced, red-painted steel trusses that twist upward from the crane base to form a disconnected spherical shape. On the ground, a red-painted aluminum “turbine whirlwind” serves as a visual generator for the swirling trusses above. At night, a glowing neon fixture illuminates the sculpture’s center. Aycock sees the piece as a work of static animation. “It changes as you move around it,” she says. “It suggests a certain kind of movement, dance movements, which is why I refer to it as a Ghost Ballet.” Ghost Ballet for the East Bank Machineworks was selected by the Americans for the Arts 2010 Public Art Network's Year in Review 50-Year Retrospective as one of the best 50 public art projects over the past 50 years.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bdef1e-6cf9-11e9-a9ff-063f49e9a7e4/10/%3Fi%3D10%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.163256","-86.772114","POINT (-86.772114 36.163256)"
"Sweet Tea","Griffin","Martica","Madison Branch Library","Acrylic, marker, graphite, and oil stick on panel","Complete","Sweet Tea is part of a large series of abstract botanical paintings Martica Griffin began in March, 2020. “As fast as things bloomed, I painted them,” she explains. “My purpose is to capture the ever-changing elements of nature and the joy, beauty, and unruliness found there.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-02acd6b4-a6c0-4e33-8872-6c3406c438ba","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"The Art of Fitness: Basketball Court","Donahue","Brandon J.","Madison Park Community Center","plastic tile, paint","Complete","The Art of Fitness is a three-part public art installation at the Madison Park Community Center reflecting neighborhood identity and a favorite community center activity—basketball. Two indoor components—vinyl silhouettes of children at play and a basketball “bloom “ sculpture— are complemented by the outdoor basketball court’s graphic murals. The Art of Fitness was dedicated on July 26, 2019. Just outside the community center, Donahue designed a bold graphic mural for the basketball court’s baseline and backboards. His design incorporated blue and orange colors of Hunters Lane High School with icons that represent flight, inteligence, timing, strength, stardom, book smarts, and 550 (the street address of Madison Park).","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/70414085-2a98-47e5-9195-ea7571096f25/1/%3Fi%3D1%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.265752","-866.7006","POINT (-866.7006 36.265752)"
"Robert E. Lillard","Matthews","Rob","Historic Metro Courthouse","spray paint and wood dye on wood","Complete","These contemporary woodcuts honor Nashvillians who were influential in the city’s struggle to secure civil rights for all. Businessman and politician James C. Napier (1845-1940) helped organize the 1905 Negro streetcar strike and the black Union Transportation Company’s streetcar line and served on the Nashville City Council from 1878-1886. J. Frankie Pierce ( -1954) founded the Tennessee Vocational School for Colored Girls. She led women’s clubs on a march to city hall to protest segregation in public facilities. Politician and judge Robert E. Lillard (1907-1991) organized the 15th Ward Colored Voters and Civic Club. He served on the Metro Council for 20 years and was appointed judge of the First Circuit Court. Curlie E. McGruder (1927-1993) was a tireless activist bringing attention to hunger, housing, and access to quality health care. She was an NAACP Nashville chapter president and an organizer of the Freedom Marches.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/2710cc89-fc51-4329-a23f-f90b29004310/12/%3Fi%3D12%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"The Weaves performing at Grimey's Basement","Collins","Paul","Metro Office Building","ink (posca pen) on paper","Complete","This work is part of a series of on-site drawings at Grimey’s basement music venue is an effort to capture the changing Nashville cityscape. The artist went every night for a few weeks, working in the crowd and drawing any and every band and the scenes that unfolded.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/55a21608-e216-45f3-8234-600e209637e7/9/%3Fi%3D9%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Exploration and Discovery: The Spark of Exploration and Discovery: Discovery","Rowe","Ken","Nashville Public Library","silicon bronze, stainless steel base","Complete","Exploration & Discovery is a three part installation by artist Ken Rowe. The three bronze sculptures that make up the series are The Spark of Discovery, The Scholar and To the Moon. Each highly detailed sculpture captures the image of an individual or group of individuals in the pursuit of knowledge through acts of exploration and discovery. Rowe’s three works were created to inspire, celebrate and honor the legacy of creativity and ingenuity within the Nashville community.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bd9a83-6cf9-11e9-a9ff-063f49e9a7e4/6/%3Fi%3D6%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.162154","-86.781827","POINT (-86.781827 36.162154)"
"Corn and Tomato","Easter and Goostree","Paige and Dan","Nashville Farmers' Market","mild steel and steel pipe, acrylic and powder coat","Complete",,"https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad75296-e395-11e9-b02a-12879e2400f0/7/%3Fi%3D7%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.170885","-86.788364","POINT (-86.788364 36.170885)"
"Love with Purpose","H.","Katie","Southeast Branch Library","Ballpoint pen and Sharpie on paper","Complete","What started out as small ballpoint scribbles in wire-bound notebooks have evolved into large-scale works that convey depth and energetic meaning. Kathleen H.’s “scribble drawings” continue to expand in scale and magnitude, emitting a palpable calm within the chaos. This is reflected in Love with Purpose. Woven amidst the marks on the page, a beautiful charge to love arises within and around the ballpoint pen and Sharpie.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-ad23e983-5259-4b2e-b632-6231f70e8e2b","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Inauguration Day II (Crowd)","Carder","Dane","Historic Metro Courthouse","acrylic on canvas","Complete","Based on a monumental photograph from President Lincoln’s first inauguration, this work blurs the lines between where reality ends and abstraction begins. “The door opened to create a series [Better Angels] that addressed this unforgettable moment in our story, to make a big statement about this unprecedented presidential anomaly.”","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/91ee54a9-7286-47d0-8e04-4e0317297b26/25/%3Fi%3D25%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"We Borrow","Johnson","Courtney Adair","Historic Metro Courthouse","photograph, semi-matte paper, fabric","Complete","This work of digital photography captures the outside of McGruder Family Resource Center and includes a letterpress quote from poet Kahlil Gibran. The artist‘s work with the McGruder community has included printing and bookmaking that has evolved into assemblage, collaboration and conversation regarding sustainability and equity.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/72ad8b17-bb4f-4609-9c40-71801153e0fb/25/%3Fi%3D25%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Skyline from East Nashville","Greaves","David","Southeast Branch Library","Oil on canvas board","Complete","Skyline from East Nashville captures a familiar landmark of the downtown Nashville skyline, the AT&T building, also known as the ""Batman Building."" For David Greaves, “This view of its’ towering and unique architecture reminded me that although I had crossed over the river from West to East, and from school to my post-graduate life, I was still in the city I love.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-0befec83-9f37-4e5a-851c-46ab577a129a","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"City Irises","Eichman","Jessica","Hermitage Park","powder coated carbon steel, steel pipe","Complete","City Irises uses a playful and colorful design to showcase Tennessee’s state flower. Jessica Eichman is a visual artist and graphic designer. After moving to Nashville in 2004, she opened her graphic design business, Glass Egg Design and her work has since been featured in The Big Book of Green Design (Harper Collins, 2009). Recent works have taken the form of abstract painting and large scale public art. A native of Natchez, Mississippi, she earned degrees in art and French before living and working in Paris, France, Corvallis, Oregon, and Boston, Massachusetts. Jessica lives in Nashville with her husband and their two sons.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad73b44-e395-11e9-b02a-12879e2400f0/6/%3Fi%3D6%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.177653","-86.615069","POINT (-86.615069 36.177653)"
"Are We There Yet?","McDaniel","Duncan","Lentz Public Health Center","powder coated steel, powder coated carbon steel pipe","Complete","The public art bike rack, Are We there Yet?, is a time-lapse sequence depicting a pair of legs running.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad6b577-e395-11e9-b02a-12879e2400f0/1/%3Fi%3D1%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.155665","-86.813369","POINT (-86.813369 36.155665)"
"One Day… (Mrs. Teacher of the Year)","Waters II","Thaxton","Metro Office Building","acrylic on aged wood","Complete","Referencing the artist’s childhood in North Nashville, the symbols placed throughout the painting are elements of home life, 80's/90's pop culture, and the political, social, and economic ideas that permeated society.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/2957f69d-50e6-4cc1-a0a2-f88f0d4139b8/1/%3Fi%3D1%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Cora, Sunflower, Sugar and Sage","Cathcart","Emily","Madison Branch Library","Acrylic and oil on cradled board","Complete","Cora, Sunflower, Sugar and Sage depicts a girl and three cats. It is from a series entitled ""Above the Level of Oneness” which features sleeping figures from a birds-eye view. The ethereal nature of sleep is depicted by a process where a fluid acrylic background is sometimes visible through the figures which are rendered by layers of oil stains. The absence of recognizable surroundings or objects and the improbable viewpoint create an unsettling, yet oddly empathetic sensation about the experience being observed. The model used for the human figure was photographed from a 12' ladder in the artist's studio.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-cd454f6b-a635-43b2-ae32-21d03000195b","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"James C. Napier","Matthews","Rob","Historic Metro Courthouse","spray paint and wood dye on wood","Complete","These contemporary woodcuts honor Nashvillians who were influential in the city’s struggle to secure civil rights for all. Businessman and politician James C. Napier (1845-1940) helped organize the 1905 Negro streetcar strike and the black Union Transportation Company’s streetcar line and served on the Nashville City Council from 1878-1886. J. Frankie Pierce ( -1954) founded the Tennessee Vocational School for Colored Girls. She led women’s clubs on a march to city hall to protest segregation in public facilities. Politician and judge Robert E. Lillard (1907-1991) organized the 15th Ward Colored Voters and Civic Club. He served on the Metro Council for 20 years and was appointed judge of the First Circuit Court. Curlie E. McGruder (1927-1993) was a tireless activist bringing attention to hunger, housing, and access to quality health care. She was an NAACP Nashville chapter president and an organizer of the Freedom Marches.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/2710cc89-fc51-4329-a23f-f90b29004310/12/%3Fi%3D12%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Plateau","Haston","Brady","Historic Metro Courthouse","oil on linen","Complete","Based on impressions and landmarks of Nashville’s Dickerson Pike area and influenced by the artist’s reading of Paul Clements’ Chronicles of the Cumberland, these works seek to engage the audience through an elaborate metaphor and create conversations about this part of Nashville, while orienting the viewer in a local, ongoing timeline.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/6107ad1f-f19a-47d9-b0a3-1754c11e34dc/28/%3Fi%3D28%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"City by the Cumberland","Buffett","Brenda","Southeast Branch Library","Acrylic on canvas","Complete","City by the Cumberland, says Brenda Buffett, “is like a mirage of Nashville seen through a fog with the images of the buildings in the background and the Cumberland River in front. I was inspired to use metallic gold paint to represent the idea of Gold Records coming out of the successful music business in Nashville. Nashville, the city I love.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-0ab41f46-4a45-4ed3-8e07-e75df017e738","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Emergence","Jackson","Buddy","Hartman Park","reinforced concrete","Complete","From emergency comes emergence. Buddy Jackson’s artwork is a large face of an African-American woman emerging from the earth. This face serves as a symbol of every individual’s story of danger, loss, strength and determination to push through the setbacks caused by both nature and man. Jackson states, “I learned at community meetings, that unlike other areas of Nashville, the flood is very much still in the Bordeaux community. This primarily African-American community was one of the hardest hit by the flood, the rising waters, and the aftermath of this disaster. Many homes still remain abandoned, and many people are still struggling to find resolution. I also discovered a very strong sense of pride in the community of Bordeaux, pride in how the people of the community opened shelters and help centers in areas. There is a determination that they will emerge from the water intact, made whole, and stronger than ever.” Artwork: cast water-impermeable concrete, 3.5’ h x 8’ w x 5’","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42c03e6c-6cf9-11e9-a9ff-063f49e9a7e4/27/%3Fi%3D27%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.20981","-86.824725","POINT (-86.824725 36.20981)"
"Pollinate","Jenkins","Kayla","Southeast Branch Library","Acrylic paint, permanent marker, and gold leaf on canvas","Complete","Like many of Kayla Jenkins’ works, this painting consists of layers upon layers of disorienting patterns, textures and colors meant to represent the messy and sometimes perplexing world we all live in. Pollinate combines bright, floral and neon colors with geometric figures to represent the relationship between rugged cityscapes and natural landscapes. It highlights how the two work together to create a more meaningful and aesthetically pleasing experience in our lives, and how we, as observers of these environments work to navigate it.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-560e7b3e-ac06-4f2a-b00a-3622fc196b9e","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"When Can We Touch Again?","Spencer","Courtney","Madison Branch Library","Magazine transfer on canvas","Complete","When Can We Touch Again? was created by Courtney Spencer by collaging magazine transfers onto canvas. In this artwork, she leveraged images from another significant period in the past in order to capture a sense of our current time. This piece expresses the yearning for human connection during the COVID-19 pandemic. When can we touch again?","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-a704f47b-4df6-414a-8674-0c1332ff4b1a","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Dollar Sigh","Reavis","Austin","Historic Metro Courthouse","watercolor with colored pencil on paper","Complete",,"https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/edcc8659-b22a-4244-99df-711718bd34c8/34/%3Fi%3D34%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Icon with Stained Glass","McGrew","Susan Goshgarian","Historic Metro Courthouse","oil on wood panel","Complete","Nashville is a city of old and new, young and mature, constantly evolving to support people of divergent backgrounds and interests. This work depicts the Ryman Auditorium, an old Nashville landmark that has evolved into a contemporary music venue hosting many genres of music as well as events.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/fcb6085d-bf0f-4de9-b1fd-02e4c8426de0/19/%3Fi%3D19%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Bridgestone Under Construction","Sobota","Tony","Historic Metro Courthouse","acrylic, aerosol, and fabric pattern on canvas","Complete","The artist uses Nashville’s development boom as a momentary opportunity to frame his portrait of the city as a work in progress. This work considers the question, “Do we value the process of becoming, or just anxiously await the removal of the scaffolding?”","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/7b527949-3bd5-4054-abe6-5ba262b27a15/20/%3Fi%3D20%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Tool Fire","Fennell","Christopher","Shelby Bottoms Pedestrian Bridge","steel tools, steel pipe, paint","Complete","Referencing the tremendous clean-up efforts by the community and volunteers, Fennell’s sculpture, entitled Tool Fire, is a construction of hand tools over the existing fire pit next to the suspension bridge. Each panel is built from tools welded together and painted black. Fennell intends the artwork to look like “waves within the fire.” Fennell was inspired by the stories he heard from the community about neighbors pitching in to clear houses of wet drywall and carpet. They would use any hand tools they could find and would leave them piled up in the streets for the next volunteer crew to use. Artwork: 12’ h x 10’ w, 7’ diameter base; welded metal hand tools, metal pipe, paint","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bfe139-6cf9-11e9-a9ff-063f49e9a7e4/30/%3Fi%3D30%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.190825","-86.691912","POINT (-86.691912 36.190825)"
"Afternoon Light, Arcade","Ciuffo","Carla","Historic Metro Courthouse","archival print facemounted to polished acrylic","Complete","The artist captures a quiet, light-filled moment at Nashville’s downtown arcade. Built in 1902 and modeled after a covered arcade in Italy, the historic structure houses an active and eclectic art community while retaining its old-world ambience.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/6dffb7d7-0225-4006-9a5c-8cc6dce5ea43/9/%3Fi%3D9%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"In the Living World","Lighari","Shahnaz","Madison Branch Library","Acrylic and Sumi ink on canvas","Complete","In the Living World was created with acrylic and Sumi Ink on canvas. “This piece is inspired by the natural world as an example of resilience and beauty,” says Shahnaz Lighari.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-e69b55e7-a488-4415-ab58-decb95a9aa9c","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Resilience","Sakai","Kimiko","Madison Branch Library","Oil on canvas","Complete","“Resilience was made when I was going through a stressful event. The style of painting is unique, my own method,” says Kimiko Sakai. To emphasize the emotion, she accentuated the eyes and lips and stretched the neck to express the force of inner strength. The background is more abstract-type expression.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-f8fe35f2-9d65-4064-ad62-9166c777c228","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Piecing Together the Past 1","Patterson-Marx","Lesley","Historic Metro Courthouse","collagraph, photopolymer intaglio printmaking, thread, paper","Complete","Using printmaking as a form of collage, the artist formed quilt-like pieces from hand-cut textures and images. On a background of vintage postage stamps are silhouettes cut from prints of postcards written to the artist’s great-grandmother in the early 1900s, prompting reflection on memory, distance, and the mindful, deliberate process of communicating by letter.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/1deed9a6-c1cb-4164-9d1e-6a4227fe6ecd/15/%3Fi%3D15%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Steel Player 16","Nott","Michael Ray","Metro Office Building","archival photo print","Complete","Capturing the vibrancy of downtown Nashville, Nott's works document of the unexpected, haphazard multitude of things – neon signs, buildings, random people – all colliding in a rush of activity. These are photos documenting the people and the music that make up Music City USA.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/f93be3e4-d642-4161-8e33-b1058954ba4b/15/%3Fi%3D15%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Nashville Routes","Hudson","Laura","Madison Branch Library","Colored markers on paper","Complete","“Nashville Routes is drawn from my love of Nashville,” explains Laura Hudson. “We Nashvillians identify with the presence of the Cumberland River which forms a strong passage connecting to the memory of the pioneers who settled here. Living in Nashville we connect with the historical buildings and businesses that are honored in the community and empower us to contribute to keeping our community strong. Many of us spent happy days at Opryland in its time, and good food still is found at Loveless Cafe, Jack's Bar-B-Q, and the Pancake Pantry.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-9ec60c2d-a918-4d05-931a-851cb4f60a59","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Ground Ball","Colucci","Kristina","First Tennessee Park","steel tube, powder coated steel","Complete","My design for Ground Ball incorporates movement, whimsy, and the universal appeal of baseball for people of diverse ages, languages, and backgrounds. Because of the potential for large crowds, I also wanted the design to appeal to the non-cycling visitors to the ballpark as engaging public art. Artist Biography Kristina Colucci is a mid-career visual artist, designer, and curator who relocated to Nashville from Cambridge, MA, in 2008. She holds a BFA in Studio Art and Graphic Design and has studied at Mass College of Art, the Museum School of The Museum of Fine Arts, Boston, and Harvard University. She has worked in museums for over twenty years. Presently, her working process includes encaustic, poured metal, and mixed media. She has been represented by numerous galleries around the country. Kristina also happens to be a super fan of the game of baseball.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad7a7d7-e395-11e9-b02a-12879e2400f0/10/%3Fi%3D10%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.1710575","-86.7850614","POINT (-86.7850614 36.1710575)"
"Bee Cycle","Purcell","Randy","Hadley Park","powder coated steel","Complete","Since 2009, Metro Arts has commissioned local and regional artists to design bicycle racks. The racks promote our city’s green and healthy living initiatives while providing a fun opportunity to experience art around your neighborhood. Selected artists worked closely with Metro Arts’ fabricator and staff to realize their design. Currently, there are twenty-one artist-designed bike racks in downtown Nashville and adjacent neighborhoods. The first round of seven bike racks was installed in 2010, a second round of ten bike racks was installed 2013-2014, and the final round of four bike racks was installed in 2015.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42b978c9-6cf9-11e9-a9ff-063f49e9a7e4/1/%3Fi%3D1%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.1650866","-86.8222596","POINT (-86.8222596 36.1650866)"
"Nashville Youth","Staggs","Nikkita","Southeast Branch Library","B&W archival print","Complete","Nashville Youth, a photograph by Nikkita Staggs, features the artist’s nephew, Jordan Dean Thomas Staggs. As a photographer, she likes to capture those moments that are close to her heart, showcasing the rich, cultural heritage of Black America.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-0448a9dd-d51e-421e-bf0c-cf9b4db6d95a","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Microphone","Harmon and Hill and Lee","Keith and Mac and Franne","Music Row Roundabout","steel and stainless steel, powder coat","Complete","Microphone was selected by the Americans for the Arts 2011 Public Art Network Year in Review.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad837a7-e395-11e9-b02a-12879e2400f0/15/%3Fi%3D15%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.152392","-86.79135","POINT (-86.79135 36.152392)"
