Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
DUKE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/20/2014,K14-010760,WESTFARM,A311509,09/11/2014,10/19/2014,38,STRAY,COMM CAT,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,CAT,DOMESTIC MH,BRN TABBY,Unknown,SMALL,,K14-010748,EUTH,A311493,09/11/2014,09/11/2014,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*TAMMY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/20/2014,K14-010761,49ERPET,A311510,09/11/2014,11/16/2014,66,STRAY,COMM CAT,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,BLACK,Female,KITTN,07/11/2014,K14-010742,TX,A311462,09/11/2014,09/11/2014,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
LUNA,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/11/2014,K14-010751,CA02,A311496,09/11/2014,09/18/2014,7,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*JASMINE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,03/27/2014,K14-010757,CA02,A311504,09/11/2014,09/20/2014,9,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95421,"95421(38.610732, -123.200051)",1
*RALPH,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/11/2014,K14-010749,49ERPET,A311494,09/11/2014,09/27/2014,16,STRAY,COMM CAT,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,03/11/2014,K14-010755,CS06,A311500,09/11/2014,09/19/2014,8,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
HADES,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/20/2014,K14-010759,CA02,A311507,09/11/2014,11/18/2014,68,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*STEVIE,CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,07/11/2014,K14-010753,CA02,A311498,09/11/2014,09/13/2014,2,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*GISELLE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,03/27/2014,K14-010750,CA02,A311495,09/11/2014,09/20/2014,9,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95421,"95421(38.610732, -123.200051)",1
*TIPPY,CAT,DOMESTIC SH,LYNX PT,Spayed,KITTN,08/20/2014,K14-010758,CA02,A311506,09/11/2014,11/01/2014,51,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,03/11/2014,K14-010756,CS06,A311503,09/11/2014,09/19/2014,8,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,,K14-010769,TX,A311530,09/11/2014,09/11/2014,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*RICKY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,07/27/2014,K14-010752,CA02,A311497,09/11/2014,09/19/2014,8,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
,CAT,DOMESTIC MH,GRAY,Male,SMALL,09/11/1997,K14-010770,EUTH,A311534,09/11/2014,09/11/2014,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
TIGER EYES,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/27/2014,K14-010763,LOBBY,A311514,09/11/2014,11/26/2014,76,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*RANDY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/26/2014,K14-010754,49ERPET,A311499,09/11/2014,09/29/2014,18,STRAY,COMM CAT,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
TOM,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,08/20/2014,K14-010765,TX,A311516,09/11/2014,10/31/2014,50,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*SIRIUS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/28/2013,K14-010778,CS04,A292130,09/12/2014,12/09/2014,88,STRAY,OVER THE COUNTER,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*JOHNNY CASH,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/13/2014,K14-010790,LOBBY,A311589,09/13/2014,11/12/2014,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC MH,BLACK/WHITE,Male,SMALL,,K14-010791,CS06,A311592,09/13/2014,09/13/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,*WINDSOR,,,,1
,CAT,DOMESTIC MH,BRN TABBY,Female,SMALL,,K14-010801,TX,A311624,09/15/2014,09/17/2014,2,TRANSFER,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
ANGEL,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,,K14-010822,CA03,A311659,09/16/2014,09/17/2014,1,CONFISCATE,FLD_EVICT,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC MH,BLACK/WHITE,Unknown,SMALL,,K14-010807,RECEIVING,A311638,09/16/2014,09/16/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
MAMA KITTY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,,K14-010841,CS06,A311686,09/17/2014,09/19/2014,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,05/20/2014,K14-010828,CS06,A311667,09/17/2014,09/20/2014,3,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/17/2014,K14-010829,CS06,A311668,09/17/2014,09/20/2014,3,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,,K14-010840,CS06,A311685,09/17/2014,09/20/2014,3,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
SAGE,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K14-010855,TRUCK,A311749,09/18/2014,09/18/2014,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*SPRINKLES,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,07/20/2014,K14-010887,WESTFARM,A311868,09/20/2014,10/20/2014,30,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
ELMER,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,08/20/2014,K14-010886,CA02,A311867,09/20/2014,10/29/2014,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
*CUPCAKE,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,KITTN,07/20/2014,K14-010888,LOBBY,A311869,09/20/2014,11/05/2014,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC MH,GRAY TABBY/WHITE,Spayed,KITTN,04/21/2014,K14-010875,CS06,A311852,09/20/2014,09/24/2014,4,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*REILLY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,08/20/2014,K14-010885,CA02,A311866,09/20/2014,11/01/2014,42,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*STEWART,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,07/16/2014,K14-010905,LOBBY,A311923,09/22/2014,10/22/2014,30,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
TATER TOT,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,08/27/2014,K14-010934,DEBBIES,A311975,09/23/2014,11/18/2014,56,STRAY,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,04/23/2014,K14-010935,CS06,A311976,09/23/2014,09/25/2014,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*TULIP,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,09/23/2012,K14-010923,CS05,A311966,09/23/2014,10/17/2014,24,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
LOUISE,CAT,DOMESTIC SH,BLK TABBY/WHITE,Spayed,KITTN,08/16/2014,K14-010925,CA02,A311969,09/23/2014,10/29/2014,36,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94930,"94930(37.972497, -122.607804)",1
THELMA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,08/16/2014,K14-010926,CA02,A311970,09/23/2014,10/29/2014,36,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94930,"94930(37.972497, -122.607804)",1
GARFIELD,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,,K14-010928,CS06,A311972,09/23/2014,09/26/2014,3,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1
*CALLIOPE,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/16/2014,K14-010924,TX,A311968,09/23/2014,10/23/2014,30,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
TABBY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,08/27/2014,K14-010933,DEBBIES,A311974,09/23/2014,11/07/2014,45,STRAY,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
MIDNIGHT,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,,K14-010963,CS06,A312027,09/24/2014,09/26/2014,2,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1
,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K14-010972,CS06,A312046,09/24/2014,09/30/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,06/24/2014,K14-010967,RECEIVING,A312033,09/24/2014,09/24/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,08/09/2014,K14-010968,RECEIVING,A312034,09/24/2014,09/24/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
MINNIE MOUSE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,08/16/2014,K14-010958,LOBBY,A312015,09/24/2014,11/12/2014,49,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*ATHENA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/16/2014,K14-010959,CA02,A312016,09/24/2014,10/25/2014,31,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/24/2014,K14-010965,CS06,A312031,09/24/2014,09/27/2014,3,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
*CHEDDAR,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/01/2014,K14-010979,CA02,A312097,09/25/2014,10/07/2014,12,STRAY,COMM CAT,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1
*SPRINKLES,CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,06/01/2014,K14-010978,CA02,A312096,09/25/2014,10/02/2014,7,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*COLBY JACK,CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,06/01/2014,K14-010980,CA02,A312098,09/25/2014,10/02/2014,7,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/24/2014,K14-010981,CS06,A312099,09/25/2014,09/27/2014,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC LH,GRAY/WHITE,Neutered,LARGE,,K14-010977,CS06,A312093,09/25/2014,09/30/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94515,"94515(38.596259, -122.603413)",1
*ELLIOT,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,09/25/2013,K14-010982,CS05,A312100,09/25/2014,10/11/2014,16,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BRN TABBY/TORTIE,Female,SMALL,10/01/1998,K14-010993,CI01,A312140,09/26/2014,10/01/2014,5,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*SPENCER,CAT,DOMESTIC SH,WHITE,Neutered,KITTN,08/26/2014,K14-010991,CA02,A312128,09/26/2014,11/01/2014,36,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
,CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,,K14-011005,CS06,A312204,09/26/2014,10/02/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*ADAM,CAT,DOMESTIC LH,GRAY TABBY/WHITE,Neutered,SMALL,04/08/2013,K14-010994,49ERPET,A295239,09/26/2014,11/02/2014,37,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95462,"95462(38.468829, -123.018829)",1
,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,KITTN,05/26/2014,K14-010997,CS06,A312150,09/26/2014,10/02/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*MOLLIE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,07/27/2014,K14-011027,CA02,A312294,09/27/2014,11/19/2014,53,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,,K14-011014,CS06,A312243,09/27/2014,10/02/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,,K14-011024,CS06,A312291,09/27/2014,10/03/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/27/2014,K14-011025,CS06,A312292,09/27/2014,10/03/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/27/2014,K14-011026,CS06,A312293,09/27/2014,10/03/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC LH,BLACK/ORANGE,Unknown,SMALL,,K14-011034,TX,A312315,09/29/2014,09/29/2014,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
WILLOW,CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,10/03/2012,K14-011066,CS04,A312366,10/01/2014,11/26/2014,56,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,SMALL,,K14-011062,COOLER,A312364,10/01/2014,10/03/2014,2,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*ROSE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/06/2014,K14-011083,WESTFARM,A312399,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*LILAC,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,K14-011085,CA02,A312401,10/02/2014,10/11/2014,9,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*JENNY,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,05/02/2014,K14-011077,DEBBIES,A312393,10/02/2014,10/22/2014,20,TRANSFER,MUN_SHELT,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
KC,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,,K14-011110,CA03,A312440,10/02/2014,10/07/2014,5,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,60173,"60173(42.049297, -88.04882)",1
*PRIMROSE,CAT,DOMESTIC MH,WHITE/BUFF,Spayed,KITTN,07/06/2014,K14-011088,CA03,A312406,10/02/2014,10/09/2014,7,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,OUT OF COUNTY,95458,"95458(39.074472, -122.78264)",1
ANNA,CAT,DOMESTIC SH,BLUE CREAM/CALICO,Spayed,KITTN,05/02/2014,K14-011079,DEBBIES,A312395,10/02/2014,10/09/2014,7,TRANSFER,MUN_SHELT,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,OUT OF COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*SYBILL,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,04/02/2014,K14-011091,CS04,A312409,10/02/2014,11/18/2014,47,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
JAX,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/06/2014,K14-011081,CA03,A312397,10/02/2014,10/08/2014,6,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*PETUNIA,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,K14-011086,49ERPET,A312402,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,49ER PET,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1
ELSA,CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,KITTN,05/02/2014,K14-011080,CA02,A312396,10/02/2014,10/03/2014,1,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DAFFODIL,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,K14-011084,WESTFARM,A312400,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
BELLA,CAT,DOMESTIC SH,BLK TABBY/GRAY,Spayed,KITTN,07/01/2014,K14-011089,CA02,A312407,10/02/2014,10/31/2014,29,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*GARTH,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,07/06/2014,K14-011087,49ERPET,A312403,10/02/2014,10/12/2014,10,TRANSFER,MUN_SHELT,ADOPTION,49ER PET,HEALTHY,HEALTHY,OUT OF COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*SEVERUS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/02/2014,K14-011092,CA02,A312410,10/02/2014,10/09/2014,7,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,GRAY,Female,SMALL,10/02/2002,K14-011098,SMM,A312422,10/02/2014,10/09/2014,7,STRAY,FIELD,DIED,IN KENNEL,UNTREATABLE,DEAD,SANTA ROSA,,,,1
*WAYLON,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/06/2014,K14-011093,CA02,A312411,10/02/2014,11/19/2014,48,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*MERLE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/06/2014,K14-011082,CA02,A312398,10/02/2014,11/21/2014,50,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*BERNARD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/02/2014,K14-011090,CA02,A312408,10/02/2014,10/04/2014,2,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MADISON,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,05/02/2014,K14-011078,LOBBY,A312394,10/02/2014,11/05/2014,34,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,,K14-011115,CS06,A312447,10/03/2014,10/09/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
FLUFFY,CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,04/05/2004,K14-011120,SMM,A305022,10/03/2014,10/13/2014,10,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
