"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"091030","T006533","CONSTR: Construct New Emergency Services Building","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-12-10T00:00:00.000","2022-03-14T00:00:00.000","5603883.00","0.00","5603883.00","0.00","6","N","0","Murnane Building Contractors, Inc.","P.O. Box 3048","104 Sharron Avenue","Plattsburgh","NY","12901","USA",
"26X302","T005752","DESIGN: Rehabilitate Elevators, Various Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-01-20T00:00:00.000","2017-05-02T00:00:00.000","302651.89","118385.71","302651.89","0.00","13","N","5","H2M Archs, Engs, Land Surveying & Landscape","538 Broad Hollow Road","4th Floor East","Melville","NY","11747","USA","POINT (-73.422403 40.772002)"
"231002","T006102","DESIGN: Rehab Water Distribution System & Related Site Infrastructure","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-06-09T00:00:00.000","2023-07-10T00:00:00.000","365337.20","0.00","367962.20","-2625.00","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"35X100","T004934","DESIGN: Install Heat Recovery System BINNS-MERRILL HALL","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2006-02-24T00:00:00.000","2011-11-28T00:00:00.000","-7500.00","14887.84","253266.56","-260766.56","0","N","0","R.P. Morrow Associates, P.C.","56 Dana Road",,"Buffalo","NY","14216","USA","POINT (-78.868902 42.938021)"
"29X266","T005106","CONSTR: Rehab of Library for Academic Support Space and Technology","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-12-09T00:00:00.000","2012-09-30T00:00:00.000","6191876.00","0.00","6191876.00","0.00","6","N","0","Summit Construction Services Group, Inc.","230 Ferris Avenue",,"White Plains","NY","10603","USA","POINT (-73.774226 41.043324)"
"261002","D006682","CONSTR: Rehabilitate Roosevelt Hall","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-10-22T00:00:00.000","2025-07-13T00:00:00.000","35110235.00","0.00","3490852.00","31619383.00","5","N","1","The Morganti Group, Inc.","100 Reserve Road","Suite D210","Danbury","CT","6810","USA","POINT (-73.53594 41.383132)"
"08X436","T005549","DESIGN: Upgrade Site Electric Distribution System","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-08-10T00:00:00.000","2020-05-28T00:00:00.000","1184820.66","80216.81","1184820.66","0.00","30","N","1","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"39X165","T006067","CONSTR: JOCs - Syracuse Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-28T00:00:00.000","2018-05-01T00:00:00.000","593080.00","0.00","593080.00","0.00","0","Y","0","Cutting Edge Group, LLC","14 Walkup Cutoff Road","P.O. Box 733","Lake George","NY","12845","USA","POINT (-73.648077 43.386894)"
"07XA51","T005577","DESIGN: Site Improvements - Parking & East/West Drives","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-09T00:00:00.000","2018-02-03T00:00:00.000","138406.65","28808.02","138406.65","0.00","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"10X7A3","T005632","CONSTR: JOCs - Syracuse Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-18T00:00:00.000","2015-12-09T00:00:00.000","370831.00","0.00","370831.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"11X297","T005612","DESIGN: Commissioning for Hudson Hall Rehab Ph 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-27T00:00:00.000","2017-04-13T00:00:00.000","140006.96","33207.92","140006.96","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"391018","T006356","DESIGN: Facility Master Planning - Albany Campus","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2019-04-22T00:00:00.000","2027-02-06T00:00:00.000","98627.61","0.00","98627.61","0.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"14X492","T005659","DESIGN: Construction Mananger Services for DLAR","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-13T00:00:00.000","2015-07-11T00:00:00.000","1613911.25","378966.28","1613911.25","0.00","14","N","2","URS Corporation - New York","Suite 610","One Penn Plaza","New York","NY","10119","USA",
"071064","D006759","CONSTR: Replace Roofs - Various Bldgs.","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2022-05-18T00:00:00.000","2025-01-16T00:00:00.000","2557500.00","0.00","0.00","2557500.00","3","N","1","Weathermaster Roofing Company, Inc.","259 W. Service Rd.","P.O. Box 2131","Binghamton","NY","13902","USA","POINT (-75.885648 42.157406)"
"29X393","T005739","CONSTR: Critical Maintenance Repairs Exterior Maintenance Visual Arts #58","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-10-07T00:00:00.000","2016-09-21T00:00:00.000","9749636.00","3241289.00","9749636.00","0.00","11","N","0","MPCC Corp.","81 Rockdale Avenue",,"New Rochelle","NY","10801","USA","POINT (-73.793057 40.905212)"
"291010","T006453","CONSTR: Rehab & Enclose PAC Elevator","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-07-25T00:00:00.000","2020-11-06T00:00:00.000","877847.00","0.00","877847.00","0.00","2","N","0","BJB Construction Corp.","38 Long Ridge Road",,"Bedford","NY","10506","USA","POINT (-73.626619 41.199755)"
"391023","T006585","DESIGN: Program Study - Cayan Library","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-02-24T00:00:00.000","2023-09-14T00:00:00.000","143063.00","0.00","0.00","143063.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"07XA25","T005886","CONSTR: Fire Alarm System Upgrades ph1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-11-17T00:00:00.000","2013-08-31T00:00:00.000","1770081.00","711746.00","1770081.00","0.00","3","N","0","Matco Electric Co., Inc.","3913 Gates Road",,"Vestal","NY","13850","USA","POINT (-75.979538 42.107571)"
"151036","T006429","DESIGN: CM - Construct  Health and Wellness Center","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-05-04T00:00:00.000","2023-05-23T00:00:00.000","5273867.72","0.00","3423429.46","1850438.26","0","N","0","The Whiting-Turner Contracting Company","Suite 180","1720 Spillman Drive","Bethlehem","PA","18015","USA",
"26X278","T004951","DESIGN: Dental Hygiene Care Center","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2006-11-07T00:00:00.000","2012-11-01T00:00:00.000","129780.80","0.00","129780.80","0.00","0","Y","0","David Smotrich & Partners Architects/Planners","Suite 704","443 Park Avenue South","New York","NY","10016","USA",
"13XD74","T006054","CONSTR: Replacement Elec Feeders","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-03-24T00:00:00.000","2018-03-23T00:00:00.000","17767549.00","0.00","17767549.00","0.00","8","N","1","Eldor Contracting Corp","30 Corporate Drive",,"Holtsville","NY","11742","USA","POINT (-73.039392 40.804249)"
"13X7A5","T005968","CONSTR: Job Order Contracting Program - New York","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-05-21T00:00:00.000","2018-08-31T00:00:00.000","236050.00","0.00","236050.00","0.00","0","N","0","Corbex, Inc.","74-16 Grand Avenue",,"Elmhurst","NY","11373","USA","POINT (-73.886862 40.730363)"
"40X030","T005196","DESIGN: Commissioning Regn Centr Rochester","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-05-22T00:00:00.000","2018-08-21T00:00:00.000","67554.41","0.00","67554.41","0.00","0","N","0","C.J. Brown Energy & Engineering, P.C.","Suite 204","4245 Union Road","Buffalo","NY","14225","USA",
"09X376","T005365","DESIGN: Replace Roof - Fine Arts","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-12-07T00:00:00.000","2017-04-14T00:00:00.000","85273.20","24921.67","85273.20","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"09X308","T005452","DESIGN: Rehabilitation of Fitzelle Hall, Bldg. No. 26","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-02-11T00:00:00.000","2016-11-15T00:00:00.000","2653771.31","366355.48","2653771.31","0.00","21","N","3","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"14XA98","T005805","CONSTR: Replace Roof BSB","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-02-14T00:00:00.000","2013-02-27T00:00:00.000","1448740.00","78347.00","1448740.00","0.00","18","N","2","Dimitri Enterprises, Inc.","2nd Floor","135 58th Street","Brooklyn","NY","11220","USA",
"40X005","D005077","CONSTR: Rehabilitate 28 Union Avenue","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-10-13T00:00:00.000","2009-09-30T00:00:00.000","3459372.00","0.00","3459372.00","0.00","4","N","0","Malone & Tate Builders, Inc.","2217 Central Avenue",,"Schenectady","NY","12304","USA","POINT (-73.884589 42.763066)"
"221001","T006239","CONSTR: Install Satellite Boilers Ph2","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-11T00:00:00.000","2018-01-19T00:00:00.000","1458168.00","0.00","1458168.00","0.00","4","N","0","Monroe Piping & Sheet Metal, Inc.","68 Humboldt Street","PO Box 90600","Rochester","NY","14609","USA","POINT (-77.566693 43.15503)"
"081018","D006620","CONSTR: Upgrade Lecture Center Mechanical System","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-03-02T00:00:00.000","2023-07-15T00:00:00.000","1655719.00","0.00","1241724.00","413995.00","3","N","0","Bast Hatfield Construction LLC","1399 Vischers Ferry Road",,"Clifton Park","NY","12065","USA","POINT (-73.73745 42.822924)"
"141077","D006645","CONSTR: Replace BSB Chiller","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-05-14T00:00:00.000","2023-09-25T00:00:00.000","4607922.00","0.00","2838929.00","1768993.00","9","N","2","Planet Mechanical Corp.","8-17 37th Avenue",,"New York","NY","11101","USA","POINT (-73.94261 40.760405)"
"16X7A4","T005632","CONSTR: JOCs - Syracuse Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-18T00:00:00.000","2015-12-09T00:00:00.000","170786.00","0.00","170786.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"261033","T006356","DESIGN: Rehab Sinclair Hall for Academic Surge Space","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-12-21T00:00:00.000","2027-02-06T00:00:00.000","184740.11","0.00","184740.11","0.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"21X231","T006044","CONSTR: Replace Roofs, Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-12-20T00:00:00.000","2017-03-31T00:00:00.000","1987149.00","0.00","1987149.00","0.00","24","N","0","Rising Sun Construction LLC","54 Magnolia Avenue","Unit 4-5","Jersey City","NJ","7306","USA","POINT (-74.056952 40.72934)"
"411008","T006361","DESIGN: Renovate 7th floor for Clinical Operations","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-05-11T00:00:00.000","2025-09-27T00:00:00.000","886443.00","0.00","438942.52","447500.48","0","N","0","MDSZERBATY ASSOCIATES ARCHITECTURE LLC","307 Seventh Avenue","Suite 1501","New York","NY","10001","USA","POINT (-73.993536 40.746986)"
"36X106","T005384","DESIGN: Exterior Restoration - Plaza Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-05-08T00:00:00.000","2013-04-30T00:00:00.000","589011.86","20329.99","589011.86","0.00","5","N","0","Simpson Gumpertz & Heger Inc. Consulting Engineers","Building #1, Suite 500","41 Seyon Street","Waltham","MA","2453","USA",
"17X090","T005397","CONSTR: North Martha Van Rennselaer Hall - Replacement","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-30T00:00:00.000","2013-01-11T00:00:00.000","40687799.00","748175.00","40637861.00","49938.00","4","N","0","Murnane Building Contractors, Inc.","6728 Myers Road",,"East Syracuse","NY","13057","USA","POINT (-76.056335 43.093042)"
"09X331","T005351","DESIGN: Replace VAT Flooring,  Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-06-27T00:00:00.000","2017-12-31T00:00:00.000","76642.60","4809.22","76642.60","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"071042","T006440","DESIGN: Rehabilitate Science IV Ph 2","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-01-13T00:00:00.000","2028-12-12T00:00:00.000","60597.83","0.00","44066.93","16530.90","10","N","0","Horizon Engineering Associates, LLP","358 West Jefferson Street","Suite 300","Syracuse","NY","13204","USA","POINT (-76.158219 43.047105)"
"281007","D006661","CONSTR: Renovate Crosby Hall","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-07-02T00:00:00.000","2024-07-29T00:00:00.000","21717406.00","0.00","8000265.00","13717141.00","1","N","0","Manning Squires Hennig Co. Inc","8426 Seven Springs Road","PO Box 685","Batavia","NY","14020","USA","POINT (-78.133391 43.006019)"
"30XA56","T005324","DESIGN: Commisioning - School of Engineering Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-01-10T00:00:00.000","2013-07-06T00:00:00.000","196022.75","41078.21","196022.75","0.00","5","N","1","C.J. Brown Energy & Engineering, P.C.","Suite 204","4245 Union Road","Buffalo","NY","14225","USA",
"111017","T006548","CONSTR: Renovate Memorial Hall","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-02-28T00:00:00.000","2022-10-17T00:00:00.000","12269828.00","0.00","12194803.00","75025.00","1","N","0","MLB Construction Services LLC","One Stone Break Road",,"Malta","NY","12020","USA",
"051003","T006102","DESIGN: Demolish Academic Spine Bridge","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-11-20T00:00:00.000","2023-07-10T00:00:00.000","260053.24","0.00","260053.24","0.00","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"251018","T006103","DESIGN: Replace Boilers & Chillers, Various Buildings","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-09-13T00:00:00.000","2023-01-01T00:00:00.000","95000.00","0.00","89857.82","5142.18","0","N","0","IBC Engineering, Pc","Suite 219","3445 Winton Place","Rochester","NY","14623","USA",
"12X335","T005629","CONSTR: Rehabilitate Elevators, Raymond & Crane Halls, Bldg Nos. 001 & 09B","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-17T00:00:00.000","2013-07-31T00:00:00.000","736773.00","70489.00","736773.00","0.00","2","N","0","Thyssen Krupp Elevator Corporation","6067 Corporate Drive",,"East Syracuse","NY","13057","USA","POINT (-76.087565 43.104073)"
"131043","T006758","DESIGN: Rehab Chemistry","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-05-18T00:00:00.000","2027-06-15T00:00:00.000","354845.07","0.00","0.00","354845.07","40","N","3","RMF Engineering, Inc., P.C.","Suite 300","5520 Research Park Drive","Baltimore","MD","21228","USA",
"03X815","T004564","DESIGN: Campus Capital Plan","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2000-09-02T00:00:00.000","2002-06-15T00:00:00.000","280974.40","0.00","280974.40","0.00","4","Y","1","Foit-Albert Associates, Arch,Engring & Survey,PC","763 Main Street",,"Buffalo","NY","14203","USA","POINT (-78.871353 42.894814)"
"03X316","T005144","CONSTR: Masonry Restoration, Various Buildings Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2006-05-01T00:00:00.000","2010-08-31T00:00:00.000","5718019.00","0.00","5718019.00","0.00","3","N","0","Thomas Johnson Inc.","3566 North Buffalo Road",,"Orchard Park","NY","14127","USA","POINT (-78.749858 42.786813)"
"141037","T006476","DESIGN: Renovate Cafeteria Servery and Dining Area","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-04-12T00:00:00.000","2024-04-15T00:00:00.000","2511190.16","0.00","1112065.62","1399124.54","27","N","9","Francis Cauffman, Inc.","40 Worth Street","Suite 300","New York","NY","10013","USA","POINT (-74.00671 40.717277)"
"21X818","T005854","DESIGN: Water and Gas Study","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-11-19T00:00:00.000","2015-05-09T00:00:00.000","81675.00","0.00","81675.00","0.00","0","N","0","Cannon Design Architecture & Enginering","2170 Whitehaven Road",,"Grand Island","NY","14072","USA","POINT (-78.972943 43.021579)"
"211031","T006360A","DESIGN: Repair Stone Facade and Masonry at Fort Schuyler","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-05-09T00:00:00.000","2025-11-09T00:00:00.000","359886.62","0.00","228260.82","131625.80","0","N","0","Mosaic Associates Architects, DPC","2 Third Street","Suite 440","Troy","NY","12180","USA","POINT (-73.690028 42.732277)"
"41X056","T005448","DESIGN: Rehab Building Systems","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2009-02-13T00:00:00.000","2023-07-19T00:00:00.000","2180759.00","208411.99","2131828.28","48930.72","12","N","1","Lilker Associates","1001 Ave of the Americas",,"New York","NY","10018","USA","POINT (-73.986253 40.751894)"
"211020","T006516","CONSTR: Replace Roofs  Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-07-30T00:00:00.000","2021-09-08T00:00:00.000","1539314.00","0.00","1539314.00","0.00","1","N","0","Sea Breeze General Construction, Inc.","24-30 47th Street",,"Astoria","NY","11103","USA","POINT (-73.904823 40.766936)"
"30XA95","T006300","CONSTR: Replace Fire Alarms, Biomedical Education Building North Campus","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-01-13T00:00:00.000","2018-09-21T00:00:00.000","1164133.00","0.00","1164133.00","0.00","4","N","1","CIR Electrical Construction Corp.","400 Ingham Avenue",,"Buffalo","NY","14218","USA","POINT (-78.84069 42.816118)"
"07XA47","T005975","CONSTR: Rehab Science III Basment","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-06-14T00:00:00.000","2014-04-06T00:00:00.000","4486947.00","2857949.00","4486947.00","0.00","6","N","0","Streeter Associates,Inc.","101 E. Woodlawn Ave.","P.O. Box 118","Elmira","NY","14902","USA","POINT (-76.815711 42.110455)"
"12X372","T006102","DESIGN: Replace Surface on Athletic Turf","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2014-12-23T00:00:00.000","2023-07-10T00:00:00.000","123800.09","0.00","123800.09","0.00","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"251033","T006576","DESIGN: Upgrade Data Infrastructure - Study","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2021-02-21T00:00:00.000","2023-09-14T00:00:00.000","64726.54","0.00","64726.54","0.00","0","Y","0","Pathfinder Engineers & Architects LLP","134 South Fitzhugh Street",,"Rochester","NY","14608","USA","POINT (-77.612234 43.150506)"
"09X366","T006267","CONSTR: Replace HVAC Equipment - Hunt College Union","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-08-01T00:00:00.000","2019-08-17T00:00:00.000","4411362.00","0.00","4411362.00","0.00","5","N","1","Evans Mechanical, Inc.","314 Maple Street",,"Endicott","NY","13760","USA","POINT (-76.07002 42.098418)"
"08X397","T004803","CONSTR: Construct Athletic Center","In Guarantee","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2002-11-22T00:00:00.000","2014-12-31T00:00:00.000","22056438.00","0.00","21787275.00","269163.00","5","N","0","Fidelity and Guaranty Insurance Company","C/O St. Paul Travelers","11 Schilling Road","Hunt Valley","MD","21031","USA",
"09X316","D005465","CONSTR: Upgrade Lighting, Replace Ceilings, Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-01-07T00:00:00.000","2011-01-10T00:00:00.000","353633.00","0.00","353633.00","0.00","10","N","1","Andrew R. Mancini Associates Inc.","129 Odell Avenue",,"Endicott","NY","13760","USA","POINT (-76.049175 42.110866)"
"141000","T006339","DESIGN: Upgrade Electrical System UHB","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-07-24T00:00:00.000","2022-08-14T00:00:00.000","2708685.00","0.00","1284878.74","1423806.26","23","N","5","LiRo Program and Construction Mgmt, P.C.","Three Aerial Way",,"Syosset","NY","11791","USA",
"15X412","T004894","DESIGN: Commissioning For Vertical Expansion - Hospital","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2004-08-25T00:00:00.000","2009-07-31T00:00:00.000","211195.68","60073.56","211195.68","0.00","5","N","1","Affiliated Engineers, Inc","5802 Research Park Blvd","P. O. Box 44991","Madison","WI","53744","USA","POINT (-89.480241 43.055761)"
"24X268","T005351","DESIGN: Library Upgrades Interior, Exterior, Elevator and Mechanical Systems","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-07-14T00:00:00.000","2017-12-31T00:00:00.000","440072.51","5219.76","440072.51","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"31X215","T005217","DESIGN: Construction Manager For New Academic Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-02-12T00:00:00.000","2013-12-01T00:00:00.000","2401227.17","204350.02","2401227.17","0.00","5","N","0","URS Corporation - New York","Suite 610","One Penn Plaza","New York","NY","10119","USA",
"11X226","D005398","CONSTR: Saranac ADA Elevator","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-05-16T00:00:00.000","2010-08-16T00:00:00.000","1171654.00","0.00","1171654.00","0.00","1","N","0","Murnane Building Contractors, Inc.","P.O. Box 3048","104 Sharron Avenue","Plattsburgh","NY","12901","USA",
"36X813","T005855","DESIGN: Campus Development Study","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-10-31T00:00:00.000","2014-08-19T00:00:00.000","196032.00","166627.20","196032.00","0.00","0","N","0","Perkins & Will Architects P.C.","4th Floor","215 Park Avenue South","New York","NY","10003","USA",
"141109","T006673","DESIGN: Replace R-22 Air Handling Units - Critical Care Units - UHB","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-03-22T00:00:00.000","2024-10-24T00:00:00.000","62340.00","0.00","445.00","61895.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"36X110","T005395","CONSTR: Job Order Contracting Program - Albany","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-15T00:00:00.000","2014-09-30T00:00:00.000","456503.00","0.00","456503.00","0.00","0","Y","0","Cutting Edge Group, LLC","14 Walkup Cutoff Road","P.O. Box 733","Lake George","NY","12845","USA","POINT (-73.648077 43.386894)"
"28X390","T005683","DESIGN: Biomed Education Building - HVAC Improvements","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-13T00:00:00.000","2017-06-30T00:00:00.000","912749.25","106230.41","912749.25","0.00","13","N","1","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"36X083","T004930","DESIGN: Mechanical System Upgrades State University Plaza","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-05-30T00:00:00.000","2011-03-31T00:00:00.000","189265.22","0.00","174836.62","14428.60","0","N","0","Sage Engineering Associates, L.L.P.","1211 Western Avenue",,"Albany","NY","12203","USA","POINT (-73.821406 42.675897)"
"161026","T006440","DESIGN: Renovate Plant Science Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-08-24T00:00:00.000","2028-12-12T00:00:00.000","169370.00","0.00","23617.50","145752.50","35","N","5","Horizon Engineering Associates, LLP","358 West Jefferson Street","Suite 300","Syracuse","NY","13204","USA","POINT (-76.158219 43.047105)"
"29X405","T005544","CONSTR: Rehabilitate Elevators - PH IIB","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-05-21T00:00:00.000","2012-08-01T00:00:00.000","2865477.00","0.00","2865477.00","0.00","4","N","0","Thyssenkrupp Elevator Corp.","519 8th Avenue, Floor 5",,"New York","NY","10018","USA","POINT (-73.992695 40.753263)"
"28X423","T005963","CONSTR: Reconstruct Pump House South Campus","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-05-09T00:00:00.000","2015-08-27T00:00:00.000","4057111.00","2032420.00","4057111.00","0.00","8","N","1","Kandey Company, Inc","19 Ransier Drive",,"West Seneca","NY","14224","USA","POINT (-78.744875 42.849817)"
"15X849","T005691","DESIGN: FMP - Upstate Medical Center","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-28T00:00:00.000","2012-01-20T00:00:00.000","375898.76","0.00","375898.76","0.00","19","N","0","Stantec Architecture, Inc","801 Jones Franklin Road","Suite 300","Raleigh","NC","27606","USA","POINT (-78.72407 35.768552)"
"04X342","T006132","CONSTR: Comprehensive reconstruction and upgrade of Campus Wide Electrical Distribution infrastructure","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-02-17T00:00:00.000","2018-04-12T00:00:00.000","7774279.00","0.00","7774279.00","0.00","10","N","0","Nelcorp Electrical Contracting Corporation","35 North Kelly Avenue",,"Endwell","NY","13760","USA","POINT (-76.025266 42.109078)"
"091019","T006482","CONSTR: Replace Water Mains - East Dorm Drive","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-02-27T00:00:00.000","2020-08-16T00:00:00.000","504817.00","0.00","504817.00","0.00","5","N","0","Winn Construction Services Inc.","74 Hudson River Road",,"Waterford","NY","12010","USA","POINT (-73.668136 42.80337)"
"12X289","D005495","CONSTR: Upgrade Recital Hall  - Dunn Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-03-19T00:00:00.000","2010-08-15T00:00:00.000","662418.00","0.00","662418.00","0.00","6","N","0","Northeast Construction Services, Inc.","609 Erie Boulevard West",,"Syracuse","NY","13204","USA","POINT (-76.164373 43.049141)"
"24X266","T005588","DESIGN: Center for Agriculture and Natural Resources","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-11-06T00:00:00.000","2022-06-01T00:00:00.000","4188491.44","376701.23","4124631.65","63859.79","30","N","1","Ennead Architects LLP","1 World Trade Center","40th Floor","New York","NY","10007","USA","POINT (-74.01341 40.712909)"
"291015","T006467","CONSTR: Roof Replacement Campus Center North","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-11-09T00:00:00.000","2020-12-11T00:00:00.000","1647944.00","0.00","1647944.00","0.00","5","N","1","Sea Breeze General Construction, Inc.","24-30 47th Street",,"Astoria","NY","11103","USA","POINT (-73.904823 40.766936)"
"131059","D006612","CONSTR: Repair Facade - Melville Library and Staller Center","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-01-27T00:00:00.000","2023-08-17T00:00:00.000","2378787.00","0.00","1919530.00","459257.00","4","Y","1","Metropolitan Construction Corp.","349 Union Avenue",,"Westbury","NY","11590","USA","POINT (-73.585324 40.753776)"
