"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0001482","Stevensville Water District","Liberty (T)","Sullivan","3","Public Water Supply","Groundwater","2021","0.27","0.86","41.7602958","-74.80572245","POINT (-74.80572245 41.7602958)"
"WWR0000067","Tecumseh Redevelopment (ArcelorMittal Lackawanna)","Hamburg (T)","Erie","9","Industrial","Surface Water","2017","25","25","42.82138718","-78.84875647","POINT (-78.84875647 42.82138718)"
"WWR0000394","Dankowski Farms","East Hampton (T)","Suffolk","1","Agricultural","Groundwater; Surface Water","2011","0","1.81","40.93682578","-72.2519328","POINT (-72.2519328 40.93682578)"
"WWR0000121","Berkshire Farm Center","Canaan (T)","Columbia","4","Institutional","Groundwater","2017","0.03","0.16","42.41304982","-73.40280147","POINT (-73.40280147 42.41304982)"
"WWR0000181","Bruno Farms","Brookhaven (T)","Suffolk","1","Agricultural","Groundwater","2013","0.08","0.26","40.86094063","-72.82131354","POINT (-72.82131354 40.86094063)"
"WWR0000021","Airway Meadows Golf Course","Northumberland (T)","Saratoga","5","Recreational - Golf Course","Surface Water","2015","0.03","0.3","43.17982838","-73.63433199","POINT (-73.63433199 43.17982838)"
"WWR0001108","NYCO Minerals","Lewis (T)","Essex","5","Mine Dewatering","Surface Water","2021","0.89","1.01","44.30163993","-73.61642227","POINT (-73.61642227 44.30163993)"
"WWR0002063","Skene Valley Golf Course","Whitehall (T)","Washington","5","Recreational - Golf Course","Surface Water","2019","0.02","3.6","43.55768301","-73.3859937","POINT (-73.3859937 43.55768301)"
"WWR0001466","Springville, Vg","Concord (T)","Erie","9","Public Water Supply","Groundwater","2019","0.51","0.75","42.50888632","-78.66754181","POINT (-78.66754181 42.50888632)"
"WWR0000027","Albion, Vg","Carlton (T)","Orleans","8","Public Water Supply","Surface Water","2009","1.5","1.87","43.36999986","-78.21492279","POINT (-78.21492279 43.36999986)"
"WWR0001667","US ARMY - WEST POINT - Lusk","Highlands (T)","Orange","3","Institutional","Surface Water","2017","1.9","2.86","41.34486522","-74.06305437","POINT (-74.06305437 41.34486522)"
"WWR0000682","Hanson Aggregates - Great Bend Quarry","Champion (T)","Jefferson","6","Mine Dewatering","Groundwater; Surface Water","2012","0.14","0.5","44.00170793","-75.69452242","POINT (-75.69452242 44.00170793)"
"WWR0000926","Logan Farms","Palatine (T)","Montgomery","4","Agricultural","Surface Water","2019","0","0","42.96441716","-74.58245756","POINT (-74.58245756 42.96441716)"
"WWR0001505","Syracuse Sand & Gravel - Apulia","Fabius (T)","Onondaga","7","Industrial","Surface Water","2015","0","0","42.82046319","-76.07378419","POINT (-76.07378419 42.82046319)"
"WWR0000214","Canandaigua Country Club","Canandaigua (T)","Ontario","8","Recreational - Golf Course","Surface Water","2019","0.02","0.14","42.87110886","-77.25705093","POINT (-77.25705093 42.87110886)"
"WWR0000251","Cazenovia, Vg","Cazenovia (T)","Madison","7","Public Water Supply","Groundwater","2014","0.26",,"42.92959508","-75.85244885","POINT (-75.85244885 42.92959508)"
"WWR0000951","Mannsville, Vg","Ellisburg (T)","Jefferson","6","Public Water Supply","Groundwater","2009","0.03","0.03","43.71269195","-76.0639767","POINT (-76.0639767 43.71269195)"
"WWR0000609","NYS ORDA Gore Mountain - PWS","Johnsburg (T)","Warren","5","Public Water Supply","Groundwater","2019","0.01","0.03","43.67338118","-74.00710754","POINT (-74.00710754 43.67338118)"
"WWR0000948","Manchester Water District","La Grange (T)","Dutchess","3","Public Water Supply","Groundwater","2013","0.35","0.83","41.69593086","-73.86319768","POINT (-73.86319768 41.69593086)"
"WWR0001132","NYSDEC Oneida Fish Hatchery","Constantia (T)","Oswego","7","Other","Surface Water","2009","0.9","2.3","43.24841206","-75.99837013","POINT (-75.99837013 43.24841206)"
"WWR0001211","Phoenix, Vg","Schroeppel (T)","Oswego","7","Public Water Supply","Groundwater","2009","0.28","0.62","43.22927383","-76.29908347","POINT (-76.29908347 43.22927383)"
"WWR0001533","Thendara Golf Course","Webb (T)","Herkimer","6","Recreational - Golf Course","Surface Water","2020","0.14","0.31","43.70579489","-74.99725899","POINT (-74.99725899 43.70579489)"
"WWR0000643","Greenwich, Vg","Easton (T)","Washington","5","Public Water Supply","Groundwater","2021","0.19",,"43.09147999","-73.50307262","POINT (-73.50307262 43.09147999)"
"WWR0002057","Meadow Links Golf Course","Springfield","Otsego","4","Recreational - Golf Course","Groundwater; Surface Water","2021","0.02","0.03","42.82386324","-74.92752889","POINT (-74.92752889 42.82386324)"
"WWR0001137","West Hills Country Club","Wallkill (T)","Orange","3","Recreational - Golf Course","Surface Water","2018","0.08","0.4","41.43562144","-74.37425946","POINT (-74.37425946 41.43562144)"
"WWR0000100","Midlakes Club (Barrow's View Club)","Spafford (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2011","0","0","42.85776861","-76.34437752","POINT (-76.34437752 42.85776861)"
"WWR0000372","Cranesville - Eastern Quarry","Kingston (T)","Ulster","3","Mine Dewatering","Surface Water","2021","0.17","0.5","41.98714779","-74.05410566","POINT (-74.05410566 41.98714779)"
"WWR0001517","Taconic Estates","East Fishkill (T)","Dutchess","3","Public Water Supply","Groundwater","2015","0.01","0.03","41.58321901","-73.76894146","POINT (-73.76894146 41.58321901)"
"WWR0000735","Highland Park Golf Course","Sennett (T)","Cayuga","7","Recreational - Golf Course","Surface Water","2019","0.02","0.19","42.94279708","-76.53595306","POINT (-76.53595306 42.94279708)"
"WWR0001348","Sackets Harbor, Vg","Hounsfield (T)","Jefferson","6","Public Water Supply","Surface Water","2019","0.28","0.57","43.94659632","-76.11804911","POINT (-76.11804911 43.94659632)"
"WWR0001691","Whiteface Club and Resort","North Elba (T)","Essex","5","Recreational - Golf Course","Surface Water","2015","0.04","0.13","44.30787604","-74.00628916","POINT (-74.00628916 44.30787604)"
"WWR0000694","Hanson Aggregates - Phelps","Phelps (T)","Ontario","8","Mine Dewatering","Groundwater; Surface Water","2018","0.13","0.37","42.94775711","-76.98709271","POINT (-76.98709271 42.94775711)"
"WWR0000939","M G Hurd and Sons","Lloyd (T)","Ulster","3","Agricultural","Groundwater; Surface Water","2013","0.01","0.59","41.70125043","-74.05687734","POINT (-74.05687734 41.70125043)"
"WWR0000417","Dinsmore Golf Course","Hyde Park (T)","Dutchess","3","Recreational - Golf Course","Surface Water","2021","0.12","0.53","41.85746973","-73.91742274","POINT (-73.91742274 41.85746973)"
"WWR0000269","NYSDEC Chateaugay Fish Hatchery","Chateaugay (T)","Franklin","5","Other","Surface Water","2011","1.6","1.6","44.93404507","-74.04420252","POINT (-74.04420252 44.93404507)"
"WWR0000377","Cranesville - Watertown","Watertown (T)","Jefferson","6","Mine Dewatering","Surface Water","2013","0.43","0.43","43.9454283","-75.87754775","POINT (-75.87754775 43.9454283)"
"WWR0000143","Blue Mountain Lake Water District #1","Indian Lake (T)","Hamilton","5","Public Water Supply","Surface Water","2015","0.04","0.08","43.8669773","-74.436128","POINT (-74.436128 43.8669773)"
"WWR0001517","Taconic Estates","East Fishkill (T)","Dutchess","3","Public Water Supply","Groundwater","2017","0.01","0.01","41.58321901","-73.76894146","POINT (-73.76894146 41.58321901)"
"WWR0000605","Thousand Island Country Club","Alexandria (T)","Jefferson","6","Recreational - Golf Course","Surface Water","2011","0.03","0.18","44.33975173","-75.93881849","POINT (-75.93881849 44.33975173)"
"WWR0001928","Fort Covington, Vg","Fort Covington (T)","Franklin","5","Public Water Supply","Groundwater","2020","0.06","0.12","44.98920324","-74.49306364","POINT (-74.49306364 44.98920324)"
"WWR0000561","Fultonville, Vg","Glen (T)","Montgomery","4","Public Water Supply","Groundwater","2018","0.14","0.32","42.94525508","-74.36681359","POINT (-74.36681359 42.94525508)"
"WWR0001545","Tilcon - West Nyack Quarry","Clarkstown (T)","Rockland","3","Mine Dewatering","Surface Water","2015","0.99","2.71","41.10814159","-73.9580977","POINT (-73.9580977 41.10814159)"
"WWR0001004","Minard & Sons","Plattekill (T)","Ulster","3","Agricultural","Groundwater","2019","0.01",,"41.69386414","-74.05352433","POINT (-74.05352433 41.69386414)"
"WWR0000885","Lake Hill Farms Water District","Chester (T)","Orange","3","Public Water Supply","Groundwater","2021","0.09","0.18","41.28590722","-74.24388774","POINT (-74.24388774 41.28590722)"
"WWR0000364","Country Gardens Nursery","Southampton (T)","Suffolk","1","Agricultural","Groundwater","2016","0.04","0.09","40.83329597","-72.71108627","POINT (-72.71108627 40.83329597)"
"WWR0001118","Old Forge Water District","Webb (T)","Herkimer","6","Public Water Supply","Groundwater","2013","0.19","0.42","43.70571956","-76.21088069","POINT (-76.21088069 43.70571956)"
"WWR0001354","Salmon Creek Country Club","Ogden (T)","Monroe","8","Recreational - Golf Course","Surface Water","2009","0.02","0.43","43.2015852","-77.85654928","POINT (-77.85654928 43.2015852)"
"WWR0001451","South Otselic Hatchery","Otselic (T)","Chenango","7","Other","Groundwater; Surface Water","2018","1.47","2.59","42.64428392","-75.78491563","POINT (-75.78491563 42.64428392)"
"WWR0000665","Hamilton, Vg","Hamilton (T)","Madison","7","Public Water Supply","Groundwater","2011","0.39","0.84","42.82694913","-75.54281739","POINT (-75.54281739 42.82694913)"
"WWR0000437","Double H Ranch","Lake Luzerne (T)","Warren","5","Recreational - Snow Making","Groundwater","2009","0.01","0.03","43.37445614","-73.78983522","POINT (-73.78983522 43.37445614)"
"WWR0000971","Mayville, Vg","Chautauqua (T)","Chautauqua","9","Public Water Supply","Groundwater","2012","0.21","0.38","42.25392862","-79.50466955","POINT (-79.50466955 42.25392862)"
"WWR0000368","Coxsackie, Vg","Coxsackie (T)","Greene","4","Public Water Supply","Surface Water","2021","0.88","1.31","42.35602329","-73.80748056","POINT (-73.80748056 42.35602329)"
"WWR0000239","Catamount Ski Area","Copake (T)","Columbia","4","Recreational - Snow Making","Surface Water","2016","0.23","10.5","42.17007291","-73.47843388","POINT (-73.47843388 42.17007291)"
"WWR0001293","Rhinebeck, Vg","Rhinebeck (T)","Dutchess","3","Public Water Supply","Surface Water","2018","0.44","0.69","41.92704744","-73.90993936","POINT (-73.90993936 41.92704744)"
"WWR0000308","Cockaigne Ski Area","Cherry Creek (T)","Chautauqua","9","Recreational - Snow Making","Surface Water","2020","0","0.03","42.26599842","-79.15881623","POINT (-79.15881623 42.26599842)"
"WWR0000228","Carmel Water District #8","Carmel (T)","Putnam","3","Public Water Supply","Surface Water","2019","0.22","0.4","41.37501332","-73.72396731","POINT (-73.72396731 41.37501332)"
"WWR0001371","Saunders - Bainbridge","Bainbridge (T)","Chenango","7","Industrial","Groundwater","2012","0.08","0.14","42.30043708","-75.43749214","POINT (-75.43749214 42.30043708)"
"WWR0001361","Saranac Lake, Vg","North Elba (T)","Essex","5","Public Water Supply","Groundwater; Surface Water","2017","0.64","1.32","44.32488902","-74.13189309","POINT (-74.13189309 44.32488902)"
"WWR0001664","West Hill Golf Course","Camillus (T)","Onondaga","7","Recreational - Golf Course","Groundwater; Surface Water","2010","0.14","0.16","43.03178559","-76.33631267","POINT (-76.33631267 43.03178559)"
"WWR0000806","IsleChem, LLC","Grand Island (T)","Erie","9","Industrial","Surface Water","2009","0.23","0.59","43.04989193","-78.99617469","POINT (-78.99617469 43.04989193)"
"WWR0001615","Voorheesville, Vg","New Scotland (T)","Albany","4","Public Water Supply","Groundwater","2015","0.35","0.84","42.6517938","-73.92828427","POINT (-73.92828427 42.6517938)"
"WWR0001794","Glen Oak Golf Course","Amherst (T)","Erie","9","Recreational - Golf Course","Groundwater","2017","0.36","0.36","43.05055485","-78.71501675","POINT (-78.71501675 43.05055485)"
"WWR0001769","North Java Water District","Java (T)","Wyoming","9","Public Water Supply","Groundwater; Surface Water","2009","0.03","0.04","42.65090202","-78.38740482","POINT (-78.38740482 42.65090202)"
"WWR0000515","Fishkill Farms","East Fishkill (T)","Dutchess","3","Agricultural","Surface Water","2015","0.03","0.22","41.51658798","-73.82349847","POINT (-73.82349847 41.51658798)"
"WWR0001080","New Athens Generating","Athens (T)","Greene","4","Power - Fossil Fuel","Surface Water","2019","0.11","0.92","42.27103854","-73.85027635","POINT (-73.85027635 42.27103854)"
"WWR0001573","Trump National Golf Club Westchester","Ossining (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2014","0.13","0.39","41.14726544","-73.8334262","POINT (-73.8334262 41.14726544)"
"WWR0000683","Hanson Aggregates - Honeoye Falls Quarry","Lima (T)","Livingston","8","Mine Dewatering","Groundwater; Surface Water","2014","6.93","9.13","42.93918774","-77.63235807","POINT (-77.63235807 42.93918774)"
"WWR0000760","Hourigan Dairy Farm","Elbridge (T)","Onondaga","7","Agricultural","Groundwater; Surface Water; Purchase","2015","0.04","0.04","43.02257641","-76.44000318","POINT (-76.44000318 43.02257641)"
"WWR0001765","North Creek Water District","Johnsburg (T)","Warren","5","Public Water Supply","Groundwater","2009","0.12","0.3","43.69732864","-73.9862486","POINT (-73.9862486 43.69732864)"
"WWR0000671","Cobble Stone - Hancock Quarry","Hancock (T)","Delaware","4","Commercial","Surface Water","2013","0.72","0.72","41.9477053","-75.24024921","POINT (-75.24024921 41.9477053)"
"WWR0001370","Saugerties, Vg","Saugerties (T)","Ulster","3","Public Water Supply","Surface Water","2013","0.74","1.5","42.07852944","-73.9526856","POINT (-73.9526856 42.07852944)"
"WWR0001184","Putnam Materials  - Patterson Quarry","Patterson (T)","Putnam","3","Mine Dewatering","Surface Water","2014","0.15","0.27","41.5182314","-73.60477771","POINT (-73.60477771 41.5182314)"
"WWR0001231","Plattsburgh, Tn - Cadyville Water District","Plattsburgh (T)","Clinton","5","Public Water Supply","Groundwater","2020","0.09","0.2","44.70495862","-73.54114422","POINT (-73.54114422 44.70495862)"
"WWR0000490","Emmi & Sons Inc","Lysander (T)","Onondaga","7","Agricultural","Surface Water; Purchase","2018","0.02","0.29","43.16874163","-76.40083044","POINT (-76.40083044 43.16874163)"
"WWR0000557","Friesland Campina Domo","Delhi (T)","Delaware","4","Industrial","Groundwater","2010","0.37","0.69","42.24382408","-74.96378399","POINT (-74.96378399 42.24382408)"
"WWR0001239","Pole Valley Players Club","Hartford (T)","Washington","5","Recreational - Golf Course","Surface Water","2019","0.03","0.1","43.34815492","-73.43253316","POINT (-73.43253316 43.34815492)"
"WWR0001863","Roxbury Farm","Kinderhook (T)","Columbia","4","Agricultural","Groundwater; Surface Water","2016","0.07","0.17","42.37595503","-73.69439873","POINT (-73.69439873 42.37595503)"
"WWR0001774","Northville, Vg","Northampton (T)","Fulton","5","Public Water Supply","Groundwater","2012","0.09","0.27","43.22896353","-74.17964817","POINT (-74.17964817 43.22896353)"
"WWR0000792","Inlet Golf Club","Inlet (T)","Hamilton","5","Recreational - Golf Course","Surface Water","2020","0.04","0.34","43.74205666","-74.77920142","POINT (-74.77920142 43.74205666)"
"WWR0001725","Windsor, Vg","Windsor (T)","Broome","7","Public Water Supply","Groundwater","2011","0.17","0.36","42.07149435","-75.64095669","POINT (-75.64095669 42.07149435)"
"WWR0001897","Belleayre Mountain - Snow","Shandaken (T)","Ulster","3","Recreational - Snow Making","Surface Water","2021","0.31","1.14","42.13079001","-74.50596634","POINT (-74.50596634 42.13079001)"
"WWR0000230","Carsada Dairy","Malone (T)","Franklin","5","Agricultural","Groundwater","2013","0.03","0.04","44.84733648","-74.34077453","POINT (-74.34077453 44.84733648)"
"WWR0001180","Paul Smith's College","Brighton (T)","Franklin","5","Institutional","Groundwater","2017","0.03","0.08","44.43531744","-74.25269371","POINT (-74.25269371 44.43531744)"
"WWR0000972","McCollum Farms","Royalton (T)","Niagara","9","Agricultural","Surface Water","2015","1.3","1.3","43.20667023","-78.61477289","POINT (-78.61477289 43.20667023)"
"WWR0000278","Chenango, Tn (Inactive)","Chenango (T)","Broome","7","Public Water Supply","Groundwater","2009","0.62","0.82","42.17435654","-75.88592869","POINT (-75.88592869 42.17435654)"
"WWR0000578","George Saulpaugh & Son","Clermont (T)","Columbia","4","Agricultural","Groundwater; Surface Water","2020","0.13","0.63","42.08573315","-73.82423606","POINT (-73.82423606 42.08573315)"
"WWR0001708","Willow Bend Farm","Manchester (T)","Ontario","8","Agricultural","Groundwater","2020","0.14","0.15","42.97760108","-77.1769875","POINT (-77.1769875 42.97760108)"
"WWR0001093","Newburgh, City","New Windsor (T)","Orange","3","Public Water Supply","Surface Water; Purchase","2017","3.68","4.54","41.49356891","-74.05425365","POINT (-74.05425365 41.49356891)"
"WWR0001730","Win-Sum Ski Corporation (Holiday Valley Resort)","Ellicottville (T)","Cattaraugus","9","Recreational - Snow Making","Groundwater; Surface Water","2020","0.68","6.42","42.26250655","-78.66818033","POINT (-78.66818033 42.26250655)"
"WWR0000197","Callanan - Oxbow","Lincoln (T)","Madison","7","Mine Dewatering","Surface Water","2014","0.64","0.87","43.02288423","-75.72485808","POINT (-75.72485808 43.02288423)"
"WWR0000345","Corning - Erwin Facility","Erwin (T)","Steuben","8","Industrial","Groundwater","2009","0.05","0.09","42.11495891","-77.14560775","POINT (-77.14560775 42.11495891)"
"WWR0000641","Greenport Water District #1- Mt Ida","Claverack (T)","Columbia","4","Public Water Supply","Groundwater","2011","0.02","0.05","42.25623488","-73.75891795","POINT (-73.75891795 42.25623488)"
"WWR0001248","Portville, Vg","Portville (T)","Cattaraugus","9","Public Water Supply","Groundwater","2012","0.16","0.36","42.03853885","-78.34020433","POINT (-78.34020433 42.03853885)"
"WWR0001577","Tupper Lake, Vg","Tupper Lake (T)","Franklin","5","Public Water Supply","Surface Water","2017","0.63","1.37","44.2229381","-74.46640701","POINT (-74.46640701 44.2229381)"
"WWR0001883","Hampshire Country Club","Mamaroneck (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2020","0.03","0.11","40.93348727","-73.73579209","POINT (-73.73579209 40.93348727)"
"WWR0000136","Bloomfield, Vg","East Bloomfield (T)","Ontario","8","Public Water Supply","Groundwater; Surface Water","2012","0.17",,"42.90184958","-77.42056235","POINT (-77.42056235 42.90184958)"
"WWR0000483","Elm Tree Golf Course","Virgil (T)","Cortland","7","Recreational - Golf Course","Groundwater","2015","0.04","0.04","42.54610852","-76.25571558","POINT (-76.25571558 42.54610852)"
"WWR0000878","Labrador Development Corp","Truxton (T)","Cortland","7","Recreational - Snow Making","Surface Water","2014","0.16","2.15","42.74164305","-76.03028486","POINT (-76.03028486 42.74164305)"
"WWR0001266","Bear Mountain Water Supply","Highlands (T)","Orange","3","Public Water Supply","Surface Water","2018","0.21","0.33","41.31108764","-74.0241266","POINT (-74.0241266 41.31108764)"
"WWR0001094","Newfield, Tn","Newfield (T)","Tompkins","7","Public Water Supply","Groundwater","2010","0.16","0.27","42.36259774","-76.58956029","POINT (-76.58956029 42.36259774)"
"WWR0001363","Saratoga Glen Hollow Water Supply","Stillwater (T)","Saratoga","5","Public Water Supply","Groundwater","2014","0.07","0.22","42.98034035","-73.74150849","POINT (-73.74150849 42.98034035)"
"WWR0001259","Praxair, Inc","Niagara Falls (C)","Niagara","9","Industrial","Surface Water","2015","45","48.9","43.08586784","-79.01164757","POINT (-79.01164757 43.08586784)"
"WWR0000266","Chase Farm","Perinton (T)","Monroe","8","Agricultural","Surface Water","2014","0",,"43.04913275","-77.38346318","POINT (-77.38346318 43.04913275)"
"WWR0000171","Madrid Water District #1","Madrid (T)","St. Lawrence","6","Public Water Supply","Groundwater","2019","0.05","0.29","44.73819294","-75.14603598","POINT (-75.14603598 44.73819294)"
"WWR0001435","Ski Plattekill, Inc.","Roxbury (T)","Delaware","4","Recreational - Snow Making","Surface Water","2016","2.45","2.45","42.29027459","-74.65371451","POINT (-74.65371451 42.29027459)"
"WWR0000255","Dunn Paper(Cellu Tissue - Natural Dam)","Gouverneur (T)","St. Lawrence","6","Industrial","Surface Water","2011","1.56","2.54","44.33594763","-75.50518042","POINT (-75.50518042 44.33594763)"
"WWR0000329","Cooperstown, Vg","Otsego (T)","Otsego","4","Public Water Supply","Surface Water","2009","0.46","0.79","42.70036771","-74.92210514","POINT (-74.92210514 42.70036771)"
"WWR0000951","Mannsville, Vg","Ellisburg (T)","Jefferson","6","Public Water Supply","Groundwater","2019","0.04","0.26","43.71269195","-76.0639767","POINT (-76.0639767 43.71269195)"
"WWR0000614","Gowanda Country Club","Collins (T)","Erie","9","Recreational - Golf Course","Surface Water","2019","0.02","0.2","42.51831756","-78.90500392","POINT (-78.90500392 42.51831756)"
"WWR0001065","Napanoch Water District","Wawarsing (T)","Ulster","3","Public Water Supply","Groundwater","2016","0.09","0.36","41.75283549","-74.38369753","POINT (-74.38369753 41.75283549)"
"WWR0000339","Cornell University - Ag. Research Facilities (CALS)","Ithaca (C)","Tompkins","7","Agricultural","Groundwater; Surface Water","2016","0.03","0.08","42.44850257","-76.47860563","POINT (-76.47860563 42.44850257)"
"WWR0001626","Kinnebrook Mobile Home Park","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2018","0.06","0.12","41.66369309","-74.72933056","POINT (-74.72933056 41.66369309)"
"WWR0000510","Ferro Electronic Materials","Torrey (T)","Yates","8","Industrial","Surface Water","2011","0.07","0.12","42.67615504","-76.94532794","POINT (-76.94532794 42.67615504)"
"WWR0000957","Marks Farm","Martinsburg (T)","Lewis","6","Agricultural","Groundwater; Surface Water","2020","0.19","0.21","43.74512843","-75.42685837","POINT (-75.42685837 43.74512843)"
"WWR0001904","Castle Point","Wappinger (T)","Dutchess","3","Public Water Supply","Groundwater","2021","0.04","0.1","41.54362347","-73.96347356","POINT (-73.96347356 41.54362347)"
"WWR0001746","Wowak Farms","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2020","0.04","0.23","40.9581543","-72.57236164","POINT (-72.57236164 40.9581543)"
"WWR0001676","Westchester Country Club","Harrison (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2016","0.23","0.8","40.9989042","-73.69785099","POINT (-73.69785099 40.9989042)"
"WWR0001152","Owasco, Tn","Owasco (T)","Cayuga","7","Public Water Supply","Surface Water","2010","0.45","0.8","42.9182979","-76.54507247","POINT (-76.54507247 42.9182979)"
"WWR0001042","Moserdale Farm","Denmark (T)","Lewis","6","Agricultural","Groundwater","2020","0.04","0.06","43.87029537","-75.61530819","POINT (-75.61530819 43.87029537)"
"WWR0001628","Wallkill Golf Club","Wallkill (T)","Orange","3","Recreational - Golf Course","Groundwater; Surface Water","2019","0.02","0.17","41.50819205","-74.40610652","POINT (-74.40610652 41.50819205)"
"WWR0000847","Keene Water District #1","Keene (T)","Essex","5","Public Water Supply","Groundwater","2021","0.04","0.05","44.25659136","-73.79201625","POINT (-73.79201625 44.25659136)"
"WWR0001940","Teugega Country Club","Rome (C)","Oneida","6","Recreational - Golf Course","Surface Water","2021","0.02","0.22","43.27342271","-75.43609224","POINT (-75.43609224 43.27342271)"
"WWR0001560","Tre-G Farms, LLC","Pompey (T)","Onondaga","7","Agricultural","Groundwater; Surface Water","2012","0.01","0.01","42.92340434","-75.96633198","POINT (-75.96633198 42.92340434)"
"WWR0000151","Boralex NY (ReEnergy New York)","Chateaugay (T)","Franklin","5","Power - Other","Groundwater","2010","0.2","0.3","44.8936574","-74.0709353","POINT (-74.0709353 44.8936574)"
"WWR0001162","Onondaga Golf and Country Club","Dewitt (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2020","0.11","0.2","43.03212571","-76.0379051","POINT (-76.0379051 43.03212571)"
"WWR0000707","Walnut Ridge Dairy, LLC","Lansing (T)","Tompkins","7","Agricultural","Groundwater; Surface Water","2018","0.06","0.09","42.59394335","-76.51916546","POINT (-76.51916546 42.59394335)"
"WWR0000655","Guilderland , Tn of: Nott Road Park","Guilderland (T)","Albany","4","Recreational - Other","Groundwater","2016","0.03","0.05","42.68558644","-73.91057787","POINT (-73.91057787 42.68558644)"
"WWR0001103","Nine Mile Point Nuclear Station","Scriba (T)","Oswego","7","Power - Nuclear","Surface Water","2019","385.7","468.4","43.52065968","-76.40746266","POINT (-76.40746266 43.52065968)"
"WWR0001082","New Hope View Farm","Homer (T)","Cortland","7","Agricultural","Groundwater","2021","0.06","0.06","42.69280611","-76.15494957","POINT (-76.15494957 42.69280611)"
"WWR0001002","Millbrook, Vg","Washington (T)","Dutchess","3","Public Water Supply","Groundwater","2019","0.22","0.45","41.79159599","-73.66509407","POINT (-73.66509407 41.79159599)"
"WWR0001704","Willard Mountain Ski Center","Easton (T)","Washington","5","Recreational - Snow Making","Surface Water","2013","0.21","1.15","43.02064322","-73.51581572","POINT (-73.51581572 43.02064322)"
"WWR0000315","Cold Spring Water District","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2012","0.02","0.03","41.64365049","-74.68951204","POINT (-74.68951204 41.64365049)"
"WWR0000613","Gouverneur, Vg","Gouverneur (T)","St. Lawrence","6","Public Water Supply","Surface Water","2012","0.75","1.43","44.33612405","-75.47018451","POINT (-75.47018451 44.33612405)"
"WWR0000677","Hanson Aggregates - Boonville","Boonville (T)","Oneida","6","Mine Dewatering","Surface Water","2020","0","0","43.46710666","-75.31651285","POINT (-75.31651285 43.46710666)"
"WWR0000324","Conklin Players Club","Conklin (T)","Broome","7","Recreational - Golf Course","Surface Water","2018","0","0.1","42.02382891","-75.79931832","POINT (-75.79931832 42.02382891)"
"WWR0001135","Ontario Benefit Area #1","Ontario (T)","Wayne","8","Public Water Supply","Surface Water","2017","2.03","3.21","43.27439222","-77.28745816","POINT (-77.28745816 43.27439222)"
"WWR0001924","Cornhill Landing","Rochester (C)","Monroe","8","Commercial","Surface Water","2019","0","0","43.14995057","-77.61085591","POINT (-77.61085591 43.14995057)"
"WWR0000092","St. Lawrence Zinc - Balmat Mines","Fowler (T)","St. Lawrence","6","Mine Dewatering","Groundwater; Surface Water","2020","1.2","1.6","44.26474995","-75.40885106","POINT (-75.40885106 44.26474995)"
"WWR0001822","Meyers Farm","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2014","0.06","0.54","40.80823948","-73.47712447","POINT (-73.47712447 40.80823948)"
"WWR0001342","Royal Mountain Ski Area","Caroga (T)","Fulton","5","Recreational - Snow Making","Surface Water","2018","1","1.7","43.08156662","-74.50420649","POINT (-74.50420649 43.08156662)"
"WWR0000242","Catskill Golf Club","Catskill (T)","Greene","4","Recreational - Golf Course","Groundwater; Surface Water","2012","0.02","0.09","42.24045891","-73.88360483","POINT (-73.88360483 42.24045891)"
"WWR0000291","Clayton, Vg","Clayton (T)","Jefferson","6","Public Water Supply","Surface Water","2019","0.23","0.38","44.23962798","-76.08432366","POINT (-76.08432366 44.23962798)"
"WWR0001116","Ogdensburg, City","Ogdensburg (C)","St. Lawrence","6","Public Water Supply","Surface Water","2011","2.04","5","44.69830023","-75.49201361","POINT (-75.49201361 44.69830023)"
"WWR0000946","Malone Golf Club","Malone (T)","Franklin","5","Recreational - Golf Course","Groundwater","2011","0","0.05","44.82332816","-74.27832144","POINT (-74.27832144 44.82332816)"
"WWR0001717","Wiltwyck Golf Club","Ulster (T)","Ulster","3","Recreational - Golf Course","Groundwater; Surface Water","2018","0.05","0.18","41.91575167","-74.04099179","POINT (-74.04099179 41.91575167)"
"WWR0001954","Lake Katonah Club","Lewisboro (T)","Westchester","3","Public Water Supply","Groundwater","2017","0.03","0.05","41.2889246","-73.65473307","POINT (-73.65473307 41.2889246)"
"WWR0002055","Marine Park Golf Course","Kings (T)","Kings","2","Recreational - Golf Course","Groundwater","2020","0.07",,"40.60051083","-73.91432471","POINT (-73.91432471 40.60051083)"
"WWR0001984","Hobart, Vg.","Stamford (T)","Delaware","4","Public Water Supply","Groundwater","2018","0.09","0.15","42.37323539","-74.66768851","POINT (-74.66768851 42.37323539)"
