"plant_type","spdes_permit_number","facility_name","ground_or_surface","avg_design_hydraulic_flow","street","city","state","country","zip_code","latitude","longitude","location_1"
"Industrial","NY0223000","AMERICAN BIO MEDICA CORPORATION","Ground","0.0005","122 SMITH RD EXT","STUYVESANT","NY","USA","12173","42.38","-73.73","(42.38, -73.73)"
"Municipal","NY0110698","ERIE CO SD 4 OVERFLOW RETENTION FACILITY","Surface",,"317  BORDEN RD","DEPEW","NY","USA","14043","42.9","-78.7","(42.9, -78.7)"
"Industrial","NY0276863","NYC DDC - HWR1132B Street Reconstruction and Improvements in South Beach","Surface","1.44","Streetbeds to the NE of Ocean Breeze Park (incl. Olympia, Lamport Blvds, Foch, Reid, Norway, Mallory, Appleby, Scott, Patterson Aves, and more)","Staten Island","NY","USA","10305","40.59","-74.08","(40.59, -74.08)"
"Industrial","NY0061913","MAYER BROTHERS SOMERSET","Both","0.36","7389 LAKE RD","BARKER","NY","USA","14012","43.35","-78.63","(43.35, -78.63)"
"Industrial","NY0266787","Suffolk County Water Authority","Ground","0.086","ENTIRE WATER DISTRICT WIDE","SUFFOLK","NY","USA",,"40.96","-72.26","(40.96, -72.26)"
"Industrial","NY0002178","HANSON - JAMESVILLE QUARRY","Surface","2","4800 JAMESVILLE RD","JAMESVILLE","NY","USA","13078","43","-76.07","(43.0, -76.07)"
"Industrial","NY0207519","PORT EWEN WATER TREATMENT PLANT","Surface","0.0043","RIVER ROAD","PORT EWEN","NY","USA","12466","41.89","-73.96","(41.89, -73.96)"
"Municipal","NY0105104","HANOVER WATER POLLUTION CONTROL FACILITY","Surface","0.5","12784 BUFFALO RD","IRVING","NY","USA","14081","42.57","-79.11","(42.57, -79.11)"
"Industrial","NY0245046","POLKVILLE CRUSHED STONE","Surface",,"3779 US RTE 11","MCGRAW","NY","USA","13101","42.59","-76.14","(42.59, -76.14)"
"Industrial","NY0223794","FANE CROPSEYVILLE QUARRY","Surface","0.0093","CAMEL HILL RD","BRUNSWICK & GRAFTON","NY","USA",,"42.78","-73.52","(42.78, -73.52)"
"Industrial","NY0226947","Suffolk County Water Authority","Ground","0.086","ENTIRE WATER DISTRICT WIDE","SUFFOLK","NY","USA",,"40.96","-72.26","(40.96, -72.26)"
"Industrial","NY0020109","FITZPATRICK NUCLEAR POWER PLANT","Surface","570.3","268 LAKE RD E","LYCOMING","NY","USA","13093","43.52","-76.4","(43.52, -76.4)"
"Industrial","NY0285609","AMNEAL PHARMACEUTICALS BROOKHAVEN FACILITY","Ground","0.0545","50 HORSEBLOCK RD","BROOKHAVEN","NY","USA","11719","40.81","-72.95","(40.81, -72.95)"
"Industrial","NY0070777","SM Marketing Brier Hill","Surface","0.0027","2522 ST RTE 37","BRIER HILL","NY","USA","13614","44.52","-75.66","(44.52, -75.66)"
"Industrial","NY0251992","NYSDOT MAINTENANCE SUBHEADQUARTERS - WHITEHALL","Surface","0","RTE 4 & 22","WHITEHALL","NY","USA","12887","43.53","-73.41","(43.53, -73.41)"
"Industrial","NY0244546","WEEDSPORT MAINTENANCE FACILITY","Surface","0.0001","ST RTE 34 @ I-90|THRUWAY EXIT 40","BRUTUS","NY","USA","13166","43.06","-76.56","(43.06, -76.56)"
"Municipal","NY0099295","VANDERBURGH COVE SEWER DISTRICT NO 1","Surface","0.008","COVE RD","RHINEBECK","NY","USA","12572","41.88","-73.92","(41.88, -73.92)"
"Municipal","NY0030996","VILLAGE OF PHILMONT WWTP","Surface","0.25","ST RTE 217 - S SIDE - OPPOSITE CO RTE 9","PHILMONT","NY","USA","12565","42.25","-73.66","(42.25, -73.66)"
"Industrial","NY0259993","U & A CONSTRUCTION CORP","Surface",,"560 ST RTE 303","ORANGEBURG","NY","USA","10962","41.06","-73.95","(41.06, -73.95)"
"Industrial","NY0108880","RIVERHEAD OPERATIONS CENTER","Ground","0.2679","600 DOCTORS PATH","RIVERHEAD","NY","USA","11901","40.94","-72.65","(40.94, -72.65)"
"Industrial","NY0262056","CAMILLUS MAINTENANCE FACILITY","Surface",,"6481 POTTERY RD","WARNERS","NY","USA","13164","43.09","-76.29","(43.09, -76.29)"
"Industrial","NY0005037","RAVENA CEMENT PLANT","Surface","13","1916 US RTE 9W","RAVENA","NY","USA","12143","42.5","-73.81","(42.5, -73.81)"
"Municipal","NY0025259","HONEOYE FALLS - V STP","Surface","0.6","100 ULRICH LN","HONEOYE FALLS","NY","USA","14472","42.96","-77.59","(42.96, -77.59)"
"Industrial","NY0231240","CAYUGA BREEDER FARM LLC HATCHERY","Ground","0.0008","1520 THRUMANSBURG RD|ST RTE 96 - NE SIDE - BETW TOWNLINE & WILKINS RD","ULYSSES","NY","USA",,"42.48","-76.57","(42.48, -76.57)"
"Industrial","NY0277118","126-20 WILLETS POINT BLVD REDEVELOPMENT","Surface","0.288","126-20 WILLETS POINT BLVD","QUEENS","NY","USA","11368","40.76","-73.84","(40.76, -73.84)"
"Industrial","NY0103713","RICHMONDVILLE - V WTR TRT PLT","Surface","0.015","RTE 7","RICHMONDVILLE","NY","USA","12149","42.64","-74.58","(42.64, -74.58)"
"Municipal","NY0021873","MEDINA WASTEWATER TREATMENT PLANT","Surface","4.5","200 GULF ST |WESTWARD TO N GRAVEL RD","MEDINA","NY","USA","14103","43.23","-78.39","(43.23, -78.39)"
"Industrial","NY0002984","VANDERBILT MINERALS LLC - GOVERNEUR MINERAL DIVISION","Surface","0.45","1837 ST RTE 812","GOUVERNEUR","NY","USA","13642","44.26","-75.4","(44.26, -75.4)"
"Industrial","NY0274780","DUNN FUEL SERVICE","Surface",,"5 WEBSTER AVE","KERHONKSON","NY","USA",,"41.78","-74.3","(41.78, -74.3)"
"Industrial","NY0005061","WALLOOMSAC RECYCLING","Surface","0.391","11 COTTRELL RD","HOOSICK FALLS","NY","USA","12090","42.92","-73.32","(42.92, -73.32)"
"Industrial","NY0213705","CORNER LAUNDRY","Ground",,"6067 S MAIN ST","SANDY CREEK","NY","USA","13145","43.64","-76.09","(43.64, -76.09)"
"Municipal","NY0244287","SMYRNA (V) WASTEWATER TREATMENT FACILITY","Ground","0.02","SCHOOL RD","SMYRNA","NY","USA","13464","42.69","-75.56","(42.69, -75.56)"
"Industrial","NY0256382","NYSDOT KEESEVILLE MAINTENANCE SUBHEADQUARTERS","Ground",,"I-87 AT ST RTE 9N|EXIT 34","KEESEVILLE","NY","USA","12944","44.5","-73.5","(44.5, -73.5)"
"Industrial","NY0105431","BUCKEYE BREWERTON TERMINAL","Surface","0.144","CO RTE 37  - N SIDE - W OF TRACKS|RIVER RD","BREWERTON","NY","USA","13029","43.24","-76.14","(43.24, -76.14)"
"Industrial","NY0274500","MINISINK BUS GARAGE","Surface",,"179 S CENTERVILLE RD","SLATE HILL","NY","USA",,"41.4","-74.52","(41.4, -74.52)"
"Industrial","NY0256242","SARANAC LAKE CTL SCHOOL BUS GARAGE","Both",,"1380 ST RTE 3","BLOOMINGDALE","NY","USA","12913","44.39","-74.08","(44.39, -74.08)"
"Industrial","NY0281387","RONDOUT EFFLUENT CHAMBER","Surface","0.38","2000 ST RTE 55","NAPANOCH","NY","USA","12458","41.8","-74.43","(41.8, -74.43)"
"Industrial","NY0004278","SAVONA LPG FACILITY","Surface","0.017","7535 EAGLE VALLEY RD","SAVONA","NY","USA","14879","42.31","-77.25","(42.31, -77.25)"
"Industrial","NY0026212","26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY","Surface","85","122-68 FLATLANDS AVE","BROOKLYN","NY","USA","12207","40.65","-73.88","(40.65, -73.88)"
"Industrial","NY0279854","BAYVILLE LAUNDROMAT","Ground","0.0055","48 BAYVILLE AVE","BAYVILLE","NY","USA","11709","40.91","-73.58","(40.91, -73.58)"
"Municipal","NY0156876","OXFORD - V STP","Surface","0.2","29 S CANAL ST |OPPOSITE S WASHINGTON AVE SPUR AT CHENANGO RIVER","OXFORD","NY","USA","13830","42.44","-75.6","(42.44, -75.6)"
"Industrial","NY0106968","HALCYON PARK WD","Surface","0.0035","LOHMAIER LN","LAKE KATRINE","NY","USA","12449","42.01","-74","(42.01, -74.0)"
"Industrial","NY0266469","MILLER PLACE STAR WASH & FAST LUBE CENTER","Ground","0.0054","450 ST RTE 25A","MILLER PLACE","NY","USA","11764","40.94","-72.98","(40.94, -72.98)"
"Industrial","NY0000132","REYNOLDS METALS ST LAWRENCE REDUCTION PLANT","Surface","6.885","194 CO RTE 45","MASSENA","NY","USA","13662","44.98","-74.75","(44.98, -74.75)"
"Municipal","NY0024384","DANSVILLE - V WWTP","Surface","1.5","2 COMMERCE RD @ CANASERAGA CK","DANSVILLE","NY","USA","14437","42.57","-77.72","(42.57, -77.72)"
"Industrial","NY0261386","GREENVILLE PACKING CO INC","Ground","0.0018","ST RTE 32 - W SIDE - 1� MIS S OF ST RTE 81","GREENVILLE","NY","USA",,"42.4","-74.03","(42.4, -74.03)"
"Municipal","NY0026956","ONEIDA - C STP","Surface","3.75","387 HARDEN ST","ONEIDA","NY","USA","13421","43.1","-75.65","(43.1, -75.65)"
"Industrial","NY0267171","SHOREHAM ENERGY LLC","Ground",,"227 N COUNTRY RD","SHOREHAM","NY","USA","11786","40.96","-72.87","(40.96, -72.87)"
"Industrial","NY0032620","CITGO VESTAL TERMINAL","Surface","0.003","3212 OLD VESTAL RD","VESTAL","NY","USA","13850","42.1","-76","(42.1, -76.0)"
"Industrial","NY0243281","NIAGARA FALLS NEW WTP - PASNY SITE","Surface",,"5801 BUFFALO AVE","NIAGARA FALLS","NY","USA","14304","43.08","-79","(43.08, -79.0)"
"Municipal","NY0021806","VALATIE SEWAGE TREATMENT PLANT","Surface","0.25","OFF ST LUKES DR","VALATIE","NY","USA","12184","42.41","-73.69","(42.41, -73.69)"
"Industrial","NY0149331","BREWSTER WELL FIELDS","Surface",,"360 Riverside Dr","Brewster","NY","USA","10509","41.4","-73.6","(41.4, -73.6)"
"Industrial","NY0160610","FREY & CAMPBELL","Surface","0.0022","87 LAKE ST","HAMMONDSPORT","NY","USA","14890","42.41","-77.23","(42.41, -77.23)"
"Industrial","NY0075809","DAYTON T BROWN INC","Ground","0.0163","555 CHURCH ST","BOHEMIA","NY","USA","11716","40.77","-73.1","(40.77, -73.1)"
"Industrial","NY0002551","SUNOCO PARTNERS M & T ROCHESTER TERMINAL","Surface","0.015","1840 LYELL AVE","ROCHESTER","NY","USA","14606","43.17","-77.68","(43.17, -77.68)"
"Municipal","NY0026948","ARCADE STP","Surface","0.5","HURDVILLE RD","ARCADE","NY","USA","14009","42.54","-78.46","(42.54, -78.46)"
"Industrial","NY0007668","SPRAGUE OPERATING RESOURCES LLC  - 939 E 138TH ST","Surface","0.014","939 E 138TH ST","BRONX","NY","USA","10454","40.8","-73.91","(40.8, -73.91)"
"Municipal","NY0213934","PARKWOOD SEWER DISTRICT","Surface","0.004","VIA YEZZI & FOWLER PL","BINGHAMTON","NY","USA","13903","42.03","-75.92","(42.03, -75.92)"
"Municipal","NY0023248","V - CANISTEO WWTP","Surface","0.7","2240 DUNNING RD","CANISTEO","NY","USA","14823","42.27","-77.59","(42.27, -77.59)"
"Municipal","NY0070033","SCSD#5 - HUNTINGTON STP","Ground","0.236","28 EBBTIDE LN","DIX HILLS","NY","USA","11746","40.78","-73.36","(40.78, -73.36)"
"Industrial","NY0075035","VALLEY VIEW CO-OP","Ground","0.0063","6028 US RTE 62","CONEWANGO VALLEY","NY","USA","14726","42.26","-79.03","(42.26, -79.03)"
"Municipal","NY0026158","BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY","Surface","150","43-10 BERRIAN BLVD","ASTORIA","NY","USA","11105","40.78","-73.89","(40.78, -73.89)"
"Industrial","NY0260100","DOT REG 9 MAINTENANCE SUBHDQTRS","Surface","0.0003","5935 ST RTE 52","KENOZA LAKE","NY","USA","12750","41.72","-74.96","(41.72, -74.96)"
"Municipal","NY0024431","HOUGHTON SD WWTF","Surface","0.28","ST RTE 19 AND GENESEE RD OPPOSITE CHAMBERLAIN ST","HOUGHTON","NY","USA","14744","42.43","-78.14","(42.43, -78.14)"
"Municipal","NY0247251","JASPER-T WWTP","Surface","0.035","GRANGE ST","JASPER","NY","USA","14855","42.12","-77.5","(42.12, -77.5)"
"Industrial","NY0070637","GLAZIER PACKING CO","Surface","0.009","POTSDAM CANTON RD","POTSDAM","NY","USA","13676","44.63","-75.09","(44.63, -75.09)"
"Industrial","NY0266639","WASHINGTON LAUNDRYMAT","Ground",,"1060 LONG ISLAND AVE","DEER PARK","NY","USA","11729","40.77","-73.31","(40.77, -73.31)"
"Industrial","NY0023621","SUNOCO TONAWANDA TERMINAL","Surface","0.01","3733 RIVER RD","TONAWANDA","NY","USA","14150","42.98","-78.93","(42.98, -78.93)"
"Industrial","NY0108651","GLOBAL COMPANIES LLC - GLENWOOD TERMINAL","Surface","0.015","300 SHORE RD","GLENWOOD LANDING","NY","USA","11547","40.83","-73.65","(40.83, -73.65)"
"Industrial","NY0000329","JINDAL FILMS BUS & RESEARCH CENTRE","Surface","0.01","729 PITTSFORD-PALMYRA RD (ST RTE 31)","MACEDON","NY","USA","14502","43.07","-77.34","(43.07, -77.34)"
"Industrial","NY0248622","CITY OF SARATOGA SPRINGS COMPOSTING FACILITY","Ground","0.0046","30 WEIBEL AVE - E SIDE","SARATOGA SPRINGS","NY","USA","12866","43.09","-73.74","(43.09, -73.74)"
"Industrial","NY0028274","WT TERMINAL OSWEGO LLC","Surface","0.0021","1 W VANBUREN ST","OSWEGO","NY","USA","13126","43.46","-76.51","(43.46, -76.51)"
"Industrial","NY0002143","NOVELIS CORPORATION","Surface","1.66","448 CO RTE 1A","OSWEGO","NY","USA","13126","43.49","-76.46","(43.49, -76.46)"
"Industrial","NY0101231","BINGHAMTON TRAVEL CENTER","Surface","0.001","UPPER COURT ST","BINGHAMTON","NY","USA","13904","42.1","-75.84","(42.1, -75.84)"
"Industrial","NY0004308","UPSTATE FARMS CHEESE LLC","Surface","0.453","8600 MAIN ST","CAMPBELL","NY","USA","14821","42.23","-77.19","(42.23, -77.19)"
"Industrial","NY0155519","OSWEGO CO ENERGY RECOVERY FAC","Surface","6.501","2801 ST RTE 481","FULTON","NY","USA","13069","43.35","-76.43","(43.35, -76.43)"
"Industrial","NY0251038","KINGSTON MAINTENANCE FACILITY","Surface","0.0006","EXIT 20-NYS THRUWAY","ULSTER","NY","USA",,"41.95","-74.03","(41.95, -74.03)"
"Industrial","NY0107671","FORD MOTOR BUFFALO STAMPING PLANT","Surface","0.105","S 3663 LAKE SHORE RD","BUFFALO","NY","USA","14219","42.79","-78.84","(42.79, -78.84)"
"Industrial","NY0218821","WATCHTOWER FARMS-FARM III","Surface","0.0019","TILLSON LAKE RD","WALLKILL","NY","USA","12589","41.67","-74.23","(41.67, -74.23)"
"Industrial","NY0033090","CADDELL DRY DOCK & REPAIR CO INC","Surface",,"1515 Richmond Terrace|FOOT OF BEMENT AVE & FOOT OF BROADWAY","STATEN ISLAND","NY","USA","10310","40.64","-74.12","(40.64, -74.12)"
"Industrial","NY0160849","NYSDOT MONROE WEST RESIDENCY","Surface","0.0011","2441 S UNION ST","OGDEN","NY","USA",,"43.17","-77.81","(43.17, -77.81)"
"Municipal","NY0026824","TULLY - V STP","Surface","0.226","GROVE ST","TULLY","NY","USA","13159","42.79","-76.11","(42.79, -76.11)"
"Industrial","NY0282456","West Kill Brewing LLC","Ground","0.0013","2173 Spruceton Rd","Lexington","NY","USA",,"42.19","-74.29","(42.19, -74.29)"
"Industrial","NY0213730","ITHACA TOMPKINS INTERNATIONAL AIRPORT","Surface","0.06","72 BROWN RD","ITHACA","NY","USA","14850","42.49","-76.46","(42.49, -76.46)"
"Industrial","NY0162957","GRIFFIN BUILDING","Surface","0.0025","76-82 EAST MARKET ST","CORNING","NY","USA","14830","42.14","-77.05","(42.14, -77.05)"
"Industrial","NY0234800","DUTCHESS OIL & PROPANE","Surface",,"5430 N ELM AVE|ST RTE 22 - E SIDE - N OF MAIN ST","MILLERTON","NY","USA","12546","41.95","-73.51","(41.95, -73.51)"
"Industrial","NY0249441","DOWNSVILLE FIRE DISTRICT","Surface","0.0001","SR 206","DOWNSVILLE","NY","USA","13755","42.08","-75","(42.08, -75.0)"
"Industrial","NY0002917","HANSON - GENEVA PLANT","Surface","0.23","PRE-EMPTION RD","PHELPS","NY","USA",,"42.94","-77.02","(42.94, -77.02)"
"Industrial","NY0270245","SNO-PALS GROOMER BARN","Ground",,"8055 SEVEN BY NINE RD - S OF ST RTE 177","BARNES CORNERS","NY","USA","13626","43.82","-75.82","(43.82, -75.82)"
"Industrial","NY0007226","Essity Professional Hygiene North America LLC","Surface","1.515","1 River St","South Glens Falls","NY","USA","12803","43.31","-73.64","(43.31, -73.64)"
"Industrial","NY0266388","KINGS PARK LAUNDROMAT","Ground",,"141-145 ST RTE 25A","KINGS PARK","NY","USA","11787","40.88","-73.26","(40.88, -73.26)"
"Industrial","NY0264229","TOWN OF BEDFORD HWY DEPT","Surface",,"301 ADAMS ST","BEDFORD HILLS","NY","USA","10507","41.25","-73.63","(41.25, -73.63)"
"Industrial","NY0228877","BATAVIA BULK PLANT","Surface",,"8412 SEVEN SPRINGS RD","BATAVIA","NY","USA","14020","43.01","-78.13","(43.01, -78.13)"
"Industrial","NY0236730","Gold Star Feed and Grain - Sangerfield","Ground","0.0003","7593 US RTE 20","SANGERFIELD","NY","USA","13455","42.92","-75.38","(42.92, -75.38)"
"Industrial","NY0272663","DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION","Surface",,"199-209 RIVER RD N","CHELSEA","NY","USA",,"41.56","-73.96","(41.56, -73.96)"
"Industrial","NY0101290","CAYUGA SALT MINE","Surface","0.056","191 PORTLAND PT RD","SOUTH LANSING","NY","USA","14882","42.53","-76.53","(42.53, -76.53)"
"Municipal","NY0262854","ANDES SEWAGE TREATMENT PLANT","Surface","0.062","5287 CO RTE 1","ANDES","NY","USA","13731","42.18","-74.79","(42.18, -74.79)"
"Municipal","NY0020290","AMSTERDAM - C WASTEWATER TREATMENT PLANT","Surface","10","QUIST RD","AMSTERDAM","NY","USA","12010","42.92","-74.17","(42.92, -74.17)"
"Municipal","NY0109886","NEW PALTZ OHIOVILLE SEWER DIST 6 STP","Surface","0.015","OHIOVILLE RD - E SIDE - N OF NEW PALTZ RD","NEW PALTZ","NY","USA","12561","41.74","-74.06","(41.74, -74.06)"
"Municipal","NY0027197","TOWN OF VIRGIL SEWER DISTRICT #1 WWTP","Surface","0.08","2000 ST RTE 392","CORTLAND","NY","USA","13045","42.51","-76.14","(42.51, -76.14)"
"Municipal","NY0030686","ORLEANS THOUSAND ISLAND PARK STP","Surface","0.19","PARK AVE","THOUSAND IS PARK","NY","USA","13692","44.29","-76.03","(44.29, -76.03)"
"Industrial","NY0020028","LE ROY QUARRY","Ground","0.07","7875 E MAIN ST","LEROY","NY","USA","14482","42.99","-77.96","(42.99, -77.96)"
"Industrial","NY0098779","INTERNATIONAL DUCK RESEARCH COOP","Ground","0.008","OLD COUNTRY RD & HOWELL PARK","EASTPORT","NY","USA","11941","40.83","-72.7","(40.83, -72.7)"
"Industrial","NY0270491","PERKIN ELMER INC","Surface",,"ROTRON RD","WOODSTOCK","NY","USA",,"42.03","-74.1","(42.03, -74.1)"
"Industrial","NY0161501","IUVO BIOSCIENCE - RUSH, LLC","Ground","0.003","7500 W HENRIETTA RD","RUSH","NY","USA","14523","43","-77.67","(43.0, -77.67)"
"Industrial","NY0003701","RING PUNCH & DIE DIV PRODUCTO MACHINE","Surface","0.0046","TURNER RD","JAMESTOWN","NY","USA","14701","42.16","-79.25","(42.16, -79.25)"
"Municipal","NY0274038","BOICEVILLE WWTP","Surface","0.075","ST RTE 28 @ ST RTE 28A","BOICEVILLE","NY","USA","12412","42.01","-74.27","(42.01, -74.27)"
"Industrial","NY0259764","CLINTON CORNERS MAINTENANCE FACILITY","Surface","0.0011","HOLLOW RD NEAR CLINTON CORNERS RD","CLINTON CORNERS","NY","USA","12514","41.82","-73.77","(41.82, -73.77)"
"Municipal","NY0028908","SAG HARBOR STP","Surface","0.25","BAY ST","SAG HARBOR","NY","USA","11963","41","-72.29","(41.0, -72.29)"
"Municipal","NY0030180","WADDINGTON WWTF","Surface","0.26","PINE ST","WADDINGTON","NY","USA","13694","44.87","-75.19","(44.87, -75.19)"
"Industrial","NY0226441","D & S Laundromat LLC","Ground",,"346 NEIGHBORHOOD RD","MASTIC BEACH","NY","USA","11951","40.76","-72.86","(40.76, -72.86)"
"Municipal","NY0079324","SCSD #11 - SELDEN  STP","Ground","2.4","969 OLD TOWN RD","CORAM","NY","USA","11727","40.88","-73.03","(40.88, -73.03)"
"Municipal","NY0265853","HAMLET OF INLET WWTF","Surface","0.0202","FERN PARK|5TH LAKE OUTLET CHANNEL","INLET","NY","USA","13360","43.75","-74.8","(43.75, -74.8)"
"Municipal","NY0242012","TOWN OF SCHODACK SEWER DIST NO 5","Surface","0.01","ST RTE 150","EAST SCHODACK","NY","USA","12063","42.56","-73.64","(42.56, -73.64)"
"Municipal","NY0025798","OWEGO - T STP 2","Surface","2","1319 E MAIN ST","APALACHIN","NY","USA","13732","42.07","-76.15","(42.07, -76.15)"
"Industrial","NY0258636","FRESENIUS KABI USA LLC","Surface","0.3","3159 STALEY RD","GRAND ISLAND","NY","USA","14072","43.01","-79.01","(43.01, -79.01)"
"Municipal","NY0028410","BIRD ISLAND STP","Surface","180","90 W FERRY ST","BUFFALO","NY","USA","14213","42.92","-78.9","(42.92, -78.9)"
"Industrial","NY0235059","MEENAN OIL","Surface",,"560 N MAIN ST","BREWSTER","NY","USA","10509","41.4","-73.62","(41.4, -73.62)"
"Industrial","NY0259179","CHAUTAUQUA UTILITY DIST WTP",,,"2 RAMBLE AVE","CHAUTAUQUA","NY","USA","14722","42.21","-79.47","(42.21, -79.47)"
"Industrial","NY0264423","WAPPINGER FALLS JUNIOR HIGH SCHOOL","Surface","0.0005","30 MAJOR MACDNALD WAY","WAPPINGERS FALLS","NY","USA","12590","41.59","-73.92","(41.59, -73.92)"
"Industrial","NY0268313","MOHAWK INNOVATIVE TECHNOLOGY INC","Surface",,"1037 WATERVLIET-SHAKER RD","COLONIE","NY","USA",,"42.74","-73.84","(42.74, -73.84)"
"Industrial","NY0084999","ATLAS COPCO COMPTEC","Surface","0.0226","46 SCHOOL RD","VOORHEESVILLE","NY","USA","12186","42.66","-73.94","(42.66, -73.94)"
"Industrial","NY0277029","GREENPOINT LANDING BUILDING D","Surface","0.72","1 Eagle St","Brooklyn","NY","USA","11222","40.73","-73.96","(40.73, -73.96)"
"Municipal","NY0107255","HONEOYE LAKE COUNTY CONSOLIDATED SEWER DISTRICT","Surface",,"US RTE 20A","HONEOYE","NY","USA","14471","42.79","-77.51","(42.79, -77.51)"
"Municipal","NY0027979","NIAGARA COUNTY SEWER DISTRICT #1 WWTP","Surface","14.08","7346 LIBERTY DR","NIAGARA FALLS","NY","USA","14304","43.07","-78.92","(43.07, -78.92)"
"Industrial","NY0248169","WOODLAND SCHOOLS & BUS GARAGE","Surface","0.05","475 W HARTSDALE AVE","HARTSDALE","NY","USA",,"41.03","-73.8","(41.03, -73.8)"
"Industrial","NY0252026","NORTH WARREN CENTRAL SCHOOL","Surface","0.0004","6110 ST RTE 8","CHESTERTOWN","NY","USA","12817","43.66","-73.78","(43.66, -73.78)"
"Industrial","NY0266892","FJM LAUNDROMAT OF HOLBROOK","Ground","0.038","310 MAIN ST","HOLBROOK","NY","USA","11741","40.81","-73.08","(40.81, -73.08)"
"Industrial","NY0246743","ELMIRA WATER BOARD FILTRATION PLANT","Surface","0.16","1 FOUNTAIN DR","ELMIRA","NY","USA","14905","42.1","-76.84","(42.1, -76.84)"
"Industrial","NY0227129","THE LAUNDRY BASKET","Ground","0.0065","290 LARKFIELD RD","EAST NORTHPORT","NY","USA","11731","40.87","-73.32","(40.87, -73.32)"
"Industrial","NY0260720","NYSDOT MAINT SUBHEADQUARTERS RT 5S","Surface","0.0005","RT 5S I-90 EXT 29","CANAJOHARIE","NY","USA","13317","42.9","-74.57","(42.9, -74.57)"
"Industrial","NY0239780","PLATTSBURGH TOWN GARAGE AND OFFICE","Ground","0.0018","151 BANKER RD","PLATTSBURGH","NY","USA","12901","44.7","-73.54","(44.7, -73.54)"
"Industrial","NY0274381","CATSMO","Both",,"25 MYERS RD","WALLKILL","NY","USA","12589","41.61","-74.23","(41.61, -74.23)"
"Industrial","NY0257478","HOOSIER MAGNETICS INC","Surface","0.5","110 DENNY ST","OGDENSBURG","NY","USA","13669","44.7","-75.48","(44.7, -75.48)"
"Industrial","NY0231924","SUNOCO SYRACUSE TED PARK TERMINAL","Surface","1.56","2951 ENERGY DR","WARNERS","NY","USA","13164","43.1","-76.3","(43.1, -76.3)"
"Industrial","NY0258415","OLIN CORPORATION CHLOR-ALKALI PRODUCTS","Surface","30","2400 BUFFALO AVE","NIAGARA FALLS","NY","USA","14303","43.08","-79.03","(43.08, -79.03)"
"Industrial","NY0251852","QUEENSBURY WATER TREATMENT PLANT","Surface","0.0001","823 CORINTH RD","QUEENSBURY","NY","USA","12804","43.27","-73.72","(43.27, -73.72)"
"Municipal","NY0021733","SARANAC LAKE STP","Surface","2.62","680 ST RTE 3","SARANAC LAKE","NY","USA","12983","44.35","-74.11","(44.35, -74.11)"
"Industrial","NY0275310","NYSDOT JAVA SUB HEADQUARTERS","Surface",,"5241 ST RTE 78","JAVA","NY","USA","14082","42.64","-78.33","(42.64, -78.33)"
"Municipal","NY0023604","NORFOLK SD 1",,,"RIVER RD AND CO RTE 38","NORFOLK","NY","USA","13667","44.8","-75","(44.8, -75.0)"
"Industrial","NY0267431","RADIENZ LIVING","Ground",,"110 EMJAY BLVD","BRENTWOOD","NY","USA","11717","40.78","-73.28","(40.78, -73.28)"
"Industrial","NY0072532","AIR PRODUCTS & CHEMICALS","Surface","0.2847","461 RIVER RD (ST RTE 144)","GLENMONT","NY","USA","12077","42.59","-73.77","(42.59, -73.77)"
"Industrial","NY0031526","SUNY WANAKENA CAMPUS STP","Surface","0.0115","257 RANGER SCHOOL ROAD","WANAKENA","NY","USA","13695","44.17","-75.15","(44.17, -75.15)"
"Industrial","NY0262234","NYS DOT CASTLE CREEK SUB-RESIDENCY","Surface","0.001","1225 US Rte 11 @ I-81 EXIT 7","CASTLE CREEK","NY","USA","13744","42.24","-75.91","(42.24, -75.91)"
"Industrial","NY0244236","MACKENZIE-CHILDS AURORA LLC","Both","0.129","3260 ST RTE 90","AURORA","NY","USA","13026","42.78","-76.71","(42.78, -76.71)"
"Industrial","NY0091081","SCSD #28 - FAIRFIELD STP","Ground","0.14","221 MORICHES RD","SAINT JAMES","NY","USA","11784","40.87","-73.14","(40.87, -73.14)"
"Municipal","NY0023485","CANAJOHARIE - V STP","Surface","2.8","INCINERATOR RD","CANAJOHARIE","NY","USA","13317","42.91","-74.57","(42.91, -74.57)"
"Industrial","NY0264954","GOSHEN QUARRY","Surface",,"320 RTE 17A","GOSHEN","NY","USA","10924","41.36","-74.36","(41.36, -74.36)"
"Industrial","NY0000973","WEST VALLEY DEMONSTRATION PROJECT","Surface","0.154","10282 ROCK SPRINGS RD","WEST VALLEY","NY","USA","14171","42.45","-78.65","(42.45, -78.65)"
"Municipal","NY0026549","NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT","Surface","0.18","ST RTES 42 & 55|REYNOLDS RD","GRAHAMSVILLE","NY","USA","12740","41.84","-74.54","(41.84, -74.54)"
"Industrial","NY0001325","GREENIDGE STATION","Surface","190.8","590 PLANT RD","DRESDEN","NY","USA","14441","42.68","-76.95","(42.68, -76.95)"
