"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","SHANDAKEN","1","42.119341","-74.393285","POINT (-74.393285 42.119341)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","County","LEWIS","1259","43.7846915","-75.4487945","POINT (-75.4487945 43.7846915)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","FAYETTE","774","42.831987","-76.847469","POINT (-76.847469 42.831987)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","BABYLON","31","40.695824","-73.325729","POINT (-73.325729 40.695824)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","WEST HAVERSTRAW","9","41.20973","-73.985544","POINT (-73.985544 41.20973)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","JOHNSON CITY","2","42.115476","-75.956045","POINT (-75.956045 42.115476)"
"All Payer Patient Safety Indicators (PSI) by Hospital: Beginning 2009","http://health.data.ny.gov/d/72ts-vhkq","Health, Department of","Health","County","ALLEGANY","149","42.2573931","-78.0275627","POINT (-78.0275627 42.2573931)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","ASHLAND","4010","42.30347","-74.333332","POINT (-74.333332 42.30347)"
"County Seats","http://data.ny.gov/d/4xc7-bukh","Information Technology Services, Office of","Government & Finance","County","QUEENS","1","40.657494","-73.8387531","POINT (-73.8387531 40.657494)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","OSWEGO","2","43.457605","-76.507694","POINT (-76.507694 43.457605)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SMYRNA","18","42.687189","-75.570659","POINT (-75.570659 42.687189)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","MILLBROOK","13","41.785537","-73.69046","POINT (-73.69046 41.785537)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","CHEEKTOWAGA","8","42.907071","-78.754318","POINT (-78.754318 42.907071)"
"Climate Smart Communities List of Participating Local Governments","http://data.ny.gov/d/2c5p-4m2k","Environmental Conservation, Department of","Energy & Environment","County","LEWIS","3","43.7846915","-75.4487945","POINT (-75.4487945 43.7846915)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ONTARIO","178","43.220915","-77.283341","POINT (-77.283341 43.220915)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","BAYVILLE","1","40.906433","-73.562549","POINT (-73.562549 40.906433)"
"Annual Population Estimates for New York State and Counties: Beginning 1970","http://data.ny.gov/d/krt9-ym2k","Labor, Department of","Government & Finance","County","FULTON","58","43.1138469","-74.4221748","POINT (-74.4221748 43.1138469)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","NEWFANE","1161","43.28389","-78.707307","POINT (-78.707307 43.28389)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","MONROE","125","41.319875","-74.177985","POINT (-74.177985 41.319875)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","CONESUS","3","42.725433","-77.67378","POINT (-77.67378 42.725433)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","LAFAYETTE","2574","42.897351","-76.083009","POINT (-76.083009 42.897351)"
"Curb Ramps on NYS-Owned Highways","http://data.ny.gov/d/hmbc-hni2","Transportation, Department of","Transportation","County","MADISON","336","42.9127746","-75.6696659","POINT (-75.6696659 42.9127746)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","OAKFIELD","2","42.971699","-78.968597","POINT (-78.968597 42.971699)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","ENDICOTT","1935","42.096973","-76.065435","POINT (-76.065435 42.096973)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","ROMULUS","430","42.750438","-76.833906","POINT (-76.833906 42.750438)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","ROSE","1","43.185362","-76.892655","POINT (-76.892655 43.185362)"
"Capital District Bus Stops","http://data.ny.gov/d/wgnh-hpq9","Capital District Transit Authority","Transportation","Municipality","WATERVLIET","51","42.723123","-73.702086","POINT (-73.702086 42.723123)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","BETHEL","371","41.661387","-74.869757","POINT (-74.869757 41.661387)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","MENANDS","1","42.691848","-73.724597","POINT (-73.724597 42.691848)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","PINE PLAINS","8","41.979669","-73.656217","POINT (-73.656217 41.979669)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","FREEDOM","1","42.484662","-78.330681","POINT (-78.330681 42.484662)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","SCHAGHTICOKE","12","42.899994","-73.585636","POINT (-73.585636 42.899994)"
"Brownfield Redevelopment Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/vud8-75x8","Taxation and Finance, Department of","Government & Finance","Municipality","NEW YORK","67","40.713054","-74.007228","POINT (-74.007228 40.713054)"
"Current Licensed Real Estate Appraisal Management Companies","http://data.ny.gov/d/7ttn-4nwr","State, Department of","Government & Finance","Municipality","ROCKVILLE CENTRE","1","40.662249","-73.640293","POINT (-73.640293 40.662249)"
"Agricultural Fairs in New York State","http://data.ny.gov/d/wcwd-s5vt","Agriculture and Markets, Department of","Recreation","County","CATTARAUGUS","1","42.2486317","-78.6788524","POINT (-78.6788524 42.2486317)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","GLEN","818","42.894186","-74.344539","POINT (-74.344539 42.894186)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","KENMORE","15","42.962823","-78.870039","POINT (-78.870039 42.962823)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","BROOKFIELD","4","42.812943","-75.317473","POINT (-75.317473 42.812943)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","WAPPINGERS FALLS","122","41.597213","-73.916144","POINT (-73.916144 41.597213)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","ALLEGANY","3","42.088061","-78.491258","POINT (-78.491258 42.088061)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","ELMA","80103","42.822476","-78.636722","POINT (-78.636722 42.822476)"
"Breeding Bird Atlases","http://data.ny.gov/d/vk8g-ypxi","Environmental Conservation, Department of","Energy & Environment","County","OSWEGO","20802","43.4638857","-76.2086833","POINT (-76.2086833 43.4638857)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","TROY","833278","42.727684","-73.691059","POINT (-73.691059 42.727684)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","CONESUS","2","42.725433","-77.67378","POINT (-77.67378 42.725433)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","SALISBURY","22","43.134287","-74.824478","POINT (-74.824478 43.134287)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","LEE","731","43.278288","-75.571763","POINT (-75.571763 43.278288)"
"Boat Launch Sites by State Parks or Marine Facility","http://data.ny.gov/d/2gcg-hikh","Parks, Recreation and Historic Preservation, Office of","Recreation","County","YATES","1","42.6334424","-77.1054589","POINT (-77.1054589 42.6334424)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","OXFORD","2","42.442134","-75.597522","POINT (-75.597522 42.442134)"
"All Payer Patient Safety Indicators (PSI) by Hospital: Beginning 2009","http://health.data.ny.gov/d/72ts-vhkq","Health, Department of","Health","County","YATES","45","42.6334424","-77.1054589","POINT (-77.1054589 42.6334424)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","NORTH TONAWANDA","52","43.052136","-78.865585","POINT (-78.865585 43.052136)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","KENDALL","8","43.327158","-78.036021","POINT (-78.036021 43.327158)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","County","CHENANGO","1","42.4935106","-75.6115785","POINT (-75.6115785 42.4935106)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","OWEGO","61","42.103237","-76.263163","POINT (-76.263163 42.103237)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","THERESA","3","44.215275","-75.797361","POINT (-75.797361 44.215275)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","KINGSBURY","4","43.364426","-73.531311","POINT (-73.531311 43.364426)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","POUGHKEEPSIE","30","41.699322","-73.921694","POINT (-73.921694 41.699322)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","LANCASTER","412","42.892784","-78.676417","POINT (-78.676417 42.892784)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","WEST SENECA","1","42.843272","-78.790813","POINT (-78.790813 42.843272)"
"Childhood Blood Lead Testing and Elevated Incidence by Zip Code: Beginning 2000","http://health.data.ny.gov/d/d54z-enu8","Health, Department of","Health","County","SULLIVAN","881","41.7164226","-74.768143","POINT (-74.768143 41.7164226)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","CORNING","47930","42.141185","-77.05306","POINT (-77.05306 42.141185)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","SMITHFIELD","602","42.968961","-75.672953","POINT (-75.672953 42.968961)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","ELLENVILLE","4","41.716875","-74.39559","POINT (-74.39559 41.716875)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","COHOCTON","3","42.500569","-77.499753","POINT (-77.499753 42.500569)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","NEW WINDSOR","516","41.476662","-74.023457","POINT (-74.023457 41.476662)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","WEST WINFIELD","16","42.885364","-75.191005","POINT (-75.191005 42.885364)"
"All Payer Inpatient Quality Indicators (IQI) Area Measures by Patient County (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/u6vz-kv3c","Health, Department of","Health","County","WYOMING","4","42.7023847","-78.2244399","POINT (-78.2244399 42.7023847)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","MECHANICVILLE","1","42.903233","-73.687754","POINT (-73.687754 42.903233)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","RICHBURG","258","42.088702","-78.152945","POINT (-78.152945 42.088702)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","GLEN COVE","153","40.867785","-73.63976","POINT (-73.63976 40.867785)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","JEFFERSON","1","42.481387","-74.610169","POINT (-74.610169 42.481387)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","County","OSWEGO","5","43.4638857","-76.2086833","POINT (-76.2086833 43.4638857)"
"County Mental Health Profiles, Phase 2: Beginning 2014","http://data.ny.gov/d/4uks-kzmv","Mental Health, Office of","Human Services","County","COLUMBIA","122","42.2500832","-73.6318482","POINT (-73.6318482 42.2500832)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","WILTON","8","43.180397","-73.745756","POINT (-73.745756 43.180397)"
"All Payer Inpatient Quality Indicators (IQI) Volume Measures by Hospital (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/haei-7x7a","Health, Department of","Health","County","DUTCHESS","14","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","JOHNSON CITY","32","42.115476","-75.956045","POINT (-75.956045 42.115476)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","BROWNVILLE","3","44.003571","-75.983806","POINT (-75.983806 44.003571)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","CORTLAND","36","42.601213","-76.180483","POINT (-76.180483 42.601213)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","BELFAST","2","42.34332","-78.111917","POINT (-78.111917 42.34332)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","LITTLE VALLEY","1","42.249415","-78.798835","POINT (-78.798835 42.249415)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","AMITYVILLE","1677","40.679144","-73.417303","POINT (-73.417303 40.679144)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","RICHFIELD SPRINGS","430","42.853428","-74.985111","POINT (-74.985111 42.853428)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","LAKE PLACID","1","44.282329","-73.982959","POINT (-73.982959 44.282329)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","FRANKLIN","2","42.341682","-75.164228","POINT (-75.164228 42.341682)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","HASTINGS","1","43.373954","-76.152296","POINT (-76.152296 43.373954)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","WEST MONROE","1","43.280828","-76.066715","POINT (-76.066715 43.280828)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","NORTH HARMONY","22","42.094296","-79.374999","POINT (-79.374999 42.094296)"
"County Level Attainment Status of National Ambient Air Quality Standards (NAAQS)","http://data.ny.gov/d/p58z-ik4q","Environmental Conservation, Department of","Energy & Environment","County","HERKIMER","8","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","ISLIP","12","40.729025","-73.210578","POINT (-73.210578 40.729025)"
"Current Season Spring Trout Stocking","http://data.ny.gov/d/d9y2-n436","Environmental Conservation, Department of","Recreation","County","CLINTON","92","44.7462266","-73.6781745","POINT (-73.6781745 44.7462266)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","NEW HYDE PARK","15","40.735251","-73.688398","POINT (-73.688398 40.735251)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","LEICESTER","2840","42.772104","-77.898295","POINT (-77.898295 42.772104)"
"Community Health Indicator Reports (CHIRS): Latest Data","http://health.data.ny.gov/d/54ci-sdfi","Health, Department of","Health","County","JEFFERSON","349","43.9988484","-76.0521081","POINT (-76.0521081 43.9988484)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SHERBURNE","61118","42.67821","-75.498936","POINT (-75.498936 42.67821)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","MAMAKATING","1","41.575881","-74.48492","POINT (-74.48492 41.575881)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","ST JOHNSVILLE","1","42.999129","-74.681268","POINT (-74.681268 42.999129)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","County","WASHINGTON","6","43.3137032","-73.4307589","POINT (-73.4307589 43.3137032)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","County","QUEENS","1462","40.657494","-73.8387531","POINT (-73.8387531 40.657494)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","MILLPORT","5","42.267434","-76.837799","POINT (-76.837799 42.267434)"
"County Seats","http://data.ny.gov/d/4xc7-bukh","Information Technology Services, Office of","Government & Finance","County","DELAWARE","1","42.198088","-74.9664661","POINT (-74.9664661 42.198088)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","PERINTON","4","43.098535","-77.441969","POINT (-77.441969 43.098535)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","CHARLESTON","28","40.536701","-74.237801","POINT (-74.237801 40.536701)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","MENANDS","8","42.691848","-73.724597","POINT (-73.724597 42.691848)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","OSWEGO","43","43.457605","-76.507694","POINT (-76.507694 43.457605)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","MIDDLEFIELD","8","42.690728","-74.845939","POINT (-74.845939 42.690728)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","TUXEDO","4","41.201474","-74.210795","POINT (-74.210795 41.201474)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","LAKE LUZERNE","430","43.316985","-73.838515","POINT (-73.838515 43.316985)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","MOUNT MORRIS","16","42.725256","-77.873835","POINT (-77.873835 42.725256)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","UNIONVILLE","4","44.712799","-74.9972","POINT (-74.9972 44.712799)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","ADAMS","13","43.810509","-76.023503","POINT (-76.023503 43.810509)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","COLCHESTER","1","42.080933","-74.995532","POINT (-74.995532 42.080933)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","County","DUTCHESS","203","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","LAKE GROVE","1","40.853065","-73.114991","POINT (-73.114991 40.853065)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","YOUNGSTOWN","1","43.250518","-79.049913","POINT (-79.049913 43.250518)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","FABIUS","2941","42.835318","-75.982109","POINT (-75.982109 42.835318)"
"Child and Dependent Care Credit By Place of Residence: Beginning Tax Year 2002","http://data.ny.gov/d/b535-hiv4","Taxation and Finance, Department of","Government & Finance","County","SULLIVAN","19","41.7164226","-74.768143","POINT (-74.768143 41.7164226)"
"All Payer Patient Safety Indicators (PSI) Composite Measures by Hospital: Beginning 2009","http://health.data.ny.gov/d/jjir-cuty","Health, Department of","Health","County","ULSTER","23","41.8881457","-74.2585695","POINT (-74.2585695 41.8881457)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","County","WAYNE","32","43.1603","-77.1999","POINT (-77.1999 43.1603)"
"All Payer Opioid-Related Facility Visits in New York State: Beginning 2010 (SPARCS)","http://health.data.ny.gov/d/rxm6-fp54","Health, Department of","Health","County","GENESEE","30","43.0009335","-78.1937113","POINT (-78.1937113 43.0009335)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","HAMPTON","344","43.524447","-73.252248","POINT (-73.252248 43.524447)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","WESTPORT","1","44.184458","-73.43565","POINT (-73.43565 44.184458)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","OSWEGO","22","43.457605","-76.507694","POINT (-76.507694 43.457605)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","ALBION","6","43.24625","-78.193757","POINT (-78.193757 43.24625)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","CHAMPLAIN","9","44.986842","-73.448115","POINT (-73.448115 44.986842)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","PULASKI","473","43.566883","-76.12746","POINT (-76.12746 43.566883)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","HALFMOON","3","42.827977","-73.712334","POINT (-73.712334 42.827977)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","BERKSHIRE","2","42.304355","-76.186656","POINT (-76.186656 42.304355)"
"511 NY Events: Beginning 2010","http://data.ny.gov/d/ah74-pg4w","Transportation, Department of","Transportation","County","CAYUGA","3264","43.0103267","-76.5743582","POINT (-76.5743582 43.0103267)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","RIPLEY","13","42.266859","-79.710476","POINT (-79.710476 42.266859)"
"Brownfield Redevelopment Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/vud8-75x8","Taxation and Finance, Department of","Government & Finance","Municipality","POUGHKEEPSIE","10","41.699322","-73.921694","POINT (-73.921694 41.699322)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","ANCRAM","3","42.050412","-73.636228","POINT (-73.636228 42.050412)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","OWEGO","34","42.103237","-76.263163","POINT (-76.263163 42.103237)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SCHENECTADY","1048797","42.814219","-73.944103","POINT (-73.944103 42.814219)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","County","ALBANY","216","42.6001764","-73.9735586","POINT (-73.9735586 42.6001764)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","DUNDEE","2","42.523386","-76.976871","POINT (-76.976871 42.523386)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","HIGHLAND","14","41.718863","-73.964749","POINT (-73.964749 41.718863)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","HARTLAND","1032","43.260263","-78.54945","POINT (-78.54945 43.260263)"
