"unique_case_id","electric_utility","gas_utility","county","region","climate_zone","confirm_multifamily_unit","job_title","electric_metering","organization_s_years_of_property_management","range_of_units_in_building","number_of_separate_buildings","other_nys_properties","number_of_other_nys_properties","other_nys_properties_built_after_january_2012","other_business_present","other_business_professional","other_business_food","other_business_retail","other_business_education","other_business_health","other_business_other","percentage_floor_space_non_residential","number_of_living_units","percentage_occupied_units","number_of_stories_of_average_building","common_area_buildings","number_of_common_area_buildings","common_area_buildings_gym","common_area_buildings_club_house","common_area_buildings_office","common_area_buildings_laundry","common_area_buildings_maintenance","common_area_buildings_storage","common_area_buildings_community","common_area_buildings_boiler","common_area_buildings_garage","common_area_buildings_other","year_built","major_renovations_past_five_years","past_renovations_units","past_renovations_common_area","past_renovations_building","past_renovations_storm_damage","past_renovations_hvac","past_renovations_other","past_renovations_lighting","past_renovations_cosmetic","major_renovations_next_five_years","future_renovations_units","future_renovations_common_area","future_renovations_building","future_renovations_storm_damage","future_renovations_hvac","future_renovations_other","future_renovations_lighting","future_renovations_cosmetic","percentage_studios","percentage_1_bedroom","percentage_2_bedroom","percentage_3_bedroom","natural_gas_service","natural_gas_metering"
"294","ConEd","NA","Queens","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","12","5 or more units","1","Yes","5","No","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","12","32","100%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","47%","31%","22%","Yes","One master meter, no individual tenant unit meters"
"263","ConEd","NA","Bronx","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","30","5 or more units","2","Yes","6","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","50","98%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1940 to 1949","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","50%","40%","10%","Yes","All individual metered tenant units, no master meter"
"304","National Grid","NA","Jefferson","North Country","6","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","1","Yes","14","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","24","100%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","No","Programmed skip"
"273","ConEd","NA","New York","New York City","4","Programmed skip","Senior property manager","Individual metered plus separate meters for common area","Refused","5 or more units","1","Yes","Refused","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","8","100%","8","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2012","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","0%","100%","0%","Yes","All individual metered tenant units, no master meter"
"265","National Grid","NA","Oneida","Mohawk Valley","6","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","17","Yes","60","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","208","96%","2","Yes","3","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","1950 to 1959","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","42%","58%","0%","Yes","All individual metered tenant units, no master meter"
"269","National Grid","NA","Erie","Western New York","5","Yes","Maintenance supervisor / Facilities manager","Master meter for total building plus sub-meter for individual tenant units","7","5 or more units","1","Yes","5","Yes","Yes","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","13","30","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","27%","73%","0%","Yes","Individual metered plus separate meters for common area"
"366","LIPA","NA","NASSAU","Long Island","4","Yes","Senior property manager","Individual metered plus separate meters for common area","24","5 or more units","20","Yes","13","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","242","95%","2","Yes","2","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","1960 to 1969","Yes","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","50%","25%","25%","Yes","Individual metered plus separate meters for common area"
"300","NYSEG","NA","Erie","Western New York","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","10","5 or more units","26","Yes","7","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","156","96%","3","Yes","2","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1950 to 1959","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","0%","5%","95%","0%","Yes","One master meter, no individual tenant unit meters"
"316","ConEd","NA","Bronx","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","25","5 or more units","1","Yes","60","No","Yes","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","10","90","100%","9","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20%","30%","50%","0%","Yes","One master meter, no individual tenant unit meters"
"270","RG&E","NA","Monroe","Finger Lakes","5","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","40","5 or more units","1","Yes","7","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","26","100%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","40%","60%","0%","0%","Yes","Individual metered plus separate meters for common area"
"274","ConEd","Consolidated Edison Company Of N Y","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","23","5 or more units","2","Yes","75","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","150","99%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Don’t know","Don’t know","Don’t know","Don’t know","Yes","All individual metered tenant units, no master meter"
"275","ConEd","NA","New York","New York City","4","Programmed skip","Senior property manager","Individual metered plus separate meters for common area","30","5 or more units","1","Yes","70","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","100","100%","20","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","40%","50%","10%","Yes","Individual metered plus separate meters for common area"
"276","ConEd","NA","Queens","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","Refused","5 or more units","1","Yes","Refused","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20","90%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","80%","20%","0%","No","Programmed skip"
"296","National Grid","NA","Erie","Western New York","5","Yes","Other","Master meter for total building plus sub-meter for individual tenant units","Don’t know","5 or more units","12","Don’t know","Programmed skip","Programmed skip","Yes","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","25","400","75%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1970 to 1979","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Don’t know","Don’t know","Don’t know","Don’t know","Yes","One master meter, no individual tenant unit meters"
"284","National Grid","NA","Albany","Capital District","5","Yes","Owner of property","All individual metered tenant units, no master meter","14","5 or more units","1","No","Programmed skip","Programmed skip","Yes","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","33","5","40%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","0%","100%","0%","0%","Yes","All individual metered tenant units, no master meter"
"285","National Grid","NA","Albany","Capital District","5","Yes","Property / Leasing manager / Associate","All individual metered tenant units, no master meter","45","5 or more units","6","Yes","2000","Yes","Yes","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","1","108","95%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","5%","60%","35%","Yes","One master meter, no individual tenant unit meters"
"288","National Grid","NA","Lewis","North Country","6","Programmed skip","Owner of property","Individual metered plus separate meters for common area","32","5 or more units","1","Yes","3","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","8","100%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","38%","62%","0%","No","Programmed skip"
"289","ConEd","NA","New York","New York City","4","Yes","Senior property manager","Individual metered plus separate meters for common area","50","5 or more units","2","Yes","60","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","80","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","All individual metered tenant units, no master meter"
"290","ConEd","NA","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","32","5 or more units","1","Yes","9","No","Yes","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","14","73","100%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1940 to 1949","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","3%","25%","72%","0%","Yes","Individual metered plus separate meters for common area"
"302","ConEd","NA","Queens","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","35","5 or more units","1","Yes","6","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","39","99%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","50%","50%","0%","Yes","Individual metered plus separate meters for common area"
"352","National Grid","NA","Niagara","Western New York","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","2","Yes","6","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","24","95%","2","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","1980 to 1989","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","Yes","One master meter, no individual tenant unit meters"
"372","LIPA","NA","NASSAU","Long Island","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","50","5 or more units","11","Yes","100","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","240","100%","2","Yes","1","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1990 to 1999","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","70%","30%","0%","Yes","Individual metered plus separate meters for common area"
"354","ConEd","NA","New York","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","35","5 or more units","1","Yes","41","No","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Don’t know","72","100%","15","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1980 to 1989","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","50%","50%","0%","0%","Don’t know","Programmed skip"
"308","ConEd","NA","Queens","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","45","5 or more units","3","Yes","60","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","130","100%","Refused","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","60%","40%","0%","Yes","Individual metered plus separate meters for common area"
"313","ConEd","NA","New York","New York City","4","Programmed skip","Senior property manager","Individual metered plus separate meters for common area","25","5 or more units","1","Yes","5","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","404","75%","50","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","25%","50%","20%","5%","Yes","One master meter, no individual tenant unit meters"
"314","ConEd","NA","Bronx","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","30","5 or more units","3","Yes","400","Yes","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","63","90%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","10%","30%","50%","10%","No","Programmed skip"
"325","ConEd","NA","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","50","5 or more units","1","Yes","Refused","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","49","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","20%","20%","60%","Yes","All individual metered tenant units, no master meter"
"320","ConEd","NA","Queens","New York City","4","Programmed skip","Property / Leasing manager / Associate","All individual metered tenant units, no master meter","Don’t know","5 or more units","1","Yes","100","Don’t know","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","91","100%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","One master meter, no individual tenant unit meters"
"324","ConEd","NA","King (Brooklyn)","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","1","Yes","5","No","Yes","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","8","77","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","16%","70%","14%","0%","Yes","Individual metered plus separate meters for common area"
"326","ConEd","NA","Bronx","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","1","Yes","700","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","66","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","27%","36%","37%","0%","Yes","All individual metered tenant units, no master meter"
"331","ConEd","NA","New York","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","60","5 or more units","1","Yes","150","Don’t know","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","60","100%","12","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","67%","33%","0%","0%","Yes","All individual metered tenant units, no master meter"
"340","ConEd","NA","New York","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","40","5 or more units","1","Yes","30","No","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","5","34","100%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Don’t know","Don’t know","Don’t know","Don’t know","Yes","One master meter, no individual tenant unit meters"
"333","ConEd","NA","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","Don’t know","5 or more units","1","Yes","Don’t know","Don’t know","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","14","36","92%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","14%","14%","72%","0%","Yes","Individual metered plus separate meters for common area"
"334","LIPA","NA","NASSAU","Long Island","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","40","5 or more units","3","Yes","6","No","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","1","150","90%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","25%","50%","25%","0%","Yes","One master meter, no individual tenant unit meters"
"336","ConEd","NA","New York","New York City","4","Programmed skip","* Managing agent","Individual metered plus separate meters for common area","50","5 or more units","1","Yes","200","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20","100%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","No","Programmed skip"
"341","ConEd","NA","Queens","New York City","4","Programmed skip","Senior property manager","All individual metered tenant units, no master meter","60","5 or more units","22","Yes","7","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1056","98%","3","Yes","2","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1950 to 1959","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","10%","40%","50%","0%","Yes","One master meter, no individual tenant unit meters"
