"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20113397","REST","LPA","CNSTR/RHAB","75000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","GENESEE","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20113394","NYMS","LPA","CNSTR/RHAB","459500","TOWN OF SENECA FALLS","SENECA","SENECA FALLS","CMPL","5","0","0","0","7","0"
"20113386","HOME","LPA","CNSTR/RHAB","400000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20113359","NYMS","LPA","CNSTR/RHAB","500000","BUFFALO PLACE, INC.","ERIE","BUFFALO","CONT","0","0","5","0","58","0"
"20113354","HOME","LPA","CNSTR/RHAB","500000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","ALLEGANY","MULTI-MUNI","CONT","25","0","0","0","0","0"
"20113352","NYMS","LPA","CNSTR/RHAB","500000","VILLAGE/TOWN OF EAST ROCHESTER","MONROE","EAST ROCHESTER","CMPL","20","0","0","0","49","0"
"20113348","NYMS","LPA","CNSTR/RHAB","500000","DOWNTOWN NEW ROCHELLE BID MANAGEMENT ASSOCIATION, INC.","WESTCHESTER","NEW ROCHELLE","CONT","0","0","0","0","54","0"
"20113346","NYMS","LPA","CNSTR/RHAB","250000","DOWNTOWN ALBANY RESTORATION PROGRAM","ALBANY","ALBANY","CMPL","7","0","0","0","1","0"
"20113345","ACSS","LPA","CNSTR/RHAB","250000","REBUILDING TOGETHER NYC","NYC","NEW YORK CITY","CMPL","20","0","0","0","0","0"
"20113344","REST","LPA","CNSTR/RHAB","74978","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","10","0","0","0","0","0"
"20113343","HOME","LPA","CNSTR/RHAB","300000","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113342","ACSS","LPA","CNSTR/RHAB","300000","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","13","0","0","0","0","0"
"20113336","HOME","LPA","MTGE ASST","500000","RURAL HOUSING OPPORTUNITIES CORPORATION","MULTI-COUNTY",,"CMPL","22","1","0","0","0","0"
"20113328","HOME","LPA","CNSTR/RHAB","324000","HOMEFRONT DEVELOPMENT CORP.","WASHINGTON","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20113319","NYMS","LPA","CNSTR/RHAB","337170","WALDEN COMMUNITY COUNCIL, INC.","ORANGE","WALDEN","CMPL","2","0","0","0","15","0"
"20113316","NYMS","LPA","CNSTR/RHAB","170492","VILLAGE OF ADDISON","STEUBEN","ADDISON","CMPL","4","0","1","0","3","0"
"20113313","NYMS","LPA","CNSTR/RHAB","500000","MYRTLE AVENUE REVITALIZATION PROJECT LDC","KINGS","NEW YORK CITY","CMPL","0","0","0","0","14","0"
"20113308","HOME","LPA","CNSTR/RHAB","309738","WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.","ERIE","BUFFALO","CMPL","15","0","0","0","0","0"
"20113307","HOME","LPA","MTGE ASST","300000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","MULTI-COUNTY",,"CMPL","5","0","0","0","0","0"
"20113303","ACSS","LPA","CNSTR/RHAB","200000","MARKETVIEW HEIGHTS ASSOCIATION, INC.","MONROE","ROCHESTER","CMPL","10","0","0","0","0","0"
"20113295","NYMS","LPA","CNSTR/RHAB","193817","TOWN OF AMENIA","DUTCHESS","AMENIA","CONT","4","0","1","0","3","0"
"20113292","NYMS","LPA","CNSTR/RHAB","110069","VILLAGE OF HUNTER","GREENE","HUNTER","CONT","12","0","1","0","12","0"
"20113284","HOME","LPA","CNSTR/RHAB","445314","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113282","NYMS","LPA","CNSTR/RHAB","410000","VILLAGE OF GENESEO","LIVINGSTON","GENESEO","CMPL","7","0","0","0","24","0"
"20113281","REST","LPA","CNSTR/RHAB","75000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20113280","ACSS","LPA","CNSTR/RHAB","250000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20113278","REST","LPA","CNSTR/RHAB","75000","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20113276","HOME","LPA","CNSTR/RHAB","500000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CMPL","24","0","0","0","0","0"
"20113272","ACSS","LPA","CNSTR/RHAB","250000","HAMASPIK OF KINGS COUNTY","NYC","NEW YORK CITY","CMPL","24","0","0","0","0","0"
"20113265","NYMS","LPA","CNSTR/RHAB","500000","COMMUNITY PROGRESS INC.","SCHUYLER","WATKINS GLEN","CMPL","8","0","0","0","6","0"
"20113264","NYMS","LPA","CNSTR/RHAB","362366","TOWN OF ALBION","ORLEANS","ALBION","CMPL","0","0","1","0","27","0"
"20113259","HOME","LPA","CNSTR/RHAB","288122","HEART OF THE CITY NEIGHBORHOODS, INC.","ERIE","BUFFALO","CMPL","22","0","0","0","0","0"
"20113258","ACSS","LPA","CNSTR/RHAB","120493","ARISE CHILD AND FAMILY SERVICE, INC.","ONONDAGA","SYRACUSE","CMPL","9","0","0","0","0","0"
"20113255","NYMS","LPA","CNSTR/RHAB","457000","VILLAGE OF JOHNSON CITY","BROOME","JOHNSON CITY","CMPL","19","0","0","0","11","0"
"20113253","HOME","LPA","CNSTR/RHAB","400000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","CAYUGA","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20113252","HOME","LPA","CNSTR/RHAB","353824","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","YATES","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113250","HOME","LPA","CNSTR/RHAB","346477","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","TOMPKINS","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113248","HOME","LPA","CNSTR/RHAB","500000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","STEUBEN","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20113247","HOME","LPA","CNSTR/RHAB","400000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","SENECA","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20113244","HOME","LPA","CNSTR/RHAB","400000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","CHEMUNG","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20113243","HOME","LPA","CNSTR/RHAB","500000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MONROE","MULTI-MUNI","CMPL","27","0","0","0","0","0"
"20113234","ACSS","LPA","CNSTR/RHAB","245913","HAMASPIK OF ORANGE COUNTY","ORANGE","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113232","ACSS","LPA","CNSTR/RHAB","249496","HAMASPIK OF ROCKLAND COUNTY, INC.","ROCKLAND","RAMAPO","CMPL","14","0","0","0","0","0"
"20113221","HOME","LPA","CNSTR/RHAB","276336","VILLAGE OF BALLSTON SPA","SARATOGA","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20113218","ACSS","LPA","CNSTR/RHAB","237500","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","35","0","0","0","0","0"
"20113214","HOME","LPA","CNSTR/RHAB","284465","VILLAGE OF CORINTH","SARATOGA","CORINTH","CMPL","18","0","0","0","0","0"
"20113213","NYMS","LPA","CNSTR/RHAB","498924","TOWN OF WARSAW","WYOMING","WARSAW","CMPL","26","0","0","0","19","0"
"20113209","REST","LPA","CNSTR/RHAB","75000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20113208","ACSS","LPA","CNSTR/RHAB","299550","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","22","0","0","0","0","0"
"20113206","ACSS","LPA","CNSTR/RHAB","249111","NYSARC, INC. WARREN WASHINGTON COUNTIES CHAPTER","MULTI-COUNTY",,"CMPL","15","0","0","0","0","0"
"20113205","ACSS","LPA","CNSTR/RHAB","300000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","22","0","0","0","0","0"
"20113203","REST","LPA","CNSTR/RHAB","75000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","20","0","0","0","0","0"
"20113200","NYMS","LPA","CNSTR/RHAB","251300","LOCKPORT MAIN STREET, INC.","NIAGARA","LOCKPORT","CMPL","3","0","1","0","6","0"
"20113193","NYMS","LPA","CNSTR/RHAB","449994","CITY OF BATAVIA","GENESEE","BATAVIA","CMPL","9","0","0","0","26","0"
"20113182","REST","LPA","CNSTR/RHAB","75000","MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.","ONEIDA","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113181","REST","LPA","CNSTR/RHAB","75000","MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.","HERKIMER","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20113180","REST","LPA","CNSTR/RHAB","75000","CITY OF GLENS FALLS","WARREN","GLENS FALLS","CMPL","9","0","0","0","0","0"
"20113178","NYMS","LPA","CNSTR/RHAB","361000","M-ARK PROJECT, INC.","DELAWARE","ROXBURY","CMPL","2","0","3","0","9","0"
"20113177","NYMS","LPA","CNSTR/RHAB","194129","TOWN OF PRATTSVILLE","GREENE","PRATTSVILLE","CONT","0","0","0","0","6","0"
"20113176","HOME","LPA","CNSTR/RHAB","219951","M-ARK PROJECT, INC.","DELAWARE","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20113173","HOME","LPA","CNSTR/RHAB","0","THE EMPIRE HOUSING CENTER, INC.","MULTI-COUNTY",,"INA","8","0","0","0","0","0"
"20113168","HOME","LPA","CNSTR/RHAB","485503","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","17","0","0","0","0","0"
"20113167","ACSS","LPA","CNSTR/RHAB","300000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","28","0","0","0","0","0"
"20113166","HOME","LPA","MTGE ASST","960000","HOME HEADQUARTERS, INC.","ONONDAGA","SYRACUSE","CMPL","12","9","0","0","0","0"
"20113160","HOME","LPA","CNSTR/RHAB","400000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","24","0","0","0","0","0"
"20113155","HOME","LPA","CNSTR/RHAB","278400","RUPCO, INC.","ULSTER","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20113154","HOME","LPA","MTGE ASST","313220","CITY OF KINGSTON","ULSTER","KINGSTON","CMPL","12","0","0","0","0","0"
"20113151","HOME","LPA","CNSTR/RHAB","262181","TOWN OF FORT EDWARD","WASHINGTON","FORT EDWARD","CMPL","21","0","0","0","0","0"
"20113149","HOME","LPA","CNSTR/RHAB","400000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20113146","HOME","LPA","MTGE ASST","390000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20113141","REST","LPA","CNSTR/RHAB","75000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20113130","HOME","LPA","CNSTR/RHAB","300000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113128","REST","LPA","CNSTR/RHAB","75000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20113120","ACSS","LPA","CNSTR/RHAB","300000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","17","0","0","0","0","0"
"20113118","HOME","LPA","CNSTR/RHAB","507300","NEIGHBORS OF WATERTOWN, INC.","JEFFERSON","WATERTOWN","CMPL","21","0","0","0","0","0"
"20113115","REST","LPA","CNSTR/RHAB","75000","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","CMPL","24","0","0","0","0","0"
"20113114","HOME","LPA","CNSTR/RHAB","288200","VILLAGE OF GOUVERNEUR","ST LAWRENCE","GOUVERNEUR","CMPL","21","0","0","0","0","0"
"20113111","HOME","LPA","CNSTR/RHAB","137519","TOWN OF THOMPSON","SULLIVAN","THOMPSON","CMPL","5","0","0","0","0","0"
"20113106","HOME","LPA","MTGE ASST","550000","ITHACA NEIGHBORHOOD HOUSING SERVICES, INC.","TOMPKINS","ITHACA","CMPL","1","10","0","0","0","0"
"20113105","HOME","LPA","CNSTR/RHAB","269935","CITY OF LITTLE FALLS","HERKIMER","LITTLE FALLS","CMPL","17","0","0","0","0","0"
"20113102","HOME","LPA","CNSTR/RHAB","311600","VILLAGE OF MASSENA","ST LAWRENCE","MASSENA","CMPL","23","0","0","0","0","0"
"20113101","HOME","LPA","CNSTR/RHAB","493777","CATTARAUGUS COMMUNITY ACTION, INC.","CATTARAUGUS","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20113100","HOME","LPA","CNSTR/RHAB","727905","CATTARAUGUS COMMUNITY ACTION, INC.","CATTARAUGUS","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113099","REST","LPA","CNSTR/RHAB","75000","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","12","0","0","0","0","0"
"20113089","HOME","LPA","CNSTR/RHAB","234406","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","MULTI-COUNTY",,"CMPL","18","0","0","0","0","0"
"20113086","REST","LPA","CNSTR/RHAB","37500","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20113082","REST","LPA","CNSTR/RHAB","75000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113080","ACSS","LPA","CNSTR/RHAB","200000","SARATOGA COUNTY RURAL PRESERVATION CO.","WASHINGTON","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20113077","HOME","LPA","MTGE ASST","242363","KEUKA HOUSING COUNCIL, INC.","MULTI-COUNTY",,"CMPL","10","0","0","0","0","0"
"20113073","REST","LPA","CNSTR/RHAB","75000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","12","0","0","0","0","0"
"20113072","REST","LPA","CNSTR/RHAB","75000","COUNTY OF TOMPKINS","TOMPKINS","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20113070","REST","LPA","CNSTR/RHAB","75000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CMPL","19","0","0","0","0","0"
"20113065","ACSS","LPA","CNSTR/RHAB","198907","INDEPENDENT LIVING, INC.","MULTI-COUNTY",,"CMPL","10","0","0","0","0","0"
"20113064","REST","LPA","CNSTR/RHAB","50000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20113055","HOME","LPA","MTGE ASST","120000","KEUKA HOUSING COUNCIL, INC.","YATES","MULTI-MUNI","CMPL","2","0","0","0","0","0"
"20113054","REST","LPA","CNSTR/RHAB","37500","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20113051","HOME","LPA","MTGE ASST","480000","URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.","MONROE","ROCHESTER","CMPL","8","0","0","0","0","0"
"20113042","NYMS","LPA","CNSTR/RHAB","431962","THE ELMWOOD VILLAGE ASSOCIATION","ERIE","BUFFALO","CMPL","9","0","0","0","13","0"
"20113036","REST","LPA","CNSTR/RHAB","50000","RPC OF CLINTON COUNTY, INC","CLINTON","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20113033","REST","LPA","CNSTR/RHAB","37739","SHANDAKEN REVITALIZATION PLAN COMMITTEE, INC.","ULSTER","MULTI-MUNI","CMPL","6","0","0","0","0","0"
"20113029","ACSS","LPA","CNSTR/RHAB","130621","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","6","0","0","0","0","0"
"20113028","REST","LPA","CNSTR/RHAB","75000","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","11","0","0","0","0","0"
"20113023","REST","LPA","CNSTR/RHAB","65000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20113022","REST","LPA","CNSTR/RHAB","37500","FRONTIER HOUSING CORPORATION","JEFFERSON","MULTI-MUNI","CMPL","4","0","0","0","0","0"
"20113017","REST","LPA","CNSTR/RHAB","57832","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20113013","REST","LPA","CNSTR/RHAB","75000","NIAGARA COMMUNITY ACTION PROGRAM, INC.","NIAGARA","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20113009","HOME","LPA","CNSTR/RHAB","562440","HOMSITE FUND, INC.","CAYUGA","MULTI-MUNI","CMPL","27","0","0","0","0","0"
"20113008","REST","LPA","CNSTR/RHAB","75000","HOMSITE FUND, INC.","CAYUGA","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20113005","HOME","LPA","CNSTR/RHAB","324000","CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.","CAYUGA","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20110247","NYMS","LPA","CNSTR/RHAB","322500","COUNTY OF TIOGA","TIOGA","MULTI-MUNI","CONT","60","0","0","0","0","0"
"20110246","NYMS","LPA","CNSTR/RHAB","376250","COUNTY OF BROOME","BROOME","MULTI-MUNI","CONT","60","0","0","0","0","0"
"20110245","NYMS","LPA","CNSTR/RHAB","359050","COUNTY OF SCHOHARIE","SCHOHARIE","MULTI-MUNI","CONT","55","0","0","0","0","0"
"20110244","NYMS","LPA","CNSTR/RHAB","401781","COUNTY OF DELAWARE","DELAWARE","MULTI-MUNI","CONT","35","0","0","0","0","0"
"20110243","NYMS","LPA","CNSTR/RHAB","307450","COUNTY OF GREENE","GREENE","MULTI-MUNI","CONT","65","0","0","0","0","0"
"20103451","SNDP","LPA","PRE-DEV","50000","TAP, INC.","RENSSELAER","TROY","CONT","0","0","0","0","0","0"
"20103448","SNDP","LPA","ACQUIS","295000","GREATER ROCHESTER PARTNERSHIP HDFC","MONROE","ROCHESTER","CONT","3","2","0","0","0","0"
"20103447","SNDP","LPA","PRE-DEV","25000","CITY OF BATAVIA","GENESEE","BATAVIA","CONT","0","0","0","0","0","0"
"20103446","SNDP","LPA","CNSTR/RHAB","550000","PEOPLE UNITED FOR SUSTAINABLE HOUSING, INC","ERIE","BUFFALO","CONT","5","0","0","0","0","0"
"20103445","NYMS","LPA","CNSTR/RHAB","500000","COUNTY OF SULLIVAN","SULLIVAN","MULTI-MUNI","CONT","12","0","0","0","25","0"
"20103427","NYMS","LPA","CNSTR/RHAB","483390","PEOPLE UNITED FOR SUSTAINABLE HOUSING, INC","ERIE","BUFFALO","CMPL","10","0","0","0","13","0"
"20103424","NYMS","LPA","CNSTR/RHAB","333250","DOWNTOWN SCHENECTADY IMPROVEMENT CORP.","SCHENECTADY","SCHENECTADY","CMPL","1","0","1","0","3","0"
"20103423","NYMS","LPA","CNSTR/RHAB","399000","VILLAGE OF DANSVILLE","LIVINGSTON","DANSVILLE","CMPL","15","0","0","0","14","0"
"20103421","NYMS","LPA","CNSTR/RHAB","492790","PATCHOGUE BUSINESS IMPROVEMENT MANAGEMENT ASSOCIATION, INC.","SUFFOLK","PATCHOGUE","CMPL","3","0","0","0","19","0"
"20103418","NYMS","LPA","CNSTR/RHAB","390000","VILLAGE OF LYONS","WAYNE","LYONS","CMPL","17","0","0","0","7","0"
"20103416","NYMS","LPA","CNSTR/RHAB","500000","BEACON CHAMBER OF COMMERCE","DUTCHESS","BEACON","CMPL","10","0","1","0","5","0"
"20103415","NYMS","LPA","CNSTR/RHAB","379792","HAMMONDSPORT CHAMBER OF COMMERCE","STEUBEN","HAMMONDSPORT","CMPL","9","0","1","0","19","0"
"20103414","NYMS","LPA","CNSTR/RHAB","500000","CAPITALIZE ALBANY CORPORATION","ALBANY","ALBANY","CMPL","11","0","0","0","5","0"
"20103410","NYMS","LPA","CNSTR/RHAB","195002","SODUS CHAMBER OF COMMERCE","WAYNE","SODUS","CMPL","0","0","0","0","10","0"
"20103401","NYMS","LPA","CNSTR/RHAB","412892","LIBERTY COMMUNITY DEVELOPMENT CORP.","SULLIVAN","LIBERTY","CMPL","9","0","2","0","14","0"
"20103399","NYMS","LPA","CNSTR/RHAB","300139","CHURCH AVENUE DISTRICT MANAGEMENT ASSOCIATION, INC.","KINGS","NEW YORK CITY","CMPL","0","0","0","0","7","0"
"20103393","NYMS","LPA","CNSTR/RHAB","500000","OLD 1ST WARD COMMUNITY ASSOCIATION, INC.","ERIE","BUFFALO","CMPL","9","0","0","0","3","0"
"20103388","NYMS","LPA","CNSTR/RHAB","500000","HUDSON RIVER HOUSING, INC.","DUTCHESS","POUGHKEEPSIE","CMPL","10","0","0","0","7","0"
"20103386","NYMS","LPA","CNSTR/RHAB","157500","COUNTY OF SCHUYLER","SCHUYLER","MONTOUR FALLS","CMPL","5","0","1","0","2","0"
"20103381","NYMS","LPA","CNSTR/RHAB","500000","TOWN OF RIVERHEAD","SUFFOLK","RIVERHEAD","CMPL","6","0","0","0","9","0"
"20103379","NYMS","LPA","CNSTR/RHAB","392451","CITY OF HORNELL","STEUBEN","HORNELL","CONT","5","0","1","0","3","0"
"20103377","NYMS","LPA","CNSTR/RHAB","265000","CITY OF WATERVLIET","ALBANY","WATERVLIET","CMPL","4","0","0","0","2","0"
"20103376","NYMS","LPA","CNSTR/RHAB","500000","CLAYTON LOCAL DEVELOPMENT CORPORATION","JEFFERSON","CLAYTON","CMPL","8","0","0","0","28","0"
"20103373","NYMS","LPA","CNSTR/RHAB","387000","CITY OF OSWEGO","OSWEGO","OSWEGO","CMPL","4","0","0","0","14","0"
"20103368","NYMS","LPA","CNSTR/RHAB","310000","VILLAGE OF HOMER","CORTLAND","HOMER","CMPL","7","0","0","0","21","0"
"20103367","NYMS","LPA","CNSTR/RHAB","492479","REBUILD MOHAWK VALLEY, INC.","ONEIDA","UTICA","CMPL","12","0","0","0","9","0"
"20103362","NYMS","LPA","CNSTR/RHAB","278883","PHILMONT BEAUTIFICATION, INC.","COLUMBIA","PHILMONT","CMPL","14","0","0","0","2","0"
"20103361","NYMS","LPA","CNSTR/RHAB","474479","PARKSIDE COMMUNITY ASSOCIATION OF BUFFALO, INC.","ERIE","BUFFALO","CONT","4","0","0","0","9","0"
"20103359","NYMS","LPA","CNSTR/RHAB","500000","PEEKSKILL FACILITIES DEVELOPMENT CORPORATION","WESTCHESTER","PEEKSKILL","CONT","7","0","0","0","6","0"
"20103358","NYMS","LPA","CNSTR/RHAB","177836","SOUTH EAST AREA COALITION, INC.","MONROE","ROCHESTER","CMPL","1","0","0","0","5","0"
"20103357","NYMS","LPA","CNSTR/RHAB","315000","VILLAGE OF LIMA","LIVINGSTON","LIMA","CMPL","8","0","0","0","11","0"
"20103354","NYMS","LPA","CNSTR/RHAB","351750","VILLAGE OF WHITNEY POINT","BROOME","WHITNEY POINT","CMPL","5","0","0","0","8","0"
"20103353","NYMS","LPA","CNSTR/RHAB","329950","VILLAGE OF PULASKI","OSWEGO","PULASKI","CMPL","0","0","1","0","1","0"
"20103347","NYMS","LPA","CNSTR/RHAB","343230","TOWN OF RANDOLPH","CATTARAUGUS","RANDOLPH","CMPL","1","0","0","0","9","0"
"20103346","NYMS","LPA","CNSTR/RHAB","131600","PHELPS BUSINESS DEVELOPMENT AND TOURISM COUNCIL, INC.","ONTARIO","PHELPS","CMPL","10","0","0","0","20","0"
"20103344","NYMS","LPA","CNSTR/RHAB","317256","VILLAGE OF ALFRED","ALLEGANY","ALFRED","CMPL","29","0","0","0","11","0"
"20103339","NYMS","LPA","CNSTR/RHAB","498034","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","ARCADE","CMPL","0","0","0","0","19","0"
"20103336","NYMS","LPA","CNSTR/RHAB","250000","CITY OF ONEONTA","OTSEGO","ONEONTA","CMPL","6","0","0","0","4","0"
"20103333","NYMS","LPA","CNSTR/RHAB","471143","COUNTY OF TIOGA","TIOGA","OWEGO","CMPL","19","0","0","0","12","0"
"20103332","NYMS","LPA","CNSTR/RHAB","387000","PRIDE OF TICONDEROGA, INC.","ESSEX","TICONDEROGA","CMPL","2","0","3","0","19","0"
"20103330","NYMS","LPA","CNSTR/RHAB","500000","NORWICH BUSINESS IMPROVEMENT DISTRICT MANAGEMENT ASSOCIATION, INC","CHENANGO","NORWICH","CMPL","8","0","1","0","18","0"
"20103329","NYMS","LPA","CNSTR/RHAB","491025","CITY OF AUBURN","CAYUGA","AUBURN","CMPL","8","0","0","0","7","0"
"20103324","NYMS","LPA","CNSTR/RHAB","274000","M-ARK PROJECT, INC.","DELAWARE","FLEISCHMANNS","CMPL","7","0","3","0","11","0"
"20103309","HOME","LPA","CNSTR/RHAB","225000","ERASMUS NEIGHBORHOOD FEDERATION, INC.","KINGS","NEW YORK CITY","CMPL","11","0","0","0","0","0"
"20103302","HOME","LPA","MTGE ASST","180000","FIRST WARD ACTION COUNCIL, INC.","BROOME","BINGHAMTON","CMPL","2","1","0","0","0","0"
"20103301","HOME","LPA","MTGE ASST","115032","BETTER HOUSING FOR TOMPKINS COUNTY INC.","TOMPKINS","MULTI-MUNI","CMPL","2","0","0","0","0","0"
"20103298","HOME","LPA","CNSTR/RHAB","349904","VILLAGE OF SARANAC LAKE","MULTI-COUNTY",,"CMPL","22","0","0","0","0","0"
"20103293","HOME","LPA","CNSTR/RHAB","500000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","ALLEGANY","MULTI-MUNI","CONT","7","0","0","0","0","0"
"20103292","HOME","LPA","MTGE ASST","225000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","9","2","0","0","0","0"
"20103291","HOME","LPA","CNSTR/RHAB","240000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","JAMESTOWN","CMPL","4","0","0","0","0","0"
"20103290","HOME","LPA","MTGE ASST","0","ROCKLAND HOUSING ACTION COALITION, INC.","ROCKLAND","SPRING VALLEY","AWRD","0","8","0","0","0","0"
"20103289","HOME","LPA","MTGE ASST","550000","ITHACA NEIGHBORHOOD HOUSING SERVICES, INC.","TOMPKINS","ITHACA","CMPL","1","10","0","0","0","0"
"20103287","HOME","LPA","CNSTR/RHAB","300000","COMMUNITY PROGRESS INC.","MULTI-COUNTY",,"CMPL","6","0","0","0","0","0"
