"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Barrett Paving Materials; Inc.","4530 Wetzel Road",,"Liverpool","NY","13039","Onondaga","7","3156524585","Barrett Paving Materials Inc.","Private","CDDHRF - asphalt pavement and millings - registration","[34C20080]","Yes","402571","4778158","1 - No accuracy stated","Asphalt Pavement;Asphalt Millings","34C20080","2021-03-05T00:00:00.000","2026-03-04T00:00:00.000","4530 Wetzel Road
Liverpool, NY 13039
(43.150879, -76.200648)"
"IWS Chestnut Ridge Transfer Station","560 Chestnut Ridge Rd.",,"Chestnut Ridge","NY","10977","Rockland","3","8452680400","IWS Transfer Systems of NY; Inc",,"Transfer station - permit","[44T03]","Yes","579981","4549893",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Commingled Paper & Containers","3-3926-00055/00009","2011-04-04T00:00:00.000","2014-01-30T00:00:00.000","560 Chestnut Ridge Rd.
Chestnut Ridge, NY 10977
(41.096491, -74.04797)"
"Stanley Staba & Sons Inc","1933 Broadway Rd",,"Darien Center","NY","14040","Genesee","8","5855472211","David Staba","Private","Vehicle Dismantling Facility","[7043265]","Yes","226342","4755417",,,,,,"1933 Broadway Rd
Darien Center, NY 14040
(42.902049, -78.351988)"
"Roxbury TS (T)","NYS Route 30",,"Roxbury","NY","12474","Delaware","4","6073267641","Town of Roxbury","Municipal","Transfer station - registration","[13R48]","Yes","537350","4687416",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris","13R48",,,
"HTI Recycling LLC","490 Ohio Street",,"Lockport","NY","14094","Niagara","9","7164339294","Ballyogan Properties LLC","Private","WTHRF - permit","[32WP0030]","Yes","198484","4785451","4 - GIS Assisted",,"9-2909-00120/00005","2021-04-16T00:00:00.000","2031-04-15T00:00:00.000","490 Ohio Street
Lockport, NY 14094
(43.161156, -78.709542)"
"Eastchester Leaf Transfer Station","40 Mill Road",,"Eastchester","NY","10709","Westchester","3",,"Town of Eastchester","Municipal","Composting - yard trimmings - registration","[60P10004]","Yes","599500","4534000",,"Yard Waste","60P10004","2019-09-18T00:00:00.000","2024-09-17T00:00:00.000","40 Mill Road
Eastchester, NY 10709
(40.956302, -73.811129)"
"Rick's Auto","259 Vice Rd.",,"Brasher Falls","NY","13613","St. Lawrence","6","3153895618","Rick Seguin","Private","VDF - large - registration","[45V50015]","Yes","517600","4962984","4.1 - Address Matching","End of Life Vehicles","45V50015","2019-11-18T00:00:00.000","2024-11-17T00:00:00.000","259 Vice Rd.
Brasher Falls, NY 13613
(44.820167, -74.777354)"
"Erin Van Etten Drop-off","1892 Swartwood Road",,"Erin","NY","14838","Chemung","8","8002273552","Chemung County","County","RHRF - 5 tpd or less - registration","[08R10013]","Yes","364678","4674411","4.1 - Address Matching","Single Stream","08R10013","2020-03-27T00:00:00.000","2025-03-26T00:00:00.000","1892 Swartwood Road
Erin, NY 14838
(42.207519, -76.645978)"
"L&R Transfer Station","11075 Galen Hill Road",,"Freedom","NY","14065","Cattaraugus","9","7164923936","Ron Previty","Private","RHRF - 5 tpd or less - registration","[05R10026]","Yes","223785","4708597","4.2 - Utilization of GIS and existing spatial data","Other Aluminum Scrap Metal;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal","05R10026","2020-10-07T00:00:00.000","2025-10-07T00:00:00.000","11075 Galen Hill Road
Freedom, NY 14065
(42.481191, -78.358579)"
"C. L. McCormack","5885 Jordan Rd.","5739 Fikes Rd.","Elbridge","NY","13060","Onondaga","7","3156893973","Melanie & Meghan McCormack","Private","Land application - septage - registration","[34A40010]","Yes","386132","4765162","1.1 - Obtained from original submission and unverified process","Septage","34A40010","2019-07-03T00:00:00.000","2024-07-03T00:00:00.000","5885 Jordan Rd.
Elbridge, NY 13060
(43.055319, -76.460808)"
"Ray's Auto Service","17 East Clinton Street",,"Binghamton","NY","13904","Broome","7","6077223000","Ray Juriga","Private","Vehicle Dismantling Facility","[7050879]","Yes","424459","4661586",,"End of Life Vehicles","DMV 7050879",,,"17 East Clinton Street
Binghamton, NY 13904
(42.102553, -75.913289)"
"LyDel Asphalt Corp","19B Stiriz Rd",,"Brookhaven","NY","11719","Suffolk","1","6312863222","William Lyon","Private","C&D processing - registration","[52W170R]","Yes","674446","4515620","4.3 - Utilization of Digital Orthophoto Quads",,"52W170R","2010-11-23T00:00:00.000",,"19B Stiriz Rd
Brookhaven, NY 11719
(40.772868, -72.933634)"
"Phelps Auto Repair & Scrap Yard","2439 State Highway 58",,"Edwards","NY","13635","St. Lawrence","6","3155623615","James Phelps","Private","VDF - small - registration","[45V20024]","Yes","476222","4904792","4.1 - Address Matching","End of Life Vehicles","45V20024","2019-11-19T00:00:00.000","2024-11-18T00:00:00.000","2439 State Highway 58
Edwards, NY 13635
(44.29626, -75.2992)"
"North Harmony Transfer Station","Rte 394 Highway Building",,"Stow","NY","14785","Chautauqua","9","7167893445","Town of North Harmony","Municipal","RHRF - 5 tpd or less - registration","[07R10048]","Yes","135420","4676594","4.2 - Utilization of GIS and existing spatial data","Paperboard/Boxboard;Commingled Paper;Container Glass;Plastic;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal;Clear Glass","07R10048","2019-02-15T00:00:00.000","2024-02-15T00:00:00.000",
"Repurposed Organics LLC; Walker Rd Farm","Walker Road Farm","Walker Rd","Westfield","NY","14787","Chautauqua","9","7167536441","Robert Schofield","Private","Land application - UFPW - registration","[07A30012]","Yes","120107","4694536","4.2.1 - Utilization of GIS and Facility Mapping System","Non-recognizable Food Processing Waste","07A30012","2018-07-17T00:00:00.000","2023-07-17T00:00:00.000",
"Olivieri Development Inc.","4337 Sowles Road",,"Hamburg","NY","14075","Erie","9",,"Darryl Olivieri","Private","CDDHRF - concrete rock brick - registration","[15C10090]","Yes","187444","4740265","4 - GIS Assisted","CARB (concrete; asphalt; rock; brick)","15C10090","2021-05-10T00:00:00.000","2026-05-10T00:00:00.000","4337 Sowles Road
Hamburg, NY 14075
(42.751479, -78.819092)"
"West Hook Sand & Gravel","25 West Hook Road",,"Hopewell Junction","NY","12533","Dutchess","3","8458973316","West Hook Sand & Gravel; Inc.","Private","C&D processing - permit","[14W06]","Yes","595743","4597182","1 - No accuracy stated",,"3-1330-00052/02002","2009-01-13T00:00:00.000","2019-02-09T00:00:00.000","25 West Hook Road
Hopewell Junction, NY 12533
(41.517412, -73.848069)"
"Bedford (T) Yard Waste Composting Facility","115 Beaver Dam Rd",,"Bedford Hills","NY","10507","Westchester","3","9149493244","Town of Bedford",,"Mulch processing - permit","[60MP0001]","Yes","611","4566",,,,,,"115 Beaver Dam Rd
Bedford Hills, NY 10507
(41.245811, -73.670708)"
"Burton Clark C & D","41155 State Highway 10",,"Delhi","NY","13753","Delaware","4","6077462727","Burton F. Clark; Inc.","Private","Landfill - C&DD - permit","[13D02]","Yes","503403","4678357",,"Construction & Demolition Debris","4-1228-00043/00004","2018-04-30T00:00:00.000","2023-04-30T00:00:00.000","41155 State Highway 10
Delhi, NY 13753
(42.256915, -74.956939)"
"Kinderhook Convenience Station","9 Hudson Steet",,"Kinderhook","NY","12106","Columbia","4","5187587562","Columbia County","County","Transfer station - registration","[11R30]","Yes","607212","4694420",,"MSW (Residential/Institutional & Commercial);Single Stream","11R30",,,
"Clifton Recycling Inc","3400 Court Street",,"Syracuse","NY","13206","Onondaga","7","3154631170","Clifton Recycling Inc","Private","CDDHRF - concrete rock brick - registration","[34C10015]","Yes","408950","4770593",,"Concrete","34C10015","2018-07-10T00:00:00.000","2023-05-03T00:00:00.000","3400 Court Street
Syracuse, NY 13206
(43.081443, -76.119493)"
"Schoharie Transfer Station","2805 Rt. 7",,"Howes Cave","NY","12092","Schoharie","4","5182968856","Casella Waste Management of NY Inc","Municipal","Transfer station - permit","[48T01]","Yes","549003","4725661",,"Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Sewage Treatment Plant Sludge;Emergency Authorization Waste (Storm Debris);Sludge (Industrial);Single Stream;Wood (Brush/ Branches/ Trees/ Stumps);Electronics;Metals (Ferrous & Non-Ferrous)","4-4326-00054/00001","2020-08-01T00:00:00.000","2025-07-31T00:00:00.000",
"Slate Valley Automotive LLC","7311 State Route 22",,"Granville","NY","12832","Washington","5","5186423167","William Bishop","Private","WTHRF - seller - registration","[58W20001]","Yes","640240","4796886",,"Whole Tires - passenger;Whole Tires - truck","58W20001","2018-08-15T00:00:00.000","2023-08-14T00:00:00.000","7311 State Route 22
Granville, NY 12832
(43.310653, -73.270669)"
"SMR Fibre","4642 Crossroads Park Drive",,"Liverpool","NY","13088","Onondaga","7","3154532800","Dave Levitt of Empire Recycling","Private","RHRF - greater than 5 tpd - registration","[34R20066]","Yes","402913","4775263","4.1 - Address Matching","Commingled Paper;Newspaper;Office Paper;Paperboard/Boxboard","34R20066","2018-05-10T00:00:00.000","2023-05-10T00:00:00.000","4642 Crossroads Park Drive
Liverpool, NY 13088
(43.124342, -76.193182)"
"Vermi-Green","3815 State Rt. 96",,"Shortsville","NY","14548","Ontario","8","5853299410","James Heberle",,"Composting - source separated organic waste - registration","[35C04]","Yes","317337","4764115","1 - No accuracy stated",,"35C04",,,"3815 State Rt. 96
Shortsville, NY 14548
(42.972824, -77.210236)"
"Allocco Recycling Ltd (Kingsland Ave)","540 Kingsland Avenue",,"Brooklyn","NY","11222","Kings","2","7183493094","Michael Allocco","Private","RHRF - exempt (non-VDF)","[24M00]","Yes","589120","4509887",,,,,,"540 Kingsland Avenue
Brooklyn, NY 11222
(40.734571, -73.944753)"
"Repurposed Organics - Correll","9041 Rte 5",,"Westfield","NY","14787","Chautauqua","9","7164671093","Repurposed Organics","Private","Land application - UFPW - registration","[07A30009]","Yes","116840","4694514","1 - No accuracy stated","Non-recognizable Food Processing Waste","07A30009","2018-07-17T00:00:00.000","2023-07-17T00:00:00.000",
"Hanson Aggregate Jamesville Plant","4800 Jamesville Road","P.O. Box 513","Jamesville","NY","13078","Onondaga","7","3154695501","Hanson Aggregate New York; LLC","Private","C&D processing - registration","[34W12]","Yes","412647","4761899",,"Asphalt;Concrete","34W12","2012-10-30T00:00:00.000",,"4800 Jamesville Road
Jamesville, NY 13078
(43.005878, -76.075226)"
"Tolpa's Auto Parts","10729 French Road",,"Remsen","NY","13438","Oneida","6","3158313886","William Tolpa","Private","VDF - large - registration","[33V50020]","Yes","480150","4803170",,"End of Life Vehicles;Waste Tire","33V50020","2020-02-04T00:00:00.000","2025-02-03T00:00:00.000","10729 French Road
Remsen, NY 13438
(43.381878, -75.242546)"
"Upstone - Plattsburgh Quarry","111 Quarry Road",,"Plattsburgh","NY","12901","Clinton","5","5185615321","Upstone Materials Inc","Private","C&D processing - registration","[10W07]","Yes","620839","4952102",,,"10W07","2008-01-29T00:00:00.000",,"111 Quarry Road
Plattsburgh, NY 12901
(44.71105, -73.471169)"
"Williamson Transfer Facility","6742 Pound Road",,"Williamson","NY","14589","Wayne","8","3155892038","Town of Williamson","Municipal","Transfer facility - registration","[59T10002]","Yes","323376","4790150","1 - No accuracy stated","Construction & Demolition Debris;Waste Tires;MSW (Residential/Institutional & Commercial);Commingled Recyclables;Metals (Ferrous & Non-Ferrous);Corrugated Cardboard;Commingled Paper & Containers","59T100002","2019-01-15T00:00:00.000","2024-01-14T00:00:00.000","6742 Pound Road
Williamson, NY 14589
(43.2425, -77.176823)"
"Virgil Transfer Station (T)","1486 Vandonsel Road",,"Virgil","NY","13045","Cortland","7","6078356470","Town of Virgil","Municipal","RHRF - 5 tpd or less - registration","[12R10007]","Yes","403048","4706240","1 - No accuracy stated","Single Stream","12R10007","2018-06-20T00:00:00.000","2023-06-19T00:00:00.000","1486 Vandonsel Road
Virgil, NY 13045
(42.502744, -76.179793)"
"Oak Openings; LLC","1392 Oak Opening Rd",,"Avon","NY","14414","Livingston","8","5859251934","Dale Twardokus","Private","CDDHRF - asphalt pavement and millings - registration","[26C20005]","Yes","282646","4755171","1 - No accuracy stated","Asphalt","26C20005","2020-04-28T00:00:00.000","2025-04-28T00:00:00.000","1392 Oak Opening Rd
Avon, NY 14414
(42.920831, -77.656255)"
"Double Z Motors Inc","212 Route 9",,"Fishkill","NY","12524","Dutchess","3","8458967930","Peter Zalys","Private","VDF - large - registration","[14V50009]","Yes","591829","4595309",,"End of Life Vehicles","14V50009","2019-03-06T00:00:00.000","2024-03-05T00:00:00.000","212 Route 9
Fishkill, NY 12524
(41.503842, -73.900403)"
"Paragon Recycling & Transfer Corp","35 Dale Steet",,"West Babylon","NY","11704","Suffolk","1","6312491639","Paragon Recycling & Transfer Corp","Private","Transfer station - permit","[52T46]","Yes","635999","4510103","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Asbestos (Non-Friable);Oil/Gas Drilling Waste;Commingled Paper & Containers;Junk Mail;Metals (Ferrous & Non-Ferrous);Commingled Plastics;Yard Waste;Newspaper","1-4720-00581/00002","2016-12-16T00:00:00.000","2021-12-15T00:00:00.000",
"Steven M Mezynieski","110 North Magee Street",,"Southampton","NY","11968","Suffolk","1","6312040001","Steven M. Mezynieski","Private","CDDHRF - permit","[52CP0311]","Yes","717305","4531121","4.3 - Utilization of Digital Orthophoto Quads",,"1-4736-08813/00001","2021-05-25T00:00:00.000","2026-05-24T00:00:00.000","110 North Magee Street
Southampton, NY 11968
(40.901973, -72.420341)"
"Recycle America - WMNY Syracuse MRF","4550 Steelway Boulevard South",,"Liverpool","NY","13090","Onondaga","7","3152330210","Waste Management of NY LLC",,"RHRF - permit","[34RP0053]","Yes","402546","4775764","4.3 - Utilization of Digital Orthophoto Quads","Commingled Paper;Glass;Commingled Containers;Commingled Recyclables;Source Separated Recyclables (Metal/Glass/Paper/Plastic);Newspaper;Office Paper;Metals (Non-Ferrous);Metals (Ferrous);Plastics","7-3124-00327/00005","2019-08-12T00:00:00.000","2029-08-11T00:00:00.000","4550 Steelway Boulevard South
Liverpool, NY 13090
(43.128096, -76.19815)"
"Wheeler's Collision Service Inc","32 Oak Street",,"Deposit","NY","13754","Delaware","4","6074673101","Randall C. Hartz Sr.","Private","VDF - large - registration","[13V53001]","Yes","465647","4656326",,"End of Life Vehicles","13V53001","2019-06-19T00:00:00.000","2024-06-19T00:00:00.000","32 Oak Street
Deposit, NY 13754
(42.058514, -75.415252)"
"Providence Transfer Station","375 Centerline Road",,"Middle Grove","NY","12850","Saratoga","5","5188826541","Town of Providence","Municipal","RHRF - 5 tpd or less - registration","[46R10019]","Yes","575876","4772406",,"Single Stream","46R10019","2019-10-16T00:00:00.000","2024-10-15T00:00:00.000","375 Centerline Road
Middle Grove, NY 12850
(43.091222, -74.08054)"
"Nannini & Callahan Processing Yard","370 Shore Road",,"Cornwall","NY","12518","Orange","3","8455349674","Nannini & Callahan Excavating Inc.","Private","CDDHRF - asphalt pavement and millings - registration","[36C20007]","Yes","581590","4589621",,"Asphalt Pavement;Asphalt Millings","36C20007","2020-12-01T00:00:00.000","2022-12-01T00:00:00.000","370 Shore Road
Cornwall, NY 12518
(41.452711, -74.021202)"
"Hamilton County Transfer Station - Indian Lake","165 Chain Lakes Road",,"Indian Lake","NY","12842","Hamilton","5","5186480223","Hamilton County Highway Dept","County","Transfer station - registration","[21R05]","Yes","561122","4848758",,"Commingled Paper & Containers;Construction & Demolition Debris;Metals (Ferrous & Non-Ferrous);MSW (Residential/Institutional & Commercial)","21R05",,,"165 Chain Lakes Road
Indian Lake, NY 12842
(43.788174, -74.23899)"
"Northern Services","16 Ireland Road",,"Hammond","NY","13646","St. Lawrence","6","3154861711","Randy Huot","Private","Storage - septage - registration","[45G06]","Yes","446429","4926362",,,,,,"16 Ireland Road
Hammond, NY 13646
(44.739411, -75.092737)"
"Empire Seneca","1606 State Route 414",,"Waterloo","NY","13165","Seneca","8","3157247161","Steven Kowalsky","Private","Scrap metal processor - registration","[50V30006]","Yes","349443","4756683",,"Scrap Metal - Ferrous ;Scrap Metal - Aluminum ;Scrap Metal - Non-ferrous","50V30006","2019-09-23T00:00:00.000","2024-09-23T00:00:00.000","1606 State Route 414
Waterloo, NY 13165
(42.948884, -76.844425)"
"Hampton Sand Mining Corp","1 High Street",,"Speonk","NY","11972","Suffolk","1","6313255533","Barbara Dawson","Private","CDDHRF - permit","[52W33R]","Yes","693751","4524337","4.3 - Utilization of Digital Orthophoto Quads","Wood (Clean);Concrete;Soil (Clean);Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Asphalt","1-4736-00747/00009","2017-12-12T00:00:00.000","2022-12-18T00:00:00.000","1 High Street
Speonk, NY 11972
(40.892013, -72.399538)"
"Hurds Farm Compost","205 Hurds Road",,"Clintondale","NY","12515","Ulster","3","8456566070","Hurds Orcahrds LLC",,"Composting - yard waste  - registration","[56C03]","Yes","578486","4617059",,,,,,"205 Hurds Road
Clintondale, NY 12515
(41.705997, -74.066751)"
"Jos. M. Troffa Materials Corp.","70 Comsewogue Road","Suite 9","East Setauket","NY","11733","Suffolk","1","6319284665","Joseph M. Troffa","Private","Mulch processing - registration","[52ME0365]","Yes","661279","4533001",,,"365","2021-11-04T00:00:00.000","2026-11-04T00:00:00.000","70 Comsewogue Road
East Setauket, NY 11733
(40.933497, -73.082763)"
"T&D Associates","Notre Dame Drive",,"Oceanside","NY","11572","Nassau","1","5168894714","T&D Associates Ltd","Private","C&D processing - registration","[30W31R]","Yes","613974","4498550",,"Soil (Clean);Concrete;Asphalt;Wood (Clean);Rock;Brick;Construction & Demolition Debris","30W31R","2004-05-07T00:00:00.000",,
"Waddingham Stock Area","26719 Waddingham Rd.",,"Evans Mills","NY","13637","Jefferson","6",,"Rusty VanTassel","Private","CDDHRF - uncontaminated soil sand gravel rock - registration","[23C60006]","Yes","432895","4879456","4.1 - Address Matching","Soil (Clean);Sand;Gravel;Rock","23C60006","2018-12-18T00:00:00.000","2023-12-17T00:00:00.000","26719 Waddingham Rd.
Evans Mills, NY 13637
(44.064893, -75.837978)"
"Twin Tier Tire Factory","1717 Grand Central Avenue",,"Elmira Heights","NY","14903","Chemung","8","6074421371","Lev Wolkowicki","Private","Waste tire storage - Retreader","[08K16]","Yes","349751","4665443",,"Tire","08K16","2017-10-25T00:00:00.000",,"1717 Grand Central Avenue
Elmira Heights, NY 14903
(42.126854, -76.817425)"
"Bronx Junk Car Depot LLC","1287 East Bay Avenue",,"Bronx","NY","10474","Bronx","2","7186201981","Bronx Junk Car Depot LLC","Private","Vehicle Dismantling Facility","[7109974]","Yes","593993","4518119",,,,,,"1287 East Bay Avenue
Bronx, NY 10474
(40.808657, -73.885539)"
"Watertown Transfer Station","19624 Heines Road",,"Watertown","NY","13601","Jefferson","6","3157860523","Town of Watertown","Municipal","Transfer facility - registration","[23T10035]","Yes","421279","4861559","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial)","23R10035","2020-12-11T00:00:00.000","2025-12-11T00:00:00.000","19624 Heines Road
Watertown, NY 13601
(43.902842, -75.980695)"
"Shelter Island Recycling Transfer Station","34 N Menantic Road",,"Shelter Island","NY","11964-1000","Suffolk","1","6317491090","Town of Shelter Island","Municipal","Mulch processing - registration","[52M10282]","Yes","722194","4550401","4.3 - Utilization of Digital Orthophoto Quads",,"52-0282","2021-11-18T00:00:00.000","2023-11-17T00:00:00.000","34 N Menantic Road
Shelter Island, NY 11964-1000
(41.066907, -72.352086)"
"Sullivan County Western Sullivan Transfer Station","433 Mitchell Pond East Road",,"Cochecton","NY","12726","Sullivan","3","8459308845","Sullivan County","County","Transfer facility - registration","[53T106]","Yes","500329","4617490",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Single Stream;Corrugated Cardboard;Newspaper;Commingled Paper & Containers;Metals (Ferrous & Non-Ferrous);Electronics;Waste Tires","53T106","2018-05-18T00:00:00.000","2023-05-18T00:00:00.000","433 Mitchell Pond East Road
Cochecton, NY 12726
(41.709184, -74.995913)"
"Leach's Custom Trash Service Transfer Station","1834 State Route 13 N",,"Cortland","NY","13045","Cortland","7","6077537412","Leach's Custom Trash Service","Private","RHRF - 5 tpd or less - registration","[12R10003]","Yes","405355","4719939",,"Paper/Cardboard;Metals (Aluminum);Metals (Non-Ferrous);Wood (Trees/Stumps);Metals (Ferrous);Commingled Containers;Electronics","12R10003","2018-03-02T00:00:00.000","2023-03-04T00:00:00.000","1834 State Route 13 N
Cortland, NY 13045
(42.626152, -76.154354)"
"Perfect Cut Tree","15 Fisher Avenue",,"Nanuet","NY","10954","Rockland","3","9147550611",,,"Mulch processing - registration","[44M10001]","Yes","582541","4549511",,"Wood (Brush/ Branches/ Trees/ Stumps);Mulch",,,,"15 Fisher Avenue
Nanuet, NY 10954
(41.092244, -74.016904)"
"North Tonawanda (C) Transfer Station","758 Erie Ave",,"North Tonawanda","NY","14120","Niagara","9","7166958585","North Tonawanda DPW","Municipal","Transfer facility - registration","[32T10006]","Yes","185620","4772770","4 - GIS Assisted","MSW (Residential/Institutional & Commercial)","32T10006","2019-01-08T00:00:00.000","2024-01-07T00:00:00.000","758 Erie Ave
North Tonawanda, NY 14120
(43.04294, -78.858207)"
"Garden City Compost","2 South Cherry Valley Avenue",,"Garden City","NY","11530","Nassau","1","5164654031","Incorporated Village of Garden City","Municipal","Composting - yard waste - permit","[30Y16]","Yes","613604","4507439","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste","1-2820-01235/00007","2015-09-16T00:00:00.000","2020-07-27T00:00:00.000","2 South Cherry Valley Avenue
Garden City, NY 11530
(40.721671, -73.644107)"
"Glenn O Hawbaker Inc Erwin Facility","2175 Indian Hills Rd",,"Erwin","NY","14870","Steuben","8","6075238484","Glenn O Hawbaker Inc","Private","CDDHRF - concrete rock brick - registration","[51C10014]","Yes","322265","4663527","1.1 - Obtained from original submission and unverified process","Concrete;Brick;Rock","51C10014","2022-02-17T00:00:00.000","2024-07-02T00:00:00.000","2175 Indian Hills Rd
Erwin, NY 14870
(42.104274, -77.14553)"
"James Services","3006 Hickox Road",,"Eden","NY","14075","Erie","9","7169923800","James E. Burdick","Private","Landfill - land clearing debris","[15D28]","Yes","182274","4733860","4.2 - Utilization of GIS and existing spatial data",,"15D28","1996-08-07T00:00:00.000",,"3006 Hickox Road
Eden, NY 14075
(42.692561, -78.877765)"
"Fugle's Inc","5278 South Livonia Road",,"Livonia","NY","14487","Livingston","8","5853463658","Francis E Fugle","Private","VDF - large - registration","[26V50015]","Yes","281449","4738026",,"End of Life Vehicles","26V50015","2020-01-03T00:00:00.000","2025-01-03T00:00:00.000","5278 South Livonia Road
Livonia, NY 14487
(42.764571, -77.671096)"
"Earth Waste and Metal","942 Mason Street",,"Morrisonville","NY","12962","Clinton","5","5185613577","EWS Real Estate of NY; Inc.","Private","Scrap metal processor - registration","[10V30002]","Yes","614163","4949170",,"Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous","10V30002","2020-04-29T00:00:00.000","2025-04-29T00:00:00.000","942 Mason Street
Morrisonville, NY 12962
(44.686861, -73.561231)"
"Harpersfield TS","25399 NYS Route 23",,"Harpersfield","NY","13786","Delaware","4","6076525060","Town of Harpersfield","Municipal","Transfer station - registration","[13R39]","Yes","526313","4698433",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris","13r39",,,
"UCRRA Ulster Transfer Station","999 Flatbush Road",,"Kingston","NY","12401","Ulster","3","8453360600","UCRRA Public Benefit Corp","County","Composting - source separated organic waste - permit","[56T05]","Yes","585537","4647777",,,"3-5154-00125/00001","2012-08-15T00:00:00.000","2019-08-17T00:00:00.000","999 Flatbush Road
Kingston, NY 12401
(41.976126, -73.971001)"
"Swedish Hill Vineyard Inc","4565 Route 414",,"Romulus","NY","14541","Seneca","8","6074030029","David Peterson",,"Land application - UFPW - registration","[50A30010]","Yes","350906","4733342",,"Non-recognizable Food Processing Waste","50A30010","2021-03-24T00:00:00.000","2026-03-24T00:00:00.000",
"Wessels Farms","94 Bull Road",,"Otisville","NY","10963","Orange","3","8453865681","Mike Wessels","Private","C&D processing - registration","[36W15]","Yes","540265","4592087","1 - No accuracy stated","Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Wood (Unadulterated)","36W15","2011-09-19T00:00:00.000",,"94 Bull Road
Otisville, NY 10963
(41.479649, -74.521637)"
"Evergreen Recycling of Corona (Willets Point Blvd)","127 Willlets Point Blvd",,"Corona","NY","11368","Queens","2","7184467000","Tully Environmental; Inc.",,"C&D processing - registration","[41W93]","Yes","597777","4512555",,"Asphalt;Concrete;Soil (Clean);Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous);Brick;Rock","41W93",,,
"Lafarge North America Inc","1916 State Route 9W",,"Coeymans","NY","12143","Albany","4","5187565028","Lafarge North America","Private","Landfill - industrial waste monofill - permit","[01N20]","Yes","597471","4706624",,"Dust (Cement Kiln);Cement Contaminated with Coal","4-0124-00001/00053","2006-04-24T00:00:00.000","2007-08-21T00:00:00.000",
"Troup's Creek Auto Parts Corp","397 State Route 36",,"Troupsburg","NY","14885","Steuben","8","6075256442","Dale LeBarron","Private","Mobile vehicle crusher - registration","[51V60072]","Yes","291062","4654996","4.2.1 - Utilization of GIS and Facility Mapping System","End of Life Vehicles","51V60072","2019-10-30T00:00:00.000","2024-10-29T00:00:00.000","397 State Route 36
Troupsburg, NY 14885
(42.020307, -77.52397)"
"Winters Bros Waste Systems of LI LLC Excel TS","151 Peconic Ave.",,"Medford","NY","11763","Suffolk","1","6312893335","Progressive Waste Solutions TS of LI; Inc","Private","C&D processing - permit","[52W08]","Yes","669758","4520419","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Brick;Soil (Clean);Wood (Brush/ Branches/ Trees/ Stumps);Rock;Construction & Demolition Debris","1-4722-00996/00005","2021-10-12T00:00:00.000","2026-10-11T00:00:00.000","151 Peconic Ave.
Medford, NY 11763
(40.816413, -72.98904)"
"Service Scrap Metal Inc","3425 Hampton Road",,"Oceanside","NY","11572","Nassau","1","5162855400","Service Scrap Metal Inc","Private","Vehicle Dismantling Facility","[30J14]","Yes","613872","4498167","1 - No accuracy stated",,,,,"3425 Hampton Road
Oceanside, NY 11572
(40.626564, -73.654044)"
"Grist Iron Brewing LLC","4880 State Route 414",,"Burdett","NY","14818","Schuyler","8","6078822739","Grist Iron Brewing LLC","Private","Land application - UFPW - registration","[49A30005]","Yes","346544","4703680","4 - GIS Assisted","Non-recognizable Food Processing Waste","49A30005","2019-09-23T00:00:00.000","2024-09-23T00:00:00.000","4880 State Route 414
Burdett, NY 14818
(42.467502, -76.866707)"
"Edward Arnold Scrap Processors Inc","2216 Angling Road",,"Corfu","NY","14036","Genesee","8","5857629080","Edward Arnold Jr","Private","WTHRF - seller - registration","[19W20008]","Yes","227805","4763946",,"Waste Tires","19W20008","2019-11-18T00:00:00.000","2024-11-18T00:00:00.000","2216 Angling Road
Corfu, NY 14036
(42.979677, -78.337622)"
"Half Hollow Nursery Inc. (2109 Main Rd.)","2109 Main Road",,"Laurel","NY","11948-0536","Suffolk","1","6312989183","Half Hollow Nursery inc","Private","Composting - yard waste  - registration","[52Y61R]","Yes","705216","4538193",,"Yard Waste","52Y61R","2006-02-08T00:00:00.000",,"2109 Main Road
Laurel, NY 11948-0536
(40.968997, -72.561016)"
"Get Green Auto Parts; Inc.","133 Minnie Bennett Road",,"Schuylerville","NY","12871","Saratoga","5","5187450316","John Smith","Private","VDF - small - registration","[46V20001]","Yes","612454","4768228",,,"46V20001","2018-08-15T00:00:00.000","2023-08-14T00:00:00.000","133 Minnie Bennett Road
Schuylerville, NY 12871
(43.05807, -73.617697)"
