"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.076989294557 29.951922709288)","6649","201 ST. CHARLES STREET","NAPOLEON POULTRY SUPPLY LLC",,"2016-10-05","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","281627","NEW ORLEANS","NAPOLEON POULTRY SUPPLY LLC","LA",,"ST. CHARLES","201","STREET","2300D","70170","3678691.8167","530187.70942"
"POINT (-90.058509060742 30.007449460682)","1451","4746 MARIGNY ST","ELYSIAN PROPERTIES, LLC",,"2018-03-19","0501 - REAL ESTATE AGENTS AND BROKERS","285995","NEW ORLEANS","ELYSIAN PROPERTIES","LA",,"MARIGNY","4746","ST",,"70122","3684319.21615","550443.96642"
"POINT (-90.069492630831 29.934262719212)","4262","1470 ANNUNCIATION ST","DEANNA DUPONT + COMPANY",,"2021-04-29","5301 - TOUR OPERATORS","287867","NEW ORLEANS","DEANNA DUPONT","LA",,"ANNUNCIATION","1470","ST","3102","70130","3681136.58114","523792.003643"
"POINT (-90.072965045282 29.950987104885)","8977","401 BARONNE ST","ANNA DUNBAR LLC",,"2017-03-24","3203 - INTERIOR DESIGN SERVICES","283283","NEW ORLEANS","ANNA DUNBAR","LA",,"BARONNE","401","ST",,"70112","3679969.89903","529861.484161"
"POINT (-90.100364367425 29.972576332949)","375","210 S PIERCE ST","J C SERVICES AC LLC","5044886431","2005-12-15","3336 - ACCOUNTING SERVICES, OTHER","275448","NEW ORLEANS","J C SERVICES AC LLC","LA","S","PIERCE","210","ST",,"70119-6035","3671208.91707","537617.752712"
"POINT (-90.066788816029 29.954257293257)","5458","241 CHARTRES ST","A GALLERY FOR FINE PHOTOGRAPHY","5045681313","2001-07-11","1173 - ART DEALERS","278942","NEW ORLEANS","A GALLERY FOR FINE PHOTOGRAPHY","LA",,"CHARTRES","241","ST",,"70130","3681912.56962","531072.21005"
"POINT (-90.090146299876 29.962755668151)","6008","411 S BROAD ST","GREENPATH","5043394519","2008-04-04","0190 - OUTPATIENT CARE CENTERS, ALL OTH","278670","NEW ORLEANS","GREENPATH INTERNATIONAL, INC","LA","S","BROAD","411","ST",,"70119","3674482.7067","534081.538629"
"POINT (-90.110261749794 29.940157459925)","9474","2814 JEFFERSON AVE","MARIA ETKIND MILLINERY","5046164322","2019-06-01","1112 - CLOTHING ACCESSORIES STORES","286033","NEW ORLEANS","MARIA ETKIND MILLINERY","LA",,"JEFFERSON","2814","AVE",,"70115","3668201.23207","525795.426429"
"POINT (-90.073787155546 29.950590722965)","719","909 POYDRAS ST","JACOBS ENGINEERING/CSRS CONSORTIUM","5045920150","2008-01-01","3353 - ARCHITECTURAL SERVICES","279322","NEW ORLEANS","JACOBS ENGINEERING/CSRS CONSORTIUM","LA",,"POYDRAS","909","ST","1200","70112","3679711.14754","529714.482369"
"POINT (-90.038940351944 30.003943562243)","3945","4242 CHEF MENTEUR HWY","DOLLAR TREE STORES - #6277","5049401894","2016-04-01","1119 - GENERAL MERCHANDISE STORES, ALL OTH","282343","NEW ORLEANS","DOLLAR TREE STORES - #6277","LA",,"CHEF MENTEUR","4242","HWY","SUITE A","70126","3690526.88515","549238.520403"
"POINT (-90.077471411872 29.938105214864)","1301","1634 EUTERPE ST","DANIAL CAB SERVICE, LLC","5045229771","2012-07-19","2001 - TAXI SERVICE","276021","NEW ORLEANS","DANIAL CAB SERVICE, LLC","LA",,"EUTERPE","1634","ST",,"70130","3678594.21691","525161.489085"
"POINT (-90.076989294557 29.951922709288)","5178","1700 CITY FARM DR","LATTER & BLUM",,"1989-03-01","0501 - REAL ESTATE AGENTS AND BROKERS","289974","BATON ROUGE","MERRICK, ROBERT         MERRICK, ROBERT","LA",,"CITY FARM","1700","DR","1000","70806","3678691.8167","530187.70942"
"POINT (-90.077471411872 29.938105214864)","1911","1634 EUTERPE ST","JUAN MORA",,"2021-09-30","2001 - TAXI SERVICE","275290","NEW ORLEANS","JUAN MORA","LA",,"EUTERPE","1634","ST",,"70130","3678594.21691","525161.489085"
"POINT (-90.076989294557 29.951922709288)","8863","2374 SAINT CLAUDE AVE","STAND FOR CHILDREN LEADERSHIP CENTER INC.","5042476225","2015-11-03","0174 - SCHOOLS & INSTRUCTION, ALL OTH MISC","277614","NEW ORLEANS","STAND FOR CHILDREN LEADERSHIP CENTER INC.","LA",,"SAINT CLAUDE","2374","AVE","STE 230","70117","3678691.8167","530187.70942"
"POINT (-90.053877087756 30.015104227684)","2309","2459 ODIN ST","TRAINMAX","5043438091","2011-02-25","2002 - GENERAL AUTOMOTIVE REPAIR","283492","NEW ORLEANS","TRAINMAX,LLC","LA",,"ODIN","2459","ST",,"70122","3685754.10044","553243.879831"
"POINT (-90.095945301669 29.948297537148)","9540","2518 S MIRO ST","GOOD GOOD COFFEE",,"2021-10-01","0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH","279384","NEW ORLEANS","GOOD GOOD COFFEE","LA","S","MIRO","2518","ST",,"70125","3672703.33588","528804.141312"
"POINT (-90.076989294557 29.951922709288)","6033","4338 SAINT CHARLES AVE","SUPERIOR SEAFOOD","2054517200","2012-02-08","1204 - MARDI GRAS - FIXED LOCATIONS","279203","NEW ORLEANS","SUPERIOR SEAFOOD & OYSTER BAR LLC.","LA",,"SAINT CHARLES","4338","AVE",,"70115","3678691.8167","530187.70942"
"POINT (-90.065513625191 29.951361285205)","5183","365 CANAL ST","ESKEW  DUMEZ  RIPPLE, APC","5045618686","1989-10-01","3353 - ARCHITECTURAL SERVICES","279294","NEW ORLEANS","PROF ARCHITECTUAL CORP","LA",,"CANAL","365","ST","STE 3150","70130","3682328.02095","530023.581121"
"POINT (-90.077376150802 30.006829052129)","4718","1478 MIRABEAU AVE","SPA NOLA MOBILE LLC",,"2020-10-22","3803 - PERSONAL SERVICES, ALL OTHER","287106","NEW ORLEANS","SPA NOLA MOBILE LLC","LA",,"MIRABEAU","1478","AVE",,"70122","3678350.46453","550152.418836"
"POINT (-89.912274866341 30.036518000962)","381","14389 CHEF MENTEUR HWY","KIM THOA BEAUTY SALON","5042541976","1999-08-30","3338 - BEAUTY SALONS","285613","NEW ORLEANS","NGUYEN, DIANA H","LA",,"CHEF MENTEUR","14389","HWY",,"70129","3730469.2368","561558.737631"
"POINT (-89.961463467552 30.04342760691)","8998","6000 BULLARD AVE","WAL-MART #912(EASTERN NO)","4792046234","2014-05-28","1106 - GROCERY (EXC CONVENIENCE) STORES","283798","NEW ORLEANS","WAL-MART LOUISIANA, LLC","LA",,"BULLARD","6000","AVE",,"70128","3714876.25311","563881.658913"
"POINT (-90.03835809391 30.024953989761)","7242","6343 CONGRESS DR","WELL ENDOWED PHILANTHROPY",,"2021-12-07","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","282135","NEW ORLEANS","WELL ENDOWED PHILANTHROPY","LA",,"CONGRESS","6343","DR",,"70126","3690624.82281","556880.81129"
"POINT (-90.084716106702 29.945790130041)","6469","2625 THALIA ST","CHARTWELLS AT KIPP CENTRAL CITY PRIMARY",,"2016-09-09","3312 - FOOD SERVICE CONTRACTORS","277433","NEW ORLEANS","CHARTWELLS AT KIPP CENTRAL CITY PRIMARY","LA",,"THALIA","2625","ST",,"70113","3676269.30235","527930.931135"
"POINT (-90.072394720726 29.949763203769)","772","820 POYDRAS ST","DRURY INN & SUITES - NEW ORLEANS",,"2009-01-01","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","286020","NEW ORLEANS","DSW INNS LLC","LA",,"POYDRAS","820","ST",,"70112","3680155.40034","529418.415425"
"POINT (-90.075488832888 29.949935750897)","4451","1100 POYDRAS ST","LANIER PARKING SOLUTIONS","4048816076","2017-04-20","2014 - PARKING LOTS & GARAGES","278909","NEW ORLEANS","LANIER PARKING SOLUTIONS","LA",,"POYDRAS","1100","ST",,"70163","3679174.89243","529470.390785"
"POINT (-90.076989294557 29.951922709288)","8010","921 DUPRE ST","NEW ORLEANS FISH HOUSE LLC","5048219700","2001-07-01","0135 - FISH & SEAFOOD WHLSRS","275922","NEW ORLEANS","NEW ORLEANS FISH HOUSE L","LA",,"DUPRE","921","ST",,"70125","3678691.8167","530187.70942"
"POINT (-90.058261981415 29.959854190398)","3973","1200 N PETERS ST","FATOU KINE GUEYE","504 320 4386","2018-05-18","0151 - FLEA MARKET","280551","NEW ORLEANS","FATOU KINE GUEYE","LA","N","PETERS","1200","ST",,"70116","3684590.00828","533137.391684"
"POINT (-90.099936867483 29.951649506433)","6370","2701 S BROAD ST","LAUREL STREET BAKERY","5048970576","2013-10-02","1109 - CONFECTIONERY & NUT STORES","285348","NEW ORLEANS","LAUREL STREET BAKERY LLC","LA","S","BROAD","2701","ST",,"70125","3671426.17639","530009.415297"
"POINT (-90.09146872645 29.926458570427)","349","3434 PRYTANIA ST","NEW ORLEANS EYE SPECIALISTS","5048911988","1998-11-01","0181 - OFFICES OF OPTOMETRISTS","284852","NEW ORLEANS","NEW ORLEANS EYE SPECIALI","LA",,"PRYTANIA","3434","ST","250","70115-3522","3674207.03572","520878.027769"
"POINT (-90.094810439162 29.936832005462)","9293","3301 FRERET ST","THE MILNE INSPIRATION CENTER",,"2019-05-16","2039 - CHILD & YOUTH SVCS","286301","NEW ORLEANS","THE MILNE INSPIRATION CENTER","LA",,"FRERET","3301","ST",,"70115","3673107.78638","524638.731772"
"POINT (-90.100240537978 29.951508020832)","3921","2727 S BROAD ST","ROULAISON DISTILLING CO",,"2016-09-29","0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS","282908","NEW ORLEANS","ROULAISON DISTILLING CO","LA","S","BROAD","2727","ST","STE 103","70125","3671330.56756","529956.930625"
"POINT (-90.018390520251 29.912674264183)","10014","3921 BEHRMAN HWY","MURPHY USA #7138","5043688385","2006-01-16","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","280783","NEW ORLEANS","MURPHY OIL USA,INC","LA",,"BEHRMAN","3921","HWY",,"70131","3697411.75063","516123.84722"
"POINT (-90.082619230862 29.925978677864)","6498","2802 MAGAZINE ST","THE RUBY SLIPPER CAFE",,"2017-01-23","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","275426","NEW ORLEANS","THE RUBY SLIPPER CAFE,LLC","LA",,"MAGAZINE","2802","ST",,"70115","3677011.98709","520734.009401"
"POINT (-90.051016811317 29.952803108911)","2974","316 VERRET ST","LIZ KING PHOTOGRAPHY","5044916647","2007-12-20","4506 - COMMERCIAL PHOTOGRAPHY","281856","NEW ORLEANS","LIZ KING PHOTOGRAPHY, LLC","LA",,"VERRET","316","ST",,"70014","3686912.80988","530598.96429"
"POINT (-90.069988912638 29.952153906983)","4110","201 SAINT CHARLES AVE","TAILOR'S INTERNATIONAL",,"2016-07-07","3803 - PERSONAL SERVICES, ALL OTHER","283495","NEW ORLEANS","JAMES E. TOOMBS","LA",,"SAINT CHARLES","201","AVE","STE 1416","70170","3680907.66773","530296.154625"
"POINT (-90.094522077684 29.971756267759)","979","137 N CLARK ST","GAIL GILLESPIE AND ASSOCIATES","3374581965","2013-07-09","0182 - OFFICES OF MENTAL HEALTH PRACTIT, OTH","276317","NEW ORLEANS","GAIL GILLESPIE AND ASSOCIATES, LLC","LA","N","CLARK","137","ST",,"70119","3673061.81249","537339.495432"
"POINT (-89.739528953078 30.161569318357)","7015","26812 CHEF MENTEUR HWY","FORT PIKE VOLUNTEER FIRE DEPARTMENT","5046620293","2020-06-19","3206 - VOLUNTARY HEALTH ORG","287636","NEW ORLEANS","FORT PIKE VOLUNTEER FIRE DEPARTMENT","LA",,"CHEF MENTEUR","26812","HWY",,"70129","3784491.5445","607750.459402"
"POINT (-90.074659514789 29.931529575613)","3719","1929 SOPHIE WRIGHT PL","KIM LUXURY RIDES",,"2015-02-12","2003 - LIMOUSINE SERVICE","289249","NEW ORLEANS","KIM LUXURY RIDES LLC","LA",,"SOPHIE WRIGHT","1929","PL",,"70130","3679511.03675","522780.121658"
"POINT (-90.0696445995 29.946807893616)","7653","700 CAMP ST","SARA A. JOHNSON, ATTORNEY AT LAW",,"2020-06-10","3382 - LAWYERS","284136","NEW ORLEANS","SARA A. JOHNSON, ATTORNEY AT LAW LLC","LA",,"CAMP","700","ST",,"70130","3681038.13877","528353.351104"
"POINT (-90.022862253764 29.917778053222)","4460","3736 GARDEN OAKS DR","RX2GO",,"2017-05-19","1212 - HOME BASED-OFFICE USE ONLY","282309","NEW ORLEANS","RX2GO,LLC","LA",,"GARDEN OAKS","3736","DR","APT B","70114","3695973.93283","517963.525686"
"POINT (-90.102856066877 29.920604604292)","6197","4500 MAGAZINE ST","COLDWELL BANKER TEC REALTORS",,"2014-11-04","0501 - REAL ESTATE AGENTS AND BROKERS","282409","NEW ORLEANS","TEC REALTORS, INC","LA",,"MAGAZINE","4500","ST",,"70115","3670622.99195","518710.399927"
"POINT (-90.058015757629 29.960707650073)","7873","1200 N PETERS ST","CHHENG K DY","5048819119","1991-01-03","0151 - FLEA MARKET","277876","NEW ORLEANS","DY, CHHENG K","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.046816531947 29.996153154926)","9869","2720 ACACIA ST","SUNSHINE LANDSCAPING","5049459227","1997-05-01","2025 - LANDSCAPING SERVICES","275743","NEW ORLEANS","PREVOST, KEITH A","LA",,"ACACIA","2720","ST",,"70122-5918","3688065.88681","546377.554832"
"POINT (-90.066182337024 29.953199380034)","1245","215 DECATUR ST","215-225 DECATUR",,"2016-07-21","3002 - LESSOR OF NONRES BLDGS (EX MINIWRHSE)","283112","NEW ORLEANS","215-225 DECATUR,LLC","LA",,"DECATUR","215","ST","STE #300","70130","3682108.87029","530689.637314"
"POINT (-90.008677059522 29.920317347326)","4298","3349 KABEL DR","FREDDIE MARSHALL EDUCATIONAL FOUNDATION",,"2022-05-31","0174 - SCHOOLS & INSTRUCTION, ALL OTH MISC","291552","NEW ORLEANS","FREDDIE MARSHALL EDUCATIONAL FOUNDATION","LA",,"KABEL","3349","DR",,"70131","3700456.72778","518938.565623"
"POINT (-90.076989294557 29.951922709288)","6587","3303 S BROAD STREET","DISCOUNT BROAD CENTER",,"2017-07-31","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","280317","NEW ORLEANS","DISCOUNT BROAD CENTER, LLC","LA","S","BROAD","3303","STREET",,"70125","3678691.8167","530187.70942"
"POINT (-90.06412087347 29.958119511967)","6344","625 PIRATES ALY","MARIO ORTIZ",,"2016-04-13","8401 - .2(10A) MANUALLY PAINT, SKETCH OR DRAW","275211","NEW ORLEANS","MARIO ORTIZ","LA",,"PIRATES","625","ALY",,"70130","3682741.8374","532486.002372"
"POINT (-90.085019797817 29.964485145777)","678","2515 CANAL ST","UNITED WAY OF SOUTHEAST LOUISIANA","5048225540","2010-02-04","2094 - OFFICE ADMINISTRATIVE SERVICES","285367","NEW ORLEANS","OSTROSKE, GARY","LA",,"CANAL","2515","ST",,"70119","3676099.06651","534728.089478"
"POINT (-90.076989294557 29.951922709288)","3569","1622-26 SAINT CHARLES AVE","TACOS & BEER",,"2013-12-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","284877","NEW ORLEANS","TACO EMPIRE LLC","LA",,"SAINT CHARLES","1622-26","AVE",,"70130","3678691.8167","530187.70942"
"POINT (-90.072935518129 29.946645150458)","2052","749 CARONDELET ST","PREMIUM PARKING SERVICE, L.L.C.",,"2022-01-03","2014 - PARKING LOTS & GARAGES","279955","NEW ORLEANS","PREMIUM PARKING - P161","LA",,"CARONDELET","749","ST",,"70113","3679996.61691","528282.693056"
"POINT (-90.07323125274 29.931099511383)","2875","961 ST MARY ST","THE SAINT BAR & LOUNGE","5049140643","2002-02-16","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","275389","NEW ORLEANS","4-SAINTS, INC","LA",,"ST MARY","961","ST",,"70130","3679965.12994","522628.706682"
"POINT (-90.072799738801 29.951631150448)","7505","335 BARONNE ST","TM BREADS AND PASTRIES",,"2018-06-27","1108 - BAKED GOODS STORES","280796","NEW ORLEANS","TM BREADS AND PASTRIES","LA",,"BARONNE","335","ST",,"70112","3680019.6701","530096.258561"
"POINT (-90.131728384262 29.928063161378)","6154","233 WALNUT ST","SUSAN CURRIE DESIGN","5042376112","2013-07-01","3203 - INTERIOR DESIGN SERVICES","287819","NEW ORLEANS","SUSAN CURRIE","LA",,"WALNUT","233","ST",,"70118","3661448.78227","521325.549881"
"POINT (-90.062672622521 29.957315942846)","2233","701 DECATUR ST","JUSTIN R. FAUNCE","9177749332","2009-03-27","1203 - ARTIST-PAINTING ON STREETS","276700","NEW ORLEANS","FAUNCE, JUSTIN R.","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.070143343441 29.945684951517)","2297","535 JULIA ST","ARIODANTE GALLERY","5045243233","2010-07-09","1173 - ART DEALERS","281713","NEW ORLEANS","LA DE DA GALLERY, LLC","LA",,"JULIA","535","ST",,"70130","3680884.69749","527943.267071"
"POINT (-90.065721276968 29.958905175124)","8427","715 BOURBON ST","BOURBON CRAFT","5045258414","2008-07-01","1154 - GIFT, NOVELTY & SOUVENIR STORES","275011","NEW ORLEANS","BOUBON GIFTS LLC","LA",,"BOURBON","715","ST","HF","70116","3682231.91663","532766.0889"
"POINT (-89.983674152615 30.029380549694)","2701","9231 LAKE FOREST BLVD","SNOWBALL'S CHANCE INC","5042412035","1996-04-25","2064 - SNACK & NONALCOHOLIC BEVERAGE BARS","280607","NEW ORLEANS","SNOWBALL'S CHANCE INC","LA",,"LAKE FOREST","9231","BLVD",,"70127","3707909.58769","558690.16342"
"POINT (-90.076989294557 29.951922709288)","1164","1901 TCHOUPITOULAS STREET","ECOATM LLC",,"2015-12-23","3375 - CELLULAR & OTH WIRELESS TELECOMM","275019","NEW ORLEANS","ECOATM LLC","LA",,"TCHOUPITOULAS STREET","1901",,,"70130","3678691.8167","530187.70942"
"POINT (-89.949441138722 30.03453328395)","1148","11424 MAXINE DR","DAG D AUTO GROUP","5045184293","2015-10-07","1212 - HOME BASED-OFFICE USE ONLY","278788","NEW ORLEANS","WILLIE E BURKE JR.","LA",,"MAXINE","11424","DR",,"70128","3718718.83359","560693.091678"
"POINT (-89.95305769409 30.037750075331)","9649","5555 BULLARD AVE","THE LUXURY HALL",,"2022-06-08","3364 - RECEPTION HALL","291382","NEW ORLEANS","THE LUXURY HALL","LA",,"BULLARD","5555","AVE","102","70128","3717560.46732","561849.033823"
"POINT (-90.069719624619 29.957409242868)","9813","337 BURGUNDY ST","DAUZAT HOUSE","5045242075","1992-09-01","4702 - ROOMING & BOARDING HOUSES","274458","NEW ORLEANS","DAUZAT, DOROTHY M","LA",,"BURGUNDY","337","ST",,"70112","3680971.86677","532208.128515"
"POINT (-90.105675909092 30.0079030625)","2911","6450 MEMPHIS ST","MASONAL CONSTRUCTION LLC","5047820590","2006-06-06","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","285492","NEW ORLEANS","MASONAL CONSTRUCTION LLC","LA",,"MEMPHIS","6450","ST",,"70124","3669389.64506","550445.905364"
"POINT (-89.976710483491 30.039821736709)","3275","7060 READ LN","C & A REAL ESTATE INVESTMENT","5043675266","2009-03-26","3303 - REAL ESTATE INVESTMENT TRUSTS","283263","NEW ORLEANS","C & A REAL ESTATE INVESTMENT, LLC","LA",,"READ","7060","LN","200","70126","3710068.05483","562512.994528"
"POINT (-90.076989294557 29.951922709288)","9110","448 JULIE","FONTENOT & ACTUARIAL CONSULTING",,"2017-12-27","1212 - HOME BASED-OFFICE USE ONLY","284754","NEW ORLEANS","FBAC LLC","LA",,"JULIE","448",,"APT 218","70130","3678691.8167","530187.70942"
"POINT (-90.06860362589 29.944623546054)","3093","817 CONSTANCE ST","PARKING MANAGEMENT SERVICES   INC","4043860221","2002-12-01","2014 - PARKING LOTS & GARAGES","277586","NEW ORLEANS","PARKING MANAGEMENT SERVIINC","LA",,"CONSTANCE","817","ST",,"70130","3681376.5629","527562.680127"
"POINT (-90.052869824063 30.026727271493)","831","2585 LEON C SIMON DR","CVS  PHARMACY # 8266","4017651500","2012-01-25","1120 - PHARMACIES & DRUG STORES","278754","NEW ORLEANS","LOUISIANA CVS PHARMACY, L.L.C.","LA",,"LEON C SIMON","2585","DR",,"70122","3686025.63145","557474.041435"
"POINT (-90.076989294557 29.951922709288)","5797","8205 CASS AVE","CONGLOBAL INDUSTRIES,INC","7082252400","2005-01-13","0150 - NONDURABLE GOODS WHLSRS, OTH MISC","277229","DARIEN","CONGLOBAL INDUSTRIES,INC","IL",,"CASS","8205","AVE","#115","60561","3678691.8167","530187.70942"
"POINT (-90.069189093181 29.954542172754)","309","144 BOURBON ST","BOURBON HOUSE","5042741808","2002-10-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","275926","NEW ORLEANS","BRASSERIE, LLC","LA",,"BOURBON","144","ST",,"70130","3681151.36066","531167.409026"
"POINT (-90.076989294557 29.951922709288)","1952","956 E KRUEGER LANE","DANIEL BLAIR CRAFTS",,"2019-02-22","1205 - MARDI GRAS - WALKERS","279405","BRIDGE CITY","DANIEL BLAIR","LA","E","KRUEGER","956","LANE",,"70094","3678691.8167","530187.70942"
"POINT (-90.065096769494 29.982223378928)","8545","2434 ALLEN ST","BROOKS GROCERY","5043039947","2010-01-25","1106 - GROCERY (EXC CONVENIENCE) STORES","280884","NEW ORLEANS","COUSIN'S FOODMART INC.","LA",,"ALLEN","2434","ST",,"70119","3682335.81109","541247.648972"
"POINT (-90.074991157744 29.953550921348)","7484","234 LOYOLA AVE","ACCESS HEALTH LOUISIANA PRIMARY CARE AT THE PYTHIA",,"2018-07-02","0185 - OFFICES OF HEALTH PRACT, ALL OTH MISC","283311","NEW ORLEANS","ACCESS HEALTH LOUISIANA","LA",,"LOYOLA","234","AVE",,"70112","3679318.05544","530786.730434"
"POINT (-90.059184708731 29.964351198401)","1420","1911 ROYAL ST","MASON D'OR","4155289750","2018-07-24","4703 - BED & BREAKFAST INNS","276419","NEW ORLEANS","OLGA MESCHERSKAYA","LA",,"ROYAL","1911","ST",,"70116","3684279.65218","534769.419334"
"POINT (-90.09778498243 29.978730312272)","7070","4136 TOULOUSE ST","AKLILU BARAKY",,"2020-12-01","2001 - TAXI SERVICE","274399","NEW ORLEANS","AKLILU BARAKY","LA",,"TOULOUSE","4136","ST","7","70119","3672001.42132","539864.375114"
"POINT (-90.091600688725 29.970932843965)","6941","3300 BIENVILLE AVE","ABID HUSSAIN",,"2021-07-12","2001 - TAXI SERVICE","275116","NEW ORLEANS","ABID HUSSAIN","LA",,"BIENVILLE","3300","AVE",,"70119","3673989.97768","537050.078344"
"POINT (-90.050649272742 30.012782845448)","2042","5321 FRANKLIN AVE","LUKE'S FIRE PITT LLC",,"2022-01-01","5502 - MOBILE FOOD SERVICES","286396","NEW ORLEANS","LUKE'S FIRE PITT LLC","LA",,"FRANKLIN","5321","AVE",,"70122","3686785.03772","552411.154518"
"POINT (-90.061632499113 30.022897664262)","1305","6232 ELYSIAN FIELDS AVE","POPEYES LOUISIANA KITCHEN #3059","9053396010","2011-12-15","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","287977","NEW ORLEANS","AFC ENTERPRISES INC","LA",,"ELYSIAN FIELDS","6232","AVE",,"70122","3683268.33692","556050.562777"
"POINT (-90.077471411872 29.938105214864)","8796","1634 EUTERPE ST","AFANDEINA INC","5042201780","2014-03-19","2001 - TAXI SERVICE","274434","NEW ORLEANS","AFANDEINA INC","LA",,"EUTERPE","1634","ST",,"70112","3678594.21691","525161.489085"
"POINT (-90.131323357164 29.946158167552)","969","1000 S CARROLLTON AVE","CINDYS NAIL & SPA","5043043422","2013-05-21","2081 - NAIL SALONS","282653","NEW ORLEANS","THAO TRAN","LA","S","CARROLLTON","1000","AVE",,"70118","3661508.04582","527906.928127"
"POINT (-90.070324108734 29.949308896839)","6785","650 POYDRAS ST","DUMAINE INVESTMENTS LLC",,"2020-02-06","3352 - INVESTMENT ADVICE","286031","NEW ORLEANS","DUMAINE INVESTMENTS LLC","LA",,"POYDRAS","650","ST","1010","70130","3680812.92642","529260.434689"
"POINT (-90.012139962667 29.960063836587)","2117","6004 ST CLAUDE AVE","THE PARTICULAR, LLC","5047568812","2019-02-13","1173 - ART DEALERS","283556","NEW ORLEANS","THE PARTICULAR, LLC","LA",,"ST CLAUDE","6004","AVE",,"70117","3699193.15536","533379.077252"
"POINT (-90.104133637882 29.920346313409)","1498","4610 MAGAZINE ST","HOME MALONE",,"2019-02-06","1119 - GENERAL MERCHANDISE STORES, ALL OTH","277442","NEW ORLEANS","HOME MALONE,LLC","LA",,"MAGAZINE","4610","ST",,"70115","3670219.30874","518612.132535"
"POINT (-90.07032749455 29.946504687476)","717","727 CAMP ST","MARTINE CHAISSON GALLERY","5044274759","2010-08-05","1173 - ART DEALERS","281853","NEW ORLEANS","MARTINE CHAISSON GALLERY, LLC","LA",,"CAMP","727","ST",,"70130","3680823.0941","528240.709888"
"POINT (-90.071185209525 29.949925584803)","6699","701 POYDRAS ST","SRIDURGA LLC",,"2020-02-21","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","275998","NEW ORLEANS","SUBWAY","LA",,"POYDRAS","701","ST",,"70139","3680537.7684","529481.680385"
"POINT (-90.06011619927 29.959910213608)","2612","1039 DECATUR ST","UNCLE WILBUR'S EMPORIUM",,"1983-08-20","1154 - GIFT, NOVELTY & SOUVENIR STORES","283054","NEW ORLEANS","H N FERNANDEZ INC","LA",,"DECATUR","1039","ST",,"70116-3309","3684002.66306","533151.23514"
"POINT (-90.113405960347 29.947215865282)","3117","3134 CALHOUN ST","MICHELLE KORCZ OPTOMERIST","5048911553","2005-04-08","1143 - OPTICAL GOODS STORES","283623","NEW ORLEANS","MICHELLE KORCZ","LA",,"CALHOUN","3134","ST",,"70125","3667178.12218","528351.513792"
"POINT (-90.105646950795 30.018726094339)","2801","7037 CANAL BLVD","MARK D SCHOTT DDS",,"1997-01-01","0178 - OFFICES OF DENTISTS","285350","NEW ORLEANS","SCHOTT MARK D","LA",,"CANAL","7037","BLVD",,"70124","3669356.64186","554381.703512"
"POINT (-90.076989294557 29.951922709288)","3092","12320 I 10 SERVICE RD","PUBLIC STORAGE","5044885990","2000-01-02","2015 - GENERAL WAREHOUSING & STORAGE","291184","NEW ORLEANS","PUBLIC STORAGE, INC","LA",,"I 10 SERVICE","12320","RD",,"70128","3678691.8167","530187.70942"
"POINT (-90.07477574718 29.978734995839)","7407","2528 LAPEYROUSE ST","SCHMELLY'S,  L3C",,"2017-01-23","2025 - LANDSCAPING SERVICES","286112","NEW ORLEANS","SCHMELLY'S ,L3C","LA",,"LAPEYROUSE","2528","ST",,"70119","3679285.67963","539945.355082"
"POINT (-90.117599871971 30.005572416608)","1333","206 W HARRISON AVE","WEST HARRISON DELI & MARKET",,"2018-03-06","1106 - GROCERY (EXC CONVENIENCE) STORES","276067","NEW ORLEANS","WEST HARRISON DELI & MARKET LLC","LA","W","HARRISON","206","AVE",,"70124","3665624.8368","549558.149971"
"POINT (-90.086169350437 29.924292834142)","8310","3127 MAGAZINE ST","FUNKY MONKEY","5048995587","2010-10-19","1128 - CLOTHING STORES, OTHER","290503","NEW ORLEANS","FUNKY MONKEY,INC","LA",,"MAGAZINE","3127","ST",,"70115","3675894.16654","520108.71948"
"POINT (-90.060951362633 29.960008997148)","870","1024 CHARTRES ST","ICE HOUSE BAR","5045814995","2011-10-22","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","285250","NEW ORLEANS","HOTEL PROVINCIAL, LLC.","LA",,"CHARTRES","1024","ST",,"70116","3683737.81845","533184.219076"
