"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"1839 Clouet Street","2017-07-13T00:00:00.000","St. Claude","2513950","D","DPW - Vac Crew","General Maintenance",,"408-478-0387","1402","29.9756710405","-90.0417454464","Cleaned","(29.9756710405, -90.0417454464)"
"2611 Orleans Avenue","2020-06-15T00:00:00.000","Treme-Lafitte","2506511","D","PWD3711","311Case",,"396-476-9010","38716","29.9700749666","-90.0815796127","Inspected","(29.9700749666, -90.0815796127)"
"108 Berkley Drive",,"Old Aurora","2517727","C",,,,"423-456-0241",,"29.9178516737","-89.9913509654",,"(29.9178516737, -89.9913509654)"
,,"Little Woods","2527388","E",,,,"414-500-9022",,"30.0368234492","-90.015883898",,"(30.0368234492, -90.015883898)"
"5928 Morrison Road","2020-05-14T00:00:00.000","Pines Village","2520421","D","PWD3718","311Case","25","414-496-0197","38057","30.0261894006","-90.0235148859","Cleaned","(30.0261894006, -90.0235148859)"
"900 North Claiborne Avenue","2017-06-21T00:00:00.000","Treme-Lafitte","2511908","C","DPW - Vac Crew","General Maintenance",,"399-474-0722","1237","29.9654269402","-90.0716744828","Cleaned","(29.9654269402, -90.0716744828)"
"1061 Camp Street",,"Central Business District","2505843","B",,,,"399-464-0593",,"29.9418068158","-90.0715125025",,"(29.9418068158, -90.0715125025)"
"6725 Fleur-de-lis Drive",,"WEST END","2507280","A",,,,"384-492-9041",,"30.01443688","-90.11792697",,"(30.01443688, -90.11792697)"
"1936 Magazine Street",,"Lower Garden District","2505648","B",,,,"396-460-0556",,"29.9310301913","-90.0744848121",,"(29.9310301913, -90.0744848121)"
"938 Saint Louis Street","2020-04-15T00:00:00.000","French Quarter","2512162","C","PWD3711","GeneralMaintenance","20","399-470-0705","37140","29.9581487222","-90.0687975775","Cleaned","(29.9581487222, -90.0687975775)"
"3250 General De Gaulle Drive",,"Behrman","2525220","C",,,,"414-460-0200",,"29.9259679117","-90.0228437581",,"(29.9259679117, -90.0228437581)"
"7603 Mayfair Place","2019-05-01T00:00:00.000","Pines Village","2520683","D","PWD3711","CleanupInitiative","20","411-496-0026","29183","30.0286094865","-90.0254834313","Cleaned","(30.0286094865, -90.0254834313)"
"139 Chartres Street","2017-11-15T00:00:00.000","Central Business District","2512215","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-468-0818","10655","29.9529193159","-90.0678359895","Cleaned","(29.9529193159, -90.0678359895)"
,"2017-08-10T00:00:00.000","Lake Vista","2508653","D","DPW - Vac Truck #2","General Maintenance","50","390-492-9001","1731","30.019019424","-90.0966805716","Cleaned","(30.019019424, -90.0966805716)"
"2 Monplaiser Place",,"Whitney","2560520","C",,,,"408-468-0336",,"29.952747134","-90.0442384463",,"(29.952747134, -90.0442384463)"
,,"West Lake Forest","2523476","E",,,,"426-498-0143",,"30.0339946466","-89.9820429395",,"(30.0339946466, -89.9820429395)"
"451 Andrew Higgins Drive",,"Lower Garden District","2506651","B",,,,"399-466-0641",,"29.9424999633","-90.0689849643",,"(29.9424999633, -90.0689849643)"
,"2017-08-12T00:00:00.000","Broadmoor","2503034","B","DPW - Vac Truck #3","General Maintenance","100","387-468-0630","1754","29.9493619812","-90.1030333074","Cleaned","(29.9493619812, -90.1030333074)"
"27 Vivian Court",,"Old Aurora","2517487","C",,,,"420-460-0312",,"29.9264091979","-90.0027213626",,"(29.9264091979, -90.0027213626)"
"901 Kentucky Street",,"Bywater","2558983","C",,,,"411-472-0151",,"29.962337117","-90.0311019365",,"(29.962337117, -90.0311019365)"
"1700 South Peters Street","2017-11-04T00:00:00.000","Lower Garden District","2506100","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-460-0664","8602","29.9285077952","-90.0654738889","Cleaned","(29.9285077952, -90.0654738889)"
"410 Camp Street","2017-11-07T00:00:00.000","Central Business District","2505730","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-468-0907","9042","29.9496534328","-90.069184012","Cleaned","(29.9496534328, -90.069184012)"
"645 North d'Orgenois Street","2017-10-07T00:00:00.000","Treme-Lafitte","2511393","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-474-0468","4870","29.9692505455","-90.0818430583","Cleaned","(29.9692505455, -90.0818430583)"
"1517 Shirley Drive",,"Behrman","2516624","C",,,,"411-464-0205",,"29.9376730185","-90.0319380805",,"(29.9376730185, -90.0319380805)"
"721 Royal Street","2020-03-25T00:00:00.000","French Quarter","2512301","C","PWD3711","GeneralMaintenance",,"399-470-0813","36722","29.9585343819","-90.0643294194","Inaccessible","(29.9585343819, -90.0643294194)"
"4016 North Galvez Street","2019-10-23T00:00:00.000","St. Claude","2515128","D","PWD3698","GeneralMaintenance","20","411-478-0346","33609","29.9757548441","-90.0318647367","Cleaned","(29.9757548441, -90.0318647367)"
"1448 Shirley Drive",,"Behrman","2524846","C",,,,"411-464-0195",,"29.938702768","-90.0316514996",,"(29.938702768, -90.0316514996)"
"1040 Thayer Street",,"Whitney","2516205","C",,,,"408-466-0234",,"29.944378027","-90.043267002",,"(29.944378027, -90.043267002)"
"1749 Coliseum Street",,"Lower Garden District","2504966","B",,,,"396-462-0611",,"29.9351152156","-90.0747926918",,"(29.9351152156, -90.0747926918)"
"500 South Lopez Street","2017-10-10T00:00:00.000","Mid City","2510537","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-474-0718","5020","29.9650594281","-90.0951644148","Cleaned","(29.9650594281, -90.0951644148)"
,,"Behrman","2516494","C",,,,"411-460-0230",,"29.9287665389","-90.0293859014",,"(29.9287665389, -90.0293859014)"
"2071 Mercedes Boulevard",,"Behrman","2524715","C",,,,"417-462-0248",,"29.9318108067","-90.0160151652",,"(29.9318108067, -90.0160151652)"
"6831 Milne Boulevard","2022-06-01T00:00:00.000","Lakeview North","2508248","A","PWD3719","311Case","30","384-492-0361","46391","30.015146205","-90.111215187","Cleaned","(30.015146205, -90.111215187)"
"1476 Magazine Street",,"Lower Garden District","2505769","B",,,,"399-462-0397",,"29.9344420804","-90.0722632569",,"(29.9344420804, -90.0722632569)"
"800 Adele Street",,"St. Thomas Development","2526951","B",,,,"399-460-0437",,"29.9281631334","-90.0732609579",,"(29.9281631334, -90.0732609579)"
"3040 Esplanade Avenue","2017-10-01T00:00:00.000","Bayou St. John","2510837","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-478-0662","4473","29.979413186","-90.0832972605","Cleaned","(29.979413186, -90.0832972605)"
"606 North Carrollton Avenue","2017-08-08T00:00:00.000","Mid City","2509661","A","DPW - Vac Truck #2","General Maintenance","50","390-478-0461","1703","29.9781622898","-90.0964938043","Cleaned","(29.9781622898, -90.0964938043)"
"4848 Lafon Drive","2019-05-22T00:00:00.000","Plum Orchard","2522206","E","PWD3714","311Case","30","420-494-0119","29584","30.0189286727","-90.0053774935","Cleaned","(30.0189286727, -90.0053774935)"
"612 Gaiennie Street",,"Lower Garden District","2505943","B",,,,"399-464-0722",,"29.9398821908","-90.0675633654",,"(29.9398821908, -90.0675633654)"
,,"Village De Lest","2525603","E",,,,"441-502-0089",,"30.0446138369","-89.9365464607",,"(30.0446138369, -89.9365464607)"
"1225 Chartres Street","2017-11-15T00:00:00.000","French Quarter","2512386","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-472-0473","10693","29.961731267","-90.0599263207","Cleaned","(29.961731267, -90.0599263207)"
"347 Vallette Street","2022-04-18T00:00:00.000","Algiers Point","2514497","C","PWD3719","311Case","30","405-468-0629","46253","29.9521459434","-90.0491551903","Cleaned","(29.9521459434, -90.0491551903)"
"22 Virginia Court","2017-10-06T00:00:00.000","Navarre","2509311","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-480-0400","4737","29.9849821026","-90.107761858","Cleaned","(29.9849821026, -90.107761858)"
"5121 Congress Drive","2017-11-16T00:00:00.000","Gentilly Woods","2520701","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-492-0053","10873","30.0151054454","-90.034381096","Cleaned","(30.0151054454, -90.034381096)"
"640 Bouny Street","2017-11-14T00:00:00.000","Algiers Point","2513205","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-468-0415","10538","29.948893632","-90.0520848115","Cleaned","(29.948893632, -90.0520848115)"
"736 Elmira Avenue","2019-01-10T00:00:00.000","McDonogh","2516070","C","PWD3698","GeneralMaintenance",,"405-468-0553","30886","29.9476163594","-90.0470083324","Cleaned","(29.9476163594, -90.0470083324)"
"2110 Royal Street","2022-08-23T00:00:00.000","Marigny","2514168","C","PWD3719","311Case","30","402-474-0674","46828","29.9644956698","-90.0572923499","Cleaned","(29.9644956698, -90.0572923499)"
"3501 Rue Mignon","2017-03-03T00:00:00.000","Old Aurora","2517721","C","DPW - Vac Crew","General Maintenance",,"420-456-0088","276","29.9172424503","-89.9996673952","Cleaned","(29.9172424503, -89.9996673952)"
"11696 Pressburg Street",,"Read Blvd East","2526670","E",,,,"438-496-0113",,"30.026723245","-89.9479454204",,"(30.026723245, -89.9479454204)"
"3700 South Saratoga Street","2017-11-09T00:00:00.000","Milan","2504147","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-462-0759","9386","29.931941178","-90.0961258768","Cleaned","(29.931941178, -90.0961258768)"
"4719 Lurline Street",,"Read Blvd West","2527249","E",,,,"429-494-0166",,"30.0216796341","-89.9708246495",,"(30.0216796341, -89.9708246495)"
,,"Read Blvd East","2518554","E",,,,"435-504-0066",,"30.047185582","-89.9509835036",,"(30.047185582, -89.9509835036)"
"11132 Prentiss Avenue","2019-11-01T00:00:00.000","Read Blvd East","2523294","E","PWD3711","Emergency","20","435-494-0085","33853","30.0233848987","-89.9568000116","Cleaned","(30.0233848987, -89.9568000116)"
"4976 Spain Street","2017-06-27T00:00:00.000","Gentilly Terrace","2520152","D","DPW - Vac Crew","General Maintenance",,"402-490-0321","22131","30.0101067168","-90.0567672181","Cleaned","(30.0101067168, -90.0567672181)"
"443 Camp Street","2017-11-07T00:00:00.000","Central Business District","2505730","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-468-0910","9043","29.9496839918","-90.0693122702","Cleaned","(29.9496839918, -90.0693122702)"
"4967 Alsace Street",,"Village De Lest","2512811","E",,,,"447-502-0128",,"30.0412307202","-89.9123311189",,"(30.0412307202, -89.9123311189)"
,,"Behrman","2516708","C",,,,"414-460-0198",,"29.9269109459","-90.0240778632",,"(29.9269109459, -90.0240778632)"
"1073 Robert E Lee Boulevard",,"Lake Vista","2508683","D",,,,"393-492-9004",,"30.0188689032","-90.0910688351",,"(30.0188689032, -90.0910688351)"
"3441 Esplanade Avenue","2019-05-10T00:00:00.000","Fairgrounds","2525831","A","PWD3640","GeneralMaintenance","30","393-480-0249","29313","29.9829770463","-90.0881609989","Cleaned","(29.9829770463, -90.0881609989)"
"6964 Catina Street","2017-09-18T00:00:00.000","Lakeview North","2507126","A","DPW - Vac Truck #3","General Maintenance","100","384-492-0219","4085","30.0177127192","-90.112716842","Cleaned","(30.0177127192, -90.112716842)"
"1861 L. B. Landry Avenue",,"Fischer Development","2527584","C",,,,"408-462-0059",,"29.935314","-90.0419568764",,"(29.935314, -90.0419568764)"
"5801 Winchester Park Drive",,"Read Blvd East","2527748","E",,,,"432-500-0181",,"30.0382873271","-89.9598738512",,"(30.0382873271, -89.9598738512)"
,"2017-08-10T00:00:00.000",,"2524203","A","DPW - Vac Truck #2","General Maintenance","50","390-492-0091","1726","30.0185316347","-90.0963364693","Cleaned","(30.0185316347, -90.0963364693)"
"1601 Bodenger Boulevard",,"McDonogh","2516218","C",,,,"405-464-0252",,"29.9397759417","-90.0466040935",,"(29.9397759417, -90.0466040935)"
"500 Vallette Street","2019-08-12T00:00:00.000","Algiers Point","2515913","C","PWD3713","GeneralMaintenance","25","405-468-0616","32364","29.9508868264","-90.0489346664","Cleaned","(29.9508868264, -90.0489346664)"
"2229 Saint Nick Drive",,"Old Aurora","2516889","C",,,,"417-462-0350",,"29.9309377008","-90.0107340771",,"(29.9309377008, -90.0107340771)"
"2401 Bristol Place","2019-06-04T00:00:00.000","Old Aurora","2517478","C","PWD3711","Emergency","20","420-460-0281","30114","29.9295048921","-90.0017993688","Cleaned","(29.9295048921, -90.0017993688)"
"836 Third Street",,"Irish Channel","2505775","B",,,,"396-458-0440",,"29.9252489103","-90.0794709476",,"(29.9252489103, -90.0794709476)"
"2500 Saint Thomas Street",,"Irish Channel","2506163","B",,,,"396-458-0505",,"29.9232350492","-90.0768425305",,"(29.9232350492, -90.0768425305)"
"7935 Grant Street",,"Plum Orchard","2522399","E",,,,"423-492-0163",,"30.0174569744","-89.9941026509",,"(30.0174569744, -89.9941026509)"
,"2019-03-26T00:00:00.000","Treme-Lafitte","2527526","C","PWD3711","SpecialEvent","20","399-472-9009","28529","29.9605143764","-90.0705020392","Cleaned","(29.9605143764, -90.0705020392)"
"4975 Lonely Oak Drive","2019-05-30T00:00:00.000","Plum Orchard","2518682","E","PWD3640","GeneralMaintenance","30","420-494-0222","29968","30.0215364465","-90.00168054","Cleaned","(30.0215364465, -90.00168054)"
"4714 Haydel Street",,"Plum Orchard","2520847","E",,,,"417-492-0201",,"30.0175192331","-90.0118946077",,"(30.0175192331, -90.0118946077)"
"1301 Sumner Street",,"Behrman","2516041","C",,,,"408-464-0337",,"29.9417629695","-90.0382173341",,"(29.9417629695, -90.0382173341)"
"3221 Baronne Street","2017-11-15T00:00:00.000","Central City","2504293","B","DPW - Vac Truck #1","General Maintenance","200","393-460-0492","10681","29.9306894353","-90.0909573977","Cleaned","(29.9306894353, -90.0909573977)"
"1305 L. B. Landry Avenue","2022-02-15T00:00:00.000","Whitney","2516321","C","PWD3718","311Case","20","408-464-0312","45769","29.9415366372","-90.0411918326","Cleaned","(29.9415366372, -90.0411918326)"
"3601 Saint Bernard Avenue","2017-08-31T00:00:00.000","St. Bernard Area","2524051","D","DOTD - Vac Crew","General Maintenance",,"396-484-0451","1884","29.9936215449","-90.077495635","Cleaned","(29.9936215449, -90.077495635)"
"207 Finland Place",,"Old Aurora","2517847","C",,,,"423-460-9012",,"29.9250450928","-89.9898374944",,"(29.9250450928, -89.9898374944)"
,"2020-02-03T00:00:00.000","Read Blvd East","2559528","E","PWD3698","GeneralMaintenance","25","429-498-0077","36035","30.0328062925","-89.96961745","Cleaned","(30.0328062925, -89.96961745)"
"10130 Hillwood Street","2022-03-14T00:00:00.000","Read Blvd East","2518827","E","PWD3713","311Case","25","432-494-0254","45942","30.0236091423","-89.967494038","Cleaned","(30.0236091423, -89.967494038)"
"5813 Louis Prima Drive East",,"Read Blvd East","2523378","E",,,,"432-502-0084",,"30.0402192634","-89.9585578974",,"(30.0402192634, -89.9585578974)"
"6670 Vicksburg Street","2021-11-01T00:00:00.000","Lakeview North","2508462","A","Contractor - Wingate","Hurricane Ida",,"387-490-9001","45113","30.0117808592","-90.1059902762","Inspected","(30.0117808592, -90.1059902762)"
"10703 Pressburg Street",,"Read Blvd East","2522801","E",,,,"432-496-9047",,"30.0254962045","-89.9615912669",,"(30.0254962045, -89.9615912669)"
"2832 Saint Ann Street","2017-09-29T00:00:00.000","Bayou St. John","2510885","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-476-0452","4397","29.9727058385","-90.0844802265","Cleaned","(29.9727058385, -90.0844802265)"
"8530 Birch Street","2017-11-10T00:00:00.000","Leonidas","2500655","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"378-468-0439","9601","29.953409239","-90.1307012893","Cleaned","(29.953409239, -90.1307012893)"
"2142 Benton Street","2019-12-04T00:00:00.000","Lower Ninth Ward Northeast","2517262","E","PWD3713","GeneralMaintenance","30","417-476-0414","34569","29.9714721359","-90.0083694971","Cleaned","(29.9714721359, -90.0083694971)"
"11252 Waverly Drive",,"Read Blvd East","2522634","E",,,,"435-498-0208",,"30.0330979325","-89.953761229",,"(30.0330979325, -89.953761229)"
"5641 Rickert Drive",,"West Lake Forest","2522344","E",,,,"420-496-0232",,"30.024114483","-89.9987458702",,"(30.024114483, -89.9987458702)"
"1518 Terpsichore Street","2020-12-03T00:00:00.000","Central City","2505534","B","PWD3719","311Case","30","396-464-0760","41717","29.9379240161","-90.0753250535","Cleaned","(29.9379240161, -90.0753250535)"
"110 Atlantic Avenue",,"Whitney","2514974","C",,,,"408-470-0039",,"29.9543707847","-90.044744718",,"(29.9543707847, -90.044744718)"
"1503 Saint Ann Street","2017-10-09T00:00:00.000","Treme-Lafitte","2511969","C","DPW - Vac Truck #4","General Maintenance","100","399-472-0684","4988","29.9637632555","-90.0709376695","Cleaned","(29.9637632555, -90.0709376695)"
"4048 Eve Street","2017-11-09T00:00:00.000","Central City","2501811","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-468-0637","9417","29.9520407599","-90.1006617377","Cleaned","(29.9520407599, -90.1006617377)"
"6506 Coveview Court",,"West Lake Forest","2520799","E",,,,"417-494-0160",,"30.0210959358","-90.0131242837",,"(30.0210959358, -90.0131242837)"
"1326 Saint Andrew Street","2019-07-22T00:00:00.000","Lower Garden District","2505473","B","Pothole Truck",,,"396-462-0662","32266","29.9330429737","-90.0766604673","Inspected","(29.9330429737, -90.0766604673)"
"7503 Saint Charles Avenue",,"EAST CARROLLTON","2500596","A",,,,"381-464-9042",,"29.939467","-90.12923789",,"(29.939467, -90.12923789)"
"1718 North Johnson Street","2017-09-12T00:00:00.000","Seventh Ward","2521189","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-478-0610","21361","29.9781079987","-90.0663450276","Cleaned","(29.9781079987, -90.0663450276)"
"11109 Lake Forest Boulevard","2020-02-08T00:00:00.000","Read Blvd East","2518950","E","PWD3698","GeneralMaintenance","30","432-500-0067","35911","30.0352744598","-89.9609883354","Cleaned","(30.0352744598, -89.9609883354)"
"9130 Lake Forest Boulevard",,"West Lake Forest","2522579","E",,,,"426-496-0137",,"30.0285937907","-89.9835395092",,"(30.0285937907, -89.9835395092)"
"813 Eliza Street",,"Algiers Point","2515916","C",,,,"405-468-0620",,"29.9508405131","-90.047741026",,"(29.9508405131, -90.047741026)"
"7319 Selma Street",,"Plum Orchard","2522375","E",,,,"420-492-0241",,"30.0166363968","-90.0023580104",,"(30.0166363968, -90.0023580104)"
"4705 Stemway Drive",,"Pines Village","2521293","D",,,,"414-492-0234",,"30.0166036731","-90.0183229496",,"(30.0166036731, -90.0183229496)"
"7110 East Hermes Street",,"Pines Village","2520180","D",,,,"414-496-0248",,"30.025487909","-90.0170390657",,"(30.025487909, -90.0170390657)"
"4532 Downman Road","2019-05-28T00:00:00.000","Pines Village","2560643","D","PWD3640","GeneralMaintenance","30","414-492-0169","29859","30.0157040596","-90.0215379725","Cleaned","(30.0157040596, -90.0215379725)"
"4233 Saint Bernard Avenue","2017-08-22T00:00:00.000","Filmore South","2524063","D","DPW - Vac Truck #4","General Maintenance","100","396-486-0354","1998","30.0004628814","-90.0813832758","Cleaned","(30.0004628814, -90.0813832758)"
"502 Opelousas Avenue","2019-05-25T00:00:00.000","Algiers Point","2515911","C","PWD3711","GeneralMaintenance","20","405-468-0516","29796","29.9487823348","-90.0503715057","Cleaned","(29.9487823348, -90.0503715057)"
"3631 White Oak Avenue",,"Tall Timbers-Brechtel","2517397","C",,,,"420-452-0117",,"29.9073856384","-89.9987165344",,"(29.9073856384, -89.9987165344)"
"2501 Danbury Drive","2021-11-10T00:00:00.000","Old Aurora","2517501","C","Contractor - Wingate","Hurricane Ida",,"420-460-0185","45013","29.9282377045","-89.9983269173","Inspected","(29.9282377045, -89.9983269173)"
,"2017-09-20T00:00:00.000","Lakeview North","2560881","A","DPW - Vac Truck #3","General Maintenance","100","384-490-0242","4169","30.0128546989","-90.1142144763","Cleaned","(30.0128546989, -90.1142144763)"
"1930 Wilton Drive","2017-11-08T00:00:00.000","St. Anthony West","2519810","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-490-0255","9226","30.008875099","-90.0668475032","Cleaned","(30.008875099, -90.0668475032)"
"1118 Orange Street",,"Lower Garden District","2505487","B",,,,"399-462-0392",,"29.9335636252","-90.0731459477",,"(29.9335636252, -90.0731459477)"
"4531 Veronese Road",,"Lake Catherine","2512958","E",,,,"480-512-9075",,"30.0688687315","-89.8086107928",,"(30.0688687315, -89.8086107928)"
"918 Mardi Gras Boulevard",,"McDonogh","2516150","C",,,,"405-464-0244",,"29.938277586","-90.0473120677",,"(29.938277586, -90.0473120677)"
"3443 Vincennes Place","2021-06-24T00:00:00.000","Marlyville-Fontainebleau","2502746","A","PWD3711","311Case","20","387-468-0704","43304","29.9485412202","-90.1106081744","Cleaned","(29.9485412202, -90.1106081744)"
"4347 Van Avenue","2017-11-03T00:00:00.000","Dillard","2511059","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-486-0140","8369","30.0023237871","-90.0722516105","Cleaned","(30.0023237871, -90.0722516105)"
,,"Whitney","2516045","C",,,,"408-464-0316",,"29.9409656593","-90.0404852423",,"(29.9409656593, -90.0404852423)"
"6218 Vermillion Boulevard","2017-11-07T00:00:00.000","St. Anthony East","2519374","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-494-0458","9058","30.0226993505","-90.0624996561","Cleaned","(30.0226993505, -90.0624996561)"
"1418 Casa Calvo Street",,"Behrman","2516603","C",,,,"411-464-0149",,"29.9400500561","-90.0348920238",,"(29.9400500561, -90.0348920238)"
"209 Ringold Street","2017-11-17T00:00:00.000","Lakeview South","2507487","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-486-0180","11016","30.0025751343","-90.1131217431","Cleaned","(30.0025751343, -90.1131217431)"
"1555 Gentilly Boulevard","2019-04-24T00:00:00.000","Fairgrounds","2511122","A","PWD3698","GeneralMaintenance",,"396-478-0599","28915","29.9800182908","-90.0776897923","Inspected","(29.9800182908, -90.0776897923)"
"1236 Annette Street","2020-06-11T00:00:00.000","Seventh Ward","2513399","C","PWD3698","GeneralMaintenance","20","402-474-0376","38638","29.9690634389","-90.0628139299","Cleaned","(29.9690634389, -90.0628139299)"
,,"Lake Vista","2506727","D",,,,"393-496-9016",,"30.0288891348","-90.0899298837",,"(30.0288891348, -90.0899298837)"
"4628 Prentiss Avenue","2017-11-08T00:00:00.000","Pontchartrain Park","2520438","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-492-0373","9269","30.0178254327","-90.037799678","Cleaned","(30.0178254327, -90.037799678)"
"2421 Magic Street",,"Treme-Lafitte","2530075","D",,,,"396-474-9035",,"29.9682879406","-90.0807677578",,"(29.9682879406, -90.0807677578)"
,,"Lake Vista","2506727","D",,,,"390-496-9024",,"30.0295605027","-90.0929021022",,"(30.0295605027, -90.0929021022)"
"5700 Hayne Boulevard",,"Pines Village","2519470","D",,,,"411-498-0099",,"30.0322828208","-90.0290817869",,"(30.0322828208, -90.0290817869)"
"1955 Mediamolle Drive",,"Old Aurora","2517067","C",,,,"417-462-0217",,"29.9344086067","-90.0123302813",,"(29.9344086067, -90.0123302813)"
"4916 Canal Street","2017-10-06T00:00:00.000","Mid City","2509293","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-478-0586","4730","29.9802972834","-90.109364384","Cleaned","(29.9802972834, -90.109364384)"
"3701 Texas Drive",,"Tall Timbers-Brechtel","2517174","C",,,,"414-456-0123",,"29.9183339907","-90.0205464878",,"(29.9183339907, -90.0205464878)"
"1418 Poland Avenue","2017-08-11T00:00:00.000","Bywater","2515314","D","DPW - Vac Truck #1","General Maintenance","250","411-474-0316","1738","29.9682959467","-90.0305588029","Cleaned","(29.9682959467, -90.0305588029)"
"1792 Gentilly Boulevard","2022-04-02T00:00:00.000","Fairgrounds","2524429","D","PWD3718","SpecialEvent","5","396-480-0229","46154","29.9849061356","-90.0763906987","Cleaned","(29.9849061356, -90.0763906987)"
,,"Village De Lest","2525603","E",,,,"441-500-0080",,"30.0366346278","-89.9389947851",,"(30.0366346278, -89.9389947851)"
,,"West Lake Forest","2526713","E",,,,"429-498-0048",,"30.0315663242","-89.9754789684",,"(30.0315663242, -89.9754789684)"
"4369 Ray Avenue",,"Plum Orchard","2518179","E",,,,"417-490-0109",,"30.0125448461","-90.0120309325",,"(30.0125448461, -90.0120309325)"
"2400 Danbury Drive",,"Old Aurora","2517502","C",,,,"423-460-0139",,"29.9293361336","-89.9974047207",,"(29.9293361336, -89.9974047207)"
"1200 Clio Street","2017-07-17T00:00:00.000","Central City","2505851","B","DPW - Vac Crew","General Maintenance",,"396-464-0734","1522","29.9411714333","-90.0736285301","Cleaned","(29.9411714333, -90.0736285301)"
"437 Abalon Court",,"Whitney","2526850","C",,,,"408-468-0195",,"29.9513618048","-90.0433245416",,"(29.9513618048, -90.0433245416)"
"6872 Mayo Road",,"West Lake Forest","2522325","E",,,,"420-496-0133",,"30.026814112","-90.0028114821",,"(30.026814112, -90.0028114821)"
"5048 Dreux Avenue","2020-10-30T00:00:00.000","Gentilly Woods","2520701","D","PWD3640","311Case","10","411-492-0082","41350","30.0154177813","-90.0333638529","Cleaned","(30.0154177813, -90.0333638529)"
"14 Lakewood Place",,"Tall Timbers-Brechtel","2518031","C",,,,"420-450-0177",,"29.9027786957","-90.006125297",,"(29.9027786957, -90.006125297)"
"4900 Camp Street","2017-11-16T00:00:00.000","Uptown","2503798","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-458-0543","10824","29.9211087223","-90.1080119272","Cleaned","(29.9211087223, -90.1080119272)"
,,"U.S. Naval Base","2560128","C",,,,"408-468-9022",,"29.9504197786","-90.0379386835",,"(29.9504197786, -90.0379386835)"
"2628 Palmer Avenue","2021-07-20T00:00:00.000","Audubon","2500994","A","PWD3719","311Case","30","384-464-0354","43553","29.9419789308","-90.1150929291","Cleaned","(29.9419789308, -90.1150929291)"
"4502 Wilson Avenue",,"Plum Orchard","2521785","E",,,,"420-492-0404",,"30.0155102316","-89.999020728",,"(30.0155102316, -89.999020728)"
,,"Tall Timbers-Brechtel","2530294","C",,,,"414-458-0199",,"29.9234740956","-90.0258463048",,"(29.9234740956, -90.0258463048)"
,,"Behrman","2524765","C",,,,"414-460-0227",,"29.9263758774","-90.0205516622",,"(29.9263758774, -90.0205516622)"
,,"Read Blvd East","2526776","E",,,,"435-502-0037",,"30.0404210536","-89.9491728009",,"(30.0404210536, -89.9491728009)"
"6952 West Laverne Street",,"Pines Village","2521325","D",,,,"414-494-0225",,"30.0237003821","-90.021588031",,"(30.0237003821, -90.021588031)"
"7210 Washington Avenue","2017-11-04T00:00:00.000","Gert Town","2510097","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-472-0639","8524","29.9625250808","-90.1073338514","Cleaned","(29.9625250808, -90.1073338514)"
"1125 Richard Street","2017-11-03T00:00:00.000","Lower Garden District","2504970","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-462-0370","8456","29.9325680316","-90.0733458319","Cleaned","(29.9325680316, -90.0733458319)"
"200 Harrison Avenue","2017-09-18T00:00:00.000","Lakeview South","2507373","A","DPW - Vac Truck #3","General Maintenance","50","384-488-0394","4127","30.0048936979","-90.1135926165","Cleaned","(30.0048936979, -90.1135926165)"
"5091 Kim Drive",,"Village De Lest","2512986","E",,,,"447-502-0189",,"30.0420897528","-89.9192391424",,"(30.0420897528, -89.9192391424)"
"4501 South Tonti Street","2017-11-04T00:00:00.000","Broadmoor","2502676","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-466-0563","8494","29.9465112591","-90.1055681211","Cleaned","(29.9465112591, -90.1055681211)"
