"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-90.065766953345 29.940802386373, -90.065746092533 29.940711296604, -90.065661569055 29.940158363448))","1667","1100 S Peters St",,"Major Arterial","S Peters St","0","2505942","236.63089301868149"
"MULTILINESTRING ((-90.049215460809 30.003037572713, -90.049125111813 30.003043434627, -90.048763746187 30.003065536803, -90.04858747414 30.003076139263, -90.048375172259 30.003086173343, -90.04833124214 30.003089353413, -90.048287183454 30.003090584258))","2290","3730 Gentilly Blvd (Lakeside)",,"Major Arterial","Gentilly Blvd","0","2525931","294.46896699756036"
"MULTILINESTRING ((-90.012016387567 30.010817999686, -90.011860562823 30.010834889103, -90.011111644498 30.010916057831, -90.010887985618 30.010940450568, -90.010887375216 30.010940517652, -90.010664326626 30.010964843101))","165","6600 Chef Menteur Hwy (Riverside)",,"Major Arterial","Chef Menteur Hwy","0","2520907","431.24277127721922"
"MULTILINESTRING ((-90.1087016917 29.957626732809, -90.108782708876 29.957671430572, -90.109256262662 29.9579277456, -90.109461670809 29.958038555616))","664","7000 Earhart Blvd (Riverside)","To-From","Major Arterial","Earhart Blvd","0","2501946","283.45465109398077"
"MULTILINESTRING ((-90.006201642941 29.933296277034, -90.006368033216 29.93337134155, -90.006504820259 29.933434353913, -90.006611659768 29.933476928854, -90.006615479159 29.933478626538, -90.007038142813 29.933666426653, -90.007115657333 29.93370087875, -90.007189665515 29.933734012406))","2647","4550 General Meyer Ave",,"Major Arterial","General Meyer Ave","0","2524702","351.14881622861014"
"MULTILINESTRING ((-90.077718045167 29.95888347844, -90.078165136603 29.958389644294, -90.078313868561 29.958225360725, -90.078478336496 29.958043694152))","1889","100 S Claiborne Ave (Riverside)",,"Major Arterial","S Claiborne Ave","0","2511667","388.88299554377375"
"MULTILINESTRING ((-90.135048180752 29.945513109415, -90.135146160522 29.946293992846, -90.135147122223 29.946301656149, -90.135164535553 29.946451157012, -90.135182382247 29.946586652303, -90.135206999604 29.946773548298))","602","8300 Leake Ave",,"Major Arterial","Leake Ave","0","2500627","461.12404113934377"
"MULTILINESTRING ((-90.019222675337 29.923596078272, -90.019070994412 29.923514725839, -90.019009578398 29.923479662924, -90.018925056919 29.923428591812, -90.018709134712 29.923291137393, -90.01853255758 29.923117584983, -90.018398360753 29.922980410961, -90.018338926651 29.922923013949, -90.018271062437 29.922856746463, -90.018198924082 29.922793998301, -90.018122749852 29.922734980224, -90.0180427954 29.9226798868, -90.01795932641 29.92262890231))","2658","3700 General De Gaulle Dr (Eastbound)","From-To","Major Arterial","General De Gaulle Dr","0","2517180","536.4430059215448"
"MULTILINESTRING ((-89.936874786179 30.01820291821, -89.936837320621 30.018164056994, -89.936805761886 30.018121406646, -89.936780611356 30.01807564393, -89.93676226841 30.018027493984, -89.93675102106 30.017977720365, -89.936747049986 30.017927110833, -89.936750417551 30.01787646826, -89.936769983997 30.017798832177, -89.936795244349 30.01772245188))","3514","Interstate 510 Exit","From-To","Ramp",,"0","2562238","186.94166077019904"
"MULTILINESTRING ((-90.017592080856 30.01021960653, -90.017308011988 30.010250622385, -90.017198899919 30.01026253556, -90.016491324826 30.010339365314, -90.015296349207 30.010466587826))","94","6100 Chef Menteur Hwy (Riverside)",,"Major Arterial","Chef Menteur Hwy","0","2518481","732.12775614281406"
"MULTILINESTRING ((-90.069423621407 29.968136478463, -90.069316093233 29.968257356317, -90.069269304643 29.968318188867, -90.06921303333 29.968401523013, -90.069002851906 29.968638729252, -90.068838775245 29.968823901809, -90.068791019574 29.968889621379, -90.068508438087 29.969209241422))","1592","1200 N Claiborne Ave (Riverside)","From-To","Major Arterial","N Claiborne Ave","0","2524481","486.34537231285884"
"MULTILINESTRING ((-90.037338333938 29.931445212416, -90.037352402261 29.93138216493, -90.037407724249 29.931148151591, -90.037485438864 29.930849746408, -90.037570827688 29.930552936883, -90.03758958313 29.930491296021, -90.037623549737 29.93038252163, -90.037680359866 29.930208034356, -90.037739832708 29.930034221843, -90.037860985288 29.929702693684, -90.03793607078 29.929506667572, -90.038013481863 29.929311329422))","3250","Westbank Exrpessway","To-From","Freeway",,"0","2513139","805.70830848518938"
"MULTILINESTRING ((-90.056675750418 29.964589558632, -90.056707525676 29.964976686377, -90.056749596198 29.965501761536, -90.056754665023 29.965574515847))","1502","700 Elysian Fields Ave (Riverbound)","To-From","Major Arterial","Elysian Fields Ave","0","2513716","359.06081485167562"
"MULTILINESTRING ((-90.106223227447 29.983515929978, -90.106158469797 29.983532126516, -90.105875701573 29.983602848469, -90.105697467475 29.983645793906, -90.105401889574 29.983717462801, -90.10512478321 29.983783623753, -90.105008464527 29.983811395892))","539","500 City Park Ave (Lakeside)","To-From","Major Arterial","City Park Ave","0","2506793","399.30735798762731"
"MULTILINESTRING ((-90.060400437877 29.968163963909, -90.060333317765 29.968167651649, -90.059514190377 29.968217585469, -90.059405132945 29.968224849323, -90.059353472753 29.968230137862, -90.059268486317 29.968238838107))","1529","1900 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2514128","359.48904963775124"
"MULTILINESTRING ((-90.073045415827 29.964135019034, -90.073156783504 29.964205031058, -90.07322022154 29.964244911407, -90.073287880965 29.964287446089, -90.073397315183 29.964356242067))","2100","Orleans Ave (Median)","To-From","Major Arterial","Orleans Ave","0","2512034","137.43439964332879"
"MULTILINESTRING ((-90.102434900825 29.967112445698, -90.103444036934 29.967571628165, -90.103490681008 29.967593676033))","1498","3800 Tulane Ave (Riverbound)","To-From","Major Arterial","Tulane Ave","0","2510111","377.33629997508189"
"MULTILINESTRING ((-90.086817630351 29.952648691265, -90.087166403069 29.952835792925, -90.087839585568 29.953189968676, -90.087928856997 29.953240140151, -90.088140124415 29.95336605152, -90.088274982635 29.953451143537, -90.088340982729 29.953493486067, -90.088468555673 29.953579645906, -90.088624061937 29.953688280641, -90.089136637939 29.954053785438, -90.089369181661 29.954215755683, -90.089627313629 29.954401945882, -90.0898903845 29.954582819354, -90.090158249383 29.954758275612))","3226","Pontchartrain Expressway","To-From","Freeway","Pontchartrain Expy","0","2506483","1309.011006064813"
"MULTILINESTRING ((-90.026368409603 30.031192733956, -90.026368439494 30.031192814508, -90.026400263459 30.031277700104, -90.026427006088 30.031346893393, -90.0264976798 30.031529755161, -90.026602207793 30.031810269081, -90.026709383818 30.032084521452, -90.026731622785 30.032137952436, -90.026738235309 30.032153840309, -90.026823946142 30.032363047908, -90.02693422494 30.032654778275, -90.026958082277 30.032717891631))","258","7900-8000 Downman Rd (Riverbound)",,"Major Arterial","Downman Rd","0","2519471","585.2199349052521"
"MULTILINESTRING ((-90.086374812327 29.949593705773, -90.086497433448 29.949656343761, -90.086548944669 29.94968265718, -90.086549887716 29.949683139026, -90.0867442244 29.949779844146, -90.087187043311 29.950017151634, -90.087299324569 29.950077323388, -90.088109951325 29.950535641054, -90.08830994992 29.950648715907, -90.08866093418 29.950854213905, -90.088971100946 29.951033421851, -90.08902059145 29.951061778593, -90.089135508395 29.951127622733, -90.08989470512 29.951555139608, -90.089948868743 29.951585334646, -90.090735902049 29.952027824935, -90.090788034676 29.952057414011, -90.09087255976 29.952105387957, -90.090971398411 29.952161485083, -90.091010284557 29.952183555259, -90.091798105665 29.952625010751, -90.092662037632 29.953110245103, -90.092724112912 29.953144627736, -90.092840256226 29.953208958096, -90.093589900712 29.953629647919, -90.093657135777 29.9536671617, -90.093770511771 29.953730420242, -90.094124036967 29.953929543987, -90.094217990762 29.953985578191, -90.0943919329 29.95409227135, -90.094659536892 29.954234431815, -90.095102446012 29.954469719109, -90.095185111748 29.954519319207, -90.095255392864 29.954564370006, -90.095408463148 29.954669800612, -90.095595470751 29.954816742388, -90.095815417649 29.954981856908, -90.095889356764 29.955033754521, -90.095973190496 29.955089079619))","977","3000-3900 Earhart Blvd (Lakeside)","From-To","Major Arterial","Earhart Blvd","0","2523876","3640.5437968325959"
"MULTILINESTRING ((-90.012372693077 29.978050271813, -90.011576352357 29.977867893048, -90.011467728527 29.977840878357))","1977","5430 Florida Ave",,"Local","Florida Ave","0","2515116","296.46683857117392"
"MULTILINESTRING ((-90.098499219688 29.98157566468, -90.098626318319 29.981659465509, -90.099309146589 29.982119517263, -90.099418060849 29.982190619413))","833","4300 Orleans Ave (Lakebound)","From-To","Major Arterial","Orleans Ave","0","2509526","366.92887838648801"
"MULTILINESTRING ((-90.041185957427 29.940980486243, -90.04119539546 29.940885712851, -90.041200855719 29.940839566671, -90.041213503206 29.940697894235, -90.041248136113 29.940270693499, -90.041251418907 29.94024773777, -90.04128129864 29.94009226908, -90.04129685363 29.940011333601))","2574","1400 LB Landry Ave (Southbound)",,"Major Arterial","L. B. Landry Ave","0","2516042","354.46135200761535"
"MULTILINESTRING ((-89.994988450876 30.032232241849, -89.995052734893 30.032357584317, -89.995261436255 30.032712047233, -89.995298317916 30.032782817894, -89.995531003564 30.0332149511, -89.995596937124 30.033339486176, -89.99571942984 30.033570851768, -89.99583250569 30.033777578356, -89.995931561988 30.033953302796, -89.996033775688 30.034120706305, -89.996212930623 30.034403513292, -89.996238538169 30.034447904507))","204","7100 Crowder Blvd (Riverbound)",,"Major Arterial","Crowder Blvd","0","2527156","897.9269308793896"
"MULTILINESTRING ((-90.07105797156 29.958536114314, -90.070446419088 29.959218729983, -90.070396712862 29.9592748759))","1789","400 Basin St (Riverside)","From-To","Major Arterial","Basin St","0","2512087","340.62238680073494"
"MULTILINESTRING ((-90.009462091866 30.026464959486, -90.010426666055 30.026457816229, -90.01076629487 30.026455299315, -90.011024493395 30.026457189423, -90.011222462758 30.026466281452, -90.011392884496 30.026475911156, -90.011485619317 30.026481151251, -90.01178388453 30.026501885345, -90.011932716716 30.026515557198, -90.012081305914 30.026531527102, -90.012295091667 30.026556728402, -90.012594836823 30.02659459069, -90.012687183401 30.026608249878, -90.013043399489 30.02667085815, -90.013244492544 30.026708132289, -90.013471361693 30.026752216391, -90.013620528422 30.026784284029, -90.013798668852 30.026825048953, -90.013970883059 30.026866652026, -90.014237732952 30.026941734188, -90.01429896427 30.026959796607, -90.014409957724 30.02699504388, -90.014715111993 30.027094857103, -90.014894088908 30.027128726059))","3254","Interstate 10 Exit","To-From","Ramp",,"0","2523565","1748.6160977561715"
"MULTILINESTRING ((-90.044792336872 29.954784685778, -90.044827068919 29.954234667228))","1933","100 Atlantic Ave",,"Local","Atlantic Ave","0","2514974","200.32132258337472"
"MULTILINESTRING ((-90.020578444658 29.967681031204, -90.019699663565 29.967480520918))","2363","5000 N Claiborne Ave (Lakeside)","To-From","Major Arterial","N Claiborne Ave","0","2523666","287.64817047404529"
"MULTILINESTRING ((-90.056980594656 29.968537739957, -90.056986441302 29.968616777565, -90.056992381559 29.968697078349))","2016","Elysian Fields Ave (Median)","To-From","Major Arterial","Elysian Fields Ave","0","2514175","58.065003636709697"
"MULTILINESTRING ((-90.050367046361 29.939177790115, -90.050352373384 29.938931060837, -90.050343870209 29.938788056186, -90.050340373884 29.938729248132, -90.050329507508 29.938638076161, -90.050311714532 29.938547999825, -90.050287098772 29.938459543209, -90.050255804952 29.938373223752, -90.050218014154 29.938289543937, -90.050173948055 29.938208992387))","2846","1600 Nunez St (Northbound)",,"Major Arterial","Nunez St","0","2525407","361.07249280556772"
"MULTILINESTRING ((-90.116586921453 29.971429973598, -90.116602468911 29.971431026723, -90.116902279403 29.971451338384, -90.117174164313 29.971469758217, -90.117550617488 29.971495260536, -90.117845142556 29.971514534923))","627","8900-9000 Airlie Hwy (Riverside)","To-From","Major Arterial","Airline Hwy","0","2507696","399.56630315148698"
"MULTILINESTRING ((-90.088962636943 29.96940705748, -90.089043745563 29.96946186771, -90.089810311813 29.969979878727))","1427","3000 Bienville Ave (Lakebound)","From-To","Local","Bienville Ave","0","2526244","339.75161851182571"
"MULTILINESTRING ((-90.06051639806 29.998144195939, -90.060341159023 29.9983526374, -90.060191908354 29.998529999362, -90.059928449734 29.99884600621, -90.059917772527 29.998861823605, -90.059867219508 29.99892105081, -90.059423368258 29.999436270105))","2222","3100 Gentilly Blvd (Riverside)",,"Major Arterial","Gentilly Blvd","0","2521497","583.56310576285853"
"MULTILINESTRING ((-90.107346274421 29.98313531758, -90.107212279554 29.983172213394, -90.10688809856 29.983252690115, -90.106797978538 29.983275672625, -90.106218061623 29.983414119334, -90.106191773159 29.983420395516))","597","400 City Park Ave (Riverside)","From-To","Major Arterial","City Park Ave","0","2509438","379.94495326308203"
"MULTILINESTRING ((-90.087585207659 29.9559711254, -90.087697044382 29.956023554148, -90.0877987051 29.956071212109))","2041","Poydras St (Median)",,"Major Arterial","Poydras St","0","2501816","76.783375985858726"
"MULTILINESTRING ((-90.059132381668 29.999846273412, -90.058997344219 29.999949869515, -90.058640673312 30.000223493637, -90.058597848999 30.00025632585, -90.058569887559 30.00027776261, -90.058065812222 30.000661266778))","2241","3200 Gentilly Blvd (Lakeside)",,"Major Arterial","Gentilly Blvd","0","2525690","449.2417977271773"
"MULTILINESTRING ((-90.058901538264 29.992865458467, -90.058907072983 29.992939452928, -90.058971570851 29.993801671428, -90.05897512139 29.993883481614))","2269","3400 Elysian Fields Ave (Riverbound)","To-From","Major Arterial","Elysian Fields Ave","0","2521600","370.95747162907753"
"MULTILINESTRING ((-90.078097872228 29.962049652907, -90.078154600467 29.962088325701, -90.078538258455 29.962347661092, -90.07881003035 29.962533378962, -90.078971430372 29.96264188717))","1352","1900 Bienville Ave (Lakebound)","From-To","Local","Bienville Ave","0","2526231","350.5723002843427"
"MULTILINESTRING ((-89.940291566482 30.069822427931, -89.940397168153 30.071009182753, -89.940411428683 30.071169445717, -89.940426943023 30.071349326448, -89.940448102306 30.071587779443, -89.940458336361 30.0716614939, -89.940468037868 30.071718310176, -89.940480570411 30.071780894649, -89.94048144016 30.071785235353, -89.940503596794 30.071881163891, -89.940531502528 30.071983837818, -89.940557375937 30.072066179454, -89.940568899188 30.072098867933, -89.940593125513 30.072164065169, -89.940632353208 30.072262312359, -89.94067693364 30.0723623395, -89.940707267113 30.072423801103, -89.940739577922 30.072484516773, -89.940773844672 30.072544439291, -89.940810041289 30.072603523323, -89.940902089299 30.072743110124, -89.940941723733 30.072798770315, -89.940991392124 30.072864251851, -89.94102737135 30.072908540466, -89.941097171407 30.072987527031, -89.941203130626 30.073101503189, -89.941364391623 30.073250439141, -89.941529758227 30.073395930316, -89.941945463777 30.073749054941, -89.942062524362 30.073848466681, -89.942793637591 30.074469301905, -89.943226070409 30.074833992159, -89.943273842469 30.074871176996, -89.943340242362 30.07492834589, -89.9439239823 30.075419532844, -89.94395275274 30.075439300837, -89.94397529779 30.075452596466, -89.943988585037 30.075456186693, -89.944010212887 30.075458633236, -89.944032020701 30.075458375165, -89.944053564205 30.075455419236, -89.944074403864 30.075449824172, -89.944086711295 30.075445110822, -89.944098494543 30.075439473583, -89.944115808209 30.075428803369, -89.944131255649 30.075416149152))","186","7600-8000 Paris Rd (Lakebound)","From-To","Major Arterial","Paris Rd","0","2524750","2532.0478121833935"
"MULTILINESTRING ((-90.041615190656 29.934554722079, -90.041621104739 29.934465945531, -90.041627767839 29.934364120776, -90.041666977373 29.933764921339, -90.041670935462 29.933696322016))","2589","1900 LB Landry Ave (Southbound)",,"Major Arterial","L. B. Landry Ave","0","2516521","312.66347423601877"
"MULTILINESTRING ((-90.017498580242 29.916431138798, -90.017563490102 29.915547708401, -90.017629160382 29.914591400934, -90.017676548575 29.913853887999, -90.017688525296 29.913763728114))","2799","3700 Behrman Pl (Northbound)",,"Major Arterial","Behrman Pl","0","2524673","971.94044028108704"
"MULTILINESTRING ((-90.055286127292 29.979843976905, -90.054811092905 29.97987122273, -90.054152211744 29.979913183645))","2439","2300 N Miro St",,"Major Arterial","N Miro St","0","2513286","359.87619856655778"
"MULTILINESTRING ((-90.08578546607 29.967258116796, -90.085873736137 29.967318038416, -90.085940311511 29.967363233176))","2072","Bienville Ave (Median)","From-To","Local","Bienville Ave","0","2526240","62.170494403334395"
"MULTILINESTRING ((-90.108193093952 29.916566073722, -90.109302553575 29.916552829428))","1056","4900 Tchoupitoulas St",,"Major Arterial","Tchoupitoulas St","0","2504492","351.50607627801679"
"MULTILINESTRING ((-90.087255840928 29.948165239213, -90.087441431223 29.947897528394, -90.087494946614 29.94781653426, -90.087626121464 29.947628063051, -90.087725248047 29.947494514544, -90.08774903821 29.947462463537, -90.087806559852 29.947389308739, -90.087818596289 29.94737279652, -90.087868770281 29.947305885776, -90.088393117109 29.946768475091))","788",,"From-To","Major Arterial","S Claiborne Ave","0","2559018","624.43271242087587"
"MULTILINESTRING ((-90.019898891296 30.010115766129, -90.019608941911 30.010145728598, -90.019387908491 30.010172192087, -90.019288605209 30.010183269094))","3069","6000 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2518598","194.71588636495682"
"MULTILINESTRING ((-90.103316458662 29.940095287492, -90.103574528383 29.940075316694))","1194","S Claiborne Ave (Median)","To-From","Major Arterial","S Claiborne Ave","0","2503110","82.058368160306159"
"MULTILINESTRING ((-90.015160207841 30.007520600063, -90.014987263579 30.007609006093, -90.014818036048 30.007702701998, -90.014652738126 30.007801568837, -90.014491577716 30.007905481635, -90.014343934194 30.008007715105, -90.014200296967 30.008114184025, -90.014060825327 30.008224769973, -90.013925677029 30.00833934888, -90.013434974877 30.008743196424, -90.013260861962 30.008886489909, -90.013139992511 30.008983082897, -90.013083052514 30.009025032834, -90.012996060011 30.009082537147, -90.012938802476 30.009117364487, -90.012880309972 30.009150645582, -90.012820644267 30.009182343209, -90.012777849517 30.009203358967, -90.012745268624 30.009218528031, -90.012713135088 30.009233953077, -90.012598245508 30.009286932367, -90.012003744873 30.00954663579, -90.011846552444 30.009619257137, -90.011797526769 30.009645293074, -90.011747808569 30.009678446145, -90.011710366067 30.009703412966, -90.011680575903 30.009729907359, -90.011680540125 30.009729936744, -90.011658372405 30.009752676848, -90.011655880165 30.009755425227, -90.011632728697 30.009783163513, -90.01163269501 30.009783202951, -90.011613351075 30.009810173908, -90.011571499991 30.009871087072, -90.011570349998 30.009872760896, -90.011532327373 30.009947833265, -90.011511598031 30.009995073169, -90.011501002725 30.010019218627, -90.011479966294 30.01007390972, -90.011461295232 30.01012658983, -90.01138156123 30.010351557022, -90.011374631552 30.010369985679, -90.011304800506 30.010555694221, -90.011303634283 30.010558576116, -90.011277184999 30.010623932943, -90.011257418571 30.010663898917, -90.01125661537 30.010665131295, -90.011232775347 30.010701705507, -90.011232295447 30.010702316862, -90.011211465028 30.010728863282, -90.011176927887 30.010765475966, -90.011111751751 30.010817508774, -90.011041486996 30.010864258334, -90.010966698372 30.010905348921, -90.010887985618 30.010940450568))","3390","Interstate 10 Exit","From-To","Ramp",,"0","2521317","1896.3139535522755"
"MULTILINESTRING ((-90.04922385059 29.971972190481, -90.04912082941 29.972311392679, -90.048952116365 29.972856138051, -90.048929957369 29.972929323348))","2458","1400 Franklin Ave (Lakebound)",,"Major Arterial","Franklin Ave","0","2514326","360.29541416861179"
"MULTILINESTRING ((-90.060456043536 30.016667895895, -90.060468447395 30.016821369844))","2902","Elysian Fields Ave (Median)","From-To","Major Arterial","Elysian Fields Ave","0","2519972","55.950561109507859"
"MULTILINESTRING ((-90.078157116548 29.961983456835, -90.078217089733 29.962023798932, -90.078452819747 29.962185006784, -90.078876515429 29.962472444815, -90.079031991101 29.962574888558))","878","1900 Bienville Ave (Riverbound)","To-From","Local","Bienville Ave","0","2511654","350.72733745773104"
"MULTILINESTRING ((-90.020290286147 30.004560097835, -90.019837961547 30.004522317068, -90.01921388649 30.004479528215, -90.01893733386 30.004458605499, -90.018255325024 30.004399507948, -90.017848531063 30.004366659953, -90.016936631021 30.004302215891, -90.016421452274 30.0042652032, -90.014818667457 30.004156132002, -90.014566085677 30.004138602517, -90.013918841949 30.004094682062, -90.013732235488 30.004083709212, -90.013613502013 30.004080946468, -90.013517655522 30.004081094418, -90.013426861975 30.004083087626, -90.013334551744 30.00408711895, -90.013225383746 30.004093156349, -90.012939858486 30.004125137864, -90.012882175874 30.004132628895, -90.012812454455 30.004144719452, -90.012744293283 30.00415693316, -90.012613998051 30.004183162801, -90.012243832713 30.004263029342, -90.011342205081 30.00446307495, -90.011102936396 30.004516131983, -90.009507857182 30.004862048364, -90.009426579592 30.004880237411, -90.008995784002 30.004974185854, -90.008610683653 30.005057759757, -90.006741226334 30.005467705108, -90.006670462136 30.005483234855, -90.005448558835 30.005751388567, -90.004900753373 30.00587019981, -90.003160874288 30.006254053789, -90.002499529468 30.006397634205, -90.000620331476 30.00680803084, -89.998889946251 30.007185078548, -89.998775656496 30.007210198391, -89.997035445285 30.00759266183, -89.996456888068 30.007717723147, -89.996349417641 30.007740876465, -89.995305561014 30.007972411579, -89.995160899966 30.008001920229, -89.995037456972 30.008027099742, -89.99464697819 30.008111304677, -89.994620663977 30.008116933099, -89.994410430082 30.00816189695, -89.994170017757 30.008213461844, -89.993532190025 30.008354639944, -89.993413102995 30.0083817643))","97","5600-7800 Almonaster Ave (Riverside)","From-To","Major Arterial","Almonaster Ave","0","2527270","8706.2287554113846"
"MULTILINESTRING ((-90.124903744729 29.959263741783, -90.125049763614 29.959380834196, -90.125534214477 29.959775144682, -90.125706173355 29.959915275418))","713","8600 S Claiborne Ave (Riverside)","To-From","Major Arterial","S Claiborne Ave","0","2500349","347.42643906551388"
"MULTILINESTRING ((-89.997555377668 30.037714619317, -89.997575354558 30.037799982852, -89.99759910953 30.037888031725, -89.997634470695 30.038003829947, -89.997679490094 30.038136585744, -89.997728739227 30.038268036618, -89.997749269013 30.038319275504, -89.997784295888 30.03840533018))","198","7600 Crowder Blvd (Riverbound)",,"Major Arterial","Crowder Blvd","0","2522147","261.69230719941783"
"MULTILINESTRING ((-90.098309108296 29.946140928506, -90.098344983845 29.946213069884, -90.09863366621 29.946817417333, -90.098675767804 29.946905303166))","600","3400 Toledano St (Lakebound)","From-To","Major Arterial","Toledano St","0","2503610","301.25391233157097"
"MULTILINESTRING ((-89.968123362393 30.018580667503, -89.968050234675 30.018598817279, -89.967961545407 30.018620829533, -89.967507415865 30.018733540177, -89.967244957622 30.018798679439, -89.966635939274 30.018942313416, -89.966581502143 30.018956145154, -89.965523904247 30.019224859311, -89.965237513695 30.019297623208, -89.965166774071 30.019315224205))","121","10030-10200 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2525217","973.08812964920457"
"MULTILINESTRING ((-90.045812128309 30.00273139049, -90.045546745185 30.002739496916, -90.045281722816 30.002754017627, -90.045275374124 30.002754480692, -90.044461768384 30.002813840739, -90.044359396094 30.002821202975))","2282","3900 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2525926","461.06161344522661"
"MULTILINESTRING ((-90.063114620278 29.973250287443, -90.06309243171 29.97325165482, -90.062832206119 29.973267691891, -90.062030266138 29.973316830498, -90.061951575466 29.973321688424, -90.061951545324 29.973321690069))","890","1700 N Claiborne Ave (Lakeside)","To-From","Major Arterial","N Claiborne Ave","0","2513082","369.16319892030049"
"MULTILINESTRING ((-90.093041452149 29.958853655981, -90.093049780903 29.95885687519, -90.093070873543 29.958864369341, -90.093079411968 29.958867143838, -90.093088012288 29.958869768263, -90.093088914617 29.958870039359, -90.093093110321 29.958871250883, -90.093114116765 29.95887683427, -90.093118505076 29.958877900473, -90.093141380082 29.958885698466, -90.093193804035 29.958907609537, -90.093243309574 29.958934173784, -90.093283748336 29.958960957753, -90.093321208097 29.958990845898, -90.093355376868 29.959023587648, -90.093371197694 29.959044822498, -90.093383008141 29.959066538578, -90.093390248924 29.959085354074, -90.093394059839 29.959111609652, -90.093402166385 29.959492399048, -90.093401244564 29.959535316409, -90.09338978873 29.95957327781, -90.093371217034 29.95960904116, -90.093346049862 29.959641603586, -90.093314993463 29.959670051265, -90.093278919196 29.959693585975, -90.093238839823 29.959711546874, -90.093195880146 29.959723430466, -90.093151244718 29.959728903142, -90.093106186384 29.959727811619, -90.093061969654 29.959720186121, -90.093019834525 29.959706240206, -90.0929809644 29.95968636607, -90.092946449471 29.959661121172, -90.092917258386 29.959631214245, -90.092894209218 29.95959748372, -90.092877950526 29.959560876078, -90.092868936432 29.959522418511, -90.092859387599 29.959400815952))","1995","Poydras St (Median)","From-To","Major Arterial","Poydras St","0","2501813","594.71579579193474"
"MULTILINESTRING ((-90.085020303623 29.95917951214, -90.085360455787 29.959335619871, -90.085863339224 29.959566287593, -90.085915984704 29.959590203905))","739","2200 Tulane Ave (Riverbound)","To-From","Major Arterial","Tulane Ave","0","2502471","320.54695067121605"
"MULTILINESTRING ((-90.074896678445 29.954706916421, -90.074975700025 29.954742709279, -90.075244523745 29.954862705565, -90.075365099159 29.954918686644, -90.075429823769 29.954950237526))","1869","1200 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2502669","190.63055514099975"
"MULTILINESTRING ((-90.052908605952 29.991581724514, -90.052804225259 29.991590502787, -90.052045682116 29.991654295195, -90.051717569359 29.991674131208, -90.05170583359 29.991674840797, -90.051679187881 29.99167645153, -90.051650072559 29.99167821157, -90.051638609547 29.991678904801, -90.050973977194 29.991728375143, -90.050386469003 29.991775684924, -90.050305029714 29.991782242472, -90.050193443329 29.99179519161, -90.050051904178 29.99181567463, -90.050007551509 29.991823800722, -90.049865043106 29.99185759899, -90.049823600149 29.991867385431, -90.049757726124 29.991886859985, -90.049675179452 29.991911725222, -90.049593741993 29.991936256442, -90.04954797344 29.991952352423, -90.049512462797 29.991966678969, -90.049468627508 29.99198436369, -90.049394409911 29.992015111097, -90.049363205213 29.992028024442, -90.049362787495 29.992028197071, -90.049314786872 29.992050436978, -90.049248089541 29.992082410806, -90.049144039619 29.992134589228, -90.049139346054 29.992136942484, -90.049058293291 29.992179873444, -90.049016837212 29.992205312344, -90.048959688207 29.992240380853, -90.048836226246 29.992326723613, -90.048829216252 29.992331741057, -90.048821399578 29.992337335299, -90.048715118671 29.99241687216, -90.048613244682 29.992500664664, -90.048516002008 29.992588526867, -90.048423604619 29.992680266389, -90.048336257107 29.992775681078, -90.048254150848 29.992874559325))","3208","Interstate 610","To-From","Freeway","Interstate 610","0","2523493","1612.2456399684395"
"MULTILINESTRING ((-90.025348637828 30.033388054997, -90.024480487371 30.033804757308, -90.024276375712 30.03390272714, -90.024209665983 30.033920719132, -90.023837498874 30.034027760319, -90.023740399355 30.034055687538, -90.023523077879 30.034121084452, -90.022079305015 30.034545027614, -90.021857083011 30.03460789107, -90.021573262085 30.034684103251, -90.020692481154 30.034893069119, -90.019579944831 30.035141880777))","302","6000-6400 Hayne Blvd (Lakeside)",,"Major Arterial","Hayne Blvd","0","2561786","1941.168953907697"
"MULTILINESTRING ((-90.072847081146 29.989387010092, -90.072768814207 29.989433231164, -90.072767195797 29.989434186475, -90.072591343968 29.989538882528, -90.071925681948 29.989947867291, -90.071704364764 29.990083843225, -90.071485592425 29.990218256204, -90.071397758361 29.990272220576, -90.070818597417 29.990619649229, -90.070732975338 29.990671154201, -90.070439712246 29.990847560395, -90.070416005023 29.990861820994, -90.070266077801 29.99095200589, -90.070176260991 29.991003975546, -90.070103443829 29.991049927904, -90.069857821845 29.991188420311))","596","2050 Gentilly Blvd (Riverside)",,"Major Arterial","Gentilly Blvd","0","2523481","1150.9998726797653"
"MULTILINESTRING ((-90.032918448127 29.97049644423, -90.032139557336 29.970321867405, -90.032032140813 29.970296010255))","2367","4100 N Claiborne Ave","To-From","Major Arterial","N Claiborne Ave","0","2515142","289.94428455098364"
