"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Closed","21-01664-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265966","1834-1836 Burgundy St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-04-07T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=m67e77b4661d98852bfffc71171473ebf","2493 137 7516
",,"2022-02-16T09:30:00.000","OSS Reset","2021-02-25T09:12:45.000","2021-02-24T09:14:00.000","Violation: No WIP","C","1834 Burgundy St","New Orleans","LA","70116","3683669.79","535442.74","-90.06108138436355","29.966215814077234",
"Closed","22-01131-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274367","2820 Eagle St","Short Term Rental","Safety and Permits","Initial Hearing","2022-06-01T13:00:00.000",,,,,,"2022-03-20T13:17:52.000","2022-03-20T13:20:00.000","Complete","A","2820 Eagle St","New Orleans","LA","70118","3664087.22","534442.69","-90.12295637272297","29.96404933242661",
"Closed","19-01636-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250311","801 First St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2020-11-11T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=bfac152c698deb2b848b7d2efa74cae8","996 782 130",,,,"2019-03-12T08:45:38.000","2019-03-07T08:47:00.000","Violation: No WIP","B","801 First St","New Orleans","LA","70130","3678695.93","520641.22","-90.0773011137739","29.925667480901904",
"Open","18-12524-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248604","1534 St Louis St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-05-08T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=ma164c45ef1d61ba970e5f6869eb44e58","2489 498 1842 ",,,,"2018-12-26T08:42:46.000","2018-12-26T08:44:00.000","Complete","C","1534 St Louis St","New Orleans","LA","70112","3679767.22","533548.24","-90.07347139832753","29.9611251533734",
"Open","20-21521-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262141","627 Gordon St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-08-04T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f2de5c53f430113a9a4e5da6e069012e","992 791 083",,"2021-06-16T09:00:00.000","OSS Reset","2020-09-16T11:44:49.000","2020-09-03T11:46:00.000","Complete","E","627 Gordon St","New Orleans","LA","70117","3698573.86","531875.19","-90.01414462927187","29.955942882299613",
"Open","13-02252-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=175115","2816 St Claude Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-05-12T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=md73f97a5f313caa7629bc6b86741265e","997 899 644",,,,"2013-04-10T15:37:31.000","2013-04-10T15:30:00.000","Violation: No WIP","C","2816 St Claude Ave","New Orleans","LA","70117","3687841.12","536139.14","-90.04788377439256","29.968002660895248",
"Closed","21-03900-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268202","11206 Curran Rd","Short Term Rental","Safety and Permits","Initial Hearing","2021-11-03T11:00:00.000",,"
",,,,"2021-05-07T21:11:07.000","2021-05-07T21:12:27.000","Pending","E","11206 Curran Rd","New Orleans","LA","70128","3710943.82","566339.24","-89.97379375875887","30.050308397360535",
"Open","20-20102-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260721","509 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-04-28T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=0683440b3a3988075f86b1287bf5350d","994 530 085 ",,,,"2020-03-17T09:41:52.000","2020-03-09T09:43:00.000","Violation: No WIP","C","509 Conti St","New Orleans","LA","70130","3682431.97","531204.92","-90.065138510232","29.95460099008142",
"Open","20-20500-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261120","2247-2249 N Robertson St","Illegal Use","Safety and Permits","Reset Hearing","2021-05-28T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=2f071c8730f7080f3ea10891cdf142b8","993 774 910
",,"2021-05-26T09:00:00.000","OSS Reset","2020-05-13T08:50:28.000","2020-05-12T08:51:00.000","Violation: No WIP","C","2247 N Robertson St","New Orleans","LA","70117","3685398.09","537852.22","-90.05553860597675","29.972788167789883",
"Open","18-11571-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247651","536 Dumaine St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-12-15T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0ae3596e2f04ac9456371751de426946","2489 716 6445 ",,"2021-10-06T09:00:00.000","Pending","2018-11-12T13:12:55.000","2018-11-07T13:15:00.000","Violation: No WIP","C","536 Dumaine St","New Orleans","LA","70116","3683363.65","532729.5","-90.06214322377957","29.958764678586487",
"Closed","20-20534-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261154","2139 St Charles Ave, 1605 Jackson Ave, 2141 St Charles Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-03-17T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=eae7b64ff01eb64506e877ee373a5d0a","995 402 111 ",,,,"2020-05-19T10:21:11.000","2020-06-15T00:00:00.000","Violation: No WIP","B","2139 St Charles Ave","New Orleans","LA","70130","3677599.31","523803.75","-90.08065367194793","29.93439641397602",
"Open","21-08639-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272943","625 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-03-16T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=m832b12598e2a0f6b72abc5a2bf64ad55","2496 129 2828",,,,"2021-12-03T13:56:31.000","2021-12-03T13:59:00.000","Violation: WIP","C","625 Dauphine St","New Orleans","LA","70112","3681801.77","532833.46","-90.06707160826686","29.959098085281056",
"Closed","19-09246-VCCSN","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257921","800 Bourbon St, 739 St Ann St, 741 St Ann St","Signage Violation VCC","Vieux Carré Commission","Initial Hearing","2021-07-21T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m62771688832abd21882bca848c0abad4","997 081 963
",,,,"2019-09-13T09:48:46.000","2019-09-12T09:50:00.000","Violation: No WIP","C","800 Bourbon St","New Orleans","LA","70116","3682541.8","532991.06","-90.06472926822053","29.95950892392028",
"Open","21-01219-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265521","1431-1433 Annunciation St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-11-10T09:00:00.000",,,,"2021-08-18T09:30:00.000","OSS Reset","2021-02-12T10:06:35.000","2021-02-11T10:07:00.000","Violation: No WIP","B","1431 Annunciation St","New Orleans","LA","70130","3681056.38","524086.6","-90.0697299561386","29.935069783836862",
"Closed","19-07631-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256306","526 Bienville St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-05-05T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m7eadf6e3b248cdea6ffbd98c513a966a","994 591 762",,,,"2019-07-25T14:27:04.000","2019-07-16T14:28:00.000","Violation: No WIP","C","526 Bienville St","New Orleans","LA","70130","3682042.92","530922.49","-90.0663768386467","29.953836237465605",
"Open","18-09674-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=245753","738-742 Royal St, 636-638 St Ann St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2020-12-16T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=672afcfdc76cd002efcd74cebb192607","995 985 476 ",,"2019-05-15T13:00:00.000","OSS Reset","2018-09-25T12:54:53.000","2018-09-21T13:17:00.000","Violation: No WIP","C","742 Royal St","New Orleans","LA","70116","3682797.77","532710.18","-90.06393080149283","29.958728804996827",
"Closed","20-21761-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262381","513-515 General Taylor St","Short Term Rental","Safety and Permits","Initial Hearing","2020-11-04T11:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=9355cfd7eea542e3a6a311a6eaca1642","991 879 322 ",,,,"2020-10-01T09:14:57.000","2020-10-02T00:00:00.000","Complete","B","515 General Taylor St","New Orleans","LA","70115","3673425.44","517821.74","-90.09403474136921","29.918072619008846",
"Open","21-07077-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271381","5200-5202 Constance St, 726-728 Dufossat St","Short Term Rental","Safety and Permits","Reset Hearing","2022-03-16T11:30:00.000","https://nola.webex.com/nola/j.php?MTID=m9be0bce0e7fe4194bb58835da67b794c","2491 199 0014",,"2022-01-26T10:00:00.000","OSS Reset","2021-08-28T12:40:31.000","2021-08-19T12:42:00.000","Complete","B","5200 Constance St","New Orleans","LA","70115","3667992.66","518162.63","-90.11117165431065","29.919170409692985",
"Closed","20-00093-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260576","4013 St Claude Ave","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-07-14T13:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m3fda594248ad51b4c1f5c935af08d2c4","994 759 121 ",,,,"2020-02-19T09:34:13.000","2020-02-17T09:35:00.000","Complete","C","4013 St Claude Ave","New Orleans","LA","70117","3691957.91","535428.8","-90.03490827557617","29.965921844522082",
"Closed","19-00813-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=249488","712-714 Washington Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2019-12-11T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=638c58d84448b48575bf7995d3f1a1aa","995 755 141",,"2019-11-13T11:30:00.000","OSS Reset","2019-02-06T07:49:06.000","2019-02-05T07:50:00.000","Violation: WIP","B","714 Washington Ave","New Orleans","LA","70115","3677749.91","519644.79","-90.08032180922054","29.92295610177133",
"Closed","21-02252-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266554","10500 Hayne Blvd","Dumpster Screening","Sanitation","Reset Hearing","2021-10-06T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=m174823c775f7d26fb6ea54ed645f0bf2","2499 934 1432",,"2021-07-21T11:00:00.000","OSS Reset","2021-03-09T15:45:10.000","2021-03-08T16:15:00.000","Complete","E","10500 Hayne Blvd","New Orleans","LA","70127","3708589.48","566402.16","-89.98123257104837","30.050558000204912",
"Closed","21-03709-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268011","1128 Tchoupitoulas St","Dumpster Screening","Sanitation","Reset Hearing","2021-09-08T10:30:00.000",,,,"2021-07-07T10:00:00.000","OSS Reset","2021-05-04T14:33:15.000",,,"B","1128 Tchoupitoulas St","New Orleans","LA","70130","3681928.78","525858.67","-90.0669139658705","29.939915904507185",
"Closed","18-05593-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=241672","340 Chartres St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2020-12-16T15:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=b882a006898ef548e94c8307266b6e02","997 903 488 ",,"2020-11-11T11:00:00.000","OSS Reset","2018-06-25T14:30:55.000","2018-06-25T14:32:00.000","Violation: No WIP","C","340 Chartres St","New Orleans","LA","70130","3682163.65","531313.0","-90.0659819851621","29.954906336391435",
"Closed","19-07438-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256113","700 N Rampart St, 1035 St Peter St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-10-27T14:00:00.000",,,,,,"2019-07-18T13:29:34.000","2019-07-09T13:30:00.000","Violation: No WIP","C","1035 St Peter St","New Orleans","LA","70116","3681430.1","533314.56","-90.06822847666152","29.960432234843655",
"Closed","20-20498-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261118","1501 Marigny St, 2239 N Robertson St, 2241 N Robertson St","Illegal Use","Safety and Permits","Initial Hearing","2021-04-21T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=3295dacc7274c35fcae5b781cae40c67","994 842 714",,,,"2020-05-13T08:46:11.000","2020-05-12T08:49:00.000","Violation: No WIP","C","2239 N Robertson St","New Orleans","LA","70117","3685334.7","537864.83","-90.0557383590463","29.972824784465264",
"Open","19-07916-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256591","505-507 Belleville St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-10-20T09:30:00.000",,,,,,"2019-08-05T10:52:28.000","2019-08-01T10:54:00.000","Violation: No WIP","C","505 Belleville St","New Orleans","LA","70114","3687803.02","529852.77","-90.04822674979631","29.950718493028592",
"Open","19-05431-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254106","1040 S Peters St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Reset Hearing","2022-05-25T09:30:00.000",,,,"2022-02-23T09:30:00.000","OSS Reset","2019-05-28T09:06:06.000","2019-05-23T09:07:00.000","Violation: No WIP","B","1040 S Peters St","New Orleans","LA","70130","3682341.12","526321.81","-90.06559597158589","29.941176847212137",
"Open","21-06396-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270700","2920 Elmwood Park Dr","Zoning General","Safety and Permits","Initial Hearing","2022-01-19T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m4d52d202431bd793838c35643e4dd22e","2499 536 2136
",,,,"2021-08-09T09:24:16.000","2021-08-10T08:30:00.000","Violation","C","2920 Elmwood Park Dr","New Orleans","LA","70114","3693435.58","519802.67","-90.0308028064079","29.922909255113993",
"Open","19-06235-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254910","727-729 St Peter St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-03-31T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=ed432d27c4c1a707d029511dca1db260","994 375 162 ",,"2020-12-09T11:00:00.000","OSS Liable","2019-06-11T12:10:22.000","2019-06-07T12:12:00.000","Violation: No WIP","C","729 St Peter St","New Orleans","LA","70116","3682371.65","532606.97","-90.06527998402078","29.958457986156894",
"Open","18-09691-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=245770","635 Bourbon St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2020-12-16T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=1f213612a54b9034ee15a6b536ab1633","995 336 655",,"2019-09-18T11:30:00.000","OSS Reset","2018-09-25T14:50:24.000","2018-09-20T14:53:00.000","Violation: No WIP","C","635 Bourbon St","New Orleans","LA","70112","3682188.62","532618.77","-90.0658575313175","29.9584960003478",
"Closed","20-21660-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262280","1921 Mandeville St","Short Term Rental","Safety and Permits","Reset Hearing","2020-12-02T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=e395f0629e44f19fc37de1dd2a20e658","992 821 885 ",,"2020-11-04T10:00:00.000","OSS Reset","2020-09-28T09:05:36.000","2020-09-28T09:15:00.000","Complete","D","1921 Mandeville St","New Orleans","LA","70117","3685558.9","539508.3","-90.05497238789752","29.97733687600222",
"Open","13-01191-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=174054","2600-2602 N Rampart St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-06-15T09:00:00.000",,,,,,"2013-03-08T14:26:13.000","2013-03-08T14:15:00.000","Violation: No WIP","C","2600 N Rampart St","New Orleans","LA","70117","3687034.39","535955.83","-90.05043793184379","29.967523482607604",
"Open","22-01535-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274773","928 Kerlerec St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-05-11T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m03fe318a9c6f9bb8572d84b85bcaed76","2496 281 1559 ",,,,"2022-04-21T08:55:08.000","2022-04-21T09:02:00.000","Complete",,"928 Kerlerec St","New Orleans","LA","70116","3683489.12","535257.29","-90.06165843532878","29.965711405150042",
"Closed","18-08810-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=244889","530 Natchez St ","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-01-20T10:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-fe9b10f7-454455534531-a88f26150e09458d&q=1&e=9d54905d-4cb9-4b4f-9623-767d052f6f31&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm722b0b0d84faf2dc1d3f4f14b3f2fbf4","2496 498 5701",,"2021-12-08T10:00:00.000","OSS Reset","2018-09-06T08:37:00.000","2018-08-31T08:40:00.000","Violation: No WIP","B","530 Natchez St","New Orleans","LA","70130","3681332.16","529393.94","-90.06867439421136","29.94965483099693",
"Open","20-20887-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261507","326-330 Chartres St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-02-23T13:00:00.000",,,,"2022-01-20T14:30:00.000","OSS Reset","2020-07-02T13:02:00.000","2020-07-01T13:03:00.000","Violation: No WIP","C","328 Chartres St","New Orleans","LA","70130","3682118.0","531258.0","-90.0661280510824","29.95475649330741",
"Open","21-00519-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264820","335-337 Dauphine St, 900-908 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-04-28T14:00:00.000",,,,"2022-03-09T14:00:00.000","OSS Reset","2021-01-28T10:55:27.000","2021-01-14T10:56:00.000","Violation: No WIP","C","337 Dauphine St","New Orleans","LA","70112","3681246.79","532021.15","-90.06885240406646","29.956881360972858",
"Closed","21-00039-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264333","150 Pinewood Ct","Illegal Use","Safety and Permits","Initial Hearing","2021-11-03T09:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-fe9b10f7-454455534531-53e97325eeb1a645&q=1&e=fb488d7d-6b17-446a-b1e9-38037ac40354&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm70565f3e31e3d5a185188b81c9493012"," 2484 072 5460",,,,"2021-01-05T10:40:50.000","2020-12-16T00:00:00.000","Complete","C","150 Pinewood Ct","New Orleans","LA","70114","3695934.06","523415.44","-90.02278568889608","29.932764809469216",
"Closed","18-09869-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=245948","818 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-12-01T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m4b9eed07914d41afd32b55d27d2d1e95"," 2481 930 0866",,"2019-07-17T12:00:00.000","OSS Reset","2018-09-28T14:44:59.000","2018-09-25T14:46:00.000","Violation: No WIP","C","818 Bourbon St","New Orleans","LA","70116","3682615.78","533091.09","-90.06449215908178","29.95978171990165",
"Open","21-02751-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267053","7700 Read Blvd","Dumpster Screening","Sanitation","Reset Hearing","2022-02-24T10:00:00.000",,,,"2021-10-13T09:00:00.000","OSS Reset","2021-02-08T10:49:58.000","2021-07-02T00:30:00.000","Complete","E","7700 Read Blvd","New Orleans","LA","70127","3708282.16","564785.39","-89.98226414609454","30.046122499453503",
"Closed","20-00129-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260612","640 Bourbon St, 734 St Peter St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2020-12-09T11:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=246d361e307ff845e2ea7787c43ae324","994 038 154 ",,,,"2020-02-28T15:01:30.000","2020-02-27T15:03:00.000","Violation: No WIP","C","734 St Peter St","New Orleans","LA","70130","3682253.14","532609.03","-90.06565413472129","29.958467256103404",
"Open","21-07368-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271672","205-207 Chartres St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-09-28T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m27f30e907359324c1d0a7a012e065d20","2483 822 6033 ",,,,"2021-09-24T13:49:03.000","2021-09-24T13:53:00.000","Violation: No WIP","C","207 Chartres St","New Orleans","LA","70130","3681751.02","530865.76","-90.06730051689163","29.95368912059452",
"Closed","20-21100-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261720","1139-1195 Decatur St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-03-10T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=c1db1c25e77e0b87548928e15b8b24f9","998 021 673",,,,"2020-07-24T10:56:19.000","2020-07-08T11:11:00.000","Violation: No WIP","C","1139 Decatur St","New Orleans","LA","70116","3684224.27","533434.5","-90.05940086013852","29.960676905843368",
"Open","22-02771-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=276011","832 Esplanade Ave","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-08-24T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m2701cfd09a241f49a9f65a76a0f5f390","2483 409 1533 ",,,,"2022-06-13T12:59:18.000","2022-06-13T13:00:00.000","Violation: No WIP","C","832 Esplanade Ave","New Orleans","LA","70116","3683500.54","534756.43","-90.06163992565442","29.964333864170793",
"Open","19-06555-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255230","1239-1243 Chartres St, 602-610 Barracks St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-02-24T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=mbb508ecb41f47430af47ee8a2604a60b","2499 671 5790
",,"2022-01-19T13:30:00.000","OSS Reset","2019-06-17T13:42:09.000","2019-06-17T13:44:00.000","Violation: No WIP","C","1243 Chartres St","New Orleans","LA","70116","3684091.81","533985.31","-90.05979981038294","29.96219549280355",
"Closed","19-01482-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250157","924-926 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-08-07T11:30:00.000","https://nola.webex.com/nola/j.php?MTID=m7e818b38ce6bf1c7b1bfa354bff37ba9","2493 717 7678 ",,,,"2019-03-04T10:53:32.000","2019-02-28T10:55:00.000","Violation: No WIP","C","924 Royal St","New Orleans","LA","70116","3683152.86","533201.48","-90.06279231781082","29.960068890562138",
"Closed","20-20828-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261448","437 Short St, 439 Short St, 7920 Pearl St","Zoning General","Safety and Permits","Reset Hearing","2021-06-16T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=8b7664fced7f89db05bc4c2fc7ae6aee","995 060 926",,"2021-05-05T09:00:00.000","OSS Liable","2020-06-26T12:01:47.000","2020-06-29T12:30:00.000","No Access","A","7920 Pearl St","New Orleans","LA","70118","3660674.15","526177.91","-90.13400777933573","29.941422533491096",
"Open","18-12379-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248459","1011 Bourbon St, 1013 Bourbon St, 1017 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-05-18T13:30:00.000",,,,,,"2018-12-17T13:58:38.000","2018-12-17T14:01:00.000","Violation: No WIP","C","1013 Bourbon St","New Orleans","LA","70116","3682985.77","533679.26","-90.06330322897398","29.961387715349883",
"Closed","18-07705-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=243784","1210 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-10-16T11:30:00.000","https://nola.webex.com/nola/j.php?MTID=m39103f5a88cdd1f8a991806a3f7c94bd","2489 256 8131",,"2019-08-21T12:00:00.000","OSS Reset","2018-08-13T12:40:01.000","2018-08-07T12:43:00.000","Violation: No WIP","C","1210 Royal St","New Orleans","LA","70116","3683729.45","533960.04","-90.06094497414342","29.9621370780295",
"Open","22-03628-BOOTV","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=278867","342 N Rampart St","Private Booting Violation","Safety and Permits","Initial Hearing","2022-09-28T14:40:00.000","https://nola.webex.com/nola/j.php?MTID=m5bda5f14f496f28c49d7c197f0b5b17b","2494 669 6837
",,,,"2022-07-19T12:16:30.000",,,"C","342 N Rampart St","New Orleans","LA","70112","3680749.65","532421.83","-90.07040826919052","29.957998170724775",
"Open","21-02751-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267053","7700 Read Blvd","Dumpster Screening","Sanitation","Initial Hearing","2021-07-28T11:00:00.000",,,,,,"2021-02-08T10:49:58.000","2021-07-02T00:30:00.000","Complete","E","7700 Read Blvd","New Orleans","LA","70127","3708282.16","564785.39","-89.98226414609454","30.046122499453503",
"Closed","19-11579-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260254","1100-1110 Royal St, 635 Ursulines Ave ","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-05-19T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m8cea685080bc744db211d8226b0e4121","997 576 209
",,,,"2019-12-05T11:47:56.000","2019-12-03T11:49:00.000","Violation: No WIP","C","1100 Royal St","New Orleans","LA","70116","3683506.0","533645.91","-90.06166160391028","29.96128014911129",
"Open","21-04500-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268802","1347 Magazine St","Short Term Rental","Safety and Permits","Reset Hearing","2022-05-04T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb0d7a0b232b1a50e950e0ec09c763868","2482 388 6883
",,"2022-03-09T10:00:00.000","OSS Reset","2021-05-25T08:44:02.000","2021-05-25T08:45:00.000","Violation: WIP","B","1347 Magazine St","New Orleans","LA","70130","3680400.34","524860.84","-90.07177415837467","29.937218564205413",
