ADDRESS,DATE,EVENT,EVENT TYPE,COMMENTS,LOCATION TYPE,STATUS,USER,USER MODIFIED,MODIFIED DATE,PLANNING DISTRICT,CIVIC LEAGUE,WARD,SUPER WARD,LATITUDE ,LONGITUDE,LOCATION,US Counties,Civic Leagues,Civic Leagues_uniq_prepend,Civic Leagues_from_ktui_fihj
9581 19TH BAY STREET                                                                                                                                                                                    ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9288321468111,-76.1956578032736,"(36.9288321468111, -76.1956578032736)",2943,25,32,32
AZALEA GARDEN ROAD & PROGRESS ROAD                                                                                                                                                                      ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,INDUSTRIAL PARK               ,Norfolk Industrial Park,3,7,36.8639391403708,-76.2352413158668,"(36.8639391403708, -76.2352413158668)",2943,61,70,70
5212 CARILLO AVENUE                                                                                                                                                                                     ,08/27/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,"TREE DOWN, BLOCKING THE STREET",A,H    ,jmccoy    ,istacy    ,31/08/2011,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8901530424778,-76.3077605389609,"(36.8901530424778, -76.3077605389609)",2943,49,54,54
1200 BLOCK OF NOBLE STREET                                                                                                                                                                              ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,assessment team,B,H    ,auwhite   ,rdelaha   ,25/10/2016,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.9258059933207,-76.2402684213459,"(36.9258059933207, -76.2402684213459)",2943,84,89,89
8044 CAMELLIA ROAD                                                                                                                                                                                      ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,City Oak Tree on the sidewalk easement is falling towards his house.,A,H    ,adavis    ,mnentwi   ,10/10/2016,NORTH CAMELLIA                ,Camellia Gardens,5,6,36.9206995915543,-76.2009009611614,"(36.9206995915543, -76.2009009611614)",2943,13,15,15
3700 BLOCK OF SANTOS STREET                                                                                                                                                                             ,09/02/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,,B,H    ,vsmith    ,vsmith    ,02/09/2011,COLEMAN PLACE                 ,Coleman Place,3,7,36.8692492461365,-76.2429369657676,"(36.8692492461365, -76.2429369657676)",2943,18,20,20
9347 1ST VIEW STREET                                                                                                                                                                                    ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,aworrel   ,,,PAMLICO                       ,Ocean View,5,6,36.9497972511603,-76.2604921911749,"(36.9497972511603, -76.2604921911749)",2943,69,75,75
2300 KIMBALL TERRACE                                                                                                                                                                                    ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Traffic sign issue                                ,"THERE IS A STOP SIGN DOWN AT 2300 KIMBALL TERRANCE.  TRANSPORTATION IS REPAIRING AS OF 8:10AM.
SR# 308945 - smullig 10/30/2012 8:11:06 AM",A,H    ,smullig   ,istacy    ,31/10/2012,BRAMBLETON                    ,Chesterfield Heights,4,7,36.843335560348,-76.2624169719315,"(36.843335560348, -76.2624169719315)",2943,17,19,19
1000 BLOCK OF GRANBY STREET                                                                                                                                                                             ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,mbudd     ,,,EAST GHENT                    ,Downtown Norfolk Civic League,2,6,36.8598154297418,-76.2883157973461,"(36.8598154297418, -76.2883157973461)",2943,22,26,26
522 34TH STREET                                                                                                                                                                                         ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,Damage to siding and roof  minor ,A,H    ,sjohnso   ,,,PARK PLACE                    ,Park Place,2,7,36.8775876566637,-76.2895465819559,"(36.8775876566637, -76.2895465819559)",2943,72,78,78
W BALVIEW AVENUE & STATLER STREET                                                                                                                                                                       ,04/13/2020,Storm Spring 2020 (4/13/2020)                                                                       ,Down power line(s)                                ,,I,H    ,dleavel   ,,,WEST OCEAN VIEW               ,,5,6,36.9547374972288,-76.256287908144,"(36.9547374972288, -76.256287908144)",2943,69,75,75
3564 RIVERSIDE DRIVE                                                                                                                                                                                    ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,mbudd     ,rdelaha   ,21/10/2016,INGLESIDE                     ,Ingleside,4,7,36.845673095675,-76.2367133271879,"(36.845673095675, -76.2367133271879)",2943,44,49,49
NORVIEW AVENUE & TIDEWATER DRIVE                                                                                                                                                                        ,10/04/2015,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,,I,H    ,aminix    ,,,ROLAND PARK                   ,Roland Park,2,7,36.8919926057732,-76.2580080697206,"(36.8919926057732, -76.2580080697206)",2943,79,84,84
100 BLOCK OF D VIEW AVENUE                                                                                                                                                                              ,09/16/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,BAG PICK-UP,B,H    ,vsmith    ,vsmith    ,16/09/2011,WEST OCEAN VIEW               ,Ocean View,1,6,36.9520994431703,-76.2550140063278,"(36.9520994431703, -76.2550140063278)",2943,69,75,75
8033 TARPON PLACE                                                                                                                                                                                       ,10/14/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,Limbs,A,H    ,jsumler   ,,,NORTH CAMELLIA                ,North Camelia Acres,5,6,36.9198056898046,-76.2104477617884,"(36.9198056898046, -76.2104477617884)",2943,62,71,71
9000 BLOCK OF CHESAPEAKE BOULEVARD                                                                                                                                                                      ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,OCEANAIR                      ,Northside,5,6,36.9411935147976,-76.2456849637417,"(36.9411935147976, -76.2456849637417)",2943,101,101,101
3200 BLOCK OF CHESAPEAKE BOULEVARD                                                                                                                                                                      ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"CHESAPEAKE AND CROMWELL 3200 BLOCK 1 WAY SB LEANING 

Hansen Service #280296 - bdavis 8/28/2011 4:22:07 PM",B,H    ,istacy    ,istacy    ,02/09/2011,CROMWELL ROAD INDUSTRIAL      ,Fairmount Park,3,7,36.8762984887678,-76.2520224001629,"(36.8762984887678, -76.2520224001629)",2943,29,29,29
200 BLOCK OF GRANBY STREET                                                                                                                                                                              ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8489296283249,-76.2909873153237,"(36.8489296283249, -76.2909873153237)",2943,22,26,26
900 BLOCK OF NORFOLK SQUARE                                                                                                                                                                             ,05/16/2014,Heavy Rain (5/16/2014)                                                                              ,Flooded street                                    ,,B,H    ,wwalker   ,,,INDUSTRIAL PARK               ,Norfolk Industrial Park,4,7,36.8545823183593,-76.2335466778389,"(36.8545823183593, -76.2335466778389)",2943,61,70,70
E VIRGINIA BEACH BOULEVARD & GRANBY STREET                                                                                                                                                              ,10/29/2012,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,,I,H    ,pmarino   ,,,EAST 21st STREET / MONTICELLO ,Downtown Norfolk Civic League,2,6,36.8579729801085,-76.2882523991138,"(36.8579729801085, -76.2882523991138)",2943,22,26,26
8100 EVERGREEN AVENUE                                                                                                                                                                                   ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,mnentwi   ,,,GLENWOOD PARK                 ,Glenwood Park,1,6,36.9275792611038,-76.3097469064379,"(36.9275792611038, -76.3097469064379)",2943,37,42,42
6400 BLOCK OF COINBROOK AVENUE                                                                                                                                                                          ,05/03/2016,unnamed  (2/25/2016)                                                                                ,Damaged tree(s)                                   ,,B,H    ,aminix    ,,,AZALEA                        ,Lake Whitehurst West,4,7,36.90160810152,-76.2202187348969,"(36.90160810152, -76.2202187348969)",2943,54,60,60
E BRAMBLETON AVENUE & ROSWELL AVENUE                                                                                                                                                                    ,09/22/2016,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,,I,H    ,tmscott   ,,,TIDEWATER - YOUNG PARK        ,No Civic League,4,7,36.8514508792351,-76.2775268824496,"(36.8514508792351, -76.2775268824496)",2943,128,128,128
1245 N MILITARY HIGHWAY                                                                                                                                                                                 ,04/16/2018,unnamed  (3/6/2018)                                                                                 ,Traffic sign issue                                ,,A,H    ,dleavel   ,,,CROWN POINT                   ,,4,7,36.8655560279972,-76.2130153346607,"(36.8655560279972, -76.2130153346607)",2943,128,128,128
2600 BLOCK OF CHESAPEAKE BOULEVARD                                                                                                                                                                      ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,LAYFAYETTE                    ,Fairmount Park,3,7,36.8673410990566,-76.2602025812209,"(36.8673410990566, -76.2602025812209)",2943,29,29,29
DOVE STREET & PARTRIDGE STREET                                                                                                                                                                          ,08/29/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"stop stign leaning on NW corner

280383 - istacy 9/6/2011 8:45:08 AM",I,H    ,kkelley   ,istacy    ,06/09/2011,SEWELLS GARDENS               ,Sewells Gardens,3,7,36.8975093248243,-76.2458347125098,"(36.8975093248243, -76.2458347125098)",2943,81,86,86
NORTHAMPTON BOULEVARD & USAA DRIVE                                                                                                                                                                      ,09/03/2016,HERMINE (9/2/2016)                                                                                  ,Traffic sign issue                                ,,I,H    ,ssummer   ,bdamico   ,06/09/2016,LAKE TAYLOR                   ,No Civic League,4,7,36.8743790669759,-76.2064996806829,"(36.8743790669759, -76.2064996806829)",2943,128,128,128
LENS AVENUE & SHOOP AVENUE                                                                                                                                                                              ,08/28/2011,Irene (8/27/2011)                                                                                   ,Flooded street                                    ,IMPASSIBLE,I,H    ,bfeggin   ,istacy    ,06/09/2011,LAYFAYETTE                    ,Fairmount Park,3,7,36.8701310150272,-76.2590544771841,"(36.8701310150272, -76.2590544771841)",2943,29,29,29
GRANBY STREET & MONTICELLO AVENUE                                                                                                                                                                       ,09/01/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,TREE DPWM BLOCKING STREET.,I,H    ,vsmith    ,,,PARK PLACE                    ,No Civic League,2,7,36.8735529411821,-76.2811673253736,"(36.8735529411821, -76.2811673253736)",2943,128,128,128
1900 BLOCK OF FOXHOUND LANE                                                                                                                                                                             ,10/11/2018,Michael (10/11/2018)                                                                                ,Down power line(s)                                ,,B,H    ,wwalker   ,,,LARRYMORE                     ,Lake Whitehurst West,5,6,36.9069945931243,-76.2205228050323,"(36.9069945931243, -76.2205228050323)",2943,54,60,60
3101 MARNE AVENUE                                                                                                                                                                                       ,08/29/2011,Irene (8/27/2011)                                                                                   ,Damaged sidewalk/curb                             ,TREE DAMAGE TO SIDEWALK AND STREET CALLED IN BY RONNIE FROM PARKS AND FORESTRY,A,H    ,auwhite   ,,,LAYFAYETTE                    ,Fairmount Park,3,7,36.8739366413907,-76.2558061779485,"(36.8739366413907, -76.2558061779485)",2943,29,29,29
200 BLOCK OF FARRELL STREET                                                                                                                                                                             ,10/17/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,DEBRIS IN THE STREET,B,H    ,bboyd     ,rdelaha   ,31/10/2016,NORTHSIDE                     ,Northside,1,6,36.9377337451463,-76.2572025494265,"(36.9377337451463, -76.2572025494265)",2943,101,101,101
6043 PRINCE AVENUE                                                                                                                                                                                      ,01/11/2018,unnamed  (1/7/2018)                                                                                 ,Other                                             ,,A,H    ,clevitt   ,,,LAKE TERRACE                  ,Lake Taylor,4,7,36.8638847475642,-76.1992350214208,"(36.8638847475642, -76.1992350214208)",2943,47,52,52
8042 PACE ROAD                                                                                                                                                                                          ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,TREES DOWN IN THE STREET BUT NOT BLOCKING THE STREET,A,H    ,kclaud    ,rdelaha   ,20/10/2016,NORTH CAMELLIA                ,Camellia Gardens,5,6,36.9207069159186,-76.2000447133545,"(36.9207069159186, -76.2000447133545)",2943,13,15,15
118 WINSHIRE STREET                                                                                                                                                                                     ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,CALLER REPORTS A HUGE TREE/LIMB LYING IN THE MIDDLE OF THE STREET,A,H    ,lgraham   ,,,NORTHSIDE                     ,Northside,1,6,36.9399986678473,-76.2595915256848,"(36.9399986678473, -76.2595915256848)",2943,101,101,101
CHESAPEAKE BOULEVARD & RADFORD STREET                                                                                                                                                                   ,04/13/2020,Storm Spring 2020 (4/13/2020)                                                                       ,Down power line(s)                                ,,I,H    ,dleavel   ,,,ESTABROOK                     ,,3,7,36.8823489172599,-76.2468223772371,"(36.8823489172599, -76.2468223772371)",2943,28,24,24
6100 BLOCK OF SYLVAN STREET                                                                                                                                                                             ,08/30/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,,B,H    ,vsmith    ,vsmith    ,30/08/2011,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8979736135367,-76.3107375363475,"(36.8979736135367, -76.3107375363475)",2943,49,54,54
8500 BLOCK OF EXECUTIVE DRIVE                                                                                                                                                                           ,09/22/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,pick up debris ,B,H    ,auwhite   ,auwhite   ,22/09/2011,COMMODORE PARK                ,Northside,1,6,36.9339368914234,-76.266984493056,"(36.9339368914234, -76.266984493056)",2943,101,101,101
2721 KIMBALL TERRACE                                                                                                                                                                                    ,05/24/2011,Severe Thunderstorm (5/24/2011)                                                                     ,Damaged tree(s)                                   ,Tree on wires or residence.,A,H    ,acastil   ,,,CHESTERFIELD                  ,Chesterfield Heights,4,7,36.8423732573068,-76.2564527749867,"(36.8423732573068, -76.2564527749867)",2943,17,19,19
9633 19TH BAY STREET                                                                                                                                                                                    ,10/31/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,istacy    ,06/11/2012,SHORE DRIVE                   ,East Ocean View,5,6,36.9302664677761,-76.1954909824713,"(36.9302664677761, -76.1954909824713)",2943,25,32,32
1215 MANCHESTER AVENUE                                                                                                                                                                                  ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged sidewalk/curb                             ,tree down blocking sidewalk,A,H    ,mluchun   ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8988812603608,-76.3040018571925,"(36.8988812603608, -76.3040018571925)",2943,49,54,54
1000 BLOCK OF CAMBRIDGE CRESCENT                                                                                                                                                                        ,10/01/2015,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,Street is flooded,B,H    ,bboyd     ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8972468494522,-76.2981730792587,"(36.8972468494522, -76.2981730792587)",2943,49,54,54
543 MUSKOGEE AVENUE                                                                                                                                                                                     ,08/28/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,CITY TREE UPROOTED,A,H    ,auwhite   ,vsmith    ,31/08/2011,ROLAND PARK                   ,Roland Park,2,6,36.897322905478,-76.26274889538,"(36.897322905478, -76.26274889538)",2943,79,84,84
2509 WALMER AVENUE                                                                                                                                                                                      ,08/29/2017,Heavy Rain (8/29/2017)                                                                              ,Flooded street                                    ,,A,H    ,dholmes   ,rdelaha   ,30/08/2017,FOXHALL                       ,Fox Hall,4,7,36.875683539771,-76.2238767975789,"(36.875683539771, -76.2238767975789)",2943,31,36,36
911 SCOTT STREET                                                                                                                                                                                        ,01/08/2018,unnamed  (1/7/2018)                                                                                 ,Water line issue                                  ,,A,H    ,dholmes   ,,,INGLESIDE                     ,Ingleside,4,7,36.8484402425427,-76.2419892217047,"(36.8484402425427, -76.2419892217047)",2943,44,49,49
10TH BAY STREET & PRETTY LAKE AVENUE                                                                                                                                                                    ,10/02/2015,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,,I,H    ,hhoward   ,,,PRETTY LAKE                   ,East Ocean View,5,6,36.9298685301244,-76.2066835420187,"(36.9298685301244, -76.2066835420187)",2943,25,32,32
1457 HADLOCK AVENUE                                                                                                                                                                                     ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down telephone line                               ,"Multiple pine trees blocking street.
Down Power lines from down trees.
",A,H    ,khogan    ,rdelaha   ,28/10/2016,LAKEWOOD                      ,Lakewood,2,6,36.8910783421692,-76.2668587475331,"(36.8910783421692, -76.2668587475331)",2943,120,120,120
1221 NOBLE STREET                                                                                                                                                                                       ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down power line(s)                                ,,A,H    ,mmarcan   ,,,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.92561360504,-76.2399378280576,"(36.92561360504, -76.2399378280576)",2943,84,89,89
LOVITT AVENUE & PARK AVENUE                                                                                                                                                                             ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,TIDEWATER DRIVE INDUSTRIAL    ,No Civic League,4,7,36.8440788971203,-76.2745843443291,"(36.8440788971203, -76.2745843443291)",2943,128,128,128
400 GRANBY STREET                                                                                                                                                                                       ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,testing,A,H    ,tkapsha   ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8512871182039,-76.2894260947975,"(36.8512871182039, -76.2894260947975)",2943,22,26,26
5836 SELLGER DRIVE                                                                                                                                                                                      ,08/30/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,big tree branch fell in the street,A,H    ,cefogel   ,vsmith    ,31/08/2011,RIVER FORREST                 ,River Forrest Shores/ Wayside Manor/ Easton Plac,4,7,36.8388403689029,-76.2041576474123,"(36.8388403689029, -76.2041576474123)",2943,75,81,81
7100 UNIVERSITY DRIVE                                                                                                                                                                                   ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,BAG PICK UP AND DEBRIS REMOVAL.,A,H    ,vsmith    ,vsmith    ,14/09/2011,CHESAPEAKE MANOR              ,Chesapeake Gardens/ Mamie Homes,3,7,36.9068277396237,-76.247264746504,"(36.9068277396237, -76.247264746504)",2943,112,113,113
4700 BLOCK OF LIND STREET                                                                                                                                                                               ,08/04/2019,unnamed  (4/22/2019)                                                                                ,Down light pole                                   ,,B,H    ,jmoss     ,,,ESTABROOK                     ,Sherwood Forest,3,7,36.877216370818,-76.2343752456959,"(36.877216370818, -76.2343752456959)",2943,83,88,88
204 RIDGEWELL CIRCLE                                                                                                                                                                                    ,09/16/2011,Irene (8/27/2011)                                                                                   ,Damaged building                                  ,,A,H    ,tliverm   ,,,PAMLICO                       ,Ocean View,1,6,36.9466460368048,-76.2656086276003,"(36.9466460368048, -76.2656086276003)",2943,69,75,75
9500 BLOCK OF SHORE DRIVE                                                                                                                                                                               ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9275193908749,-76.1911154780033,"(36.9275193908749, -76.1911154780033)",2943,25,32,32
1117 MIDLAND STREET                                                                                                                                                                                     ,05/24/2011,Severe Thunderstorm (5/24/2011)                                                                     ,Damaged tree(s)                                   ,Tree on wires.,A,H    ,acastil   ,,,CAMPOSTELLA                   ,Campostella,4,7,36.831710294249,-76.2695573333205,"(36.831710294249, -76.2695573333205)",2943,15,13,13
8500 BLOCK OF STURGIS ROAD                                                                                                                                                                              ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,9351 ? Sturgis Road  - roof damage from tree ,B,H    ,sjohnso   ,rdelaha   ,31/10/2016,WILLOW TERRACE                ,Bayview,5,6,36.9337338793532,-76.236906091229,"(36.9337338793532, -76.236906091229)",2943,103,103,103
9300 BLOCK OF BUCKMAN AVENUE                                                                                                                                                                            ,10/17/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,DEBRIS IN THE STREET,B,H    ,bboyd     ,,,PAMLICO                       ,Ocean View,5,6,36.9485839743618,-76.2607883209816,"(36.9485839743618, -76.2607883209816)",2943,69,75,75
619 WAUKESHA AVENUE                                                                                                                                                                                     ,08/28/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,TREE LIMB DOWN HOUSE AND CAR DAMAGED,A,H    ,auwhite   ,vsmith    ,31/08/2011,ROLAND PARK                   ,Roland Park,2,6,36.8950484689117,-76.2611467575774,"(36.8950484689117, -76.2611467575774)",2943,79,84,84
5423 HENNEMAN DRIVE                                                                                                                                                                                     ,08/29/2017,Heavy Rain (8/29/2017)                                                                              ,Flooded street                                    ,,A,H    ,dholmes   ,rdelaha   ,30/08/2017,FOXHALL                       ,Fox Hall,4,7,36.8776083670269,-76.2174197833979,"(36.8776083670269, -76.2174197833979)",2943,31,36,36
628 DUDLEY AVENUE                                                                                                                                                                                       ,08/29/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"neighborhood watch sign bent

280377 - istacy 9/6/2011 9:13:29 AM",A,H    ,kkelley   ,istacy    ,06/09/2011,OCEANAIR                      ,Northside,5,6,36.9430058810521,-76.2481160282412,"(36.9430058810521, -76.2481160282412)",2943,101,101,101
1644 SPRINGMEADOW BOULEVARD                                                                                                                                                                             ,10/26/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,zclemon   ,,,LARRYMORE                     ,Lake Whitehurst West,5,6,36.9073095619213,-76.2267112180125,"(36.9073095619213, -76.2267112180125)",2943,54,60,60
FISHERMANS ROAD & STURGIS ROAD                                                                                                                                                                          ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,,I,H    ,sjwilli   ,rdelaha   ,21/10/2016,WILLOW TERRACE                ,Bayview,5,6,36.932915767103,-76.2370092399696,"(36.932915767103, -76.2370092399696)",2943,103,103,103
BALDWIN AVENUE & COLLEY AVENUE                                                                                                                                                                          ,09/09/2014,Rainy Monday (9/8/2014)                                                                             ,Damaged tree(s)                                   ,,I,H    ,slangho   ,,,NORTH GHENT                   ,Ghent Neighborhood League,2,6,36.867256959216,-76.2982858044561,"(36.867256959216, -76.2982858044561)",2943,33,38,38
1053 DUBOSE DRIVE                                                                                                                                                                                       ,09/21/2016,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,Caller called to report that at this address there are two storm drains that are clogged causing slight flooding,A,H    ,tdwilli   ,,,BRAMBLETON                    ,No Civic League,3,7,36.8529855421221,-76.2617976504241,"(36.8529855421221, -76.2617976504241)",2943,128,128,128
1400 BLOCK OF W OCEAN VIEW AVENUE                                                                                                                                                                       ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9671336081314,-76.2922548334147,"(36.9671336081314, -76.2922548334147)",,98,31,31
1720 E INDIAN RIVER ROAD                                                                                                                                                                                ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"RIGHT LANE MUST TURN RIGHT DOWN AND ONE WAY LEFT ARROW BENT

Hansen SR#280208 - devans 8/28/2011 1:45:28 PM",A,H    ,istacy    ,istacy    ,04/09/2011,CAMPOSTELLA HEIGHTS           ,Campostella Heights,4,7,36.8309878272778,-76.2602891949726,"(36.8309878272778, -76.2602891949726)",2943,105,105,105
516 ASHLAWN DRIVE                                                                                                                                                                                       ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down power line(s)                                ,,A,H    ,wwalker   ,,,OAKDALE FARMS                 ,Oakdale Farms/ Denby Park,2,7,36.9183964597711,-76.2576582446482,"(36.9183964597711, -76.2576582446482)",2943,119,119,119
8100 BLOCK OF RIDGEFIELD DRIVE                                                                                                                                                                          ,09/17/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,pick up bags ,B,H    ,auwhite   ,auwhite   ,17/09/2011,NORTH CAMELLIA                ,North Camelia Acres,5,6,36.9238068857011,-76.2058167919364,"(36.9238068857011, -76.2058167919364)",2943,62,71,71
700 BLOCK OF NORMAN AVENUE                                                                                                                                                                              ,09/22/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,700-800 PICK UP DEBRIS,B,H    ,auwhite   ,auwhite   ,22/09/2011,NORTH CHESAPEAKE BLVD.        ,Colonial Heights/ Hyde Park,5,6,36.9275037993857,-76.2507210685871,"(36.9275037993857, -76.2507210685871)",2943,126,126,126
305 36TH STREET                                                                                                                                                                                         ,09/15/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,Caller reporting that owner/tenants have set out storm debris mixed with bulk waste items such as carpet foam and other items at the curb that is falling into the street.,A,H    ,harias    ,,,PARK PLACE                    ,Park Place,2,7,36.8788994806269,-76.285289128684,"(36.8788994806269, -76.285289128684)",2943,72,78,78
400 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                        ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,PINEWELL                      ,Greater Pinewell,5,6,36.9510088919821,-76.247663190545,"(36.9510088919821, -76.247663190545)",2943,102,102,102
1500 MONTICELLO AVENUE                                                                                                                                                                                  ,10/26/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,zclemon   ,,,EAST 21st STREET / MONTICELLO ,No Civic League,4,7,36.8630515049125,-76.2855100816688,"(36.8630515049125, -76.2855100816688)",2943,128,128,128
1115 HILLSIDE AVENUE                                                                                                                                                                                    ,07/09/2014,Thunderstorms (7/9/2014)                                                                            ,Down power line(s)                                ,,A,H    ,bfeggin   ,,,OCEANVIEW                     ,Bayview,5,6,36.9448183590792,-76.239709098641,"(36.9448183590792, -76.239709098641)",2943,103,103,103
9200 BLOCK OF OCELLA AVENUE                                                                                                                                                                             ,09/20/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,DEBRIS PICK UP,B,H    ,auwhite   ,auwhite   ,20/09/2011,OCEANAIR                      ,Northside,5,6,36.9443604674311,-76.2570195819062,"(36.9443604674311, -76.2570195819062)",2943,101,101,101
LOWERY ROAD & N MILITARY HIGHWAY                                                                                                                                                                        ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Traffic sign issue                                ,,I,H    ,rdelaha   ,astango   ,12/10/2016,CROWN POINT                   ,Lake Taylor,4,7,36.863078389523,-76.2103102250738,"(36.863078389523, -76.2103102250738)",2943,128,128,128
COLLEY AVENUE & W 27TH STREET                                                                                                                                                                           ,07/10/2014,7/10 Thunderstorms (7/10/2014)                                                                      ,Closed street                                     ,,I,H    ,sfsmith   ,,,PARK PLACE                    ,Kensington/ Old Dominion,2,7,36.8751262541398,-76.2950172165775,"(36.8751262541398, -76.2950172165775)",2943,46,51,51
8900 BLOCK OF STRATFORD STREET                                                                                                                                                                          ,09/17/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,pick up bags and branches,B,H    ,auwhite   ,auwhite   ,17/09/2011,NORTHSIDE                     ,Northside,1,6,36.9392269835754,-76.258121776889,"(36.9392269835754, -76.258121776889)",2943,101,101,101
5400 BLOCK OF POPLAR HALL DRIVE                                                                                                                                                                         ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,POPLAR HALLS                  ,Poplar Hall,4,7,36.8466451275739,-76.2197461982451,"(36.8466451275739, -76.2197461982451)",2943,74,80,80
