"contactid","topic","phone_number","organization","department","website","email","address","searchterms","_24hour","emergency"
"713","Restrictive Covenant","780-464-8062","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"714","Resume - Free Resume Tutoring Service","780-410-8602","Strathcona County Library",,,,,,,
"715","Retaining Walls - In Recreation Area","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"716","Retaining Walls - Residential","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"999","Rink Shacks - Operation, Maintenance","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"717","Road Access","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"718","Road Ban","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"719","Road Ban - On Primary and Secondary Highways within Alberta","1-877-236-6445","Government of Alberta","Alberta Transportation",,,,,,
"720","Road Closure","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"721","Road Condition","780-471-6056","Government of Alberta","Road Reports","511.alberta.ca/",,,,,
"722","Road Condition","780-468-4940","Government of Canada","Environment Canada",,,,,,
"724","Road Kill - County Road","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"726","Road Maintenance/Line Marking","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"727","Road Map ","780-464-0801","Chamber of Commerce",,,,,,,
"729","Roadside Cleanup - Spring","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"728","Road Use Agreement (RUA)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"723","Roadway Design","780-464-8279","Strathcona County","Transportation Planning and Engineering","/departments/capital-planning-and-construction/",,,"TPE","No","No"
"730","Robin Hood School","780-467-7140","Robin Hood Association",,,,"141 Broadway Blvd. (behind Value Village)",,,
"731","Rotary Club","780-464-4242","Information and Volunteer Centre",,,,,,,
"732","Royal Canadian Legion (Sherwood Park Legion)",,"Royal Canadian Legion","Closed",,,,,,
"733","Rural Addressing Signs","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"734","Rural or Undeveloped Property","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"735","Rural/Urban Road Surfaces (condition of)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"737","RV Dumping Station","780-992-6248","Fort Saskatchewan RV Dump Station",,,,"11121-88 Ave.",,,
"738","RV Parking Bylaws","780-449-0170","Strathcona County","Enforcement Services","/files/files/at-lls-bylaws-13-2011trafficbylaw.pdf",,,"RCMP",,
"1000","Salisbury Athletic Park (SAL)","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"742","School Boards in Strathcona County","780-464-3477","Elk Island Public School Board",,,,,,,
"743","School Ground Maintenance","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"739","S.C.R.A.P. Program","780-449-5514","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,,,,
"744","Second Dwelling - Family Care","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"1001","Seeding (except SAP, SAL, MP)","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"745","Seeding of Recreation Areas","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"746","Seismic Activities, Well Sites & Pipelines","780-416-6739","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"747","Senior Board","780-464-4242","Information and Volunteer Centre",,"www.ivcstrathcona.org/","info@ivcstrathcona.org","100 Ordze Ave, Sherwood Park, AB T8B 1M6",,,
"748","Senior Bus Pass","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"750","Senior Centre, Ardrossan","780-464-4242","Information and Volunteer Centre",,"www.ivcstrathcona.org/","info@ivcstrathcona.org","100 Ordze Ave, Sherwood Park, AB T8B 1M6",,,
"751","Senior Health Line","780-496-8000",,,,,,,,
"752","Senior Housing - FCS","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"753","Senior Housing - IVC","780-464-4242","Information and Volunteer Centre",,,,,,,
"754","Senior Info Line","780-464-4265","Information and Volunteer Centre",,"www.ivcstrathcona.org/","info@ivcstrathcona.org","100 Ordze Ave, Sherwood Park, AB T8B 1M6",,,
"755","Seniors' Line","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"756","Seniors' Property Tax Deferral Program","780-644-9992","Government of Alberta","Seniors property tax deferral program",,,,,,
"757","Seniors' Property Tax Rebate","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"758","Separate School Board","780-467-8896","Elk Island Catholic School Board",,,,"160 Festival Way. Sh Pk",,,
"759","Septic Systems","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"760","Sewage Spillage","1-800-222-6514","Government of Alberta","Alberta Environment",,,,,,
"761","Sewer Line Locations","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"762","Sexual Assault Centre","780-449-0900","Saffron Centre",,,,,,,
"764","Sherwood Park Health Unit","780-342-4600","Alberta Health Services","Capital Health Centre","www.informalberta.ca",,"2 Brower Drive  ",,,
"766","Sherwood Park News","780-464-0033",,,,,,,,
"767","Shrub Bed - Maintenance and Flowers","780-416-7275","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1002","Shrub Beds - Maintenance, Flowers","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"768","Sidewalk - Cleaning (Winter)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"771","Sign Bylaw - Complaints","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"769","Sign - Commercial","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"770","Sign - missing, garage sale, real estate, etc.","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"1003","Signs - Parks","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"773","Siphoning Water From Ponds","780-427-5296","Government of Alberta","Alberta Environment",,,,,,
"1004","Skateboard Ramps","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"775","Skating on Ponds","780-467-2211","Strathcona County","Alberta Environment","/departments/recreation-parks-and-culture/",,,"RPC",,
"777","Skunk Trap","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"778","Smell in the Air","780-429-2237","CAER",,,,,,,
"779","Smell in the Air","1-800-222-6514","Government of Alberta","Alberta Environment",,,,,,
"780","Smell in the Air - Pig Farm, etc.","780-342-4600","Alberta Health Services","Health Unit",,,"2 Brower Drive",,,
"1005","Snow Clearing - Festival Place, Smeltzer House, Broadmoor Lake Plaza, Kinsmen Leisure Centre, Arena, BPGC (Golf Course), Museum","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1006","Snow Clearing - SAP & Sherwood Heights Trail","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"782","Snow Line","780-400-2111","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"786","Snowmobiling in Strathcona County","780-467-7749","Strathcona County","RCMP and Enforcement Services","/departments/rcmp-and-enforcement-services/snowmobiling-in-strathcona-county/",,,,,
"783","Snow Removal - Highway","1-800-390-2242","EMCON Services Inc.",,,,,,"No","No"
"784","Snow Removal - Roads","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"787","Social Insurance Number and Passport forms - General Information","1-800-567-6868","Government of Canada","Canada Place",,,"9700 Jasper Avenue",,,
"788","Social Insurance Number and Passport forms - Sioux Road","780-417-5283","Sherwood Park Registries",,,,"104, 52 Sioux Road",,,
"789","Social Insurance Number and Passport forms - Wye Road","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"1007","Sod, Landscape Repairs","780.464.8493 ","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1008","Sod, Landscape Repairs","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"790","Sod/Landscape Repairs","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"791","Soil - Conservation Projects","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"792","Soil - Testing","780-342-4600","Alberta Health Services","Health Unit",,,"2 Brower Drive",,,
"1043","South Contact Office","780-400-3880","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/agriculture-services/rural-contact-offices/",,"22142 South Cooking Lake Road","contact office,south,rural,","No","No"
"793","SPCA","780-471-1774","Edmonton Humane Society",,,,"13620 - 163 Street",,,
"794","Special Event Permit","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"795","Spirit of Strathcona","780-464-0801","Chamber of Commerce",,,,,,,
"796","Sports Field (except SAP, SAL & MP)","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1009","Sports Fields (except SAP, SAL, MP, EH)","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1010","Spray Decks","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1011","Spray Decks - Volunteers","780.464.8013","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"797","Spray Deck - Volunteer Program","780-464-8013","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"798","Sprinkler Systems - Fire","780-464-8215","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"799","Sprinkler Systems - Fire","780-464-8131","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"800","Sprinkler Systems - Irrigation","780-416-7266","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"801","Statistical Information/Demographic ","780-464-8252","Strathcona County","Corporate Planning and Intergovernmental Affairs","/departments/corporate-planning/",,,"CPIA",,
"803","Stormwater Lakes","780-461-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"805","Strathcona Athletic Park","780-400-2064","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1012","Strathcona Athletic Park (SAP)","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"806","Strathcona Athletic Park (SAP)","780-400-2088","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"807","Strathcona Care Centre","780-467-3366","Alberta Health Services","CapitalCare Foundation",,,,,,
"808","Strathcona County Hospital","780-449-5380","Alberta Health Services",,,,"9000 Emerald Drive",,,
"809","Strathcona County Library","780-410-8600","Strathcona County","Library","/departments/strathcona-county-library/",,"401 Festival Lane, Community Center, T8A 5P7",,,
"810","Strathcona County Web Site","780-416-7243","Strathcona County","Communications","/departments/communications/",,,"COM","No","No"
"811","Strathcona Food Bank ","780-449-6413","Strathcona Food Bank",,,,"255 Kaska Road",,,
"813","Strathcona Industrial Update Line","1-866-653-9959","Strathcona Industrial Association (SIA)",,"sia.ab.ca/",,"10160 - 112 Street, Edmonton  T5K 2L6 ","SIA",,
"804","Strathcona (Old) Whyte Avenue","780-437-4182","Old Strathcona Business Association",,,,,,,
"814","Strathcona Science Park ","780-672-7274","Government of Alberta","Alberta Parks","www.albertaparks.ca/strathcona-science/",,"10980 - 17 Street, Edmonton",,,
"815","Strathcona Search and Rescue","780-440-1710","Edmonton Regional Search and Rescue Association",,,,,,,
"816","Strathcona Wilderness Centre","780-922-3939","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,"Rge. Rd. 212 & Baseline Road (north)","RPC",,
"817","Strathcona Women's Shelter","780-464-7233","Strathcona Women's Shelter",,,,,,"Yes",
"818","Street Cleaning","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"819","Street Lights Burnt Out","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"822","Students for Hire","780-416-4159","Sherwood Park and District Chamber of Commerce",,,,,,,
"820","Student Transportation - School","780-449-6480","Elk Island Catholic School",,,,,,,
"821","Student Transportation - School","780-417-8151","Elk Island Public School Board",,,,,,,
"823","Subdividing Land","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"824","Subdivision Appeal","780-464-8140","Strathcona County","Legislative and Legal Services","/departments/legislative-legal-services/",,,"LLS",,
"825","Subsidized Housing","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"826","Sump Pump - Installation","780-464-8064","Strathcona County","Utilities - Water & Wastewater Services","/departments/planning-development-services/",,,"PDS",,
"827","Sump Pump - Installation","780-416-7266","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"828","Sump Pump - Re-Directing","780-467-7785","Strathcona County","Planning and Development Services","/departments/utilities/wastewater/",,,,,
"832","Swimming in Lakes - South Cooking, Antler, etc.","310-3773","Government of Alberta","Sustainable Resources",,,,,,
"834","Tables/Benches  - Furnishing in Recreation Area","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1013","Tables, Benches, Furnishings","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"837","Taxi Bylaw","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"835","Tax Information","780-464-8120","Strathcona County","Assessment and Tax","/departments/assessment-and-tax/",,,"TAX",,
"836","Tax Recovery of Properties","780-464-8065","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"838","T-bollards  - Install, Repair","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1014","T-bollards - Install, Repair","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"839","Telephone Books for Strathcona County","780-464-0801","Chamber of Commerce",,,,,,,
"841","Tennis Court","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"842","Tent - Setup","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1015","Tents - Special Events","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"843","Tent - Temporary","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"1016","Thin Ice Signs","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1017","Thistles","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"844","Thistles in Recreation Area","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1018","Toboggan Hill Maintenance","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"845","Toboggan Hill Maintenance","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"846","Toilet Rebate","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"1019","Toilet Repairs - Permanent","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1020","Toilets - Pump outs, Permanent (South Cooking Lake, Lakeview Sail Club, Centennial Park)","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"847","Tourist Information","780-464-8095","Strathcona County","Economic Development and Tourism","/departments/economic-development-and-tourism/",,,"EDT",,
"848","Tourist Information Centre","780-464-0801",,,,,"Ordze Rd (in same building as IVC)",,,
"849","Town Clerk","780-464-8140","Strathcona County","Legislative and Legal Services","/departments/legislative-legal-services/",,,"LLS",,
"850","Town of Beaumont","780-929-8782","Town of Beaumont",,"www.beaumont.ab.ca/",,,,,
"851","Town of Bruderheim","780-796-3731","Town of Bruderheim",,"www.bruderheim.ca/",,,,,
"852","Town of Lamont","780-895-2010","Town of Lamont",,"www.lamont.ca/",,,,,
"853","Town of Stony Plain","780-963-2151","Town of Stony Plain",,"www.stonyplain.com/",,"4905 - 51 Avenue, Stony Plain, T7Z 1Y1",,,
"854","Town of Tofield","780-662-3269","Town of Tofield",,"tofieldalberta.ca/",,"5407 - 50 Street",,,
"855","Toxic Round Up - now called: Enviroservice","780-449-5514","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,,,,
"856","Traffic Control Permit - Temporary/Right of Way Const Permit (ROWCAP)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"857","Traffic Count","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"858","Traffic Sign","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"859","Traffic Signal - non-functioning, timing","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"1021","Traffic Signs","780.417.7100","Strathcona County","Transportation and Agriculture Services",,,,"TAS",,
"862","Trailer/Motor Homes Parked on Driveway","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"860","Trail Maintenance - Urban/Summer","780-461-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"861","Trail Maintenance - Winter","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"1023","Trails (Aggregate/Non-Asphalt)","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1024","Trails (Aggregate/Non-Asphalt) - Surrounds","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1025","Trails (Aggregate/Non-Asphalt) - Surrounds","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1026","Trails (Aggregate/Non-Asphalt) - Surrounds","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1027","Trails (Asphalt)  - Sweeping, Replacement, Maintenance - Winter/Summer","780.417.7100","Strathcona County","Transportation and Agriculture Services",,,,"TAS",,
"1022","Trails - Missing Links","780.410.8512","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"863","Trans Canada trail","780-422-7150","Alberta TrailNet",,,,,,,
"864","Transit - Driver Complaint","780-464-7433","Strathcona County","Transit","/departments/transit/",,,,"No","No"
"865","Transit - Schedule, Route","780-464-7433","Strathcona County","Transit","/departments/transit/",,,,"No","No"
"867","Transportation and Agriculture - Pedestrian, Playground, School Crossing, Speed","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"868","Transportation and Agriculture - Recovery of Signs","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"870","Transportation and Agriculture Services - Overweight/Over Dimensional Agreement",,"Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"871","Transportation Planning","780-464-8279","Strathcona County","Transportation Planning and Engineering","/departments/capital-planning-and-construction/",,,"TPE","No","No"
"169","Transportation Planning and Engineering","780-464-8279","Strathcona County","Transportation Planning and Engineering","/departments/capital-planning-and-construction/",,,"TPE","No","No"
"872","Travel Alberta ","1-800-661-8888","Alberta Tourisim",,,,,,,
"874","Tree - Cutting Christmas trees ","780-464-7955","Government of Alberta","Recreation, Parks and Culture",,,,,,
"875","Tree - Cutting/Trimming/Maintenance (County)","780-416-7275","Strathcona County","Environment and Sustainable Resources","/departments/recreation-parks-and-culture/",,,"RPC",,
"876","Tree - Over Neighbour's Fence","780-464-4044","Strathcona County","Family and Community Services",,,,,,
"877","Tree - Over Neighbour's Fence","780-416-7275","Strathcona County","Recreation, Parks and Culture",,,,,,
"1028","Trees - Donations","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1029","Trees - Information Brochures","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1030","Trees - Pruning, Removal, Re-locating, Planting, Replacement, Maintenance, Hazards, Insects, Diseases","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1031","Trees - Roots (Sewer Back-Up)","780.467.7785","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"878","Trickle System Water through Strathcona County","780-461-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"879","Tridem Axle Certificate (TAC) Permit","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"880","Truck Route","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"881","Ukrainian Cultural Heritage Village","780-662-3640","Government of Alberta","Alberta Culture & Tourism",,,,,,
"1032","Unauthorized Structures/Forts (Natural Areas)","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"882","Undeveloped Municipal Reserve Maintenance","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"883","Unemployment Insurance","1-800-206-7218","Government of Canada","Service Canada",,,,,,
"884","Unkempt/Unsightly Yards","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"885","Unusual Odour/Sight","780-467-5216","Strathcona County","Emergency Services","/departments/emergency-services/",,,"EMS",,
"887","Urban Designation","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"888","Used Oil - Recycle","780-449-5514","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,,,,
"890","Utility Cabinet - Anti-graffiti Wrap","780-464-8176","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"891","Utility Locates for Gas, Power, and Telephone ","1-800-242-3447","Dial Before You Dig",,,,,,,
"892","Vehicle - Commercial Concerns","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"893","Veterinarian Clinic - Wild Animals","780-417-1119","Park Veterinary Centre",,,,"101 Broadway Blvd",,,
"895","Victim Services - RCMP","780-449-0153","RCMP",,,,,,,
"896","Visibility Obstructions/Traffic","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"897","Volleyball Court","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1033","Volunteers in Parks","780.400.2028","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1034","Walkways - fixing ruts","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"898","Wasp, Bees Nest on County Property Only","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"1035","Wasp & Hornet Nests","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"899","Waste Water - Waste Management","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"901","Water and Sewer Trouble","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,"Yes",
"902","Water Being Taken out of Lake","780-427-6966","Government of Alberta","Alberta Environment",,,,,,
"903","Water Garden Tour","780-410-8600","Strathcona County Library",,,,,,,
"904","Water Hook-up","780-464-8273","Strathcona County","Utilities - Customer Billing","/departments/utilities/customer-billing/",,,,,
"1036","Water Levels","780.467.7785","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"905","Water Line ","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/water/",,,,,
"914","Waterline, Sewer, and Community Energy Location","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/",,,,,
"906","Water Metre c.c. Location, Installation, Repair and Maintenance","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/water/",,,,,
"907","Water Out of Lake","780-427-6966","Government of Alberta","Alberta Environment",,,,,,
"908","Water Recreation - Boating/Swimming","780-415-4815","Government of Alberta","Sustainable Resources",,,,,,
"909","Water Table - Height of","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"910","Water Testing (for bacteria and chemicals)","780-342-4600","Alberta Health Services","Capital Health",,,,,,
"911","Water Tower Card - Sherwood Park/Tamarack Drive ","780-464-8273","Strathcona County","Utilities - Customer Billing","/departments/utilities/customer-billing/",,,,,
"913","Water, Wastewater, and Garbage Billing","780-464-8273","Strathcona County","Utilities - Customer Billing","/departments/utilities/customer-billing/",,,,,
"900","Water - Water and Sewer (Rural)","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"912","Water Well Information","310-0000","Government of Alberta","Alberta Environment (Water Wells)","aep.alberta.ca/water/reports-data/alberta-water-well-information-database/default.aspx ",,,,,
"915","Weather Condition","780-468-4940","Government of Canada","Environment Canada","weather.gc.ca/city/pages/ab-50_metric_e.html",,,,,
"916","Weather Warning","780-462-7120","Government of Canada","Environment Canada","weather.gc.ca/warnings/report_e.html?ab33",,,,,
"917","Webmaster","780-410-6595","Strathcona County","Communications","/departments/communications/",,,"COM",,
"918","Weed Control","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"919","Weed Inspector","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"1037","Weeds - Playgrounds","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1038","Weeds - Residential Property","780.417.7100","Strathcona County","Transportation and Agriculture Services",,,,"TAS",,
"1039","Weeds - Rural:  naturalized area, no park/no trail","780.417.7100","Strathcona County","Transportation and Agriculture Services",,,,"TAS",,
"1040","Weeds - Shrub Beds / Islands","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"1041","Weeds - Turf","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"920","Welcome Wagon","780-467-8665","Information and Volunteer Centre",,,,,,,
"921","Welfare Office","780-467-5195","Government of Alberta","Alberta Social Services",,,"Trillium Centre - 121 Crimson Drive",,,
"922","Well","780-427-2770","Government of Alberta","Alberta Environment",,,,,,
"924","Well Site/Rig Move","780-416-6739","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"923","Well - Water Well on Property","780-427-2770","Government of Alberta","Alberta Environment - Groundwater Branch",,,,,,
"925","West Nile Virus ","780-408-5465","Capital Health Link Line",,,,,,,
