"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea","buildingtype","location"
"2017-0537-B","13 SUNLAND WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2017-12-13T00:00:00.000","2017-05-11T00:00:00.000","2017-05-31T00:00:00.000",,"Jayman Built","R1C","4","2629","328000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8131074005","8042124","220660","7557475","2017-01-01T00:00:00.000","2017-05-01T00:00:00.000","53.56320648","-113.25158372","1","2017","5","74","131","1620965","NE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56320648, -113.25158372)"
"2009-0321-B","7276 ESSEX WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-06-28T00:00:00.000","2009-04-22T00:00:00.000","2009-04-29T00:00:00.000","2009-04-29T00:00:00.000","COVENTRY HOMES INC","R1C","4","3042","295680","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8157016003","4525741","38227","3859401","2009-01-01T00:00:00.000","2009-03-01T00:00:00.000","53.56353478","-113.27949983","1","2009","3","16","157","0726951","NE","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56353478, -113.27949983)"
"2021-0268-B","351 SAVOY CR","To Construct a Duplex, 347, 351","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2021-11-08T00:00:00.000","2021-03-26T00:00:00.000","2021-04-09T00:00:00.000",,"Rohit Communities - Oksana Shemchuk","R2A","4","3631","315260","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129134007","9928716","251889","8810171","2021-01-01T00:00:00.000","2021-02-01T00:00:00.000","53.56687821","-113.2580776","1","2021","2","134","129","1920196","NE","12","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.56687821, -113.2580776)"
"2008-0643-B","25 RIDGEBROOK CRT","LANDING (existing) approx. 59.5sq.ft.","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-10-27T00:00:00.000","2008-06-04T00:00:00.000","2008-06-11T00:00:00.000","2008-06-11T00:00:00.000","HUCULAK, JEFF & CARRIE",,"8",,"2500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7392006001","4153670","27551","1489309","2008-01-01T00:00:00.000","2008-06-01T00:00:00.000","53.51567016","-113.25075577","1","2008","6","6","392","0226328",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51567016, -113.25075577)"
"2009-0493-B","119 52105 RNG RD 225","New Single Detached Dwelling (Building Rebate on PV #184907)","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-08-10T00:00:00.000","2009-05-20T00:00:00.000","2009-06-17T00:00:00.000","2009-06-17T00:00:00.000","KENSINGTON MASTER BUILDERS","RCL","6","8142","1300000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2208711704","4566723","39057","4029058","2009-01-01T00:00:00.000","2009-04-01T00:00:00.000","53.47143342","-113.21224824","1","2009","4","17","1","0820044","SW","8","52","22","4","Rural","Single Detached Dwelling","
,  
(53.47143342, -113.21224824)"
"2013-0701-B","801 PETROLEUM WY","60 x 60 Frameless Wet Office Complex, 5 Trailers","INDUSTRIAL","111707","RELOCATION","1970","Completed","2013-10-01T00:00:00.000","2013-06-10T00:00:00.000","2013-06-13T00:00:00.000","2013-06-13T00:00:00.000","Suncor Energy.","IH","1",,"393250","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3305100004","6537620","36264","13194","2013-01-01T00:00:00.000","2013-07-01T00:00:00.000","53.55826469","-113.34943845","1","2013","7",,,,"NE","5","53","23","4","Sherwood Park","Offices","
,  
(53.55826469, -113.34943845)"
"2014-0871-B","4, 11 AUGUSTINE CR","Duplex - 3 & 4, 11 Augustine Crescent","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2015-12-07T00:00:00.000","2014-07-29T00:00:00.000","2014-07-29T00:00:00.000","2014-07-29T00:00:00.000","Rohit Communities Inc - Rahim Shivji","R3","4","3286","306020","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8522301301","6952083","156788","6984294","2014-01-01T00:00:00.000","2014-08-01T00:00:00.000","53.55737503","-113.29325477","1","2014","8",,"13","1423825","SW","11","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55737503, -113.29325477)"
"2008-1377-B","294 SUNCREST RD","Basement DevelopmentPermit Extended to Sept. 30/12 SD (customer will call by then for insp.)","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-07-06T00:00:00.000","2008-12-05T00:00:00.000","2008-12-05T00:00:00.000","2008-12-05T00:00:00.000","RISHAUG, ROBERT","DC43","4","300","4000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8127040005","4401160","33789","2989638","2008-01-01T00:00:00.000",,"53.55854234","-113.26281402","1","2008","13","40","127","0525974","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55854234, -113.26281402)"
"2009-1270-B","51142 RNG RD 223","New Detached Garage 36' x 52'","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-08-15T00:00:00.000","2009-09-29T00:00:00.000","2009-10-05T00:00:00.000","2009-10-05T00:00:00.000","Kjosness, Clare","AG","7",,"90000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1209106002","4767058","23524","1392","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.38885072","-113.173291","1","2009","12","6",,"6635NY","NE","9","51","22","4","Rural","Storage Building","
,  
(53.38885072, -113.173291)"
"2009-0707-B","265 51559 RNG RD 225","Deck (27' x 12')","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-11-05T00:00:00.000","2009-07-02T00:00:00.000","2009-07-15T00:00:00.000","2009-07-15T00:00:00.000","BASKEN, KEN, 673323 ALBERTA LTD.","RCL","6","320","8000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1232328003","4636085","22017","3086","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.45250632","-113.2135087","1","2009","7","23","1","792TR","NW","32","51","22","4","Rural","Single Detached Dwelling","
,  
(53.45250632, -113.2135087)"
"2022-0782-B","26, 301 PALISADES WY","Tenant improvement - building envelope repair","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-08-15T00:00:00.000","2022-08-11T00:00:00.000","2022-08-15T00:00:00.000",,"Shamrock Building Services (Not Webactive)","R3","1",,"70000","3",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8530434806","10647169","116213","7097684","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.55462469","-113.29698389","1","2022","7",,"48","1224728","NE","3","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55462469, -113.29698389)"
"2009-0783-B","6235 SUNBROOK LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-08-30T00:00:00.000","2009-07-15T00:00:00.000","2009-07-22T00:00:00.000","2009-07-22T00:00:00.000","PACESETTER HOMES LTD - TRAVIS SUTHERLEY","R1C","4","2150","148000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8134031007","4652068","38925","4001742","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.55658023","-113.25537544","1","2009","7","31","134","0740945","SE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55658023, -113.25537544)"
"2009-1413-B","25 51058 RNG RD 212","New Detached Garage (26' x 26')","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-12-30T00:00:00.000","2009-10-29T00:00:00.000","2009-11-03T00:00:00.000","2009-11-03T00:00:00.000","GALBRAITH, SEAN & PEDERSEN, LIS","RCL","7","676","25000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1103104004","4810563","23963","436","2009-01-01T00:00:00.000",,"53.37677269","-113.00352262","1","2009","14","4","1","7823056","NE","3","51","21","4","Rural","Storage Building","
,  
(53.37677269, -113.00352262)"
"2007-0249-B","248 FOXTAIL WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-11-21T00:00:00.000","2007-02-20T00:00:00.000","2007-03-07T00:00:00.000","2007-03-07T00:00:00.000","REID BUILT HOMES","R1C","8","2261","149240","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7367046003","3603848","35996","3536519","2007-01-01T00:00:00.000","2007-02-01T00:00:00.000","53.52242209","-113.25195347","1","2007","2","46","367","0627917",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.52242209, -113.25195347)"
"2008-0615-B","4 ROBIN ST","Addition to Residence:  Attached Garage","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-09-04T00:00:00.000","2008-05-29T00:00:00.000","2008-06-02T00:00:00.000","2008-06-02T00:00:00.000","GRINHAM, ROBIN",,"3","435","30000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7057002003","4146562","15287","16718","2008-01-01T00:00:00.000","2008-06-01T00:00:00.000","53.51959222","-113.28605508","1","2008","6","2","57","2294NY","NW","26","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.51959222, -113.28605508)"
"2018-0394-B","42 SUMMERSTONE LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2018-10-22T00:00:00.000","2018-05-08T00:00:00.000","2018-05-28T00:00:00.000",,"Jayman Built","R1C","4","2677","358000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8139011006","8480950","195707","7198324","2018-01-01T00:00:00.000","2018-03-01T00:00:00.000","53.55842037","-113.24986886","1","2018","3","11","139","1521457","SE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55842037, -113.24986886)"
"2009-0924-B","433 52465 RNG RD 213","Shop - 30' x 44'","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-12-04T00:00:00.000","2009-08-07T00:00:00.000","2009-09-16T00:00:00.000","2009-09-16T00:00:00.000","WISPINSKI, WAYNE & RITA","RCL","7",,"40000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2127337000","4685616","10745","7812","2009-01-01T00:00:00.000","2009-09-01T00:00:00.000","53.52785165","-113.02225916","1","2009","9","37","1","8121529","SW","34","52","21","4","Rural","Storage Building","
,  
(53.52785165, -113.02225916)"
"2009-0793-B","4 GROVELAND RD","INTERIOR RENOVATIONS - INSTALL BEAM KITCHEN AREA","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-08-24T00:00:00.000","2009-07-16T00:00:00.000","2009-07-22T00:00:00.000","2009-07-22T00:00:00.000","RESCOM INC","R1A","2",,"18000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7170036003","4654817","9470","20952","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.53309802","-113.2783636","1","2009","7","36","170","634TR","SE","35","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.53309802, -113.2783636)"
"2006-1986-B","319 COWAN CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-11-15T00:00:00.000","2006-11-28T00:00:00.000","2006-12-14T00:00:00.000","2006-12-14T00:00:00.000","HOMES BY AVI (Edmonton) LP","R1B","2","2540","317683","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8114010006","3504536","35366","3419837","2006-01-01T00:00:00.000",,"53.55329459","-113.27469587","1","2006","19","10","114","0625187",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55329459, -113.27469587)"
"2016-0625-B","210 SERENITY LN","New Single Detached Dwelling",,,,"1970","Completed","2016-11-25T00:00:00.000","2016-06-21T00:00:00.000","2016-06-23T00:00:00.000","2016-06-23T00:00:00.000","Jayman Built","R1C","4","2363","354759","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8146003005","7653236","195658","7198377","2016-01-01T00:00:00.000","2016-06-01T00:00:00.000","53.56274964","-113.25016087","1","2016","6","3","146","1521457","SE","12","53","23","4","Sherwood Park",,"
,  
(53.56274964, -113.25016087)"
"2009-0810-B","52144 RNG RD 214","Attached garage & mud room","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-12-18T00:00:00.000","2009-07-20T00:00:00.000","2009-08-04T00:00:00.000","2009-08-04T00:00:00.000","RESSLER, GERARD & CARLA","RA","7","1408","70000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2108101308","4658175","35703","28481","2009-01-01T00:00:00.000","2009-08-01T00:00:00.000","53.47691503","-113.05080957","1","2009","8","3",,"9820897","NE","8","52","21","4","Rural","Single Detached Dwelling","
,  
(53.47691503, -113.05080957)"
"2010-0122-B","54 FOXBORO GROVE","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-12-14T00:00:00.000","2010-02-04T00:00:00.000","2010-02-04T00:00:00.000","2010-02-04T00:00:00.000","Lanteigne, Gary","R1C","8","700","4000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7384152005","4916114","27753","1448888","2010-01-01T00:00:00.000","2010-01-01T00:00:00.000","53.52058261","-113.2574096","1","2010","1","152","384","0225395","NE","25","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.52058261, -113.2574096)"
"2009-0678-B","9 DORIAN WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-08-18T00:00:00.000","2009-06-25T00:00:00.000","2009-07-07T00:00:00.000","2009-07-07T00:00:00.000","REID BUILT HOMES","R1B","4","2368","200000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8036022008","4629736","38442","3932485","2009-01-01T00:00:00.000","2009-06-01T00:00:00.000","53.55338708","-113.26089579","1","2009","6","22","36","0728745",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55338708, -113.26089579)"
"2007-0870-B","33 CREEKSIDE DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-12-12T00:00:00.000","2007-05-31T00:00:00.000","2007-06-29T00:00:00.000","2007-06-29T00:00:00.000","MALONEY, Lindsay & Ryan","R1A","5","3604","310000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211721404","3744798","36241","3536447","2007-01-01T00:00:00.000","2007-08-01T00:00:00.000","53.55561495","-113.14088652","1","2007","8","14","2","0627962","NW","2","53","22","4","Rural","Single Detached Dwelling","
,  
(53.55561495, -113.14088652)"
"2013-0328-B","8, 301 PALISADES WY","Four Plex townhouses - # 2, 4,6,8","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2015-02-06T00:00:00.000","2013-04-03T00:00:00.000","2013-04-04T00:00:00.000","2013-04-04T00:00:00.000","GRANDE DESIGN HOMES (PRINCETON) LTD.",,"1","9128","907516","4",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8000031129","6453418","116248","2614457","2013-01-01T00:00:00.000","2013-03-01T00:00:00.000","53.55502124","-113.29770986","1","2013","3","12","1","0520194","NE","3","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55502124, -113.29770986)"
"2006-0271-B","22 RAVEN DR","Wood Burning Stove; Vista","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2006-03-13T00:00:00.000","2006-03-02T00:00:00.000","2006-03-06T00:00:00.000","2006-03-06T00:00:00.000","COUGHLIN, JOHN","R1A","3",,"3100","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7054019000","3124290","13596","16540","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.52344366","-113.29089261","1","2006","2","19","54","5105MC","NW","26","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.52344366, -113.29089261)"
"2004-1148-B",,"Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-04-03T00:00:00.000","2004-08-04T00:00:00.000","2004-08-13T00:00:00.000","2004-08-13T00:00:00.000","GILEWICH, GREG",,"4",,"2500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8022059005","2318497","0","30497","2004-01-01T00:00:00.000","2004-11-01T00:00:00.000","53.55211434","-113.25748118","1","2004","11","59","22","0023995","NE","1","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55211434, -113.25748118)"
"2018-0865-B","98 52477 HWY 21","Enclosing rear deck to create three season covered porch - permit extended 1 year ends OCT 30,2020","RESIDENTIAL","111702","ADDITION","197277","Not Approved","2022-05-04T00:00:00.000","2018-09-04T00:00:00.000","2018-10-01T00:00:00.000",,"Remi's Handyman Services","RCL","6",,"65000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2231701101","8641774","29832","2154441","2018-01-01T00:00:00.000","2018-08-01T00:00:00.000","53.53096245","-113.24434889","1","2018","8","10","1","0420081","SW","31","52","22","4","Rural","Single Detached Dwelling","
,  
(53.53096245, -113.24434889)"
"2009-1356-B","133 51112 RNG RD 222","HOT TUB","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-08-16T00:00:00.000","2009-10-15T00:00:00.000","2009-10-16T00:00:00.000","2009-10-16T00:00:00.000","ECKERSLEY, DOUG","RCL","7",,"10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1210510002","4790839","23771","1459","2009-01-01T00:00:00.000",,"53.38297913","-113.15796634","1","2009","13","23","1","7521607","SE","10","51","22","4","Rural","Single Detached Dwelling","
,  
(53.38297913, -113.15796634)"
"2009-0596-B","7370 ESSEX RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-09-26T00:00:00.000","2009-06-11T00:00:00.000","2009-06-18T00:00:00.000","2009-06-18T00:00:00.000","CATALINA HOMES (EDMONTON) LTD.","R1C","4","1465","150000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8159013008","4600908","38193","3859458","2009-01-01T00:00:00.000","2009-05-01T00:00:00.000","53.56413555","-113.2809811","1","2009","5","13","159","0726951",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.56413555, -113.2809811)"
"2022-0652-B","21 AINSLEY WY","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-07-14T00:00:00.000","2022-07-04T00:00:00.000","2022-07-06T00:00:00.000",,"Dixon, Chris","R1C","4","534","25000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8174010006","10590026","250722","8249536","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.56029043","-113.29110595","1","2022","6","10","174","1722834","SW","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56029043, -113.29110595)"
"2007-1019-B","1720 106 AV","refinery plant","INDUSTRIAL","111703","ALTERATIONS","1970","Completed","2009-12-30T00:00:00.000","2007-06-21T00:00:00.000","2007-06-28T00:00:00.000","2007-06-28T00:00:00.000","A.D. WILLIAMS ENGINEERING INC","IH","1",,"3865600","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3307504005","3774646","25797","13251","2007-01-01T00:00:00.000","2007-10-01T00:00:00.000","53.55642898","-113.37069609","1","2007","10",,"A","4622HW","SE","7","53","23","4","Sherwood Park","Refineries","
,  
(53.55642898, -113.37069609)"
"2017-1032-B","118 SUNWOOD BAY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2018-02-21T00:00:00.000","2017-08-28T00:00:00.000","2017-09-05T00:00:00.000",,"Jayman Built","R1C","4","2629","427415","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8148019004","8185181","220653","7557437","2017-01-01T00:00:00.000","2017-10-01T00:00:00.000","53.56427448","-113.25593914","1","2017","10","19","148","1620965","NE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56427448, -113.25593914)"
"2009-0725-B","54530B RNG RD 212","Mobile Home (as Secondary Suite)","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-07-25T00:00:00.000","2009-07-06T00:00:00.000","2009-08-06T00:00:00.000","2009-08-06T00:00:00.000","ROY-L FARMS LTD","AG","5",,"146000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4134500000","4639682","58363","14079","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.70619149","-113.00112952","1","2009","7",,,,"SE","34","54","21","4","Rural","Mobile Home","
,  
(53.70619149, -113.00112952)"
"2013-0958-B","222 BASELINE RD","Structural steel permit for renovations to existing commercial building","COMMERCIAL","111703","ALTERATIONS","1970","Completed","2017-10-24T00:00:00.000","2013-07-30T00:00:00.000","2013-07-31T00:00:00.000","2013-07-31T00:00:00.000","ABBARCH ARCHITECTURE INC.(Edmonton)","DC1","1",,"4164020","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8201006001","6597571","25530","26246","2013-01-01T00:00:00.000","2013-09-01T00:00:00.000","53.54197736","-113.31496788","1","2013","9","6","201","9220581","SW","3","53","23","4","Sherwood Park","Stores","
,  
(53.54197736, -113.31496788)"
"2022-0004-B","81 PINE ST","Secondary Suite","RESIDENTIAL","4205166","SECONDARY SUITE","151675","Approved - File Closed","2022-05-04T00:00:00.000","2022-01-04T00:00:00.000","2022-01-17T00:00:00.000",,"Christian, Chris","R1A","3",,"140000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7031027001","10332715","14179","15669","2022-01-01T00:00:00.000",,"53.52233511","-113.29691589","1","2022","0","27","31","5661KS","N","27","52","23","4","Sherwood Park","Secondary Suite","
,  
(53.52233511, -113.29691589)"
"2008-0490-B","37 51025 RNG RD 222","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-01-22T00:00:00.000","2008-05-07T00:00:00.000","2008-05-21T00:00:00.000","2008-05-21T00:00:00.000","JUTRAS, RYAN","RE","7","3387","600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1202703702","4121204","26991","1192597","2008-01-01T00:00:00.000","2008-04-01T00:00:00.000","53.37025529","-113.14413132","1","2008","4",,"37","0125764","W","2","51","22","4","Rural","Single Detached Dwelling","
,  
(53.37025529, -113.14413132)"
"2009-0817-B","410 53038 RNG RD 225","New Detached Garage - 24'x 24'","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-11-26T00:00:00.000","2009-07-21T00:00:00.000","2009-07-23T00:00:00.000","2009-07-23T00:00:00.000","ADAMSON, DEBBIE","RCL","5",,"18000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3206511203","4659796","26171","9274","2009-01-01T00:00:00.000","2009-08-01T00:00:00.000","53.54581511","-113.22587213","1","2009","8","12","1","9924027","SE","6","53","22","4","Rural","Storage Building","
,  
(53.54581511, -113.22587213)"
"2016-1146-B","30 FOSBURY LINK","To Construct a Duplex, 28 & 30","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2018-06-29T00:00:00.000","2016-10-28T00:00:00.000","2016-11-07T00:00:00.000","2016-11-07T00:00:00.000","Kimberley Construction Management Ltd","UV4 ""Area 7""","3","4624","594281","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9005033003","7798595","220221","7544283","2016-01-01T00:00:00.000","2016-11-01T00:00:00.000","53.50889363","-113.30418583","1","2016","11","33","5","1620820","NE","22","52","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.50889363, -113.30418583)"
"2003-0952-B",,"Mechanical and Electrical Equipment Upgrades - Telus Facility - Storage Building","COMMERCIAL","111703","ALTERATIONS","1970","Completed","2003-09-18T00:00:00.000","2003-07-04T00:00:00.000","2003-07-17T00:00:00.000","2003-07-17T00:00:00.000","Cityscape Contracting Ltd.",,,,"39000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2332303011","1812376","0","11753","2003-01-01T00:00:00.000","2003-09-01T00:00:00.000",,,"1","2003","9",,"A","0822737","NW","32","52","23","4","Sherwood Park","Storage Building",
"2006-1114-B","247 SUMMERTON CR","Duplex-LOT 122 & 123 Block 123 Address: 243 / 247  SUMMERTON CRESCENT & LOT 122:  247 SUMMERTON CRESCENT","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-07-16T00:00:00.000","2006-07-05T00:00:00.000","2006-07-24T00:00:00.000","2006-07-24T00:00:00.000","JAYMAN MASTER BUILT","R2A","4","3266","240000","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8123122007","3311345","30802","2545185","2006-01-01T00:00:00.000","2006-11-01T00:00:00.000","53.55608782","-113.26651411","1","2006","11","122","123","0427048","SW","12","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55608782, -113.26651411)"
"2019-0903-B","202 SALISBURY WY","Tisbury A Office #107 and Tisbury B Fitness Centre #139.","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2020-05-04T00:00:00.000","2019-09-18T00:00:00.000","2019-09-20T00:00:00.000",,"DIALOG","UV4 ""Area 8A""","3","2289","150000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9008038007","9224840","210073","7461935","2019-01-01T00:00:00.000","2019-09-01T00:00:00.000","53.51007957","-113.3008228","1","2019","9","38","8","1525196","NE","22","52","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.51007957, -113.3008228)"
"2007-0236-B",,"two permantly located blast resistant maintenance turnaround permit","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-09-29T00:00:00.000","2007-02-14T00:00:00.000","2007-04-19T00:00:00.000","2007-04-19T00:00:00.000","COLT ENGINEERING CORPORATION","IHH",,,"391602","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5132103002","3600296","0","1029459","2007-01-01T00:00:00.000","2007-02-01T00:00:00.000",,,"1","2007","2","D",,"4868TR","NE","32","55","21","4","Rural","Offices",
"2020-1110-B","1195 SANDSTONE BLVD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2021-07-16T00:00:00.000","2020-12-03T00:00:00.000","2020-12-11T00:00:00.000",,"Jayman Built","R1C","4","3592","610000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8148024007","9804198","251150","8427638","2020-01-01T00:00:00.000","2020-11-01T00:00:00.000","53.56485483","-113.25614555","1","2020","11","24","148","1820859","NE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56485483, -113.25614555)"
"2010-0195-B","310, 101 GRANADA BLVD","PROPOSED RESTAURANT/NEIGHBOURHOOD PUB""Overtime Broiler & Tap"" (749.2 m2) Unit #100","COMMERCIAL","111703","ALTERATIONS","1970","Completed","2010-03-16T00:00:00.000","2010-02-23T00:00:00.000","2010-03-11T00:00:00.000","2010-03-11T00:00:00.000","Overtime Broiler & Tap","CITP ""Area PP""","2",,"100000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7152008004","4935235","25575","20157","2010-01-01T00:00:00.000","2010-01-01T00:00:00.000","53.52890938","-113.289082","1","2010","1","8A","152","8622838","SW","35","52","23","4","Sherwood Park","Restaurants","
,  
(53.52890938, -113.289082)"
