"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","1816","Physician Assistant I","22","1.0","101057.00","1.0","107784.00","1.0","107784.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","1842","Medical Laboratory Technician III","13","1.0","38886.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","1941","Clinical Nurse I","FA","4.0","306178.00","6.0","455259.00","6.0","455259.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","1942","Clinical Nurse II","FB","1.0","92199.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","1966","Licensed Practical Nurse II","PN2","2.0","104978.00","2.0","111968.00","2.0","111968.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","2010","Medical Records Technician","11","1.0","44280.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","2011","Medical Records Technician Senior","16","1.0","61779.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","2141","Special Procedures Technician","17","1.0","50266.00","1.0","53612.00","1.0","53612.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","4826","Health Advocate - ACHN","11","1.0","43479.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","5296","Medical Assistant","12","3.0","113941.00","8.0","335241.00","8.0","335241.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","5384","Nurse Coordinator II","NS2","1.0","83515.00","2.0","168922.00","2.0","168922.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930421","The Jorge Prieto Health Center","5925","Psychologist-Ambulatory","PSY","1.0","67557.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","51","Administrative Assistant V","20","1.0","55892.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","907","Clerk V","11","6.0","255319.00","6.0","267876.00","6.0","267876.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1524","Medical Social Worker III","17","1.0","69628.00","2.0","127875.00","2.0","127875.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1652","Attending Physician Senior 6","K06","1.0","155948.00","1.0","157565.00","1.0","157565.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1653","Attending Physician Senior 7","K07","1.0","199552.00","1.0","212612.00","1.0","212612.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1941","Clinical Nurse I","FA","2.0","159437.00","2.0","172972.00","2.0","172972.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1942","Clinical Nurse II","FB","2.0","184395.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1957","Divisional Nursing Director","NS3","1.0","116623.00","1.0","124176.00","1.0","124176.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","1966","Licensed Practical Nurse II","PN2","1.0","53016.00","1.0","56545.00","1.0","56545.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","2010","Medical Records Technician","11","1.0","46493.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","3990","Advanced Practice Nurse - Nurse Practitioner","FF","1.0","73693.00","1.0","78600.00","1.0","78600.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","4779","Medical Laboratory Technician II (ACHN Sat)","11","1.0","43051.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","4826","Health Advocate - ACHN","11","3.0","128024.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","5296","Medical Assistant","12","4.0","139327.00","5.0","200763.00","5.0","200763.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930422","Austin-Westside","5384","Nurse Coordinator II","NS2","1.0","80229.00","1.0","87238.00","1.0","87238.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","48","Administrative Assistant III","16","1.0","51763.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","907","Clerk V","11","4.0","178647.00","4.0","191442.00","4.0","191442.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1524","Medical Social Worker III","17",,,"1.0","53612.00","1.0","53612.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1550","Social Service Coordinator","24","1.0","73904.00","1.0","78460.00","1.0","78460.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1652","Attending Physician Senior 6","K06","3.0","523532.00","3.0","563749.00","3.0","563749.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1653","Attending Physician Senior 7","K07","1.0","196355.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1816","Physician Assistant I","22","1.0","78213.00","1.0","83578.00","1.0","83578.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1941","Clinical Nurse I","FA","2.0","149442.00","2.0","161761.00","2.0","161761.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1962","Attendant Patient Care","DC","1.0","34655.00","1.0","36962.00","1.0","36962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","1966","Licensed Practical Nurse II","PN2","2.0","90436.00","2.0","97534.00","2.0","97534.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","4826","Health Advocate - ACHN","11","1.0","45494.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","5296","Medical Assistant","12","3.0","106903.00","2.0","83195.00","2.0","83195.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","5384","Nurse Coordinator II","NS2",,,"1.0","79962.00","1.0","79962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","5817","Director of Ambulatory Specialty and Pediatric Care","K10","1.0","196429.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930424","Woodlawn Adult","6441","Associate Medical Director, Specialty Care","K",,,"1.0","69190.00","1.0","69190.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","48","Administrative Assistant III","16","1.0","62696.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","907","Clerk V","11","4.0","177664.00","4.0","188180.00","4.0","188180.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","935","Stenographer IV","11","1.0","43412.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","1050","Patient Service Coordinator","14","1.0","57255.00","1.0","61067.00","1.0","61067.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","1524","Medical Social Worker III","17",,,"1.0","53612.00","1.0","53612.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","1639","Attending Physician 9","K09","1.0","184099.00","1.0","206802.00","1.0","206802.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","1941","Clinical Nurse I","FA","2.0","144374.00","2.0","187666.00","2.0","187666.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","1942","Clinical Nurse II","FB","1.0","92199.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","2011","Medical Records Technician Senior","16","1.0","62379.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","3992","Advanced Practice Nurse - Certified Registered Nurse Midwife","FF","1.0","113021.00","1.0","120545.00","1.0","120545.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","4779","Medical Laboratory Technician II (ACHN Sat)","11","1.0","32910.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","4826","Health Advocate - ACHN","11","2.0","77368.00","2.0","81874.00","2.0","81874.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","5296","Medical Assistant","12","2.0","70415.00","4.0","160836.00","4.0","160836.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930425","Near South","5384","Nurse Coordinator II","NS2","1.0","80291.00","1.0","87305.00","1.0","87305.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","48","Administrative Assistant III","16","1.0","62696.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","907","Clerk V","11","6.0","258052.00","6.0","259494.00","6.0","259494.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1524","Medical Social Worker III","17","1.0","65142.00","2.0","123785.00","2.0","123785.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1637","Attending Physician 7","K07","1.0","203129.00","1.0","203519.00","1.0","203519.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1652","Attending Physician Senior 6","K06","1.0","155948.00","1.0","174398.00","1.0","174398.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1653","Attending Physician Senior 7","K07","1.0","198555.00","1.0","215907.00","1.0","215907.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1842","Medical Laboratory Technician III","13","1.0","48970.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1941","Clinical Nurse I","FA","2.0","175956.00","2.0","153983.00","2.0","153983.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1942","Clinical Nurse II","FB","1.0","59416.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","1966","Licensed Practical Nurse II","PN2","2.0","105505.00","2.0","112529.00","2.0","112529.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","2011","Medical Records Technician Senior","16","1.0","63014.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","4826","Health Advocate - ACHN","11","2.0","85128.00","2.0","90792.00","2.0","90792.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","5296","Medical Assistant","12","3.0","108716.00","3.0","130370.00","3.0","130370.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930426","Englewood (Auburn Gresham)","5384","Nurse Coordinator II","NS2",,,"1.0","105636.00","1.0","105636.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","46","Administrative Assistant I","12","1.0","48703.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","51","Administrative Assistant V","20","1.0","74678.00","1.0","83401.00","1.0","83401.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","907","Clerk V","11","13.0","535405.00","10.0","424085.00","10.0","424085.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","919","Business Office Supervisor","13","1.0","53328.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1524","Medical Social Worker III","17","2.0","108873.00","2.0","121379.00","2.0","121379.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1636","Attending Physician 6","K06",,,"1.0","157565.00","1.0","157565.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1637","Attending Physician 7","K07",,,"1.0","170654.00","1.0","170654.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1652","Attending Physician Senior 6","K06","4.0","702724.00","3.0","570403.00","3.0","570403.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1655","Attending Physician Senior 9","K09","1.0","242767.00","1.0","263982.00","1.0","263982.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1842","Medical Laboratory Technician III","13","1.0","41220.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1941","Clinical Nurse I","FA","7.0","533387.00","5.0","429149.00","5.0","429149.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1943","Nurse Clinician","FC",,,"1.0","90512.00","1.0","90512.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1957","Divisional Nursing Director","NS3","1.0","116723.00","1.0","124276.00","1.0","124276.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1961","Attendant Patient Care","CD","3.0","105634.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","1966","Licensed Practical Nurse II","PN2","5.0","264553.00","5.0","282164.00","5.0","282164.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","3990","Advanced Practice Nurse - Nurse Practitioner","FF","2.0","194473.00","2.0","207206.00","2.0","207206.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","4080","Clerk IV (Public Health)","10",,,"1.0","44022.00","1.0","44022.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","4826","Health Advocate - ACHN","11","1.0","37750.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","5249","Psychologist II","21","1.0","61450.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","5296","Medical Assistant","12","8.0","270529.00","8.0","319823.00","8.0","319823.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930427","Sengstacke","5384","Nurse Coordinator II","NS2","3.0","274494.00","2.0","160913.00","2.0","160913.00"
