"period","start_date","end_date","zip_code","service_district","quality_of_life","overall_feeling_of_safety","neighborhood_safety","city_appearance","neighborhood_appearance","nashville_as_residence","nashville_as_place_to_raise","nashville_as_workplace","nashville_as_place_to_start","nashville_as_retirement_place","metro_services_overall","value_received_from_taxes","elected_official_leadership","elected_official","elected_official_accessibility","metro_transparency_and_ethics","metro_budgeting_and","customer_service","metro_communication","decision_input_opportunity","crime_prevention","police_overall","fire_and_ems_overall","streets_and_sidewalks_overall","trash_and_recycling_overall","public_education","public_health_overall","public_library","social_services_overall","economic_development_overall","parks_and_recreation_overall","code_enforcement_overall","public_transit_overall","water_services_overall","metro_provided_arts_and","affordable_housing_overall","historic_preservation_overall","_1st_priority_service","_2nd_priority_service","_3rd_priority_service","_4th_priority_service","_5th_priority_service","city_street_maintenance","street_signs_and_traffic","pedestrian_infrastructure","curb_space_management","bicycle_infrastructure","trash_service","curbside_recycling","drop_off_recycling","street_lighting","public_works_personnel","police_visibility","traffic_enforcement","police_professionalism","police_response_time","school_crossing_guards","school_resource_officers","youth_violence_programs","special_event_security","fire_services","fire_response_time","emergency_medical_services","ems_response_time","fire_professionalism","ems_professionalism","mta_bus_service","music_city_circuit","accessride","music_city_star","park_and_ride","bus_shelters","mta_personnel_professionalism","trash_and_debris_enforcement","lawn_and_brush_enforcement","exterior_maintenance","short_term_rental_enforcement","strp_complaint_hotline","codes_personnel","codes_responsiveness","_911_services","non_emergency_number","hubnashville_311","program_information","nashville_gov","metro_video_programming","metro_social_media","parks_maintenance","outdoor_athletic_fields","walking_and_biking_trails","swimming_pools","community_centers","youth_recreation_programs","senior_recreation_programs","parks_personnel","park_safety","burial_assistance_program","family_support_services","homeless_services","nutrition_programs","head_start_early_head_start","low_income_home_energy","violent_crime_victim_services","tap_water","water_service_reliability","water_emergency_response","flood_prevention","stormwater_fund_use","water_services_value","water_services_communication","water_services_information","water_services_social_media","water_services_employee","crime_victim","mnpd_officer_contact","_311_hubnashville_usage","nashville_gov_usage","park_community_center_usage","mta_bus_service_usage","bicycle_usage","arts_cultural_event_attendance","public_library_usage","metro_elected_official_contact","public_meeting_attendance","neighborhood_meeting","monthly_housing_cost_over","rideshare_bikeshare_usage","commute_by_walking_biking","affordable_housing_preference","opioid_addiction","neighborhood_tree_canopy","internet_use_for_information","mobile_phone_internet_access","home_internet_access","natural_disaster_preparedness","_500_emergency_expense","healthcare_access","healthy_food_access","childcare_access","pre_k_access","public_transit_access","park_and_green_space_access","affordable_housing_access","diversity_support_efforts","diversity_acceptance","disability_access","job_access","neighborhood_arts_and_culture","small_business_and_freelance","farmers_market","general_hospital","emergency_and_natural_disaster","no_children_in_davidson_county","children_ages_0_5","children_agest_6_13","children_agest_13_17","public_school_attendance","charter_school_attendance","private_school_attendance","other_school_attendance","other_school_definition","school_quality","own_or_rent","years_lived_in_davidson_county","business_owner_operator","race_ethnicity_white","race_ethnicity_black","race_ethnicity_hispanic","race_ethnicity_asian_or","race_ethnicity_native_american","race_ethnicity_other","race_ethnicity_other_1","total_annual_household_income","age","gender_identity","education_attained"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37210","Urban Services District","Neutral","Dissatisfied","Dissatisfied","Neutral","Very Dissatisfied","Neutral","Below Average","Neutral","Below Average","Below Average","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Streets and sidewalks","Water / stormwater","Police","Fire and EMS","Social services","Very Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Satisfied","Dissatisfied","Neutral","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No",,"false","Yes","Yes","Yes","Yes","Yes","Yes","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Own","30","No",,,,"Yes",,,,,"45-54","Male","High school graduate"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37211","Urban Services District","Very Satisfied","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Excellent","Excellent","Excellent","Excellent","Excellent","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Neutral","Very Satisfied","Neutral","Very Satisfied","Neutral","Very Satisfied","Streets and sidewalks","Parks and recreation","Affordable housing","Police","Fire and EMS","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Satisfied","Very Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",,,"false",,,"Yes","Yes","Yes","Yes","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Very Dissatisfied","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied",,"Yes","Yes",,"Yes","Yes",,,,"Average","Own","27","No","Yes",,,,,,,"$30,000 to $59,999","35-44","Male","High school graduate"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","Urban Services District","Very Satisfied","Satisfied","Dissatisfied","Satisfied","Dissatisfied","Excellent","Don't Know","Good","Don't Know","Neutral","Satisfied","Dissatisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Neutral","Satisfied","Don't Know","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Dissatisfied","Very Satisfied","Very Satisfied","Neutral","Very Dissatisfied","Very Satisfied","Satisfied","Don't Know","Neutral","Public transportation","Solid waste services","Social services","Economic development","Code enforcement","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Very Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","true","Yes","Yes","Yes","Yes","No","Yes","Very Satisfied","Very Satisfied","Dissatisfied","Don't Know","Very Dissatisfied","Satisfied","Don't Know","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Very Dissatisfied","Don't Know","Very Satisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Own","5","No","Yes",,,,,,,"$100,000 or more","25-34","Female","Bachelor's degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37204","Urban Services District","Very Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Excellent","Don't Know","Excellent","Good","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Don't Know","Neutral","Dissatisfied","Dissatisfied","Affordable housing","Streets and sidewalks","Social services","Public health","Police","Dissatisfied","Dissatisfied","Neutral","Neutral","Don't Know","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Dissatisfied","Neutral","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Neutral","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","false","Yes","Yes","Yes","Yes","Yes","Yes","Very Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Own","3","No","Yes",,,,,,,"$100,000 or more","35-44","Female","Graduate degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37214","Urban Services District","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Good","Neutral","Good","Good","Good","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Neutral","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Streets and sidewalks","Affordable housing","Economic development","Parks and recreation","Solid waste services","Dissatisfied","Neutral","Very Dissatisfied","Neutral","Dissatisfied","Dissatisfied","Very Dissatisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Dissatisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","true","Yes","Yes","Yes","Yes","Yes","Yes","Neutral","Satisfied","Neutral","Don't Know","Neutral","Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Yes",,,,,,,,,,"Rent","5","No","Yes",,,,,,,"$30,000 to $59,999","45-54","Male","Some college"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37013","Urban Services District","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Good","Good","Good","Good","Good","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Satisfied","Dissatisfied","Neutral","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Streets and sidewalks","Affordable housing","Public education","Police","Public health","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Neutral","Don't Know","Neutral","Neutral","Very Satisfied","Very Satisfied","Satisfied","Don't Know","Satisfied","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","false","No","Yes","Yes","Yes","Yes","Yes","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Satisfied","Satisfied","Neutral","Satisfied","Neutral","Don't Know","Satisfied","Neutral","Don't Know","Very Satisfied","Don't Know","Satisfied",,,"Yes",,,,,"Yes","Private Christian","Excellent","Own","24","No","Yes",,,,,,,"$60,000 to $99,999","65+","Male","Graduate degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37211","Urban Services District","Satisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Excellent","Excellent","Excellent","Excellent","Good","Satisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Neutral","Satisfied","Very Satisfied","Very Dissatisfied","Very Satisfied","Neutral","Neutral","Very Satisfied","Neutral","Neutral","Satisfied","Neutral","Very Satisfied","Satisfied","Very Satisfied","Neutral","Satisfied","Streets and sidewalks","Water / stormwater","Public health","Social services","Code enforcement","Very Dissatisfied","Dissatisfied","Very Dissatisfied","Neutral","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Neutral","Dissatisfied","Very Dissatisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Dissatisfied","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Neutral","Satisfied","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"No","Yes","No","false","Yes","Yes","Yes","Yes","Yes",,"Very Satisfied","Very Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Very Satisfied","Satisfied","Very Satisfied","Don't Know","Very Satisfied","Neutral","Very Satisfied","Yes",,,,,,,,,,"Own","31","No","Yes",,,,,,,"$60,000 to $99,999","45-54","Male","Graduate degree"
"2018Q1","2018-02-01T00:00:00.000","2018-03-06T00:00:00.000","37207","Urban Services District","Satisfied","Neutral","Neutral",,"Satisfied","Good","Below Average","Good",,"Below Average","Satisfied","Neutral","Neutral",,,"Don't Know",,"Neutral","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Dissatisfied",,"Satisfied","Don't Know",,"Satisfied",,"Very Dissatisfied",,"Satisfied",,,,,,,,"Neutral","Satisfied",,,"Very Dissatisfied","Satisfied","Dissatisfied","Satisfied","Neutral",,"Satisfied","Neutral","Satisfied","Don't Know",,,,,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",,"Satisfied",,"Don't Know","Don't Know","Don't Know",,"Dissatisfied","Neutral","Neutral","Dissatisfied",,,,"Satisfied","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Don't Know","Don't Know",,,,,,,,,,,,,,,,,,,,"No","Yes","No",,,"No","Yes","Yes",,,,"No",,,,,,,"Yes","Yes","Yes",,,"Neutral","Satisfied","Don't Know","Don't Know","Dissatisfied",,,"Neutral","Neutral","Neutral",,,,"Neutral","Don't Know",,"Yes",,,,,,,,,,"Rent","2",,"Yes",,,,,,,"$60,000 to $99,999","25-34","Female",
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37013","Urban Services District","Neutral","Satisfied","Satisfied","Neutral","Neutral","Below Average","Neutral","Below Average","Neutral","Poor","Satisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Very Dissatisfied","Neutral","Dissatisfied","Neutral","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Dissatisfied","Neutral","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Very Dissatisfied","Neutral","Dissatisfied","Very Dissatisfied","Neutral","Affordable housing","Streets and sidewalks","Public transportation","Public education","Public health","Very Dissatisfied","Neutral","Neutral","Dissatisfied","Neutral","Satisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Don't Know","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Neutral","Satisfied","Very Dissatisfied","Very Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Neutral","Neutral","Don't Know","Don't Know","Neutral","Neutral","Dissatisfied","Neutral","Neutral","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","false","Yes","Yes","Yes","Yes","No","No","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Dissatisfied","Dissatisfied","Very Dissatisfied","Neutral","Neutral","Don't Know","Very Dissatisfied","Dissatisfied","Don't Know","Dissatisfied","Neutral","Neutral","Yes",,,,,,,,,,"Rent","19","No","Yes","Yes",,,,,,"Under $30,000","25-34","Male","High school graduate"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","General Services District","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Good","Don't Know","Good","Don't Know","Don't Know","Satisfied","Neutral","Satisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Don't Know","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Dissatisfied","Don't Know","Don't Know","Neutral","Dissatisfied","Don't Know","Don't Know","Neutral","Dissatisfied","Very Dissatisfied","Neutral","Dissatisfied","Don't Know","Dissatisfied","Public transportation","Streets and sidewalks","Fire and EMS","Social services","Public health","Dissatisfied","Neutral","Very Dissatisfied","Dissatisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Neutral","Very Dissatisfied","Very Dissatisfied","Don't Know","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Neutral","Satisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Satisfied","Don't Know","Don't Know","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","true","Yes","Yes","Yes","Yes","Yes","No","Very Dissatisfied","Very Dissatisfied","Don't Know","Don't Know","Very Dissatisfied","Satisfied","Don't Know","Dissatisfied","Neutral","Don't Know","Dissatisfied","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Don't Know","Neutral","Yes",,,,,,,,,,"Own","43","No","Yes",,,,,,,"$60,000 to $99,999","35-44","Male","Some college"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37211","General Services District","Satisfied","Neutral","Satisfied","Dissatisfied","Satisfied","Below Average","Below Average","Good","Below Average","Poor","Neutral","Dissatisfied","Very Dissatisfied","Neutral","Neutral","Don't Know","Dissatisfied","Very Dissatisfied","Neutral","Dissatisfied","Neutral","Very Dissatisfied","Very Satisfied","Very Dissatisfied","Neutral","Satisfied","Dissatisfied","Neutral","Neutral","Satisfied","Satisfied","Neutral","Don't Know","Neutral","Neutral","Neutral","Neutral","Police","Streets and sidewalks","Public education","Social services","Affordable housing","Dissatisfied","Neutral","Very Dissatisfied","Neutral","Very Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Very Dissatisfied","Satisfied","Satisfied","Neutral","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,,,,,,,,,,,,,,,,,,,,,,,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,,,,,,,,,,"Own","15","No","Yes",,,,,,,"$100,000 or more","35-44","Male","Some college"
