"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"14-19871","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2014-03-18T00:00:00.000","2014-04-10T00:00:00.000","12016000100","Kobe Asian Fusion Restaurant","Songkanh Miller","1609  Murfreesboro PIKE","Nashville","TN","37217","28","37015613","1609 Murfreesboro PIKE
Nashville, TN 37217
(36.105228, -86.670935)"
"21-27507","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-23T00:00:00.000","2022-02-10T00:00:00.000","09216043400","HUTTON HOTEL",,"1808  WEST END AVE","NASHVILLE","TN","37203","21","37019500","1808 WEST END AVE
NASHVILLE, TN 37203
(36.15261, -86.796792)"
"20-26805","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-05-28T00:00:00.000","2021-08-13T00:00:00.000","07109004700","PONTOON SALOON","Andrew Ostrowski","1505  LOCK RD","NASHVILLE","TN","37207","2","37012702","1505 LOCK RD
NASHVILLE, TN 37207
(36.198004, -86.785424)"
"21-27459","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-11-09T00:00:00.000","2022-02-10T00:00:00.000","08000004400","CASEY'S #4225","DOUGLAS BEECH","6418  CENTENNIAL BLVD","NASHVILLE","TN","37209","20","37013000","6418 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.171724, -86.865447)"
"10-16719","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2010-08-20T00:00:00.000","2010-09-21T00:00:00.000","07108009800","Dollar General","Dolgencorp LLC","415  Trinity LN W","Nashville","TN","37207","5","37011300","415 Trinity LN W
Nashville, TN 37207
(36.207767, -86.78586)"
"94-14397","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1993-09-14T00:00:00.000","1994-02-01T00:00:00.000","02200016100","Chips Quik Stop","William C. Gifford, Jr.","7250  Whites Creek PIKE","Joelton","TN",,"1","37010104","7250 Whites Creek PIKE
Joelton, TN 
(36.320908, -86.867335)"
"94-15743","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","1993-09-03T00:00:00.000","1994-02-01T00:00:00.000","09302305900","House of Pizza","Emanuele Macca, Joseph Macca","15  THE ARCADE   HOUSE OF P","NASHVILLE","TN","37219","19","37019500","15 THE ARCADE HOUSE OF P
NASHVILLE, TN 37219"
"19-25884","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-02-15T00:00:00.000","2019-04-15T00:00:00.000","09115026100","CLEMENTINE","Dan Cook","4710  CHARLOTTE AVE","NASHVILLE","TN","37209","24","37013400","4710 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152101, -86.844493)"
"D21-27055","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-22T00:00:00.000","2021-08-09T00:00:00.000","09208017900","TownePlace Suites by Marriott",,"1500  CHARLOTTE AVE","NASHVILLE","TN","37203","19","37014400","1500 CHARLOTTE AVE
NASHVILLE, TN 37203
(36.159986, -86.79538)"
"20-26455","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-27T00:00:00.000","2020-03-26T00:00:00.000","06200023300","AxeVentures",,"2416  MUSIC VALLEY DR  151","NASHVILLE","TN","37214","15","37015300","2416 MUSIC VALLEY DR 151
NASHVILLE, TN 37214
(36.218524, -86.695398)"
"T22-27859","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-07-29T00:00:00.000",,"09306207100","STUDIO 154 LUXURY LOFTS, LLC",,"154  2ND AVE N","NASHVILLE","TN","37201","19","37019500","154 2ND AVE N
NASHVILLE, TN 37201
(36.163518, -86.776222)"
"19-25978","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-04-15T00:00:00.000","2020-03-26T00:00:00.000","09306300000002","RENAISSANCE NASHVILLE HOTEL","0, 100","611  COMMERCE ST","NASHVILLE","TN","37203","19","37019500","611 COMMERCE ST
NASHVILLE, TN 37203
(36.161019, -86.78131)"
"21-27401","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-01T00:00:00.000","2022-05-13T00:00:00.000","093063A00300CO","BOQUERIA",,"5005  BROADWAY PL","NASHVILLE","TN","37203","19","37019500","5005 BROADWAY PL
NASHVILLE, TN 37203"
"T20-26780","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-20T00:00:00.000",,"082150A12800CO","THE MAINSTAY","EMMANUEL W. HATZ 100%","501  MAIN ST","NASHVILLE","TN","37206","5","37011900","501 MAIN ST
NASHVILLE, TN 37206
(36.173108, -86.764615)"
"T22-27899","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-08-29T00:00:00.000",,"03402008500","EDEN EVENT CENTER","Carlos Moncayo","277  GLEAVES ST","MADISON","TN","37115","10","37010401","277 GLEAVES ST
MADISON, TN 37115
(36.297669, -86.700837)"
"T22-27909","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-09-01T00:00:00.000",,"11714005500","NORTH ITALIA","Cheryl Slomann, David Overton, Matthew Clark, Scarlett May","2159  GREEN HILLS VILLAGE DR","NASHVILLE","TN","37215","25","37017901","2159 GREEN HILLS VILLAGE DR
NASHVILLE, TN 37215
(36.108581, -86.815377)"
"20-26947","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-10-06T00:00:00.000","2021-08-12T00:00:00.000","10507050300","RAINS MARKET & EATERY",,"106  RAINS AVE","NASHVILLE","TN","37203","17","37016100","106 RAINS AVE
NASHVILLE, TN 37203
(36.139701, -86.76386)"
"21-27311","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-24T00:00:00.000","2021-08-12T00:00:00.000","17100015000","CHUY'S",,"100 E PARK DR","BRENTWOOD","TN","37027","34","37018700","100 E PARK DR
BRENTWOOD, TN 37027
(36.036888, -86.790917)"
"20-26484","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-10T00:00:00.000","2021-08-12T00:00:00.000","08207016800","AUDREY","Amplified Investments 2, LLC","809  MERIDIAN ST","NASHVILLE","TN","37207","5","37011800","809 MERIDIAN ST
NASHVILLE, TN 37207
(36.184398, -86.768391)"
"19-25978","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-04-15T00:00:00.000","2020-03-26T00:00:00.000","093063A00400CO","RENAISSANCE NASHVILLE HOTEL","0, 100","601  COMMERCE ST","NASHVILLE","TN","37203","19","37019500","601 COMMERCE ST
NASHVILLE, TN 37203
(36.161314, -86.780642)"
"21-27506","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-12-21T00:00:00.000","2022-05-13T00:00:00.000","10503017100","SOHO HOUSE NASHVILLE",,"500  HOUSTON ST","NASHVILLE","TN","37203","17","37016100","500 HOUSTON ST
NASHVILLE, TN 37203
(36.142986, -86.767981)"
"22-27736","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-04-27T00:00:00.000","2022-05-13T00:00:00.000","10502002000","LOW PLACES","Dale LaDon Sizemore, Jerry Donald Bostelman, Joseph David Freeman","833  9TH AVE S","NASHVILLE","TN","37203","19","37016200","833 9TH AVE S
NASHVILLE, TN 37203
(36.147221, -86.7803)"
"20-26906","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-04T00:00:00.000","2021-08-13T00:00:00.000","07300003900","PAULA DEEN'S FAMILY KITCHEN",,"575  OPRY MILLS DR","NASHVILLE","TN","37214","15","37015300","575 OPRY MILLS DR
NASHVILLE, TN 37214
(36.206172, -86.693562)"
"21-27440","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-10-15T00:00:00.000","2022-02-14T00:00:00.000","11603000500","NINKI JAPANESE RESTAURANT",,"4530  HARDING PIKE","NASHVILLE","TN","37205","24","37018000","4530 HARDING PIKE
NASHVILLE, TN 37205
(36.124009, -86.848936)"
"20-26963","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-21T00:00:00.000","2021-08-13T00:00:00.000","13400009200","EL SABOR POCHUTLECO","Elizabeth Ramirez Martinez","1233  ANTIOCH PIKE","NASHVILLE","TN","37211","13","37015613","1233 ANTIOCH PIKE
NASHVILLE, TN 37211
(36.090506, -86.695276)"
"21-27248","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-19T00:00:00.000","2021-08-13T00:00:00.000","16300022400","MARIA BONITA",,"895  BELL RD","ANTIOCH","TN","37013","32","37015628","895 BELL RD
ANTIOCH, TN 37013
(36.049462, -86.651377)"
"21-27393","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-08-25T00:00:00.000","2022-02-14T00:00:00.000","12600014400","EDDY'S MARKET","Bobby Patel","8898  HIGHWAY 70","NASHVILLE","TN","37221","35","37018301","8898 HIGHWAY 70
NASHVILLE, TN 37221
(36.093361, -87.023061)"
"21-27271","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-06-02T00:00:00.000","2022-02-15T00:00:00.000","03402010900","RACETRAC #2546",,"1804  GALLATIN PIKE N","MADISON","TN","37115","10","37010401","1804 GALLATIN PIKE N
MADISON, TN 37115
(36.298072, -86.698209)"
"21-27185","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-20T00:00:00.000","2022-02-15T00:00:00.000","02615004700","PACIFICO'S TEX-MEX","NATALIA E GARCIA","2315  GALLATIN PIKE N","MADISON","TN","37115","10","37010401","2315 GALLATIN PIKE N
MADISON, TN 37115
(36.307726, -86.683945)"
"21-27499","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-12-15T00:00:00.000","2022-02-15T00:00:00.000","04316019100","OXXO MARKET AND DELI LLC",,"1200  OLD HICKORY BLVD E","MADISON","TN","37115","9","37010602","1200 OLD HICKORY BLVD E
MADISON, TN 37115
(36.262222, -86.679925)"
"T21-27486","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-01T00:00:00.000",,"08309000500","Snooze an AM Eatery",,"969  MAIN ST","NASHVILLE","TN","37206","5","37011900","969 MAIN ST
NASHVILLE, TN 37206
(36.177756, -86.752544)"
"21-27488","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-12-06T00:00:00.000","2022-05-16T00:00:00.000","09108028500","ROSE MARKET","Mina Ibrahim","925  40TH AVE N","NASHVILLE","TN","37209","21","37013601","925 40TH AVE N
NASHVILLE, TN 37209
(36.161085, -86.83604)"
"D21-27216","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-04-29T00:00:00.000","2022-02-24T00:00:00.000","09601016300","HOMEGROWN TAPROOM & MARKETPLACE","Jennifer Starks","2720  OLD LEBANON PIKE  107","NASHVILLE","TN","37214","15","37015300","2720 OLD LEBANON PIKE 107
NASHVILLE, TN 37214"
"21-27491","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-12-08T00:00:00.000","2022-02-24T00:00:00.000","09216000400","HYATT HOUSE NASHVILLE AT VANDERBILT",,"2100  HAYES ST","NASHVILLE","TN","37203","21","37016500","2100 HAYES ST
NASHVILLE, TN 37203
(36.151343, -86.802134)"
"22-27577","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-03T00:00:00.000","2022-02-24T00:00:00.000","09306204700","BIG JIMMY'S",,"109  2ND AVE N","NASHVILLE","TN","37201","19","37019500","109 2ND AVE N
NASHVILLE, TN 37201
(36.162229, -86.775394)"
"T22-27628","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-22T00:00:00.000",,"10700005000","DELTA SKY CLUB","Alan Rosselot","1  TERMINAL DR","NASHVILLE","TN","37214","13","37980100","1 TERMINAL DR
NASHVILLE, TN 37214
(36.131602, -86.668735)"
"22-27519","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-01-06T00:00:00.000","2022-02-24T00:00:00.000","08205016400","BEARDED IRIS BREWING COMPANY",,"101  VAN BUREN ST","NASHVILLE","TN","37208","19","37019400","101 VAN BUREN ST
NASHVILLE, TN 37208
(36.181421, -86.786413)"
"21-27501","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-12-16T00:00:00.000","2022-02-25T00:00:00.000","07103002700","EASTSIDE",,"2504B  DICKERSON PIKE","NASHVILLE","TN","37207","2","37011001","2504B DICKERSON PIKE
NASHVILLE, TN 37207
(36.210856, -86.76548)"
"21-27148","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-30T00:00:00.000","2022-02-25T00:00:00.000","09309034200","SMOKE HOUSE MARKET","Kirolles Yacoub","1514  DEMONBREUN ST","NASHVILLE","TN","37203","19","37019500","1514 DEMONBREUN ST
NASHVILLE, TN 37203
(36.153101, -86.789591)"
"T22-27537","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-01-12T00:00:00.000",,"09310048400","EMBASSY SUITES NASHVILLE",,"708  DEMONBREUN ST","NASHVILLE","TN","37203","19","37019500","708 DEMONBREUN ST
NASHVILLE, TN 37203
(36.157149, -86.78022)"
"10-19206","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2010-09-10T00:00:00.000","2010-11-01T00:00:00.000","14200027800","Asihi","Chung Ching Chan 100%","7648  Highway 70  S 1","Nashville","TN","37221","22","37018401","7648 Highway 70 S 1
Nashville, TN 37221
(36.079224, -86.952661)"
"22-27629","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-02-22T00:00:00.000","2022-05-18T00:00:00.000","10507044301","BENTO LIVING CHESTNUT HILL","Peter Koziol","321  HART ST","NASHVILLE","TN","37210","17","37016000","321 HART ST
NASHVILLE, TN 37210
(36.14233, -86.764768)"
"21-27505","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-21T00:00:00.000","2022-05-26T00:00:00.000","09216019200","VELVET TACO",,"1911  BROADWAY","NASHVILLE","TN","37203","19","37019500","1911 BROADWAY
NASHVILLE, TN 37203
(36.150162, -86.797416)"
"22-27710","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-04-12T00:00:00.000","2022-05-26T00:00:00.000","04409000100","JAY'S MARKET","SAMSON ALFRED MUNIGETY 100%","403  BRIDGEWAY AVE","OLD HICKORY","TN","37138","11","37010501","403 BRIDGEWAY AVE
OLD HICKORY, TN 37138
(36.269398, -86.666475)"
"21-27322","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-02T00:00:00.000","2022-05-26T00:00:00.000","09216029300","Love Language Restaurant","Howard Crosby Keltner","911  20TH AVE S","NASHVILLE","TN","37212","19","37019500","911 20TH AVE S
NASHVILLE, TN 37212
(36.148052, -86.798005)"
"21-27447","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-10-25T00:00:00.000","2022-02-28T00:00:00.000","10501023300","BELLA NAPOLI",,"1200  VILLA PL  206","NASHVILLE","TN","37212","17","37016300","1200 VILLA PL 206
NASHVILLE, TN 37212
(36.142802, -86.791958)"
"10-16617","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2009-12-29T00:00:00.000","2010-01-14T00:00:00.000","08500009500","Target Store #1059","Target Corporation","3171  Lebanon PIKE","Nashville","TN","37214","14","37015501","3171 Lebanon PIKE
Nashville, TN 37214
(36.18377, -86.638887)"
"21-27350","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-07-23T00:00:00.000","2022-03-01T00:00:00.000","07213038300","THE VIC and EMERSON HALL","Ben Bredesen","2512  GALLATIN AVE","NASHVILLE","TN","37206","7","37011700","2512 GALLATIN AVE
NASHVILLE, TN 37206
(36.195716, -86.74271)"
"21-27487","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-06T00:00:00.000","2022-03-02T00:00:00.000","09500011600","HILTON GARDEN INN NASHVILLE AIRPORT","Mitch Patel","412  ROYAL PKWY","NASHVILLE","TN","37214","15","37015100","412 ROYAL PKWY
NASHVILLE, TN 37214
(36.150716, -86.676987)"
"22-27738","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-04-27T00:00:00.000","2022-05-26T00:00:00.000","10713015700","GRINGO'S WINGS",,"1001  THOMPSON PL","NASHVILLE","TN","37217","13","37015803","1001 THOMPSON PL
NASHVILLE, TN 37217
(36.126849, -86.71034)"
"21-27370","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-08-13T00:00:00.000","2022-05-26T00:00:00.000","11801010100","EMERY WOOD FIRED",,"2500  12TH AVE S","NASHVILLE","TN","37204","17","37017000","2500 12TH AVE S
NASHVILLE, TN 37204
(36.125522, -86.789371)"
"22-27658","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-03-10T00:00:00.000","2022-05-26T00:00:00.000","07213042100","BAY 6 NASHVILLE",,"1101  MCKENNIE AVE","NASHVILLE","TN","37206","6","37011700","1101 MCKENNIE AVE
NASHVILLE, TN 37206
(36.191846, -86.744594)"
"T22-27706","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-04-11T00:00:00.000",,"14800017600","KING MARKET","Jing You","1801  ANTIOCH PIKE","ANTIOCH","TN","37013","28","37015613","1801 ANTIOCH PIKE
ANTIOCH, TN 37013
(36.070575, -86.684574)"
"22-27697","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-04-06T00:00:00.000","2022-05-26T00:00:00.000","07107014100","MAR AND TIERRA MEXICAN GRILL AND MARISCOS",,"203 E TRINITY LN","NASHVILLE","TN","37207","5","37011300","203 E TRINITY LN
NASHVILLE, TN 37207
(36.205701, -86.766324)"
"22-27633","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-24T00:00:00.000","2022-05-26T00:00:00.000","15000036200","LOUIE'S TACO SHOP & BAR","Dora A Otega Ortega","2940  MURFREESBORO PIKE  101","ANTIOCH","TN","37013","33","37015631","2940 MURFREESBORO PIKE 101
ANTIOCH, TN 37013
(36.062677, -86.626143)"
"T22-27683","TEMPORARY","BBPERMIT","SPECIAL","BB - Special Events","2022-03-29T00:00:00.000",,"13300000400","SIPS SERIES","Whitney Michael","3777  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3777 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.091149, -86.734904)"
"21-27331","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-07-09T00:00:00.000","2022-05-31T00:00:00.000","10301001000","CHARLOTTE AVE  MARKET","Emad Henary","6302  CHARLOTTE PIKE","NASHVILLE","TN","37209","20","37018101","6302 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.145512, -86.871443)"
"T22-27750","TEMPORARY","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-05-05T00:00:00.000",,"14800029100","GOPUFF #394",,"5211  LINBAR DR  503","NASHVILLE","TN","37211","30","37019108","5211 LINBAR DR 503
NASHVILLE, TN 37211
(36.076444, -86.694921)"
"18-25716","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2018-10-04T00:00:00.000","2018-10-25T00:00:00.000","08206004000","EXPRESS MART",,"701  DICKERSON PIKE","NASHVILLE","TN","37207","5","37012600","701 DICKERSON PIKE
NASHVILLE, TN 37207
(36.183309, -86.773799)"
"12-19585","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-20T00:00:00.000","2012-10-11T00:00:00.000","07300003200","Gaylord Hotel Ryman A Foyer","Marriott Hotel Services Inc","2800  Opryland DR","Nashville","TN","37214","15","37015300","2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
"18-25451","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-04-03T00:00:00.000","2018-09-27T00:00:00.000","11400011400","MESTIZOS MEXICAN CUISINE",,"699  OLD HICKORY BLVD","NASHVILLE","TN","37209","22","37018301","699 OLD HICKORY BLVD
NASHVILLE, TN 37209
(36.116112, -86.92317)"
"18-25454","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-04-05T00:00:00.000","2019-03-28T00:00:00.000","09314056300","PEG LEG PORKER BBQ",,"903  GLEAVES ST","NASHVILLE","TN","37203","19","37019500","903 GLEAVES ST
NASHVILLE, TN 37203
(36.151995, -86.781119)"
"12-19601","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-24T00:00:00.000","2012-10-11T00:00:00.000","06200006500","Gaylord Springs Clubhouse, 1st","Marriott Hotel Services, Inc.","18  Springhouse LN","Nashville","TN","37214","15","37015300","18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
"15-20070","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-02-05T00:00:00.000","2015-03-13T00:00:00.000","16100019100","Dynasty Super Buffet","Zhao Can Chen","5433  Nolensville PIKE","Nashville","TN","37211","27","37019105","5433 Nolensville PIKE
Nashville, TN 37211
(36.050101, -86.71402)"
"12-19567","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-20T00:00:00.000","2012-10-11T00:00:00.000","07300003200","Gaylord Hotel Magnolia","Marriott Hotel Services Inc","2800  Opryland DR","Nashville","TN","37214","15","37015300","2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
"15-20082","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-01-23T00:00:00.000","2015-04-09T00:00:00.000","08309018500","Margot Cafe & Bar","Rustic Restaurant LLC","1017  Woodland ST","Nashville","TN","37206","6","37019200","1017 Woodland ST
Nashville, TN 37206
(36.177421, -86.750252)"
"06-16081","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2005-12-08T00:00:00.000","2006-01-13T00:00:00.000","10511026700","Wedgehill Market","Abdul Hakim Ata","600  Benton AVE","Nashville","TN","37204","17","37016100","600 Benton AVE
Nashville, TN 37204
(36.131738, -86.768894)"
"18-25612","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-07-27T00:00:00.000","2018-09-14T00:00:00.000","07106007800","LA PARRILLA",,"305 W TRINITY LN","NASHVILLE","TN","37207","2","37012701","305 W TRINITY LN
NASHVILLE, TN 37207
(36.206715, -86.779717)"
"12-19577","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-20T00:00:00.000","2012-10-11T00:00:00.000","07300003200","Gaylord Presidential Boardrm B","Marriott Hotel Services Inc","2800  OPRYLAND DR","NASHVILLE","TN","37214","15","37015300","2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
"14-19846","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-12-20T00:00:00.000","2014-01-23T00:00:00.000","093130L00100CO","Burger Republic Two","Burger Republic Two, LLC","420  11th AVE S","Nashville","TN","37203","19","37019500","420 11th AVE S
Nashville, TN 37203
(36.1522, -86.783944)"
"12-16932","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2012-07-30T00:00:00.000","2012-08-24T00:00:00.000","08301039300","Z Mart","Z Mart, Inc.","927  Gallatin AVE","Nashville","TN","37206","6","37011700","927 Gallatin AVE
Nashville, TN 37206
(36.188119, -86.74646)"
"14-19895","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2014-04-16T00:00:00.000","2014-05-29T00:00:00.000","09306201200","Tin Roof","Tin Roof Acquisition Company LLC","316  Broadway","Nashville","TN","37201","19","37019500","316 Broadway
Nashville, TN 37201
(36.161245, -86.776717)"
"18-25587","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-07-12T00:00:00.000","2018-08-10T00:00:00.000","08213030600","NEIGHBORS OF GERMANTOWN",,"313  JEFFERSON ST","NASHVILLE","TN","37208","19","37019400","313 JEFFERSON ST
NASHVILLE, TN 37208
(36.174798, -86.785649)"
"09-16542","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2009-09-02T00:00:00.000","2009-10-05T00:00:00.000","06107004700","J & K Corporation","J &amp; K Corporation","4701  Gallatin PIKE","Nashville","TN","37216","8","37011100","4701 Gallatin PIKE
Nashville, TN 37216
(36.230324, -86.724976)"
"18-25548","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2018-06-08T00:00:00.000","2019-02-14T00:00:00.000","09111005800","HARDING HOUSE BREWING COMPANY",,"904  51ST AVE N","NASHVILLE","TN","37209","20","37013300","904 51ST AVE N
NASHVILLE, TN 37209
(36.158192, -86.84889)"
"13-19783","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-08-13T00:00:00.000","2013-08-29T00:00:00.000","093060A00100CO","Etch Restaurant","Echo Encore, LLC","303  Demonbreun ST","Nashville","TN","37201","19","37019500","303 Demonbreun ST
Nashville, TN 37201
(36.15947, -86.77484)"
"15-17236","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","10402031700","Walgreens","Walgreen Co.","3010  West End AVE","Nashville","TN","37203","21","37016600","3010 West End AVE
Nashville, TN 37203
(36.143057, -86.814947)"
"11-19369","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2011-09-23T00:00:00.000","2011-10-13T00:00:00.000","08600008900","Dusit Thai","Dusit Thai, LLC","5502  OLD HICKORY BLVD","HERMITAGE","TN","37076","12","37015623","5502 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.180643, -86.60639)"
"15-17208","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","14800017600","Walgreens","Walgreen Co","1809  Antioch PIKE","Nashville","TN","37013","28","37015613","1809 Antioch PIKE
Nashville, TN 37013
(36.070274, -86.684758)"
"18-25602","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-07-25T00:00:00.000","2018-08-09T00:00:00.000","09303006600","LEVY AT TENNESSEE TITANS",,"1  TITANS WAY","NASHVILLE","TN","37213","6","37019300","1 TITANS WAY
NASHVILLE, TN 37213
(36.165719, -86.773573)"
"18-25697","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2018-09-20T00:00:00.000","2018-12-19T00:00:00.000","09204033500","CORSAIR ARTISAN",,"1200  CLINTON ST  110","NASHVILLE","TN","37203","19","37014400","1200 CLINTON ST 110
NASHVILLE, TN 37203
(36.164597, -86.795571)"
"13-19738","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-04-18T00:00:00.000","2013-06-13T00:00:00.000","14900035600","Wing Stop","TCBWS2, LLC","847  HAMILTON CROSSINGS","ANTIOCH","TN","37013","32","37015629","847 HAMILTON CROSSINGS
ANTIOCH, TN 37013"
"15-20155","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-07-02T00:00:00.000","2015-07-30T00:00:00.000","10302006500","McDougal's Chicken","McDougals Chicken - White Bridge Rd, LLC","316  WHITE BRIDGE PIKE","NASHVILLE","TN","37209","24","37018101","316 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.146228, -86.857993)"
"12-19533","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-20T00:00:00.000","2012-10-11T00:00:00.000","07300003200","Gaylord Hotel Belmont","Marriott Hotel Services Inc.","2800  Opryland DR","Nashville","TN","37214","15","37015300","2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
"15-20175","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-08-20T00:00:00.000","2015-09-10T00:00:00.000","10403006600","J. Alexander's/Redlands Grill","J. Alexander's Restaurant, LLC","2609  West End AVE","Nashville","TN","37203","18","37016600","2609 West End AVE
Nashville, TN 37203
(36.145796, -86.810857)"
