PROJ NUM,PROJ NAME,PROJ CITY,FUND RD CATEGORY,LIHTC AMT REQ,LIHTC AMT AWARD,SELF SCORE,FINAL SCORE,TOTAL UNITS,LIHTC UNITS,PROJ SET ASIDE,OWN CONTACT,PRIOR APP PROJ NUM,GP DEVELOPER,NONPROFIT,MANAGE AGENT,RELATED PARTY 1,RELATED PARTY 2,RELATED PARTY 3,SYNDICATOR,EQUITY RATE,EXTENDED LI USE PERIOD,CONST TYPE,0 BDRM,1 BDRM,2 BDRM,3P BDRM,15 PCT,20 PCT,25 PCT,30 PCT,35 PCT,40 PCT,45 PCT,50 PCT,55 PCT,60 PCT,MKT,PSH UNITS,ELDERLY,FAMILY,TOTAL DEV COST,APP DATE,PROJ DESIGNATION,APP CYCLE,PROJ MIMIMUM SET ASIDE,TYPE OF DEVE,NO BLDGS,ALLOC YEAR,COMMON AREA UNITS,COMMON SQ FT,MKT SQ FT,LIHTC SQ FT,PROJ ADDRESS 1,PROJ ADDRESS 2,PROJ COUNTY,PROJ STATE,PROJ ZIP CODE,OWN NAME,OWN PHONE,OWN CITY,OWN ZIP CODE,PROJ SET ASIDE 1,PROJ SET ASIDE 2,EMAIL,Project Location,Owner Location
B11025,Scotten Park,Detroit,General,868140.00,0.00,304,,36,36,Nonprofit,Timothy S. Thorland,A10040,Southwest Housing Solutions Corporation,Southwest Housing Solutions Corporation,KMG Prestige,"Scotten Park, INC",,,NDC Corporate Equity Fund IX LP,0.66,45,New Construction,,,,36,,,,4,,6,,17,,9,,,,36,8129513.00,03/01/2011 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Townhome,17,,,44280,,,Wayne,MI,48209/48216,Scotten Park LDHA LP,,"1920 25th Street, Suite A",,Detroit,,48216,Distressed,,,
B11025,Scotten Park,Detroit,General,896476.00,0.00,178,,36,36,Open,Timothy Thorland,B11025/A11040,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,"Scotten Park, INC",,,"NDC Corporate Equity Fund, LP",0.75,45,New Construction,,,5,31,,,,3,,10,,5,,18,,,,36,8622726.00,08/15/2011 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Townhome,17,,,50400,,,Wayne,MI,48209/48216,Scotten Park LDHA LP,,"1920 25th Street, Suite A",,Detroit,,48216,Nonprofit,Distressed,,
C12002,Scotten Park,Detroit,General,1151426.00,0.00,178,,43,43,Open,Timothy Thorland,B11025,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Scotten Park INC,,,NDC Corporate Equity Fund IX LP,0.83,45,New Construction,,,5,38,,,,3,,13,,5,,22,,,,43,10769323.00,02/13/2012 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Townhome,18,,,60620,,,Wayne,MI,48209/48216,Scotten Park I LDHA LP,,"1920 25th Street, Suite A",,Detroit,,48216,Nonprofit,Distressed,,
Z09055,St. Joseph Senior Village of Detroit,Detroit,General,986520.00,0.00,237,,48,48,Elderly,Sam Arabbo,Y08116,SJS Investments INC,St. Joseph Resources Corp,Midwest Management CO,,,,National Equity Fund,0.66,30,New Construction,,,48,,,,,,,19,,24,,5,,,48,,0.00,05/01/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,9,,,57600,,,Wayne,MI,48203,St. Joseph Resources Corp,,17445 W. 10 Mile RD,,Southfield,,48075,,,,
C12002,Scotten Park,Detroit,Special Needs,736233.00,0.00,169,,32,32,PSH,Timothy Thorland,,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Scottten Park INC,,,"NDC Corporate Equity Fund IX, LP",0.86,45,New Construction,,,8,24,,,,3,,8,,5,,16,,8,,32,6659417.00,08/15/2012 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Townhome,16,"1,000",,43008,,,Wayne,MI,48167,Scotten Park LDHA LP,,"1920 25th Street, Suite A",,Detroit,,48216,Nonprofit,Distressed,,
Z09026,Scotten Park,Detroit,General,887804.00,0.00,197,,40,40,Nonprofit,Timothy S. Thorland,,Southwest Housing Solutions Corp,Southwest Housing Solutions Corp,Southwest Development Solutions Corp,"Scotten Park, INC",Bagley Housing Partners INC,,National Development Council,0.68,45,New Construction,,,,40,,,,4,,6,,19,,11,,,,40,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Townhome,9,,,52800,,,Wayne,MI,48209/48216,Scotten Park LDHA LP,,"1920 25th Street, Suite A",,Detroit,,48216,Distressed,,,
Y08140,Sinclair Manor Apartments,Detroit,General,79547.00,0.00,,,22,21,,Leotis  Bradley,,O'Quinns INC,,New Freedom Funding Corp,Sinclair Manor Apts,,,National City CDC,0.85,30,Rehab Only,,10,11,,,,,,,21,,,,,,,,21,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"1,000",,24150,,,Wayne,MI,48206,Sinclair Manor Apartments LLC,,20050 Livernois,,Detroit,,48221,,,,
A10039,Smith Street Homes,Detroit,General,1197802.00,0.00,209,,55,55,Nonprofit,James Perkins,Z09060,Mt. Moriah Community Development Corp,Mt. Moriah CDC,KMG Prestige INC,Smith Street Homes INC,Majestic Ventures LLC,KMG Prestige INC,"PNC Bank, National Association",0.65,45,New Construction,,,,55,,,,6,,,11,38,,,,6,,55,10712393.00,03/01/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,,Townhome,11,"2,760",,75900,,,Wayne,MI,48202,Smith Street Homes LDHA LP,,586 Owen Street,,Detroit,,48202,Distressed,,,
Y08136,Smith Street Homes,Detroit,General,898670.00,0.00,180,,48,48,Nonprofit,James Perkins,X07021,Mt. Moriah CDC,Mt. Moriah CDC,Anchor Management Group INC,Belmar Development Group LLC,Majestic Partners LLC,,"PNC Bank, National Association",0.81,45,New Construction,,,,48,,,,,,,22,24,,2,,,,48,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,9,,,67896,,,Wayne,MI,48202,Smith Street Homes LDHA LP,,586 Owen Street,,Detroit,,48202,Distressed,,,
Z09060,Smith Street Homes,Detroit,General,1180652.00,0.00,222,,55,55,Nonprofit,James Perkins,Y08136,Mt. Moriah Community DEV Corp,Mt. Moriah Community DEV Corp,KMG Prestige INC,BSH Development LLC,,,"PNC Bank, National Association",0.58,45,New Construction,,,,55,,,,6,,,39,10,,,,6,,55,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Townhome,11,"2,760",,75900,,,Wayne,MI,48202,Smith Street Homes LDHA LP,,586 Owen Street,,Detroit,,48202,Distressed,,,
C12033,Springwells Village II Infill Housing,Detroit,General,544508.00,0.00,109,,24,24,Open,Gerardo Evangelista,,Bridging Communities INC,Bridging Communities INC,KMG Prestige INC,Bridging Springwells II LLC,,,National Equity Fund INC,0.86,35,New Construction,,,,24,,,,,,,,,,24,,,,24,5064776.00,02/15/2012 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Single Family,24,,,32462,,,Wayne,MI,48209,Springwells Village II LDHA LP,,6900 McGraw,,Detroit,,48210,Nonprofit,Distressed,,
Y08044,St. Aubin Square,Detroit,Special Needs,831512.00,0.00,,,49,48,Distressed,Kathy Makino,X07101,Shelborne Development,,Premier Property Management LLC,Kathy Makino,Mark Leipsitz,,Red Capital,0.78,45,Acquisition/Rehab,,9,12,28,,,,,,,,12,,36,,47,,2,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,5,800,,51000,,,Wayne,MI,48213,St. Aubin Square LDHA LP,,35122 W. Michigan Ave,,Wayne,,48184,,,,
Y08077,St. John Homes II,Detroit,General,865889.00,0.00,174,,45,45,Nonprofit,Bennie Johnson,X07035,St. John Community Center,St. John Community Center,"KMG Prestige, INC",St. John Homes II Dev't Corp,NRP St. John Homes II LLC,,"Red Stone Equity Partners, INC",0.89,30,New Construction,,,,45,,,,9,9,18,,,,9,,,,45,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Single Family,45,,,65250,,,Wayne,MI,48214,St. John Homes II LDHA LP,,14320 Kercheval,,Detroit,,48215,Distressed,,,
Y08116,St. Joseph Senior Village of Detroit,Detroit,General,808707.00,0.00,152,,48,48,Elderly,Sam Arabbo,,"SJS Investments, INC",St. Joseph  Resources Corp,Midwest Management Company,,,,National Equity Fund,0.81,30,New Construction,,,48,,,,,,,19,,24,,5,,,48,,0.00,08/01/2008 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Townhome,9,,,57600,,,Wayne,MI,48203,St. Joseph Resources Corp,,17445 W. 10 Mile Road,,Southfield,,48075,,,,
A10028,St. Joseph Village,Detroit,General,1000000.00,0.00,304,,47,47,Nonprofit,James Rossow,Z09055?,St. Joseph Resources Corp,St. Joseph Resources Corp,Midwest Management Company,"St. Joseph Village GP, INC",,,Bank of America,0.67,45,New Construction,,,,47,,,,5,,5,,24,,13,,,,47,10146781.00,03/01/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Townhome,11,,,56400,,,Wayne,MI,48203,St. Joseph Village LDHA LP,,17445 W. 10 Mile Road,,Southfield,,48075,Distressed,,,
D13044,"Strathmore Apartments, The",Detroit,General,893073.00,0.00,157,,129,52,Open,Jack Hambene,,"McCormack Baron Salazar, Inc.",University Cultural Center Association,McCormack Baron Ragan Management Services INC,Strathmore Apartments MBS LLC,US Bank CDC,,US Bancorp CDC,0.89,45,Acquisition/Rehab,,38,14,,,,,12,,,,,,40,77,,,129,27825300.00,02/15/2013 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"30,179",56741,39325,,,Wayne,MI,48201,Stratmore Apartments LDHA LLC,,"720 Olive, Suite 2500",,St. Louis,,63101,Distressed,,,
A10041,Tappan Park,Detroit,General,972912.00,0.00,296,,48,48,Nonprofit,Scott Davis,,Vanguard Community Development Corp,Vanguard CDC,Premier Property Management LLC,Tappan Park Development Corp,NRP Tappan Park LLC,,Red Stone Equity Partners LLC,0.85,45,New Construction,,,16,32,,,,,8,8,8,14,,10,,,,48,8997354.00,03/01/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,6,"2,450",,44800,,,Wayne,MI,48204,Tappan Park LDHA LP,,2785 East Grand Boulevard,,Detroit,,48211,Distressed,,,
A10042,Tappan Senior Village,Detroit,General,972093.00,0.00,291,,48,48,Elderly,Scott Davis,,Vanguard COMM Development Corp,Vanguard CDC,Premier Property Management LLC,Tappan SV Development Corp,NRP Tappan SV LLC,,Red Stone Equity Partners LLC,0.85,45,New Construction,,6,42,,,,,,8,8,8,14,,10,,,48,,9007845.00,03/01/2010 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"2,384",,37240,,,Wayne,MI,48204,Tappan Senior Village LDHA LP,,2785 East Grand Boulevard,,Detroit,,48211,Nonprofit,Distressed,,
Y08074,Townsend Homes,Detroit,General,607731.00,0.00,175,,30,30,Nonprofit,Scott A. Davis,X07031,Vanguard CDC,Vanguard CDC,"KMG Prestige, INC",Townsend Homes Development Corp,SG Townsend Homes LLC,,Red Stone Equity Partners LLC,0.89,30,New Construction,,,,30,,,,6,6,12,,,,6,,,,30,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Single Family,30,,,43500,,,Wayne,MI,48213,Townsend Homes LDHA LP,,2785 E. Grand Boulevard,,Detroit,,48211,Distressed,,,
C12067,Treymore Apartments,Detroit,General,474089.00,0.00,142,,28,28,Open,Mr. Robin Scovill,,Paradise Valley Investment Group LLC,,Keystone,Treymore Apartments INC,Paradise Valley,Leitrim Corporation,Great Lakes Capital Fund,0.82,45,Rehab Only,,7,21,,,,,2,,12,,,,14,,,,28,5437538.00,08/15/2012 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"10,294",,22062,,,Wayne,MI,48201,Treymore Apts LDHA LP,,"3430 E. Jefferson Ave, Suite 543",,Detroit,,48207,,,,
T15001,Treymore Apartments,Detroit,General,234679.00,,,,28,28,TAX Exempt,Robin Scovill,,"Paradise Valley Investment Group, LLC",,KMG Prestige,"Treymore Apartments, INC",Great Lakes CAP Fund LP,Bob Zinser,Great Lakes Capital Fund LP,0.88,30,Rehab Only,,10,18,,,,,,,,,5,,23,,,,28,6205708.00,03/03/2015 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,1,"10,294",,21300,,,Wayne,MI,48201,Paradise Valley,,"239 Walker Street, Suite 543",,Detroit,,48207,,,,
E14066,Unity Square,Detroit,General,1125685.00,,115,,49,48,Open,Kathy Makino,,Shelborne Development,Detroit Unity Association,KMG Prestige,Unity Temple,Unity Square GP,Kathy Makino-Leipsitz,Enterprise,0.9,45,Acquisition/Rehab,,26,23,,,,,4,,13,,7,,24,,5,48,0,12321518.00,10/01/2014 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,3,"45,528",,52500,,,Wayne,MI,48203,Unity Square LDHA LP,,8445 E. Jefferson Ave,,Detroit,,48214,Elderly,Nonprofit,,
F15044,Unity Square,Detroit,General,967280.00,,111,,49,38,Open,Kathy Makino-Leipsitz,,Shelborne Development,,KMG Prestige,Unity Square GP LLC,,,Enterprise,0.89,45,Acquisition/Rehab,,25,24,,,,,5,,15,,4,,14,10,,48,,13167858.00,04/01/2015 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"32,760",10800,41040,,,Wayne,MI,48203,Unity Square LDHA LP,,8445 E. Jefferson Ave,,Detroit,,48214,Elderly,Distressed,,
H17079,Unity Square,Detroit,General,1023253.00,,121,,49,44,Open,Kathy Makino-Leipsitz,,Shelborne Development,,Continental Management,Motor City Holdings II,"Unity Square GP, LLC",,PNC Real Estate TAX Credit Capital,0.94,45,Acquisition/Rehab,,25,24,,,,,5,,16,,,,23,5,,49,,13167858.00,10/02/2017 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"31,779",5525,47270,,,Wayne,MI,48203,Unity Square LDHA LP,,8445 E. Jefferson Avenue,,Detroit,,48214,Elderly,Distressed,,
F15045,Veteran Village,Detroit,Special Needs,810443.00,,114,,47,47,PSH,Robert Beale,,"Communities of Hope, Inc.","Communities of Hope, Inc.",Premier Property Management,"Eco Solutions, LLC","Veteran Village of Detroit, LLC",NEF,National Equity Fund,0.96,45,New Construction,,42,2,3,,,,,,,,,,47,,47,,47,9837820.00,10/01/2015 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"14,816",,35377,,,Wayne,MI,48219,Veteran Village of Detroit LDHA LLC,,15400 W. Grand River 2ND Floor,,Detroit,,48227,Nonprofit,Distressed,,
Y08138,Village at Gratiot Place,Detroit,Special Needs,737414.00,0.00,,,32,32,,Michael H. Bartley,X07122,Detroit East Community Mental Health Center,Detroit East Community Mental Health Center,Anchor Management Group INC,"Metro Educational Concepts, INC",,,National Equity Fund,,45,New Construction,,,,32,,,,12,,,,10,,10,,12,,20,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Townhome,28,,,38500,,,Wayne,MI,48213,Village of Gratiot Place LDHA LP,,19785 W. Twelve Mile RD #367,,Southfield,,48076,,,,
T17061,Village Center I,Detroit,General,609386.00,,0,,200,200,TAX Exempt,David McCarthy,,"JRC FC Holdings, LLC",,Rose Community Management LLC,"JRC Village Center Preservation MM, LLC","PNC Bank, N.A.",Columbia Housing SLP Corp,"PNC Bank, N.A.",0.8841,30,Acquisition/Rehab,,187,13,,,,,,,,,,,200,,,200,,18352184.00,11/21/2017 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Townhome,1,"42,679",,111317,,,Wayne,MI,48202,"JRC Village Center Preservation LDHA, LLC",,"551 5TH Avenue, 23rd Floor",,New York,,10176,,,,
T17062,Village Center II,Detroit,General,198952.00,,,,54,54,TAX Exempt,David McCarthy,,"JRC FC Holdings, LLC",,Rose Community Management LLC,"JRC Village Center Preservation MM, LLC","PNC Bank, N.A.",Columbia Housing SLP Corp.,"PNC Bank, N.A.",1.0556,30,Acquisition/Rehab,,,52,2,,,,,,,,,,54,,,,54,6129209.00,11/21/2017 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,10,"6,261",,45660,,,Wayne,MI,48202,"JRC Village Center Preservation LDHA, LLC",,"551 5TH Avenue, 23rd Floor",,New York,,10176,,,,
Z09051,Village Estates,Detroit,General,912791.00,0.00,192,,48,48,Nonprofit,Felicia Turner,,Amandla CDC,Amandla CDC,KMG Prestige INC,Amandla Estates INC,NRP Amandla EStates LLC,,Red Stone Equity Partners LLC,0.81,45,New Construction,,,16,32,,,,6,12,20,,,,10,,5,,48,8534072.00,11/02/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,6,"2,450",,44800,,,Wayne,MI,48235,Amandla Estates LDHA LP,,7707 W. Outer Drive,,Detroit,,48235,Distressed,,,
Z09050,Village Estates Elderly,Detroit,General,907708.00,0.00,187,,48,48,Elderly,Felicia Turner,,Amandla CDC,Amandla CDC,KMG Prestige INC,Amandla Elderly Estates INC,Jonesboro Elderly Estates LLC,,Red Stone Equity Partners LLC,0.83,45,New Construction,,6,42,,,,,6,12,20,,,,10,,,48,,8488723.00,11/02/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"2,384",,40110,,,Wayne,MI,48235,Amandla Elderly Estates LDHA LP,,7707 W. Outer Drive,,Detroit,,48235,Nonprofit,Distressed,,
F15078,VOA Bradby Senior Village,Detroit,General,1500000.00,,96,,82,81,Open,Patrick Sheridan,,Volunteers of America National Services,Volunteers of America National Services,VOA National Housing Corp & VOA Michigan,VOANS,,,"NHT Equity, LLC",1,45,New Construction,,55,27,,,,,7,,25,,23,,26,,,81,,16733775.00,10/01/2015 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"29,856",,57771,,,Wayne,MI,48207,Bradby VOA LDHA LLC,,1660 Duke Street,,Alexandria,,22314,Elderly,Nonprofit,,
B11021,Washington Boulevard Apartments,Detroit,General,1499474.00,0.00,391,,115,114,Elderly,"Gilbert Buzz"" Silverman""",,Amurcon Corporation,,Amurcon Corporation,Willie M. Martin,,,Great Lakes Capital Fund,0.76,45,Acquisition/Rehab,,114,,,,,,,,46,,51,,17,,,114,,18649450.00,03/01/2011 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"2,713",,63897,,,Wayne,MI,48226,Washington Boulevard-2011 LDHA LP,,"32100 Telegraph Road, Suite 250",,Bingham Farms,,48025,Distressed,,,
Y08135,Wellington Commons,Detroit,General,813674.00,0.00,178,,125,125,Distressed,Rickey Rudy,,59 Seward LLC,,Anchor Management Group,"Andrew McLemore, Sr","Stillwater Capital Partners, INC",,"PNC Bank, National Association",0.84,45,Rehab Only,,28,77,20,,,,,,,57,63,,5,,,,125,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"60,178",,88822,,,Wayne,MI,48202,Wellington Seward LDHA LP,,"41 Madison Ave, 29th Floor",,New York,,10010,,,,
D13041,Wellington Square,Detroit,General,1039608.00,0.00,173,,101,81,Open,Kathy Makino-Leipsitz,,Shelborne Development,,KMG Prestige,Wellington Square GP,Mark Leipsitz,Great Lakes Capital Fund,Great Lakes Capital Fund,0.82,45,New & Acq/Rehab,,40,41,,,,,8,,20,,12,,41,20,,100,,15100744.00,02/15/2013 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"75,557",20000,81200,,,Wayne,MI,48202,Wellington Square LDHA LP,,8445 E. Jefferson,,Detroit,,48214,Elderly,Distressed,,
E14024,Wellington Square I,Detroit,General,1488767.00,0.00,156,,49,49,Open,Bob Jacobson,,LC Consultants,,KMG Prestige,Shelborne Development,Wellington Square GP I LLC,LCT VII LLC,RBC Capital Markets,0.88,45,New & Acq/Rehab,,24,25,,,,,4,,15,,,,30,,,49,,15887514.00,02/14/2014 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"27,739",,50350,,,Wayne,MI,48202,Wellington Square I LDHA LP,,"35 Research Drive, Suite 300",,Ann Arbor,,48105,Elderly,Distressed,,
E14024,Wellington Square I,Detroit,General,1310570.00,,114,,49,49,Open,Bob Jacobson,,LC Consultants LLC,,Continental Management,Shelborne Develeopment,Wellington Square I GP LLC,LCT VII LLC,RBC Capital Markets,0.9,45,Acquisition/Rehab,,24,25,0,,,,,,25,,,,24,,,49,,14207535.00,10/01/2014 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"27,739",,50350,,,Wayne,MI,48202,Wellington Square I LDHA LP,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Elderly,Distressed,,
E14025,Wellington Square II,Detroit,General,1310570.00,,114,,49,49,Open,Bob Jacobson,,LC Consultants LLC,,Continental Management,Shelborne Development,Wellington Square II GP LLC,LCT VIII LLC,RBC Capital Markets,0.9,45,Acquisition/Rehab,,24,25,,,,,,,25,,,,24,,,49,,14207535.00,10/01/2014 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"27,739",,50350,,,Wayne,MI,48202,Wellington Square II LDHA LP,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Elderly,Distressed,,
E14025,Wellington Square II,Detroit,General,1488767.00,0.00,156,,49,49,Open,Bob Jacobson,,LC Consultants,,"KMG Prestige, INC",Shelborne Development,Wellington Square II GP,LCT VIII LLC,RBC Capital Markets,0.88,45,New & Acq/Rehab,,24,25,,,,,4,,15,,,,30,,,49,,15887514.00,02/14/2014 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"27,739",,50350,,,Wayne,MI,48202,Wellington Square II LDHA LP,,35 Research Drive,,Ann Arbor,,48105,Elderly,Distressed,,
Y08076,West Oakland Homes,Detroit,General,865889.00,0.00,175,,45,45,Nonprofit,Scott A. Davis,,Vanguard CDC,Vanguard CDC,"KMG Prestige, INC",West Oakland Homes Dev't Corp,West Oakland Homes LLC,,"Red Stone Equity Partners, LLC",0.89,30,New Construction,,,,45,,,,9,9,18,,,,9,,,,45,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Single Family,45,,,65250,,,Wayne,MI,48202,West Oakland Homes LDHA LP,,2785 East Grand Boulevard,,Detroit,,48211,Distressed,,,
Z09077,Whittier Tower,Detroit,General,1500000.00,0.00,201,,120,96,Elderly,Melvin Washington,,Phoenix Communities INC,,Associated Management,Melvin Washington to be replaced by Red Capital,,,Red Capital Group,0.63,30,Acquisition/Rehab,,,16,80,,,,,6,12,30,36,,12,24,,120,,0.00,05/01/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"18,760",31232,89560,,,Wayne,MI,48214,Whittier Tower LDHA LP,,4150 Grand River,,Detroit,,48208,,,,
D13043,Whittier Tower Senior Apartments,Detroit,General,1500000.00,0.00,128,,81,81,Open,Terri Hamilton Brown,,The Community Builders Inc.,The Community Builders Inc.,American Preferred Management CO INC,Whittier Tower II LDHA LP,Whittier Tower GP LLC,,Stratford Capital Group,0.88,45,Acquisition/Rehab,,64,17,,,,,8,,17,,15,,41,,,81,,20448130.00,02/15/2013 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"7,500",,72056,,,Wayne,MI,48214,Whittier Tower LDHA LP,,c/o The Community Builders INC,"135 South LaSalle Street, Ste 3350",Chicago,,60603,Elderly,Nonprofit,,
G16068,William Booth Apartments,Detroit,General,1111200.00,,80,,48,48,Open,Bramwell E. Higgins,,The Salvation Army,The Salvation Army,"McCormack Baron Management, Inc.",Gateway Community DEV Fund,"The Salvation Army Services, Inc.",,Cinnaire,0.975,45,New Construction,,48,,,,,,12,,,,36,,,,48,,48,12834200.00,10/03/2016 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"12,749",,34488,,,Wayne,MI,48208,William Booth LDHA LP,,5550 Prairie Stone Parkway,,Hoffman Estates,,60192,Nonprofit,Distressed,,
C12058,Winston  Square,Detroit,General,1214339.00,0.00,155,,81,80,Open,Kathy Makino,,Shelbourne Development,,Premier Property Management LLC,Winston Square GP LLC,Kathy Makino-Leipsitz,Mark Leipsitz,Great Lakes Capital Fund,0.81,45,New & Acq/Rehab,,21,40,20,,,,8,,18,,11,,43,,,,80,11549952.00,08/15/2012 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,750,,80000,,,Wayne,MI,48215,Winston Square LDHA LP,,8445 E. Jefferson,,Detroit,,48214,Distressed,,,
D13042,Winston Square,Detroit,General,1045861.00,0.00,161,,81,65,Open,Kathy Makino-Leipsitz,C12058,Shelborne Development,,KMG Prestige,"Winston Square GP, LLC",Mark Leipsitz,,Great Lakes Capital Fund,0.82,45,New & Acq/Rehab,,16,32,17,,,,8,,11,,10,,36,16,,,80,15100744.00,02/15/2013 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"41,488",17200,70100,,,Wayne,MI,48215,Shelborne Development,,8445 E. Jefferson,,Detroit,,48214,Distressed,,,
E14044,Winston Square,Detroit,General,1357718.00,,109,,81,80,Open,Kathy Makino,,Shelborne Development,,KMG Prestige,Winston Square GP,Kathy Makino-Leipsitz,,Enterprise,0.93,45,Acquisition/Rehab,,21,40,20,,,,8,,20,,12,,40,,8,,80,14688197.00,10/01/2014 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"45,788",,83000,,,Wayne,MI,48213,Winston Square LDHA LP,,8445 E. Jefferson Ave,,Detroit,,48214,Distressed,,,
E14044,Winston Square,Detroit,General,1366882.00,0.00,155,,81,80,Open,Kathy Makino,,Shelborne Development,,KMG Prestige,Winston Square GP LLC,Mark Leipsitz,Kathy Makino-Leipsitz,Enterprise Community Investment,,45,Rehab Only,,21,40,20,,,,8,,18,,11,,43,,8,,80,14555987.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"20,622",,80000,,,Wayne,MI,48213,Winston Square LDHA LP,,8445 E. Jefferson,,Detroit,,48214,Distressed,,,
F15080,Woodbridge Estates - Phase IX,Detroit,General,1479490.00,,87,,77,77,Open,Eric A. Gold,,"Scripps Park Associates, LLC",,SPR Mgmt LLC / Premier Property Mgmt LLC,"RBC TAX Credit Equity, LLC","SPA Operating IX, LLC",,"RBC Capital Equity Markets, LLC",0.98,45,New Construction,,74,3,,,,,,,,,,,77,,,77,,16499000.00,10/01/2015 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"8,492",,49681,,,Wayne,MI,48201,"Woodbridge Estates IX LDHA, LLC",,"32500 Telegraph, #222",,Bingham Farms,,48025,Elderly,Distressed,,
G16054,Woodbridge Estates - Phase IX,Detroit,General,1255000.00,,116,,77,61,Open,Eric A. Gold,,"Scripps Park Associates, LLC",,SPR Mgmt / Premier Property Mgmt,"RBC TAX Credit Equity, LLC","SPA Operating IX, LLC",,"RBC Capital Equity Markets, LLC",0.97,45,New Construction,,73,4,,,,,,,,,,,61,16,,77,,15924000.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,27643,10961,39828,,,Wayne,MI,48201,Woodbridge Estates IX LDHA LLC,,"32500 Telegraph, #222",,Bingham Farms,,48025,Elderly,Distressed,,
