"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","location_1"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2004","Approved","400","-","-","
Romulus,  
(42.220519, -83.385307)"
"Automotive - Manufacturing","Witzenmann Usa, LLC","653","2013","Approved","125","-","$8,332,731","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2009","Approved","339","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2005","Approved","313","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1997","Approved","150","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2013","Approved","103","-","-","
Jonesville,  
(36.689005, -83.110991)"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2012","Approved","-","2,740","$110,484,179","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Petri, Inc.","26","1998","Approved","124","-","-","
Port Huron,  
(42.975041, -82.424522)"
"Chemicals","BASF Corporation","338","2007","Approved","62","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Call Center","priceline.com","431","2012.2","Approved","473","-","-","
Wyoming,  
(42.913415, -85.695442)"
"Automotive - Manufacturing","Petri, Inc.","26","1999","Approved","100","-","-","
Port Huron,  
(42.975041, -82.424522)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2005","Approved","165","-","-","
Livonia,  
(42.39709, -83.36961)"
"Manufacturing","BISSELL, Inc.","460","2014","Approved","-","79","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","POM Group, Inc","139","2003","Approved","8","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Information Technology","Compuware Corporation","30","1999","Approved","319","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2007.2","Approved","303","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Business Services","Kelly Services, Inc.","450","2011","Did Not Qualify","-","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","ZF Group NAO","179","2007","Approved","25","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","1998","Approved","105","-","-","
Muskegon,  
(43.234221, -86.246388)"
"Defense/Military","Testek Inc.","454","2009","Approved","5","-","-","
Wixom,  
(42.525703, -83.536093)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2001","Approved","198","-","-","
Adrian,  
(41.895299, -84.039815)"
"Business Services","Kelly Services, Inc.","450","2009","Did Not Qualify","-","-","-","
Troy,  
(42.727684, -73.691059)"
"Business Services","Reino Linen Service of Michigan","480","2009","Did Not Qualify","-","-","-","
Brownstown,  
(38.877686, -86.047127)"
"Defense/Military","General Dynamics Land Systems Inc.","407","2010","Approved","73","-","$13,020,021","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","US Farathane Corporation","607","2014.2","Approved","-","711","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2014","Approved","-","132","$7,225,778","
Jonesville,  
(36.689005, -83.110991)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2010","Did Not Qualify","-","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2002","Approved","91","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2001","Approved","405","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Defense/Military","Testek Inc.","454","2011","Approved","9","-","$30,799","
Wixom,  
(42.525703, -83.536093)"
"Life Science - Other","Cayman Chemical","367","2013","Approved","61","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Magna Electronics","764","2013","Approved","121","-","-","
Holly,  
(42.791893, -83.627648)"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2012","Approved","198","-","$14,747,171","
Belleville,  
(38.512629, -89.984229)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2003","Approved","185","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2011","Approved","83","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","ZF Group NAO","179","2011","Approved","57","-","$2,758,077","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","JAC Products, Inc.","682","2012","Approved","97","-","-","
Saline,  
(42.166685, -83.781318)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2004","Approved","313","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2011","Approved","17","-","$1,197,613","
Grand Rapids,  
(42.965446, -85.670209)"
"Information Technology","Kmart Corporation","117","2000","Approved","431","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Lear Corporation","605","2012","Approved","-","706","$3,439,138","
Roscommon,  
(44.49835, -84.591968)"
"Electronics","GE Aviation","296","2005","Approved","12","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","R.L. Polk Company","169","2008","Approved","134","-","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing, LLC","206","2006","Approved","643","-","-","
Monroe,  
(32.500759, -92.111225)"
"Automotive - Manufacturing","US Farathane Corporation","607","2012","Approved","474","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Chemicals","The Dow Chemical Company","623","2011","Approved","481","-","$111,677,336","
Midland,  
(31.997433, -102.078043)"
"Electronics","Dow Corning Corporation","216","2013","Approved","135","-","$30,651,792","
Auburn,  
(47.307522, -122.22575)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2010","Approved","-","259","$466,583","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2004","Approved","89","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Defense/Military","General Dynamics Land Systems Inc.","407","2009","Approved","203","-","$1,336,500","
Sterling Heights,  
(42.58968, -83.011059)"
"Call Center","priceline.com","431","2014","Approved","361","-","-","
Wyoming,  
(42.913415, -85.695442)"
"Call Center","priceline.com","431","2013","Approved","430","-","-","
Wyoming,  
(42.913415, -85.695442)"
"Automotive - Manufacturing","US Farathane Corporation","607","2015","Approved","1,109","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Business Services","Quicken Loans, Inc.","231","2004","Approved","161","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2012","Approved","27","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Call Center","Nexient LLC","578","2011","Did Not Qualify","45","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Financial Services","Chrysler Group LLC","91","2003","Approved","318","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","ZF Group NAO","179","2006","Approved","35","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2014","Approved","416","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","ZF Group NAO","179","2006.1","Approved","12","-","-","
Northville,  
(42.440686, -83.493151)"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2014","Did Not Qualify","17","-","$605,901","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2011","Did Not Qualify","20","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","Shape Corporation","21","1998","Approved","183","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2003","Approved","183","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Call Center","AT&T Inc. Michigan","279","2005","Approved","-","872","$29,858,060","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2005","Approved","151","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Call Center","Rlptechnologies, Inc.","235",,,,,,"
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2013","Approved","-","54","$3,368,623","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2006","Approved","344","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Financial Services","Chrysler Group LLC","91","2005","Approved","390","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2011","Approved","-","54","$4,769,146","
Auburn Hills,  
(42.672504, -83.225448)"
"Call Center","The Minacs Group (USA) Inc.","633","2013","Approved","397","-","$3,600,866","
Farmington Hills,  
(42.485645, -83.357869)"
"Chemicals","Metalloid Corporation","734","2013","Approved","19","-","$78,423","
Sturgis,  
(44.41272, -103.513282)"
"Business Services","Health Care Services Incorporated","471","2011","Approved","100","-","$464,022","
Detroit,  
(42.332916, -83.047853)"
"Electronics","ECD Ovonics","128","2002","Approved","22","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Business Services","Health Care Services Incorporated","471","2009","Approved","57","-","$1,125,178","
Detroit,  
(42.332916, -83.047853)"
"Chemicals","Metalloid Corporation","734","2012","Approved","16","-","$23,362","
Sturgis,  
(44.41272, -103.513282)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2011","Approved","142","-","$1,713,791","
Charlotte,  
(35.222936, -80.840161)"
"Electronics","Dow Corning Corporation","216","2008","Approved","33","-","-","
Auburn,  
(47.307522, -122.22575)"
"Automotive - Manufacturing","Mitsubishi Heavy Industries Climate Control, Inc.","225","2005","Approved","8","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","POM Group, Inc","139","2001","Approved","16","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2011","Approved","26","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Shape Corporation","21","2000","Approved","345","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Life Science - Bio Technology","Terumo Cardiovascular Systems","459","2010","Approved","60","-","$4,997,096","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Shape Corporation","21","2010","Approved","365","-","$1,301,783","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2004","Approved","131","-","-","
Clarkston,  
(42.73582, -83.422142)"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2015","Approved","-","2,851","$51,661,200","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Shape Corporation","21","2014","Approved","549","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2012","Approved","94","-","$157,409","
Quincy,  
(39.93553, -91.388754)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing, LLC","206","2005","Approved","305","-","-","
Monroe,  
(32.500759, -92.111225)"
"Electronics","Aeroflex","639","2012.2","Approved","29","-","$311,493","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2000","Approved","90","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2013","Approved","349","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2003","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Call Center","Morley Companies, Incorporated","600","2015","Approved","432","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Information Technology","Lakeside Software, Inc.","754","2014","Approved","16","-","$132,120","
Bloomfield Hills,  
(42.584093, -83.243237)"
"Call Center","priceline.com","431","2009","Approved","70","-","$2,393,728","
Wyoming,  
(42.913415, -85.695442)"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2005","Approved","151","-","-","
Clarkston,  
(42.73582, -83.422142)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2011","Approved","83","-","$10,119,321","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2007","Approved","359","-","-","
Charlotte,  
(35.222936, -80.840161)"
"Defense/Military","Wolverine World Wide, Incorporated","571","2010","Approved","101","-","-","
Big Rapids,  
(43.702205, -85.48398)"
"Automotive - Manufacturing","Mobis North America, LLC","587","2013","Approved","199","-","$7,643,370","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2008","Approved","26","-","-","
Troy,  
(42.727684, -73.691059)"
"Food Processing","Coca-Cola Refreshments","108","2006","Approved","77","-","-","
Paw Paw,  
(39.532025, -78.455725)"
"Call Center","Morley Companies, Incorporated","600","2012.1","Approved","96","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Call Center","Morley Companies, Incorporated","600","2014","Approved","324","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2006","Approved","140","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","ZF Group NAO","179","2007.1","Approved","9","-","-","
Northville,  
(42.440686, -83.493151)"
"Electronics","Advanced Photonix, Inc.","308","2015","Approved","34","-","$209,157","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2015","Approved","-","287","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Chemicals","The Dow Chemical Company","623","2012","Approved","678","-","$123,182,080","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","R.L. Polk Company","169","2002","Approved","100","-","-","
Southfield,  
(42.477952, -83.240756)"
"Call Center","SBC Internet Services","468","2009","Approved","172","-","$1,843,726","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2010","Approved","25","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Webasto Roof Systems Inc.","557","2011","Approved","-","149","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Call Center","Morley Companies, Incorporated","600","2012.2","Approved","205","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2013","Approved","365","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","2000","Approved","142","-","-","
Clare,  
(43.818758, -84.770451)"
"Automotive - Manufacturing","Webasto Roof Systems Inc.","557","2010","Did Not Qualify","-","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2013","Approved","-","2,865","$115,122,730","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Sellner - Behr Corporation","99","2001","Approved","131","-","-","
Comstock Park,  
(43.032746, -85.667132)"
"Electronics","GE Aviation","205","2007.1","Approved","118","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Electronics","Advanced Photonix, Inc.","308","2014","Approved","38","-","$290,101","
Ann Arbor,  
(42.281419, -83.748478)"
"Defense/Military","General Dynamics Land Systems Inc.","407","2008","Approved","144","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Life Science - Other","PureFlex, Inc.","341","2009","Approved","50","-","-","
Kentwood,  
(42.882932, -85.59342)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2006","Approved","162","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2012.1","Approved","44","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Electronics","Advanced Photonix, Inc.","308","2008.1","Approved","30","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1998","Approved","207","-","-","
Adrian,  
(41.895299, -84.039815)"
"Call Center","Comcast Corporation","299","2011","Approved","203","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Information Technology","MyBuys, Inc.","410","2014","Approved","72","-","$234,539","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2014","Approved","-","50","$2,572,012","
Auburn Hills,  
(42.672504, -83.225448)"
"Life Science - Medical Devices/Instruments/Equipment","Materialise USA, Inc.","628","2015","Approved","38","-","$2,130,281","
Plymouth,  
(41.95575, -70.664394)"
"Business Services","Reino Linen Service of Michigan","480","2010","Did Not Qualify","37","-","-","
Brownstown,  
(38.877686, -86.047127)"
"Electronics","SoundOff Signal","525","2010","Approved","8","-","$2,358,636","
Hudsonville,  
(42.869026, -85.861291)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2000.2","Approved","212","-","-","
Adrian,  
(41.895299, -84.039815)"
"Life Science - Bio Technology","Enzo Life Sciences","278","2008.2","Approved","11","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Lear Corporation","181","2005","Approved","25","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Electronics","Advanced Photonix, Inc.","308","2016.3","Did Not Qualify","19","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2001","Approved","115","-","-","
Rockwood,  
(44.168098, -87.705597)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2016","Approved","-","50","$1,422,765","
Auburn Hills,  
(42.672504, -83.225448)"
"Manufacturing","Magna Seating of America Inc.","560","2010","Approved","294","-","-","
Highland Park,  
(42.184679, -87.802108)"
"Automotive - Manufacturing","ZF Group NAO","494","2011","Approved","378","-","$33,600,617","
Northville,  
(42.440686, -83.493151)"
"Call Center","The Minacs Group (USA) Inc.","633","2014","Approved","580","-","$2,489,129","
Farmington Hills,  
(42.485645, -83.357869)"
"Call Center","Morley Companies, Incorporated","476","2009","Approved","332","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","US Farathane Corporation","607","2014.1","Approved","789","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2006","Approved","400","-","-","
Romulus,  
(42.220519, -83.385307)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2008","Approved","125","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Electronics","Dow Corning Corporation","216","2011","Approved","44","-","$5,147,662","
Auburn,  
(47.307522, -122.22575)"
"Chemicals","The Dow Chemical Company","623","2014","Approved","405","-","$107,965,260","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2002","Approved","124","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2014","Approved","134","-","$1,919,760","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Venchurs Inc.","425","2011","Did Not Qualify","6","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2004","Approved","115","-","-","
Rockwood,  
(44.168098, -87.705597)"
"Automotive - Manufacturing","US Farathane Corporation","607","2013","Approved","-","464","$22,276,826","
Auburn Hills,  
(42.672504, -83.225448)"
"Electronics","Dow Corning Corporation","216","2012","Approved","97","-","$28,532,946","
Auburn,  
(47.307522, -122.22575)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2011","Approved","-","225","$199,378","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2012","Approved","26","-","-","
Troy,  
(42.727684, -73.691059)"
"Chemicals","Wacker Chemical Corporation","606","2012","Approved","-","156","$11,840,288","
Adrian,  
(41.895299, -84.039815)"
"Call Center","The Minacs Group (USA) Inc.","633","2012.2","Approved","108","-","$1,729,215","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2001","Approved","91","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Furniture","Steelcase, Inc.","597","2012.2","Approved","-","351","$646,401","
Grand Rapids,  
(42.965446, -85.670209)"
"Defense/Military","Wolverine World Wide, Incorporated","571","2011","Approved","96","-","-","
Big Rapids,  
(43.702205, -85.48398)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2007","Approved","123","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Electronics","Advanced Photonix, Inc.","308","2016.2","Approved","38","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2003","Approved","475","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2005","Approved","77","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Financial Services","Asset Acceptance Corporation","546","2010","Did Not Qualify","69","-","-","
Warren,  
(42.52144, -83.020184)"
"Defense/Military","Century Incorporated","686","2011","Approved","19","-","$4,691,345","
Traverse City,  
(44.759092, -85.605469)"
"Automotive - Manufacturing","US Farathane Corporation","607","2014.2","Approved","789","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Life Science - Other","Perrigo Company","172","2013","Approved","60","-","-","
Allegan,  
(42.530489, -85.850499)"
"Automotive - Manufacturing","Yanfeng USA Automotive Trim Systems. Inc.","694","2012","Approved","69","-","$4,748,357","
Harrison Township,  
(40.640704, -79.710807)"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2014","Approved","285","-","$26,744,825","
Belleville,  
(38.512629, -89.984229)"
"Automotive - Manufacturing","ZF Group NAO","179","2005","Did Not Qualify","-","-","-","
Northville,  
(42.440686, -83.493151)"
"Furniture","Haworth, Inc.","576","2014","Approved","169","-","-","
Holland,  
(42.751561, -86.096297)"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2014","Approved","-","2,815","$85,185,000","
Saginaw,  
(43.419547, -83.946359)"
"Financial Services","Flagstar Bank, Fsb","81","2012","Approved","1,387","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","ZF Group NAO","179","2009","Approved","28","-","$2,390,591","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","MS Industries Inc.","400","2010","Approved","53","-","$20,805,280","
Fowlerville,  
(42.6022, -78.716904)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2008","Approved","116","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Financial Services","Chrysler Group LLC","91","2006","Approved","389","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2009","Did Not Qualify","-","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2014","Approved","216","-","$313,686","
Quincy,  
(39.93553, -91.388754)"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2003","Approved","115","-","-","
Rockwood,  
(44.168098, -87.705597)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2012","Approved","-","224","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Electronics","Advanced Photonix, Inc.","308","2009","Approved","39","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Electronics","GE Aviation","205","2007.2","Approved","119","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Nicholas Plastics, Inc.","252","2006","Approved","83","-","-","
Allendale,  
(33.007593, -81.308964)"
"Information Technology","Covenant Eyes, Inc","679","2012","Approved","14","-","$653,170","
Owosso,  
(42.998485, -84.170633)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2005","Approved","400","-","-","
Romulus,  
(42.220519, -83.385307)"
"Call Center","AT&T Inc. Michigan","279","2011","Approved","-","908","-","
Detroit,  
(42.332916, -83.047853)"
"Call Center","Morley Companies, Incorporated","476","2012.1","Approved","335","-","$107,109","
Saginaw,  
(43.419547, -83.946359)"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2013","Approved","18","-","$179,985","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2008","Approved","144","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2010","Approved","174","-","$2,212,981","
Belleville,  
(38.512629, -89.984229)"
"Automotive - Manufacturing","Molex North America HQ","7","2002","Approved","81","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2014","Approved","-","281","$715,852","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2011","Approved","175","-","$3,418,732","
Belleville,  
(38.512629, -89.984229)"
"Manufacturing","Duncan Aviation","280","2010","Did Not Qualify","59","-","-","
Battle Creek,  
(42.31918, -85.182454)"
"Automotive - Manufacturing","Mando America Corporation","464","2010","Approved","6","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Yanfeng USA Automotive Trim Systems. Inc.","694","2013","Approved","189","-","$1,216,490","
Harrison Township,  
(40.640704, -79.710807)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2004","Approved","165","-","-","
Livonia,  
(42.39709, -83.36961)"
"Chemicals","Chemetall US, Inc.","725","2015","Approved","-","98","$3,445,382","
Romulus,  
(42.220519, -83.385307)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2005","Approved","190","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing, LLC","206","2004","Approved","153","-","-","
Monroe,  
(32.500759, -92.111225)"
"Life Science - Other","Perrigo Company","172","2012.1","Approved","54","-","-","
Allegan,  
(42.530489, -85.850499)"
"Automotive - Manufacturing","Sellner - Behr Corporation","99","2002","Approved","133","-","-","
Comstock Park,  
(43.032746, -85.667132)"
"Call Center","AT&T Inc. Michigan","279","2007","Approved","-","1,008","-","
Detroit,  
(42.332916, -83.047853)"
"Call Center","The Minacs Group (USA) Inc.","633","2012.1","Approved","140","-","$702,120","
Farmington Hills,  
(42.485645, -83.357869)"
"Call Center","Comcast Corporation","299","2009","Approved","269","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Electronics","Pcb Load & Torque, Inc.","554","2011","Approved","25","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Link Engineering Company","673","2011","Approved","5","-","$6,638,365","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","ZF Group NAO","494","2012","Approved","493","-","-","
Northville,  
(42.440686, -83.493151)"
"Food Processing","Roskam Baking Company, Inc.","550","2013","Approved","385","-","$1,195,717","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2010","Did Not Qualify","-","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2008","Approved","391","-","-","
Charlotte,  
(35.222936, -80.840161)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2010","Approved","72","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Michigan Automotive Compressor, Inc.","711","2012.1","Approved","-","604","$44,432,258","
Parma,  
(41.384498, -81.734664)"
