"expediente","nombre_establecimiento","ciudad","departamento","direccion","concepto_corto","concepto","fecha_notificacion","fecha_vencimiento"
"1487G","FUNDACION HOSPITAL UNIVERSIDAD DEL NORTE ANTES  FUNDACION CENTRO MEDICO DEL NORTE","SOLEDAD","ATLANTICO","CALLE 30 AVENIDA AL AEROPUERTO JUNTO AL PARQUE MUVDI  SOLEDAD   ATLÁNTICO","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO  PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL DE LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2018-11-28","2021-12-13"
"1712G","ESE HOSPITAL UNIVERSITARIO DE NEIVA ""HMP"" HERNÁNDO MONCALEANO PERDOMO","NEIVA","HUILA","CALLE 9 NRO  15 25","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA POR LO TANTO SE RENUEVA EL CONCEPTO TECNICO PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE LOS GASES MEDICINALES  CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACEUTICA QUE SE RELACIONA A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   1 1 1  GASEOSO1 2  OXIGENO MEDICINAL POR PSA  TAMIZ MOLECULAR   1 2 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA FABRICACION EN LINEA DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LA FORMA FARMACEUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2022-01-07","2025-01-24"
"1701G","FUNDACION ABOOD SHAIO","BOGOTA D C","BOGOTA D C","DIAGONAL 115 A NRO  70   75","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2018-06-19","2021-07-04"
"1363G","HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO","PASTO","NARIÑO","CALLE 22 NO  7 93 PASTO   NARIÑO","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2021-09-28","2024-10-12"
"1168G","OXIGENOS DEL SUR S A S","PASTO","NARIÑO","CARRERA 17 B NO  18 44  BARRIO NAVARRETE","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA Y AMPLIA EL CONCEPTO TÉCNICO PARA EL ENVASADO DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTERILES1 1  OXIGENO MEDICINAL 1 1 1  GASEOSO  CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES 1 1 2  LIQUIDO   EN ENVASES CRIOGENICOS  TERMOS NOTAS ACLARATORIAS  1  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO GAS  ES TRANSPORTADO A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO CRIOGÉNICO 2  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE EL ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 3  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2018-05-29","2021-06-14"
"1842G","CAJA DE COMPENSACIÓN FAMILIAR – CAFAM","BOGOTA D C","BOGOTA D C","CALLE 51 NRO  15 34","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-09-30","2022-10-15"
"1629G","INSTITUTO NACIONAL DE CANCEROLOGIA ESE","BOGOTA D C","BOGOTA D C","CALLE 1 NO  9 85","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA FARMACÉUTICA PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESOR EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO","2021-10-26","2024-11-10"
"301G","FONOS GASES INDUSTRIALES Y MEDICINALES S A S  – FONOS S A S","LOS PATIOS","NORTE DE SANTANDER","AVENIDA 10 CALLE 50 KILÓMETRO 3  LA FLORESTA  MUNICIPIO LOS PATIOS  NORTE DE SANTANDER","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN Y LLENADO DE GASES MEDICINALES POR LO TANTO SE RENUEVA  EL CONCEPTO TÉCNICO CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXIGENO MEDICINAL1 1 1  LÍQUIDO  EN ENVASES CRIOGÉNICOS TERMOS O DEWARS1 1 2  GASEOSO  CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES1 2  AIRE MEDICINAL  EN SITIO POR COMPRESOR    1 2 1  GASEOSO  CILINDROS DE ALTA PRESIÓNNOTAS ACLARATORIAS  1  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO CRIOGÉNICO 2  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN Y ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 3  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-05-20","2022-06-04"
"1295G","OXIGENOS DE COLOMBIA LTDA  SUCURSAL BUCARAMANGA    OXICOL LTDA","BUCARAMANGA","SANTANDER","KILOMETRO 7  AUTOPISTA VIA GIRON","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA EL LLENADO DE GASES MEDICINALES POR LO TANTO SE RENUEVA  EL CONCEPTO TÉCNICO CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXÍGENO MEDICINAL 1 1 1  LÍQUIDO ENVASES CRIOGÉNICOS  TERMOS   1 1 2  GASEOSO CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES 1 2  AIRE MEDICINAL  SINTETICO 1 2 1  GASEOSO  CILINDROS DE ALTA PRESION  NOTAS ACLARATORIAS  1 EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES OBTENIDO  POR EL MÉTODO CRIOGÉNICO Y TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS 2 EL NITRÓGENO LÍQUIDO  UTILIZADO PARA LA FABRICACIÓN DE AIRE MEDICINAL SINTÉTICO  ES OBTENIDO POR EL MÉTODO CRIOGÉNICO Y TRAÍDO A GRANEL DE OTRAS PLANTAS 3 EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE EL ENVASADO DE LOS GASES MEDICINALES  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 4 CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","3/30/21","4/15/24"
"1864G","OXIGENOS DEL LLANO S A S","ARAUCA","ARAUCA","KILOMETRO 7 VIA CAÑO LIMON","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA LA FABRICACIÓN Y ENVASADO DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXÍGENO MEDICINAL OBTENIDO POR TAMIZ MOLECULAR  1 1 1  GASEOSO  CILINDRO Y CILINDRO PORTÁTIL   Y PARA EL ENVASADO DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN  1  NO ESTÉRILES1 1  OXIGENO MEDICINAL OBTENIDO POR LICUEFACCIÓN DEL AIRE  1 1 1  LÍQUIDO  CONTENEDOR CRIOGÉNICO A GRANEL Y CONTENEDOR CRIOGÉNICO PORTÁTIL     1 1 2  GASEOSO  CILINDRO Y CILINDRO PORTÁTIL NOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y ENVASADO DE LOS GASES MEDICINALES OBTENIDOS POR EL PROCESO DE TAMIZ MOLECULAR Y EL ENVASADO DE LOS GASES MEDICINALES OBTENIDOS  POR LICUEFACCIÓN DEL AIRE  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 2  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES TRANSPORTADO A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS POR EL INVIMA  LAS CUALES LO OBTIENEN POR EL MÉTODO DE LICUEFACCIÓN  3  EL OXÍGENO LÍQUIDO A GRANEL ES TRANSPORTADO EN CISTERNAS DE CARROTANQUES PARA SU DISTRIBUCIÓN  4  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2021-03-16","2024-03-31"
"1231G","MESSER COLOMBIA S A ESTACION DE LLENADO DE MEDELLIN   ANTES LINDE COLOMBIA S A   MEDELLIN  ANTES AGA FANO FABRICA NACIONAL DE OXIGENO S A","MEDELLIN","ANTIOQUIA","CALLE 29 NO  44 06","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  POR LO TANTO  SE RENUEVA EL CONCEPTO TECNICO PARA LA FABRICACION  ENVASADO  DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1 	NO ESTERILES1 1 	OXIGENO MEDICINAL 1 1 1 	LIQUIIDO   EN ENVASES CRIOGENICOS  TERMOS  1 1 2 	GASEOSO   CILINDROS DE ALTA PRESION Y CILINDROS PORTATILES 1 2  AIRE MEDICINAL  SINTETICO 1 2 1  GASEOSO   CILINDROS DE ALTA PRESION1  EL OXIGENO LIQUIDO UTILIZADO PARA EL ENVASADO  COMO LIQUIDO O GAS  ES TRANSPORTADO A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS  TOCANCIPA Y CARTAGENA   LAS CUALES LO OBTIENEN POR EL METODO CRIOGENICO 2  EL AIRE SINTETICO SE OBTIENE POR MEZCLA DE OXIGENO MEDICINAL Y NITROGENO OBTENIDOS POR EL METODO DE LICUEFACCION  3  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE EL ENVASADO DE LOS GASES MEDICINALES OBTENIDOS POR LICUEFACCION DEL AIRE  EN LAS FORMAS FARMACEUTICAS ANTES DESCRITAS 4  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE EL ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS ANTES DESCRITAS 5  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-12-07","2023-12-22"
"1240","MESSER COLOMBIA S A  REGIONAL BARRANQUILLA  LINDE COLOMBIA S A  CENTRO DE DISTRIBUCION BARRANQUILLA   ANTES AGA FANO S A","BARRANQUILLA","ATLANTICO","VIA 40 NO  75   31","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN  DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  PRODUCIDO EN SITIO POR COMPRESOR 1 1 1  GASEOSO  EN CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILESY PARA EL ENVASADO DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXÍGENO MEDICINAL A GRANEL OBTENIDO POR LICUEFACCIÓN DEL AIRE 1 1 1  GASEOSO  EN CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES1 1 2  LÍQUIDO  EN ENVASES CRIOGÉNICOS  TERMOSNOTAS ACLARATORIAS 1  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO CRIOGÉNICO 2  EL AIRE ES OBTENIDO EN SITIO POR COMPRESOR  3  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN  O ENVASADO  DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 4  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-03-11","2023-03-27"
