"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Montour County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","3697",,"Children in area, estimated by American Community Survey","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Luzerne County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.68","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","167",,"Number of dependent children removed where parental drug use was a factor","62416",,"Children in area, estimated by American Community Survey","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)"
"County","Indiana County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.42","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","37",,"Number of dependent children removed where parental drug use was a factor","15306",,"Children in area, estimated by American Community Survey","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)"
"County","Fayette County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","4.59","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","119",,"Number of dependent children removed where parental drug use was a factor","25938",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Schuylkill County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.88","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","25",,"Number of dependent children in kinship care where parental drug use was a factor","28373",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Dauphin County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.49","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","30",,"Number of dependent children in kinship care where parental drug use was a factor","61451",,"Children in area, estimated by American Community Survey","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Cambria County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","25696",,"Children in area, estimated by American Community Survey","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Perry County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9942",,"Children in area, estimated by American Community Survey","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Perry County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9990",,"Children in area, estimated by American Community Survey","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Snyder County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.49","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children removed where parental drug use was a factor","8748",,"Children in area, estimated by American Community Survey","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Montgomery County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.58","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","103",,"Number of dependent children removed where parental drug use was a factor","178892",,"Children in area, estimated by American Community Survey","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)"
"County","Venango County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","10167",,"Children in area, estimated by American Community Survey","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)"
"County","Lackawanna County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.49","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","21",,"Number of dependent children in kinship care where parental drug use was a factor","42867",,"Children in area, estimated by American Community Survey","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Armstrong County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","13018",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Delaware County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.45","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","56",,"Number of dependent children removed where parental drug use was a factor","125253",,"Children in area, estimated by American Community Survey","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)"
"County","Bradford County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","13577",,"Children in area, estimated by American Community Survey","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Blair County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.63","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children removed where parental drug use was a factor","25397",,"Children in area, estimated by American Community Survey","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)"
"County","Clinton County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.65","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children removed where parental drug use was a factor","7876",,"Children in area, estimated by American Community Survey","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Philadelphia County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.12","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","387",,"Number of dependent children removed where parental drug use was a factor","346267",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Susquehanna County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.00","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children removed where parental drug use was a factor","8008",,"Children in area, estimated by American Community Survey","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Lebanon County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.15","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","69",,"Number of dependent children in kinship care where parental drug use was a factor","32032",,"Children in area, estimated by American Community Survey","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)"
"County","Huntingdon County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8390",,"Children in area, estimated by American Community Survey","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","McKean County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8373",,"Children in area, estimated by American Community Survey","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)"
"County","Armstrong County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","12876",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"State","Commonwealth","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.09","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","2900",,"Number of dependent children removed where parental drug use was a factor","2662391",,"Children in area, estimated by American Community Survey","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Mercer County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","21873",,"Children in area, estimated by American Community Survey","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.26009410790002 41.302377765)"
"County","Berks County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.24","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children in kinship care where parental drug use was a factor","94038",,"Children in area, estimated by American Community Survey","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)"
"County","Centre County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","24494",,"Children in area, estimated by American Community Survey","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)"
"County","Butler County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.68","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","26",,"Number of dependent children in kinship care where parental drug use was a factor","38197",,"Children in area, estimated by American Community Survey","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)"
"County","Chester County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.09","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children removed where parental drug use was a factor","119090",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Chester County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","119968",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Franklin County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.52","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","34619",,"Children in area, estimated by American Community Survey","28","28","42","055","(39.9278619704, -77.7239884483)","POINT (-77.7239884483 39.9278619704)"
"County","Mercer County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.69","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","15",,"Number of dependent children removed where parental drug use was a factor","21873",,"Children in area, estimated by American Community Survey","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.26009410790002 41.302377765)"
"County","Lancaster County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.64","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","82",,"Number of dependent children removed where parental drug use was a factor","128724",,"Children in area, estimated by American Community Survey","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)"
"County","Indiana County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","15795",,"Children in area, estimated by American Community Survey","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)"
"County","Susquehanna County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7844",,"Children in area, estimated by American Community Survey","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Butler County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.93","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","36",,"Number of dependent children in kinship care where parental drug use was a factor","38553",,"Children in area, estimated by American Community Survey","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)"
"County","Greene County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","4.59","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","33",,"Number of dependent children removed where parental drug use was a factor","7183",,"Children in area, estimated by American Community Survey","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)"
"County","Philadelphia County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.41","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","486",,"Number of dependent children removed where parental drug use was a factor","345589",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Westmoreland County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","65147",,"Children in area, estimated by American Community Survey","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)"
"County","Schuylkill County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.99","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","28",,"Number of dependent children in kinship care where parental drug use was a factor","28336",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Montour County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","3659",,"Children in area, estimated by American Community Survey","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Columbia County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.44","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","29",,"Number of dependent children removed where parental drug use was a factor","11868",,"Children in area, estimated by American Community Survey","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Adams County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.87","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","20804",,"Children in area, estimated by American Community Survey","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)"
"County","Jefferson County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9316",,"Children in area, estimated by American Community Survey","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Jefferson County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.04","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","19",,"Number of dependent children removed where parental drug use was a factor","9316",,"Children in area, estimated by American Community Survey","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Berks County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.56","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","53",,"Number of dependent children in kinship care where parental drug use was a factor","94216",,"Children in area, estimated by American Community Survey","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)"
"County","Schuylkill County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","4.08","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","115",,"Number of dependent children removed where parental drug use was a factor","28208",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Lehigh County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.75","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","62",,"Number of dependent children removed where parental drug use was a factor","82508",,"Children in area, estimated by American Community Survey","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)"
"County","Lackawanna County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.51","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","22",,"Number of dependent children in kinship care where parental drug use was a factor","42997",,"Children in area, estimated by American Community Survey","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Lebanon County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","31808",,"Children in area, estimated by American Community Survey","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)"
"County","Beaver County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.54","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","33064",,"Children in area, estimated by American Community Survey","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)"
"County","Dauphin County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.05","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","65",,"Number of dependent children removed where parental drug use was a factor","62069",,"Children in area, estimated by American Community Survey","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Adams County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","20804",,"Children in area, estimated by American Community Survey","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)"
"County","Wayne County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8784",,"Children in area, estimated by American Community Survey","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)"
"County","Clinton County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7876",,"Children in area, estimated by American Community Survey","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Cambria County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.69","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","44",,"Number of dependent children removed where parental drug use was a factor","26057",,"Children in area, estimated by American Community Survey","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Tioga County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8337",,"Children in area, estimated by American Community Survey","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)"
"County","Union County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","5.95","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","48",,"Number of dependent children in kinship care where parental drug use was a factor","8064",,"Children in area, estimated by American Community Survey","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)"
"County","Fayette County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","3.25","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","83",,"Number of dependent children removed where parental drug use was a factor","25561",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Cambria County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.93","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","24",,"Number of dependent children removed where parental drug use was a factor","25696",,"Children in area, estimated by American Community Survey","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Snyder County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8475",,"Children in area, estimated by American Community Survey","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Union County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","8064",,"Children in area, estimated by American Community Survey","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)"
"County","Washington County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.40","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","98",,"Number of dependent children removed where parental drug use was a factor","40817",,"Children in area, estimated by American Community Survey","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Montour County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","3659",,"Children in area, estimated by American Community Survey","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Chester County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","119968",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Forest County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","667",,"Children in area, estimated by American Community Survey","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"County","Wayne County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8888",,"Children in area, estimated by American Community Survey","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)"
"State","Commonwealth","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.13","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","3015",,"Number of dependent children removed where parental drug use was a factor","2675330",,"Children in area, estimated by American Community Survey","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Warren County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","7937",,"Children in area, estimated by American Community Survey","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
