"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Westmoreland","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","26.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","192","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7345","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","65","65","42","129","POINT (-79.471341176 40.3103149985)"
"County","Clinton","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","21","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","18","18","42","035","POINT (-77.6428376046 41.2328627374)"
"County","Blair","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","49.84","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","64","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1284","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","7","07","42","013","POINT (-78.349076871 40.4855502384)"
"County","Venango","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","17","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","61","61","42","121","POINT (-79.7628656104 41.4034125863)"
"County","Lancaster","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","45.34","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","191","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4213","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","36","36","42","071","POINT (-76.2513876838 40.0459079619)"
"County","Clinton","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","13","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","18","18","42","035","POINT (-77.6428376046 41.2328627374)"
"State","Commonwealth","All","30-34 years","2019","2019 Annual","1/1/2019-12/31/2019","82.97","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1785","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","21514","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Clearfield","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","124","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","17","17","42","033","POINT (-78.4755834299 41.0004290024)"
"County","Somerset","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","151.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","73","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","483","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","56","56","42","111","POINT (-79.0310020611 39.9714629901)"
"County","Bedford","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","19.19","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","10","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","521","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","5","05","42","009","POINT (-78.4911647381 40.0073753643)"
"County","Montgomery","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","37.98","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","262","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6898","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","46","46","42","091","POINT (-75.3725200072 40.209898739)"
"County","Venango","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","23","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","61","61","42","121","POINT (-79.7628656104 41.4034125863)"
"County","Dauphin","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","35.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","96","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2670","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","22","22","42","043","POINT (-76.7796056802 40.4197463597)"
"County","Venango","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","23.48","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","12","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","511","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","61","61","42","121","POINT (-79.7628656104 41.4034125863)"
"County","Cameron","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","12","12","42","023","POINT (-78.2091693241 41.4388026531)"
"County","Jefferson","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","19","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","33","33","42","065","POINT (-79.0010181419 41.1313909115)"
"State","Commonwealth","All","20-24 years","2020","2020 Annual","1/1/2020-12/31/2020","59.10","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","390","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6599","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Columbia","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","67.90","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","33","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","486","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","19","19","42","037","POINT (-76.4100217975 41.0491208559)"
"County","Bradford","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","8","08","42","015","POINT (-76.5182562384 41.7911781401)"
"County","Fayette","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","66.63","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","107","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1606","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","26","26","42","051","POINT (-79.6518963464 39.919447803)"
"County","Adams","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","28.26","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","18","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","637","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","1","01","42","001","POINT (-77.2222427076 39.8720956503)"
"County","Mifflin","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","17","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","44","44","42","087","POINT (-77.6200308901 40.6127492804)"
"County","Fulton","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","9","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","29","29","42","057","POINT (-78.1148504535 39.9248751086)"
"County","Northampton","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","28.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","78","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2772","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","48","48","42","095","POINT (-75.3126372576 40.754595404)"
"County","Indiana","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","46.05","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","63","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1368","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","32","32","42","063","POINT (-79.0933349286 40.6529549748)"
"County","Centre","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","110.52","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","62","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","561","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","14","14","42","027","POINT (-77.8250011212 40.9193135008)"
"County","Sullivan","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","57","57","42","113","POINT (-76.5147922046 41.4480993958)"
"County","Clarion","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","8","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","16","16","42","031","POINT (-79.4248360769 41.1927912877)"
"County","Adams","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","30.71","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","25","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","814","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","1","01","42","001","POINT (-77.2222427076 39.8720956503)"
"State","Commonwealth","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","40.48","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","6592","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","162832","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Susquehanna","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","25","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","58","58","42","115","POINT (-75.8025030296 41.8205685982)"
"County","Lawrence","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","31.27","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","55","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1759","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","37","37","42","073","POINT (-80.3375411446 40.9932503514)"
"County","Philadelphia","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","24.98","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","656","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","26265","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","51","51","42","101","POINT (-75.140236002 40.0044435384)"
"County","Armstrong","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","44.83","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","36","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","803","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","3","03","42","005","POINT (-79.4731689893 40.8150952555)"
"County","Centre","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","67","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","14","14","42","027","POINT (-77.8250011212 40.9193135008)"
"County","Perry","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","61.12","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","25","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","409","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","50","50","42","099","POINT (-77.2590738496 40.4041531744)"
"County","Luzerne","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","50.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","256","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5055","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","40","40","42","079","POINT (-75.991996098 41.1783643884)"
"County","Lehigh","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","23.50","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","73","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3106","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","39","39","42","077","POINT (-75.6009948118 40.6146479416)"
"State","Commonwealth","All","35-39 years","2017","2017 Annual","1/1/2017-12/31/2017","66.72","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1533","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","22976","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Sullivan","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","57","57","42","113","POINT (-76.5147922046 41.4480993958)"
"County","Snyder","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","10","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","55","55","42","109","POINT (-77.0725596804 40.7711373692)"
"State","Commonwealth","Female","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","57.34","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","2601","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","45358","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","28.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","3954","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","138048","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Fulton","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","407","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","29","29","42","057","POINT (-78.1148504535 39.9248751086)"
"County","Cambria","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","50.36","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","113","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2244","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","11","11","42","021","POINT (-78.7189417385 40.4912749067)"
"County","Greene","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","37","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","30","30","42","059","POINT (-80.2294381655 39.8548039342)"
"County","Wayne","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","135.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","62","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","456","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","64","64","42","127","POINT (-75.3051535022 41.6496980525)"
"County","Delaware","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","33.85","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","246","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7267","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","23","23","42","045","POINT (-75.4062771212 39.9165786652)"
"County","Mifflin","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","44","44","42","087","POINT (-77.6200308901 40.6127492804)"
"County","Jefferson","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","24.18","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","11","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","455","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","33","33","42","065","POINT (-79.0010181419 41.1313909115)"
"County","Fayette","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","85.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","161","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1880","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","26","26","42","051","POINT (-79.6518963464 39.919447803)"
"County","Cameron","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","12","12","42","023","POINT (-78.2091693241 41.4388026531)"
"County","Lycoming","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","131.95","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","102","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","773","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","41","41","42","081","POINT (-77.069424568 41.3445979226)"
"County","Wyoming","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","13","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","66","66","42","131","POINT (-76.0181300338 41.5189248803)"
"State","Commonwealth","All","25-29 years","2020","2020 Annual","1/1/2020-12/31/2020","80.47","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1113","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","13832","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Potter","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","12","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","53","53","42","105","POINT (-77.8987922939 41.7442064382)"
"County","Columbia","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","47.62","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","23","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","483","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","19","19","42","037","POINT (-76.4100217975 41.0491208559)"
"County","Erie","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","46.51","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","156","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3354","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","25","25","42","049","POINT (-80.0407591036 41.9941378702)"
"County","Blair","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","71.58","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","66","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","922","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","7","07","42","013","POINT (-78.349076871 40.4855502384)"
"County","Butler","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","28.58","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","68","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2379","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","10","10","42","019","POINT (-79.9171177889 40.9108318483)"
"State","Commonwealth","All","20-24 years","2016","2016 Annual","1/1/2016-12/31/2016","84.57","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1098","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","12983","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Warren","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","14","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","62","62","42","123","POINT (-79.278581578 41.8167523652)"
"County","Mifflin","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","63.83","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","423","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","44","44","42","087","POINT (-77.6200308901 40.6127492804)"
"County","Schuylkill","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","235.49","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","138","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","586","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","54","54","42","107","POINT (-76.223323851 40.707512431)"
"County","Juniata","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","34","34","42","067","POINT (-77.405775001 40.5343300836)"
