"the_geom","x","y","name","address","city_1","state","zip","phone","directions"
"POINT (-75.610999995776 40.801294552286)","-75.611000000000004","40.801294550000001","SHEAS HARDWARE INC","266 DELAWARE AVE","PALMERTON","PA","18071","6108262412","http://maps.google.com/maps?q=40.80129455,-75.611"
"POINT (-76.539084999254 40.64609899975)","-76.539085","40.646099","MOORE SUPPLY COMPANY","1104 W MAIN ST","VALLEY VIEW","PA","17983","5706823960","http://maps.google.com/maps?q=40.646099,-76.539085"
"POINT (-78.667716516622 40.390397633962)","-78.667716519999999","40.390397630000002","STAGER ENTERPRISES INC","696 DULANCEY DRIVE","PORTAGE","PA","15946","8147363380","http://maps.google.com/maps?q=40.39039763,-78.66771652"
"POINT (-78.030915729134 40.293767948674)","-78.030915730000004","40.293767950000003","CASSVILLE COUNTRY STORE","360 SEMINARY STREET","CASSVILLE","PA","16623","8144482849","http://maps.google.com/maps?q=40.29376795,-78.03091573"
"POINT (-80.102073775735 40.687669405338)","-80.102073779999998","40.687669409999998","WAL MART 1770","20245 ROUTE 19","CRANBERRY TWP","PA","16066","7247724550","http://maps.google.com/maps?q=40.68766941,-80.10207378"
"POINT (-76.877568494206 40.693514465874)","-76.877568490000002","40.693514469999997","HILSHERS GENERAL STORE","5254 S SUSQUEHANNA TRAIL","PORT TREVORTON","PA","17864","5703741550","http://maps.google.com/maps?q=40.69351447,-76.87756849"
"POINT (-78.638796058246 40.048946517341)","-78.638796060000004","40.048946520000001","SHAWNEE COUNTRY STORE","3875 PITT ST","SCHELLSBURG","PA","15559",,"http://maps.google.com/maps?q=40.04894652,-78.63879606"
"POINT (-79.149225626285 40.314396905241)","-79.149225630000004","40.314396909999999","PGC-SOUTHWEST REGIONAL HDQ","4820 RT 711","BOLIVAR","PA","15923","7242389523","http://maps.google.com/maps?q=40.31439691,-79.14922563"
"POINT (-80.1464376842 41.714747046003)","-80.146437680000005","41.71474705","SAEGERTOWN HARDWARE","201 MAIN ST","SAEGERTOWN","PA","16433","8147632795","http://maps.google.com/maps?q=41.71474705,-80.14643768"
"POINT (-76.485758007209 39.872307598921)","-76.485758009999998","39.872307599999999","BROGUE GENERAL STORE","2230 DELTA ROAD","BROGUE","PA","17309","7179271339","http://maps.google.com/maps?q=39.8723076,-76.48575801"
"POINT (-78.80008669542 40.674701303864)","-78.800086699999994","40.674701300000002","LECORCHICK SPORTING SUPPLY","174 SHAWNA RD","BARNESBORO","PA","15714","8149489409","http://maps.google.com/maps?q=40.6747013,-78.8000867"
"POINT (-76.605756000415 40.577139999895)","-76.605756","40.57714","STONY GUN AND ARCHERY LLC","9758 STATE RT 209","WILLIAMSTOWN","PA","17980","7175231102","http://maps.google.com/maps?q=40.57714,-76.605756"
"POINT (-75.476932984746 41.585565221908)","-75.476932980000001","41.585565219999999","WHITES CROSSING SPORT SHOP","298 CANAAN ST","CARBONDALE","PA","18407","5702824699","http://maps.google.com/maps?q=41.58556522,-75.47693298"
"POINT (-74.151787283407 40.787227319828)","-74.151787279999994","40.78722732","BULLET HOLE INC","78 RUTGERS ST","BELLEVILLE","NJ","07109","9737593968","http://maps.google.com/maps?q=40.78722732,-74.15178728"
"POINT (-78.392920134767 40.429808703244)","-78.392920129999993","40.429808700000002","BLAIR COUNTY TREASURER","423 ALLEGHENY ST","HOLLIDAYSBURG","PA","16648","8146933120","http://maps.google.com/maps?q=40.4298087,-78.39292013"
"POINT (-75.054393000375 40.021532999699)","-75.054393000000005","40.021532999999998","SPORT MASTER","6301 DITMAN ST","PHILADELPHIA","PA","19135",,"http://maps.google.com/maps?q=40.021533,-75.054393"
"POINT (-78.960950804413 39.921449361262)","-78.960950800000006","39.921449359999997","CUSTER SPORT SHOP","404  BROADWAY ST","BERLIN","PA","15530","8142674618","http://maps.google.com/maps?q=39.92144936,-78.9609508"
"POINT (-76.534184622903 41.130387609175)","-76.534184620000005","41.13038761","GUMPY'S CREEKSIDE CABIN","2861 ROUTE 42","MILLVILLE","PA","17846","5704585131","http://maps.google.com/maps?q=41.13038761,-76.53418462"
"POINT (-76.468497085637 40.031710010874)","-76.46849709","40.031710009999998","SUSQUEHANNA FISHING TACKLE","3992 LOCUST GROVE RD","COLUMBIA","PA","17512",,"http://maps.google.com/maps?q=40.03171001,-76.46849709"
"POINT (-74.811254413349 41.327585627861)","-74.811254410000004","41.327585630000002","PIKE COUNTY OUTFITTERS","106 ROUTE 6","MILFORD","PA","18337","5702969492","http://maps.google.com/maps?q=41.32758563,-74.81125441"
"POINT (-79.800960723913 39.928239416275)","-79.800960720000006","39.928239419999997","DUNLAP CREEK LAKE OUTDOOR CTR","296 KRULOCK RD","UNIONTOWN","PA","15401",,"http://maps.google.com/maps?q=39.92823942,-79.80096072"
"POINT (-79.544332394979 40.302541912923)","-79.544332389999994","40.302541910000002","WESTMORELAND CO TREASURER","2 N MAIN ST  SUITE 110","GREENSBURG","PA","15601","7248303175","http://maps.google.com/maps?q=40.30254191,-79.54433239"
"POINT (-75.628196438972 40.352811949307)","-75.628196439999996","40.352811950000003","WAL MART 5239","567 ROUTE 100 NORTH","BECHTELSVILLE","PA","19505","6103671005","http://maps.google.com/maps?q=40.35281195,-75.62819644"
"POINT (-75.992068873272 39.965119246823)","-75.992068869999997","39.965119250000001","DUTCH WAY TRUE VALUE","107 PINE CREEK DR","GAP","PA","17527","6105932400","http://maps.google.com/maps?q=39.96511925,-75.99206887"
"POINT (-79.01087899992 40.669172999828)","-79.010879000000003","40.669173000000001","CLYMER HARDWARE","510 FRANKLIN ST","CLYMER","PA","15728","7242544179","http://maps.google.com/maps?q=40.669173,-79.010879"
"POINT (-78.503712765169 40.017339367852)","-78.503712770000007","40.017339370000002","BEDFORD COUNTY TREASURER","200 S JULIANA ST","BEDFORD","PA","15522","8146234846","http://maps.google.com/maps?q=40.01733937,-78.50371277"
"POINT (-78.371623376372 40.011709525045)","-78.371623380000003","40.011709529999997","EVERETT TRUE VALUE HARDWARE","114 E MAIN ST","EVERETT","PA","15537","8146526857","http://maps.google.com/maps?q=40.01170953,-78.37162338"
"POINT (-76.306294600058 40.040863343775)","-76.306294600000001","40.040863340000001","LANCASTER COUNTY TREASURER","150 N. QUEEN ST., SUITE 122","LANCASTER","PA","17608","7172998222","http://maps.google.com/maps?q=40.04086334,-76.3062946"
"POINT (-76.60855404232 40.164218863093)","-76.608554040000001","40.164218859999998","TROP GUN SHOP","910 N HANOVER ST","ELIZABETHTOWN","PA","17022","7173675585","http://maps.google.com/maps?q=40.16421886,-76.60855404"
"POINT (-76.792117821262 40.855525850483)","-76.792117820000001","40.855525849999999","NORTHUMBERLAND COUNTY TREAS","399 STADIUM DR","SUNBURY","PA","17801","5709884161","http://maps.google.com/maps?q=40.85552585,-76.79211782"
"POINT (-79.078542371772 40.010311088945)","-79.078542369999994","40.010311090000002","SOMERSET COUNTY TREASURER","300 N CENTER AVE  STE 300","SOMERSET","PA","15501","8144451482","http://maps.google.com/maps?q=40.01031109,-79.07854237"
"POINT (-79.149382102926 41.881473700724)","-79.149382099999997","41.881473700000001","WAL MART 3429","2901 MARKET STREET","WARREN","PA","16365","8147232640","http://maps.google.com/maps?q=41.8814737,-79.1493821"
"POINT (-79.187577699849 40.211203000107)","-79.187577700000006","40.211202999999998","ROLLING ROCK CLUB","167 CLUBHOUSE LANE","Laughlintown","PA","15655",,"http://maps.google.com/maps?q=40.211203,-79.1875777"
"POINT (-76.488135815426 41.011285629079)","-76.488135819999997","41.011285630000003","WAL MART 1794","100 LUNGER DRIVE","BLOOMSBURG","PA","17815","5703895750","http://maps.google.com/maps?q=41.01128563,-76.48813582"
"POINT (-80.089977548107 42.048870682324)","-80.08997755","42.04887068","WAL MART 2278","1825 DOWNS DR","ERIE","PA","16509","8148647330","http://maps.google.com/maps?q=42.04887068,-80.08997755"
"POINT (-76.311610997895 41.683664999727)","-76.311610999999999","41.683664999999998","RUTTN BUCKS OUTFITTERS","13150 RTE 187","WYALUSING","PA","18853","5707461110","http://maps.google.com/maps?q=41.683665,-76.311611"
"POINT (-80.392889555337 41.011512849783)","-80.39288956","41.011512850000003","WAL MART 2287","2501 W STATE ST","NEW CASTLE","PA","16101","7246579390","http://maps.google.com/maps?q=41.01151285,-80.39288956"
"POINT (-78.649550608877 40.633903133237)","-78.649550610000006","40.63390313","SIMPLE MEN OUTDOORS","447 MAGEE AVENUE","PATTON","PA","16668","8143222632","http://maps.google.com/maps?q=40.63390313,-78.64955061"
"POINT (-76.325045284104 40.076270952941)","-76.325045279999998","40.076270950000001","WAL MART 5200","2030 FRUITVILLE PIKE","LANCASTER","PA","17601","7175810200","http://maps.google.com/maps?q=40.07627095,-76.32504528"
"POINT (-78.041839539433 40.491167567702)","-78.041839539999998","40.491167570000002","WAL MART 5470","6716 TOWN CENTER BLVD","HUNTINGDON","PA","16652","8146446910","http://maps.google.com/maps?q=40.49116757,-78.04183954"
"POINT (-76.671806943944 39.975507623776)","-76.671806939999996","39.975507620000002","WAL MART 1529","2801 EAST MARKET BLDG B","YORK","PA","17402","7177551600","http://maps.google.com/maps?q=39.97550762,-76.67180694"
"POINT (-78.750530372797 40.897386846914)","-78.750530370000007","40.897386849999997","MAHAFFEY HARDWARE & SUPPLY CO","204 MILLER RD","MAHAFFEY","PA","15757","8142777006","http://maps.google.com/maps?q=40.89738685,-78.75053037"
"POINT (-79.814332143324 41.047977884027)","-79.814332140000005","41.047977879999998","LOGANS GUN GALLERY","875 N WASHINGTON ROAD","NORTH WASHINGTON","PA","16048","7248942260","http://maps.google.com/maps?q=41.04797788,-79.81433214"
"POINT (-75.738174048578 40.863530498228)","-75.738174049999998","40.863530500000003","CARBON COUNTY TREASURER","4 BROADWAY","JIM THORPE","PA","18229","5703252251","http://maps.google.com/maps?q=40.8635305,-75.73817405"
"POINT (-79.461344140774 40.488900093943)","-79.461549750000003","40.488810059999999","AGGIES COUNTRY MARKET LLC","2921 STATE ROUTE 286","SALTSBURG","PA","15681","7247020326","http://maps.google.com/maps?q=40.48881006,-79.46154975"
"POINT (-75.188463561547 40.363450003942)","-75.188463560000002","40.36345","QUINBY'S GUN SHOP","ROUTE 313 & APPLEBUTTER RD","DUBLIN","PA","18917","2152491144","http://maps.google.com/maps?q=40.36345,-75.18846356"
"POINT (-75.877854840227 41.833476142111)","-75.877854839999998","41.833476140000002","MONTROSE SPORTING GOODS","51 PUBLIC AVE","MONTROSE","PA","18801","5702783154","http://maps.google.com/maps?q=41.83347614,-75.87785484"
"POINT (-77.949796000363 41.030549999951)","-77.949796000000006","41.030549999999998","LAUREL OPTICS","104 S 4TH ST","SNOW SHOE","PA","16874","8448043040","http://maps.google.com/maps?q=41.03055,-77.949796"
"POINT (-75.91997499876 40.099132996476)","-75.919974999999994","40.099133000000002","HONEY BROOK HARDWARE","5004 HORSESHOE PIKE","HONEY BROOK","PA","19344","6102733724","http://maps.google.com/maps?q=40.099133,-75.919975"
"POINT (-80.236765056598 42.077182230883)","-80.236765059999996","42.077182229999998","PFBC WALNUT CREEK ACCESS","241 MANCHESTER ROAD","FAIRVIEW","PA","16415",,"http://maps.google.com/maps?q=42.07718223,-80.23676506"
"POINT (-76.402931508144 41.522664260864)","-76.402896999999996","41.522660000000002","SINCLAIRS  HARDWARE","221 CENTER ST BOX 386","DUSHORE","PA","18614","5709288870","http://maps.google.com/maps?q=41.52266,-76.402897"
"POINT (-75.087788145947 40.256998885778)","-75.087788149999994","40.256998889999998","TANNER SPORTS CENTER","2301 YORK RD","JAMISON","PA","18929","2153433103","http://maps.google.com/maps?q=40.25699889,-75.08778815"
"POINT (-76.011686934623 41.180358910168)","-76.011686929999996","41.180358910000002","PIESTRAKS GUN SHOP","104 ALDEN MOUNTAIN RD","NANTICOKE","PA","18634","5707353776","http://maps.google.com/maps?q=41.18035891,-76.01168693"
"POINT (-79.193781782307 40.600741146214)","-79.193781779999995","40.600741149999998","WAL MART 2318","3100 OAKLAND AVENUE","INDIANA","PA","15701","4123493565","http://maps.google.com/maps?q=40.60074115,-79.19378178"
"POINT (-75.689853248135 39.858885921693)","-75.689853249999999","39.858885919999999","WAL MART 3541","516 SCHOOL HOUSE ROAD","KENNETT SQUARE","PA","19348","6104442268","http://maps.google.com/maps?q=39.85888592,-75.68985325"
"POINT (-78.238948977714 40.672726894099)","-78.238948980000004","40.67272689","ACE FIX IT HARDWARE OF TYRONE","1112 LOGAN AVE","TYRONE","PA","16686","8146959840","http://maps.google.com/maps?q=40.67272689,-78.23894898"
"POINT (-75.970592999793 40.954338000234)","-75.970592999999994","40.954338","BARRYS LIVE BAIT","139 E GREEN ST","HAZLETON","PA","18201",,"http://maps.google.com/maps?q=40.954338,-75.970593"
"POINT (-77.998190493202 39.934116064104)","-77.998190489999999","39.934116060000001","FULTON COUNTY TREASURER","201 N 2ND ST","MC CONNELLSBURG","PA","17233","7174854454","http://maps.google.com/maps?q=39.93411606,-77.99819049"
"POINT (-79.545464603716 40.814751636795)","-79.545464600000003","40.814751639999997","WAL MART 1820","1 HILLTOP PLAZA","KITTANNING","PA","16201","7245432023","http://maps.google.com/maps?q=40.81475164,-79.5454646"
"POINT (-79.525005626732 40.146268242163)","-79.525005629999995","40.146268239999998","JACK CARUSO AND SONS SUNOCO","291 E MAIN ST","MOUNT PLEASANT","PA","15666",,"http://maps.google.com/maps?q=40.14626824,-79.52500563"
"POINT (-75.072513989661 41.253666536916)","-75.072513990000004","41.253666539999998","PICKEREL INN DELI, LLC","1524 ROUTE 402 RD","DINGMANS FERRY","PA","18328","5707757737","http://maps.google.com/maps?q=41.25366654,-75.07251399"
"POINT (-75.553305254682 41.491096200831)","-75.553305249999994","41.491096200000001","SMOKE RINGS","7 KENNEDY DRIVE","ARCHBALD","PA","18403",,"http://maps.google.com/maps?q=41.4910962,-75.55330525"
"POINT (-76.51182313003 40.412285429295)","-76.511823129999996","40.412285429999997","JONO ACE HARDWARE","10781 ALLENTOWN BLVD","JONESTOWN","PA","17038","7178655060","http://maps.google.com/maps?q=40.41228543,-76.51182313"
"POINT (-76.131231672074 41.989919107258)","-76.131229489999996","41.989910639999998","SKYLINE SERVICES, INC.","891 PENNSYLVANIA AVE","LITTLE MEADOWS","PA","18830","5706233000","http://maps.google.com/maps?q=41.98991064,-76.13122949"
"POINT (-77.203044241012 39.843085898062)","-77.203044239999997","39.843085899999998","WAL MART 1537","1270 YORK ROAD","GETTYSBURG","PA","17325","7173342000","http://maps.google.com/maps?q=39.8430859,-77.20304424"
"POINT (-75.378231766103 40.486852560673)","-75.378231769999999","40.486852560000003","DONLEYS GUN SHOP","1541 N WEST END BLVD","QUAKERTOWN","PA","18951","2155296578","http://maps.google.com/maps?q=40.48685256,-75.37823177"
"POINT (-77.784764628327 40.942026096237)","-77.784764629999998","40.9420261","CONKLINS GUN AND SPORT SHOP","106 MARKET ST","MILESBURG","PA","16853","8143558030","http://maps.google.com/maps?q=40.9420261,-77.78476463"
"POINT (-74.833258538435 40.186051808882)","-74.833258540000003","40.186051810000002","JOHNS DRIVING SCHOOL AND AUTO","914 TRENTON ROAD","FAIRLESS HILLS","PA","19030",,"http://maps.google.com/maps?q=40.18605181,-74.83325854"
"POINT (-75.581349277142 40.553042782782)","-75.581349279999998","40.553042779999998","WAL MART 2641","1091 MILLCREEK ROAD","ALLENTOWN","PA","18106","6105301400","http://maps.google.com/maps?q=40.55304278,-75.58134928"
"POINT (-75.441154782999 40.915509800866)","-75.441154780000005","40.915509800000002","WACKY WORM TACKLE SHOP","1222 INTERCHANGE ROAD","GILBERT","PA","18331","6106816226","http://maps.google.com/maps?q=40.9155098,-75.44115478"
"POINT (-76.862556000095 40.999293000216)","-76.862555999999998","40.999293000000002","BLUE HERON SPORTS INC","5115 ST ROUTE 405","MILTON","PA","17847",,"http://maps.google.com/maps?q=40.999293,-76.862556"
"POINT (-77.252423460777 40.656706570213)","-77.252423460000003","40.656706569999997","KRAMERS SPORTING GOODS","2499 FAIRVIEW ROAD","MC ALISTERVILLE","PA","17049","7174633523","http://maps.google.com/maps?q=40.65670657,-77.25242346"
"POINT (-78.888273723856 41.087002273979)","-78.888273720000001","41.087002269999999","A AND L LIL BAIT SHOP","345 BRADFORD ST","REYNOLDSVILLE","PA","15851",,"http://maps.google.com/maps?q=41.08700227,-78.88827372"
"POINT (-80.214119035833 41.620404271945)","-80.21411904","41.620404270000002","WAL MART 1656","16086 CONNEAUT LAKE RD","MEADVILLE","PA","16335","8147246267","http://maps.google.com/maps?q=41.62040427,-80.21411904"
"POINT (-76.15377344335 40.164067996096)","-76.153773439999995","40.164068","WAL MART 2340","890 E MAIN ST","EPHRATA","PA","17522","7177216680","http://maps.google.com/maps?q=40.164068,-76.15377344"
"POINT (-75.608862698001 39.95775975385)","-75.608862700000003","39.957759750000001","CHESTER COUNTY TREASURER","313 WEST MARKET ST STE 3202","WEST CHESTER","PA","19382","6103446357","http://maps.google.com/maps?q=39.95775975,-75.6088627"
"POINT (-78.236362226751 41.512727919993)","-78.236362229999997","41.512727920000003","CAMERON COUNTY TREASURER","20 E 5TH ST","EMPORIUM","PA","15834","8144863348","http://maps.google.com/maps?q=41.51272792,-78.23636223"
"POINT (-79.696344806098 41.63376391695)","-79.696344809999999","41.63376392","WAL MART 5360","11415 HYDETOWN ROAD","TITUSVILLE","PA","16354","8148270850","http://maps.google.com/maps?q=41.63376392,-79.69634481"
"POINT (-80.597505106825 40.060278865024)","-80.59750511","40.060278869999998","CABELAS WV","ONE CABELA DRIVE","TRIADELPHIA","WV","26059","3042380120","http://maps.google.com/maps?q=40.06027887,-80.59750511"
"POINT (-79.768064464921 40.216669280324)","-79.768064460000005","40.216669279999998","YOUGHIOGHENY CANOE OUTFITTERS","226 1/2 COLLINSBURG RD","WEST NEWTON","PA","15089",,"http://maps.google.com/maps?q=40.21666928,-79.76806446"
"POINT (-79.943188788263 40.87747695929)","-79.943188789999994","40.877476960000003","WAL MART 1885","400 BUTLER COMMONS","BUTLER","PA","16001","7242824060","http://maps.google.com/maps?q=40.87747696,-79.94318879"
"POINT (-79.415804289092 41.678349100229)","-79.415804289999997","41.678349099999998","TRADING POST","15910 ROUTE 62","TIDIOUTE","PA","16351","8144843530","http://maps.google.com/maps?q=41.6783491,-79.41580429"
"POINT (-78.56098568166 41.420168081724)","-78.560985680000002","41.420168080000003","ON THE SPOT NOTARY REG SERV","572B S SAINT MARYS ST","SAINT MARYS","PA","15857",,"http://maps.google.com/maps?q=41.42016808,-78.56098568"
"POINT (-79.803282777294 40.562938050129)","-79.803282780000004","40.56293805","WAL MART 3838","2010 VILLAGE CENTER DRIVE","TARENTUM","PA","15084","4792042224","http://maps.google.com/maps?q=40.56293805,-79.80328278"
"POINT (-77.046616902224 40.791973247751)","-77.046616900000004","40.791973249999998","SNYDER COUNTY TREASURER","9 W MARKET ST","MIDDLEBURG","PA","17842","5708374221","http://maps.google.com/maps?q=40.79197325,-77.0466169"
"POINT (-80.339299167369 40.998873016096)","-80.339299170000004","40.998873019999998","LAWRENCE COUNTY TREASURER","430 COURT ST","NEW CASTLE","PA","16101","7246562484","http://maps.google.com/maps?q=40.99887302,-80.33929917"
"POINT (-77.613198166211 40.582924961068)","-77.613198170000004","40.58292496","WAL MART 1607","10180 US HWY 522 SOUTH","LEWISTOWN","PA","17044","7172426201","http://maps.google.com/maps?q=40.58292496,-77.61319817"
"POINT (-78.371101997775 40.011825999718)","-78.371101999999993","40.011825999999999","ACE FIX IT HARDWARE OF EVERETT","131 E MAIN ST","EVERETT","PA","15537","8146525014","http://maps.google.com/maps?q=40.011826,-78.371102"
"POINT (-77.002222863365 41.240586136221)","-77.002222860000003","41.240586139999998","LYCOMING COUNTY TREASURE","48 W 3RD ST","WILLIAMSPORT","PA","17701","5703272249","http://maps.google.com/maps?q=41.24058614,-77.00222286"
"POINT (-79.542374160186 40.149047513911)","-79.542374159999994","40.149047510000003","SALOOM DEPT. STORE","508 MAIN ST","MOUNT PLEASANT","PA","15666","7245472207","http://maps.google.com/maps?q=40.14904751,-79.54237416"
"POINT (-77.29329269731 41.595076363043)","-77.293292699999995","41.59507636","PIERCES GENERAL STORE","2064 RTE 287","MORRIS","PA","16938","5703537475","http://maps.google.com/maps?q=41.59507636,-77.2932927"
"POINT (-75.665731562158 40.2553030627)","-75.665731559999998","40.255303060000003","WAL MART 2263","233 SHOEMAKER RD","POTTSTOWN","PA","19464","6103273201","http://maps.google.com/maps?q=40.25530306,-75.66573156"
"POINT (-79.825954744997 40.308279335187)","-79.82595474","40.308279339999999","R C WALTER AND SONS","1441 BOSTON HOLLOW RD","BOSTON","PA","15135","4127515500","http://maps.google.com/maps?q=40.30827934,-79.82595474"
"POINT (-74.74206180076 41.350044200498)","-74.742061800000002","41.350044199999999","WAL MART 2064","220 ROUTE 6 & 209","MILFORD","PA","18337","5704914940","http://maps.google.com/maps?q=41.3500442,-74.7420618"
"POINT (-75.428376595731 39.880410481561)","-75.428374500000004","39.880415999999997","SNYDER’S ACE HARDWARE","5400 PENNELL RD","MEDIA","PA","19063","6104590221","http://maps.google.com/maps?q=39.880416,-75.4283745"
"POINT (-78.861800807217 40.071476401694)","-78.861800810000005","40.071476400000002","DUPPSTADTS COUNTRY STORE","6885 LINCOLN HIGHWAY","STOYSTOWN","PA","15563","8147544400","http://maps.google.com/maps?q=40.0714764,-78.86180081"
"POINT (-79.446513745052 39.999061977733)","-79.446513749999994","39.99906198","B & G BAIT & SPORT SHOP LLC","118 INDIAN CREEK VLY RD","NORMALVILLE","PA","15469","7244557282","http://maps.google.com/maps?q=39.99906198,-79.44651375"
"POINT (-78.583839089287 41.201655422752)","-78.583839089999998","41.201655420000002","FEATHERMAN CREATIONS","11484 BENNETTS VALLEY HWY","PENFIELD","PA","15849",,"http://maps.google.com/maps?q=41.20165542,-78.58383909"
"POINT (-79.890239757882 40.486658520971)","-79.89023976","40.486658519999999","WAL MART 5339","877 FREEPORT ROAD","PITTSBURGH","PA","15238","4127824444","http://maps.google.com/maps?q=40.48665852,-79.89023976"
"POINT (-77.485974377285 40.888279458067)","-77.485974380000002","40.88827946","HOSTERMAN AND STOVER CO","190 W MAIN STREET","MILLHEIM","PA","16854","8143498321","http://maps.google.com/maps?q=40.88827946,-77.48597438"
"POINT (-76.304440247343 40.375320561016)","-76.304440249999999","40.375320559999999","LAUCKS SPORTING GOODS","26 W MAIN AVENUE","MYERSTOWN","PA","17067",,"http://maps.google.com/maps?q=40.37532056,-76.30444025"
"POINT (-79.756117434886 40.203914614353)","-79.756117430000003","40.203914609999998","WILLIAMS ACE HARDWARE","200 MT PLEASANT RD","WEST NEWTON","PA","15089","7248727783","http://maps.google.com/maps?q=40.20391461,-79.75611743"
"POINT (-76.766167000976 41.106528001877)","-76.766166999999996","41.106527999999997","CLARKS AG CENTER","4675 PA-54","TURBOTVILLE","PA","17772","5706495158","http://maps.google.com/maps?q=41.106528,-76.766167"
"POINT (-79.710785128171 40.641017881024)","-79.710785130000005","40.64101788","L ARNOLD SONS INC","3025 FREEPORT RD","NATRONA HEIGHTS","PA","15065","7242244664","http://maps.google.com/maps?q=40.64101788,-79.71078513"
"POINT (-79.032362984287 40.160989382141)","-79.032362980000002","40.160989379999997","BOSWELL PRESCRIPTION CENTER","210 OHIO ST","BOSWELL","PA","15531",,"http://maps.google.com/maps?q=40.16098938,-79.03236298"
"POINT (-75.876340901394 41.021586439321)","-75.876340900000002","41.02158644","D AND M GUNS SUPPLY","176 FOSTER AVE","FREELAND","PA","18224","5706361209","http://maps.google.com/maps?q=41.02158644,-75.8763409"
"POINT (-78.729638982768 41.422271486632)","-78.729575999999994","41.422280999999998","BROAD STREET BOOTS","9 N BROAD ST","RIDGWAY","PA","15853","8148379509","http://maps.google.com/maps?q=41.422281,-78.729576"
"POINT (-75.612684227339 40.101165188316)","-75.612684229999999","40.101165190000003","HALLMANS GENERAL STORE","1600 PIKELAND RD","CHESTER SPRINGS","PA","19425","6108277721","http://maps.google.com/maps?q=40.10116519,-75.61268423"
"POINT (-79.9533490683 42.166239646682)","-79.953349070000002","42.166239650000001","MELISSA BOOZEL BUSINESS & NOTARY SERVICES","6484 BUFFALO RD","HARBORCREEK","PA","16421","8144644111","http://maps.google.com/maps?q=42.16623965,-79.95334907"
"POINT (-75.713375506289 41.38158318119)","-75.713375510000006","41.38158318","LONESOME ROAD ARCHERY","401 S MAIN ST","TAYLOR","PA","18517","5705620301","http://maps.google.com/maps?q=41.38158318,-75.71337551"
"POINT (-78.810729458799 41.660776971186)","-78.810729460000005","41.660776970000001","FIELD STREET FEED & BOOTS","18 FIELD ST","KANE","PA","16735","8148379509","http://maps.google.com/maps?q=41.66077697,-78.81072946"
"POINT (-80.63164313039 41.025961378988)","-80.63164313","41.025961379999998","FIN FEATHER FUR OUTFITTERS","1138 BOARDMAN POLAND RD","YOUNGSTOWN","OH","44514","3307291300","http://maps.google.com/maps?q=41.02596138,-80.63164313"
"POINT (-75.514270748065 41.310860487316)","-75.514270749999994","41.310860490000003","BILLS ACE HARDWARE","921 DRINKER TPKE STE 24","COVINGTON TOWNSHIP","PA","18444","5708427645","http://maps.google.com/maps?q=41.31086049,-75.51427075"
"POINT (-79.944831328116 40.621275177179)","-79.94483133","40.621275179999998","WAL MART 2603","300 WAL MART DR","GIBSONIA","PA","15044","7244492700","http://maps.google.com/maps?q=40.62127518,-79.94483133"
"POINT (-75.34152623259 39.854102250743)","-75.341526229999999","39.854102249999997","WAL MART 2830","1570 EDDYSTONE CROSSING","CRUM LYNNE","PA","19022","6104471860","http://maps.google.com/maps?q=39.85410225,-75.34152623"
"POINT (-74.82045813583 40.142620117134)","-74.82045814","40.142620119999997","WAL MART 2068","180 LEVITTOWN CTR","LEVITTOWN","PA","19055","2159496600","http://maps.google.com/maps?q=40.14262012,-74.82045814"
"POINT (-78.759500000603 41.034143002134)","-78.759500000000003","41.034143","M LONDONS GUNS","1532 SHAMOKIN TR","LUTHERSBURG","PA","15848","8145835851","http://maps.google.com/maps?q=41.034143,-78.7595"
"POINT (-78.760470563793 40.658317367189)","-78.760470560000002","40.658317369999999","HI TEC ARCHERY SUPPLIES","152 SHEREDY DRIVE","NORTHERN CAMBRIA","PA","15714","8149486923","http://maps.google.com/maps?q=40.65831737,-78.76047056"
"POINT (-78.431526302199 40.371385468074)","-78.431526300000002","40.37138547","WAL MART 4348","200 COMMERCE DRIVE","DUNCANSVILLE","PA","16635","8146930531","http://maps.google.com/maps?q=40.37138547,-78.4315263"
"POINT (-77.643947807406 40.939254577281)","-77.64394781","40.939254579999997","NITTANY VALLEY FEED  HARDWARE","1169 NITTANY VALLEY DR","BELLEFONTE","PA","16823","8143832809","http://maps.google.com/maps?q=40.93925458,-77.64394781"
"POINT (-79.45654968927 41.492843884771)","-79.456549690000003","41.492843880000002","ARROWHEAD OUTDOORS","217 ELM ST","TIONESTA","PA","16353","8147554569","http://maps.google.com/maps?q=41.49284388,-79.45654969"
"POINT (-75.170718246814 40.082889748921)","-75.170718249999993","40.08288975","WAL MART 5229","1000 EASTON ROAD SUITE 200","WYNCOTE","PA","19095","2158876737","http://maps.google.com/maps?q=40.08288975,-75.17071825"
"POINT (-77.308628171698 40.102223544676)","-77.308628170000006","40.102223549999998","PFBC SOUTHCENTRAL REGION","1704 PINE ROAD","NEWVILLE","PA","17241",,"http://maps.google.com/maps?q=40.10222355,-77.30862817"
"POINT (-78.724974993593 40.483859760668)","-78.724974990000007","40.483859760000001","CAMBRIA COUNTY TREASURER","200 S CENTER ST","EBENSBURG","PA","15931","8144721647","http://maps.google.com/maps?q=40.48385976,-78.72497499"
