"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"County","Sullivan County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Juniata County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","34","34","42","067","POINT (-77.405775 40.53433008)"
"County","Washington County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","17",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","63","63","42","125","POINT (-80.25180083 40.19109664)"
"State","Commonwealth","Female","45 to 49 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Delaware County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017","546.30","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","54.63","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","59",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","108",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","23","23","42","045","POINT (-75.40627712 39.91657867)"
"County","Montour County","Female","12 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","47","47","42","093","POINT (-76.66470527 41.02801824)"
"County","Bucks County","Female","12 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017","655.17","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","65.52","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","19",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","29",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","9","09","42","017","POINT (-75.11291241 40.33501133)"
"County","Fayette County","Female","12 to 55 years","2019","2019 Annual","1/1/2019-12/31/2019","523.26","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","52.33","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","45",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","86",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","26","26","42","051","POINT (-79.65189635 39.9194478)"
"State","Commonwealth","Female","50 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lebanon County","Female","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","38","38","42","075","POINT (-76.46182575 40.367597)"
"County","Greene County","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","30","30","42","059","POINT (-80.22943817 39.85480393)"
"County","Bucks County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018","601.31","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","60.13","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","92",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","153",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","9","09","42","017","POINT (-75.11291241 40.33501133)"
"County","Erie County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","16",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","25","25","42","049","POINT (-80.0407591 41.99413787)"
"County","Montgomery County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","13",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","46","46","42","091","POINT (-75.37252001 40.20989874)"
"State","Commonwealth","All","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020","475.07","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","47.51","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","324",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","682",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","30 to 34 years","2018","2018 Q4","10/1/2018-12/31/2018","635.59","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","63.56","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","150",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","236",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","20 to 24 years","2017","2017 Q1","1/1/2017-3/31/2017","468.75","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","46.88","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","45",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","96",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Cumberland County","Female","12 to 55 years","2020","2020 Annual","1/1/2020-12/31/2020","547.62","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","54.76","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","23",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","42",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","21","21","42","041","POINT (-77.26866271 40.16759839)"
"County","Mifflin County","Female","12 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","44","44","42","087","POINT (-77.62003089 40.61274928)"
"County","Philadelphia County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018","567.93","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","56.79","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","209",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","368",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","51","51","42","101","POINT (-75.140236 40.00444354)"
"County","Clarion County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","16","16","42","031","POINT (-79.42483608 41.19279129)"
"County","Lehigh County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","518.52","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","51.85","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","14",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","27",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","39","39","42","077","POINT (-75.60099481 40.61464794)"
"County","Berks County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","16",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","6","06","42","011","POINT (-75.93077327 40.41939635)"
"County","Monroe County","Female","12 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","45","45","42","089","POINT (-75.34083603 41.06091787)"
"County","Snyder County","Female","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","55","55","42","109","POINT (-77.07255968 40.77113737)"
"County","Carbon County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","13","13","42","025","POINT (-75.71107039 40.91936701)"
"County","Warren County","Female","12 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","62","62","42","123","POINT (-79.27858158 41.81675237)"
"County","Pike County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","52","52","42","103","POINT (-75.03270924 41.332572)"
"County","Beaver County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","11",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","4","04","42","007","POINT (-80.35107356 40.68349246)"
"County","Fayette County","Female","12 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","19",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","26","26","42","051","POINT (-79.65189635 39.9194478)"
"County","Huntingdon County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","14",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","31","31","42","061","POINT (-77.9827661 40.416105)"
"County","Franklin County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","28","28","42","055","POINT (-77.72398845 39.92786197)"
"County","Somerset County","Female","12 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","56","56","42","111","POINT (-79.03100206 39.97146299)"
"County","Adams County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","1","01","42","001","POINT (-77.22224271 39.87209565)"
"County","Clinton County","Female","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","18","18","42","035","POINT (-77.6428376 41.23286274)"
"State","Commonwealth","Female","50 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Clarion County","Female","12 to 55 years","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","16","16","42","031","POINT (-79.42483608 41.19279129)"
"County","Cumberland County","Female","12 to 55 years","2019","2019 Annual","1/1/2019-12/31/2019","568.18","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","56.82","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","25",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","44",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","21","21","42","041","POINT (-77.26866271 40.16759839)"
"County","Sullivan County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Franklin County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","28","28","42","055","POINT (-77.72398845 39.92786197)"
"County","Cambria County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019","809.52","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","80.95","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","17",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","21",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","11","11","42","021","POINT (-78.71894174 40.49127491)"
"State","Commonwealth","Female","30 to 34 years","2019","2019 Q1","1/1/2019-3/31/2019","523.81","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","52.38","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","121",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","231",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Clinton County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","18","18","42","035","POINT (-77.6428376 41.23286274)"
"State","Commonwealth","Female","25 to 29 years","2018","2018 Annual","1/1/2018-12/31/2018","603.97","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","60.40","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","639",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","1058",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Clearfield County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","17","17","42","033","POINT (-78.47558343 41.000429)"
"County","Mercer County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","11",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","43","43","42","085","POINT (-80.26009411 41.30237777)"
"County","Lebanon County","Female","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","38","38","42","075","POINT (-76.46182575 40.367597)"
"County","Warren County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","62","62","42","123","POINT (-79.27858158 41.81675237)"
"County","Jefferson County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","33","33","42","065","POINT (-79.00101814 41.13139091)"
"County","Dauphin County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","538.46","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","53.85","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","14",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","26",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","22","22","42","043","POINT (-76.77960568 40.41974636)"
"County","Philadelphia County","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019","470.59","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","47.06","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","32",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","68",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","51","51","42","101","POINT (-75.140236 40.00444354)"
