"geographic_area","geographic_name","gender","age","ethnicity","year","time_period","time_period_dates","hiv_incidence_rate","hiv_incidence_rate_description","newly_diagnosed_hiv_count","newly_diagnosed_hiv_count_1","population_estimate","population_estimate_1","population_estimate_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","geocoded_column"
"County","Pike","All","All (0 to 99 years)","All","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Elk","All","All (0 to 99 years)","All","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","24","24","42","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"State","Commonwealth","All","All (0 to 99 years)","Asian/Pacific","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Erie","All","All (0 to 99 years)","All","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","25","25","42","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"State","Commonwealth","All","All (0 to 99 years)","All","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","26","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","All","All (0 to 99 years)","All","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","3","3","42","5","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Fayette","All","All (0 to 99 years)","All","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","26","26","42","51","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Cumberland","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","4","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","21","21","42","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"State","Commonwealth","Female","All (0 to 99 years)","All","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","12","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Fayette","All","All (0 to 99 years)","All","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","26","26","42","51","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Chester","All","All (0 to 99 years)","All","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","All","12 to 19 years","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bucks","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","9","9","42","17","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Washington","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","63","63","42","125","40.19109664","-80.25180083","POINT (-80.25180083 40.19109664)"
"County","Elk","All","All (0 to 99 years)","All","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","24","24","42","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Greene","All","All (0 to 99 years)","All","2019","2019 Annual","1/1/2019-12/31/2019","2.71","Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses","36870","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","30","30","42","59","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Lawrence","All","All (0 to 99 years)","All","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","37","37","42","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","All","All (0 to 99 years)","White (non-Hispanic)","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","79","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","McKean","All","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","0","Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses","42070","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","42","42","42","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Juniata","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","34","34","42","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Wyoming","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","0","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs","1084","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Adams","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","1","1","42","1","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","York","All","All (0 to 99 years)","All","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","67","67","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Luzerne","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","40","40","42","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"State","Commonwealth","All","35 to 39 years","All","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","3","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Luzerne","All","All (0 to 99 years)","All","2020","2020 Annual","1/1/2020-12/31/2020","6.61","Rate of new HIV diagnoses per 100,000 individuals","21","New HIV diagnoses","317547","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","40","40","42","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Allegheny","All","All (0 to 99 years)","All","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","43","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","2","2","42","3","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Northampton","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","48","48","42","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Beaver","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","4","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","4","4","42","7","40.68349246","-80.35107356","POINT (-80.35107356 40.68349246)"
"State","Commonwealth","All","40 to 44 years","All","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","2","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","30.59","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","27","New HIV diagnoses among individuals using injection drugs","88264","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","All (0 to 99 years)","Native American","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses per 100,000 individuals","214","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clearfield","All","All (0 to 99 years)","All","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","17","17","42","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Wyoming","All","All (0 to 99 years)","All","2017","2017 Q1","1/1/2017-3/31/2017",,"Rate of new HIV diagnoses per 100,000 individuals","2","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Chester","All","All (0 to 99 years)","All","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","3","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Tioga","All","All (0 to 99 years)","All","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Lawrence","All","All (0 to 99 years)","All","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","37","37","42","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","All","30 to 34 years","All","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of new HIV diagnoses per 100,000 individuals","39","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","25 to 29 years","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","4","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Somerset","All","All (0 to 99 years)","All","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","56","56","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"State","Commonwealth","All","12 to 19 years","All","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","52","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","0 to 11 years","All","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Luzerne","All","All (0 to 99 years)","All","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of new HIV diagnoses per 100,000 individuals","4","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","40","40","42","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"State","Commonwealth","All","All (0 to 99 years)","White (non-Hispanic)","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","15","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Erie","All","All (0 to 99 years)","All","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","25","25","42","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Erie","All","All (0 to 99 years)","All","2019","2019 Annual","1/1/2019-12/31/2019","4.75","Rate of new HIV diagnoses per 100,000 individuals","13","New HIV diagnoses","273835","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","25","25","42","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Franklin","All","All (0 to 99 years)","All","2016","2016 Annual","1/1/2016-12/31/2016","0","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs","2213","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","28","28","42","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Lebanon","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","38","38","42","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Lackawanna","All","All (0 to 99 years)","All","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","35","35","42","69","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Perry","All","All (0 to 99 years)","All","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","50","50","42","99","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Mercer","All","All (0 to 99 years)","All","2016","2016 Annual","1/1/2016-12/31/2016","0","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs","2006","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","43","43","42","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Beaver","All","All (0 to 99 years)","All","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","4","4","42","7","40.68349246","-80.35107356","POINT (-80.35107356 40.68349246)"
"County","Centre","All","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","3.11","Rate of new HIV diagnoses per 100,000 individuals","5","New HIV diagnoses","160646","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","14","14","42","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Wyoming","All","All (0 to 99 years)","All","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Centre","All","All (0 to 99 years)","All","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","14","14","42","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Westmoreland","All","All (0 to 99 years)","All","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Snyder","All","All (0 to 99 years)","All","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Chester","All","All (0 to 99 years)","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses per 100,000 individuals","5","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","All","40 to 44 years","All","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","79","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","All (0 to 99 years)","Asian/Pacific","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Allegheny","All","All (0 to 99 years)","All","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of new HIV diagnoses per 100,000 individuals","22","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","2","2","42","3","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Blair","All","All (0 to 99 years)","All","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","7","7","42","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Lebanon","All","All (0 to 99 years)","All","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","38","38","42","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Montour","All","All (0 to 99 years)","All","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","47","47","42","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Venango","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","0","Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses","52376","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"State","Commonwealth","All","40 to 44 years","All","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of new HIV diagnoses per 100,000 individuals","53","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Adams","All","All (0 to 99 years)","All","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","1","1","42","1","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Snyder","All","All (0 to 99 years)","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Fulton","All","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","0","Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses","14631","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","29","29","42","57","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Clarion","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","16","16","42","31","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Northumberland","All","All (0 to 99 years)","All","2019","2019 Annual","1/1/2019-12/31/2019","0","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs","3255","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","49","49","42","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Cumberland","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses per 100,000 individuals","5","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","21","21","42","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Forest","All","All (0 to 99 years)","All","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","27","27","42","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
