"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"State","Commonwealth","All","30 to 34 years","2016","2016 Q2","4/1/2016-6/30/2016","180","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1034","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.17400","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Franklin","All","All (18+ years)","2017","2017 Q2","4/1/2017-6/30/2017","7","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","28","28","42","055","39.92786197040","-77.72398844830","POINT (-77.7239884483 39.9278619704)"
"County","Clarion","All","All (18+ years)","2019","2019 Q3","7/1/2019-9/30/2019","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","16","16","42","031","41.19279128770","-79.42483607690","POINT (-79.4248360769 41.1927912877)"
"County","Delaware","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","15","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","23","23","42","045","39.91657866520","-75.40627712120","POINT (-75.40627712120002 39.9165786652)"
"County","Crawford","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","20","20","42","039","41.68546906920","-80.11321082950","POINT (-80.1132108295 41.6854690692)"
"County","Wyoming","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","66","66","42","131","41.51892488030","-76.01813003380","POINT (-76.0181300338 41.5189248803)"
"County","Bucks","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","9","09","42","017","40.33501133100","-75.11291241110","POINT (-75.1129124111 40.335011331)"
"County","Philadelphia","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","278","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","51","51","42","101","40.00444353840","-75.14023600200","POINT (-75.140236002 40.0044435384)"
"County","Wyoming/Sullivan","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Rate of Court of Common Pleas opioid cases not available",,"Percent of total Court of Common Pleas opioid cases are not available","6","Count of discharged drug court cases","3","Count of successfully completed discharged drug court cases","2","Count of discharged drug court cases with an opioid as the drug of choice","1","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.3333333333333333","Percent of drug court cases list an opioid as the drug of choice","0.5","Percent of drug court cases discharged graduating successfully from the program","0.5","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program",,,,,,,
"County","Lawrence","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","37","37","42","073","40.99325035140","-80.33754114460","POINT (-80.3375411446 40.9932503514)"
"County","Huntingdon","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","31","31","42","061","40.41610500320","-77.98276610360","POINT (-77.9827661036 40.4161050032)"
"State","Commonwealth","All","25 to 29 years","2019","2019 Q2","4/1/2019-6/30/2019","120","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","613","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.19600","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Butler","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","10","10","42","019","40.91083184830","-79.91711778890","POINT (-79.9171177889 40.9108318483)"
"County","Cambria","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","24","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","11","11","42","021","40.49127490670","-78.71894173850","POINT (-78.7189417385 40.4912749067)"
"State","Commonwealth","All","35 to 39 years","2019","2019 Q1","1/1/2019-3/31/2019","92","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","570","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.16100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Potter","All","All (18+ years)","2018","2018 Q1","1/1/2018-3/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","53","53","42","105","41.74420643820","-77.89879229390","POINT (-77.8987922939 41.7442064382)"
"County","Carbon","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","7","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","13","13","42","025","40.91936700810","-75.71107038660","POINT (-75.7110703866 40.9193670081)"
"County","Wayne","All","All (18+ years)","2016","2016 Annual","1/1/2016-12/31/2016","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","503","Total number of annual Court of Common Pleas cases","1.99","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","64","64","42","127","41.64969805250","-75.30515350220","POINT (-75.3051535022 41.6496980525)"
"County","Allegheny","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017","340","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","14500","Total number of annual Court of Common Pleas cases","23.45","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","40","Count of discharged drug court cases","23","Count of successfully completed discharged drug court cases","30","Count of discharged drug court cases with an opioid as the drug of choice","18","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.75","Percent of drug court cases list an opioid as the drug of choice","0.575","Percent of drug court cases discharged graduating successfully from the program","0.6","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","2","02","42","003","40.46735542980","-79.98619842820","POINT (-79.9861984282 40.4673554298)"
"County","Butler","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","12","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","10","10","42","019","40.91083184830","-79.91711778890","POINT (-79.9171177889 40.9108318483)"
"State","Commonwealth","Male","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","818","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","989","Total Court of Common Pleas cases are not available",,"Rates by gender are not available","0.827000000000000100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Potter","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","7","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","53","53","42","105","41.74420643820","-77.89879229390","POINT (-77.8987922939 41.7442064382)"
"County","Chester","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017","39","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","4004","Total number of annual Court of Common Pleas cases","9.74","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","143","Count of discharged drug court cases","103","Count of successfully completed discharged drug court cases","38","Count of discharged drug court cases with an opioid as the drug of choice","22","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.26573426573426573","Percent of drug court cases list an opioid as the drug of choice","0.7202797202797203","Percent of drug court cases discharged graduating successfully from the program","0.5789473684210527","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"County","Chester","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","52","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","4292","Total number of annual Court of Common Pleas cases","12.12","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","110","Count of discharged drug court cases","69","Count of successfully completed discharged drug court cases","19","Count of discharged drug court cases with an opioid as the drug of choice","12","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.17272727272727273","Percent of drug court cases list an opioid as the drug of choice","0.6272727272727273","Percent of drug court cases discharged graduating successfully from the program","0.631578947368421","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"County","Venango","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","61","61","42","121","41.40341258630","-79.76286561040","POINT (-79.7628656104 41.4034125863)"
"County","Dauphin","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","35","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","22","22","42","043","40.41974635970","-76.77960568020","POINT (-76.7796056802 40.4197463597)"
"County","Northumberland","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","17","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1354","Total number of annual Court of Common Pleas cases","12.56","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","15","Count of discharged drug court cases","10","Count of successfully completed discharged drug court cases","10","Count of discharged drug court cases with an opioid as the drug of choice","7","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.6666666666666666","Percent of drug court cases list an opioid as the drug of choice","0.6666666666666666","Percent of drug court cases discharged graduating successfully from the program","0.7","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","49","49","42","097","40.85150925720","-76.71188422730","POINT (-76.7118842273 40.8515092572)"
"County","Lancaster","All","All (18+ years)","2016","2016 Annual","1/1/2016-12/31/2016","234","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","5973","Total number of annual Court of Common Pleas cases","39.18","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","60","Count of discharged drug court cases","26","Count of successfully completed discharged drug court cases","42","Count of discharged drug court cases with an opioid as the drug of choice","15","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.7","Percent of drug court cases list an opioid as the drug of choice","0.43333333333333335","Percent of drug court cases discharged graduating successfully from the program","0.35714285714285715","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","36","36","42","071","40.04590796190","-76.25138768380","POINT (-76.2513876838 40.0459079619)"
"County","Dauphin","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","21","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","22","22","42","043","40.41974635970","-76.77960568020","POINT (-76.7796056802 40.4197463597)"
"County","Columbia","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","19","19","42","037","41.04912085590","-76.41002179750","POINT (-76.4100217975 41.0491208559)"
"County","Wayne","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","64","64","42","127","41.64969805250","-75.30515350220","POINT (-75.3051535022 41.6496980525)"
"County","Monroe","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","45","45","42","089","41.06091786530","-75.34083603020","POINT (-75.3408360302 41.0609178653)"
"State","Commonwealth","All","45 to 49 years","2016","2016 Annual","1/1/2016-12/31/2016","235","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","4059","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.05799999999999999600","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Pike","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","52","52","42","103","41.33257199500","-75.03270924480","POINT (-75.0327092448 41.332571995)"
"County","Butler","All","All (18+ years)","2018","2018 Q1","1/1/2018-3/31/2018","21","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","10","10","42","019","40.91083184830","-79.91711778890","POINT (-79.9171177889 40.9108318483)"
"County","Clinton","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","18","18","42","035","41.23286273740","-77.64283760460","POINT (-77.6428376046 41.2328627374)"
"County","Franklin","All","All (18+ years)","2019","2019 Q1","1/1/2019-3/31/2019","13","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","28","28","42","055","39.92786197040","-77.72398844830","POINT (-77.7239884483 39.9278619704)"
"County","Beaver","All","All (18+ years)","2018","2018 Q2","4/1/2018-6/30/2018","8","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Clarion","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","16","16","42","031","41.19279128770","-79.42483607690","POINT (-79.4248360769 41.1927912877)"
"State","Commonwealth","All","40 to 44 years","2019","2019 Q1","1/1/2019-3/31/2019","39","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","570","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.06800","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clarion","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","610","Total number of annual Court of Common Pleas cases","9.84","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","9","Count of discharged drug court cases","3","Count of successfully completed discharged drug court cases","6","Count of discharged drug court cases with an opioid as the drug of choice","1","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.6666666666666666","Percent of drug court cases list an opioid as the drug of choice","0.3333333333333333","Percent of drug court cases discharged graduating successfully from the program","0.16666666666666666","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","16","16","42","031","41.19279128770","-79.42483607690","POINT (-79.4248360769 41.1927912877)"
"County","Tioga","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","59","59","42","117","41.77333833580","-77.25788075790","POINT (-77.2578807579 41.7733383358)"
"County","Lycoming","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","41","41","42","081","41.34459792260","-77.06942456800","POINT (-77.069424568 41.3445979226)"
"County","Lehigh","All","All (18+ years)","2018","2018 Q2","4/1/2018-6/30/2018","13","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","39","39","42","077","40.61464794160","-75.60099481180","POINT (-75.6009948118 40.6146479416)"
"County","Snyder","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","478","Total number of annual Court of Common Pleas cases","2.09","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","55","55","42","109","40.77113736920","-77.07255968040","POINT (-77.0725596804 40.7711373692)"
"County","Butler","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","10","10","42","019","40.91083184830","-79.91711778890","POINT (-79.9171177889 40.9108318483)"
"County","Centre","All","All (18+ years)","2018","2018 Q2","4/1/2018-6/30/2018","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","14","14","42","027","40.91931350080","-77.82500112120","POINT (-77.8250011212 40.9193135008)"
"County","Blair","All","All (18+ years)","2019","2019 Q3","7/1/2019-9/30/2019","11","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","7","07","42","013","40.48555023840","-78.34907687100","POINT (-78.349076871 40.4855502384)"
"County","Bradford","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","925","Total number of annual Court of Common Pleas cases","1.08","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","15","Count of discharged drug court cases","8","Count of successfully completed discharged drug court cases","1","Count of discharged drug court cases with an opioid as the drug of choice","1","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.06666666666666667","Percent of drug court cases list an opioid as the drug of choice","0.5333333333333333","Percent of drug court cases discharged graduating successfully from the program","1","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","8","08","42","015","41.79117814010","-76.51825623840","POINT (-76.5182562384 41.7911781401)"
"County","Adams","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","1","01","42","001","39.87209565030","-77.22224270760","POINT (-77.2222427076 39.8720956503)"
