"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Bedford","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","86","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","8551.71","Lost wages dues to hospitalization for opioid use","262.54","Estimated state income tax revenue lost during hospitalizations due to opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Chester","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","489","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","93748.29","Lost wages dues to hospitalization for opioid use","2878.07","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Butler","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","168","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","22704.00","Lost wages dues to hospitalization for opioid use","697.01","Estimated state income tax revenue lost during hospitalizations due to opioid use","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)","40.91083185","-79.91711779"
"State","Commonwealth","Female","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","25127","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3828488.00","Lost wages dues to hospitalization for opioid use","117534.58","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Wayne","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)","41.64969805","-75.3051535"
"State","Commonwealth","Female","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","5732","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","956070.57","Lost wages dues to hospitalization for opioid use","29351.37","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Schuylkill","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","138","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","15258.86","Lost wages dues to hospitalization for opioid use","468.45","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Adams","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018","24","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2893.71","Lost wages dues to hospitalization for opioid use","88.84","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Perry","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","73","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6538.71","Lost wages dues to hospitalization for opioid use","200.74","Estimated state income tax revenue lost during hospitalizations due to opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Jefferson","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","74","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7970.29","Lost wages dues to hospitalization for opioid use","244.69","Estimated state income tax revenue lost during hospitalizations due to opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Washington","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019","122","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","18282.57","Lost wages dues to hospitalization for opioid use","561.27","Estimated state income tax revenue lost during hospitalizations due to opioid use","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)","40.19109663","-80.25180083"
"County","Cumberland","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","265","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","35245.00","Lost wages dues to hospitalization for opioid use","1082.02","Estimated state income tax revenue lost during hospitalizations due to opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Columbia","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","20","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2202.86","Lost wages dues to hospitalization for opioid use","67.63","Estimated state income tax revenue lost during hospitalizations due to opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
"County","Lawrence","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","37","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4001.29","Lost wages dues to hospitalization for opioid use","122.84","Estimated state income tax revenue lost during hospitalizations due to opioid use","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)","40.99325035","-80.33754114"
"County","Somerset","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","45","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4705.71","Lost wages dues to hospitalization for opioid use","144.47","Estimated state income tax revenue lost during hospitalizations due to opioid use","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"County","Somerset","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","11","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1134.57","Lost wages dues to hospitalization for opioid use","34.83","Estimated state income tax revenue lost during hospitalizations due to opioid use","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"County","Susquehanna","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Lebanon","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","223","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","25933.71","Lost wages dues to hospitalization for opioid use","796.17","Estimated state income tax revenue lost during hospitalizations due to opioid use","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)","40.367597","-76.46182575"
"County","Lackawanna","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","88","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","10132.57","Lost wages dues to hospitalization for opioid use","311.07","Estimated state income tax revenue lost during hospitalizations due to opioid use","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)","41.43910064","-75.61218345"
"County","Cambria","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","48","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5588.57","Lost wages dues to hospitalization for opioid use","171.57","Estimated state income tax revenue lost during hospitalizations due to opioid use","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)","40.49127491","-78.71894174"
"State","Commonwealth","Male","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","8042","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1392538.14","Lost wages dues to hospitalization for opioid use","42750.92","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"State","Commonwealth","All","35 to 49 years","2019","2019 Q4","10/1/2019-12/31/2019","4895","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","853368.00","Lost wages dues to hospitalization for opioid use","26198.40","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","York","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","322","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","42044.00","Lost wages dues to hospitalization for opioid use","1290.75","Estimated state income tax revenue lost during hospitalizations due to opioid use","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)","39.92192531","-76.72576052"
"County","Franklin","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","443","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","52662.71","Lost wages dues to hospitalization for opioid use","1616.75","Estimated state income tax revenue lost during hospitalizations due to opioid use","28","28","42","055","(39.9278619704, -77.7239884483)","POINT (-77.7239884483 39.9278619704)","39.92786197","-77.72398845"
"County","Clinton","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","98","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","11288.29","Lost wages dues to hospitalization for opioid use","346.55","Estimated state income tax revenue lost during hospitalizations due to opioid use","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)","41.23286274","-77.6428376"
"County","Westmoreland","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","169","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","21728.57","Lost wages dues to hospitalization for opioid use","667.07","Estimated state income tax revenue lost during hospitalizations due to opioid use","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)","40.310315","-79.47134118"
"County","Lackawanna","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","68","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7888.00","Lost wages dues to hospitalization for opioid use","242.16","Estimated state income tax revenue lost during hospitalizations due to opioid use","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)","41.43910064","-75.61218345"
"County","Elk","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","24","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2688.00","Lost wages dues to hospitalization for opioid use","82.52","Estimated state income tax revenue lost during hospitalizations due to opioid use","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)","41.42819416","-78.64947713"
"County","Berks","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1180","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","163217.00","Lost wages dues to hospitalization for opioid use","5010.76","Estimated state income tax revenue lost during hospitalizations due to opioid use","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)","40.41939635","-75.93077327"
"State","Commonwealth","Male","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","33590","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5564319.43","Lost wages dues to hospitalization for opioid use","170824.61","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Fayette","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","93","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","8821.71","Lost wages dues to hospitalization for opioid use","270.83","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Potter","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)","41.74420644","-77.89879229"
"County","Lancaster","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","244","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","33253.71","Lost wages dues to hospitalization for opioid use","1020.89","Estimated state income tax revenue lost during hospitalizations due to opioid use","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)","40.04590796","-76.25138768"
"State","Commonwealth","All","50 to 64 years","2019","2019 Annual","1/1/2019-12/31/2019","13652","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2265272.00","Lost wages dues to hospitalization for opioid use","69543.85","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Beaver","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","60","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6848.57","Lost wages dues to hospitalization for opioid use","210.25","Estimated state income tax revenue lost during hospitalizations due to opioid use","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)","40.68349245","-80.35107356"
"County","Chester","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018","365","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","72009.29","Lost wages dues to hospitalization for opioid use","2210.69","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"State","Commonwealth","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","14146","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2376238.86","Lost wages dues to hospitalization for opioid use","72950.53","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Susquehanna","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Carbon","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","16","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1577.14","Lost wages dues to hospitalization for opioid use","48.42","Estimated state income tax revenue lost during hospitalizations due to opioid use","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)","40.91936701","-75.71107039"
"County","Warren","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","124","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","14616.57","Lost wages dues to hospitalization for opioid use","448.73","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"State","Commonwealth","Female","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","5557","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","875396.71","Lost wages dues to hospitalization for opioid use","26874.68","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Philadelphia","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","3874","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","678503.43","Lost wages dues to hospitalization for opioid use","20830.06","Estimated state income tax revenue lost during hospitalizations due to opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"County","Union","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1568.86","Lost wages dues to hospitalization for opioid use","48.16","Estimated state income tax revenue lost during hospitalizations due to opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Carbon","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","42","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4224.00","Lost wages dues to hospitalization for opioid use","129.68","Estimated state income tax revenue lost during hospitalizations due to opioid use","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)","40.91936701","-75.71107039"
"County","Montgomery","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019","812","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","149292.00","Lost wages dues to hospitalization for opioid use","4583.26","Estimated state income tax revenue lost during hospitalizations due to opioid use","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)","40.20989874","-75.37252001"
"County","Schuylkill","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","67","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7886.86","Lost wages dues to hospitalization for opioid use","242.13","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Delaware","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","828","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","131415.43","Lost wages dues to hospitalization for opioid use","4034.45","Estimated state income tax revenue lost during hospitalizations due to opioid use","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)","39.91657867","-75.40627712"
"County","Westmoreland","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","138","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","16106.57","Lost wages dues to hospitalization for opioid use","494.47","Estimated state income tax revenue lost during hospitalizations due to opioid use","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)","40.310315","-79.47134118"
"County","Erie","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1217","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","136489.86","Lost wages dues to hospitalization for opioid use","4190.24","Estimated state income tax revenue lost during hospitalizations due to opioid use","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)","41.99413787","-80.0407591"
"County","Susquehanna","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1402.14","Lost wages dues to hospitalization for opioid use","43.05","Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Mifflin","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)","40.61274928","-77.62003089"
"County","Adams","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","97","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","10974.86","Lost wages dues to hospitalization for opioid use","336.93","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Perry","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","56","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4936.00","Lost wages dues to hospitalization for opioid use","151.54","Estimated state income tax revenue lost during hospitalizations due to opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Northampton","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","226","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","30768.29","Lost wages dues to hospitalization for opioid use","944.59","Estimated state income tax revenue lost during hospitalizations due to opioid use","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)","40.7545954","-75.31263726"
"County","Blair","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019","64","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7369.14","Lost wages dues to hospitalization for opioid use","226.23","Estimated state income tax revenue lost during hospitalizations due to opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"State","Commonwealth","Male","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","9221","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1425946.86","Lost wages dues to hospitalization for opioid use","43776.57","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Cameron","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)","41.43880265","-78.20916932"
"County","Lackawanna","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","30","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3402.86","Lost wages dues to hospitalization for opioid use","104.47","Estimated state income tax revenue lost during hospitalizations due to opioid use","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)","41.43910064","-75.61218345"
"County","Chester","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","945","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","186984.29","Lost wages dues to hospitalization for opioid use","5740.42","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Jefferson","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","55","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5900.71","Lost wages dues to hospitalization for opioid use","181.15","Estimated state income tax revenue lost during hospitalizations due to opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Perry","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","315","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","28062.71","Lost wages dues to hospitalization for opioid use","861.53","Estimated state income tax revenue lost during hospitalizations due to opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Washington","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","36","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6073.71","Lost wages dues to hospitalization for opioid use","186.46","Estimated state income tax revenue lost during hospitalizations due to opioid use","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)","40.19109663","-80.25180083"
"County","Chester","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","365","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","62936.43","Lost wages dues to hospitalization for opioid use","1932.15","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Warren","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","89","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","9412.29","Lost wages dues to hospitalization for opioid use","288.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"County","York","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","293","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","39555.00","Lost wages dues to hospitalization for opioid use","1214.34","Estimated state income tax revenue lost during hospitalizations due to opioid use","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)","39.92192531","-76.72576052"
"County","Northumberland","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","58","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6670.00","Lost wages dues to hospitalization for opioid use","204.77","Estimated state income tax revenue lost during hospitalizations due to opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"County","Elk","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)","41.42819416","-78.64947713"
"County","Jefferson","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Huntingdon","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019","60","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6480.00","Lost wages dues to hospitalization for opioid use","198.94","Estimated state income tax revenue lost during hospitalizations due to opioid use","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)","40.416105","-77.9827661"
"County","Greene","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","88","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","14589.29","Lost wages dues to hospitalization for opioid use","447.89","Estimated state income tax revenue lost during hospitalizations due to opioid use","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)","39.85480393","-80.22943817"
"County","Columbia","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","19","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2081.86","Lost wages dues to hospitalization for opioid use","63.91","Estimated state income tax revenue lost during hospitalizations due to opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
