"title_id","title","title_acronym","record_type","topic_subset","source","second_source","search_strategy","sample_design","survey_type","media","file_size","data_format","spec_software","restrictions","purpose","interval","years_availab","sample_size","population","region","unit_of_analysis","method_tech","related_tools","keywords","comments_on_price","description","pop_age","pop_racial","pop_ethnic","pop_sex","variables","validity","reliability","special_notes","record_originator","reference","language","record_id_variables","url"
"1562","National Child Abuse and Neglect Data System","NCANDS","DataSet",,"Administration for Children and Families",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22National%20Child%20Abuse%22%5BTitle/Abstract%5D%20AND%20%22Neglect%20Data%20System%22%5BAll%20Fields%5D&cmd=DetailsSearch",,,"http://www.acf.dhhs.gov/programs/cb",,"Key findings are reported annually in the Child Maltreatment series. Short briefing papers based on DCDC data are also prepared. Child Maltreatment is published on the web site.",,,"The objective of NCANDS is to provide State and national data on child abuse and neglect for program planning, program review, and policy development.","Data are published annually","first collected on 1990 data.",,,,,,,,"0","Developed in response to the Child Abuse Prevention and Treatment Act (Public Law 93-247), as amended, which called for the creation of a coordinated national data collection and analysis program, both universal and case-specific in scope. As a result of the legislation, a voluntary data collection program, consisting of two components, the Summary Data Component (SDC) and the Detailed Case Data Component (DCDC), was established in 1990.  The data are widely distributed through reports, presentations, and the Federal web site. OMB approval for both components will expire on May 31, 2000. It is expected that preparation of materials seeking renewal of the approvals will be initiated in 1999. Aggregate data on key indicators of child protective services programs are collected annually throuh the SDC Survey. The data items include information on reports, dispositions, child victims, fatalities, services, perpetrators, and the workforce. As of the survey for 1997, States that receive the CAPTA State Child Abuse and Neglect Grant (the Basic State Grant) are required to ""annually work with the Secretary to provide, to the maximum extent practicable, a report that includes (12 data elements listed in the statute)."" The SDC Survey includes these items. Reporting on other data items remains voluntary for all States. Detailed case-level data on the children who are the subjects of reports alleging child maltreatment are collected through the voluntary submission of electronic data in a common record format on each child. Data collected through the DCDC are more extensive than data collected through the SDC, with a few exceptions due to the additional data requirements in the recent CAPTA legislation. The DCDC data record consists of 19 data elements on reports of alleged maltreatment and the characteristics of children who are the subjects of these reports. An additional 98 data elements are collected on victims of maltreatment, including information on types of maltreatments, child disabilities, family problems, services, and characteristics of perpetrators. Eighteen States have provided 1997 data; it  is expected that the number of States participating in the DCDC will continue to grow in future years.",,"African American,  American Indian or Alaska Native,  Asian,  Native Hawaiian or Other Pacific Islander,  and White",,,,,,,,,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1562"
"2018","National Survey of Child and Adolescent Well-Being","NSCAW","DataSet",,"Administration for Children and Families",,"https://www.ncbi.nlm.nih.gov/pubmed?term=MH59672/MH/NIMH%20NIH%20HHS/United%20States%5BGrant%20Number%5D&cmd=DetailsSearch","The sample, which represents the population of children and families that enter the child welfare system, includes more than 5,501 children (ages 0 to 14) from 97 child welfare agencies nationwide. The sample was drawn from cases investigated/assessed by local child protective services (CPS) agencies, and includes both opened and unopened cases. It includes both children being served in their homes and those in out-of-home care. The sample was selected from children and families who entered the child welfare system within a 15-month period (Oct. 1999-Dec. 2000), and was designed to allow in-depth analyses of subgroups of special interest (e.g., young children or adolescents in foster care) while providing national estimates for the full population of children and families entering the system. The core sample is supplemented by a sample of 727 children who have been in foster care for a longer period, to allow additional analysis of issues related to this group.",,,,,,,"In 1996 Congress directed the Secretary of the Department of Health and Human Services to conduct a national study of children who are at risk of abuse or neglect or are in the child welfare system. Congress directed that the study include a longitudinal component that follows cases for a period of several years, collect data on the types of abuse or neglect involved, agency contacts and services, and out-of-home placements, and yield reliable state-level data for as many states as feasible. In response, the Administration for Children and Families has undertaken the National Survey of Child and Adolescent Well-Being (NSCAW).    The NSCAW makes available for the first time nationally representative longitudinal data drawn from first-hand reports from children, parents, and other caregivers, as well as reports from caseworkers, teachers, and data from administrative records. Moreover, this is the first national study that examines child and family well-being outcomes in detail and seeks to relate those outcomes to their experience with the child welfare system and to family characteristics, community environment, and other factors. The study will describe the child welfare system and the experiences of children and families who come in contact with the system. It will increase the knowledge needed to support service, program, and policy planning.",,,,,,,,,"Child Welfare ||  Child ||  Preschool ||  Home Care Services ||  Parents ||  Professional-Family Relations ||  Quality of Health Care ||  Social Work",,"In the short term, the study will (1) describe the children and families who come into contact with the child welfare system, and (2) examine child and family risk factors, service needs, and services received. In the longer term, the study will (1) describe the child welfare system and the experience of children and families involved in the system; (2) examine outcomes for these children and families; and (3) describe the interaction of the child welfare system and services with other service systems.",,,,,,,,,"Sheps Center, UNC-CH",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2018"
"1341","Runaway and Homeless Youth Management Information System","RHYMIS","DataSet",,"Administration for Children and Families",,"https://www.ncbi.nlm.nih.gov/pubmed?term=(%22runaway%2Fhomeless%20youth%22%5BTitle%2FAbstract%5D)%20AND%20%22mis%22",,,,,,,,"The Runaway and Homeless Youth Management Information System (RHYMIS) is an automated data collection system used to collect and analyze information about the characteristics and demographics of the youth served and the services provided by the Family and Youth Services Bureau (FYSB) funded Runaway and Homeless Youth Program.",,"RHYMIS data collection began in 1989, and the central MIS database currently contains data for fiscal years 1992 through 1998.",,"During the most recent fiscal quarter, 11,308 youth were entered into the RHYMIS National Database. Of this number, 10,969 youth identified their race/ethnicity in one of the RHYMIS racial/ethnic categories. 295 (3%) identified themselves as American Indian or Alaskan Native, 181 (2%) as Asian or Pacific Islander, 2,433 (22%) as Black, not of Hispanic origin; 1,405 (13%) as Hispanic, and 6,655 (61%) as White, not of Hispanic origin.","all 50 states as well as several US territories (Guam, Puerto Rico, the Virgin Islands, American Samoa, and the Northern Marianas)",,"data entry is completed year-round at the time of service by individual grantee agencies",,,"0","Agencies enter agency, program, staff, and youth information. The RHYMIS software accepts data on runaway or homeless youth under the age of 27 in areas including: demographics, drug and alcohol assessment, contacts, services provided, and issues. Individual grantee information is submitted on diskettes at the end of each fiscal quarter, and is integrated at a central database. Data are made available from the RHYMIS central database for analysis in the form of quarterly reports. National and regional reports are typically generated within thirty days of the grantee data submission deadline. National RHYMIS information is available by HHS region, State, and individual grantee agencies. Any RHYMIS report can be produced within these parameters. RHYMIS data are collected continuously and submitted quarterly by Basic Center, Transitional Living and Street Outreach grantee projects. In October 1998, the latest Y2K compliant version of RHYMIS was distributed to grantee programs.",,"American Indian,  Alaskan Native,  Asian,  Pacific Islander,  Black,  not of Hispanic Origin,  Hispanic,  and White",,,,,,,,,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1341"
"1955","National Trauma Data Bank","NTDB","DataSet",,"American College of Surgeons",,"https://www.ncbi.nlm.nih.gov/pubmed?term=National%20Trauma%20Data%20Bank[tiab]&cmd=DetailsSearch",,,,,,,"Research dataset requests are fulfilled by filling out a request form.  Your request will be reviewed by a committee and you will receive notification about the status of your request within a week of submitting","The NTDB contains over 2 million cases from over 600 U.S. trauma centers. The annual call for data is issued every winter. Hospitals are given ample time to submit their data which is included in the NTDB Annual Report, distributed in the fall. Multiple researchers have used NTDB information for analyses on a wide range of topics of importance to the trauma community.    The National Trauma Data Bank (NTDB) is the largest aggregation of trauma registry data ever assembled. The goal of the NTDB is to inform the medical community, the public, and decision makers about a wide variety of issues that characterize the current state of care for injured persons in our country. The information contained in the data bank has implications in many areas including epidemiology, injury control, research, education, acute care, and resource allocation.    The effort to collect and maintain traumatic injury data is in keeping with the mission of the American College of Surgeons (ACS) Committee on Trauma (COT), which is ""To improve the care of the injured through systematic efforts in prevention, care, and rehabilitation.""",,"1989 - present",,,,,,,"Data Collection ||  Documentation ||  Management Information Systems ||  Registries ||  Trauma Centers ||  Wounds",,"The NTDB is the largest aggregation of trauma registry data ever assembled. It contains over 2 million records from trauma centers in the U.S. and Puerto Rico. The goal of the NTDB is to inform the medical community, the public, and decision makers about a wide variety of issues that characterize the current state of care for injured persons.",,,,,,,,,"Sheps Center, UNC-CH",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1955"
"5488","AGing Integrated Database","AGID","DataSet",,"Administration for Community Living",,"https://www.ncbi.nlm.nih.gov/pubmed?term=(aging%5BTitle%2FAbstract%5D)%20AND%20%22integrated%20databases%22%5BTitle%2FAbstract%5D",,,,,"Data Filesprovide access to the ACL survey databases and ACL Special Tabulations conducted by the Census Bureau. The individual survey data files are provided in CSV or SAS format and are supplemented by survey instruments, reporting requirements documents, codebooks with variable listings and frequency counts and percentages of all individual data elements, and SAS programming statements for loading and processing the data in SAS. ACL Special Tabulation results are provided in both Excel and XML format.",,,"The AGing Integrated Database (AGID) is an on-line query system based on ACL-related data files and surveys, and includes population characteristics from the Census Bureau for comparison purposes. The four options or paths through AGID provide different levels of focus and aggregation of the data – from individual data elements within Data-at-a-Glance to full database access within Data Files.",,,,,,,,,"Aging ||  

Databases ||  

Internet ||  

Software ||  

Systems Integration",,"The four options or paths through AGID were designed to provide different levels of focus and aggregation of the data – from individual data elements within Data-at-a-Glance, to State-level summaries in State Profiles, to detailed, multi-year tables in Custom Tables, and finally, to full database access within Data Files.



Data-at-a-Glance provides single data element at a time access to all of AGID’s state-level databases. Excellent tool for data mining or exploration of the various databases and their content, along with producing quick tables and geographical representations of key data elements.



State Profiles provides pre-populated tables of key data elements from OAA Programs for the selected state. The user also has the ability to make comparisons between one state and another state or one state and the total U.S. In addition, the location of the State Unit on Aging (SUA), Area Agencies on Aging (AAA), and Tribal Organizations (where applicable) are displayed in both map and tabular form.",,,,,"ACL-Related Files: 

State Program Reports (SPR); 

National Ombudsman Reporting System (NORS); 

Title VI Services by Tribal Organization; 

National Survey of Older Americans Act (OAA) Participants; 

National Survey of Area Agencies on Aging (AAA).



Census Files:  

State Level Population Estimates Data; 

County and PSA Level Population Estimates Data; 

Decennial Census 2010 Summary File 1 (SF1) Data; 

American Community Survey (ACS) Public Use Microdata Sample (PUMS) 1-Year Files; 

ACL Special Tabulation: American Community Survey 2010-2014; 

ACL Special Tabulation: American Community Survey 2009-2013; 

ACL Special Tabulation: American Community Survey 2008-2012; 

ACL Special Tabulation: American Community Survey 2007-2011; 

ACL Special Tabulation: American Community Survey 2009-2011, Disability Tables; 

ACL Special Tabulation: Decennial Census 2010; 

ACL Special Tabulation: American Community Survey 2005-2009; 

ACL Special Tabulation: American Community Survey 2008-2010, Disability Tables",,,,"InfoPac","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/5488"
"2148","Disability Compendium",,"DataSet",,"Administration for Community Living",,"https://www.ncbi.nlm.nih.gov/pubmed?term=disability%5BTitle/Abstract%5D%20AND%20compendium%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,"The Rehabilitation Research and Training Center on Disability Statistics and Demographics (StatsRRTC) facilitates evidence-based decision making in many different service and policy arenas to benefit persons with disabilities, leading to improved social outcomes.    Large quantities of survey data and administrative records related to people with disabilities are collected each year. Yet these data lack continuity and are underutilized, leading to missed opportunities to improve the programs and policies that advance the lives of people with disabilities. Policymakers, program administrators, service providers, researchers, advocates for people with disabilities, and people with disabilities and their families need accessible, valid data/statistics to support their decisions related to policy improvements, program administration, service delivery, protection of civil rights, and major life activities.    The Center’s goal is to support decision making through a variety of integrated research and outreach activities by (a) improving knowledge about and access to existing data, (b) generating the knowledge needed to improve future disability data collection, and (c) strengthening connections between the data from and regarding respondents, researchers, and decision makers. In this way, the Center hopesto support the improvement of service systems that advance the quality of life of people with disabilities.",,,,,,,,,"Activities of Daily Living ||    Motor Activity ||   Paraplegia ||   Vision ||   Hearing ||   Statistics ||   Disability ||   Mobility ||   Cognition",,"The StatsRRTC’s research and outreach activities draw upon data from major national survey data (such as the ACS, CPS, NHIS, and SIPP) and the administrative records of government programs (such as SSDI, SSI, federal/state VR programs).",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2148"
"1679","School Health Policies and Programs Study","SHPPS","DataSet",,"Adolescent and School Health - National Center for Chronic Disease Prevention and Health Promotion, CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=((%22School+Health+Policies%22+%5Btiab%5D+AND+%22Programs+Study%22%5BTitle%2FAbstract%5D)+OR+SHPPS+%5Btiab%5D)","All 50 States and the District of Columbia participated in SHPPS, so sampling was not needed at the State level. However, at the district, school, and classroom levels, nationally representative samples were selected. The SHPPS samples were not designed to support accurate estimates by region or State, for urban or rural areas separately, or for schools that serve various special populations. Additionally, the SHPPS samples were interrelated so that the large classroom samples were selected from schools in the school sample that were, in turn, selected from districts in the district sample.   Primary Sampling Units: The United States was divided into 3,104 primary sampling units (PSUs) consisting of one or more counties. Each PSU was assigned a measure of size aggregated from school enrollment data and averaged across grades of interest.   The PSUs were then stratified based on urbanicity. PSUs were classified as ""urban"" if they were located in one of the 60 largest Metropolitan Statistical Areas (MSAs) in the United States. Otherwise, they were classified as non-urban. Overall, 282 PSUs were assigned to the urban stratum, and 2,822 were assigned to the non-urban stratum.   Within each stratum, the PSUs were sorted by their first three Zip code digits to ensure that the sample was distributed among and within States in a geographically representative manner. PSUs larger than the sampling interval were allowed to be selected multiple times, thus directly increasing the number of districts that could be selected from that PSU. A total of 480 PSUs were selected with probability proportional to the measure size.  District Selection: All public and private schools that served K-12 in the continental United States, Alaska, and Hawaii were included in the sampling frame. Districts with less than 10 students per grade were excluded. Independent private schools were grouped together for sampling purposes to form a district or were assigned to public school districts in their location. Eligible districts had to have at least one middle/junior high school and one senior high school.  School Selection: Within the sampled districts, all public, private, Catholic, vocational, and special education schools were included. Only middle/junior high and senior high schools were eligible to participate. The middle/junior high schools were sampled independently of the senior high schools.  Classroom Teacher Selection: Sampling frames for each of the three classroom teacher samples were constructed for each school. The teachers were listed by group and by course or department. A systematic sample was taken using a random start.","Federal",,,,,,"The purpose of this survey is to monitor the status of the nation's school health policies and programs, describe the professional qualifications of personnel delivering health care, and the coordination of school health activities, and identify factors that facilitate or impede health care delivery.","Irregular","1994, 2000 is currently being finalized","A total of 3,032: 51 at the State level; 413 at the district level; 607 at the school level; 1,961 at the classroom level","Middle/junior and senior high school officials","United States","Person","State and district level data collection occurred by mail from March to June 1994. The Superintendent's office was contacted by telephone prior to data collection. A contact person was identified and was responsible for each of the five SHPPS components and the distribution of questionnaires to respondents. At the district level, the contact person collected the questionnaires. At the State level, the respondent mailed back the completed questionnaire. Multiple mail and telephone follow-ups were made to gather missing data.   School and classroom level data collection occurred from February to June 1994. Personal interviews were conducted with a field staff of 33 data collectors. Data collectors were recruited at professional meetings, through advertisements in professional journals, and at universities during fall 1993.   A Health Education Lead Teacher was selected by asking the principal or other school-level contact to identify who was responsible for health education. One respondent or two health education respondents were selected to participate in the school-level interview. The same process applied for the selection of a Physical Education Lead Teacher. Two respondents were needed from schools in which the boys' and girls' education operated independently.   More than one respondent was selected by the principal and school officials for the Health Services, Food Services, Health Education Classroom Teachers, Physical Education Classroom Teachers, and Health Policies components of the questionnaire.",,"Social Determinants of Health",,"The School Health Policies and Programs Study is a study of school health policies at the State, district, school, and classroom levels nationwide. The study will provide data to help improve school health policies and programs nationwide. Data will be collected and will assess the characteristics of eight components at the elementary, middle/junior high, and senior high school levels (health education, physical education and activity, health services, food service, school policy and environment, mental health and social services, faculty and staff health promotion, family and community involvement).",,,,,,,,,"Logicon/ROW Sciences","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1679"
"10162","COVID-19 Research Database",,"DataSet",,"Advarra",,"https://www.ncbi.nlm.nih.gov/pubmed?term=(%22covid%2019%22)%20AND%20%22research%20database%22",,,,,,,,"The COVID-19 research database is a collection of de-identified data sets made freely available to public health and policy researchers to extract insights for combatting the COVID-19 pandemic. The database is a pro-bono, cross-industry collaboration composed of a consortium of institutions that have contributed data, technology services, health sector knowledge. Until now, researchers and policy-makers seeking to answer questions about the pandemic could only conduct research on fragmented data sets (such as the data set from a particular hospital), or to conduct long, prospective clinical trials, which makes it difficult to rapidly answer questions about the epidemiology and treatment of the disease.",,,,,,,,,"Betacoronavirus ||  Coronavirus Infections ||  COVID-19 ||  Big Data ||  Data Collection ||  Data Management ||  Data Aggregation ||  Databases, Factual ||  Information Dissemination ||  Research ||  Virulence ||  Biomedical Research ||",,"The COVID-19 Research Database contains HIPAA-compliant, de-identified and limited, longitudinal, patient-level data sets from a consortium of institutions and organizations. It comprises a large, diverse repository of real-world data, including medical claims, pharmacy claims, electronic health records, and demographic data. In addition to the underlying data, the repository integrates patient linking technology and statistical certification, connecting data sources in a HIPAA-compliant manner to provide a more complete view of the patient journey. Researchers can access the COVID-19 Research Database via an analytic platform, enabling them to conduct large-scale studies while protecting patient privacy.



Some examples of the types of assessments that can be conducted using the COVID-19 Research Database include evaluations of drug effectiveness utilizing de-identified electronic health record and claims data, identifying which demographic factors and pre-existing conditions are most closely correlated with ventilator support or excess mortality, and measuring the public health impact of quarantine measures put in place in different geographies.",,,,,,,,"The database is a pro bono, cross-industry collaboration. Collaborators include Advarra, Aetion, AnalyticsIQ, Arcadia.io, Berkeley Research Group, Boston Health Economics, Change Healthcare, Datavant, Elsevier, Glooko, Health Care Cost Institute, Healthjump, Helix, Medidata (a Dassault Systèmes company), Mirador Analytics, Munich Re Life US, Office Ally, Omny Health, Parexel, Prognos Health, QIAGEN, Snowflake, Sumitomo Dainippon Pharma, Symphony Health, and Veradigm.","InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/10162"
"2384","Access to Health Care",,"DataSet",,"Agency For Healthcare Research and Quality (AHRQ)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=MEPS%5BAll%20Fields%5D%20AND%20%22access%20to%20health%20care%22%5BAll%20Fields%5D&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Delivery of Health Care ||  Eligibility Determination ||    Health Services Accessibility ||    Health Status Disparities ||  Data Collection ||    Demography ||  Health Care Reform ||    Health Policy ||  Health Status ||  Insurance Coverage ||  Medically Uninsured",,"Access to health care information is collected in the Access to Care (AC) section of the MEPS-HC questionnaire. Topics include family members' origin and preferred languages, family members' usual source of care, characteristics of the usual source of health care providers, satisfaction with and access to the usual source of health care provider, and access to medical treatment, dental treatment, and prescription medicines. In addition to the tables and publications below, person-level data files with access to health care variables can be downloaded for analysis. Refer to the variable locator for more information.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2384"
"2636","AHRQ Health Literacy Universal Precautions Toolkit",,"DataSet",,"Agency For Healthcare Research and Quality (AHRQ)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=((%22health%20literacy%22%5BTitle%2FAbstract%5D)%20AND%20%22precautions%20toolkit%22%5BTitle%2FAbstract%5D)%20AND%20%22ahrq%22",,,,,,,,"The AHRQ Health Literacy Universal Precautions Toolkit, 2nd edition, can help primary care practices reduce the complexity of health care, increase patient understanding of health information, and enhance support for patients of all health literacy levels.",,,,,,,,,"Health Literacy ||  Health Plan Implementation ||  Total Quality Management ||  Communication ||    Primary Health Care ||    Professional-Patient Relations ||    Quality Improvement ||  Universal Precautions",,"This toolkit provides evidence-based guidance to adult and pediatric practices to ensure that systems are in place to promote better understanding by all patients, not just those who need extra assistance. The toolkit is divided into manageable chunks so that its implementation can fit into the busy day of a practice.",,,,,"Spoken communication.  Written communication.  Self-management and empowerment.  Supportive systems.",,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2636"
"2276","AHRQ Multiple Chronic Conditions Research Network Data Archive","AHRQ MCC","DataSet",,"Agency For Healthcare Research and Quality (AHRQ)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=AHRQ%5BAll%20Fields%5D%20AND%20Multiple%5BAll%20Fields%5D%20AND%20Chronic%5BAll%20Fields%5D%20AND%20Conditions%5BAll%20Fields%5D&cmd=DetailsSearch",,,,,,,,"As part of an on-going effort to improve care for patients with multiple chronic conditions (MCC) through evidence-based research, AHRQ has funded the AHRQ MCC Research Network. Collectively, the AHRQ MCC Research Network works to advance the field of MCC research, provide needed guidance for clinicians and patients, and advise policy makers about improved methods to measure and promote quality care for complex patients. The Network aligns (PDF) with a Department of Health and Human Services (HHS) effort to address MCC issues (PDF). Details about the projects funded by AHRQ as part of the MCC Research Network are included below.    This web site is dedicated to disseminating data and other documentation created by the AHRQ MCC Research Network. Interested researchers can search through the catalog to find MCC related datasets (both those created by AHRQ MCC Research Network as well as other relevant datasets already included in the ICPSR archives). AHRQ MCC Research Network investigators can use this website to find information about how to prepare and archive their data. For more general information about the AHRQ MCC Research Network, please visit the project page on the AHRQ.gov site.",,,,,,,,,,,"The AHRQ MCC Research Network includes:    Eighteen exploratory and developmental grants (R21) funded in 2008 to begin addressing the gap in knowledge about patients with MCC, with a focus on preventive services. Additional funding was awarded in 2009 to two of the original 18 grantees to support collaborative activities;  Fourteen exploratory grants (R21) funded in 2010 under the American Recovery and Reinvestment Act of 2009 (ARRA) to address the gap in knowledge about patients with MCC by using existing data to conduct comparative effectiveness research for patients with MCC;  Thirteen infrastructure development grants (R24) funded in 2010 under ARRA to create and share new datasets for improved examination of care for patients with MCC; and a  Learning Network and Technical Assistance Center, also funded under ARRA, designed to support the overall effort, including assistance with preparing datasets for dissemination and archiving and with translating research findings for policy audiences. The Center is staffed by Abt Associates, the MacColl Center for Healthcare Innovation, and the Inter-university Consortium for Political and Social Research.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2276"
