"agency_number","agency_name","count_of_current_employees","job_title","job_min_hourly_rate","job_max_hourly_rate"
"200","Dept of Human Services","192","JJS COUNSELOR II","16.50","26.17"
"200","Dept of Human Services","159","JJS COUNSELOR III","17.41","27.63"
"200","Dept of Human Services","58","JJS SUPERVISOR","19.42","29.17"
"200","Dept of Human Services","158","JJS TECHNICIAN I","10.70","16.95"
"200","Dept of Human Services","129","JJS TECHNICIAN II","11.92","18.90"
"200","Dept of Human Services","1","JOURNEY AUTO WORKER","15.22","22.24"
"200","Dept of Human Services","3","JOURNEY BOILER OPERATOR","15.22","23.48"
"200","Dept of Human Services","2","JOURNEY CARPENTER","14.42","21.06"
"200","Dept of Human Services","3","JOURNEY ELECTRICIAN","16.50","22.85"
"200","Dept of Human Services","2","JOURNEY HEATING & AIR CONDITIONING SPECIALIST","15.64","22.85"
"200","Dept of Human Services","21","JOURNEY MAINTENANCE/CONSTRUCTION SPECIALIST","14.03","19.42"
"200","Dept of Human Services","1","JOURNEY PAINTER","14.03","19.42"
"200","Dept of Human Services","3","JOURNEY PLUMBER","15.22","21.06"
"200","Dept of Human Services","7","LAUNDRY WORKER/SEAMSTRESS","7.52","11.29"
