"name","fullname","featureuri","label","description","symbol","otherid","specificationuri","featuretype","geologichistory","representativeageuri","youngerageuri","olderageuri","intervalsincemovement","observationmethod","positionaccuracymeters","positionaccuracy","displacement","sliprate","slipaccumulationinterval","movementtype","movementsense","dipdirection","datemostrecentevent","recurrenceinterval","totalslip","source","none"
"Sevier Valley faults and folds","Sevier Valley (hills near Panguitch) faults and folds","http://resources.usgin.org/uri-gin/utgs/activefault/id:2537/","Panguitch Hills","Panguitch Hills 2537","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"folding","normal","unspecified",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2537, Sevier Valley Hills faults and folds, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sevier Valley faults north of Panguitch","Sevier Valley (north of Panguitch) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2536/","Panguitch N.","Panguitch N. 2536","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2536, Sevier Valley faults north of Panguitch, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sevier/Toroweap fault zone northern Toroweap section","Sevier-Toroweap fault zone - northern Toroweap section","http://resources.usgin.org/uri-gin/utgs/activefault/id:997b/","Toroweap north","Toroweap north 997b","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1997, Fault number 997b, Sevier/Toroweap fault zone, northern Toroweap section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaul",
"Sevier/Toroweap fault zone Sevier section","Sevier-Toroweap fault zone - Sevier section","http://resources.usgin.org/uri-gin/utgs/activefault/id:997a/","Sevier","Sevier 997a","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"0.2 - 1 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1997, Fault number 997a, Sevier/Toroweap fault zone, Sevier section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Shay graben faults","Shay graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2513/","Shay Graben","Shay Graben 2513","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","N; S",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2513, Shay graben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sheeprock fault zone","Sheeprock fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2405/","Sheeprock","Sheeprock 2405","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2405, Sheeprock fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sheeprock Mountains fault","Sheeprock Mountains fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2419/","Sheeprock Mtns.","Sheeprock Mtns. 2419","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2419, Sheeprock Mountains fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Silver Island Mountains (southeast side) fault","Silver Island Mountains (southeast side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2382/","Silver Is. SE","Silver Is. SE 2382","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2382, Silver Island Mountains (southeast side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Silver Island Mountains (west side) fault","Silver Island Mountains (west side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2381/","Silver Is. W","Silver Is. W 2381","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2381, Silver Island Mountains (west side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Simpson Mountains faults","Simpson Mountains faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2418/","Simpson Mtns.","Simpson Mtns. 2418","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2418, Simpson Mountains faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sinbad Valley graben","Sinbad Valley graben faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2285/","Sinbad Valley","Sinbad Valley 2285","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Widmann, B.L., compiler, 1998, Fault number 2285, Sinbad Valley graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Skull Valley (mid-valley) faults","Skull Valley (mid-valley) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2387/","Skull V.","Skull Valley 2387","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW; NW",,"null",,"Solomon, B.J., Christenson, G.E., and McDonald, G.N., compilers, 1999, Fault number 2387, Skull Valley (mid-valley) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/q",
"Snake Valley fault","Snake Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:1246/","Snake Valley","Snake Valley 1246","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Redsteer, M.Hisa, compiler, 2000, Fault number 1246, Snake Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Snake Valley faults","Snake Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2428/","Snake Valley","Snake Valley 2428","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., Hylland, M.D., Redsteer, M.Hisa, and Hecker, S., compilers, 2005, Fault number 2428, Snake Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfault",
"Snow Lake graben","Snow Lake graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2452/","Snow Lake","Snow Lake 2452","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2452, Snow Lake graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Southern Joes Valley fault zone","Southern Joes Valley fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2456/","Joes Valley S.","Joes Valley S. 2456","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2456, Southern Joes Valley fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Southern Oquirrh Mountains fault zone","Southern Oquirrh Mountains fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2399/","S. Oquirrh Mts.","S. Oquirrh Mts. 2399","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","W",,"20 k.y. (preferred); minimum 5 k.y., maximum 50 k.y.",,"Black, B.D., DuRoss, C.B., McDonald, G.N., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2399, Southern Oquirrh Mountains fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthq",
"Spry area faults","Spry area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2498/","Spry","Spry 2498","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2498, Spry area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Stansbury fault zone","Stansbury fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2395/","Stansbury","Stansbury 2395","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2395, Stansbury fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Stinking Springs fault","Stinking Springs fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2413/","Stinking Spr.","Stinking Spr. 2413","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2413, Stinking Springs fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Strawberry fault","Strawberry fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2412/","Strawberry","Strawberry 2412","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; NE",,"5-15 k.y. (<15-30 ka)",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2412, Strawberry fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sugarville area faults","Sugarville area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2437/","Sugarville","Sugarville 2437","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SW",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2437, Sugarville area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/",
"Swasey Mountain (east side) faults","Swasey Mountain (east side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2431/","Swasey Mtn. E","Swasey Mtn. E 2431","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2431, Swasey Mountain (east side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","free text",,"1","Short text string for labeling the feature on maps. Can be the same as feature name. A label may be an OtherLocationName, OtherID or the Name or some combination.",,,,,,,,,,,,,,,,,,,,,,,
"Tabernacle faults","Tabernacle faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2465/","Tabernacle","Tabernacle 2465","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2465, Tabernacle faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Ten Mile graben faults","Ten Mile graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2473/","Ten Mile Graben","Ten Mile Graben 2473 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","S; N",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2473, Ten Mile graben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","term",,"0..1","Use extension of CGI Fault movement type vocabulary. Terms used to define the type of movement (eg dip-slip, strike-slip) for a DisplacementValue on a ShearDisplacementStructure.",,"Movement Type:  folding, strike separation sense, dip separation sense, missing, transpressional , transtensional.",,,,,,,,,,,,,,,,,,,,,
"Thousand Lake fault","Thousand Lake fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2506/","Thousand Lake","Thousand Lake 2506","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2506, Thousand Lake fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Topliff Hill fault zone","Topliff Hill fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2407/","Topliff Hill","Topliff Hill 2407","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2407, Topliff Hill fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Towanta Flat graben","Towanta Flat graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2401/","Towanta","Towanta 2401","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"50 k.y. (preferred); minimum 25, maximum 200 k.y. (<250-500 ka)",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2401, Towanta Flat graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Tushar Mountains (east side) fault","Tushar Mountains (east side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2501/","Tushar Mtns.","Tushar Mtns. 2501","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2501, Tushar Mountains (east side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/q",
"Utah Lake faults","Utah Lake faults and folds","http://resources.usgin.org/uri-gin/utgs/activefault/id:2409/","Utah Lake","Utah Lake 2409","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2409, Utah Lake faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Valley Mountains monocline","Valley Mountains monocline","http://resources.usgin.org/uri-gin/utgs/activefault/id:2449/","Valley Mtns. Mon.","Valley Mtns. Mon. 2449","2.13.3a",,,"monocline","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"folding","null","E",,"null",,"Hecker, S., and Christenson, G.E., compilers, 2000, Fault number 2449, Valley Mountains monocline, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Vernon Hills fault zone","Vernon Hills fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2406/","Vernon Hills","Vernon Hills 2406","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2406, Vernon Hills fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Volcano Mountain faults","Volcano Mountain faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2520/","Volcano Mtn.","Volcano Mtn. 2520","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2520, Volcano Mountain faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Wah Wah Mountains (south end near Lund) fault","Wah Wah Mountains (south end near Lund) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2485/","Wah Wah Mtns. S.","Wah Wah Mtns. S. 2485","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2485, Wah Wah Mountains (south end near Lund) fault , in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Wah Wah Mountains faults","Wah Wah Mountains faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2483/","Wah Wah Mtns.","Wah Wah Mtns. 2483","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2006, Fault number 2483, Wah Wah Mountains faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Wah Wah Valley (west side) faults","Wah Wah Valley (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2484/","Wah Wah Valley W.","Wah Wah Valley W. 2484","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2484, Wah Wah Valley (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","free text",,"0..1","Free text field for any additional observations or other information regarding the feature, any special considerations with this instance (quality, lithology, locality, etc).",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contains versioning and revision history.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wasatch fault zone Brigham City section","Wasatch Fault Zone Brigham City section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351d/","WFZ Brigham","WFZ Brigham 2351d","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"1.0 to 5.0 mm/yr",,"dip separation","normal","W",,"1300 yr",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351d, Wasatch fault zone, Brigham City section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://ea",
"Wasatch fault zone Clarkston Mountain section","Wasatch Fault Zone Clarkston Mountain section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351b/","WFZ Clarkston","WFZ Clarkston 2351b","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., Haller, K.M., and Hecker, S., compilers, 2004, Fault number 2351b, Wasatch fault zone, Clarkston Mountain section, in Quaternary fault and fold database of the United States: U.S. Geological Surve",
"Wasatch fault zone Collinston section","Wasatch Fault Zone Collinston section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351c/","WFZ Collinston","WFZ Collinston 2351c","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351c, Wasatch fault zone, Collinston section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://eart",
"Wasatch fault zone Fayette section","Wasatch Fault Zone Fayette section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351j/","WFZ Fayette","WFZ Fayette 2351j","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351j, Wasatch fault zone, Fayette section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthqu",
"Wasatch fault zone Levan section","Wasatch Fault Zone Levan section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351i/","WFZ Levan","WFZ Levan 2351i","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2 to 1.0 mm/yr",,"dip separation","normal","W",,"> 3 and < 12 k.y.",,"Black, B.D., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351i, Wasatch fault zone, Levan section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/re",
"Wasatch fault zone Nephi section","Wasatch Fault Zone Nephi section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351h/","WFZ Nephi","WFZ Nephi 2351h","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"1.0 to 5.0 mm/yr",,"dip separation","normal","W",,"2500 yr",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351h, Wasatch fault zone, Nephi section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquak",
"Wasatch fault zone Provo section","Wasatch Fault Zone Provo section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351g/","WFZ Provo","WFZ Provo 2351g","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"1.0 to 5.0 mm/yr",,"dip separation","normal","W",,"2400 yr",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351g, Wasatch fault zone, Provo section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquak",
"Wasatch fault zone Salt Lake City section","Wasatch Fault Zone Salt Lake City section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351f/","WFZ SLC","WFZ SLC 2351f","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"1.0 to 5.0 mm/yr",,"dip separation","normal","W",,"1300 yr",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351f, Wasatch fault zone, Salt Lake City section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://",
"Wasatch fault zone Weber section","Wasatch Fault Zone Weber section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2351e/","WFZ Weber","WFZ Weber 2351e","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"1.0 to 5.0 mm/yr",,"dip separation","normal","W",,"1400 yr",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2351e, Wasatch fault zone, Weber section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquak",
"Wasatch monocline","Wasatch monocline","http://resources.usgin.org/uri-gin/utgs/activefault/id:2450/","Wasatch Mon.","Wasatch Mon. 2450","2.13.3a",,,"monocline","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"folding","null","E",,"null",,"Hecker, S., and Hylland, M.D., compilers, 2001, Fault number 2450, Wasatch monocline, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Washington fault zone northern section","Washington fault zone northern section","http://resources.usgin.org/uri-gin/utgs/activefault/id:1004a/","Washington north","Washington north 1004a","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; W",,"null",,"Black, B.D., DuRoss, C.B., McDonald, G.N., Pearthree, P.A., and Hecker, S., compilers, 2004, Fault number 1004a, Washington fault zone, northern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://e",
"Contains information for contact person an/or entity providing the information in this spreadsheet workbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Cache fault zone Clarkston fault","West Cache fault zone - Clarkston fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2521a/","W. Cache Clarkston","W. Cache Clarkston 2521a","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2521a, West Cache fault zone, Clarkston fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov",
"string","free text",,"1","Identifier for symbol for default portrayal of this feature in some symbol scheme. This is a convienence value, and assumes the existence of SLD or other legend-type artifact that maps from these symbol identifiers to graphical elements. Equivalent to genericSymbolizer element in GeoSciML thematic view schema.",,,,,,,,,,,,,,,,,,,,,,,
"West Cache fault zone Junction Hills fault","West Cache fault zone - Junction Hills fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2521b/","W. Cache Junction Hills","W. Cache Junction Hills 2521b","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"10-25 k.y.",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2521b, West Cache fault zone, Junction Hills fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usg",
"West Cache fault zone Wellsville fault","West Cache fault zone - Wellsville fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2521c/","W. Cache Wellsville","W. Cache Wellsville 2521c","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"10-25 k.y.",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2521c, West Cache fault zone, Wellsville fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.go",
"West Valley fault zone Granger fault","West Valley Fault Zone Granger fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2386b/","WVF Granger","WVF Granger 2386b","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","E",,"2.6-6.5 k.y. (<13 ka)",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2386b, West Valley fault zone, Granger section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.go",
